Tree ID,Landscape type,Tree species,Leaf type,Eucalypt subgenera,Collection date,Round,TotalN,AvailN,UBFs,FPCs
u2di2,Unburnt,Dives,Mature foliage,Monocalyptus,9/3/2021,3,1.1209012,0.8210448,8.78619,
u2man2,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/3/2021,3,1.8912476,1.5901732,,37.2162285
u30ru9,Unburnt,Rubida,Mature foliage,Symphyomyrtus,9/3/2021,3,1.2798522,1.1331748,,0
u32vi7,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,4/3/2021,3,1.2308323,1.1175226,,9.50385
u32vi7tips,Unburnt,Viminalis,Tips,Symphyomyrtus,4/3/2021,3,2.2181728,2.0372174,,4.174809
u34ru1,Unburnt,Rubida,Mature foliage,Symphyomyrtus,2/3/2021,3,0.9809272,0.8079735,,0
u34ru1tips,Unburnt,Rubida,Tips,Symphyomyrtus,2/3/2021,3,1.9609036,1.4797655,,0
u38vi8,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/3/2021,3,1.3562667,1.2678003,,12.6398897
u38vi8tips,Unburnt,Viminalis,Tips,Symphyomyrtus,3/3/2021,3,2.6313136,2.5138071,,5.606029
u3vi1,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,9/3/2021,3,1.3450216,1.208828,,5.766645
u44vi9,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,9/3/2021,3,1.2840652,1.1260799,,7.2027206
u45vi10,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,4/3/2021,3,1.1414748,1.078554,,7.8241549
u45vi10tips,Unburnt,Viminalis,Tips,Symphyomyrtus,4/3/2021,3,2.5205855,2.4604442,,3.1856565
u46vi6,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/3/2021,3,1.2117469,1.1091472,,7.114696
u46vi6newgrowth,Unburnt,Viminalis,Young growth,Symphyomyrtus,3/3/2021,3,1.5705446,1.6336633,,16.2520809
u4mac2,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/3/2021,3,1.2671732,0.9609781,18.9099426,
u4man3,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,3/3/2021,3,1.0463442,0.8071421,,15.4498653
u4man3tips,Unburnt,Mannifera,Tips,Symphyomyrtus,3/3/2021,3,2.5128789,2.1209154,,17.3310204
u4ro2,Unburnt,Rossii,Mature foliage,Monocalyptus,3/3/2021,3,1.2257242,1.0601413,21.1410809,
u4ro2tips,Unburnt,Rossii,Tips,Monocalyptus,3/3/2021,3,1.3325442,1.0484276,21.1842308,
u5di3,Unburnt,Dives,Mature foliage,Monocalyptus,2/3/2021,3,1.1189164,0.8374702,11.193943,
u5mac3,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/3/2021,3,1.093693,0.420961,6.1276851,
u5man4,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/3/2021,3,1.1848695,0.8520105,,27.9853802
u5man4tips,Unburnt,Mannifera,Tips,Symphyomyrtus,2/3/2021,3,2.4612217,2.0540457,,12.8034458
u5ro3,Unburnt,Rossii,Mature foliage,Monocalyptus,2/3/2021,3,0.8684653,0.8638577,31.1245937,
u6man5,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/3/2021,3,1.1317343,1.0120324,,21.050066
u6ro4,Unburnt,Rossii,Mature foliage,Monocalyptus,9/3/2021,3,1.0253413,0.8578386,27.2539539,
u6ru2,Unburnt,Rubida,Mature foliage,Symphyomyrtus,9/3/2021,3,1.146489,1.0113872,,0
u6ru2tips,Unburnt,Rubida,Tips,Symphyomyrtus,9/3/2021,3,2.0499017,1.9732757,,0
u7man6,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,3/3/2021,3,1.1300107,0.9211783,,18.1528568
u7ru3,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/3/2021,3,1.0958405,1.032075,,0
u7ru3tips,Unburnt,Rubida,Tips,Symphyomyrtus,3/3/2021,3,1.9611986,1.7733415,,0
u7vi2,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/3/2021,3,1.4262472,1.2820011,,13.0091314
u8mac4,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/3/2021,3,1.1964451,0.6637246,9.0220966,
u8mac4tips,Unburnt,Macrorhyncha,Tips,Monocalyptus,2/3/2021,3,1.4450541,0.6325769,4.8870368,
u8man7,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/3/2021,3,1.0905722,0.807262,,14.9752884
u8man7tips,Unburnt,Mannifera,Tips,Symphyomyrtus,2/3/2021,3,1.9770628,1.5359445,,12.4749994
u8ro5,Unburnt,Rossii,Mature foliage,Monocalyptus,2/3/2021,3,0.9194174,0.7992932,19.1439857,
u8ro5tips,Unburnt,Rossii,Tips,Monocalyptus,2/3/2021,3,1.2420349,0.9954541,20.8825302,
u9mac5,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/3/2021,3,1.1091734,0.4146191,3.4759793,
u9man8,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/3/2021,3,1.0392393,0.8985226,,15.9495945
u9ro6,Unburnt,Rossii,Mature foliage,Monocalyptus,9/3/2021,3,1.129414,0.9949232,21.6675453,
u9ro6tips,Unburnt,Rossii,Tips,Monocalyptus,9/3/2021,3,1.1951249,0.911322,23.2214813,
b11di4,Burnt,Dives,Epicormic,Monocalyptus,26/4/2021,4,1.8683239,1.6864554,23.2235775,
b11mac6,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/4/2021,4,1.2915576,0.5298578,15.1876554,
b11ro3,Burnt,Rossii,Epicormic,Monocalyptus,26/4/2021,4,1.3036519,1.2134986,23.1946526,
b12di11,Burnt,Dives,Epicormic,Monocalyptus,27/4/2021,4,1.5545248,1.4615995,17.5596447,
b12mac7,Burnt,Macrorhyncha,Epicormic,Monocalyptus,27/4/2021,4,1.4766035,0.6388668,8.2951584,
b12ru1,Burnt,Rubida,Epicormic,Symphyomyrtus,27/4/2021,4,1.7170419,1.5981953,,13.9504967
b13mac8,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/4/2021,4,1.3986186,0.7807915,11.1329594,
b13maci5,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,22/4/2021,4,1.2124588,0.4979783,6.4253359,
b13mani2,Burnt,Mannifera,Mature foliage,Symphyomyrtus,22/4/2021,4,1.4322454,1.2109119,,27.8024578
b13roi3,Burnt,Rossii,Mature foliage,Monocalyptus,22/4/2021,4,0.9479302,0.8314641,25.2848949,
b15mac9,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/4/2021,4,1.1858308,0.4407488,11.8831873,
b15maci1,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,22/4/2021,4,1.2537594,0.3317565,6.9311676,
b15man5,Burnt,Mannifera,Epicormic,Symphyomyrtus,22/4/2021,4,1.8914865,1.6178031,,27.813179
b15mani1,Burnt,Mannifera,Mature foliage,Symphyomyrtus,22/4/2021,4,1.4685819,1.1338502,,23.4496422
b15ro5,Burnt,Rossii,Epicormic,Monocalyptus,22/4/2021,4,1.3199602,1.0502348,17.5121975,
b16mac10,Burnt,Macrorhyncha,Epicormic,Monocalyptus,27/4/2021,4,1.7305973,1.0867635,12.4334288,
b16maci10,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,27/4/2021,4,1.3315058,0.6752954,13.5406446,
b16man6,Burnt,Mannifera,Epicormic,Symphyomyrtus,27/4/2021,4,1.8971919,1.7593178,,34.7555504
b16mani7,Burnt,Mannifera,Mature foliage,Symphyomyrtus,27/4/2021,4,1.5539097,1.2168828,,24.0682888
b16ro6,Burnt,Rossii,Epicormic,Monocalyptus,27/4/2021,4,1.3354409,1.0902349,23.6765499,
b16roi9,Burnt,Rossii,Mature foliage,Monocalyptus,27/4/2021,4,1.3417852,1.0875099,34.9752312,
b17di5,Burnt,Dives,Epicormic,Monocalyptus,20/4/2021,4,1.6411422,1.3826835,19.616684,
b17dii1,Burnt,Dives,Mature foliage,Monocalyptus,20/4/2021,4,1.6126062,1.2864933,11.688858,
b17maci4,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,20/4/2021,4,1.2831296,0.7041285,7.1792059,
b17man7,Burnt,Mannifera,Epicormic,Symphyomyrtus,20/4/2021,4,1.6526532,1.2953035,,37.8532677
b17ru2,Burnt,Rubida,Epicormic,Symphyomyrtus,20/4/2021,4,1.2957242,1.3114982,,5.1398377
b17rui1,Burnt,Rubida,Mature foliage,Symphyomyrtus,20/4/2021,4,1.1337506,0.9768347,,0
b1mac1,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/4/2021,4,1.1880277,0.4184394,14.3316507,
b1maci3,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,22/4/2021,4,1.2580496,0.4247309,7.9804225,
b1man1,Burnt,Mannifera,Epicormic,Symphyomyrtus,22/4/2021,4,1.7305708,1.5028242,,30.5453968
b1ro1,Burnt,Rossii,Epicormic,Monocalyptus,22/4/2021,4,1.1510081,0.606359,49.4657822,
b1roi2,Burnt,Rossii,Mature foliage,Monocalyptus,22/4/2021,4,1.0895909,0.9030414,32.9386711,
b20maci2,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,22/4/2021,4,1.2031564,0.577981,9.2749329,
b20ro8,Burnt,Rossii,Epicormic,Monocalyptus,22/4/2021,4,1.4420562,1.1257343,25.5837822,
b20roi1,Burnt,Rossii,Mature foliage,Monocalyptus,22/4/2021,4,1.2628556,0.965557,25.2283363,
b23ro8,Burnt,Rossii,Epicormic,Monocalyptus,26/4/2021,4,1.1005101,0.922861,22.4463062,
b24maci8,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,16/4/2021,4,1.2797164,0.4851733,10.7650108,
b24maci8tips,Burnt,Macrorhyncha,Tips,Monocalyptus,16/4/2021,4,1.1674998,0.2897376,7.2615166,
b24man8,Burnt,Mannifera,Epicormic,Symphyomyrtus,16/4/2021,4,2.3966076,2.0981145,,42.4963608
b24mani3,Burnt,Mannifera,Mature foliage,Symphyomyrtus,16/4/2021,4,1.5701262,1.2632629,,35.3651505
b25di6,Burnt,Dives,Epicormic,Monocalyptus,20/4/2021,4,1.7951504,1.71624,21.5816574,
b25ru3,Burnt,Rubida,Epicormic,Symphyomyrtus,20/4/2021,4,1.7955072,1.7181365,,1.3906356
b25vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,20/4/2021,4,1.7995633,1.7878774,,18.7988358
b26di7,Burnt,Dives,Epicormic,Monocalyptus,16/4/2021,4,2.0210676,1.8145086,18.8283749,
b26dii2,Burnt,Dives,Mature foliage,Monocalyptus,16/4/2021,4,1.3644427,1.1887418,20.0445499,
b26man9,Burnt,Mannifera,Epicormic,Symphyomyrtus,16/4/2021,4,2.1357534,1.8776504,,41.634697
b26mani5,Burnt,Mannifera,Mature foliage,Symphyomyrtus,16/4/2021,4,1.1700177,0.8570166,,22.8910599
b26mani5tips,Burnt,Mannifera,Tips,Symphyomyrtus,16/4/2021,4,2.1944132,1.7521842,,22.6604786
b26vi4,Burnt,Viminalis,Epicormic,Symphyomyrtus,16/4/2021,4,1.807696,1.7698673,,25.0450535
b26vii2,Burnt,Viminalis,Mature foliage,Symphyomyrtus,16/4/2021,4,,,,
b26vii2newgrowth,Burnt,Viminalis,Young growth,Symphyomyrtus,16/4/2021,4,1.8823179,1.8822814,,16.1244431
b28di8,Burnt,Dives,Epicormic,Monocalyptus,27/4/2021,4,1.3080922,1.1512272,13.7544651,
b28maci6,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,27/4/2021,4,1.2195482,0.4027323,3.9039388,
b28roi4,Burnt,Rossii,Mature foliage,Monocalyptus,27/4/2021,4,1.2085329,0.8809711,19.7862129,
b29ro9,Burnt,Rossii,Epicormic,Monocalyptus,16/4/2021,4,1.1364874,0.8285404,30.48069,
b29roi5,Burnt,Rossii,Mature foliage,Monocalyptus,16/4/2021,4,1.2588521,0.9426591,33.4125099,
b2di1,Burnt,Dives,Epicormic,Monocalyptus,26/4/2021,4,1.3545229,0.9385707,20.7421455,
b2vi1,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/4/2021,4,1.7186816,1.7318646,,16.4866333
b35di9,Burnt,Dives,Epicormic,Monocalyptus,26/4/2021,4,1.4061261,0.8221804,13.4971113,
b35vi5,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/4/2021,4,1.8320061,1.7263304,,16.0111542
b36ru4,Burnt,Rubida,Epicormic,Symphyomyrtus,20/4/2021,4,2.1577511,1.9440678,,2.5612905
b36vi6,Burnt,Viminalis,Epicormic,Symphyomyrtus,20/4/2021,4,1.9340417,1.8473788,,20.8770218
b38ru5,Burnt,Rubida,Epicormic,Symphyomyrtus,20/4/2021,4,1.4304808,1.2818824,,0
b38rui2,Burnt,Rubida,Mature foliage,Symphyomyrtus,20/4/2021,4,1.2792926,1.0183618,,4.2897863
b38rui2tips,Burnt,Rubida,Tips,Symphyomyrtus,20/4/2021,4,2.7677526,2.4301128,,0
b38vi9,Burnt,Viminalis,Epicormic,Symphyomyrtus,20/4/2021,4,1.6433231,1.5377721,,16.6334419
b38vii1,Burnt,Viminalis,Mature foliage,Symphyomyrtus,20/4/2021,4,1.377393,1.1913278,,9.609767
b3mac2,Burnt,Macrorhyncha,Epicormic,Monocalyptus,27/4/2021,4,1.3765028,0.6307886,8.1388817,
b42vi7,Burnt,Viminalis,Epicormic,Symphyomyrtus,16/4/2021,4,1.5520544,1.4867556,,22.9741344
b49vi8,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/4/2021,4,1.8781778,1.9771676,,19.3461781
b4mac3,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/4/2021,4,1.4297711,0.8014378,11.1829939,
b4man2,Burnt,Mannifera,Epicormic,Symphyomyrtus,22/4/2021,4,1.7706836,1.5076194,,31.8342075
b51ru6,Burnt,Rubida,Epicormic,Symphyomyrtus,26/4/2021,4,1.4086964,1.2875049,,2.0753462
b52ru7,Burnt,Rubida,Epicormic,Symphyomyrtus,26/4/2021,4,1.6438957,1.6056165,,7.0777297
b53ru8,Burnt,Rubida,Epicormic,Symphyomyrtus,26/4/2021,4,1.6306053,1.540132,,1.9270009
b54ru9,Burnt,Rubida,Epicormic,Symphyomyrtus,26/4/2021,4,1.6997713,1.7248627,,5.8252511
b55ru10,Burnt,Rubida,Epicormic,Symphyomyrtus,26/4/2021,4,1.2216102,1.4972005,,0
b5mac4,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/4/2021,4,1.0363362,0.2892825,8.6876974,
b5maci9,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,22/4/2021,4,1.0209922,0.1861058,5.6559153,
b5mani6,Burnt,Mannifera,Mature foliage,Symphyomyrtus,22/4/2021,4,1.4638454,1.2712853,,18.6129856
b5roi8,Burnt,Rossii,Mature foliage,Monocalyptus,22/4/2021,4,1.1424608,0.9703345,22.0332184,
b6di2,Burnt,Dives,Epicormic,Monocalyptus,20/4/2021,4,1.4449534,1.1837522,16.4586468,
b6ro2,Burnt,Rossii,Epicormic,Monocalyptus,20/4/2021,4,1.1907555,0.9605501,17.9505196,
b6vi10,Burnt,Viminalis,Epicormic,Symphyomyrtus,20/4/2021,4,1.6723143,1.600395,,18.4331055
b7mac5,Burnt,Macrorhyncha,Epicormic,Monocalyptus,16/4/2021,4,1.2184374,0.3965123,20.1530056,
b7maci7,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,16/4/2021,4,1.1843746,0.317225,17.5985966,
b7man3,Burnt,Mannifera,Epicormic,Symphyomyrtus,16/4/2021,4,1.6974784,1.4567637,,42.3286438
b7ro10,Burnt,Rossii,Epicormic,Monocalyptus,16/4/2021,4,1.3085176,1.1033936,27.3946896,
b7roi6,Burnt,Rossii,Mature foliage,Monocalyptus,16/4/2021,4,0.9014847,0.6432258,33.2064819,
b9di3,Burnt,Dives,Epicormic,Monocalyptus,26/4/2021,4,1.1287844,1.1438378,17.4911976,
b9vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/4/2021,4,2.0972939,1.9185717,,15.4720488
u10di4,Unburnt,Dives,Mature foliage,Monocalyptus,9/5/2021,4,1.7736837,1.8191122,23.9241734,
u10mac6,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/5/2021,4,1.6273634,1.3435369,27.2462196,
u10man9,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/5/2021,4,1.4077955,1.1690224,,22.1527767
u11di5,Unburnt,Dives,Mature foliage,Monocalyptus,9/5/2021,4,1.5899423,1.5769428,27.1565533,
u11mac7,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/5/2021,4,1.4346651,1.0052165,34.1038322,
u11man10,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/5/2021,4,1.4673404,1.2491136,,26.2345257
u12mac8,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/5/2021,4,1.0352175,0.4997306,7.1270609,
u12ro7,Unburnt,Rossii,Mature foliage,Monocalyptus,3/5/2021,4,1.1945243,0.9781221,33.347332,
u13di6,Unburnt,Dives,Mature foliage,Monocalyptus,10/5/2021,4,1.4197965,1.3546625,19.9307022,
u13vi3,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,10/5/2021,4,1.7439339,1.6490822,,12.1587811
u14mac11,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/5/2021,4,1.2229409,0.8292133,8.1670094,
u14mac9,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/5/2021,4,1.3460929,0.743715,12.7077475,
u14ro8,Unburnt,Rossii,Mature foliage,Monocalyptus,3/5/2021,4,1.1554339,1.0727667,17.8208427,
u15di7,Unburnt,Dives,Mature foliage,Monocalyptus,3/5/2021,4,1.7943339,1.6205752,12.3483953,
u15mac10,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/5/2021,4,1.216339,0.8645849,6.9713702,
u15ru4,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/5/2021,4,1.8047307,1.6181939,,1.4092307
u16di8,Unburnt,Dives,Mature foliage,Monocalyptus,9/5/2021,4,1.6753781,1.5215224,22.7637672,
u17di9,Unburnt,Dives,Mature foliage,Monocalyptus,13/5/2021,4,1.3990473,1.2954142,16.6145782,
u18ru5,Unburnt,Rubida,Mature foliage,Symphyomyrtus,10/5/2021,4,1.3654634,1.2753141,,0
u19di10,Unburnt,Dives,Mature foliage,Monocalyptus,8/5/2021,4,1.5877851,1.6119311,30.0112495,
u19ro9,Unburnt,Rossii,Mature foliage,Monocalyptus,8/5/2021,4,1.1931977,1.0632967,49.3372688,
u1di1,Unburnt,Dives,Mature foliage,Monocalyptus,8/5/2021,4,1.5520672,1.5172178,22.418148,
u1mac1,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,8/5/2021,4,1.6537015,1.3130499,28.6878395,
u1man1,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,8/5/2021,4,1.4212551,1.2510221,,38.7983284
u1ro1,Unburnt,Rossii,Mature foliage,Monocalyptus,8/5/2021,4,1.2816305,1.2609823,45.8595352,
u20ru6newgrowth,Unburnt,Rubida,Young growth,Symphyomyrtus,18/5/2021,4,1.9846202,1.9080845,,0
u20vi4,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,18/5/2021,4,1.5682206,1.5663558,,14.3926258
u21ro10,Unburnt,Rossii,Mature foliage,Monocalyptus,8/5/2021,4,1.2579384,1.138227,38.9552498,
u22ru7,Unburnt,Rubida,Mature foliage,Symphyomyrtus,13/5/2021,4,1.491426,1.3086238,,1.830712
u22vi5,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,13/5/2021,4,1.4538658,1.4366041,,19.3447304
u23ru8,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/5/2021,4,1.4996845,1.3378273,,1.6727905
u23ru8tips,Unburnt,Rubida,Tips,Symphyomyrtus,3/5/2021,4,2.0215266,2.0745635,,0
u26ru10,Unburnt,Rubida,Mature foliage,Symphyomyrtus,13/5/2021,4,1.0350572,0.9023008,,0
u26ru10newgrowth,Unburnt,Rubida,Young growth,Symphyomyrtus,13/5/2021,4,1.9843231,1.8810309,,0
u2di2,Unburnt,Dives,Mature foliage,Monocalyptus,9/5/2021,4,1.5310084,1.5295092,24.5679665,
u2man2,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/5/2021,4,1.6080443,1.4051648,,37.0517044
u30ru9,Unburnt,Rubida,Mature foliage,Symphyomyrtus,9/5/2021,4,1.2111456,1.0983117,,0
u32vi7,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,8/5/2021,4,1.352721,1.221957,,9.9489431
u34ru1,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/5/2021,4,1.1793423,0.9941931,,0
u38vi8,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,18/5/2021,4,1.799075,1.8133428,,13.0860577
u3vi1,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,9/5/2021,4,1.9820253,1.8823708,,8.0778942
u44vi9,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,13/5/2021,4,1.544342,1.3314093,,7.4528413
u45vi10,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,8/5/2021,4,2.049113,2.0189512,,13.8201647
u46vi6,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,8/5/2021,4,1.7555684,1.7245933,,14.5217905
u4mac2,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,8/5/2021,4,1.4905667,1.035069,29.7730598,
u4man3,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,8/5/2021,4,1.7740366,1.578844,,32.4353485
u4ro2,Unburnt,Rossii,Mature foliage,Monocalyptus,8/5/2021,4,1.1900685,1.1250162,29.2580376,
u5di3,Unburnt,Dives,Mature foliage,Monocalyptus,3/5/2021,4,1.2321091,1.110448,9.0678072,
u5mac3,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/5/2021,4,1.3442878,0.6788337,9.0175514,
u5man4,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,3/5/2021,4,1.8743938,1.6665264,,35.0457306
u5ro3,Unburnt,Rossii,Mature foliage,Monocalyptus,3/5/2021,4,1.110224,0.9426758,25.6885204,
u5ro3tips,Unburnt,Rossii,Tips,Monocalyptus,3/5/2021,4,1.0888603,0.8622177,19.9290466,
u6man5,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,10/5/2021,4,,,,
u6ro4,Unburnt,Rossii,Mature foliage,Monocalyptus,10/5/2021,4,1.2919201,1.2970592,48.3744011,
u6ru2,Unburnt,Rubida,Mature foliage,Symphyomyrtus,10/5/2021,4,1.1574727,1.0198078,,0
u7man6,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,13/5/2021,4,1.3448855,1.0540966,,26.3801575
u7ru3,Unburnt,Rubida,Mature foliage,Symphyomyrtus,13/5/2021,4,1.0793829,0.9218397,,0
u7vi2,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,13/5/2021,4,1.4615036,1.2506759,,14.037612
u8mac4,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/5/2021,4,1.252972,0.6663569,7.6599622,
u8mac4tips,Unburnt,Macrorhyncha,Tips,Monocalyptus,3/5/2021,4,1.7044805,1.230198,32.1039467,
u8man7,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,3/5/2021,4,1.3978032,1.1883044,,18.2804451
u8ro5,Unburnt,Rossii,Mature foliage,Monocalyptus,3/5/2021,4,1.2107124,1.1139072,23.0239239,
u9mac5,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/5/2021,4,1.5130817,0.9075271,29.1781788,
u9man8,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/5/2021,4,1.3215469,1.0796549,,28.2865276
u9ro6,Unburnt,Rossii,Mature foliage,Monocalyptus,9/5/2021,4,1.3118742,1.2743484,44.1523972,
b11di4,Burnt,Dives,Epicormic,Monocalyptus,15/6/2021,5,1.9669254,1.5939138,25.2898216,
b11mac6,Burnt,Macrorhyncha,Epicormic,Monocalyptus,15/6/2021,5,1.2858025,0.323342,3.8083911,
b11ro3,Burnt,Rossii,Epicormic,Monocalyptus,15/6/2021,5,1.2748704,1.0377486,19.3546429,
b12di11,Burnt,Dives,Epicormic,Monocalyptus,25/6/2021,5,1.681703,1.3331044,18.1561642,
b12mac7,Burnt,Macrorhyncha,Epicormic,Monocalyptus,25/6/2021,5,1.6353159,0.5447617,2.8821871,
b12ru1,Burnt,Rubida,Epicormic,Symphyomyrtus,25/6/2021,5,1.8474822,1.4636633,,15.0977564
b13mac8,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/6/2021,5,1.1570561,0.3275944,6.5673261,
b13maci5,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,22/6/2021,5,1.1689298,0.2218997,5.3575282,
b13mani2,Burnt,Mannifera,Mature foliage,Symphyomyrtus,22/6/2021,5,1.3186885,1.0604159,,25.7270336
b13roi3,Burnt,Rossii,Mature foliage,Monocalyptus,22/6/2021,5,1.0104686,0.818769,28.3256817,
b15mac9,Burnt,Macrorhyncha,Epicormic,Monocalyptus,22/6/2021,5,1.5678056,0.6693892,4.011755,
b15maci1,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,22/6/2021,5,1.1447814,0.2124284,2.8141239,
b15man5,Burnt,Mannifera,Epicormic,Symphyomyrtus,22/6/2021,5,1.9627658,1.5295919,,34.7315102
b15mani1,Burnt,Mannifera,Mature foliage,Symphyomyrtus,22/6/2021,5,1.3499403,0.893476,,16.7873726
b15ro5,Burnt,Rossii,Epicormic,Monocalyptus,22/6/2021,5,1.3856801,1.0850925,26.5110817,
b16mac10,Burnt,Macrorhyncha,Epicormic,Monocalyptus,15/6/2021,5,1.7750006,0.8347363,4.765933,
b16maci10,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,15/6/2021,5,1.1701268,0.3244247,7.3446412,
b16man6,Burnt,Mannifera,Epicormic,Symphyomyrtus,15/6/2021,5,1.826658,1.4954425,,40.9941254
b16mani7,Burnt,Mannifera,Mature foliage,Symphyomyrtus,15/6/2021,5,1.6870977,1.2151703,,40.1232071
b16ro6,Burnt,Rossii,Epicormic,Monocalyptus,15/6/2021,5,1.1647143,0.8891699,26.2779217,
b16roi9,Burnt,Rossii,Mature foliage,Monocalyptus,15/6/2021,5,1.2863107,0.8049386,38.9529381,
b17di5,Burnt,Dives,Epicormic,Monocalyptus,15/6/2021,5,1.7562704,1.318503,15.7749262,
b17dii1,Burnt,Dives,Mature foliage,Monocalyptus,15/6/2021,5,1.7439889,1.2696599,9.040349,
b17maci4,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,15/6/2021,5,1.1214886,0.1804197,5.0784402,
b17man7,Burnt,Mannifera,Epicormic,Symphyomyrtus,15/6/2021,5,1.7572645,1.2647866,,37.8265038
b17ru2,Burnt,Rubida,Epicormic,Symphyomyrtus,15/6/2021,5,1.5658528,1.3555934,,3.085798
b17rui1,Burnt,Rubida,Mature foliage,Symphyomyrtus,15/6/2021,5,1.1267225,0.8890963,,2.124573
b1mac1,Burnt,Macrorhyncha,Epicormic,Monocalyptus,23/6/2021,5,1.283108,0.2306828,7.9735489,
b1maci3,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,23/6/2021,5,1.085518,0.1154053,5.6071563,
b1man1,Burnt,Mannifera,Epicormic,Symphyomyrtus,23/6/2021,5,1.8601171,1.5633714,,28.9284687
b1ro1,Burnt,Rossii,Epicormic,Monocalyptus,23/6/2021,5,1.1653972,0.5754206,51.7704735,
b1roi2,Burnt,Rossii,Mature foliage,Monocalyptus,23/6/2021,5,1.219561,0.8344284,39.1508293,
