taxon_name,dataset_id,taxonomic_reference,taxon_rank
Allium scorodoprasum rotundum,SAH_2023,NA,NA
Argyranthemum frutescens foeniculaceum,SAH_2023,NA,NA
Argyranthemum frutescens frutescens,SAH_2023,NA,NA
Atriplex acutibractea acutibractea,SAH_2023,NA,NA
Atriplex acutibractea karoniensis,SAH_2023,NA,NA
Atriplex lindleyi inflata,SAH_2023,NA,NA
Atriplex lindleyi lindleyi,SAH_2023,NA,NA
Atriplex lindleyi quadripartita,SAH_2023,NA,NA
Atriplex quadrivalvata quadrivalvata,SAH_2023,NA,NA
Atriplex quadrivalvata sessilifolia,SAH_2023,NA,NA
Atriplex vesicaria calcicola,SAH_2023,NA,NA
Brachycome ciliaris brachyglossa,SAH_2023,NA,NA
Brachycome ciliaris ciliaris,SAH_2023,NA,NA
Brachycome ciliaris lyrifolia,SAH_2023,NA,NA
Brachycome ciliaris subintegrifolia,SAH_2023,NA,NA
Callistemon rugulosus laevifolius,SAH_2023,NA,NA
Cassia desolata planipes,SAH_2023,NA,NA
Cassia nemophila coriacea,SAH_2023,NA,NA
Cassia nemophila nemophila,SAH_2023,NA,NA
Cassia nemophila platypoda,SAH_2023,NA,NA
Cassia nemophila zygophylla,SAH_2023,NA,NA
Crotalaria eremaea eremaea,SAH_2023,NA,NA
Crotalaria eremaea strehlowii,SAH_2023,NA,NA
Daviesia asperula asperula,SAH_2023,NA,NA
Daviesia asperula obliqua,SAH_2023,NA,NA
Dipteracanthus australasicus glabratus,SAH_2023,NA,NA
Eremophila maculata brevifolia,SAH_2023,NA,NA
Eremophila maculata maculata,SAH_2023,NA,NA
Eucalyptus camaldulensis camaldulensis,SAH_2023,NA,NA
Eucalyptus camaldulensis obtusa,SAH_2023,NA,NA
Eucalyptus incrassata angulosa,SAH_2023,NA,NA
Eucalyptus lansdowneana albopurpurea,SAH_2023,NA,NA
Eucalyptus obliqua megacarpa,SAH_2023,NA,NA
Eucalyptus viminalis cygnetensis,SAH_2023,NA,NA
Eucalyptus yumbarrana striata,SAH_2023,NA,NA
Eucalyptus yumbarrana yumbarrana,SAH_2023,NA,NA
Euphrasia collina collina,SAH_2023,NA,NA
Euphrasia collina muelleri,SAH_2023,NA,NA
Euphrasia collina osbornii,SAH_2023,NA,NA
Euphrasia collina paludosa,SAH_2023,NA,NA
Euphrasia collina tetragona,SAH_2023,NA,NA
Euphrasia collina trichocalycina,SAH_2023,NA,NA
Halosarcia halocnemoides halocnemoides,SAH_2023,NA,NA
Halosarcia halocnemoides longispicata,SAH_2023,NA,NA
Halosarcia halocnemoides tenuis,SAH_2023,NA,NA
Hibiscus sturtii grandiflorus,SAH_2023,NA,NA
Hibiscus sturtii sturtii,SAH_2023,NA,NA
Hibiscus trionum trionum,SAH_2023,NA,NA
Hibiscus trionum vesicarius,SAH_2023,NA,NA
Olearia ciliata ciliata,SAH_2023,NA,NA
Olearia ciliata squamifolia,SAH_2023,NA,NA
Olearia pannosa cardiophylla,SAH_2023,NA,NA
Olearia pannosa pannosa,SAH_2023,NA,NA
Olearia passerinoides glutescens,SAH_2023,NA,NA
Olearia pimeleoides incana,SAH_2023,NA,NA
Olearia pimeleoides pimeleoides,SAH_2023,NA,NA
Pimelea microcephala glabra,SAH_2023,NA,NA
Pimelea simplex continua,SAH_2023,NA,NA
Pimelea simplex simplex,SAH_2023,NA,NA
Ptilotus aristatus eichlerianus,SAH_2023,NA,NA
Ptilotus helipteroides helipteroides,SAH_2023,NA,NA
Ptilotus helipteroides minor,SAH_2023,NA,NA
Ptilotus incanus incanus,SAH_2023,NA,NA
Ptilotus murrayi major,SAH_2023,NA,NA
Ptilotus murrayi murrayi,SAH_2023,NA,NA
Ptilotus obovatus griseus,SAH_2023,NA,NA
Ptilotus obovatus obovatus,SAH_2023,NA,NA
Ptilotus parvifolius laetus,SAH_2023,NA,NA
Ptilotus parvifolius parvifolius,SAH_2023,NA,NA
Ptilotus polystachyus polystachyus,SAH_2023,NA,NA
Ptilotus spathulatus angustatus,SAH_2023,NA,NA
Ptilotus spathulatus spathulatus,SAH_2023,NA,NA
Scaevola linearis linearis,SAH_2023,NA,NA
Senecio cunninghamii cunninghamii,SAH_2023,NA,NA
Senecio cunninghamii serratus,SAH_2023,NA,NA
Stipa muelleri,SAH_2023,NA,NA
Stipa pilata,SAH_2023,NA,NA
Stipa tenuifolia,SAH_2023,NA,NA
Stipa velutina,SAH_2023,NA,NA
Stipa vickeryana,SAH_2023,NA,NA
Villarsia umbricola beaugleholei,SAH_2023,NA,NA
Villarsia umbricola umbricola,SAH_2023,NA,NA
Vittadinia australasica oricola,SAH_2023,NA,NA
Vittadinia australasica subglabra,SAH_2023,NA,NA
Vittadinia cuneata cuneata,SAH_2023,NA,NA
Vittadinia cuneata murrayensis,SAH_2023,NA,NA
Zostera muelleri muelleri,SAH_2023,NA,NA
Acacia farnesiana,SAH_2023,APC,Genus
Acacia havilandii,SAH_2023,APC,Genus
Acacia nilotica,SAH_2023,APC,Genus
Adenanthos macropodiana,SAH_2023,APC,Genus
Adriana klotzschii,SAH_2023,APC,Genus
Agrostis aequata,SAH_2023,APC,Genus
Agrostis limitanea,SAH_2023,APC,Genus
Albizia lophantha,SAH_2023,APC,Genus
Araujia hortorum,SAH_2023,APC,Genus
Asclepias rotundifolia,SAH_2023,APC,Genus
Azolla filiculoides,SAH_2023,APC,Genus
Baeckea ericaea,SAH_2023,APC,Genus
Bertya mitchellii,SAH_2023,APC,Genus
Billardiera procumbens,SAH_2023,APC,Genus
Bursaria lasiophylla,SAH_2023,APC,Genus
Canthium lineare,SAH_2023,APNI,Genus
Carthamus glaucus,SAH_2023,APC,Genus
Cassia desolata,SAH_2023,APC,Genus
Cassia glutinosa,SAH_2023,APC,Genus
Cassia helmsii,SAH_2023,APC,Genus
Cassia oligophylla,SAH_2023,APC,Genus
Cassia pleurocarpa,SAH_2023,APC,Genus
Cenchrus incertus,SAH_2023,APC,Genus
Chenopodium cristatum,SAH_2023,APC,Genus
Chenopodium multifidum,SAH_2023,APC,Genus
