species_name,trait,units,value
Acacia arida,leaf width maximum,mm,5.5
Acacia bracteolata,leaf width maximum,mm,10
Acacia brachyphylla,leaf width maximum,mm,1
Acacia barbinervis,leaf width maximum,mm,2
Acacia argyrotricha,leaf width maximum,mm,1.8
Acacia brachypoda,leaf width maximum,mm,1.4
Acacia unguicula,leaf width maximum,mm,4
Acacia carneorum,leaf width maximum,mm,2
Acacia camptoclada,leaf width maximum,mm,5
Acacia asparagoides,leaf width maximum,mm,2
Acacia bakeri,leaf width maximum,cm,3
Acacia brachycarpa,leaf width maximum,mm,1
Acacia argyrodendron,leaf width maximum,mm,9
Acacia sinuata,leaf width maximum,mm,2.5
Acacia tysonii,leaf width maximum,mm,10
Acacia umbellata,leaf width maximum,mm,43
Acacia robinae,leaf width maximum,mm,8
Acacia rossei,leaf width maximum,mm,1.5
Acacia gibbosa,leaf width maximum,mm,1.5
Acacia georgensis,leaf width maximum,mm,30
Acacia tetanophylla,leaf width maximum,mm,1.5
Acacia tessellata,leaf width maximum,mm,11
Acacia sessilispica,leaf width maximum,,
Acacia sericoflora,leaf width maximum,mm,28
Acacia sericata,leaf width maximum,cm,6
Acacia semitrullata,leaf width maximum,mm,2
Acacia sedifolia,leaf width maximum,mm,1.5
Acacia semiaurea,leaf width maximum,mm,16
Acacia scopulorum,leaf width maximum,mm,6
Acacia sclerosperma,leaf width maximum,mm,17
Acacia rubricola,leaf width maximum,mm,1.8
Acacia rubida,leaf width maximum,mm,25
Acacia roycei,leaf width maximum,,
Acacia rothii,leaf width maximum,cm,2.5
Acacia rostellata,leaf width maximum,mm,4
Acacia rostellifera,leaf width maximum,mm,17
Acacia rivalis,leaf width maximum,mm,5
Acacia rigida,leaf width maximum,mm,2
Acacia neriifolia,leaf width maximum,mm,9
Acacia nematophylla,leaf width maximum,mm,1.5
Acacia moirii,leaf width maximum,,
Acacia mitodes,leaf width maximum,,
Acacia mitchellii,leaf width maximum,mm,1.7
Acacia minyura,leaf width maximum,mm,4
Acacia minutifolia,leaf width maximum,mm,1.1
Acacia manipularis,leaf width maximum,,
Acacia kalgoorliensis,leaf width maximum,mm,1.5
Acacia juncifolia,leaf width maximum,mm,3
Acacia johannis,leaf width maximum,mm,10
Acacia jibberdingensis,leaf width maximum,mm,1.5
Acacia genistifolia,leaf width maximum,mm,3
Acacia gemina,leaf width maximum,mm,6
Acacia gelasina,leaf width maximum,mm,8
Acacia frigescens,leaf width maximum,cm,5
Acacia enervia,leaf width maximum,mm,6
Acacia empelioclada,leaf width maximum,mm,3
Acacia elsherana,leaf width maximum,mm,29
Acacia elongata,leaf width maximum,mm,6
Acacia elata,leaf width maximum,mm,13
Acacia echinula,leaf width maximum,mm,1.5
Acacia cana,leaf width maximum,mm,4
Acacia hammondii,leaf width maximum,mm,7.5
Acacia halliana,leaf width maximum,mm,15
Acacia pyrifolia,leaf width maximum,cm,4
Acacia acradenia,leaf width maximum,mm,30
Acacia acellerata,leaf width maximum,mm,1.7
Acacia acanthoclada,leaf width maximum,mm,4
Acacia abbreviata,leaf width maximum,mm,1.2
Acacia abrupta,leaf width maximum,mm,1
Acacia quadrilateralis,leaf width maximum,mm,1
Acacia perangusta,leaf width maximum,mm,1.6
Acacia oxycedrus,leaf width maximum,mm,4
Acacia williamsonii,leaf width maximum,mm,3
Acacia willdenowiana,leaf width maximum,mm,5
Acacia wilcoxii,leaf width maximum,,
Acacia wilhelmiana,leaf width maximum,mm,4
Acacia wattsiana,leaf width maximum,mm,12
Acacia websteri,leaf width maximum,mm,3.5
Acacia whibleyana,leaf width maximum,mm,8
Acacia whitei,leaf width maximum,mm,10
Acacia wickhamii,leaf width maximum,mm,10
Acacia wardellii,leaf width maximum,cm,3
Acacia wanyu,leaf width maximum,,
Acacia volubilis,leaf width maximum,mm,1
Acacia viscidula,leaf width maximum,mm,3
Acacia vestita,leaf width maximum,mm,10
Acacia verticillata,leaf width maximum,mm,7
Acacia verricula,leaf width maximum,mm,6
Acacia veronica,leaf width maximum,mm,8
Acacia verniciflua,leaf width maximum,mm,30
Acacia vassalii,leaf width maximum,mm,1
Acacia venulosa,leaf width maximum,mm,15
Acacia varia,leaf width maximum,mm,2
Acacia validinervia,leaf width maximum,cm,4
Acacia valida,leaf width maximum,mm,1.2
Acacia urophylla,leaf width maximum,cm,4
Acacia unifissilis,leaf width maximum,mm,3
Acacia undulifolia,leaf width maximum,mm,16
Acacia undosa,leaf width maximum,mm,4
Acacia undoolyana,leaf width maximum,mm,12
Acacia uncinella,leaf width maximum,,
Acacia uncinata,leaf width maximum,mm,12
Acacia uliginosa,leaf width maximum,mm,1.5
Acacia ulicina,leaf width maximum,mm,1.5
Acacia ulicifolia,leaf width maximum,mm,1.5
Acacia tumida,leaf width maximum,cm,6
Acacia trulliformis,leaf width maximum,mm,16
Acacia truncata,leaf width maximum,mm,13
Acacia trigonophylla,leaf width maximum,mm,3
Acacia tetragonophylla,leaf width maximum,mm,1
Acacia tetragonocarpa,leaf width maximum,,
Acacia teretifolia,leaf width maximum,mm,1.5
Acacia terminalis,leaf width maximum,mm,5.7
Acacia tephrina,leaf width maximum,mm,4.5
Acacia tenuissima,leaf width maximum,mm,1.3
Acacia tenuispica,leaf width maximum,mm,16
Acacia tenuior,leaf width maximum,,
Acacia telmica,leaf width maximum,mm,20
Acacia tenuinervis,leaf width maximum,mm,30
Acacia tayloriana,leaf width maximum,mm,5
Acacia synoria,leaf width maximum,mm,1
Acacia tabula,leaf width maximum,mm,3.5
Acacia tarculensis,leaf width maximum,mm,14
Acacia sulcata,leaf width maximum,mm,2
Acacia subtilinervis,leaf width maximum,mm,16
Acacia subtessarogona,leaf width maximum,mm,9
Acacia subternata,leaf width maximum,mm,0.8
Acacia subsessilis,leaf width maximum,mm,1.5
Acacia subracemosa,leaf width maximum,mm,3
Acacia subrigida,leaf width maximum,mm,1.5
Acacia subporosa,leaf width maximum,mm,11
Acacia sublanata,leaf width maximum,mm,15
Acacia subflexuosa,leaf width maximum,,
Acacia suberosa,leaf width maximum,mm,1.3
Acacia subcaerulea,leaf width maximum,mm,10
Acacia suaveolens,leaf width maximum,mm,8
Acacia strongylophylla,leaf width maximum,cm,3
Acacia striatifolia,leaf width maximum,mm,40
Acacia stenoptera,leaf width maximum,mm,4
Acacia siculiformis,leaf width maximum,mm,4
Acacia setulifera,leaf width maximum,mm,3
Acacia sessilis,leaf width maximum,mm,1.3
Acacia sertiformis,leaf width maximum,mm,16
Acacia sericocarpa,leaf width maximum,mm,12
Acacia imbricata,leaf width maximum,mm,2
Acacia hystrix,leaf width maximum,mm,1.7
Acacia semilunata,leaf width maximum,mm,9
Acacia semirigida,leaf width maximum,mm,8
Acacia semibinervia,leaf width maximum,,
Acacia semicircinalis,leaf width maximum,mm,10
Acacia seclusa,leaf width maximum,cm,2.5
Acacia sclerophylla,leaf width maximum,mm,4
Acacia salicina,leaf width maximum,mm,30
Acacia saliciformis,leaf width maximum,mm,15
Acacia sabulosa,leaf width maximum,mm,3.5
Acacia ryaniana,leaf width maximum,mm,15
Acacia ruppii,leaf width maximum,mm,2
Acacia rupicola,leaf width maximum,mm,3
Acacia harpophylla,leaf width maximum,mm,20
Acacia harveyi,leaf width maximum,mm,3.5
Acacia handonis,leaf width maximum,mm,0.4
Acacia anthochaera,leaf width maximum,mm,5
Acacia anomala,leaf width maximum,mm,6
Acacia hamersleyensis,leaf width maximum,mm,15
Acacia rigescens,leaf width maximum,mm,4
Acacia rigens,leaf width maximum,,
Acacia retinodes,leaf width maximum,mm,15
Acacia georginae,leaf width maximum,mm,16
Acacia pycnocephala,leaf width maximum,mm,4
Acacia pulviniformis,leaf width maximum,mm,0.7
Acacia ptychoclada,leaf width maximum,mm,1
Acacia pterocaulon,leaf width maximum,mm,6
Acacia porcata,leaf width maximum,,
Acacia polystachya,leaf width maximum,mm,32
Acacia polyadenia,leaf width maximum,mm,5
Acacia poliochroa,leaf width maximum,mm,2
Acacia pilligaensis,leaf width maximum,mm,1
Acacia piligera,leaf width maximum,mm,12
Acacia phlebopetala,leaf width maximum,mm,11
Acacia phlebophylla,leaf width maximum,cm,6
Acacia pickardii,leaf width maximum,mm,2
Acacia pharangites,leaf width maximum,mm,1
Acacia phasmoides,leaf width maximum,mm,2
Acacia phlebocarpa,leaf width maximum,mm,12
Acacia phaeocalyx,leaf width maximum,mm,11
Acacia petraea,leaf width maximum,mm,6
Acacia peuce,leaf width maximum,mm,1
Acacia perryi,leaf width maximum,,
Acacia pentadenia,leaf width maximum,mm,2.5
Acacia pellita,leaf width maximum,mm,100
Acacia pedleyi,leaf width maximum,mm,0.7
Acacia pedina,leaf width maximum,mm,35
Acacia elachantha,leaf width maximum,mm,22
Acacia effusa,leaf width maximum,mm,7
Acacia parvipinnula,leaf width maximum,mm,1
Acacia palustris,leaf width maximum,mm,1.5
Acacia pallidifolia,leaf width maximum,mm,3.5
Acacia pachypoda,leaf width maximum,mm,1
Acacia pachyphylla,leaf width maximum,mm,3
Acacia pachyphloia,leaf width maximum,mm,9.5
Acacia dolichophylla,leaf width maximum,mm,2
Acacia donaldsonii,leaf width maximum,mm,2.5
Acacia oswaldii,leaf width maximum,mm,15
Acacia oshanesii,leaf width maximum,mm,0.8
Acacia ommatosperma,leaf width maximum,mm,14
Acacia nodiflora,leaf width maximum,mm,1.5
Acacia neurophylla,leaf width maximum,mm,13
Acacia nervosa,leaf width maximum,mm,12
Acacia nanopravissima,leaf width maximum,mm,6
Acacia nanodealbata,leaf width maximum,mm,0.8
Acacia montana,leaf width maximum,mm,7
Acacia mollifolia,leaf width maximum,mm,0.8
Acacia mimula,leaf width maximum,mm,28
Acacia mimica,leaf width maximum,mm,7
Acacia midgleyi,leaf width maximum,cm,3.5
Acacia microneura,leaf width maximum,mm,2
Acacia microsperma,leaf width maximum,mm,4
Acacia microcephala,leaf width maximum,mm,2
Acacia microcarpa,leaf width maximum,mm,10
Acacia microcalyx,leaf width maximum,mm,2
Acacia melleodora,leaf width maximum,mm,11
Acacia meisneri,leaf width maximum,mm,15
Acacia melanoxylon,leaf width maximum,mm,25
Acacia mearnsii,leaf width maximum,mm,0.8
Acacia megacephala,leaf width maximum,mm,3
Acacia maxwellii,leaf width maximum,mm,3
Acacia matthewii,leaf width maximum,mm,35
Acacia masliniana,leaf width maximum,,
Acacia marramamba,leaf width maximum,cm,2
Acacia maranoensis,leaf width maximum,mm,8
Acacia maidenii,leaf width maximum,mm,25
Acacia maconochieana,leaf width maximum,mm,5
Acacia mabellae,leaf width maximum,mm,15
Acacia lysiphloia,leaf width maximum,mm,5
Acacia luteola,leaf width maximum,mm,1
Acacia lunata,leaf width maximum,mm,9
Acacia lullfitziorum,leaf width maximum,mm,4
Acacia lucasii,leaf width maximum,mm,15
Acacia loxophylla,leaf width maximum,mm,5
Acacia loroloba,leaf width maximum,mm,0.7
Acacia longispinea,leaf width maximum,mm,2.5
Acacia longissima,leaf width maximum,mm,10
Acacia longispicata,leaf width maximum,mm,44
Acacia linarioides,leaf width maximum,mm,2
Acacia castanostegia,leaf width maximum,,
Acacia leprosa,leaf width maximum,mm,15
Acacia lentiginea,leaf width maximum,mm,10
Acacia leiophylla,leaf width maximum,mm,22
Acacia leioderma,leaf width maximum,mm,5
Acacia leichhardtii,leaf width maximum,mm,6
Acacia legnota,leaf width maximum,mm,19
Acacia lauta,leaf width maximum,mm,2.5
Acacia lazaridis,leaf width maximum,mm,30
Acacia kettlewelliae,leaf width maximum,mm,10
Acacia kenneallyi,leaf width maximum,mm,14
Acacia kempeana,leaf width maximum,mm,15
Acacia kelleri,leaf width maximum,mm,2.5
Acacia blayana,leaf width maximum,mm,4
Acacia jucunda,leaf width maximum,mm,20
Acacia julifera,leaf width maximum,mm,33
Acacia jennerae,leaf width maximum,mm,15
Acacia jensenii,leaf width maximum,mm,6
Acacia jasperensis,leaf width maximum,,
Acacia jamesiana,leaf width maximum,mm,1.5
Acacia jacksonioides,leaf width maximum,mm,5
Acacia incongesta,leaf width maximum,mm,4.5
Acacia incrassata,leaf width maximum,mm,10
Acacia incurva,leaf width maximum,mm,2
Acacia inceana,leaf width maximum,mm,1.5
Acacia inamabilis,leaf width maximum,mm,1.5
Acacia imparilis,leaf width maximum,mm,4.5
Acacia idiomorpha,leaf width maximum,mm,14
Acacia hylonoma,leaf width maximum,mm,16
Acacia aphanoclada,leaf width maximum,mm,2
Acacia dodonaeifolia,leaf width maximum,mm,10
Acacia anfractuosa,leaf width maximum,mm,2
Acacia guymeri,leaf width maximum,mm,2
Acacia granitica,leaf width maximum,mm,3.5
Acacia gonoclada,leaf width maximum,mm,33
Acacia gnidium,leaf width maximum,mm,2
Acacia glaucissima,leaf width maximum,mm,15
Acacia gilbertii,leaf width maximum,mm,5
Acacia pygmaea,leaf width maximum,mm,13
Acacia froggattii,leaf width maximum,mm,2.5
Acacia fragilis,leaf width maximum,,
Acacia forrestiana,leaf width maximum,mm,10
Acacia formidabilis,leaf width maximum,mm,4
Acacia floribunda,leaf width maximum,mm,12
Acacia flocktoniae,leaf width maximum,mm,5
Acacia filicifolia,leaf width maximum,mm,0.7
Acacia ferocior,leaf width maximum,mm,2.5
Acacia faucium,leaf width maximum,mm,27
Acacia fauntleroyi,leaf width maximum,mm,4
Acacia fasciculifera,leaf width maximum,mm,20
Acacia farnesiana,leaf width maximum,mm,2.5
Acacia falciformis,leaf width maximum,cm,3
Acacia erioclada,leaf width maximum,mm,2
Acacia eremophila,leaf width maximum,mm,1.5
Acacia epacantha,leaf width maximum,mm,1.5
Acacia ensifolia,leaf width maximum,mm,8
Acacia enterocarpa,leaf width maximum,mm,1.3
Acacia pelophila,leaf width maximum,mm,6
Acacia pendula,leaf width maximum,mm,10
Acacia paula,leaf width maximum,mm,3
Acacia patagiata,leaf width maximum,mm,8
Acacia echinuliflora,leaf width maximum,mm,14
Acacia duriuscula,leaf width maximum,mm,4
Acacia durabilis,leaf width maximum,cm,3
Acacia dura,leaf width maximum,mm,3
Acacia dunnii,leaf width maximum,cm,17.5
Acacia drummondii,leaf width maximum,mm,6
Acacia drewiana,leaf width maximum,mm,1.5
Acacia drepanophylla,leaf width maximum,mm,6
Acacia drepanocarpa,leaf width maximum,mm,12.2
Acacia douglasica,leaf width maximum,mm,0.7
Acacia dorsenna,leaf width maximum,mm,9
Acacia dorothea,leaf width maximum,mm,16
Acacia doratoxylon,leaf width maximum,mm,8
Acacia oxyclada,leaf width maximum,mm,1.5
Acacia pachyacra,leaf width maximum,mm,1
Acacia dodonaeifolia x paradoxa,leaf width maximum,mm,9
Acacia divergens,leaf width maximum,mm,8
Acacia ditricha,leaf width maximum,mm,0.7
Acacia difformis,leaf width maximum,mm,15
Acacia difficilis,leaf width maximum,mm,40
Acacia dielsii,leaf width maximum,,
Acacia dietrichiana,leaf width maximum,mm,3.5
Acacia obovata,leaf width maximum,cm,2.5
Acacia obliquinervia,leaf width maximum,cm,5
Acacia dentifera,leaf width maximum,mm,5
Acacia depressa,leaf width maximum,,
Acacia daviesioides,leaf width maximum,,
Acacia xanthina,leaf width maximum,mm,20
Acacia wilsonii,leaf width maximum,,
Acacia wiseana,leaf width maximum,mm,1.5
Acacia x grayana,leaf width maximum,mm,4.5
Acacia williamsiana,leaf width maximum,mm,25
Acacia crassiuscula,leaf width maximum,mm,4
Acacia crassistipula,leaf width maximum,mm,3
Acacia crassicarpa,leaf width maximum,cm,4.5
Acacia crassa,leaf width maximum,mm,25
Acacia convallium,leaf width maximum,cm,4
Acacia constablei,leaf width maximum,mm,0.8
Acacia torticarpa,leaf width maximum,mm,3.5
Acacia leptophleba,leaf width maximum,mm,20
Acacia leptopetala,leaf width maximum,mm,11
Acacia carnosula,leaf width maximum,mm,2.5
Acacia cangaiensis,leaf width maximum,mm,2
Acacia caleyi,leaf width maximum,mm,10
Acacia burrowii,leaf width maximum,mm,10
Acacia burdekensis,leaf width maximum,mm,18
Acacia brassii,leaf width maximum,mm,28
Acacia brockii,leaf width maximum,mm,2.8
Acacia stenophylla,leaf width maximum,mm,7
Acacia stellaticeps,leaf width maximum,mm,10
Acacia blakei,leaf width maximum,mm,22
Acacia spongolitica,leaf width maximum,mm,7
Acacia spondylophylla,leaf width maximum,mm,1
Acacia bidwillii,leaf width maximum,mm,1.1
Acacia inaequilatera,leaf width maximum,cm,3.5
Acacia inaequiloba,leaf width maximum,mm,10
Acacia aureocrinita,leaf width maximum,mm,7
Acacia humifusa,leaf width maximum,mm,60
Acacia howittii,leaf width maximum,mm,8
Acacia hubbardiana,leaf width maximum,mm,8
Acacia huegelii,leaf width maximum,mm,7
Acacia parramattensis,leaf width maximum,mm,1
Acacia havilandiorum,leaf width maximum,mm,1.5
Acacia helicophylla,leaf width maximum,mm,30
Acacia hastulata,leaf width maximum,mm,3
Acacia aphylla,leaf width maximum,,
Acacia applanata,leaf width maximum,mm,3
Acacia limbata,leaf width maximum,mm,33
Acacia angustissima,leaf width maximum,,
Acacia hamiltoniana,leaf width maximum,mm,5
Acacia olgana,leaf width maximum,mm,7
Acacia quadrimarginea,leaf width maximum,mm,7
Acacia affin quadrimarginea,leaf width maximum,mm,8
Acacia affin resinosa,leaf width maximum,mm,1
Acacia pycnostachya,leaf width maximum,mm,27
Acacia affin rigens,leaf width maximum,mm,1
Acacia pycnantha,leaf width maximum,mm,35
Acacia pulchella,leaf width maximum,mm,2
Acacia acutata,leaf width maximum,mm,2
Acacia aculeiformis,leaf width maximum,mm,10
Acacia acuminata,leaf width maximum,mm,8
Acacia aculeatissima,leaf width maximum,mm,1
Acacia acuaria,leaf width maximum,mm,1
Acacia acrionastes,leaf width maximum,mm,5
Acacia prismifolia,leaf width maximum,mm,2
Acacia aciphylla,leaf width maximum,mm,1.5
Acacia acoma,leaf width maximum,mm,12
Acacia acinacea,leaf width maximum,mm,8
Acacia pravifolia,leaf width maximum,mm,7
Acacia acanthaster,leaf width maximum,mm,1
Acacia praemorsa,leaf width maximum,mm,2.5
Acacia praetermissa,leaf width maximum,mm,16
Acacia praelongata,leaf width maximum,mm,3.5
Acacia warramaba,leaf width maximum,mm,7
Acacia polybotrya,leaf width maximum,mm,3
Acacia muelleriana,leaf width maximum,mm,1.5
Acacia mackeyana,leaf width maximum,mm,1.5
Acacia leiocalyx,leaf width maximum,mm,35
Acacia imitans,leaf width maximum,mm,2.5
Acacia hemiteles,leaf width maximum,mm,9
Acacia zatrichota,leaf width maximum,,
Acacia ericifolia,leaf width maximum,mm,1.5
Acacia maitlandii,leaf width maximum,mm,4
Acacia eremaea,leaf width maximum,mm,17
Acacia epedunculata,leaf width maximum,mm,1.6
Acacia ephedroides,leaf width maximum,mm,1
Acacia penninervis,leaf width maximum,cm,4
Acacia pennata subsp kerrii,leaf width maximum,mm,1.5
Acacia horridula,leaf width maximum,mm,2.5
Acacia hopperiana,leaf width maximum,mm,1
Acacia clandullensis,leaf width maximum,mm,10
Acacia clarksoniana,leaf width maximum,mm,0.7
Acacia pataczekii,leaf width maximum,mm,20
Acacia truculenta,leaf width maximum,mm,3.6
Acacia translucens,leaf width maximum,mm,9
Acacia paraneura,leaf width maximum,mm,1.2
Acacia pachycarpa,leaf width maximum,mm,20
Acacia oxycedrus x sophorae,leaf width maximum,mm,9
Acacia torulosa,leaf width maximum,mm,18
Acacia toondulya,leaf width maximum,cm,3
Acacia tolmerensis,leaf width maximum,cm,8.8
Acacia tindaleae,leaf width maximum,,
Acacia orthotricha,leaf width maximum,,
Acacia orthocarpa,leaf width maximum,mm,1
Acacia orbifolia,leaf width maximum,mm,15
Acacia orites,leaf width maximum,mm,9
Acacia oraria,leaf width maximum,cm,3.5
Acacia ophiolithica,leaf width maximum,,
Acacia oncinophylla,leaf width maximum,mm,6
Acacia oncinocarpa,leaf width maximum,mm,24
Acacia dilatata,leaf width maximum,mm,10
Acacia omalophylla,leaf width maximum,mm,9
Acacia oligoneura,leaf width maximum,mm,16
Acacia olsenii,leaf width maximum,mm,0.5
Acacia oldfieldii,leaf width maximum,mm,5
Acacia capillaris,leaf width maximum,,
Acacia obtecta,leaf width maximum,mm,6
Acacia deuteroneura,leaf width maximum,mm,12
Acacia diaphana,leaf width maximum,mm,4
Acacia obesa,leaf width maximum,,
Acacia nyssophylla,leaf width maximum,mm,1.5
Acacia newmanii,leaf width maximum,mm,20
Acacia decora,leaf width maximum,mm,10
Acacia declinata,leaf width maximum,mm,1.2
Acacia multisiliqua,leaf width maximum,mm,10
Acacia xerophila,leaf width maximum,mm,7
Acacia xanthocarpa,leaf width maximum,,
Acacia curranii,leaf width maximum,mm,1.5
Acacia cupularis,leaf width maximum,mm,4
Acacia cuneifolia,leaf width maximum,mm,6
Acacia cummingiana,leaf width maximum,,
Acacia crombiei,leaf width maximum,mm,8
Acacia cultriformis,leaf width maximum,mm,15
Acacia crispula,leaf width maximum,mm,12
Acacia cretata,leaf width maximum,mm,40
Acacia cretacea,leaf width maximum,mm,18
Acacia crenulata,leaf width maximum,mm,6
Acacia cremiflora,leaf width maximum,mm,9
Acacia crassuloides,leaf width maximum,mm,2.5
Acacia sorophylla,leaf width maximum,mm,1
Acacia spania,leaf width maximum,mm,18
Acacia microbotrya,leaf width maximum,mm,20
Acacia merrickiae,leaf width maximum,mm,15
Acacia merrallii,leaf width maximum,mm,17
Acacia viscifolia,leaf width maximum,mm,0.5
Acacia vittata,leaf width maximum,mm,7
Acacia melvillei,leaf width maximum,mm,15
Acacia vincentii,leaf width maximum,mm,2
Acacia victoriae,leaf width maximum,mm,8
Acacia meiosperma,leaf width maximum,cm,3
Acacia meiantha,leaf width maximum,mm,1
Acacia megalantha,leaf width maximum,mm,28
Acacia sibina,leaf width maximum,,
Acacia conspersa,leaf width maximum,mm,12
Acacia improcera,leaf width maximum,mm,3.5
Acacia conniana,leaf width maximum,mm,12
Acacia mangium,leaf width maximum,mm,95
Acacia malloclada,leaf width maximum,mm,4
Acacia aulacocarpa,leaf width maximum,cm,3.5
Acacia macradenia,leaf width maximum,cm,2.5
Acacia uncifera,leaf width maximum,mm,15
Acacia macdonnelliensis,leaf width maximum,mm,3
Acacia asperulacea,leaf width maximum,,
Acacia gracillima,leaf width maximum,mm,1.5
Acacia retinervis,leaf width maximum,mm,25
Acacia armitii,leaf width maximum,mm,17
Acacia scleroclada,leaf width maximum,mm,3
Acacia scirpifolia,leaf width maximum,mm,1.5
Acacia sciophanes,leaf width maximum,,
Acacia tuberculata,leaf width maximum,mm,5
Acacia scalpelliformis,leaf width maximum,mm,10
Acacia saxicola,leaf width maximum,mm,3
Acacia tratmaniana,leaf width maximum,mm,0.7
Acacia longiphyllodinea,leaf width maximum,mm,1.5
Acacia trinalis,leaf width maximum,mm,3
Acacia trinervata,leaf width maximum,mm,3
Acacia trineura,leaf width maximum,mm,11
Acacia triptera,leaf width maximum,mm,10
Acacia triptycha,leaf width maximum,mm,2
Acacia triquetra,leaf width maximum,mm,6
Acacia tropica,leaf width maximum,mm,41
Acacia trachyphloia,leaf width maximum,mm,0.6
Acacia trachycarpa,leaf width maximum,mm,3
Acacia aprepta,leaf width maximum,mm,8
Acacia linearifolia,leaf width maximum,mm,5
Acacia kydrensis,leaf width maximum,mm,14
Acacia centrinervia,leaf width maximum,mm,3
Acacia ligustrina,leaf width maximum,mm,9
Acacia tingoorensis,leaf width maximum,mm,44
Acacia tetraptera,leaf width maximum,mm,4
Acacia thomsonii,leaf width maximum,cm,2
Acacia tetraneura,leaf width maximum,mm,3
Acacia leptospermoides,leaf width maximum,mm,7
Acacia leptoloba,leaf width maximum,mm,33
Acacia leptoneura,leaf width maximum,mm,1
Acacia leptoclada,leaf width maximum,mm,1
Acacia leptalea,leaf width maximum,mm,0.4
Acacia leptocarpa,leaf width maximum,mm,35
Acacia retrorsa,leaf width maximum,mm,2
Acacia rhamphophylla,leaf width maximum,mm,1.5
Acacia spirorbis,leaf width maximum,mm,16
Acacia spinosissima,leaf width maximum,mm,2
Acacia restiacea,leaf width maximum,mm,0.7
Acacia resinosa,leaf width maximum,,
Acacia resinistipulea,leaf width maximum,mm,6
Acacia synchronicia,leaf width maximum,mm,8
Acacia symonii,leaf width maximum,mm,3
Acacia sutherlandii,leaf width maximum,mm,1.5
Acacia subulata,leaf width maximum,mm,2
Acacia lateriticola,leaf width maximum,mm,3
Acacia latescens,leaf width maximum,cm,2
Acacia lasiocarpa,leaf width maximum,mm,1
Acacia lasiocalyx,leaf width maximum,mm,10
Acacia laricina,leaf width maximum,mm,1.7
Acacia lanuginophylla,leaf width maximum,mm,10
Acacia lanigera,leaf width maximum,mm,7
Acacia lanei,leaf width maximum,mm,5
Acacia lanceolata,leaf width maximum,mm,4
Acacia lamprocarpa,leaf width maximum,cm,3.5
Acacia lachnophylla,leaf width maximum,mm,1
Acacia lacertensis,leaf width maximum,cm,2
Acacia laccata,leaf width maximum,mm,50
Acacia shuttleworthii,leaf width maximum,mm,11
Acacia kybeanensis,leaf width maximum,mm,6
Acacia stricta,leaf width maximum,mm,10
Acacia stowardii,leaf width maximum,mm,4
Acacia storyi,leaf width maximum,mm,0.6
Acacia stipulosa,leaf width maximum,mm,5
Acacia stipuligera,leaf width maximum,mm,15
Acacia stigmatophylla,leaf width maximum,mm,18
Acacia stereophylla,leaf width maximum,mm,6.5
Acacia ptychophylla,leaf width maximum,mm,10
Acacia steedmanii,leaf width maximum,cm,2
Acacia squamata,leaf width maximum,mm,2
Acacia stanleyi,leaf width maximum,,
Acacia startii,leaf width maximum,mm,23
Acacia johnsonii,leaf width maximum,mm,2
Acacia binervia,leaf width maximum,mm,23
Acacia dictyoneura,leaf width maximum,mm,9
Acacia spinescens,leaf width maximum,mm,2
Acacia sphenophylla,leaf width maximum,mm,5
Acacia spilleriana,leaf width maximum,cm,2
Acacia sphacelata,leaf width maximum,mm,2
Acacia sphaerostachya,leaf width maximum,mm,7
Acacia speckii,leaf width maximum,,
Acacia spectabilis,leaf width maximum,mm,6
Acacia spathulifolia,leaf width maximum,mm,4.5
Acacia iteaphylla,leaf width maximum,mm,8
Acacia isoneura,leaf width maximum,mm,1.2
Acacia solenota,leaf width maximum,mm,25
Acacia smeringa,leaf width maximum,,
Acacia singula,leaf width maximum,mm,4
Acacia simulans,leaf width maximum,mm,1
Acacia simsii,leaf width maximum,mm,7
Acacia silvestris,leaf width maximum,mm,1.5
Acacia simmonsiana,leaf width maximum,mm,9
Acacia signata,leaf width maximum,mm,10
Acacia shirleyi,leaf width maximum,mm,11
Acacia sibilans,leaf width maximum,,
Acacia pinguiculosa,leaf width maximum,mm,7.5
Acacia incanicarpa,leaf width maximum,mm,14
Acacia auripila,leaf width maximum,mm,1.5
Acacia auriculiformis,leaf width maximum,mm,30
Acacia implexa,leaf width maximum,mm,25
Acacia erinacea,leaf width maximum,mm,4
Acacia ericksoniae,leaf width maximum,mm,4
Acacia attenuata,leaf width maximum,mm,16
Acacia atrox,leaf width maximum,mm,1.2
Acacia hypermeces,leaf width maximum,,
Acacia hyaloneura,leaf width maximum,mm,12
Acacia ataxiphylla,leaf width maximum,mm,2
Acacia grandifolia,leaf width maximum,mm,50
Acacia prominens,leaf width maximum,mm,12
Acacia obtusata,leaf width maximum,mm,16
Acacia obtusifolia,leaf width maximum,mm,23
Acacia holotricha,leaf width maximum,cm,6
Acacia homaloclada,leaf width maximum,mm,15
Acacia schinoides,leaf width maximum,mm,5
Acacia scabra,leaf width maximum,mm,3
Acacia scalena,leaf width maximum,mm,10
Acacia saxatilis,leaf width maximum,mm,7
Acacia saligna,leaf width maximum,mm,20
Acacia heterochroa,leaf width maximum,cm,2.5
Acacia hendersonii,leaf width maximum,mm,1.1
Acacia hemsleyi,leaf width maximum,mm,14
Acacia hemignosta,leaf width maximum,mm,30
Acacia helmsiana,leaf width maximum,mm,1
