species,seed_mass
Hakea hastata,8.1
Hakea hookeriana,75.2
Hakea horrida,11.1
Hakea ilicifolia,6.4
Hakea incrassata,31
Hakea invaginata,5.8
Hakea ivoryi,33.8052
Hakea kippistiana,7.9
Hakea laevipes,21.052
Hakea lasiantha,19.2
Hakea lasianthoides,20.1
Hakea lasiocarpha,11.5
Hakea laurina,21.6
Hakea lehmanniana,16.4
Hakea leucoptera,18.83
Hakea linearis,9.4
Hakea lissocarpha,23.9
Hakea lissosperma,16.473
Hakea longiflora,16.7
Hakea loranthifolia,9.9
Hakea lorea,56.222
Hakea macrorrhyncha,56.044
Hakea marginata,4.5
Hakea megadenia,5.2232
Hakea megalosperma,119
Hakea meisneriana,5.2
Hakea microcarpa,4.44
Hakea minyma,9.4
Hakea mitchellii,3.8452
Hakea multilineata,12.2
Hakea myrtoides,13.9
Hakea neurophylla,28.8766
Hakea newbeyana,13.2
Hakea nitida,18.2
Hakea nodosa,13.9778
Hakea obliqua,33.5
Hakea obliqua,27.5
Hakea obliqua,30.5
Hakea obtusa,6.7
Hakea ochroptera,33.0434783
Hakea oldfieldii,10.5
Hakea oleifolia,8
Hakea orthorrhyncha,23.629
Hakea orthorrhyncha,25.7
Hakea pachyphylla,39.9948
Hakea pandanicarpa,49.8
Hakea pandanicarpa,75.8
Hakea pendens,9.1016
Hakea persiehana,84.8468
Hakea petiolaris,17
Hakea petiolaris,18.0688
Hakea platysperma,501.8
Hakea plurinervia,23.21
Hakea polyanthema,81
Hakea preissii,11.9
Hakea pritzelii,20.9
Hakea propinqua,58.6128
Hakea prostrata,60
Hakea psilorrhyncha,63.2
Hakea purpurea,31.7392
Hakea pycnoneura,5.8
Hakea recurva,20.3
Hakea recurva,20.3
Hakea recurva,18.4
Hakea repullulans,8.2156
Hakea rhombales,18.493
Hakea rostrata,18.89
Hakea rugosa,7.608
Hakea ruscifolia,30
Hakea salicifolia,21.93
Hakea salicifolia,20.2
Hakea scoparia,5.1
Hakea scoparia,3.792
Hakea sericea,31.7
Hakea smilacifolia,9.7
Hakea spathulata,58.6
Hakea stenocarpa,13.8
Hakea stenophylla,87.738
Hakea stenophylla,36.9
Hakea strumosa,61.1
Hakea subsulcata,4.5
Hakea sulcata,4
Hakea tephrosperma,14.3772
Hakea teretifolia,2.63364
Hakea teretifolia,9.48
Hakea trifurcata,13.1
Hakea tuberculata,5.9
Hakea ulicina,6.4216
Hakea undulata,17.3
Hakea varia,9.4
Hakea verrucosa,10
Hakea victoria,22.8
Hakea vittata,13.44
Halgania cyanea,5.7964
Haloragis aculeolata,3.732
Haloragis acutangula,1.648
Haloragis aspera,5.7768
Haloragis eichleri,3.7412
Haloragis eyreana,0.868
Haloragis gossei,5.758
Haloragis heterophylla,1.27884
Haloragis myriocarpa,1.2828
Haloragis odontocarpa,6.4056
Haloragis odontocarpa,3.358
Haloragis trigonocarpa,4.74
Haloragodendron glandulosum,2.619
Hanguana malayana,17
Haptotrichion colwillii,1.3032
Harmsiodoxa blennodioides,0.688
Harmsiodoxa brevipes,0.046
Harmsiodoxa puberula,0.4648
Harpullia frutescens,78.31
Harpullia pendula,444
Hedycarya angustifolia,1.82
Hedycarya loxocarya,35
Helichrysum calvertianum,0.142
Helichrysum leucopsideum,0.4814
Helichrysum macranthum,1.0336
Helichrysum pumilum,0.3424
Helicteres angustifolia,1.9908
Helicteres isora,1.4
Helicteres semiglabra,1.254
Heliotropium albrechtii,0.9304
Heliotropium asperrimum,1.487
Heliotropium cunninghamii,0.3868
Heliotropium diversifolium,0.6188
Heliotropium filaginoides,0.5688
Heliotropium flintii,0.8916
Heliotropium glabellum,0.2992
Heliotropium haesum,0.2196
Heliotropium leptaleum,0.3548
Heliotropium ovalifolium,0.5123
Heliotropium pleiopterum,7.4996
Heliotropium skeleton,0.1836
Heliotropium strigosum,0.7024
Heliotropium tanythrix,0.25
Heliotropium tenuifolium,0.384
Helmholtzia acorifolia,0.14
Helmholtzia glaberrima,0.5036
Hemigenia conferta,0.8716
Hemigenia humilis,1.038
Hemigenia incana,1.174
Hemigenia microphylla,0.3792
Hemigenia podalyrina,1.6313253
Hemigenia purpurea,0.774
Hemigenia ramosissima,0.4513
Hemigenia saligna,0.464557
Hemigenia teretiuscula,1.1908
Hemigenia westringioides,2.40828
Herissantia crispa,2.73
Heritiera littoralis,20930
Heritiera peralata,700
Heritiera trifoliolata,110
Heterachne abortiva,0.2096
Heterachne gulliveri,0.102957
Heteropogon contortus,2.6
Heteropogon triticeus,11.34
Hibbertia acicularis,2.2132
Hibbertia argentea,1.9909091
Hibbertia basaltica,1.1752
Hibbertia bracteata,2.903
Hibbertia calycina,1.9112
Hibbertia circumdans,6.616
Hibbertia commutata,4.3176
Hibbertia conspicua,5.3996
Hibbertia covenyana,4.2024
Hibbertia crinita,4.6916
Hibbertia cuneiformis,6.751
Hibbertia cunninghamii,3.6888
Hibbertia desmophylla,1.3524
Hibbertia fasciculata,1.4336
Hibbertia fitzgeraldensis,1.82
Hibbertia glomerata,2.6718
Hibbertia glomerosa,3.7928
Hibbertia graniticola,4.2852
Hibbertia hendersonii,1.4148
Hibbertia huegelii,10.1828571
Hibbertia lasiopus,8.784
Hibbertia lepidota,5.7428
Hibbertia linearis,3.346
Hibbertia montana,8.3584
Hibbertia nitida,2.7983051
Hibbertia oligodonta,4.3476
Hibbertia ovata,2.8416
Hibbertia pallidiflora,2.4904
Hibbertia porongurupensis,8.2312
Hibbertia priceana,1.8
Hibbertia procumbens,2.0276
Hibbertia puberula,1.4208
Hibbertia puberula,0.8863946
Hibbertia racemosa,2.1876
Hibbertia riparia,2.8014
Hibbertia saligna,8.2276
Hibbertia scandens,7.49
Hibbertia sericea,1.5176
Hibbertia sericea,2.8124
Hibbertia spicata,3.3816
Hibbertia vestita,1.241
Hibiscus austrinus,8.3588
Hibiscus brachychlaenus,8.622
Hibiscus brachysiphonius,5.196
Hibiscus burtonii,5.0636
Hibiscus caesius,6.2712
Hibiscus cannabinus,22.6
Hibiscus divaricatus,10.126
Hibiscus diversifolius,11.44
Hibiscus diversifolius,10.3112
Hibiscus forsteri,16.4952
Hibiscus fryxellii,16.3544
Hibiscus heterophyllus,12.552
Hibiscus lobatus,2.14
Hibiscus menzeliae,13.6152
Hibiscus meraukensis,10.1276
Hibiscus panduriformis,8.3712
Hibiscus panduriformis,5.389
Hibiscus pentaphyllus,6.3876
Hibiscus solanifolius,4.2612
Hibiscus splendens,12.826
Hibiscus sturtii,1.9484
Hibiscus superbus,10.468
Hibiscus trionum,3.9
Hibiscus vitifolius,7.3986
Hibiscus vitifolius,8.3568
Hierochloe fraseri,0.4848
Hierochloe rariflora,0.54
Hierochloe redolens,0.78
Hippocratea barbata,41.5
Hodgkinsonia frutescens,21.7
Homalanthus novoguineensis,21.88
Homalanthus populifolius,21.607
Homalocalyx chapmanii,1.5392
Homalocalyx thryptomenoides,1.7212
Hoya australis,2.0148
Hyalosperma cotula,0.0720165
Hyalosperma demissum,0.054
Hyalosperma glutinosum,0.94276
Hyalosperma glutinosum,0.9776
Hyalosperma semisterile,0.174
Hybanthus aurantiacus,1.7235
Hybanthus cymulosus,6.065
Hybanthus enneaspermus,1.59632
Hybanthus floribundus,4.9056
Hybanthus floribundus,4.8452
Hybanthus monopetalus,0.982
Hybanthus stellarioides,0.7475728
Hydrocotyle acutiloba,0.06348
Hydrocotyle callicarpa,0.1073
Hydrocotyle capillaris,0.1416
Hydrocotyle diantha,0.21936
Hydrocotyle foveolata,0.0804
Hydrocotyle hirta,0.133
Hydrocotyle laxiflora,0.5666667
Hydrocotyle medicaginoides,0.084
Hydrocotyle muriculata,0.2233
Hydrocotyle rugulosa,0.403
Hydrocotyle sibthorpioides,0.132
Hydrocotyle trachycarpa,0.408
Hydrocotyle verticillata,1.59
Hydrolea zeylanica,0.0066406
Hymenosporum flavum,5.84
Hypericum gramineum,0.026
Hypericum japonicum,0.0299
Hypocalymma angustifolium,0.37
Hypocalymma phillipsii,0.36
Hypocalymma tenuatum,0.382973
Hypocalymma tetrapterum,0.69468
Hypolaena fastigiata,5.4685
Hypolaena robusta,13.1290909
Hypolytrum nemorum,1.3316
Hypoxis vaginata,0.2576
Hypserpa laurina,43
Idiospermum australiense,82000
Imperata cylindrica,14.735
Imperata cylindrica,0.262
Intsia bijuga,1370.47
Iphigenia indica,4.8088479
Ipomoea aquatica,43.7
Ipomoea coptica,7.6252
Ipomoea costata,112.7
Ipomoea eriocarpa,8.1
Ipomoea lonchophylla,22.3978
Ipomoea macrantha,221.132
Ipomoea mauritiana,33.27951
Ipomoea muelleri,45.8
Ipomoea nil,35.2
Ipomoea plebeia,12.0888
Ipomoea polpha,157.68
Ipomoea polymorpha,5.5968
Ipomoea racemigera,24.3712
Isachne confusa,0.2016
Isachne globosa,0.8
Ischaemum australe,0.452
Ischaemum decumbens,1.959
Ischaemum rugosum,0.7152
Ischaemum rugosum,0.8424
Iseilema eremaeum,0.7396
Iseilema membranaceum,1.5
Isolepis alpina,0.1024
Isolepis aucklandica,0.1364
Isolepis australiensis,0.02
Isolepis cernua,0.1409
Isolepis cernua,0.1598
Isolepis congrua,0.0228
Isolepis crassiuscula,0.2728
Isolepis fluitans,0.754
Isolepis gaudichaudiana,0.0476
Isolepis habra,0.124
Isolepis humillima,0.0452
Isolepis inundata,0.07
Isolepis montivaga,0.2
Isolepis producta,0.3016
Isolepis stellata,0.0409
Isopogon anemonifolius,4.56
Isopogon anethifolius,3.4096
Isopogon attenuatus,13.35
Isopogon baxteri,3.58592
Isopogon buxifolius,1.6244
Isopogon ceratophyllus,4.46
Isopogon cuneatus,772.93
Isopogon dawsonii,2.7496
Isopogon divergens,2.71
Isopogon formosus,1.2896
Isopogon heterophyllus,4.7036
Isopogon latifolius,6.0656
Isopogon mnoraifolius,3.4024
Isopogon petiolaris,3.7702
Isopogon polycephalus,2.81176
Isopogon robustus,2.336
Isopogon scabriusculus,9.0548387
Isopogon tridens,4.6436
Isopogon trilobus,4.83872
Isotoma anethifolia,0.0836
Isotoma axillaris,0.0892
Isotoma fluviatilis,0.0408
Isotoma hypocrateriformis,0.01112
Isotoma luticola,0.0068571
Isotoma petraea,0.0668
Isotoma pusilla,0.0248
Isotoma scapigera,0.0184
Isotoma tridens,0.0112
Ixiochlamys filicifolia,0.19
Ixiochlamys integerrima,0.1984
Ixodia achillaeoides,0.1916
Ixodia achillaeoides,0.272
Ixodia flindersica,0.188
Jacksonia cupulifera,15.9604
Jacksonia dilatata,3.16084
Jacksonia floribunda,8.69
Jacksonia rhadinoclona,2.1268
Jacksonia scoparia,3.7388
Jacksonia spinosa,2.5916
Jacksonia thesioides,1.8036
Jacksonia vernicosa,1.7096
Jacquemontia paniculata,2.2644
Jagera pseudorhus,36.15
Jasminum didymum,68.768
Jasminum didymum,170
Jasminum molle,108.1424
Jasminum simplicifolium,84.6129
Jasminum suavissimum,57.1112
Juncus alexandri,0.0164
Juncus amabilis,0.01
Juncus antarcticus,0.04
Juncus aridicola,0.0084
Juncus astreptus,0.013
Juncus australis,0.0084
Juncus bassianus,0.0163333
Juncus caespiticius,0.028
Juncus continuus,0.00836
Juncus curtisiae,0.0256
Juncus falcatus,0.0162
Juncus falcatus,0.0412
Juncus flavidus,0.0064
Juncus fockei,0.0116
Juncus gregiflorus,0.009
Juncus holoschoenus,0.027
Juncus kraussii,0.0296
Juncus kraussii,0.04296
Juncus kraussii,0.081
Juncus pallidus,0.0131
Juncus pauciflorus,0.0267
Juncus phaeanthus,0.00732
Juncus planifolius,0.02
Juncus prismatocarpus,0.01412
Juncus prismatocarpus,0.0164
Juncus procerus,0.009
Juncus radula,0.0108
Juncus sandwithii,0.0256
Juncus sarophorus,0.0128
Juncus scheuchzerioides,0.048
Juncus subsecundus,0.01
Juncus usitatus,0.013
Juncus vaginatus,0.0092
Kelleria dieffenbachii,0.155
Keraudrenia collina,1.9276
Keraudrenia hermanniifolia,2.2
Keraudrenia hookeriana,2.0956
Keraudrenia integrifolia,1.7588
Kippistia suaedifolia,0.0512
Kleinhovia hospita,8.9
Koeleria macrantha,0.32
Kunzea acicularis,0.1028
Kunzea ambigua,0.03124
Kunzea bracteolata,0.069
Kunzea cambagei,1.0396
Kunzea capitata,0.049
Kunzea ericifolia,0.19692
Kunzea ericoides,0.08
Kunzea flavescens,0.034
Kunzea glabrescens,0.162
Kunzea micrantha,2.9932
Kunzea montana,0.2255
Kunzea muelleri,0.1444
Kunzea obovata,0.0338828
Kunzea opposita,0.0413793
Kunzea parvifolia,0.1
Kunzea pauciflora,0.1436
Kunzea pomifera,1.324
Kunzea pulchella,0.12892
Kunzea recurva,0.0708
Kunzea rupestris,2.1124
Kunzea salina,2.10848
Kunzea similis,0.262
Kunzea similis,0.3836
Labichea buettneriana,88.04
Labichea lanceolata,41.28068
Labichea lanceolata,57.2556
Labichea rupestris,39.9388
Labichea teretifolia,31.9
Lagenophora gracilis,0.3296
Lagenophora huegelii,0.7892
Lagenophora montana,0.2692
Lagenophora stipitata,0.559
Lagerstroemia archeriana,4.336
Lagunaria patersonia,49.5992
Lamarchea hakeifolia,2.5488
Lamarchea hakeifolia,0.8144
Lambertia echinata,14.56
Lambertia fairallii,13.37
Lambertia formosa,20.902
Lambertia multiflora,26.5944
Lambertia orbifolia,24.145
Lambertia orbifolia,24.482
Lambertia rariflora,6.5181818
Lasiopetalum baueri,1.64
Lasiopetalum behrii,2.8428
Lasiopetalum compactum,1.2036
Lasiopetalum dielsii,2.22
Lasiopetalum discolor,2.0752
Lasiopetalum ferrugineum,1.8
Lasiopetalum ferrugineum,1.9912
Lasiopetalum floribundum,0.9592
Lasiopetalum joyceae,2.148
Lasiopetalum lineare,1.5909091
Lasiopetalum maxwellii,1.3451613
Lasiopetalum membranaceum,2.3375
Lasiopetalum membraniflorum,1.87952
Lasiopetalum micranthum,1.3596
Lasiopetalum parviflorum,0.8472
Lasiopetalum pterocarpum,8.064
Lasiopetalum rotundifolium,1.12
Lasiopetalum rufum,2.052
Lasiopetalum schulzenii,1.55992
Lavatera plebeia,5.01
Lawrencella davenportii,6.6164
Lawrencella rosea,1.9692
Lawrencia densiflora,0.7716
Lawrencia glomerata,1.906
Lawrencia spicata,1.882
Lawrencia squamata,1.7104
Leea indica,34.768
Leersia hexandra,0.933
Legnephora moorei,20
Leiocarpa brevicompta,0.3568
Leiocarpa gatesii,0.1648
Leiocarpa leptolepis,0.312
Leiocarpa panaetioides,0.1716
Leiocarpa semicalva,0.0924
Leiocarpa semicalva,0.15252
Leiocarpa serpens,0.1716
Leiocarpa supina,0.2572
Leiocarpa websteri,0.2163
Leionema carruthersii,3.4567901
Leionema dentatum,3.4324
Leionema diosmeum,1.9912
Leionema elatius,2.0008
Leionema equestre,3.7092
Leionema hillebrandii,4.774
Leionema lamprophyllum,2.105679
Leionema microphyllum,5.038
Leionema phylicifolium,2.202
Leionema ralstonii,4.5524
Leionema rotundifolium,7.0382883
Lepiderema largiflorens,420
Lepidium aschersonii,0.5192
Lepidium catapycnon,2.6431
Lepidium desvauxii,0.361
Lepidium fasciculatum,0.237
Lepidium foliosum,0.77
Lepidium genistoides,3.648
Lepidium hyssopifolium,0.2758
Lepidium leptopetalum,3.8692
Lepidium monoplocoides,0.7203
Lepidium muelleriferdinandi,0.49
Lepidium oxytrichum,0.88
Lepidium papillosum,0.4716
Lepidium phlebopetalum,1.988
Lepidium pseudohyssopifolium,0.27
Lepidium pseudopapillosum,0.7288
Lepidium pseudotasmanicum,0.20864
Lepidium rotundum,1.206
Lepidium sagittulatum,0.3174
Lepidium strongylophyllum,3.6432
Lepidosperma concavum,5.5884
Lepidosperma gibsonii,0.7852
Lepidosperma gladiatum,5.4444
Lepidosperma laterale,3.3832
Lepidosperma pubisquameum,4.29688
Lepidosperma urophorum,7.0588
Lepidozamia hopei,18000
Lepironia articulata,2.856
Leptinella filicula,0.254
Leptinella reptans,0.267
Leptocarpus tenax,0.2652
Leptochloa digitata,0.1
Leptochloa fusca,0.34
Leptochloa fusca,0.1496
Leptochloa neesii,0.1508
Leptomeria acida,5.9738
Leptomeria aphylla,6.20676
Leptomeria drupacea,4.4688
Leptomeria squarrulosa,3.166
Leptorhynchos baileyi,0.0458
Leptorhynchos elongatus,0.5308
Leptorhynchos melanocarpus,0.1716
Leptorhynchos orientalis,0.1196
Leptorhynchos scaber,0.2276
Leptorhynchos squamatus,0.0916
Leptorhynchos squamatus,0.12
Leptorhynchos squamatus,0.138
Leptorhynchos tenuifolius,0.5
Leptorhynchos tetrachaetus,0.0512
Leptorhynchos waitzia,0.21948
Leptospermum amboinense,0.0932
Leptospermum arachnoides,0.09
Leptospermum argenteum,0.7588
Leptospermum barneyense,0.1404
Leptospermum benwellii,0.1292
Leptospermum blakelyi,0.176
Leptospermum brachyandrum,0.0318
Leptospermum brevipes,0.15412
Leptospermum continentale,0.068
Leptospermum coriaceum,1.25804
Leptospermum deanei,0.2636
Leptospermum deuense,0.2352
Leptospermum divaricatum,0.2964
Leptospermum emarginatum,0.2556
Leptospermum epacridoideum,1.3508
Leptospermum erubescens,0.1132
Leptospermum glabrescens,0.1128
Leptospermum glaucescens,0.3206
Leptospermum grandiflorum,0.3916
Leptospermum grandifolium,0.215
Leptospermum gregarium,0.4308
Leptospermum incanum,0.07412
Leptospermum juniperinum,0.057
Leptospermum laevigatum,1.57
Leptospermum lamellatum,0.12
Leptospermum lanigerum,0.16
Leptospermum liversidgei,0.5858
Leptospermum luehmannii,0.0672
Leptospermum macgillivrayi,1.0456
Leptospermum macrocarpum,0.5212
Leptospermum madidum,0.4392
Leptospermum microcarpum,0.1396
Leptospermum micromyrtus,0.388
Leptospermum minutifolium,0.0632
Leptospermum morrisonii,0.102
Leptospermum multicaule,0.5656
Leptospermum myrsinoides,0.13
Leptospermum myrtifolium,0.337
Leptospermum namadgiensis,0.1456
Leptospermum neglectum,0.1508
Leptospermum nitens,0.08332
Leptospermum nitidum,0.086
Leptospermum obovatum,0.0695
Leptospermum oligandrum,0.076
Leptospermum oreophilum,0.2024
Leptospermum parvifolium,0.0688
Leptospermum petersonii,0.76
Leptospermum petraeum,0.1148
Leptospermum polyanthum,0.1508
Leptospermum polygalifolium,0.0696
Leptospermum polygalifolium,0.1616
Leptospermum polygalifolium,0.2
Leptospermum polygalifolium,0.1396
Leptospermum purpurascens,0.2264
Leptospermum riparium,0.1528
Leptospermum roei,0.25
Leptospermum rotundifolium,0.354
Leptospermum rupestre,0.08
Leptospermum rupicola,0.0656
Leptospermum scoparium,0.05068
Leptospermum scoparium,1.7
Leptospermum scoparium,0.2
Leptospermum sejunctum,0.14
Leptospermum semibaccatum,0.0948
Leptospermum sericatum,0.452
Leptospermum sericeum,0.1812
Leptospermum speciosum,0.88412
Leptospermum sphaerocarpum,0.4124
Leptospermum spinescens,1.5732
Leptospermum squarrosum,0.137
Leptospermum thompsonii,0.1676
Leptospermum trinervium,0.1952
Leptospermum turbinatum,0.184
Leptospermum variabile,0.10304
Leptospermum whitei,0.3061
Lepyrodia flexuosa,0.518132
Lepyrodia muelleri,0.0924
Lepyrodia valliculae,0.3208
Lethedon setosa,13
Leucochrysum albicans,1.2392
Leucochrysum albicans,0.7216
Leucochrysum albicans,0.914
Leucochrysum albicans,0.9
Leucochrysum fitzgibbonii,0.15
Leucochrysum graminifolium,1.8496
Leucochrysum molle,0.9032
Leucochrysum stipitatum,0.646
Leucopogon altissimus,6.5912
Leucopogon assimilis,2.1452
Leucopogon australis,8.118
Leucopogon cordifolius,35.0212
Leucopogon crassiflorus,13.5464
Leucopogon distans,3.45
Leucopogon ericoides,4.0568
Leucopogon esquamatus,4.232
Leucopogon fletcheri,11.584
Leucopogon fraseri,8.0696412
Leucopogon gnaphalioides,1.494
Leucopogon hirsutus,2.05668
Leucopogon melaleucoides,12.8316
Leucopogon muticus,4.25
Leucopogon neurophyllus,6.6612
Leucopogon obovatus,5.5856
Leucopogon parviflorus,8.23
Leucopogon pimeleoides,4.5176
Leucopogon psilopus,10.2728
Leucopogon reflexus,1.6212
Leucopogon riparius,2.49
Leucopogon rotundifolius,10.225
Leucopogon rufus,45.8016
Leucopogon setiger,6.596
Leucopogon validus,3.816
Leucopogon verticillatus,8.74
Levenhookia dubia,0.0112
Levenhookia octomaculata,0.0192
Levenhookia pulcherrima,0.02424
Levenhookia pusilla,0.04504
Levenhookia stipitata,0.02504
Libertia pulchella,0.684
Libertia pulchella,0.9215
Limnophila fragrans,0.0235294
Limosella australis,0.037
Limosella curdieana,0.0344
Lindera queenslandica,281.15
Lindernia alsinoides,0.016
Lindernia aplectra,0.0262
Lindernia hypandra,0.0836
Lindernia plantaginea,0.0232
Lindernia subulata,0.02324
Linum albidum,0.7476
Linum flavum,0.853
Linum flavum,0.7976
Linum marginale,1.2332
Lipocarpha chinensis,0.071
Lipocarpha microcephala,0.0208
Lissanthe sapida,93.542
Lissanthe synandra,66.1176
Litsea bindoniana,290
Litsea glutinosa,146
Litsea leefeana,600
Livistona decora,556.4276
Livistona eastonii,427.932
Livistona lorophylla,228.2616
Livistona mariae,625.8748
Livistona rigida,461.754
Lobelia anceps,0.01
Lobelia andrewsii,0.1126
Lobelia darlingensis,0.0092
Lobelia dentata,0.0088
Lobelia dioica,0.0075893
Lobelia gelida,0.01772
Lobelia gibbosa,0.01944
Lobelia heterophylla,0.39
Lobelia irrigua,0.118
Lobelia pedunculata,0.0352
Lobelia rhombifolia,0.0058
Lobelia simplicicaulis,0.028
Lobelia trigonocaulis,0.174
Logania albiflora,0.6588
Logania buxifolia,0.23072
Logania crassifolia,0.5788
Logania exilis,0.2811111
Logania insularis,0.2708
Logania linifolia,0.2832
Logania nuda,0.4588
Logania ovata,0.436
Logania recurva,0.21
Logania serpyllifolia,0.13068
Logania vaginalis,0.202
Lolium persicum,9.644
Lomatia fraseri,7.2
Lomatia fraxinifolia,25
Lomatia ilicifolia,6.6648
Lomatia myricoides,6.4588
Lomatia silaifolia,7.9524
Lophostemon confertus,4.08
Lophostemon grandiflorus,0.2912
Lophostemon lactifluus,0.78216
Lophostemon suaveolens,0.46
Loxocarya gigas,12.026
Loxocarya magna,2.2036
Ludwigia adscendens,0.52
Ludwigia hyssopifolia,0.14
Ludwigia octovalvis,0.06
Ludwigia octovalvis,0.06312
Ludwigia octovalvis,0.1
Ludwigia perennis,0.014
Luffa aegyptiaca,91.6
Luffa graveolens,22.207304
Lumnitzera racemosa,170
Luzula acutifolia,0.546
Luzula alpestris,0.5328
Luzula atrata,0.4424
Luzula crinita,0.1728
Luzula densiflora,0.4664
Luzula flaccida,0.5206
Luzula meridionalis,0.53396
Luzula modesta,0.5592
Luzula ovata,0.4872
Lycium australe,1.3824
Lycopus australis,0.485
Lysiana murrayi,62.17
Lysinema ciliatum,0.18
Lythrum hyssopifolia,0.44
Lythrum salicaria,0.06
Lythrum wilsonii,0.0112
Macadamia ternifolia,4939.44
Macaranga involucrata,33
Macaranga tanarius,33.79
Macgregoria racemigera,0.512
Machaerina articulata,1.32
Mackinlaya confusa,19.4652
Mackinlaya macrosciadea,44.95
Maclura cochinchinensis,9
Macrozamia dyeri,15963.90071
Macrozamia fraseri,19393.17568
Maesa dependens,0.4296
Maireana aphylla,5.681
Maireana appressa,1.0284
Maireana astrotricha,6.7228
Maireana brevifolia,1.4146
Maireana campanulata,10.006
Maireana carnosa,2.8072
Maireana cheelii,1.09716
Maireana ciliata,3.565
Maireana coronata,6.717
Maireana decalvans,1.977
Maireana enchylaenoides,8.39
Maireana eriantha,6.4092
Maireana erioclada,7.8748
Maireana excavata,9.1536
Maireana georgei,12.25
Maireana integra,3.7656
Maireana luehmannii,9.174
Maireana microcarpa,2.801
Maireana microphylla,0.7676
Maireana pentagona,1.5536
Maireana pentatropis,7.3648
Maireana planifolia,4.528
Maireana pyramidata,2.638
Maireana radiata,2.1348
Maireana rohrlachii,2.994
Maireana scleroptera,4.24
Maireana sedifolia,4.2202
Maireana tomentosa,4.8428
Maireana triptera,12.541
Maireana turbinata,2.9152
Maireana villosa,3.9856
Malacocera albolanata,6.4868
Malacocera tricornis,6.0388
Malleostemon hursthousei,1.4872
Malleostemon pedunculatus,1.1196
Malleostemon peltiger,1.77
Mallotus mollissimus,16.22
Mallotus paniculatus,9
Mallotus philippensis,26.9
Mallotus repandus,14
Malva arborea,12.8
Malva behriana,5.476
Malva preissiana,4.468
Malva rotundifolia,2.847
Marianthus bicolor,6.03
Marsdenia australis,8.783
Marsdenia viridiflora,16.193
Maytenus bilocularis,7.4452
Maytenus cunninghamii,12.8236
Mazus pumilio,0.0456
Melaleuca acacioides,0.042
Melaleuca acacioides,0.34
Melaleuca acuminata,0.02565
Melaleuca acuminata,0.19328
Melaleuca adnata,0.1924
Melaleuca agathosmoides,0.1184
Melaleuca alsophila,0.1156
Melaleuca alternifolia,0.11
Melaleuca apodocephala,0.29476
Melaleuca apodocephala,0.2416
Melaleuca apostiba,0.074
Melaleuca araucarioides,0.0352
Melaleuca arcana,0.0804
Melaleuca armillaris,0.4044
Melaleuca armillaris,0.34
Melaleuca armillaris,0.2056
Melaleuca aspalathoides,0.1164
Melaleuca atroviridis,0.054
Melaleuca barlowii,0.5736
Melaleuca basicephala,0.07296
Melaleuca biconvexa,0.1156
Melaleuca blaeriifolia,0.2724
Melaleuca boeophylla,0.2004
Melaleuca borealis,0.3084
Melaleuca bracteata,0.05
Melaleuca bracteosa,0.0836
Melaleuca brevifolia,0.2212
Melaleuca bromelioides,0.1924
Melaleuca brophyi,0.06408
Melaleuca cajuputi,0.1832
Melaleuca calycina,0.2204
Melaleuca calyptroides,0.2124
Melaleuca camptoclada,0.0492
Melaleuca capitata,0.3064
Melaleuca cardiophylla,0.5096
Melaleuca carrii,0.08168
Melaleuca cheelii,0.3772
Melaleuca ciliosa,0.1628
Melaleuca coccinea,0.76956
Melaleuca concinna,0.0644
Melaleuca concreta,0.04744
Melaleuca conothamnoides,0.2346
Melaleuca cordata,0.2819
Melaleuca coronicarpa,0.2792
Melaleuca ctenoides,0.1284
Melaleuca cucullata,0.3636
Melaleuca cuticularis,0.342
Melaleuca dealbata,0.2
Melaleuca deanei,0.332
Melaleuca decora,0.0641
Melaleuca decussata,0.1268
Melaleuca dempta,0.60152
Melaleuca densa,0.1888
Melaleuca densispicata,0.0388
Melaleuca depressa,0.4092
Melaleuca diosmatifolia,0.444
Melaleuca diosmifolia,0.0742
Melaleuca eleuterostachya,0.187
Melaleuca elliptica,0.087
Melaleuca ericifolia,0.09
Melaleuca eximia,0.6222
Melaleuca exuvia,0.0744
Melaleuca filifolia,0.276
Melaleuca fissurata,0.168
Melaleuca fluviatilis,0.0448
Melaleuca foliolosa,0.453
Melaleuca fulgens,0.242
Melaleuca fulgens,0.16
Melaleuca gibbosa,0.12636
Melaleuca glaberrima,0.1464
Melaleuca globifera,0.652
Melaleuca glomerata,0.17
Melaleuca grieveana,0.0912
Melaleuca groveana,0.05
Melaleuca halmaturorum,0.10104
Melaleuca hamata,0.0412
Melaleuca hamulosa,0.0564
Melaleuca haplantha,0.0468
Melaleuca hollidayi,0.3836
Melaleuca howeana,0.17
Melaleuca huegelii,0.42
Melaleuca huegelii,5.12064
Melaleuca huttensis,2.0708
Melaleuca hypericifolia,0.14
Melaleuca idana,1.01308
Melaleuca incana,0.16356
Melaleuca incana,0.126
Melaleuca incana,0.24912
Melaleuca incana,0.3888
Melaleuca irbyana,0.25848
Melaleuca johnsonii,0.0656
Melaleuca laetifica,1.716
Melaleuca lanceolata,0.35
Melaleuca lanceolata,0.3936
Melaleuca lasiandra,0.29
Melaleuca lateralis,0.0704
Melaleuca lateriflora,0.3326
Melaleuca lateritia,0.07
Melaleuca laxiflora,8.2166
Melaleuca leiocarpa,0.5722
