error,dataset_id,species_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name
Duplicate of Grubb_1996_018,Metcalfe_2009,Commersonia bartramia,Harney's,NA,Metcalfe_2009_064,seed_mass,4.5,mg,NA,multisite_mean,unknown,Commersonia bartramia
Duplicate of Kew_2019_1_00719,Metcalfe_2009,Cordyline cannifolia,McDonald's,NA,Metcalfe_2009_067,seed_mass,12,mg,NA,multisite_mean,unknown,Cordyline cannifolia
Duplicate of Kew_2019_1_11660,Metcalfe_2009,Darlingia darlingiana,Mackay's,NA,Metcalfe_2009_086,seed_mass,200,mg,NA,multisite_mean,unknown,Darlingia darlingiana
Duplicate of Grubb_1996_130,Metcalfe_2009,Diploglottis diphyllostegia,Henry's,NA,Metcalfe_2009_095,seed_mass,87,mg,NA,multisite_mean,unknown,Diploglottis diphyllostegia
Duplicate of Kew_2019_1_07399,Metcalfe_2009,Dysoxylum papuanum,Henry's,NA,Metcalfe_2009_100,seed_mass,320,mg,NA,multisite_mean,unknown,Dysoxylum papuanum
Duplicate of Kew_2019_1_07400,Metcalfe_2009,Dysoxylum parasiticum,McDonald's,NA,Metcalfe_2009_101,seed_mass,350,mg,NA,multisite_mean,unknown,Dysoxylum parasiticum
Duplicate of Kew_2019_1_07402,Metcalfe_2009,Dysoxylum pettigrewianum,Harney's,NA,Metcalfe_2009_102,seed_mass,530,mg,NA,multisite_mean,unknown,Dysoxylum pettigrewianum
Duplicate of Kew_2019_1_03429,Metcalfe_2009,Elaeagnus triflora,Harney's,NA,Metcalfe_2009_105,seed_mass,150,mg,NA,multisite_mean,unknown,Elaeagnus triflora
Duplicate of Kew_2019_1_07544,Metcalfe_2009,Ficus leptoclada,Shane's,NA,Metcalfe_2009_120,seed_mass,0.21,mg,NA,multisite_mean,unknown,Ficus leptoclada
Duplicate of Kew_2019_1_07556,Metcalfe_2009,Ficus racemosa,Weiss,NA,Metcalfe_2009_122,seed_mass,0.13,mg,NA,multisite_mean,unknown,Ficus racemosa var. racemosa
Duplicate of Grubb_1996_069,Metcalfe_2009,Ficus septica,Henry's,NA,Metcalfe_2009_123,seed_mass,0.21,mg,NA,multisite_mean,unknown,Ficus septica
Duplicate of Kew_2019_1_12777,Metcalfe_2009,Flindersia brayleyana,Mackay's,NA,Metcalfe_2009_127,seed_mass,54,mg,NA,multisite_mean,unknown,Flindersia brayleyana
Duplicate of Grubb_1996_005,Metcalfe_2009,Glochidion philippicum,Mackay's,NA,Metcalfe_2009_130,seed_mass,5.6,mg,NA,multisite_mean,unknown,Glochidion philippicum
Duplicate of Kew_2019_1_13351,Metcalfe_2009,Gomphandra australiana,McDonald's,NA,Metcalfe_2009_134,seed_mass,830,mg,NA,multisite_mean,unknown,Gomphandra australiana
Duplicate of Kew_2019_1_13114,Metcalfe_2009,Guioa acutifolia,Henry's,NA,Metcalfe_2009_138,seed_mass,54,mg,NA,multisite_mean,unknown,Guioa acutifolia
Duplicate of Kew_2019_1_01294,Metcalfe_2009,Hippocratea barbata,Mackay's,NA,Metcalfe_2009_145,seed_mass,41.498,mg,NA,multisite_mean,unknown,Hippocratea barbata
Duplicate of Grubb_1996_048,Metcalfe_2009,Lasianthus strigosus,Mackay's,NA,Metcalfe_2009_158,seed_mass,6.6,mg,NA,multisite_mean,unknown,Lasianthus strigosus
Duplicate of Kew_2019_1_04379,Metcalfe_2009,Litsea bindoniana,McDonald's,NA,Metcalfe_2009_162,seed_mass,290,mg,NA,multisite_mean,unknown,Litsea bindoniana
Duplicate of Kew_2019_1_04382,Metcalfe_2009,Litsea leefeana,Mackay's,NA,Metcalfe_2009_163,seed_mass,600,mg,NA,multisite_mean,unknown,Litsea leefeana
Duplicate of Kew_2019_1_10120,Metcalfe_2009,Ludwigia octovalvis,McDonald's,NA,Metcalfe_2009_165,seed_mass,0.45,mg,NA,multisite_mean,unknown,Ludwigia octovalvis
Duplicate of Kew_2019_1_07574,Metcalfe_2009,Maclura cochinchinensis,Weiss,NA,Metcalfe_2009_171,seed_mass,15,mg,NA,multisite_mean,unknown,Maclura cochinchinensis
Duplicate of Kew_2019_1_07413,Metcalfe_2009,Melia azedarach,Harney's,NA,Metcalfe_2009_174,seed_mass,530,mg,NA,multisite_mean,unknown,Melia azedarach
Duplicate of Grubb_1996_088,Metcalfe_2009,Melicope elleryana,McDonald's,NA,Metcalfe_2009_175,seed_mass,33,mg,NA,multisite_mean,unknown,Melicope elleryana
Duplicate of Kew_2019_1_12812,Metcalfe_2009,Melicope vitiflora,Weiss,NA,Metcalfe_2009_176,seed_mass,19,mg,NA,multisite_mean,unknown,Melicope vitiflora
Duplicate of Kew_2019_1_13127,Metcalfe_2009,Mischocarpus lachnocarpus,Siam,NA,Metcalfe_2009_185,seed_mass,40,mg,NA,multisite_mean,unknown,Mischocarpus lachnocarpus
Duplicate of Kew_2019_1_06313,Metcalfe_2009,Mucuna gigantea,Harney's,NA,Metcalfe_2009_187,seed_mass,4700,mg,NA,multisite_mean,unknown,Mucuna gigantea
Duplicate of RBGK_2014_410,Metcalfe_2009,Pandanus monticola,Mackay's,NA,Metcalfe_2009_194,seed_mass,17,mg,NA,multisite_mean,unknown,Pandanus monticola
Duplicate of Kew_2019_1_00582,Metcalfe_2009,Parsonsia straminea,Shane's,NA,Metcalfe_2009_198,seed_mass,7.8,mg,NA,multisite_mean,unknown,Parsonsia straminea
Duplicate of Grubb_1996_106,Metcalfe_2009,Piper caninum,McDonald's,NA,Metcalfe_2009_203,seed_mass,33,mg,NA,multisite_mean,unknown,Piper caninum
Duplicate of Grubb_1996_001,Metcalfe_2009,Piper novae-hollandiae,Siam,NA,Metcalfe_2009_204,seed_mass,45,mg,NA,multisite_mean,unknown,Piper novae-hollandiae
Duplicate of Kew_2019_1_10056,Metcalfe_2009,Pisonia umbellifera,McDonald's,NA,Metcalfe_2009_207,seed_mass,210,mg,NA,multisite_mean,unknown,Pisonia umbellifera
Duplicate of Kew_2019_1_10370,Metcalfe_2009,Pittosporum ferrugineum,Mackay's,NA,Metcalfe_2009_208,seed_mass,9.9,mg,NA,multisite_mean,unknown,Pittosporum ferrugineum
Duplicate of Kew_2019_1_00621,Metcalfe_2009,Polyscias australiana,Siam,NA,Metcalfe_2009_211,seed_mass,5.7,mg,NA,multisite_mean,unknown,Polyscias australiana
Duplicate of Grubb_1996_118,Metcalfe_2009,Pothos longipes,Harney's,NA,Metcalfe_2009_214,seed_mass,140,mg,NA,multisite_mean,unknown,Pothos longipes
Duplicate of Kew_2019_1_00696,Metcalfe_2009,Ptychosperma elegans,Shane's,NA,Metcalfe_2009_225,seed_mass,300,mg,NA,multisite_mean,unknown,Ptychosperma elegans
Duplicate of Kew_2019_1_00590,Metcalfe_2009,Rhaphidophora australasica,McDonald's,NA,Metcalfe_2009_229,seed_mass,0.18,mg,NA,multisite_mean,unknown,Rhaphidophora australasica
Duplicate of Kew_2019_1_13131,Metcalfe_2009,Rhysotoechia robertsonii,Mackay's,NA,Metcalfe_2009_234,seed_mass,320,mg,NA,multisite_mean,unknown,Rhysotoechia robertsonii
Duplicate of Kew_2019_1_00630,Metcalfe_2009,Schefflera actinophylla,Zonta,NA,Metcalfe_2009_240,seed_mass,2.7,mg,NA,multisite_mean,unknown,Schefflera actinophylla
Duplicate of Grubb_1996_124,Metcalfe_2009,Pseudomorus brunoniana,McDonald's,NA,Metcalfe_2009_250,seed_mass,19,mg,NA,multisite_mean,unknown,Streblus brunonianus
Duplicate of Grubb_1996_110,Metcalfe_2009,Syzygium cormiflorum,McDonald's,NA,Metcalfe_2009_258,seed_mass,7300,mg,NA,multisite_mean,unknown,Syzygium cormiflorum
Duplicate of Grubb_1996_030,Metcalfe_2009,Tetracera nordtiana,Weiss,NA,Metcalfe_2009_269,seed_mass,12,mg,NA,multisite_mean,unknown,Tetracera nordtiana
Duplicate of Grubb_1996_017,Metcalfe_2009,Timonius timon,McDonald's,NA,Metcalfe_2009_271,seed_mass,1.6,mg,NA,multisite_mean,unknown,Timonius timon var. timon
Duplicate of Kew_2019_1_13138,Metcalfe_2009,Toechima erythrocarpum,Weiss,NA,Metcalfe_2009_273,seed_mass,90,mg,NA,multisite_mean,unknown,Toechima erythrocarpum
