var_name,trait_name,unit
leaf type,leaf_type,NA
SLA_m2kg,specific_leaf_area,mm2/mg
WoodD_gcm3,wood_density,mg/mm3
leafsize_mm2,leaf_area,mm2
stem area mm,stem_cross_section_area,mm2
stem density g/m3,wood_density,mg/mm3
stem_area_mm_no_bark,stem_cross_section_area,mm2
