family,taxa,spauth,infraspecauth,planttype,maxdsm,phopath,refdesc,refshort
LEGUMINOSAE-CAESALPINIOIDEAE,Caesalpinia crista,L.,,xeroh,,C3?,"Carlton JM. 1977. A survey of selected coastal vegetation communities of Florida. St. Petersburg, Florida: Florida Marine Research.","(Carlton, 1977)"
LEGUMINOSAE-CAESALPINIOIDEAE,Caesalpinia crista,L.,,xeroh,,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LEGUMINOSAE-CAESALPINIOIDEAE,Cynometra iripa,Kostel.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LEGUMINOSAE-CAESALPINIOIDEAE,Cynometra iripa,Kostel.,,hyhal,SW,C3?,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
LEGUMINOSAE-CAESALPINIOIDEAE,Intsia bijuga,(Colebr.) Kuntze,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LEGUMINOSAE-CAESALPINIOIDEAE,Intsia bijuga,(Colebr.) Kuntze,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cyclops,A.Cunn. ex G.Don,,weedy,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia rostellifera,Benth.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
LEGUMINOSAE-PAPILIONOIDEAE,Canavalia rosea,(Sw.) DC.,,psamm,,,"Ferguson, C.R. 1952. Salt-tolerant plants for south Florida. Florida State Horticultural Society, 1952:306-313.","(Ferguson, 1952)"
LEGUMINOSAE-PAPILIONOIDEAE,Dalbergia candenatensis,(Dennst.) Prain,,hyhal,,C3?,"Kartawinata, K., Adisumar, S., Soemodihardjo, S.I. and Tantra, G.M. 1979. Status pengetahuan hutan bakau Indonesia. (The state of knowledge the Indonesian Mangrove forest). In Proceedings of the Seminar on the Mangrove Ecosystem, 26:21-39.","(Kartawinata et al., 1979)"
LEGUMINOSAE-PAPILIONOIDEAE,Daviesia hakeoides,Meisn.,,xeroh,,,"Giusto, L. 1970. Eigenero Chenopodium en Argentina. Darwiniana, 16:98-105.","(Giusto, 1970)"
LEGUMINOSAE-PAPILIONOIDEAE,Derris trifoliata,Lour.,,hyhal,SW,,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LEGUMINOSAE-PAPILIONOIDEAE,Derris trifoliata,Lour.,,hyhal,SW,,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
LEGUMINOSAE-PAPILIONOIDEAE,Erythrina variegata,L.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,L.,,hyhal,,C3?,"Carlton J.M. 1975. A guide to common Florida salt marsh and mangrove vegetation. St. Petersburg, Florida: Florida Marine Research.","(Carlton, 1975)"
LEGUMINOSAE-PAPILIONOIDEAE,Sophora tomentosa,L.,,hyhal,,C3?,"Vareschi V. 1979. Plantas entre el mary la tierra. Armitano, Caracas.","(Vareschi, 1979)"
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,(L.) Pers.,,xeroh,,C3?,Lavranos J. 1986. personal communication.,"(Lavranos, 1986)"
LEGUMINOSAE-PAPILIONOIDEAE,Tephrosia purpurea,(L.) Pers.,,xeroh,,C3?,"Saxena, S.K. and Gupta, R.K. 1972 Vegetation of Pachpadra Salt Basin in Western Rajasthan Journal of Bombay Natural History, 70:104-127.","(Saxena & Gupta, 1972)"
LEGUMINOSAE-PAPILIONOIDEAE,Vigna marina,(Burm.) Merr.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
LYTHRACEAE,Pemphis acidula,J.R.Forst. & G.Forst.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
LYTHRACEAE,Pemphis acidula,J.R.Forst. & G.Forst.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LYTHRACEAE,Pemphis acidula,J.R.Forst. & G.Forst.,,hyhal,SW,C3?,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
LYTHRACEAE,Pemphis acidula,J.R.Forst. & G.Forst.,,hyhal,SW,C3?,"Taylor, F.J. 1983. The New Zealand Mangrove Association. In: Teas, HJ, ed Biology and ecology of mangroves, Tasks for Vegetation Science, 8:77-79.","(Taylor, 1983)"
LYTHRACEAE,Sonneratia alba,Sm.,,hyhal,SW,C3?,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
LYTHRACEAE,Sonneratia alba,Sm.,,hyhal,SW,C3?,"Mepham, R.H. 1983. Mangrove floras of the southern continents. Part 1 South African Journal of Botany, 2:1-8.","(Mepham, 1983)"
LYTHRACEAE,Sonneratia alba,Sm.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LYTHRACEAE,Sonneratia alba,Sm.,,hyhal,SW,C3?,"Proceedings of the 11th International Grassland Congress, pp. 158-161. Queensland, Australia.",(Proc. 11th Int. Grass. Congress)
LYTHRACEAE,Sonneratia alba,Sm.,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
LYTHRACEAE,Sonneratia caseolaris,(L.) Engler,,hyhal,SW,C3?,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
LYTHRACEAE,Sonneratia caseolaris,(L.) Engler,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
LYTHRACEAE,Sonneratia caseolaris,(L.) Engler,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
MALVACEAE,Brownlowia argentata,Kurz,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
MALVACEAE,Brownlowia argentata,Kurz,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MALVACEAE,Camptostemon schultzii,Mast.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
MALVACEAE,Camptostemon schultzii,Mast.,,hyhal,SW,C3?,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
MALVACEAE,Camptostemon schultzii,Mast.,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
MALVACEAE,Heritiera littoralis,Dryand.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MALVACEAE,Heritiera littoralis,Dryand.,,hyhal,SW,C3?,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
MALVACEAE,Heritiera littoralis,Dryand.,,hyhal,SW,C3?,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
MALVACEAE,Hibiscus tiliaceus,L.,,psamm,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
MALVACEAE,Hibiscus tiliaceus,L.,,psamm,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MALVACEAE,Hibiscus tiliaceus,L.,,psamm,SW,C3?,"Morton, J.F. 1982. Wild plants for survival in south Florida. Fairchild Tropical Garden, Miami, Florida.","(Morton, 1982)"
MALVACEAE,Kleinhovia hospita,L.,,hyhal,SW,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MALVACEAE,Thespesia populnea,(L.) Sol. ex Corrêa,,hyhal,SW,C3?,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
MALVACEAE,Thespesia populnea,(L.) Sol. ex Corrêa,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
MALVACEAE,Thespesia populnea,(L.) Sol. ex Corrêa,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MALVACEAE,Thespesia populnea,(L.) Sol. ex Corrêa,,hyhal,SW,C3?,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
MALVACEAE,Thespesia populnea,(L.) Sol. ex Corrêa,,hyhal,SW,C3?,"Vareschi V. 1979. Plantas entre el mary la tierra. Armitano, Caracas.","(Vareschi, 1979)"
MALVACEAE,Thespesia populneoides,(Roxb.) Kostel.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
MALVACEAE,Thespesia populneoides,(Roxb.) Kostel.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MALVACEAE,Triumfetta procumbens,G.Forst.,,hyhal,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MELIACEAE,Xylocarpus granatum,J.Koenig,,hyhal,SW,C3,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
MELIACEAE,Xylocarpus granatum,J.Koenig,,hyhal,SW,C3,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
MELIACEAE,Xylocarpus granatum,J.Koenig,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MELIACEAE,Xylocarpus granatum,J.Koenig,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
MELIACEAE,Xylocarpus moluccensis,(Lam.) M.Roem.,,hyhal,SW,C3,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
MORACEAE,Ficus microcarpa,L.f.,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MYRTACEAE,Eucalyptus astringens,(Maiden) Maiden,,xero,,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Eucalyptus brockwayi,C.A.Gardner,,xero,,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Eucalyptus camaldulensis,Dehnh.,,xero,,C3,"Bidner-BarHava, N. and Ramati, B. 1967. The tolerance of some species of Eucalyptus, Pinus and some other forest trees to soil salinity and low soil moisture in the Negev. Israel Journal of Agricultural Research, 17:65-76.","(Bidner-BarHava & Ramati, 1967)"
MYRTACEAE,Eucalyptus camaldulensis,Dehnh.,,xero,,C3,"Donaldson, D.R., Hasey, J.K. and Davis, W.B. 1983. Eucalyptus out-perform other species in salty, flooded soils. California Agriculture, 37(9-10):20-24.","(Donaldson et al., 1983)"
MYRTACEAE,Eucalyptus camaldulensis,Dehnh.,,xero,,C3,"Hallsworth, E.G. 1981. The use of saline groundwater in arid areas. Experimental Agriculture, 17:145-147.","(Hallsworth, 1981)"
MYRTACEAE,Eucalyptus camaldulensis,Dehnh.,,xero,,C3,"Midgley, S.J, Turnbull, J.W. and Hartney, V.J. 1986. Fuel - wood species for salt affected sites. Reclamation and Revegetation Research, 5:285-303.","(Midgley et al., 1986)"
MYRTACEAE,Eucalyptus camaldulensis,Dehnh.,,xero,,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Eucalyptus halophila,D.J.Carr & S.G.M.Carr,,xero,,C3,"Carr, S.G.M. and Carr, D.J. 1980. A new species of Eucalyptus from the margins of salt lakes in Western Australia. Nuytsia, 3:173 - 178.","(Carr & Carr, 1980)"
MYRTACEAE,Eucalyptus kondininensis,Maiden & Blakely,,xero,28,C3,"Zohar Y. 1982. Growth of Eucalyptus on saline soils in the Wadi Arava. (In Hebrew; English summary.). LaYa'aran, 32:38-49.","(Zohar, 1982)"
MYRTACEAE,Eucalyptus largiflorens,F.Muell.,,xero,,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Eucalyptus leucoxylon,F.Muell.,,xero,,C3,"Bidner-BarHava, N. and Ramati, B. 1967. The tolerance of some species of Eucalyptus, Pinus and some other forest trees to soil salinity and low soil moisture in the Negev. Israel Journal of Agricultural Research, 17:65-76.","(Bidner-BarHava & Ramati, 1967)"
MYRTACEAE,Eucalyptus leucoxylon,F.Muell.,,xero,,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Eucalyptus loxophleba,Benth.,,xero,20,C3,"Zohar Y. 1982. Growth of Eucalyptus on saline soils in the Wadi Arava. (In Hebrew; English summary.). LaYa'aran, 32:38-49.","(Zohar, 1982)"
MYRTACEAE,Eucalyptus occidentalis,Endl.,,xero,29,C3,"Bidner-BarHava, N. and Ramati, B. 1967. The tolerance of some species of Eucalyptus, Pinus and some other forest trees to soil salinity and low soil moisture in the Negev. Israel Journal of Agricultural Research, 17:65-76.","(Bidner-BarHava & Ramati, 1967)"
MYRTACEAE,Eucalyptus occidentalis,Endl.,,xero,29,C3,"Donaldson, D.R., Hasey, J.K. and Davis, W.B. 1983. Eucalyptus out-perform other species in salty, flooded soils. California Agriculture, 37(9-10):20-24.","(Donaldson et al., 1983)"
MYRTACEAE,Eucalyptus occidentalis,Endl.,,xero,29,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Eucalyptus occidentalis,Endl.,,xero,29,C3,"Zohar Y. 1982. Growth of Eucalyptus on saline soils in the Wadi Arava. (In Hebrew; English summary.). LaYa'aran, 32:38-49.","(Zohar, 1982)"
MYRTACEAE,Eucalyptus sargentii,Maiden,,xero,20,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
MYRTACEAE,Eucalyptus sargentii,Maiden,,xero,20,C3,"Donaldson, D.R., Hasey, J.K. and Davis, W.B. 1983. Eucalyptus out-perform other species in salty, flooded soils. California Agriculture, 37(9-10):20-24.","(Donaldson et al., 1983)"
MYRTACEAE,Eucalyptus sargentii,Maiden,,xero,20,C3,"Zohar Y. 1982. Growth of Eucalyptus on saline soils in the Wadi Arava. (In Hebrew; English summary.). LaYa'aran, 32:38-49.","(Zohar, 1982)"
MYRTACEAE,Eucalyptus spathulata,Hook.,,xero,20,C3,"Donaldson, D.R., Hasey, J.K. and Davis, W.B. 1983. Eucalyptus out-perform other species in salty, flooded soils. California Agriculture, 37(9-10):20-24.","(Donaldson et al., 1983)"
MYRTACEAE,Eucalyptus spathulata,Hook.,,xero,20,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Eucalyptus spathulata,Hook.,,xero,20,C3,"Zohar Y. 1982. Growth of Eucalyptus on saline soils in the Wadi Arava. (In Hebrew; English summary.). LaYa'aran, 32:38-49.","(Zohar, 1982)"
MYRTACEAE,Leptospermum lanigerum,(Aiton) Sm.,,psamm,,C3?,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Melaleuca ericifolia,Sm.,,xero,SW,C3,"Ladiges, P.Y., Foord, P.C. and Willis, R.J. 1981. Salinity and waterlogging tolerance of some populations of Melaleuca ericifolia Smith. Australian Journal of Ecology, 6:203-215.","(Ladiges et al., 1981)"
MYRTACEAE,Melaleuca halmaturorum,F.Muell. ex Miq.,,xero,56,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
MYRTACEAE,Melaleuca huegelii,Endl.,,psamm,,C3,"Aronson, J.A., Unpublished data (1981-1988).","(Aronson, unpublished data (1981-1988))"
MYRTACEAE,Melaleuca huegelii,Endl.,,psamm,,C3,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
MYRTACEAE,Melaleuca lanceolata,Otto,,xero,,C3,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
MYRTACEAE,Melaleuca lanceolata,Otto,,xero,,C3,"Morris, J.D. 1984. Establishment of trees and shrubs on a saline site using drip irrigation. Australian Forestry, 47:210-217.","(Morris, 1984)"
MYRTACEAE,Melaleuca quinquenervia,(Cav.) S.T.Blake,,phrea,,C3,"Midgley, S.J, Turnbull, J.W. and Hartney, V.J. 1986. Fuel - wood species for salt affected sites. Reclamation and Revegetation Research, 5:285-303.","(Midgley et al., 1986)"
MYRTACEAE,Melaleuca thyoides,Turcz.,,xero,,C3,"Malcolm, C.V. 1985. personal communication.","(Malcolm, 1985)"
MYRTACEAE,Osbornia octodonta,F.Muell.,,hyhal,SW,C3,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
MYRTACEAE,Osbornia octodonta,F.Muell.,,hyhal,SW,C3,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
MYRTACEAE,Osbornia octodonta,F.Muell.,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
NYCTAGINACEAE,Pisonia aculeata,L.,,psamm,,C3?,"Adams, C.D. 1972. Flowering Plants of Jamaica. Glasgow: University Press.","(Adams, 1972)"
NYCTAGINACEAE,Pisonia aculeata,L.,,psamm,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
NYCTAGINACEAE,Pisonia grandis,R.Br.,,psamm,,C3?,"Adams, C.D. 1972. Flowering Plants of Jamaica. Glasgow: University Press.","(Adams, 1972)"
ONAGRACEAE,Ludwigia adscendens,(L.) H.Hara,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
PANDANACEAE,Pandanus spiralis,R.Br.,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
PANDANACEAE,Pandanus tectorius,Parkinson ex Du Roi,,hyhal,,C3?,,
PANDANACEAE,Pandanus tectorius,Parkinson ex Du Roi,,hyhal,,C3?,"Fournet, J. 1978. Flore illustree des phanerogrames de Guadeloupe et de Martinique. Paris. Institut National de Recherche Agronomique.","(Fournet, 1978)"
PANDANACEAE,Pandanus tectorius,Parkinson ex Du Roi,,hyhal,,C3?,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
PLUMBAGINACEAE,Aegialitis annulata,R.Br.,,hyhal,SW,C3,"Clough, B.F., Boto, K.G. and Attiwell, P.M. 1983. Mangroves and sewage. In: Biology and Ecology of Mangroves (Ed. by H.J. Teas), pp. 151-161. W.Junk,The Hague.","(Clough et al., 1983)"
PLUMBAGINACEAE,Aegialitis annulata,R.Br.,,hyhal,SW,C3,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
PLUMBAGINACEAE,Aegialitis annulata,R.Br.,,hyhal,SW,C3,"Le Houerou HN. 1980. Browse in Africa - the current state of knowledge. Addis Ababa, Ethiopia: International Livestock Center of Africa.","(Le Houerou, 1980)"
PLUMBAGINACEAE,Aegialitis annulata,R.Br.,,hyhal,SW,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
PLUMBAGINACEAE,Aegialitis annulata,R.Br.,,hyhal,SW,C3,"Well, A.G. 1983. Distribution of mangroves species in Australia. In: Biology and ecology of mangroves, vol. 8 Tasks for Vegetation Science. (Ed. by H.J Teas), pp. 57-76. W. Junk, The Hague.","(Well, 1983)"
PLUMBAGINACEAE,Limonium australe,(R.Br.) Kuntze,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Cynodon dactylon,(L.) Pers.,,weedy,,C4?,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
POACEAE,Cynodon dactylon,(L.) Pers.,,weedy,,C4?,"Fischer, M.J. and Skerman, P.J. 1986. Salt tolerant forage plants for summer rainfall areas Reclamation and Revegetation Research, 5:263-284.","(Fischer \7 Skerman, 1986)"
POACEAE,Cynodon dactylon,(L.) Pers.,,weedy,,C4?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
POACEAE,Digitaria longiflora,(Retz.) Pers.,,hyhal,,C4?,"MacNae, W. and Kalk, M. 1962. The ecology of the mangrove swamps at Inhaca Island, Mocambique. Journal of Ecology, 50:17-34.","(MacNae & Kalk, 1962)"
POACEAE,Diplachne fusca,(L.) P.Beauv. ex Roem. & Schult.,,hyhal,15,,"Bor, N.L. 1968. Gramineae. In: Flora of Iraq, (Ed. Guest), 9:434-435.","(Bor, 1968)"
POACEAE,Diplachne fusca,(L.) P.Beauv. ex Roem. & Schult.,,hyhal,15,,"Fischer, M.J. and Skerman, P.J. 1986. Salt tolerant forage plants for summer rainfall areas Reclamation and Revegetation Research, 5:263-284.","(Fischer \7 Skerman, 1986)"
POACEAE,Diplachne fusca,(L.) P.Beauv. ex Roem. & Schult.,,hyhal,15,,"International Board for Plant Genetic Resources and Royal Botanic Gardens Kew. 1984. Forage and browse plants for arid and semi - arid Africa. FAO, Rome.","(IBPGR, 1984)"
POACEAE,Diplachne fusca,(L.) P.Beauv. ex Roem. & Schult.,,hyhal,15,,"Khan, M. 1966. Kallar grass: A suitable grass for saline lands. Agriculture in Pakistan, 17:375-379.","(Khan, 1966)"
POACEAE,Diplachne fusca,(L.) P.Beauv. ex Roem. & Schult.,,hyhal,15,,"Malcolm, C.V. 1980. Production from salt - affected soils. In Report of the senior research officer on a visit - India and Pakistan. Soil Research and Survey Section, Western Australian Department of Agriculture.","(Malcolm, 1980)"
