var_name,trait_name,unit
leaf longevity,leaf_phenology,NA
photosynthetic pathway,photosynthetic_pathway,NA
Nitrogen fixing,nitrogen_fixing,NA
SLA (cm2g),specific_leaf_area,cm2/g
Nmass,leaf_N_per_dry_mass,%
