Family,taxon_name,scraped_name,Diaspore class,Life form,Habitat class,Seed diameter (mm),BFG 1 (%),BFG2 (%),BFG3 (%),BFG4 (%),BFG5 (%),BFG6 (%),Location,aligned_name,suggested_name,aligned_reason,taxonomic_status
Sapindaceae,Harpullia hillii,Harpullia hillii,ae,trees,5,8,0,0,29,32,45,35,"Southeast Queensland, southern inland dry rainforests",Harpullia hillii,Harpullia hillii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Harpullia pendula,Harpullia pendula,eu,trees,6,8,0,0,33,47,39,50,"Southeast Queensland, northern dry rainforests",Harpullia pendula,Harpullia pendula,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Jagera pseudorhus,Jagera pseudorhus,ae,trees,wide,4,27,17,71,67,55,75,"Southeast Queensland, subtropical rainforests - widespread",Jagera pseudorhus,Jagera pseudorhus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Lepiderema pulchella,Lepiderema pulchella,ae,stree,4,7,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Lepiderema pulchella,Lepiderema pulchella,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Mischarytera lautereriana,Mischarytera lautereriana,ae,trees,1,10,73,26,48,5,0,3,"Southeast Queensland, warm humid subtropical rainforests",Mischarytera lautereriana,Mischarytera lautereriana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Mischocarpus anodontus,Mischocarpus anodontus,ae,stree,4,8,0,0,24,48,31,45,"Southeast Queensland, drier coastal lowland subtropical rainforests",Mischocarpus anodontus,Mischocarpus anodontus,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Mischocarpus australis,Mischocarpus australis,ae,trees,1,6,36,17,19,3,1,3,"Southeast Queensland, warm humid subtropical rainforests",Mischocarpus australis,Mischocarpus australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Mischocarpus lachnocarpus,Mischocarpus lachnocarpus,ae,stree,2,6,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Mischocarpus lachnocarpus,Mischocarpus lachnocarpus [alternative possible names: Mischocarpus ailae (pro parte misapplied) | Mischocarpus ailae (misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Mischocarpus pyriformis,Mischocarpus pyriformis,ae,trees,wide,6,73,30,52,30,0,10,"Southeast Queensland, subtropical rainforests - widespread",Mischocarpus pyriformis,Mischocarpus pyriformis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Rhysotoechia bifoliolata,Rhysotoechia bifoliolata,ae,trees,4,7,0,9,5,22,13,10,"Southeast Queensland, drier coastal lowland subtropical rainforests",Rhysotoechia bifoliolata,Rhysotoechia bifoliolata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Sarcopteryx stipata,Sarcopteryx stipata,ae,stree,1,5,91,83,62,2,3,0,"Southeast Queensland, warm humid subtropical rainforests",Sarcopteryx stipata,Sarcopteryx stipata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Toechima dasyrrhache,Toechima dasyrrhache,ae,stree,4,5,0,0,0,3,1,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Toechima dasyrrhache,Toechima dasyrrhache,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapindaceae,Toechima tenax,Toechima tenax,ae,stree,4,5,0,0,14,28,20,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Toechima tenax,Toechima tenax,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Amorphospermum antilogum,Niemeyera antilogum,ae,stree,4,30,0,0,10,25,9,10,"Southeast Queensland, drier coastal lowland subtropical rainforests",Niemeyera antiloga,Amorphospermum antilogum,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Niemeyera chartacea,Niemeyera chartacea,ae,stree,2,8,0,39,5,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Niemeyera chartacea,Niemeyera chartacea,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Pleioluma queenslandica,Planchonella queenslandica,ae,trees,1,8,82,4,57,18,3,13,"Southeast Queensland, warm humid subtropical rainforests",Planchonella queenslandica,Pleioluma queenslandica,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Planchonella australis,Pouteria australis,ae,trees,2,10,0,48,29,35,4,0,"Southeast Queensland, cool humid subtropical rainforests",Pouteria australis,Planchonella australis [alternative possible names: Planchonella reticulata (pro parte misapplied)],Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Planchonella chartacea,Pouteria chartacea,ae,stree,1,8,73,0,24,5,0,0,"Southeast Queensland, warm humid subtropical rainforests",Pouteria chartacea,Planchonella chartacea,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Planchonella cotinifolia,Pouteria cotinifolia,ae,stree,5,5,0,0,0,8,80,70,"Southeast Queensland, southern inland dry rainforests",Pouteria cotinifolia,Planchonella cotinifolia,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Planchonella eerwah,Pouteria eerwah,ae,trees,4,15,0,0,5,5,2,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Pouteria eerwah,Planchonella eerwah,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Planchonella pubescens,Pouteria myrsinoides,ae,stree,wide,8,0,13,14,48,59,70,"Southeast Queensland, subtropical rainforests - widespread",Pouteria myrsinoides,Planchonella pubescens,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Planchonella pohlmaniana,Pouteria pohlmaniana,ae,trees,6,7,0,0,14,30,47,55,"Southeast Queensland, northern dry rainforests",Pouteria pohlmaniana,Planchonella pohlmaniana,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sapotaceae,Sersalisia sericea,Pouteria sericea,ae,stree,6,8,0,0,0,0,0,8,"Southeast Queensland, northern dry rainforests",Pouteria sericea,Sersalisia sericea,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Simaroubaceae,Ailanthus triphysa,Ailanthus triphysa,wa,trees,4,5,0,4,24,32,19,23,"Southeast Queensland, drier coastal lowland subtropical rainforests",Ailanthus triphysa,Ailanthus triphysa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Simaroubaceae,Guilfoylia monostylis,Guilfoylia monostylis,ae,stree,3,9,0,17,24,5,0,0,"Southeast Queensland, humid subtropical rainforests",Guilfoylia monostylis,Guilfoylia monostylis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Simaroubaceae,Samadera bidwillii,Quassia bidw'illii,ae,stree,4,5,0,0,0,3,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Quassia bidwillii,Samadera bidwillii,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Eustrephus latifolius,Eustrephus latifolius,ae,sclim,3,4,0,0,52,30,44,28,"Southeast Queensland, humid subtropical rainforests",Eustrephus latifolius,Eustrephus latifolius,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Geitonoplesium cymosum,Geitonoplesium cymosum,ae,sclim,wide,2.5,91,26,86,67,83,83,"Southeast Queensland, subtropical rainforests - widespread",Geitonoplesium cymosum,Geitonoplesium cymosum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Ripogonum album,Ripogonum  album,ae,sclim,3,3,0,35,43,30,6,0,"Southeast Queensland, humid subtropical rainforests",Ripogonum album,Ripogonum album,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Ripogonum brevifolium,Ripogonum brevifolium,ae,sclim,4,3,0,9,43,62,39,33,"Southeast Queensland, drier coastal lowland subtropical rainforests",Ripogonum brevifolium,Ripogonum brevifolium,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Ripogonum discolor,Ripogonum discolor,ae,sclim,1,4,27,4,0,2,0,0,"Southeast Queensland, warm humid subtropical rainforests",Ripogonum discolor,Ripogonum discolor,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Ripogonum elseyanum,Ripogonum  elseyanum,ae,sclim,2,3,0,57,33,3,0,0,"Southeast Queensland, cool humid subtropical rainforests",Ripogonum elseyanum,Ripogonum elseyanum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Smilax australis,Smilax australis,ae,sclim,wide,3,73,48,95,82,81,78,"Southeast Queensland, subtropical rainforests - widespread",Smilax australis,Smilax australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,ae,sclim,1,3,64,4,5,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Smilax glyciphylla,Smilax glyciphylla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Duboisia leichhardtii,Duboisia leichhardtii,ae,stree,6,2,0,0,0,0,0,3,"Southeast Queensland, northern dry rainforests",Duboisia leichhardtii,Duboisia leichhardtii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Duboisia myoporoides,Duboisia myoporoides,ae,stree,3,2,0,4,24,0,0,3,"Southeast Queensland, humid subtropical rainforests",Duboisia myoporoides,Duboisia myoporoides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum aviculare,Solanum aviculare,ae,stree,3,1,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Solanum aviculare,Solanum aviculare,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum spirale,Solanum callium,ae,stree,2,2.5,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Solanum callium,Solanum spirale,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum corifolium,Solanum corifolium,ae,stree,wide,3,0,13,14,37,41,20,"Southeast Queensland, subtropical rainforests - widespread",Solanum corifolium,Solanum corifolium,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum furfuraceum,Solanum forfuraceum,ae,stree,3,1,0,4,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Solanum furfuraceum,Solanum furfuraceum [alternative possible names: Solanum rixosum (pro parte misapplied)],Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum inaequilaterum,Solanum inaequilaterum,ae,stree,2,2.5,0,13,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Solanum inaequilaterum,Solanum inaequilaterum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum semiarmatum,Solanum semiarmatum,ae,stree,5,1.5,0,0,0,0,1,0,"Southeast Queensland, southern inland dry rainforests",Solanum semiarmatum,Solanum semiarmatum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum stelligerum,Solanum stelligerum,ae,stree,5,1.5,0,0,48,37,78,73,"Southeast Queensland, southern inland dry rainforests",Solanum stelligerum,Solanum stelligerum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Solanaceae,Solanum stupefactum,Solanum stupefactum,ae,stree,5,3.5,0,0,0,0,5,0,"Southeast Queensland, southern inland dry rainforests",Solanum stupefactum,Solanum stupefactum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Argyrodendron actinophyllum,Argyrodendron actinophyllum,wa,trees,2,8,0,57,33,13,6,0,"Southeast Queensland, cool humid subtropical rainforests",Argyrodendron actinophyllum,Argyrodendron actinophyllum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Argyrodendron sp. Kin Kin (W.D.Francis AQ81198),"Argyrodendron sp. (Kin Kin W.D.Francis
AQ81198)",wa,trees,4,8,9,9,14,27,13,25,"Southeast Queensland, drier coastal lowland subtropical rainforests",Argyrodendron sp. (Kin Kin W.D.Francis AQ81198),Argyrodendron sp. Kin Kin (W.D.Francis AQ81198),Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Argyrodendron trifoliolatum,Argyrodendron trifoliolatum,wa,trees,wide,8,9,78,52,83,33,18,"Southeast Queensland, subtropical rainforests - widespread",Argyrodendron trifoliolatum,Argyrodendron trifoliolatum [alternative possible names: Argyrodendron actinophyllum (pro parte misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Brachychiton acerifolius,Brachychiton acerifolius,eu,trees,2,6,0,48,24,18,1,3,"Southeast Queensland, cool humid subtropical rainforests",Brachychiton acerifolius,Brachychiton acerifolius,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Brachychiton australis,Brachychiton australis,un,trees,6,5.5,0,4,0,0,1,40,"Southeast Queensland, northern dry rainforests",Brachychiton australis,Brachychiton australis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Brachychiton discolor,Brachychiton discolor,un,trees,5,8,0,4,19,37,59,20,"Southeast Queensland, southern inland dry rainforests",Brachychiton discolor,Brachychiton discolor,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Brachychiton rupestris,Brachychiton rupestris,un,trees,6,4,0,0,0,0,16,38,"Southeast Queensland, northern dry rainforests",Brachychiton rupestris,Brachychiton rupestris,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Commersonia bartramia,Commersonia bartramia,ae,trees,3,1.5,0,0,43,27,1,5,"Southeast Queensland, humid subtropical rainforests",Commersonia bartramia,Commersonia bartramia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Sterculiaceae,Sterculia quadrifida,Sterculia  quadri.fida,eu,trees,6,9,0,0,48,40,46,73,"Southeast Queensland, northern dry rainforests",Sterculia quadrifida,Sterculia quadrifida,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Symplocaceae,Symplocos baeuerlenii,Symplocos baeuerlenii,ae,stree,2,4,0,4,0,0,0,0,"Southeast Queensland, cool humid subtropical rainforests",Symplocos baeuerlenii,Symplocos baeuerlenii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Symplocaceae,Symplocos stawellii,Symplocos  stawellii,ae,trees,3,2,0,0,5,2,0,0,"Southeast Queensland, humid subtropical rainforests",Symplocos stawellii,Symplocos stawellii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Symplocaceae,Symplocos thwaitesii,Symplocos thwaitesii,ae,trees,3,2,0,17,24,8,1,0,"Southeast Queensland, humid subtropical rainforests",Symplocos thwaitesii,Symplocos thwaitesii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Thymeliaceae,Phaleria chermsideana,Phaleria chermsideana,ae,stree,3,6,0,4,10,2,0,0,"Southeast Queensland, humid subtropical rainforests",Phaleria chermsideana,Phaleria chermsideana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Thymeliaceae,Phaleria octandra,Phaleria octandra,ae,stree,1,6,9,0,0,0,0,0,"Southeast Queensland, warm humid subtropical rainforests",Phaleria octandra,Phaleria octandra,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Thymeliaceae,Wikstroemia indica,Wikstroemia indica,ae,stree,3,5,0,0,43,22,36,3,"Southeast Queensland, humid subtropical rainforests",Wikstroemia indica,Wikstroemia indica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Ulmaceae,Aphananthe philippinensis,Aphananthe  philippinensis,ae,trees,4,3.5,0,9,43,70,53,58,"Southeast Queensland, drier coastal lowland subtropical rainforests",Aphananthe philippinensis,Aphananthe philippinensis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Ulmaceae,Celtis paniculata,Celtis paniculata,ae,trees,wide,5,27,0,19,22,21,28,"Southeast Queensland, subtropical rainforests - widespread",Celtis paniculata,Celtis paniculata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Urticaceae,Trema orientalis,Trema orientalis,ae,trees,4,2,0,0,0,2,0,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Trema orientalis,Trema orientalis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Urticaceae,Boehmeria virgata var. austroqueenslandica,Boehmeria  macrophylla,un,stree,3,1,0,9,14,0,0,0,"Southeast Queensland, humid subtropical rainforests",Boehmeria macrophylla,Boehmeria virgata var. austroqueenslandica,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Urticaceae,Dendrocnide excelsa,Dendrocnide excelsa,ae,trees,wide,2.5,0,35,52,45,46,10,"Southeast Queensland, subtropical rainforests - widespread",Dendrocnide excelsa,Dendrocnide excelsa,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Urticaceae,Dendrocnide moroides,Dendrocnide moroides,ae,stree,3,2,0,0,5,0,0,0,"Southeast Queensland, humid subtropical rainforests",Dendrocnide moroides,Dendrocnide moroides,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Urticaceae,Dendrocnide photinophylla,Dendrocnide photinophylla,ae,trees,wide,2,0,22,38,77,74,73,"Southeast Queensland, subtropical rainforests - widespread",Dendrocnide photinophylla,Dendrocnide photinophylla,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Verbenaceae,Clerodendrum floribundum,Clerodendrum floribundum,ae,stree,wide,3,27,4,62,37,47,48,"Southeast Queensland, subtropical rainforests - widespread",Clerodendrum floribundum,Clerodendrum floribundum [alternative possible names: Clerodendrum longiflorum var. glabrum (pro parte misapplied)],Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Verbenaceae,Clerodendrum tomentosum,Clerodendrum tomentosum,ae,stree,5,2,0,0,14,17,20,10,"Southeast Queensland, southern inland dry rainforests",Clerodendrum tomentosum,Clerodendrum tomentosum,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Verbenaceae,Glossocarya hemiderma,Glossocarya hemiderma,un,tclim,6,2,0,0,0,8,7,75,"Southeast Queensland, northern dry rainforests",Glossocarya hemiderma,Glossocarya hemiderma,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Verbenaceae,Gmelina leichhardtii,Gmelina leichhardtii,ae,trees,3,7,36,43,62,12,2,3,"Southeast Queensland, humid subtropical rainforests",Gmelina leichhardtii,Gmelina leichhardtii,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Verbenaceae,Teucrium junceum,Spartothamnella juncea,ae,stree,5,2,0,0,0,5,60,38,"Southeast Queensland, southern inland dry rainforests",Spartothamnella juncea,Teucrium junceum,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Verbenaceae,Vitex lignum-vitae,Vitex lignum-vitae,ae,trees,4,3,0,9,19,72,68,55,"Southeast Queensland, drier coastal lowland subtropical rainforests",Vitex lignum-vitae,Vitex lignum-vitae,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Verbenaceae,Vitex melicopea,Vitex melicopea,ae,trees,6,2.5,0,0,5,8,3,35,"Southeast Queensland, northern dry rainforests",Vitex melicopea,Vitex melicopea,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cayratia acris,Cayratia acris,ae,tclim,5,4.5,0,0,5,27,62,45,"Southeast Queensland, southern inland dry rainforests",Cayratia acris,Cayratia acris,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cayratia clematidea,Cayratia clematidea,ae,sclim,3,4,0,4,57,30,43,55,"Southeast Queensland, humid subtropical rainforests",Cayratia clematidea,Cayratia clematidea,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cayratia eurynema,Cayratia eurynema,ae,sclim,3,4,0,13,19,15,2,0,"Southeast Queensland, humid subtropical rainforests",Cayratia eurynema,Cayratia eurynema,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Causonis japonica,Cayratia japonica,ae,sclim,4,4,0,0,0,8,0,5,"Southeast Queensland, drier coastal lowland subtropical rainforests",Cayratia japonica,Causonis japonica,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cayratia saponaria,Cayratia saponaria,ae,sclim,4,6,0,0,0,2,1,0,"Southeast Queensland, drier coastal lowland subtropical rainforests",Cayratia saponaria,Cayratia saponaria,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cissus antarctica,Cissus antarctica,ae,tclim,wide,6,0,39,86,88,82,25,"Southeast Queensland, subtropical rainforests - widespread",Cissus antarctica,Cissus antarctica,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cissus hastata,Cissus hastata,ae,sclim,6,3.5,0,0,0,0,0,3,"Southeast Queensland, northern dry rainforests",Cissus hastata,Cissus hastata,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cissus hypoglauca,Cissus hypoglauca,ae,tclim,3,4.5,64,22,71,25,2,0,"Southeast Queensland, humid subtropical rainforests",Cissus hypoglauca,Cissus hypoglauca,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cissus oblonga,Cissus oblonga,ae,sclim,6,5.5,0,0,5,10,2,75,"Southeast Queensland, northern dry rainforests",Cissus oblonga,Cissus oblonga,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Clematicissus opaca,Cissus opaca,ae,sclim,6,5,0,0,33,28,28,60,"Southeast Queensland, northern dry rainforests",Cissus opaca,Clematicissus opaca,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cissus reniformis,Cissus reniformis,ae,sclim,6,7,0,0,0,0,0,18,"Southeast Queensland, northern dry rainforests",Cissus reniformis,Cissus reniformis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cissus repens,Cissus repens,ae,sclim,6,5,0,0,0,0,0,3,"Southeast Queensland, northern dry rainforests",Cissus repens,Cissus repens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Cissus sterculiifolia,Cissus sterculiifolia,ae,sclim,1,7,55,43,43,3,0,0,"Southeast Queensland, warm humid subtropical rainforests",Cissus sterculiifolia,Cissus sterculiifolia,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Vitaceae,Tetrastigma nitens,Tetrastigma nitens,ae,tclim,wide,7.5,0,48,62,68,67,73,"Southeast Queensland, subtropical rainforests - widespread",Tetrastigma nitens,Tetrastigma nitens,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Winteraceae,Tasmannia insipida,Tasmannia insipida,ae,stree,1,2,55,22,33,2,0,0,"Southeast Queensland, warm humid subtropical rainforests",Tasmannia insipida,Tasmannia insipida,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Zingiberaceae,Alpinia arundelliana,Alpinia arundelliana,ae,stree,1,NA,18,0,10,2,0,0,"Southeast Queensland, warm humid subtropical rainforests",Alpinia arundelliana,Alpinia arundelliana,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
Zingiberaceae,Alpinia caerulea,Alpinia caerulea,ae,stree,3,NA,0,22,71,55,9,13,"Southeast Queensland, humid subtropical rainforests",Alpinia caerulea,Alpinia caerulea,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-25),accepted
