floyd id,C&C id,family,family (old),genus,species,synonym,form,height,stem diameter,start of flower,end of flower,fruits,start of fruit season,end of fruit season,dispersers,dispersers_detailed,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,page Williams et al,page Floyd,page C&C,Note,"distribution (1=cosmopolitan & pantropical, 2=FNQ endemic, 2.1=endemic to SE Qld/NE NSW, 2.2=endemic to Dorrigo & Barrington Tops, 2.5=Oz endemic, 3= Oz & NG, 4= Oz & Asia, 5= Oz & Pacific Ocean Islands, 6= Gondowanan)",habitat,rainforest margins,cool temperate rainforest,warm temperate rainforest,subtropical rainforest,riverine rainforest,"dry rainforest (vine thicet, gallary forest & monsoon)","coastal (mangrove, littoral forest & coastal habitats)",tropical rainforest,gallary forest,littoral forest,mangroves,monsoon forest,swamp forest,vine thickets,wet sclerophyll forest,open forest,woodland,mountain heath,heath,coastal habitats,min alt,max alt,elevation range,"biogeographic affiliation (N) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton)",locality code (north),locality (north),lat (decimal),long (decimal),"biogeographic affinity (S) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton, 7=SE Qld, 8=NSW&VIC)",locality code (south),locality (south),lat (decimal),long (decimal),other (Oz),other (overseas),extra lat (north),extra lat (south),lat range (Oz),lat range (all),lat range (diff),lat (N) Oz int,lat (N) int,lat (S) Oz int,lat (S) int,lat range (Oz) int,lat range int
,1997,Rutaceae,,Medicosma,fareana,,tree,10,,September,April,capsule,January,August,,,,6,8,,,5,5,,,467,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1160,1160,1,54,Cedar Bay NP,15.8,145.3333333,5,122,Seaview Range,18.86666667,145.9166667,,,,,3.1,3.1,0,15,15,18,18,3,3
,1998,Rutaceae,,Medicosma,gladulosa,,tree,10,,March,December,capsule,,,,,,4,5,,,4,4,,,468,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,100,1320,1220,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,2,74,Mt Lewis,16.58333333,145.2833333,,,,,0.8,0.8,0,15,15,16,16,0.5,0.5
,1999,Rutaceae,,Medicosma,obovata,,tree,6,,January,April,capsule,June,June,,,,7,7,,,,,,,468,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,100,100,0,6,137,Mt Dryander near Proserpine,20.25,148.55,6,137,Mt Dryander near Proserpine,20.25,148.55,,,,,0,0,0,20,20,20,20,0,0
,2000,Rutaceae,,Medicosma,riparia,,shrub,3,,February,April,capsule,June,July,,,,8,12,,,5,5,,,468,,3,rainforest/dry rainforest,,,,,,1,,1,1,,,1,,,,,,,,,0,220,220,1,2,Cape York,10.68333333,142.5166667,1,28,McIlwraith Range,13.75,143.3333333,,New Guinea,8,,3.1,5.8,2.7,10,10,13,13,3,5
,2001,Rutaceae,,Medicosma,sessiliflora,,tree,10,,October,August,capsule,July,August,,,,6,10,6,6,3,3,,,468,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,750,750,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,3,101,Russell River,17.21666667,145.9666667,,,,,1.4,1.4,0,15,15,17,17,1,1
,2004,Rutaceae,,Melicope,affinis,Eudoia sp. (Mountain Euodia),tree,20,,March,March,capsule or follicle,June,July,,,,4,4,,,2,3,,,468,,2,rainforest,,,,,,,,1,,,,,,,1,1,,,,,560,900,340,2,64,Windsor Tableland,16.21666667,145.0333333,2,74,Mt Lewis,16.58333333,145.2833333,,,,,0.4,0.4,0,16,16,16,16,0.5,0.5
,2005,Rutaceae,,Melicope,bonwickii,"Euodia bonwickii, Euodia bonwickii",tree,32,,February,June,capsule or follicle,May,October,"Sulphur-crested Cockatoo, Metallic Starling, Lewin's Honeyeater & Silvereye",sulphur-crested_cockatoo metallic_starling Lewins_honeyeater silvereye,birds,4,6,4,6,3,6,,,468,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1100,1100,1,50,Cooktown,15.46666667,145.25,6,143,Sarina area,21.41666667,149.2166667,,"New Guinea, Malesia & Melanesia",-10,,6,31.4,25.5,15,-10,21,21,6,31
,2006,Rutaceae,,Melicope,broadbentiana,,tree,9,,December,September,capsule or follicle,January,December,Golden Bowerbird (bower decoration),golden_bowerbird (bower decoration),birds,9,12,5,6,3,5,,,469,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,40,1300,1260,2,68,Mt Spurgeon,16.43333333,145.2,5,124,Paluma,19,146.2,,,,,2.6,2.6,0,16,16,19,19,2,2
293,2007,Rutaceae,,Melicope,elleryana,"Euodia elleryana, Evodia accedens",tree,35,0.6,December,April,capsule or follicle,April,December,"Figbird, Victoria's Riflebird, Spotted Catbird, Satin Bowerbird, Tooth-billed Bowerbird, Olive-backed Oriole & fruit-doves",figbird Victorias_riflebird spotted_catbird satin_bowerbird tooth-billed_bowerbird olive-backed_oriole fruit_doves,birds,10,13,,,2,7,25,329,469,Davies Creek,4,tropical/riverine rainforest,,,,,1,,,1,,,,,,,,,,,,,0,800,800,1,2,Cape York,10.68333333,142.5166667,8,150,"Clarence River, NSW",29.48333333,152.6666667,NT & WA,New Guinea & Malesia,-10,,18.8,39.5,20.7,9,9,36,36,27,27
307,,Rutaceae,,Melicope,erythrococca,"Evodia erythrococca, Dinosperma erytrococca",tree,25,0.6,September,October,cocci,February,April,King Parrot,king_parrot,birds,4,4,,,3,3,27,339,,,2.1,warm temperate rainforest,,,1,,,,,,,,,,,,,,,,,,,,,8,150,"Richmond River, NSW",28.48333333,152.9666667,8,150,"Clarence River, NSW",29.48333333,152.6666667,,,,,1,1,0,9,9,36,36,27,27
,2008,Rutaceae,,Melicope,fellii,,tree,28,,July,July,capsule,May,July,,,,8,10,,,5,5,,,469,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,240,320,80,1,22,Iron Range,12.76666667,143.3166667,1,34,Cape Melville,14.16666667,144.5166667,,,,,1.4,1.4,0,12,12,14,14,1,1
,2009,Rutaceae,,Melicope,jonesii,Euodia sp. (Mountain Euodia),tree,35,,November,January,capsule or follicle,March,June,,,,6,9,,,4,4,,,469,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,300,1130,830,2,,McDowall Range,16.05,145.25,4,114,Kirrama Range,18.1,145.7,,,,,2.1,2.1,0,16,16,18,18,2,2
308,,Rutaceae,,Melicope,octandra,"Melicope australasica, Euodia octandra",tree,27,0.76,August,January,cocci,March,June,,,,,4,,,,,24,340,,ORE67,2.1,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"Pine River, Qld",27.26666667,153.0333333,8,150,"Clarence River, NSW",29.48333333,152.6666667,,,,,2.2,2.2,0,9,9,36,36,27,27
,2010,Rutaceae,,Melicope,peninsularis,Melicope sp. (Lockerbie),tree,10,,February,February,capsule,April,May,,,,10,16,16,17,4,5,,,469,,2,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,60,60,1,1,Torres Strait Islands,9.3,0,1,3,Lockerbie Scrub near Cape York,10.8,0,,,,,1.5,1.5,0,9,9,10,10,1,1
,2011,Rutaceae,,Melicope,rubra,"Euodiella muelleri, , Melicope sp. (Shiptons Flat)",tree,10,,September,March,capsule,February,August,Macleay's Honeyeater,Macleays_honeyeater,birds,15,30,20,25,4,8,,,470,,3,rainforest,,,,,,,,1,,,,,,,1,,,,,,0,900,900,1,28,McIlwraith Range,13.75,143.3333333,5,124,Paluma,19,146.2,,New Guinea,8,,5.3,11,5.8,13,13,19,19,5,11
,2012,Rutaceae,,Melicope,vitiflora,"Euodia vitiflora, Euodia littoralis",tree,40,,August,December,capsule or follicle,January,September,"Sulphur-crested Cockatoo, Emerald Dove & Giant White-tailed Rat",sulphur-crested_cockatoo emerald_dove giant_white-tailed_rat,birds mammals,5,7,,,3,5,,,470,Davies Creek,3,subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,,,,,0,1200,1200,1,2,Cape York,10.68333333,142.5166667,8,150,"Brunswick Heads, NSW",28.51666667,153.55,,New Guinea,8,,17.8,20.5,2.7,9,9,36,36,27,27
,2013,Rutaceae,,Melicope,xanthozyloides,Euodia xanthoxyloides,tree,21,,November,April,capsule,April,August,Brown Cuckoo-dove & Black-faced Cuckoo-shrike,brown_cuckoo-dove black-faced_cuckoo-shrike,birds,3,5,,,3,3,,,470,Davies Creek,4,rainforest,,,,,,,,1,,,,,,,,,,,,,20,1100,1080,1,22,Iron Range,12.76666667,143.3166667,6,142,St Helens Gap near Mackay,21,148.7,,New Guinea & Malesia,-10,,8.2,31,22.8,12,-10,21,21,8,31
309,,Rutaceae,,Microcitrus,australasica,Citrus australasica,tree,10,0.1,February,May,berry,May,August,,,,20,100,,,,,60,341,,ORE68,2.1,dry/littoral/riverine rainforest,,,,,1,1,,,,1,,,,,,,,,,,,,,7,149,"Mt Tamborine, SE Qld",27.96666667,153.1833333,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,0.5,0.5,0,9,9,36,36,27,27
,,Rutaceae,,Microcitrus,australis,Citrus australis,tree,,,,,,,,,,,65,65,65,65,,,60,,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,7,149,SE Qld,28,0,7,149,"Beenleigh, SE Qld",27.71666667,153.2,,,,,-0.3,-0.3,0,,,,,,
310,2014,Rutaceae,,Micromelum,minutum,Micromelum pubescens,tree,9,,December,June,berry,July,February,Rose-crowned Fruit-dove & Wompoo Fruit-dove,rose-crowned_fruit-dove Wompoo_fruit-dove,birds,7,10,6,7,6,6,33,342,470,,4,tropical/dry/littoral rainforest,,,,,,1,1,1,,1,,1,,1,,,,,,,0,760,760,1,1,Torres Strait Islands,9.3,0,8,150,"Lismore, NSW",28.8,153.2666667,,New Guinea & Malesia,-10,,19.5,38.8,19.3,9,9,36,36,27,27
,2015,Rutaceae,,Murraya,ovatifoliolata,"Murraya exotica var. ovatifoliolata, Murraya paniculata",shrub,4,,September,March,berry,November,August,,,,10,13,10,10,,,33,,470,,2,dry rainforest/coastal,,,,,,1,1,,,1,,1,,1,,,,,,,0,500,500,1,18,Pennefather River near Weipa,12.21666667,141.7333333,7,149,"Bundaberg, SE Qld",24.86666667,152.35,,,,,12.7,12.7,0,9,9,36,36,27,27
,2016,Rutaceae,,Murraya,paniculata,,tree,8,,July,February,berry,May,October,,,,7,20,7,12,9,9,,,471,,4,dry rainforest/coastal,,,,,,1,1,,,1,,1,,,,,,,,,0,300,300,1,1,Torres Strait Islands,9.3,0,1,50,Cooktown,15.46666667,145.25,NT & WA,"Fiji, New Caledonia, Malesia & SE Asia",-10,,6.2,25.5,19.3,9,-10,15,15,6,25
311,,Rutaceae,,Pentaceras,australis,,tree,18,0.45,June,October,,November,May,,,,40,40,,,,,33,342,,ORE72,2.1,dry/littoral/riverine rainforest,,,,,1,1,,,,1,,,,,,,,,,,,,,7,149,"Gympie, SE Qld",26.18333333,152.65,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,2.3,2.3,0,9,9,36,36,27,27
,2017,Rutaceae,,Phebalium,longifolium,Phebalium squamulosum longifolium,shrub,4,,January,December,capsule,August,December,,,,3,7,5,7,2,2,,,471,,2,rainforest,,,,,,,,1,,,,,,,1,,,,,,500,1200,700,3,93,Mt Baldy near Atherton,17.28333333,145.45,5,124,Paluma,19,146.2,,,,,1.7,1.7,0,17,17,19,19,1,1
312,,Rutaceae,,Phebalium,squameum squameum,"Eriostemon squameus, Phebalium billardieri",tree,22,0.35,September,December,cocci,December,February,,,,2,3,,,,,,343,,,2.5,warm temperate rainforest,,1,,,,,,,,,,,,,1,,,,,,,,,7,149,"McPherson Range, Qld",28.35,153,12,152,TAS,42,0,,,,,13.7,13.7,0,9,9,36,36,27,27
,2018,Rutaceae,,Pitaviaster,haplophyllus,Euodia haplophylla,tree,13,,January,December,drupe,July,May,,,,12,20,9,12,7,10,,,471,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1200,1200,1,22,Mt Carter near Iron Range,13.05,143.25,4,117,Cardwell Range,18.33333333,145.9833333,Fraser Island,,,25.25,5.3,12.2,6.9,13,13,18,25,5,12
313,2019,Rutaceae,,Sarcomelicopes,simplicifolia (simplicifolia),"Bauerella australiana, Acronychia baueri, Acronychia simplicifolia, Bauerella siumplicifolia",tree,18,0.33,March,June,drupe,April,December,White-headed Pigeon & Black-faced Cuckoo-shrike,white-headed_pigeon black-faced_cuckoo-shrike,birds,10,15,10,15,5,7,105,344,471,ORE2,5,subtropical/tropical/littoral/dry rainforest,,,,1,,1,,1,,1,,,,,,,,,,,20,1100,1080,2,64,Windsor Tableland,16.21666667,145.0333333,10,150,"Mt Dromedary, NSW",36.28333333,150.0333333,,Melanesia,0,,20.1,36.3,16.2,9,9,36,36,27,27
314,2020,Rutaceae,,Zanthoxylum,brachyacanthum,Fagara brachyacantha,tree,15,0.35,September,November,follicle,February,May,Lewin's Honeyeater,Lewins_honeyeater,birds,7,10,7,10,5,5,33,345,472,ORE102,2,warm temperate/subtropical/tropical/dry/riverine rainforest,,,1,1,1,1,,1,,,,1,,,,,,,,,30,1000,970,3,115,Forty Mile Scrub NP,18.08333333,144.8333333,8,150,"Casino, NSW",28.83333333,153.05,,,,,10.8,10.8,0,9,9,36,36,27,27
,2021,Rutaceae,,Zanthoxylum,nitidum,Zanthoxylum torvum,vine/shrub,,,May,(August),follicle,September,January,,,,4,7,4,7,4,5,,,472,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,0,500,500,2,64,Windsor Tableland,16.21666667,145.0333333,5.5,141,Eungella,21.1,148.4333333,,"New Guinea, Malesia, SE Asia & China",-30,,4.9,51.1,46.2,16,-30,21,21,4,51
,2022,Rutaceae,,Zanthoxylum,ovalifolium,,tree,6,,December,March,follicle,March,October,,,,6,7,6,7,5,5,,,472,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,400,1200,800,2,58,Bloomfield River,15.91666667,145.35,3,103,Ravenshoe,17.6,145.4833333,,"New Guinea, Malesia & Asia",-30,,1.7,47.6,45.9,15,-30,17,17,1,47
,2023,Rutaceae,,Zanthoxylum,parviflorum,,tree,15,,November,December,follicle,February,May,,,,7,7,6,6,6,6,,,472,,2.5,dry rainforest,,,,,,1,,,,,,,,1,,,,,,,0,250,250,1,1,Torres Strait Islands,9.3,0,1,22,Iron Range,12.76666667,143.3166667,NT & WA,,,,3.5,3.5,0,9,9,12,12,3,3
,2024,Rutaceae,,Zanthoxylum,rhetsa,Zanthoxylum limonelle,tree,20,,February,February,follicle,April,May,,,,6,7,6,7,6,6,,,472,,4,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,1,,,,0,140,140,1,1,Torres Strait Islands,9.3,0,1,34,Cape Melville,14.16666667,144.5166667,,"New Guinea, Malesia & Asia",-30,,4.9,44.2,39.3,9,-30,14,14,4,44
,2025,Rutaceae,,Zanthoxylum,veneficum,,tree,25,,October,November,follicle,February,April,Victoria's Riflebird,Victorias_riflebird,birds,7,8,7,8,5,6,,,472,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,120,1080,960,2,66,Daintree NP,16.15,145.3666667,3,100,Topaz,17.41666667,145.7,,,,,1.3,1.3,0,16,16,17,17,1,1
,,Rutaceae,,Zieria,arborescens,,shrub,5,,,,,,,,,,,,,,,,25,,,,2.5,margins of cool temperate/warm temperate/subtropical rainforest,,1,1,1,,,,,,,,,,,,,,,,,,,,7,149,"McPherson Range, Qld",28.35,153,12,152,TAS,42,0,,,,,13.7,13.7,0,,,,,,
,,Rutaceae,,Zieria,furfuracea,,shrub,2,,,,,,,,,,,,,,,,25,,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,7,149,SE Qld,28,0,9,150,"Macleay River Valley, NSW",32.15,152.2333333,,,,,4.2,4.2,0,,,,,,
,2026,Rutaceae,,Zieria,minutiflora,,herb/shrub,1,,January,December,capsule or follicle,January,December,,,,,,,,2,2,,,473,,2,rainforest,,,,,,,,1,,,,,,,1,1,,,,,500,1150,650,3,87,Danbulla near Lake Tinaroo,17.13333333,145.6,5,124,Paluma Range,19.16666667,146.3833333,"Shoalwater Bay, SE Qld",,,22.33,2,5.2,3.2,17,17,19,22,2,5
,2027,Rutaceae,,Zieria,montana,Zieria sp. (Thornton Peak),shrub,4,,March,January,capsule or follicle,July,(November),,,,5,5,5,5,3,3,,,473,,2,rainforest,,,,,,,,1,,,,,,,,1,,,1,,800,1280,480,2,59,Mt Pieter Botte,16.06666667,145.4,5.5,141,Eungella,21.1,148.4333333,,,,,5,5,0,16,16,21,21,5,5
,2028,Rutaceae,,Zieria,robertsiorum,,herb,0.4,,July,September,capsule or follicle,September,January,,,,3,3,1,2,2,3,,,473,,2,rainforest,,,,,,,,1,,,,,,,,,,,1,,1000,1600,600,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,3,88,Malbon Thompson Range south of Cairns,17.1,145.8833333,,,,,1.3,1.3,0,15,15,17,17,1,1
,2029,Rutaceae,,Zieria,smithii,,shrub,2,,August,September,capsule or follicle,April,September,,,,3,3,,,3,3,25,,473,,2,cool temperate/warm temperate/subtropical/tropical rainforest,,,,,,,,1,,,,,,,1,,,,,,650,1320,670,2,64,Windsor Tableland,16.21666667,145.0333333,12,152,TAS,42,0,,,,,25.8,25.8,0,9,9,36,36,27,27
,,Rutaceae,,Zieria,sp. (Brola Park),,shrub?,,,,,capsule?,,,,,,,,,,,,,,,,2.1,subtropical rainforest,,,,,,,,,,,,,,,,,,,,,,,,7,149,"Brolga Park, Qld",22.13333333,147.6833333,7,149,"Brolga Park, Qld",22.13333333,147.6833333,,,,,0,0,0,,,,,,
,2030,Santalaceae,,Anthobolus,filifolius,,shrub,3,,February,October,drupe,September,November,,,,5,9,,,,,,,473,,2.5,dry rainforest/coastal,,,,,,1,1,,,1,,1,,1,,1,,,1,,0,360,360,1,1,Torres Strait Islands,9.3,0,6,136,Whitsunday Islands,20.23333333,148.9666667,NT,,,,10.9,10.9,0,9,9,20,20,10,10
,2031,Santalaceae,,Dendromyza,reinwardtiana,,vine,,,July,(November),drupe,November,December,,,,6,8,5,5,5,5,,,473,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,75,240,165,1,22,Iron Range,12.76666667,143.3166667,1,22.5,Chester River south of Iron Range,13.7,143.5333333,,"New Guinea, Malesia & Melanesia",-10,,0.9,23.7,22.8,12,-10,13,13,0.5,23
,2032,Santalaceae,,Dendrotrophe,varians,,vine,,,June,September,drupe,January,April,,,,10,15,11,13,7,11,,,474,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,700,1300,600,2,64,Windsor Tableland,16.21666667,145.0333333,5.5,141,Eungella,21.1,148.4333333,,"New Guinea, Malesia & Asia",-30,,4.9,51.1,46.2,16,-30,21,21,4,51
315,2033,Santalaceae,,Exocarpos,latifolius,Exocarpos floribundus,tree,10,0.15,January,July,drupe,June,December,"Rose-crowned Fruit-dove, White-bellied Cuckoo-shrike & Figbird",rose-crowned_fruit-dove white-bellied_cuckoo-shrike figbird,birds,5,10,,,7,7,87,345,474,,4,dry/littoral/riverine rainforest,,,,,1,1,1,,,1,,1,,1,,1,,,,,0,900,900,1,1,Torres Strait Islands,9.3,0,8,150,"Evans Head, NSW",29.06666667,153.4333333,NT & WA,Malesia,-10,,19.8,39.1,19.3,9,9,36,36,27,27
,2034,Santalaceae,,Santalum,lanceolatum,"Santalum lanceolatum var. venosum, Santalum venosum",tree,7,,January,December,drupe,December,January,,,,7,15,7,12,,,,,474,,2.5,dry rainforest/coastal,,,,,,1,1,,,1,,1,,1,,1,1,,,,0,900,900,1,2,Cape York,10.68333333,142.5166667,9,150,"Hunter Valley, NSW",32.08333333,150.9833333,NT & WA,,,,21.4,21.4,0,10,10,32,32,21,21
,2035,Sapindaceae,,Alectryon,connatus,,tree,20,,September,March,thin-walled capsule,January,December,"Brown Cuckoo-dove, Black-faced Cuckoo-shrike & Lewin's Honeyeater",brown_cuckoo-dove black-faced_cuckoo-shrike Lewins_honeyeater,birds,8,12,8,20,4,5,43,,476,,3,dry rainforest/coastal,,,,,,1,1,,,1,,1,,1,,,,,,,0,800,800,1,22,Iron Range,12.76666667,143.3166667,9,150,"Currabubula, NSW",31.25,150.7333333,,New Guinea,8,,18.5,23.3,4.8,9,9,36,36,27,27
316,,Sapindaceae,,Alectryon,coriaceus,"Nephelium coriaceum, Nephelium smicinereus, Alectyon smicinereus",tree,6,0.15,December,December,capsule,March,July,Green Catbird,green_catbird,birds,6,6,6,6,4,6,22,347,,,2.5,littoral rainforest,,,,,,,,,,1,,,,,,,,,,,,,,7,149,"Maryborough, SE Qld",25.53333333,152.7,9,150,"Newcastle, NSW",32.91666667,151.7833333,,,,,7.4,7.4,0,9,9,36,36,27,27
,2036,Sapindaceae,,Alectryon,diversifolius,Heterodendrum diversifolium,shrub,5,,September,February (May),capsule,April,April,,,,5,12,5,15,,,"67, 99",,476,,2,warm temperate/subtropical/tropical/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,40,400,360,6,132,Collinsville area south of Bowen,20.55,147.8333333,7,150,"Acacia Creek and Warialda, NSW",28.28333333,152.5,,,,,7.7,7.7,0,9,9,36,36,27,27
317,,Sapindaceae,,Alectryon,forsythii,,tree,8,0.36,October,November,woody capsule,March,March,,,,18,18,8,8,,,22,348,,,2.2,escarpment,,,,,,1,,,,,,,,,,,,,,,400,600,,9,150,"Guy Fawkes River, NSW",30.15,152.3166667,9,150,"Nundle, NSW",31.45,151.3,,,,,1.3,1.3,0,9,9,36,36,27,27
,2037,Sapindaceae,,Alectryon,oleifolius,"Heterodendrum oleifolium, Heterodendrum microcalyx, Heterodendrum floribundum",tree,13,,January,December,capsule,August,March,,,,8,8,10,25,,,,,476,,2.5,dry rainforest,,,,,,1,,,,,,1,,,,1,,,,,225,725,500,4,,Mt Surprise,18.13333333,144.2833333,9,150,"Hunter Valley, NSW",32.08333333,150.9833333,NT & WA,,,,14,14,0,9,9,36,36,27,27
,,Sapindaceae,,Alectryon,ramiflorus,,,,,,,capsule?,,,,,,,,,,,,,,,"Reynolds, S. T. 1987. Notes on Sapindaceae, V. Austrobaileya 2(4) 332",2.1,subtropical rainforest,,,,,,,,,,,,,,,,,,,,,,,,7,149,"Cordalba State Forest, S of Bundaberg",25.13333333,152.1333333,7,149,"Cordalba State Forest, S of Bundaberg",25.13333333,152.1333333,,,,,0,0,0,,,,,,
,2038,Sapindaceae,,Alectryon,repandodentatus,,tree,10,,June,July (January),thin-walled capsule,February,February,,,,7,12,14,16,,,,,476,,3,rainforest,,,,,,,,1,,,,,,,,,,,,,0,20,20,1,1,Murray Island in Torres Strait,9.9,144.05,1,1,Murray Island in Torres Strait,9.9,144.05,,New Guinea,8,,0,1.9,1.9,9,9,9,9,0,1
,2039,Sapindaceae,,Alectryon,reticulatus,Alectryon unilobus,tree,10,,November,December (May),thin-walled capsule,June,August,,,,8,16,8,14,5,5,,,476,,2,subtropical/tropical/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,400,400,1,2,Cape York,10.68333333,142.5166667,7,149,"Mt Tamborine, SE Qld",27.96666667,153.1833333,,,,,17.3,17.3,0,9,9,36,36,27,27
,2040,Sapindaceae,,Alectryon,semicinereus,Alectryon laevis,tree,15,,December,February,thin-walled capsule,April,May,,,,6,12,6,12,4,5,,,476,,2,subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,,,,,200,950,750,3,93,Mt Baldy near Atherton,17.28333333,145.45,7,149,"Caboolture area, SE Qld",27.08333333,152.95,,,,,9.8,9.8,0,9,9,36,36,27,27
318,,Sapindaceae,,Alectryon,subcinereus,Nephelium leiocarpum,tree,18,0.3,December,January,capsule,April,August,Green Catbird,green_catbird,birds,,9,,9,,6,"22,23,45,46",349,,ORE183,2.5,dry/littoral/riverine rainforest,,,,,1,1,,,,1,,,,,,,,,,,,,,7,149,Kroombit Tops south of Galdstone,24.38333333,150.95,11,151,"East Gippsland, VIC",37.5,0,,,,,13.1,13.1,0,9,9,36,36,27,27
319,,Sapindaceae,,Alectryon,subdentatus,Nephelium subdentatum,tree,11,0.2,December,April,capsule,November,November,,,,13,15,13,15,,,"22, 46",350,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,7,149,"Kilcoy, Qld",26.93333333,152.5666667,9,150,"Gloucester, NSW",31.98333333,151.9666667,,,,,5.1,5.1,0,9,9,36,36,27,27
320,2041,Sapindaceae,,Alectryon,tomentosus,Nephelium tomentosum,tree,20,0.3,November,March,thin-walled capsule,January,June,many bird species,many_birds,birds,8,12,6,22,5,8,46,350,476,,3,warm temperate/subtropical/tropical/dry/riverine rainforest,,,1,1,1,1,,1,,,,1,,1,,,1,,,,0,950,950,1,2,Cape York,10.68333333,142.5166667,9,150,"Hunter Valley, NSW",32.08333333,150.9833333,,New Guinea,8,,21.4,24.1,2.7,9,9,36,36,27,27
,2042,Sapindaceae,,Alectryon,tropicus,Heterodendrum tropicum,tree,8,,April,(August),woody capsule,March,May,,,,6,13,16,28,6,8,,,477,,2,dry rainforest,,,,,,1,,,,,,1,,1,,,,,,,240,650,410,2,56,Palmerville near Lakeland Downs,16,144.0666667,6,131,Mt Cooper near Charters Towers,20.5,146.8166667,,,,,4.5,4.5,0,16,16,20,20,4,4
,,Sapindaceae,,Alectryon,unilobatus,,tree,,,,,,,,,,,,,,,,,45,,,,2.1,subtropical/dry rainforest,,,,1,,1,,,,,,,,,,,,,,,,,,7,149,SE Qld,28,0,7,149,"Mt Tamborine, SE Qld",27.96666667,153.1833333,,,,,0,0,0,,,,,,
,2043,Sapindaceae,,Allophylus,cobbe,,vine/shrub,6,,September,March,berry,November,April,,,,5,10,4,9,4,8,,,477,,4,dry rainforest/coastal,,,,,,1,1,,,1,1,1,,1,,,,,,,0,500,500,1,1,Torres Strait Islands,9.3,0,4,117,Cardwell Range,18.33333333,145.9833333,NT,"New Guinea, Malesia, Asia, Sri Lanka & Africa",-30,,9,48.3,39.3,9,-30,18,18,9,48
,2048,Sapindaceae,,Arytera,(Dryander Creek),,tree,6,,November,November,capsule,January,January,,,,8,8,,,,,,,478,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,60,100,40,6,137,Mt Dryander near Proserpine,20.25,148.55,6,142,Mt Jukes north of Mackay,21,148.95,,,,,0.8,0.8,0,20,20,21,21,0.5,0.5
,2044,Sapindaceae,,Arytera,bifoliolata,,tree,10,,August,December,capsule,December,March,,,,10,10,8,8,10,10,,,477,,2.5,dry rainforest/coastal,,,,,,1,1,,,1,,1,,,,,,,,,0,250,250,1,2,Cape York,10.68333333,142.5166667,1,50,Cooktown,15.46666667,145.25,NT,,,,4.8,4.8,0,10,10,15,15,4,4
321,,Sapindaceae,,Arytera,distylis,"Nephelium distylis, Ratonia distylis",tree,24,0.35,September,October,capsule,October,February,Figbird & Regent Bowerbird,figbird regent_bowerbird,birds,9,13,,,9,9,22,351,,ORE15,2.5,riverine/littoral rainforest,,,,,1,,,,,1,,,,,,,,,,,,,,6,132,Bowen,20,148.2333333,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,8.5,8.5,0,9,9,36,36,27,27
322,2045,Sapindaceae,,Arytera,divaricata,Nephelium divaricatum,tree,30,,November,May,capsule,May,January,Metallic Starling,metallic_starling,birds,13,16,10,14,10,15,38,352,478,,2,tropical/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,1260,1260,1,2,Cape York,10.68333333,142.5166667,9,150,"Port Stephens, NSW",32.68333333,152,,,,,22,22,0,9,9,36,36,27,27
