dataset_id.x,species_name,site_name.x,observation_id.x,trait_name.x,value,unit.x,value_type,replicates.x,original_name.x,dataset_id.y,site_name.y,observation_id.y,trait_name.y,unit.y,replicates.y,original_name.y
Metcalfe_2009,Racosperma celsum,Henry's,Metcalfe_2009_001,wood_density,0.653,mg/mm3,multisite_mean,unknown,Acacia celsa,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Acacia cincinnata,McDonald's,Metcalfe_2009_002,wood_density,0.764,mg/mm3,multisite_mean,unknown,Acacia cincinnata,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Acacia mangium,Mackay's,Metcalfe_2009_003,wood_density,0.565,mg/mm3,multisite_mean,unknown,Acacia mangium,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Syzygium claviflorum,Henry's,Metcalfe_2009_005,wood_density,0.653,mg/mm3,multisite_mean,unknown,Acmenosperma claviflorum,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Syzygium hemilamprum,Mackay's,Metcalfe_2009_006,wood_density,0.601,mg/mm3,multisite_mean,unknown,Acmena hemilampra ssp. hemilampra,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Acronychia vestita,McDonald's,Metcalfe_2009_007,wood_density,0.577,mg/mm3,multisite_mean,unknown,Acronychia vestita,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Adenanthera pavonina,McDonald's,Metcalfe_2009_008,wood_density,0.6,mg/mm3,multisite_mean,unknown,Adenanthera pavonina,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Aglaia sapindina,Weiss,Metcalfe_2009_010,wood_density,0.437,mg/mm3,multisite_mean,unknown,Aglaia sapindina,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Ailanthus integrifolia,McDonald's,Metcalfe_2009_011,wood_density,0.426,mg/mm3,multisite_mean,unknown,Ailanthus integrifolia ssp. integrifolia,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Aleurites rockinghamensis,McDonald's,Metcalfe_2009_012,wood_density,0.389,mg/mm3,multisite_mean,unknown,Aleurites rockinghamensis,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Alphitonia incana,Zonta,Metcalfe_2009_013,wood_density,0.574,mg/mm3,multisite_mean,unknown,Alphitonia incana,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Alstonia muelleriana,Mackay's,Metcalfe_2009_015,wood_density,0.669,mg/mm3,multisite_mean,unknown,Alstonia muelleriana,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Alstonia scholaris,McDonald's,Metcalfe_2009_016,wood_density,0.333,mg/mm3,multisite_mean,unknown,Alstonia scholaris,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Antirhea tenuiflora,McDonald's,Metcalfe_2009_020,wood_density,0.536,mg/mm3,multisite_mean,unknown,Antirhea tenuiflora,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Archontophoenix alexandrae,Mackay's,Metcalfe_2009_021,wood_density,0.589,mg/mm3,multisite_mean,unknown,Archontophoenix alexandrae,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Ardisia brevipedata,Weiss,Metcalfe_2009_022,wood_density,0.672,mg/mm3,multisite_mean,unknown,Ardisia brevipedata,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Arytera divaricata,Mackay's,Metcalfe_2009_024,wood_density,0.605,mg/mm3,multisite_mean,unknown,Arytera divaricata,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Atractocarpus fitzalanii,McDonald's,Metcalfe_2009_026,wood_density,0.681,mg/mm3,multisite_mean,unknown,Atractocarpus fitzalanii ssp. fitzalanii,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Austrosteenisia blackii,McDonald's,Metcalfe_2009_027,wood_density,0.479,mg/mm3,multisite_mean,unknown,Austrosteenisia blackii,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Barringtonia racemosa,Harney's,Metcalfe_2009_028,wood_density,0.449,mg/mm3,multisite_mean,unknown,Barringtonia racemosa,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Beilschmiedia obtusifolia,Harney's,Metcalfe_2009_029,wood_density,0.597,mg/mm3,multisite_mean,unknown,Beilschmiedia obtusifolia,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Brachychiton acerifolius,Henry's,Metcalfe_2009_030,wood_density,0.333,mg/mm3,multisite_mean,unknown,Brachychiton acerifolius,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Breynia cernua,Mackay's,Metcalfe_2009_031,wood_density,0.51,mg/mm3,multisite_mean,unknown,Breynia cernua,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Bridelia insulana,Shane's,Metcalfe_2009_032,wood_density,0.591,mg/mm3,multisite_mean,unknown,Bridelia insulana,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Calamus australis,Zonta,Metcalfe_2009_033,wood_density,0.63,mg/mm3,multisite_mean,unknown,Calamus australis,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Calamus caryotoides,Harney's,Metcalfe_2009_034,wood_density,0.456,mg/mm3,multisite_mean,unknown,Calamus caryotoides,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Calamus moti,McDonald's,Metcalfe_2009_035,wood_density,0.595,mg/mm3,multisite_mean,unknown,Calamus moti,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Callicarpa longifolia,Mackay's,Metcalfe_2009_036,wood_density,0.38,mg/mm3,multisite_mean,unknown,Callicarpa longifolia,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Calophyllum calaba var. australianum,Siam,Metcalfe_2009_037,wood_density,0.601,mg/mm3,multisite_mean,unknown,Calophyllum australianum,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Canarium acutifolium,Mackay's,Metcalfe_2009_039,wood_density,0.506,mg/mm3,multisite_mean,unknown,Canarium acutifolium var. acutifolium,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cananga odorata,Zonta,Metcalfe_2009_040,wood_density,0.389,mg/mm3,multisite_mean,unknown,Cananga odorata,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Canarium vitiense,Mackay's,Metcalfe_2009_041,wood_density,0.445,mg/mm3,multisite_mean,unknown,Canarium vitiense,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Carallia brachiata,Siam,Metcalfe_2009_042,wood_density,0.601,mg/mm3,multisite_mean,unknown,Carallia brachiata,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cardwellia sublimis,Harney's,Metcalfe_2009_044,wood_density,0.461,mg/mm3,multisite_mean,unknown,Cardwellia sublimis,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Casearia dallachyi,Zonta,Metcalfe_2009_046,wood_density,0.582,mg/mm3,multisite_mean,unknown,Casearia dallachii,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Casearia sp. (Mission Beach B.P.Hyland 773),Henry's,Metcalfe_2009_047,wood_density,0.613,mg/mm3,multisite_mean,unknown,Casearia sp. (Mission Beach B.P.Hyland 773),NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Castanospora alphandi,Siam,Metcalfe_2009_048,wood_density,0.581,mg/mm3,multisite_mean,unknown,Castanospora alphandii,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Castanospermum australe,Henry's,Metcalfe_2009_049,wood_density,0.621,mg/mm3,multisite_mean,unknown,Castanospermum australe,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Chionanthus ramiflorus,Harney's,Metcalfe_2009_055,wood_density,0.713,mg/mm3,multisite_mean,unknown,Chionanthus ramiflora,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Nothocissus penninervis,Zonta,Metcalfe_2009_059,wood_density,0.578,mg/mm3,multisite_mean,unknown,Cissus penninervis,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Claoxylon tenerifolium,Siam,Metcalfe_2009_060,wood_density,0.331,mg/mm3,multisite_mean,unknown,Claoxylon tenerifolium,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Clerodendrum tracyanum,Mackay's,Metcalfe_2009_063,wood_density,0.4,mg/mm3,multisite_mean,unknown,Clerodendrum tracyanum,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Commersonia bartramia,Harney's,Metcalfe_2009_064,wood_density,0.413,mg/mm3,multisite_mean,unknown,Commersonia bartramia,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cordyline cannifolia,McDonald's,Metcalfe_2009_067,wood_density,0.863,mg/mm3,multisite_mean,unknown,Cordyline cannifolia,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cordia dichotoma,McDonald's,Metcalfe_2009_068,wood_density,0.437,mg/mm3,multisite_mean,unknown,Cordia dichotoma,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cordyline manners-suttoniae,Harney's,Metcalfe_2009_069,wood_density,0.863,mg/mm3,multisite_mean,unknown,Cordyline manners-suttoniae,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cryptocarya clarksoniana,Henry's,Metcalfe_2009_074,wood_density,0.765,mg/mm3,multisite_mean,unknown,Cryptocarya clarksoniana,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cryptocarya hypospodia,McDonald's,Metcalfe_2009_075,wood_density,0.525,mg/mm3,multisite_mean,unknown,Cryptocarya hypospodia,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cryptocarya laevigata,Mackay's,Metcalfe_2009_076,wood_density,0.725,mg/mm3,multisite_mean,unknown,Cryptocarya laevigata,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cryptocarya mackinnoniana,Siam,Metcalfe_2009_077,wood_density,0.717,mg/mm3,multisite_mean,unknown,Cryptocarya mackinnoniana,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cryptocarya murrayi,Mackay's,Metcalfe_2009_078,wood_density,0.645,mg/mm3,multisite_mean,unknown,Cryptocarya murrayi,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cryptocarya triplinervis var. riparia,McDonald's,Metcalfe_2009_079,wood_density,0.637,mg/mm3,multisite_mean,unknown,Cryptocarya triplinervis var. riparia,NA,NA,NA,NA,NA,NA,NA
Metcalfe_2009,Cryptocarya vulgaris,Mackay's,Metcalfe_2009_080,wood_density,0.797,mg/mm3,multisite_mean,unknown,Cryptocarya vulgaris,NA,NA,NA,NA,NA,NA,NA
