dataset_id.x,species_name,site_name.x,observation_id.x,trait_name.x,value.x,unit.x,value_type,replicates.x,original_name.x,dataset_id.y,site_name.y,observation_id.y,trait_name.y,value.y,unit.y,replicates.y,original_name.y
Kooyman_2011,Dicliptera spicata,NA,Kooyman_2011_0001,seed_length,1,mm,expert_min,NA,Dicliptera spicata,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Dicliptera spicata,NA,Kooyman_2011_0001,seed_length,2,mm,expert_max,NA,Dicliptera spicata,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Dipteracanthus australasicus,NA,Kooyman_2011_0002,seed_length,1,mm,expert_min,NA,Dipteracanthus australasicus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Dipteracanthus australasicus,NA,Kooyman_2011_0002,seed_length,2,mm,expert_max,NA,Dipteracanthus australasicus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum excelsum,NA,Kooyman_2011_0003,seed_length,3,mm,expert_min,NA,Graptophyllum excelsum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum excelsum,NA,Kooyman_2011_0003,seed_length,5,mm,expert_max,NA,Graptophyllum excelsum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum ilicifolium,NA,Kooyman_2011_0004,seed_length,2,mm,expert_min,NA,Graptophyllum ilicifolium,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum ilicifolium,NA,Kooyman_2011_0004,seed_length,4,mm,expert_max,NA,Graptophyllum ilicifolium,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum reticulatum,NA,Kooyman_2011_0005,seed_length,2,mm,expert_min,NA,Graptophyllum reticulatum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum reticulatum,NA,Kooyman_2011_0005,seed_length,4,mm,expert_max,NA,Graptophyllum reticulatum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum spinigerum,NA,Kooyman_2011_0006,seed_length,3,mm,expert_min,NA,Graptophyllum spinigerum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Graptophyllum spinigerum,NA,Kooyman_2011_0006,seed_length,5,mm,expert_max,NA,Graptophyllum spinigerum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Justicia hygrophiloides,NA,Kooyman_2011_0007,seed_length,2,mm,expert_min,NA,Harnieria hygrophiloides,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Justicia hygrophiloides,NA,Kooyman_2011_0007,seed_length,2,mm,expert_max,NA,Harnieria hygrophiloides,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hemigraphis ciliata,NA,Kooyman_2011_0008,seed_length,1,mm,expert_min,NA,Hemigraphis royenii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hemigraphis ciliata,NA,Kooyman_2011_0008,seed_length,2,mm,expert_max,NA,Hemigraphis royenii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hypoestes floribunda,NA,Kooyman_2011_0009,seed_length,1,mm,expert_min,NA,Hypoestes floribunda,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hypoestes floribunda,NA,Kooyman_2011_0009,seed_length,2,mm,expert_max,NA,Hypoestes floribunda,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Rhaphidospora cavernarum,NA,Kooyman_2011_0010,seed_length,2,mm,expert_min,NA,Rhaphidospora cavernarum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Rhaphidospora cavernarum,NA,Kooyman_2011_0010,seed_length,3,mm,expert_max,NA,Rhaphidospora cavernarum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Rostellularia adscendens,NA,Kooyman_2011_0011,seed_length,1,mm,expert_min,NA,Rostellularia adscendens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Rostellularia adscendens,NA,Kooyman_2011_0011,seed_length,1,mm,expert_max,NA,Rostellularia adscendens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Saurauia andreana,NA,Kooyman_2011_0012,seed_length,0.5,mm,expert_min,NA,Saurauia andreana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Saurauia andreana,NA,Kooyman_2011_0012,seed_length,0.5,mm,expert_max,NA,Saurauia andreana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Crispiloba disperma,NA,Kooyman_2011_0013,seed_length,8,mm,expert_min,NA,Crispiloba disperma,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Crispiloba disperma,NA,Kooyman_2011_0013,seed_length,11,mm,expert_max,NA,Crispiloba disperma,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wittsteinia vacciniacea,NA,Kooyman_2011_0014,seed_length,1,mm,expert_min,NA,Wittsteinia vacciniacea,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wittsteinia vacciniacea,NA,Kooyman_2011_0014,seed_length,1,mm,expert_max,NA,Wittsteinia vacciniacea,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Achyranthes aspera,NA,Kooyman_2011_0015,seed_length,1,mm,expert_min,NA,Achyranthes aspera,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Achyranthes aspera,NA,Kooyman_2011_0015,seed_length,2,mm,expert_max,NA,Achyranthes aspera,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Buchanania arborescens,NA,Kooyman_2011_0016,seed_length,6,mm,expert_min,NA,Buchanania arborescens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Buchanania arborescens,NA,Kooyman_2011_0016,seed_length,9,mm,expert_max,NA,Buchanania arborescens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Buchanania mangoides,NA,Kooyman_2011_0017,seed_length,4,mm,expert_min,NA,Buchanania mangoides,NA,NA,NA,NA,NA,NA,NA,NA
