dataset_id.x,species_name,site_name.x,observation_id.x,trait_name.x,value.x,unit.x,value_type,replicates.x,original_name.x,dataset_id.y,site_name.y,observation_id.y,trait_name.y,value.y,unit.y,replicates.y,original_name.y
Kooyman_2011,Neolitsea brassii,NA,Kooyman_2011_0542,plant_height,25,m,expert_max,NA,Neolitsea brassii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Neolitsea dealbata,NA,Kooyman_2011_0543,plant_height,15,m,expert_max,NA,Neolitsea dealbata,Sams_2017,NA,Sams_2017_033,plant_height,15,m,unknown,Neolitsea dealbata
Kooyman_2011,Barringtonia acutangula,NA,Kooyman_2011_0544,plant_height,25,m,expert_max,NA,Barringtonia acutangula-acutangula,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Barringtonia asiatica,NA,Kooyman_2011_0545,plant_height,30,m,expert_max,NA,Barringtonia asiatica,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Barringtonia calyptrata,NA,Kooyman_2011_0546,plant_height,30,m,expert_max,NA,Barringtonia calyptrata,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Barringtonia racemosa,NA,Kooyman_2011_0547,plant_height,27,m,expert_max,NA,Barringtonia racemosa,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Planchonia careya,NA,Kooyman_2011_0548,plant_height,15,m,expert_max,NA,Planchonia careya,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Planchonia rupestris,NA,Kooyman_2011_0549,plant_height,8,m,expert_max,NA,Planchonia rupestris,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Geniostoma rupestre,NA,Kooyman_2011_0550,plant_height,10,m,expert_max,NA,Geniostoma rupestre,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Strychnos lucida,NA,Kooyman_2011_0551,plant_height,12,m,expert_max,NA,Strychnos lucida,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Strychnos psilosperma,NA,Kooyman_2011_0552,plant_height,6,m,expert_max,NA,Strychnos psilosperma,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Lagerstroemia archeriana,NA,Kooyman_2011_0553,plant_height,15,m,expert_max,NA,Lagerstroemia archeriana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Pemphis acidula,NA,Kooyman_2011_0554,plant_height,4,m,expert_max,NA,Pemphis acidula,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sonneratia alba,NA,Kooyman_2011_0555,plant_height,20,m,expert_max,NA,Sonneratia alba,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sonneratia caseolaris,NA,Kooyman_2011_0556,plant_height,20,m,expert_max,NA,Sonneratia caseolaris,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sonneratia lanceolata,NA,Kooyman_2011_0557,plant_height,20,m,expert_max,NA,Sonneratia lanceolata,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Maesa haplobotrys,NA,Kooyman_2011_0558,plant_height,7,m,expert_max,NA,Maesa haplobotrys,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Abroma augusta,NA,Kooyman_2011_0559,plant_height,5,m,expert_max,NA,Abroma mollis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Abutilon aff. subviscosum,NA,Kooyman_2011_0560,plant_height,2,m,expert_max,NA,Abutilon aff. subviscosum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Abutilon auritum,NA,Kooyman_2011_0561,plant_height,3,m,expert_max,NA,Abutilon auritum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Abutilon indicum var. australiense,NA,Kooyman_2011_0562,plant_height,4,m,expert_max,NA,Abutilon indicum-australiense,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Abutilon Mataranka,NA,Kooyman_2011_0563,plant_height,2,m,expert_max,NA,Abutilon Mataranka,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Abutilon micropetalum,NA,Kooyman_2011_0564,plant_height,3,m,expert_max,NA,Abutilon micropetalum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Abutilon oxycarpum,NA,Kooyman_2011_0565,plant_height,2.5,m,expert_max,NA,Abutilon oxycarpum-acutatum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Berrya javanica,NA,Kooyman_2011_0566,plant_height,25,m,expert_max,NA,Berrya javanica,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton acerifolius,NA,Kooyman_2011_0567,plant_height,45,m,expert_max,NA,Brachychiton acerifolius,Sams_2017,NA,Sams_2017_053,plant_height,45,m,unknown,Brachychiton acerifolius
Kooyman_2011,Brachychiton australis,NA,Kooyman_2011_0568,plant_height,20,m,expert_max,NA,Brachychiton australis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton bidwillii,NA,Kooyman_2011_0569,plant_height,5,m,expert_max,NA,Brachychiton bidwillii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton chillagoensis,NA,Kooyman_2011_0570,plant_height,10,m,expert_max,NA,Brachychiton chillagoensis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton compactus,NA,Kooyman_2011_0571,plant_height,15,m,expert_max,NA,Brachychiton compactus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton discolor,NA,Kooyman_2011_0572,plant_height,35,m,expert_max,NA,Brachychiton discolor,Sams_2017,NA,Sams_2017_072,plant_height,35,m,unknown,Brachychiton discolor
Kooyman_2011,Brachychiton diversifolius,NA,Kooyman_2011_0573,plant_height,12,m,expert_max,NA,Brachychiton diversifolius,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton garrawayae,NA,Kooyman_2011_0574,plant_height,12,m,expert_max,NA,Brachychiton garrawayae,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton grandiflorus,NA,Kooyman_2011_0575,plant_height,20,m,expert_max,NA,Brachychiton grandiflorus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton Ormeau,NA,Kooyman_2011_0576,plant_height,20,m,expert_max,NA,Brachychiton Ormeau,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton paradoxus,NA,Kooyman_2011_0577,plant_height,6,m,expert_max,NA,Brachychiton paradoxus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton populneus,NA,Kooyman_2011_0578,plant_height,20,m,expert_max,NA,Brachychiton populneus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton rupestris,NA,Kooyman_2011_0579,plant_height,25,m,expert_max,NA,Brachychiton rupestris,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton velutinosus,NA,Kooyman_2011_0580,plant_height,20,m,expert_max,NA,Brachychiton velutinosus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton viridiflorus,NA,Kooyman_2011_0581,plant_height,15,m,expert_max,NA,Brachychiton viridiflorus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brachychiton xanthophyllus,NA,Kooyman_2011_0582,plant_height,10,m,expert_max,NA,Brachychiton xanthophyllus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Brownlowia argentata,NA,Kooyman_2011_0583,plant_height,10,m,expert_max,NA,Brownlowia argentea,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Commersonia bartramia,NA,Kooyman_2011_0584,plant_height,25,m,expert_max,NA,Commersonia bartramia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Commersonia fraseri,NA,Kooyman_2011_0585,plant_height,6,m,expert_max,NA,Commersonia fraseri,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Indagator fordii,NA,Kooyman_2011_0586,plant_height,10,m,expert_max,NA,Indigator fordii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Commersonia macrostipulata,NA,Kooyman_2011_0587,plant_height,10,m,expert_max,NA,Commersonia macrostipulata,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Commersonia rossii,NA,Kooyman_2011_0588,plant_height,6,m,expert_max,NA,Commersonia rossii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Firmiana papuana,NA,Kooyman_2011_0589,plant_height,25,m,expert_max,NA,Firmiana papuana,Sams_2017,NA,Sams_2017_142,plant_height,25,m,unknown,Firmiana papuana
Kooyman_2011,Franciscodendron laurifolium,NA,Kooyman_2011_0590,plant_height,30,m,expert_max,NA,Franciscodendron laurifolium,Sams_2017,NA,Sams_2017_198,plant_height,30,m,unknown,Franciscodendron laurifolium
Kooyman_2011,Grewia australis,NA,Kooyman_2011_0591,plant_height,4,m,expert_max,NA,Grewia australis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Grewia breviflora,NA,Kooyman_2011_0592,plant_height,14,m,expert_max,NA,Grewia breviflora,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Grewia latifolia,NA,Kooyman_2011_0593,plant_height,2,m,expert_max,NA,Grewia latifolia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Grewia mesomischa,NA,Kooyman_2011_0594,plant_height,3,m,expert_max,NA,Grewia mesomischa,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Grewia oxyphylla,NA,Kooyman_2011_0595,plant_height,5,m,expert_max,NA,Grewia oxyphylla,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Grewia papuana,NA,Kooyman_2011_0596,plant_height,15,m,expert_max,NA,Grewia papuana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Grewia retusifolia,NA,Kooyman_2011_0597,plant_height,1.5,m,expert_max,NA,Grewia retusifolia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Grewia scabrella,NA,Kooyman_2011_0598,plant_height,5,m,expert_max,NA,Grewia scabrella,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Helicteres hirsuta,NA,Kooyman_2011_0599,plant_height,3,m,expert_max,NA,Helicteres hirsuta,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Helicteres isora,NA,Kooyman_2011_0600,plant_height,3,m,expert_max,NA,Helicteres isora,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Helicteres semiglabra,NA,Kooyman_2011_0601,plant_height,2,m,expert_max,NA,Helicteres semiglabra,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Heritiera littoralis,NA,Kooyman_2011_0602,plant_height,15,m,expert_max,NA,Heritiera littoralis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus divaricatus,NA,Kooyman_2011_0603,plant_height,5,m,expert_max,NA,Hibiscus divaricatus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus diversifolius,NA,Kooyman_2011_0604,plant_height,4,m,expert_max,NA,Hibiscus diversifolius,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus fosteri,NA,Kooyman_2011_0605,plant_height,3,m,expert_max,NA,Hibiscus forsteri,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus geranioides,NA,Kooyman_2011_0606,plant_height,3,m,expert_max,NA,Hibiscus geranioides,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus heterophyllus,NA,Kooyman_2011_0607,plant_height,8,m,expert_max,NA,Hibiscus heterophyllus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus krichauffianus,NA,Kooyman_2011_0608,plant_height,1,m,expert_max,NA,Hibiscus krichauffianus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus normanii,NA,Kooyman_2011_0609,plant_height,1.5,m,expert_max,NA,Hibiscus normanii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus peralbus,NA,Kooyman_2011_0610,plant_height,1.5,m,expert_max,NA,Hibiscus peralbus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus splendens,NA,Kooyman_2011_0611,plant_height,7,m,expert_max,NA,Hibiscus splendens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus tiliaceus,NA,Kooyman_2011_0612,plant_height,12,m,expert_max,NA,Hibiscus tiliaceus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus vitifolius,NA,Kooyman_2011_0613,plant_height,1,m,expert_max,NA,Hibiscus vitifolius,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Howittia trilocularis,NA,Kooyman_2011_0614,plant_height,3,m,expert_max,NA,Howittia trilocularis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Kleinhovia hospita,NA,Kooyman_2011_0615,plant_height,8,m,expert_max,NA,Kleinhovia hospita,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Lagunaria patersonia,NA,Kooyman_2011_0616,plant_height,20,m,expert_max,NA,Lagunaria patersonii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus propulsator,NA,Kooyman_2011_0617,plant_height,3,m,expert_max,NA,Hibiscus propulsator,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus tozerensis,NA,Kooyman_2011_0618,plant_height,4,m,expert_max,NA,Hibiscus tozerensis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hibiscus macilwraithensis,NA,Kooyman_2011_0619,plant_height,4,m,expert_max,NA,Hibiscus macilwraithensis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Malvastrum chillagoense,NA,Kooyman_2011_0620,plant_height,1,m,expert_max,NA,Malvastrum chillagoense,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Melhania brachycarpa,NA,Kooyman_2011_0621,plant_height,1,m,expert_max,NA,Melhania brachycarpa,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Melhania oblongifolia,NA,Kooyman_2011_0622,plant_height,1,m,expert_max,NA,Melhania oblongifolia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Melochia umbellata,NA,Kooyman_2011_0623,plant_height,20,m,expert_max,NA,Melochia umbellata,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Pavonia calycina,NA,Kooyman_2011_0624,plant_height,1,m,expert_max,NA,Pavonia calycina,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sida rohlenae subsp. rohlenae,NA,Kooyman_2011_0625,plant_height,1,m,expert_max,NA,Sida rohlenae ssp. rohlenae,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sida sp. (Small Flower BG 5657),NA,Kooyman_2011_0626,plant_height,1,m,expert_max,NA,Sida sp. (Small Flower BG 5657),NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sida spinosa,NA,Kooyman_2011_0627,plant_height,2,m,expert_max,NA,Sida spinosa,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sterculia Annan-River,NA,Kooyman_2011_0628,plant_height,26,m,expert_max,NA,Sterculia Annan-River,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sterculia quadrifida,NA,Kooyman_2011_0629,plant_height,25,m,expert_max,NA,Sterculia quadrifida,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Sterculia shillinglawii,NA,Kooyman_2011_0630,plant_height,30,m,expert_max,NA,Sterculia shillinglawii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Thespesia thespesioides,NA,Kooyman_2011_0631,plant_height,10,m,expert_max,NA,Thespesia lampas-thespesioides,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Thespesia populnea,NA,Kooyman_2011_0632,plant_height,10,m,expert_max,NA,Thespesia populnea,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Thespesia populneoides,NA,Kooyman_2011_0633,plant_height,10,m,expert_max,NA,Thespesia populneoides,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Trichospermum pleiostigma,NA,Kooyman_2011_0634,plant_height,25,m,expert_max,NA,Trichospermum pleiostigma,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Triumfetta bradshawii,NA,Kooyman_2011_0635,plant_height,2,m,expert_max,NA,Triumfetta  bradshawii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Triumfetta micracantha,NA,Kooyman_2011_0636,plant_height,1,m,expert_max,NA,Triumfetta micracantha,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Waltheria indica,NA,Kooyman_2011_0637,plant_height,4,m,expert_max,NA,Waltheria indica,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Medinilla balls-headleyi,NA,Kooyman_2011_0638,plant_height,4,m,expert_max,NA,Medinilla balls-headleyi,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Melastoma cyanoides,NA,Kooyman_2011_0639,plant_height,2,m,expert_max,NA,Melastoma cyanoides,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Melastoma malabathricum,NA,Kooyman_2011_0640,plant_height,3,m,expert_max,NA,Melastoma malabathricum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Memecylon hylandii,NA,Kooyman_2011_0641,plant_height,15,m,expert_max,NA,Memecylon hylandii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Memecylon pauciflorum,NA,Kooyman_2011_0642,plant_height,6,m,expert_max,NA,Memecylon pauciflorum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Osbeckia australiana,NA,Kooyman_2011_0643,plant_height,2,m,expert_max,NA,Osbeckia australiana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Turraea pubescens,NA,Kooyman_2011_0644,plant_height,7,m,expert_max,NA,Turraea pubescens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Vavaea amicorum,NA,Kooyman_2011_0645,plant_height,7,m,expert_max,NA,Vavaea amicorum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Vavaea australiana,NA,Kooyman_2011_0646,plant_height,8,m,expert_max,NA,Vavaea australiana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Austromatthaea elegans,NA,Kooyman_2011_0647,plant_height,7,m,expert_max,NA,Austromatthaea elegans,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hedycarya angustifolia,NA,Kooyman_2011_0648,plant_height,20,m,expert_max,NA,Hedycarya angustifolia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hedycarya loxocarya,NA,Kooyman_2011_0649,plant_height,25,m,expert_max,NA,Hedycarya loxocarya,Sams_2017,NA,Sams_2017_205,plant_height,25,m,unknown,Hedycarya loxocarya?
Kooyman_2011,Wilkiea rigidifolia,NA,Kooyman_2011_0650,plant_height,10,m,expert_max,NA,Wilkiea rigidifolia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Levieria acuminata,NA,Kooyman_2011_0651,plant_height,20,m,expert_max,NA,Levieria acuminata,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Steganthera cooperorum,NA,Kooyman_2011_0652,plant_height,10,m,expert_max,NA,Steganthera cooperorum,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea McDowall-Range,NA,Kooyman_2011_0653,plant_height,2,m,expert_max,NA,Wilkiea McDowall-Range,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Steganthera australiana,NA,Kooyman_2011_0654,plant_height,7,m,expert_max,NA,Steganthera australiana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Steganthera hirsuta,NA,Kooyman_2011_0655,plant_height,20,m,expert_max,NA,Steganthera hirsuta,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Steganthera macooraia,NA,Kooyman_2011_0656,plant_height,12,m,expert_max,NA,Steganthera macooraia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Steganthera laxiflora subsp. laxiflora,NA,Kooyman_2011_0657,plant_height,20,m,expert_max,NA,Steganthera laxiflora_laxiflora,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea longipes,NA,Kooyman_2011_0658,plant_height,15,m,expert_max,NA,Wilkiea longipes,Sams_2017,NA,Sams_2017_159,plant_height,15,m,unknown,Wilkea longipes
Kooyman_2011,Steganthera laxiflora subsp. lewisensis,NA,Kooyman_2011_0659,plant_height,10,m,expert_max,NA,Steganthera laxiflora_lewisensis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea pubescens,NA,Kooyman_2011_0660,plant_height,9,m,expert_max,NA,Wilkiea pubescens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea angustifolia,NA,Kooyman_2011_0661,plant_height,6,m,expert_max,NA,Wilkiea angustifolia,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea austroqueenslandica,NA,Kooyman_2011_0662,plant_height,7.8,m,expert_max,NA,Wilkiea austroqueenslandica,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea cordata,NA,Kooyman_2011_0663,plant_height,4,m,expert_max,NA,Wilkiea cordata,Sams_2017,NA,Sams_2017_233,plant_height,4,m,unknown,Wilkea chordata
Kooyman_2011,Wilkiea hugeliana,NA,Kooyman_2011_0664,plant_height,13.5,m,expert_max,NA,Wilkiea huegeliana,Sams_2017,NA,Sams_2017_047,plant_height,13.5,m,unknown,Wilkea huegeliana
Kooyman_2011,Kibara macrophylla,NA,Kooyman_2011_0665,plant_height,10,m,expert_max,NA,Wilkiea macrophylla,Sams_2017,NA,Sams_2017_113,plant_height,10,m,unknown,Wilkiea macrophylla
Kooyman_2011,Wilkiea hylandii,NA,Kooyman_2011_0666,plant_height,3,m,expert_max,NA,Wilkiea hylandii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Hemmantia webbii,NA,Kooyman_2011_0667,plant_height,3,m,expert_max,NA,Hemmantia webbii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea MtLewis,NA,Kooyman_2011_0668,plant_height,15,m,expert_max,NA,Wilkiea MtLewis,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea smithii,NA,Kooyman_2011_0669,plant_height,10,m,expert_max,NA,Wilkiea smithii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea Palmerston,NA,Kooyman_2011_0670,plant_height,10,m,expert_max,NA,Wilkiea Palmerston,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Wilkiea cordata,NA,Kooyman_2011_0671,plant_height,6,m,expert_max,NA,Wilkiea Russell-Gorge,Sams_2017,NA,Sams_2017_233,plant_height,4,m,unknown,Wilkea chordata
Kooyman_2011,Endressia wardellii,NA,Kooyman_2011_0672,plant_height,20,m,expert_max,NA,Endressia wardellii,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Antiaris toxicaria,NA,Kooyman_2011_0673,plant_height,35,m,expert_max,NA,Antiaris toxicaria,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Artocarpus glaucus,NA,Kooyman_2011_0674,plant_height,20,m,expert_max,NA,Artocarpus glaucus,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus aculeata var. indecora,NA,Kooyman_2011_0675,plant_height,15,m,expert_max,NA,Ficus aculeata_indecora,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus adenosperma,NA,Kooyman_2011_0676,plant_height,10,m,expert_max,NA,Ficus adenosperma,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus albipila,NA,Kooyman_2011_0677,plant_height,45,m,expert_max,NA,Ficus albipila,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus atricha,NA,Kooyman_2011_0678,plant_height,25,m,expert_max,NA,Ficus atricha,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus benjamina,NA,Kooyman_2011_0679,plant_height,20,m,expert_max,NA,Ficus benjamina,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus brachypoda,NA,Kooyman_2011_0680,plant_height,25,m,expert_max,NA,Ficus brachypoda,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus congesta,NA,Kooyman_2011_0681,plant_height,6,m,expert_max,NA,Ficus congesta,Sams_2017,NA,Sams_2017_138,plant_height,6,m,unknown,Ficus congesta
Kooyman_2011,Ficus coronata,NA,Kooyman_2011_0682,plant_height,20,m,expert_max,NA,Ficus coronata,Sams_2017,NA,Sams_2017_096,plant_height,20,m,unknown,Ficus coronata
Kooyman_2011,Ficus crassipes,NA,Kooyman_2011_0683,plant_height,30,m,expert_max,NA,Ficus crassipes,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus opposita,NA,Kooyman_2011_0684,plant_height,3,m,expert_max,NA,Ficus cumingii-androbrota,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus destruens,NA,Kooyman_2011_0685,plant_height,40,m,expert_max,NA,Ficus destruens,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus drupacea,NA,Kooyman_2011_0686,plant_height,30,m,expert_max,NA,Ficus drupacea,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus fraseri,NA,Kooyman_2011_0687,plant_height,35,m,expert_max,NA,Ficus fraseri,Sams_2017,NA,Sams_2017_140,plant_height,35,m,unknown,Ficus fraserii
Kooyman_2011,Ficus superba,NA,Kooyman_2011_0688,plant_height,35,m,expert_max,NA,Ficus henneana,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus hispida,NA,Kooyman_2011_0689,plant_height,13,m,expert_max,NA,Ficus hispida,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus leptoclada,NA,Kooyman_2011_0690,plant_height,15,m,expert_max,NA,Ficus leptoclada,Sams_2017,NA,Sams_2017_141,plant_height,15,m,unknown,Ficus leptoclada
Kooyman_2011,Ficus macrophylla,NA,Kooyman_2011_0691,plant_height,45,m,expert_max,NA,Ficus macrophylla,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus melinocarpa,NA,Kooyman_2011_0692,plant_height,35,m,expert_max,NA,Ficus melinocarpa-hololampra,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus microcarpa,NA,Kooyman_2011_0693,plant_height,20,m,expert_max,NA,Ficus microcarpa,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus mollior,NA,Kooyman_2011_0694,plant_height,15,m,expert_max,NA,Ficus mollior,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus nodosa,NA,Kooyman_2011_0695,plant_height,20,m,expert_max,NA,Ficus nodosa,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus obliqua,NA,Kooyman_2011_0696,plant_height,50,m,expert_max,NA,Ficus obliqua,NA,NA,NA,NA,NA,NA,NA,NA
Kooyman_2011,Ficus opposita,NA,Kooyman_2011_0697,plant_height,10,m,expert_max,NA,Ficus opposita,NA,NA,NA,NA,NA,NA,NA,NA
