dataset_id,species_name,site_name,observation_id,trait_name,value,unit,value_type,replicates,original_name
Cooper_2013,Polyosma rhytophloia,NA,Cooper_2013_1087,seed_length,9,mm,expert_max,NA,Polyosma rhytophloia
Cooper_2013,Polyosma rigidiuscula,NA,Cooper_2013_1088,seed_length,11,mm,expert_min,NA,Polyosma rigidiuscula
Cooper_2013,Polyosma rigidiuscula,NA,Cooper_2013_1088,seed_length,11,mm,expert_max,NA,Polyosma rigidiuscula
Cooper_2013,Quintinia (to be included in Sphenstemonaceae) quatrefagesii,NA,Cooper_2013_1090,seed_length,0.5,mm,expert_min,NA,Quintinia (to be included in Sphenstemonaceae) quatrefagesii
Cooper_2013,Quintinia (to be included in Sphenstemonaceae) quatrefagesii,NA,Cooper_2013_1090,seed_length,0.5,mm,expert_max,NA,Quintinia (to be included in Sphenstemonaceae) quatrefagesii
Cooper_2013,Codonocarpus attenuatus,NA,Cooper_2013_1091,seed_length,3,mm,expert_min,NA,Codonocarpus attenuatus
Cooper_2013,Codonocarpus attenuatus,NA,Cooper_2013_1091,seed_length,3,mm,expert_max,NA,Codonocarpus attenuatus
Cooper_2013,Neostrearia fleckeri,NA,Cooper_2013_1093,seed_length,9,mm,expert_min,NA,Neostrearia fleckeri
Cooper_2013,Neostrearia fleckeri,NA,Cooper_2013_1093,seed_length,13,mm,expert_max,NA,Neostrearia fleckeri
Cooper_2013,Noahdendron nicholasii,NA,Cooper_2013_1094,seed_length,7,mm,expert_min,NA,Noahdendron nicholasii
Cooper_2013,Noahdendron nicholasii,NA,Cooper_2013_1094,seed_length,7,mm,expert_max,NA,Noahdendron nicholasii
Cooper_2013,Ostrearia australiana,NA,Cooper_2013_1095,seed_length,10,mm,expert_min,NA,Ostrearia australiana
Cooper_2013,Ostrearia australiana,NA,Cooper_2013_1095,seed_length,15,mm,expert_max,NA,Ostrearia australiana
Cooper_2013,Hanguana malayana,NA,Cooper_2013_1096,seed_length,4,mm,expert_min,NA,Hanguana malayana
Cooper_2013,Hanguana malayana,NA,Cooper_2013_1096,seed_length,5,mm,expert_max,NA,Hanguana malayana
Cooper_2013,Gyrocarpus americanus,NA,Cooper_2013_1097,seed_length,8,mm,expert_min,NA,Gyrocarpus americanus
Cooper_2013,Gyrocarpus americanus,NA,Cooper_2013_1097,seed_length,8,mm,expert_max,NA,Gyrocarpus americanus
Cooper_2013,Hernandia albiflora,NA,Cooper_2013_1098,seed_length,23,mm,expert_max,NA,Hernandia albiflora
Cooper_2013,Galbulimima belgraveana,NA,Cooper_2013_1101,seed_length,11,mm,expert_min,NA,Galbulimima baccata
Cooper_2013,Galbulimima belgraveana,NA,Cooper_2013_1101,seed_length,11,mm,expert_max,NA,Galbulimima baccata
Cooper_2013,Molineria (previously included in Liliaceae) capitulata,NA,Cooper_2013_1102,seed_length,2,mm,expert_min,NA,Molineria (previously included in Liliaceae) capitulata
Cooper_2013,Molineria (previously included in Liliaceae) capitulata,NA,Cooper_2013_1102,seed_length,2,mm,expert_max,NA,Molineria (previously included in Liliaceae) capitulata
Cooper_2013,Apodytes brachystylis,NA,Cooper_2013_1103,seed_length,10,mm,expert_min,NA,Apodytes brachystylis
Cooper_2013,Apodytes brachystylis,NA,Cooper_2013_1103,seed_length,13,mm,expert_max,NA,Apodytes brachystylis
Cooper_2013,Citronella moorei,NA,Cooper_2013_1104,seed_length,15,mm,expert_min,NA,Citronella moorei
Cooper_2013,Citronella moorei,NA,Cooper_2013_1104,seed_length,21,mm,expert_max,NA,Citronella moorei
Cooper_2013,Citronella smythii,NA,Cooper_2013_1105,seed_length,10,mm,expert_min,NA,Citronella smythii
Cooper_2013,Citronella smythii,NA,Cooper_2013_1105,seed_length,14,mm,expert_max,NA,Citronella smythii
Cooper_2013,Gomphandra australiana,NA,Cooper_2013_1106,seed_length,18,mm,expert_min,NA,Gomphandra australiana
Cooper_2013,Gomphandra australiana,NA,Cooper_2013_1106,seed_length,23,mm,expert_max,NA,Gomphandra australiana
Cooper_2013,Irvingbaileya australis,NA,Cooper_2013_1107,seed_length,20,mm,expert_min,NA,Irvingbaileya australis
Cooper_2013,Irvingbaileya australis,NA,Cooper_2013_1107,seed_length,24,mm,expert_max,NA,Irvingbaileya australis
Cooper_2013,Pennantia cunninghamii,NA,Cooper_2013_1108,seed_length,10,mm,expert_min,NA,Pennantia cunninghamii
Cooper_2013,Pennantia cunninghamii,NA,Cooper_2013_1108,seed_length,16,mm,expert_max,NA,Pennantia cunninghamii
Cooper_2013,Ryticaryum longifolium,NA,Cooper_2013_1109,seed_length,18,mm,expert_min,NA,Ryticaryum longifolium
Cooper_2013,Ryticaryum longifolium,NA,Cooper_2013_1109,seed_length,22,mm,expert_max,NA,Ryticaryum longifolium
Cooper_2013,Idiospermum australiense,NA,Cooper_2013_1110,seed_length,40,mm,expert_min,NA,Idiospermum australiense
Cooper_2013,Idiospermum australiense,NA,Cooper_2013_1110,seed_length,50,mm,expert_max,NA,Idiospermum australiense
Cooper_2013,Sisyrinchium micranthum,NA,Cooper_2013_1111,seed_length,0.5,mm,expert_min,NA,Sisyrinchium micranthum
Cooper_2013,Sisyrinchium micranthum,NA,Cooper_2013_1111,seed_length,0.5,mm,expert_max,NA,Sisyrinchium micranthum
Cooper_2013,Callicarpa brevistyla,NA,Cooper_2013_1114,seed_length,3,mm,expert_min,NA,Callicarpa brevistyla
Cooper_2013,Callicarpa brevistyla,NA,Cooper_2013_1114,seed_length,3,mm,expert_max,NA,Callicarpa brevistyla
Cooper_2013,Callicarpa candicans,NA,Cooper_2013_1115,seed_length,2,mm,expert_min,NA,Callicarpa candicans
Cooper_2013,Callicarpa candicans,NA,Cooper_2013_1115,seed_length,3,mm,expert_max,NA,Callicarpa candicans
Cooper_2013,Callicarpa longifolia,NA,Cooper_2013_1117,seed_length,1,mm,expert_min,NA,Callicarpa longifolia
Cooper_2013,Callicarpa longifolia,NA,Cooper_2013_1117,seed_length,2,mm,expert_max,NA,Callicarpa longifolia
Cooper_2013,Clerodendrum tomentosum,NA,Cooper_2013_1125,seed_length,10,mm,expert_min,NA,Clerodendrum tomentosum
Cooper_2013,Clerodendrum tomentosum,NA,Cooper_2013_1125,seed_length,10,mm,expert_max,NA,Clerodendrum tomentosum
Cooper_2013,Faradaya (previously included in Verbenaceae) splendida,NA,Cooper_2013_1127,seed_length,45,mm,expert_min,NA,Faradaya (previously included in Verbenaceae) splendida
Cooper_2013,Faradaya (previously included in Verbenaceae) splendida,NA,Cooper_2013_1127,seed_length,45,mm,expert_max,NA,Faradaya (previously included in Verbenaceae) splendida
Cooper_2013,Glossocarya hemiderma,NA,Cooper_2013_1128,seed_length,6,mm,expert_min,NA,Glossocarya hemiderma
Cooper_2013,Glossocarya hemiderma,NA,Cooper_2013_1128,seed_length,7,mm,expert_max,NA,Glossocarya hemiderma
Cooper_2013,Gmelina macrophylla,NA,Cooper_2013_1130,seed_length,12,mm,expert_min,NA,Gmelina dalrympleana
Cooper_2013,Gmelina macrophylla,NA,Cooper_2013_1130,seed_length,16,mm,expert_max,NA,Gmelina dalrympleana
Cooper_2013,Gmelina fasciculiflora,NA,Cooper_2013_1131,seed_length,15,mm,expert_min,NA,Gmelina fasciculiflora
Cooper_2013,Gmelina fasciculiflora,NA,Cooper_2013_1131,seed_length,15,mm,expert_max,NA,Gmelina fasciculiflora
Cooper_2013,Gmelina leichardtii,NA,Cooper_2013_1132,seed_length,15,mm,expert_min,NA,Gmelina leichhardtii
Cooper_2013,Gmelina leichardtii,NA,Cooper_2013_1132,seed_length,15,mm,expert_max,NA,Gmelina leichhardtii
Cooper_2013,Hyptis capitata,NA,Cooper_2013_1133,seed_length,1,mm,expert_min,NA,Hyptis captata
Cooper_2013,Hyptis capitata,NA,Cooper_2013_1133,seed_length,1,mm,expert_max,NA,Hyptis captata
Cooper_2013,Plectranthus (Font Hills),NA,Cooper_2013_1139,seed_length,1,mm,expert_min,NA,Plectranthus (Font Hills)
Cooper_2013,Plectranthus (Font Hills),NA,Cooper_2013_1139,seed_length,1,mm,expert_max,NA,Plectranthus (Font Hills)
Cooper_2013,Plectranthus amicorum,NA,Cooper_2013_1140,seed_length,1,mm,expert_min,NA,Plectranthus amicorum
Cooper_2013,Plectranthus amicorum,NA,Cooper_2013_1140,seed_length,1,mm,expert_max,NA,Plectranthus amicorum
Cooper_2013,Plectranthus apreptus,NA,Cooper_2013_1141,seed_length,1,mm,expert_min,NA,Plectranthus apreptus
Cooper_2013,Plectranthus apreptus,NA,Cooper_2013_1141,seed_length,1,mm,expert_max,NA,Plectranthus apreptus
Cooper_2013,Plectranthus congestus,NA,Cooper_2013_1142,seed_length,1,mm,expert_min,NA,Plectranthus congestus
Cooper_2013,Plectranthus congestus,NA,Cooper_2013_1142,seed_length,1,mm,expert_max,NA,Plectranthus congestus
Cooper_2013,Plectranthus dumicola,NA,Cooper_2013_1143,seed_length,1,mm,expert_min,NA,Plectranthus dumicola
Cooper_2013,Plectranthus dumicola,NA,Cooper_2013_1143,seed_length,1,mm,expert_max,NA,Plectranthus dumicola
Cooper_2013,Plectranthus foetidus,NA,Cooper_2013_1145,seed_length,0.5,mm,expert_min,NA,Plectranthus foetidus
Cooper_2013,Plectranthus foetidus,NA,Cooper_2013_1145,seed_length,0.5,mm,expert_max,NA,Plectranthus foetidus
Cooper_2013,Plectranthus graveolens,NA,Cooper_2013_1146,seed_length,1,mm,expert_min,NA,Plectranthus graveolens
Cooper_2013,Plectranthus graveolens,NA,Cooper_2013_1146,seed_length,1,mm,expert_max,NA,Plectranthus graveolens
Cooper_2013,Plectranthus parviflorus,NA,Cooper_2013_1147,seed_length,1,mm,expert_min,NA,Plectranthus parviflorus
Cooper_2013,Plectranthus parviflorus,NA,Cooper_2013_1147,seed_length,1,mm,expert_max,NA,Plectranthus parviflorus
Cooper_2013,Plectranthus scutellarioides,NA,Cooper_2013_1148,seed_length,1,mm,expert_min,NA,Plectranthus scutellarioides
Cooper_2013,Plectranthus scutellarioides,NA,Cooper_2013_1148,seed_length,1,mm,expert_max,NA,Plectranthus scutellarioides
Cooper_2013,Plectranthus spectabilis,NA,Cooper_2013_1149,seed_length,1,mm,expert_min,NA,Plectranthus spectabilis
Cooper_2013,Plectranthus spectabilis,NA,Cooper_2013_1149,seed_length,1,mm,expert_max,NA,Plectranthus spectabilis
Cooper_2013,Plectranthus thalassoscopicus,NA,Cooper_2013_1150,seed_length,1,mm,expert_min,NA,Plectranthus thalassoscopicus
Cooper_2013,Plectranthus thalassoscopicus,NA,Cooper_2013_1150,seed_length,1,mm,expert_max,NA,Plectranthus thalassoscopicus
Cooper_2013,Premna acuminata,NA,Cooper_2013_1151,seed_length,4,mm,expert_min,NA,Premna acuminata
Cooper_2013,Premna acuminata,NA,Cooper_2013_1151,seed_length,4,mm,expert_max,NA,Premna acuminata
Cooper_2013,Premna dallachyana,NA,Cooper_2013_1152,seed_length,3,mm,expert_min,NA,Premna dallachyana
Cooper_2013,Premna dallachyana,NA,Cooper_2013_1152,seed_length,5,mm,expert_max,NA,Premna dallachyana
Cooper_2013,Premna odorata,NA,Cooper_2013_1155,seed_length,5,mm,expert_min,NA,Premna odorata
Cooper_2013,Premna odorata,NA,Cooper_2013_1155,seed_length,5,mm,expert_max,NA,Premna odorata
Cooper_2013,Premna serratifolia,NA,Cooper_2013_1156,seed_length,4,mm,expert_min,NA,Premna serratifolia
Cooper_2013,Premna serratifolia,NA,Cooper_2013_1156,seed_length,6,mm,expert_max,NA,Premna serratifolia
Cooper_2013,Salvia plebeia,NA,Cooper_2013_1159,seed_length,2,mm,expert_min,NA,Salvia plebeia
Cooper_2013,Salvia plebeia,NA,Cooper_2013_1159,seed_length,2,mm,expert_max,NA,Salvia plebeia
Cooper_2013,Salvia reflexa,NA,Cooper_2013_1160,seed_length,2,mm,expert_min,NA,Salvia reflexa
Cooper_2013,Salvia reflexa,NA,Cooper_2013_1160,seed_length,2,mm,expert_max,NA,Salvia reflexa
Cooper_2013,Vitex acuminata,NA,Cooper_2013_1161,seed_length,10,mm,expert_min,NA,Vitex acuminata
Cooper_2013,Vitex acuminata,NA,Cooper_2013_1161,seed_length,10,mm,expert_max,NA,Vitex acuminata
Cooper_2013,Vitex glabrata,NA,Cooper_2013_1162,seed_length,15,mm,expert_min,NA,Vitex helogiton
Cooper_2013,Vitex glabrata,NA,Cooper_2013_1162,seed_length,15,mm,expert_max,NA,Vitex helogiton
Cooper_2013,Vitex lignum-vitae,NA,Cooper_2013_1163,seed_length,4,mm,expert_min,NA,Vitex lignum-vitae
Cooper_2013,Vitex lignum-vitae,NA,Cooper_2013_1163,seed_length,16,mm,expert_max,NA,Vitex lignum-vitae
Cooper_2013,Vitex melicopea,NA,Cooper_2013_1164,seed_length,5,mm,expert_min,NA,Vitex melicopea
Cooper_2013,Vitex melicopea,NA,Cooper_2013_1164,seed_length,5,mm,expert_max,NA,Vitex melicopea
Cooper_2013,Vitex queenslandica,NA,Cooper_2013_1167,seed_length,6,mm,expert_min,NA,Viticipremna queenslandica
Cooper_2013,Vitex queenslandica,NA,Cooper_2013_1167,seed_length,6,mm,expert_max,NA,Viticipremna queenslandica
Cooper_2013,Beilschmiedia bancroftii,NA,Cooper_2013_1168,seed_length,35,mm,expert_min,NA,Beilschmiedia bancroftii
Cooper_2013,Beilschmiedia bancroftii,NA,Cooper_2013_1168,seed_length,50,mm,expert_max,NA,Beilschmiedia bancroftii
Cooper_2013,Beilschmiedia brunnea,NA,Cooper_2013_1169,seed_length,14,mm,expert_min,NA,Beilschmiedia brunnea
Cooper_2013,Beilschmiedia brunnea,NA,Cooper_2013_1169,seed_length,14,mm,expert_max,NA,Beilschmiedia brunnea
Cooper_2013,Beilschmiedia castrisinensis,NA,Cooper_2013_1170,seed_length,33,mm,expert_min,NA,Beilschmiedia castrisinensis
Cooper_2013,Beilschmiedia castrisinensis,NA,Cooper_2013_1170,seed_length,45,mm,expert_max,NA,Beilschmiedia castrisinensis
Cooper_2013,Beilschmiedia collina,NA,Cooper_2013_1171,seed_length,15,mm,expert_min,NA,Beilschmiedia collina
Cooper_2013,Beilschmiedia collina,NA,Cooper_2013_1171,seed_length,19,mm,expert_max,NA,Beilschmiedia collina
Cooper_2013,Beilschmiedia elliptica,NA,Cooper_2013_1172,seed_length,8,mm,expert_min,NA,Beilschmiedia elliptica
Cooper_2013,Beilschmiedia elliptica,NA,Cooper_2013_1172,seed_length,10,mm,expert_max,NA,Beilschmiedia elliptica
Cooper_2013,Beilschmiedia obtusifolia,NA,Cooper_2013_1173,seed_length,14,mm,expert_min,NA,Beilschmiedia obtusifolia
Cooper_2013,Beilschmiedia obtusifolia,NA,Cooper_2013_1173,seed_length,20,mm,expert_max,NA,Beilschmiedia obtusifolia
Cooper_2013,Beilschmiedia oligandra,NA,Cooper_2013_1174,seed_length,30,mm,expert_min,NA,Beilschmiedia oligandra
Cooper_2013,Beilschmiedia oligandra,NA,Cooper_2013_1174,seed_length,50,mm,expert_max,NA,Beilschmiedia oligandra
Cooper_2013,Beilschmiedia peninsularis,NA,Cooper_2013_1175,seed_length,16,mm,expert_min,NA,Beilschmiedia penisularis
Cooper_2013,Beilschmiedia peninsularis,NA,Cooper_2013_1175,seed_length,20,mm,expert_max,NA,Beilschmiedia penisularis
Cooper_2013,Beilschmiedia recurva,NA,Cooper_2013_1176,seed_length,20,mm,expert_min,NA,Beilschmiedia recurva
Cooper_2013,Beilschmiedia recurva,NA,Cooper_2013_1176,seed_length,26,mm,expert_max,NA,Beilschmiedia recurva
Cooper_2013,Beilschmiedia tooram,NA,Cooper_2013_1177,seed_length,25,mm,expert_min,NA,Beilschmiedia tooram
Cooper_2013,Beilschmiedia tooram,NA,Cooper_2013_1177,seed_length,50,mm,expert_max,NA,Beilschmiedia tooram
Cooper_2013,Beilschmiedia volckii,NA,Cooper_2013_1178,seed_length,32,mm,expert_min,NA,Beilschmiedia volckii
Cooper_2013,Beilschmiedia volckii,NA,Cooper_2013_1178,seed_length,55,mm,expert_max,NA,Beilschmiedia volckii
Cooper_2013,Cinnamomum baileyanum,NA,Cooper_2013_1181,seed_length,13,mm,expert_min,NA,Cinnamomum baileyanum
Cooper_2013,Cinnamomum baileyanum,NA,Cooper_2013_1181,seed_length,15,mm,expert_max,NA,Cinnamomum baileyanum
Cooper_2013,Cinnamomum laubatii,NA,Cooper_2013_1183,seed_length,13,mm,expert_min,NA,Cinnamomum laubatii
Cooper_2013,Cinnamomum laubatii,NA,Cooper_2013_1183,seed_length,17,mm,expert_max,NA,Cinnamomum laubatii
Cooper_2013,Cinnamomum oliveri,NA,Cooper_2013_1184,seed_length,12,mm,expert_min,NA,Cinnamomum oliveri
Cooper_2013,Cinnamomum oliveri,NA,Cooper_2013_1184,seed_length,14,mm,expert_max,NA,Cinnamomum oliveri
Cooper_2013,Cinnamomum propinquum,NA,Cooper_2013_1185,seed_length,9,mm,expert_min,NA,Cinnamomum propinquum
Cooper_2013,Cinnamomum propinquum,NA,Cooper_2013_1185,seed_length,9,mm,expert_max,NA,Cinnamomum propinquum
Cooper_2013,Cinnamomum virens,NA,Cooper_2013_1186,seed_length,8,mm,expert_min,NA,Cinnamomum virens
Cooper_2013,Cinnamomum virens,NA,Cooper_2013_1186,seed_length,8,mm,expert_max,NA,Cinnamomum virens
Cooper_2013,Cryptocarya (Boonjee),NA,Cooper_2013_1187,seed_length,8,mm,expert_min,NA,Cryptocarya (Boonjee)
Cooper_2013,Cryptocarya (Boonjee),NA,Cooper_2013_1187,seed_length,10,mm,expert_max,NA,Cryptocarya (Boonjee)
Cooper_2013,Cryptocarya (Gadgara),NA,Cooper_2013_1188,seed_length,9,mm,expert_min,NA,Cryptocarya (Gadgara)
Cooper_2013,Cryptocarya (Gadgara),NA,Cooper_2013_1188,seed_length,13,mm,expert_max,NA,Cryptocarya (Gadgara)
Cooper_2013,Cryptocarya angulata,NA,Cooper_2013_1189,seed_length,19,mm,expert_min,NA,Cryptocarya angulata
Cooper_2013,Cryptocarya angulata,NA,Cooper_2013_1189,seed_length,25,mm,expert_max,NA,Cryptocarya angulata
Cooper_2013,Cryptocarya bamagana,NA,Cooper_2013_1190,seed_length,6,mm,expert_min,NA,Cryptocarya bamagana
Cooper_2013,Cryptocarya bamagana,NA,Cooper_2013_1190,seed_length,7,mm,expert_max,NA,Cryptocarya bamagana
Cooper_2013,Cryptocarya bellendenkeriana,NA,Cooper_2013_1191,seed_length,7,mm,expert_min,NA,Cryptocarya bellendenkerana
Cooper_2013,Cryptocarya bellendenkeriana,NA,Cooper_2013_1191,seed_length,9,mm,expert_max,NA,Cryptocarya bellendenkerana
Cooper_2013,Cryptocarya bidwillii,NA,Cooper_2013_1192,seed_length,9,mm,expert_min,NA,Cryptocarya bidwillii
Cooper_2013,Cryptocarya bidwillii,NA,Cooper_2013_1192,seed_length,13,mm,expert_max,NA,Cryptocarya bidwillii
Cooper_2013,Cryptocarya brassii,NA,Cooper_2013_1193,seed_length,10,mm,expert_min,NA,Cryptocarya brassii
Cooper_2013,Cryptocarya brassii,NA,Cooper_2013_1193,seed_length,10,mm,expert_max,NA,Cryptocarya brassii
Cooper_2013,Cryptocarya burckeana,NA,Cooper_2013_1194,seed_length,9,mm,expert_min,NA,Cryptocarya burckiana
Cooper_2013,Cryptocarya burckeana,NA,Cooper_2013_1194,seed_length,10,mm,expert_max,NA,Cryptocarya burckiana
Cooper_2013,Cryptocarya clarksoniana,NA,Cooper_2013_1195,seed_length,10,mm,expert_min,NA,Cryptocarya clarksoniana
Cooper_2013,Cryptocarya clarksoniana,NA,Cooper_2013_1195,seed_length,12,mm,expert_max,NA,Cryptocarya clarksoniana
Cooper_2013,Cryptocarya claudiana,NA,Cooper_2013_1196,seed_length,11,mm,expert_min,NA,Cryptocarya claudiana
Cooper_2013,Cryptocarya claudiana,NA,Cooper_2013_1196,seed_length,12,mm,expert_max,NA,Cryptocarya claudiana
Cooper_2013,Cryptocarya cocosoides,NA,Cooper_2013_1197,seed_length,10,mm,expert_min,NA,Cryptocarya cocosoides
Cooper_2013,Cryptocarya cocosoides,NA,Cooper_2013_1197,seed_length,10,mm,expert_max,NA,Cryptocarya cocosoides
Cooper_2013,Cryptocarya corrugata,NA,Cooper_2013_1198,seed_length,15,mm,expert_min,NA,Cryptocarya corrugata
Cooper_2013,Cryptocarya corrugata,NA,Cooper_2013_1198,seed_length,23,mm,expert_max,NA,Cryptocarya corrugata
Cooper_2013,Cryptocarya cunninghamii,NA,Cooper_2013_1199,seed_length,9,mm,expert_min,NA,Cryptocarya cunnighamii
Cooper_2013,Cryptocarya cunninghamii,NA,Cooper_2013_1199,seed_length,12,mm,expert_max,NA,Cryptocarya cunnighamii
Cooper_2013,Cryptocarya densiflora,NA,Cooper_2013_1200,seed_length,7,mm,expert_min,NA,Cryptocarya densiflora
Cooper_2013,Cryptocarya densiflora,NA,Cooper_2013_1200,seed_length,10,mm,expert_max,NA,Cryptocarya densiflora
Cooper_2013,Cryptocarya endiandrifolia,NA,Cooper_2013_1201,seed_length,7,mm,expert_min,NA,Cryptocarya endiandrifolia
Cooper_2013,Cryptocarya endiandrifolia,NA,Cooper_2013_1201,seed_length,8,mm,expert_max,NA,Cryptocarya endiandrifolia
Cooper_2013,Cryptocarya erythroxylon,NA,Cooper_2013_1202,seed_length,9,mm,expert_min,NA,Cryptocarya erythroxylon
Cooper_2013,Cryptocarya erythroxylon,NA,Cooper_2013_1202,seed_length,15,mm,expert_max,NA,Cryptocarya erythroxylon
Cooper_2013,Cryptocarya exfoliata,NA,Cooper_2013_1203,seed_length,7,mm,expert_min,NA,Cryptocarya exfoliata
Cooper_2013,Cryptocarya exfoliata,NA,Cooper_2013_1203,seed_length,11,mm,expert_max,NA,Cryptocarya exfoliata
Cooper_2013,Cryptocarya foetida,NA,Cooper_2013_1205,seed_length,7,mm,expert_min,NA,Cryptocarya foetida
Cooper_2013,Cryptocarya foetida,NA,Cooper_2013_1205,seed_length,9,mm,expert_max,NA,Cryptocarya foetida
Cooper_2013,Cryptocarya foveolata,NA,Cooper_2013_1206,seed_length,10,mm,expert_min,NA,Cryptocarya foveolata
Cooper_2013,Cryptocarya foveolata,NA,Cooper_2013_1206,seed_length,10,mm,expert_max,NA,Cryptocarya foveolata
Cooper_2013,Cryptocarya glaucescens,NA,Cooper_2013_1207,seed_length,9,mm,expert_min,NA,Cryptocarya glaucescens
Cooper_2013,Cryptocarya glaucescens,NA,Cooper_2013_1207,seed_length,14,mm,expert_max,NA,Cryptocarya glaucescens
Cooper_2013,Cryptocarya glaucocarpa,NA,Cooper_2013_1208,seed_length,10,mm,expert_min,NA,Cryptocarya glaucocarpa
Cooper_2013,Cryptocarya glaucocarpa,NA,Cooper_2013_1208,seed_length,13,mm,expert_max,NA,Cryptocarya glaucocarpa
Cooper_2013,Cryptocarya grandis,NA,Cooper_2013_1209,seed_length,9,mm,expert_min,NA,Cryptocarya grandis
Cooper_2013,Cryptocarya grandis,NA,Cooper_2013_1209,seed_length,13,mm,expert_max,NA,Cryptocarya grandis
Cooper_2013,Cryptocarya hypospodia,NA,Cooper_2013_1210,seed_length,8,mm,expert_min,NA,Cryptocarya hypospodia
Cooper_2013,Cryptocarya hypospodia,NA,Cooper_2013_1210,seed_length,16,mm,expert_max,NA,Cryptocarya hypospodia
Cooper_2013,Cryptocarya laevigata,NA,Cooper_2013_1211,seed_length,11,mm,expert_min,NA,Cryptocarya laevigata
Cooper_2013,Cryptocarya laevigata,NA,Cooper_2013_1211,seed_length,24,mm,expert_max,NA,Cryptocarya laevigata
Cooper_2013,Cryptocarya leucophylla,NA,Cooper_2013_1212,seed_length,9,mm,expert_min,NA,Cryptocarya leucophylla
Cooper_2013,Cryptocarya leucophylla,NA,Cooper_2013_1212,seed_length,13,mm,expert_max,NA,Cryptocarya leucophylla
Cooper_2013,Cryptocarya lividula,NA,Cooper_2013_1213,seed_length,9,mm,expert_min,NA,Cryptocarya lividula
Cooper_2013,Cryptocarya lividula,NA,Cooper_2013_1213,seed_length,11,mm,expert_max,NA,Cryptocarya lividula
Cooper_2013,Cryptocarya macdonaldii,NA,Cooper_2013_1214,seed_length,11,mm,expert_min,NA,Cryptocarya macdonaldii
Cooper_2013,Cryptocarya macdonaldii,NA,Cooper_2013_1214,seed_length,11,mm,expert_max,NA,Cryptocarya macdonaldii
Cooper_2013,Cryptocarya mackinnoniana,NA,Cooper_2013_1215,seed_length,15,mm,expert_min,NA,Cryptocarya mackinnoniana
Cooper_2013,Cryptocarya mackinnoniana,NA,Cooper_2013_1215,seed_length,20,mm,expert_max,NA,Cryptocarya mackinnoniana
Cooper_2013,Cryptocarya melanocarpa,NA,Cooper_2013_1217,seed_length,5,mm,expert_min,NA,Cryptocarya melanocarpa
Cooper_2013,Cryptocarya melanocarpa,NA,Cooper_2013_1217,seed_length,7,mm,expert_max,NA,Cryptocarya melanocarpa
Cooper_2013,Cryptocarya microneura,NA,Cooper_2013_1218,seed_length,6,mm,expert_min,NA,Cryptocarya microneura
Cooper_2013,Cryptocarya microneura,NA,Cooper_2013_1218,seed_length,6,mm,expert_max,NA,Cryptocarya microneura
Cooper_2013,Cryptocarya murrayi,NA,Cooper_2013_1219,seed_length,8,mm,expert_min,NA,Cryptocarya murrayi
Cooper_2013,Cryptocarya murrayi,NA,Cooper_2013_1219,seed_length,14,mm,expert_max,NA,Cryptocarya murrayi
Cooper_2013,Cryptocarya oblata,NA,Cooper_2013_1220,seed_length,19,mm,expert_min,NA,Cryptocarya oblata
Cooper_2013,Cryptocarya oblata,NA,Cooper_2013_1220,seed_length,34,mm,expert_max,NA,Cryptocarya oblata
Cooper_2013,Cryptocarya oblata,NA,Cooper_2013_1221,seed_length,8,mm,expert_min,NA,Cryptocarya obvata
Cooper_2013,Cryptocarya oblata,NA,Cooper_2013_1221,seed_length,8,mm,expert_max,NA,Cryptocarya obvata
Cooper_2013,Cryptocarya onoprienkoana,NA,Cooper_2013_1222,seed_length,13,mm,expert_min,NA,Cryptocarya onoprienkana
Cooper_2013,Cryptocarya onoprienkoana,NA,Cooper_2013_1222,seed_length,16,mm,expert_max,NA,Cryptocarya onoprienkana
Cooper_2013,Cryptocarya pleurosperma,NA,Cooper_2013_1223,seed_length,25,mm,expert_min,NA,Cryptocarya pleurosperma
Cooper_2013,Cryptocarya pleurosperma,NA,Cooper_2013_1223,seed_length,35,mm,expert_max,NA,Cryptocarya pleurosperma
Cooper_2013,Cryptocarya putida,NA,Cooper_2013_1224,seed_length,10,mm,expert_min,NA,Cryptocarya putida
Cooper_2013,Cryptocarya putida,NA,Cooper_2013_1224,seed_length,13,mm,expert_max,NA,Cryptocarya putida
Cooper_2013,Cryptocarya rhodosperma,NA,Cooper_2013_1225,seed_length,12,mm,expert_min,NA,Cryptocarya rhodosperma
Cooper_2013,Cryptocarya rhodosperma,NA,Cooper_2013_1225,seed_length,22,mm,expert_max,NA,Cryptocarya rhodosperma
Cooper_2013,Cryptocarya ridiga,NA,Cooper_2013_1226,seed_length,9,mm,expert_min,NA,Cryptocarya ridiga
Cooper_2013,Cryptocarya ridiga,NA,Cooper_2013_1226,seed_length,11,mm,expert_max,NA,Cryptocarya ridiga
Cooper_2013,Cryptocarya saccharata,NA,Cooper_2013_1227,seed_length,13,mm,expert_min,NA,Cryptocarya saccharata
Cooper_2013,Cryptocarya saccharata,NA,Cooper_2013_1227,seed_length,22,mm,expert_max,NA,Cryptocarya saccharata
Cooper_2013,Cryptocarya smaragdina,NA,Cooper_2013_1228,seed_length,7,mm,expert_min,NA,Cryptocarya smaragdina
Cooper_2013,Cryptocarya smaragdina,NA,Cooper_2013_1228,seed_length,8,mm,expert_max,NA,Cryptocarya smaragdina
