site_name,trait_name,unit,value,notes
Australian National Botanic Gardens,longitude,deg,149.1,
Australian National Botanic Gardens,latitude,deg,-35.267,
Mount Annan Botanic Gardens,longitude,deg,150.783,
Mount Annan Botanic Gardens,latitude,deg,-34.067,
