Species,Date,Temp,CO2,Potnum,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RHR,RHS,Flow,PARi
Wollemi,2009/12/23,Amb,400,104,2.56,0.0318,136,0.728,2.27,6,1,2.84,26.54,28.15,25.93,280.7,274.07,13.813,15.533,39.88,44.84,250,501
Wollemi,2009/12/23,Amb,400,104,2.88,0.0269,133,0.534,1.96,6,1,2.84,26.22,26.92,25.94,319.62,312.32,14.665,15.926,43.15,46.86,250,501
Wollemi,2009/12/23,Amb,400,104,3.68,0.027,164,0.488,1.79,6,1,2.84,25.95,25.93,25.95,401,391.73,14.441,15.593,43.17,46.61,250,501
Wollemi,2009/12/23,Amb,400,104,4.73,0.0282,208,0.489,1.72,6,1,2.84,25.71,25.11,25.95,500.99,489.06,13.571,14.727,41.14,44.65,250,500
Wollemi,2009/12/23,Amb,400,104,5.97,0.0267,251,0.516,1.91,6,1,2.84,25.92,25.84,25.96,639.94,624.83,13.017,14.237,38.97,42.62,250,500
Wollemi,2009/12/23,Amb,400,104,6.8,0.0231,242,0.504,2.16,6,1,2.84,26.3,27.26,25.95,751.32,734.11,13.509,14.7,39.54,43.03,250,499
Wollemi,2009/12/23,Amb,400,104,8.38,0.0193,257,0.438,2.23,6,1,2.84,26.53,28.07,25.95,998.54,977.4,14.65,15.684,42.32,45.3,250,499
Wollemi,2009/12/22,Amb,400,108,5.73,0.0434,164,0.801,1.85,6,1,2.84,24.87,23.82,25.97,400.63,386.14,9.17,11.072,29.23,35.29,250.1,1500
Wollemi,2009/12/22,Amb,400,108,5.71,0.0434,165,0.802,1.85,6,1,2.84,24.87,23.81,25.97,400.62,386.17,9.164,11.068,29.21,35.27,250.1,1500
Wollemi,2009/12/22,Amb,400,108,5.76,0.0434,163,0.802,1.85,6,1,2.84,24.87,23.82,25.97,400.69,386.12,9.156,11.06,29.18,35.25,250.1,1500
Wollemi,2009/12/22,Amb,400,108,5.73,0.0434,164,0.803,1.85,6,1,2.84,24.87,23.82,25.97,400.57,386.07,9.145,11.051,29.15,35.23,250.1,1500
Wollemi,2009/12/22,Amb,400,108,5.72,0.0434,164,0.803,1.85,6,1,2.84,24.87,23.82,25.97,400.6,386.14,9.143,11.048,29.14,35.22,250.1,1500
Wollemi,2009/12/22,Amb,400,108,5.81,0.0452,169,0.861,1.91,6,1,2.84,24.94,23.97,25.97,400.28,385.56,8.719,10.762,27.68,34.16,250.1,1499
Wollemi,2009/12/22,Amb,400,108,6.02,0.0487,176,1.05,2.15,6,1,2.84,25.5,25.61,25.97,401.46,386.05,8.884,11.371,27.27,34.9,250.1,1499
Wollemi,2009/12/22,Amb,400,108,6.17,0.0528,183,1.18,2.23,6,1,2.84,25.79,26.5,25.96,399.68,383.78,9.552,12.346,28.83,37.26,250.1,1501
Wollemi,2009/12/22,Amb,400,108,6.41,0.0544,182,1.09,2,6,1,2.84,25.44,25.39,25.96,399.04,382.66,9.878,12.453,30.43,38.37,250.1,1501
Wollemi,2009/12/22,Amb,400,108,6.68,0.0568,182,1.04,1.83,6,1,2.84,25.2,24.36,25.96,399.04,382.07,9.759,12.216,30.5,38.18,250.1,1200
Wollemi,2009/12/22,Amb,400,108,6.75,0.0592,188,1.04,1.77,6,1,2.84,25.08,23.83,25.97,399.26,382.12,9.453,11.918,29.74,37.5,250.1,1000
Wollemi,2009/12/22,Amb,400,108,6.59,0.0601,196,1.02,1.71,6,1,2.84,25.02,23.34,25.97,399.6,382.85,9.143,11.573,28.88,36.56,250.1,701
Wollemi,2009/12/22,Amb,400,108,6.46,0.06,200,1.02,1.71,6,1,2.84,24.98,23.13,25.97,399.78,383.35,8.893,11.305,28.16,35.8,250.1,600
Wollemi,2009/12/22,Amb,400,108,6.29,0.0596,204,1,1.69,6,1,2.84,24.95,22.95,25.97,399.97,383.96,8.738,11.117,27.71,35.26,250.1,500
Wollemi,2009/12/22,Amb,400,108,5.99,0.0588,211,0.985,1.69,6,1,2.84,24.94,22.83,25.97,400.14,384.85,8.653,10.989,27.46,34.87,250.1,401
Wollemi,2009/12/22,Amb,400,108,5.67,0.0578,218,0.966,1.68,6,1,2.84,24.93,22.75,25.97,400.23,385.73,8.599,10.892,27.3,34.57,250.1,301
Wollemi,2009/12/22,Amb,400,108,5.02,0.0559,233,0.931,1.67,6,1,2.84,24.93,22.66,25.97,400.38,387.48,8.622,10.831,27.37,34.38,250.1,200
Wollemi,2009/12/22,Amb,400,108,3.47,0.0539,278,0.894,1.67,6,1,2.84,24.94,22.61,25.97,400.5,391.33,8.708,10.83,27.63,34.36,250.1,100
Wollemi,2009/12/22,Amb,400,108,2.45,0.0515,307,0.853,1.66,6,1,2.84,24.94,22.59,25.97,400.49,393.8,8.807,10.832,27.94,34.36,250.1,61
Wollemi,2009/12/22,Amb,400,108,-0.017,0.0738,72.4,1.6,2.17,6,1,2.84,26.91,28.83,25.95,74.92,74.67,14.215,17.991,40.11,50.77,250.1,501
Wollemi,2009/12/22,Amb,400,108,-0.212,0.0625,77.8,1.34,2.14,6,1,2.84,27.1,29.41,25.95,74.65,74.92,16.528,19.689,46.12,54.94,250.1,500
Wollemi,2009/12/22,Amb,400,108,-0.1,0.0543,75.3,1.07,1.95,6,1,2.84,26.96,29.07,25.93,74.67,74.72,18.234,20.745,51.3,58.36,250.1,501
Wollemi,2009/12/22,Amb,400,108,-0.0662,0.0517,74.8,0.853,1.64,6,1,2.84,26.44,27.47,25.94,74.76,74.77,18.266,20.272,52.98,58.8,250.1,500
Wollemi,2009/12/22,Amb,400,108,0.048,0.0554,70.8,0.858,1.54,6,1,2.84,26.08,26.37,25.94,74.33,74.06,16.96,18.98,50.24,56.23,250,500
Wollemi,2009/12/22,Amb,400,108,0.596,0.0579,80.6,0.906,1.56,6,1,2.84,25.91,25.79,25.96,101.31,99.66,15.473,17.608,46.31,52.7,250.2,500
Wollemi,2009/12/22,Amb,400,108,1.41,0.0589,104,1.09,1.85,6,1,2.84,26.34,27.08,25.95,150.73,146.95,14.831,17.402,43.28,50.78,250,500
Wollemi,2009/12/22,Amb,400,108,3.31,0.0564,168,1.18,2.09,6,1,2.84,26.81,28.5,25.95,280.13,271.41,15.311,18.103,43.44,51.36,250,500
Wollemi,2009/12/22,Amb,400,108,3.89,0.0507,177,1.05,2.06,6,1,2.84,26.85,28.67,25.93,320.43,310.32,16.329,18.802,46.23,53.23,250,501
Wollemi,2009/12/22,Amb,400,108,0.185,0.0616,67.4,1.06,1.71,6,1,2.84,26.14,26.43,25.95,74.94,74.31,14.923,17.414,44.04,51.39,250,499
Wollemi,2009/12/22,Amb,400,108,0.0535,0.0648,71.4,1.26,1.95,6,1,2.84,26.53,27.67,25.95,75.46,75.11,14.687,17.666,42.34,50.93,250,499
Wollemi,2009/12/22,Amb,400,108,0.0113,0.0657,72.2,1.37,2.07,6,1,2.84,26.85,28.6,25.94,75.25,74.98,15.29,18.506,43.27,52.37,250,499
Wollemi,2009/12/22,Amb,400,108,0.0524,0.0621,70.7,1.17,1.87,6,1,2.84,26.56,27.85,25.93,74.65,74.32,16.078,18.821,46.28,54.18,250.1,501
Wollemi,2009/12/22,Amb,400,108,0.155,0.063,68.4,1.03,1.64,6,1,2.84,26.1,26.44,25.93,74.85,74.29,15.782,18.211,46.69,53.87,250,500
Wollemi,2009/12/22,Amb,400,108,0.846,0.0674,76.3,1.07,1.59,6,1,2.84,25.9,25.77,25.95,101.32,99.04,14.788,17.312,44.25,51.8,250,499
Wollemi,2009/12/22,Amb,400,108,1.76,0.0706,103,1.28,1.81,6,1,2.84,26.31,26.96,25.95,151.74,147.06,14.543,17.55,42.48,51.27,250,499
Wollemi,2009/12/22,Amb,400,108,3.84,0.0697,173,1.38,1.98,6,1,2.84,26.7,28.17,25.94,280.02,269.9,15.207,18.461,43.41,52.69,250,499
Wollemi,2009/12/22,Amb,400,108,4.57,0.0627,182,1.1,1.75,6,1,2.84,26.32,27.12,25.93,319.5,307.73,15.842,18.437,46.22,53.8,250,501
Wollemi,2009/12/22,Amb,400,108,5.89,0.0611,220,0.978,1.6,6,1,2.84,25.96,26,25.94,399.74,384.7,15.376,17.681,45.84,52.71,250.1,501
Wollemi,2009/12/22,Amb,400,108,7.73,0.0624,269,1,1.61,6,1,2.84,25.82,25.52,25.95,500.56,480.85,14.302,16.668,42.98,50.09,250,499
Wollemi,2009/12/22,Amb,400,108,9.7,0.0623,347,1.17,1.87,6,1,2.84,26.32,26.98,25.95,641.11,616.09,14.21,16.968,41.47,49.52,250,500
Wollemi,2009/12/22,Amb,400,108,10.9,0.0601,408,1.21,2,6,1,2.84,26.62,28.01,25.93,749.49,721.28,15.028,17.875,43.08,51.24,250,501
Wollemi,2009/12/22,Amb,400,108,13.9,0.054,524,0.946,1.74,6,1,2.84,26.12,26.58,25.93,999.51,963.95,15.193,17.423,44.85,51.43,250,500
Wollemi,2009/12/21,Amb,400,109,6.81,0.069,215,1.27,1.85,5.8,1,2.93,26.78,29.43,25.94,401.83,384.89,19.593,22.482,56.05,64.32,250.1,1501
Wollemi,2009/12/21,Amb,400,109,6.81,0.069,215,1.27,1.85,5.8,1,2.93,26.78,29.43,25.94,401.83,384.89,19.593,22.482,56.05,64.32,250.1,1501
Wollemi,2009/12/21,Amb,400,109,5.43,0.055,217,1,1.82,5.8,1,2.93,26.72,29.19,25.95,399.95,386.47,19.952,22.228,57.28,63.82,250.1,1499
Wollemi,2009/12/21,Amb,400,109,5.62,0.0454,178,0.826,1.81,5.8,1,2.93,26.71,29.19,25.95,400.34,386.56,20.457,22.331,58.74,64.12,250.1,1499
Wollemi,2009/12/21,Amb,400,109,5.41,0.0407,164,0.733,1.79,5.8,1,2.93,26.74,29.28,25.95,400.66,387.45,21.087,22.748,60.46,65.23,250.2,1499
Wollemi,2009/12/21,Amb,400,109,5.04,0.0379,165,0.677,1.77,5.8,1,2.93,26.78,29.44,25.95,400.59,388.3,21.761,23.295,62.24,66.63,250.1,1498
Wollemi,2009/12/21,Amb,400,109,4.18,0.0369,198,0.596,1.6,5.8,1,2.93,26.62,28.84,25.93,399.5,389.25,22.231,23.581,64.21,68.11,250.1,1501
Wollemi,2009/12/21,Amb,400,109,5.38,0.0406,166,0.543,1.33,5.8,1,2.93,26.3,27.52,25.94,399.54,386.57,22.125,23.354,65.1,68.71,250.2,1501
Wollemi,2009/12/21,Amb,400,109,2.05,0.0015,-1.77E+03,0.0193,1.26,5.8,1,2.93,26,26.3,25.94,399.2,394.44,21.452,21.496,64.24,64.37,250.1,1502
Wollemi,2009/12/21,Amb,400,109,2.95,-0.00471,1.38E+03,-0.0584,1.22,5.8,1,2.93,25.83,25.51,25.96,400.24,393.46,20.503,20.37,62.01,61.6,250.2,1500
Wollemi,2009/12/21,Amb,400,109,6.1,0.105,284,1.05,1.01,5.8,1,2.93,25.85,25.54,25.95,399.63,384.57,20.141,22.508,60.86,68.02,250.3,1499
Wollemi,2009/12/21,Amb,400,109,5.83,0.118,299,1.24,1.07,5.8,1,2.93,25.91,25.82,25.95,400.83,386.2,19.681,22.483,59.25,67.69,250.1,1498
Wollemi,2009/12/21,Amb,400,109,5.62,0.116,301,1.22,1.07,5.8,1,2.93,25.91,25.84,25.95,400.78,386.65,19.684,22.451,59.26,67.59,250.1,1500
Wollemi,2009/12/21,Amb,400,109,6.31,0.0604,207,0.977,1.62,5.8,1,2.93,26.33,27.79,25.95,400.17,384.65,18.861,21.08,55.4,61.92,250.1,1500
Wollemi,2009/12/21,Amb,400,109,6.24,0.0597,206,1.06,1.77,5.8,1,2.93,26.65,29.04,25.95,400.09,384.67,19.95,22.35,57.48,64.39,250.1,1500
Wollemi,2009/12/21,Amb,400,109,6.57,0.0608,201,0.803,1.32,5.8,1,2.93,26.19,26.97,25.94,399.22,383.28,20.481,22.3,60.62,66,250.2,1201
Wollemi,2009/12/21,Amb,400,109,6.85,0.0782,235,0.885,1.14,5.8,1,2.93,25.84,25.26,25.96,400.56,383.89,18.657,20.666,56.38,62.45,250.1,999
Wollemi,2009/12/21,Amb,400,109,6.23,0.071,235,1.04,1.48,5.8,1,2.93,26.2,26.77,25.95,401.05,385.67,17.932,20.306,53.05,60.08,250.1,699
Wollemi,2009/12/21,Amb,400,109,5.98,0.0643,226,1.08,1.68,5.8,1,2.93,26.53,28.12,25.95,400.79,385.96,18.807,21.249,54.54,61.62,250.1,600
Wollemi,2009/12/21,Amb,400,109,5.8,0.0646,232,0.864,1.34,5.8,1,2.93,26.22,26.73,25.94,399.74,385.51,19.628,21.589,58,63.8,250.1,501
Wollemi,2009/12/21,Amb,400,109,5.81,0.0731,250,0.868,1.2,5.8,1,2.93,25.93,25.29,25.96,400.32,386.07,18.228,20.2,54.78,60.7,250.1,399
Wollemi,2009/12/21,Amb,400,109,5.21,0.0661,251,1.05,1.6,5.8,1,2.93,26.38,27.25,25.95,400.97,387.94,17.748,20.143,51.93,58.94,250.1,299
Wollemi,2009/12/21,Amb,400,109,4.36,0.0583,259,1.06,1.81,5.8,1,2.93,26.75,28.7,25.95,401.29,390.22,18.776,21.183,53.73,60.62,250,200
Wollemi,2009/12/21,Amb,400,109,3.07,0.0562,296,0.794,1.41,5.8,1,2.93,26.35,26.97,25.94,400.29,392.45,19.603,21.404,57.44,62.72,250,101
Wollemi,2009/12/21,Amb,400,109,2.04,0.0648,336,0.789,1.22,5.8,1,2.93,25.94,25.17,25.96,400.42,394.97,17.893,19.687,53.73,59.12,250,60
Wollemi,2009/12/21,Amb,400,109,1.88,0.0654,340,0.806,1.24,5.8,1,2.93,25.95,25.2,25.96,399.74,394.64,17.776,19.607,53.34,58.83,250.2,60
Wollemi,2009/12/21,Amb,400,109,2.13,0.0657,334,0.842,1.29,5.8,1,2.93,25.99,25.37,25.96,400,394.3,17.532,19.447,52.47,58.2,250.1,60
Wollemi,2009/12/21,Amb,400,109,-0.19,0.0656,76.9,1.12,1.71,5.8,1,2.93,26.45,27.52,25.95,74.07,74.32,17.039,19.585,49.63,57.05,250,499
Wollemi,2009/12/21,Amb,400,109,-0.178,0.0656,76.6,1.12,1.71,5.8,1,2.93,26.45,27.52,25.95,74.09,74.31,17.039,19.587,49.63,57.05,250,499
Wollemi,2009/12/21,Amb,400,109,-0.116,0.0683,74.9,1.28,1.88,5.8,1,2.93,26.71,28.58,25.95,74.37,74.42,17.359,20.27,49.79,58.14,250.1,499
Wollemi,2009/12/21,Amb,400,109,-0.0794,0.0718,73.6,1.4,1.95,5.8,1,2.93,26.89,29.27,25.95,74.23,74.17,17.951,21.127,50.94,59.95,250,499
Wollemi,2009/12/21,Amb,400,109,-0.148,0.0762,74.7,1.37,1.8,5.8,1,2.93,26.78,28.81,25.93,73.54,73.65,18.49,21.589,52.83,61.68,250.1,501
Wollemi,2009/12/21,Amb,400,109,-0.00618,0.0842,72.8,1.29,1.54,5.8,1,2.93,26.49,27.58,25.94,74.75,74.55,18.525,21.442,53.85,62.33,250.1,500
Wollemi,2009/12/21,Amb,400,109,-0.0309,0.0927,73.3,1.26,1.37,5.8,1,2.93,26.23,26.54,25.94,74.5,74.36,18.035,20.894,53.22,61.66,250.1,501
Wollemi,2009/12/21,Amb,400,109,0.0952,0.101,70.9,1.28,1.29,5.8,1,2.93,26.02,25.72,25.94,74.38,73.94,17.214,20.131,51.42,60.13,250.2,501
Wollemi,2009/12/21,Amb,400,109,0.154,0.104,70.9,1.61,1.57,5.8,1,2.93,26.26,26.73,25.95,75.79,75.16,15.675,19.342,46.15,56.94,250.1,499
Wollemi,2009/12/21,Amb,400,109,0.128,0.1,70.8,1.84,1.85,5.8,1,2.93,26.71,28.54,25.95,75.7,75.08,16.272,20.444,46.66,58.62,250.1,500
Wollemi,2009/12/21,Amb,400,109,0.125,0.104,69.9,1.69,1.65,5.8,1,2.93,26.53,27.77,25.94,74.42,73.84,16.924,20.774,49.05,60.2,250.1,501
Wollemi,2009/12/21,Amb,400,109,0.837,0.111,83.6,1.51,1.39,5.8,1,2.93,26.11,26.04,25.94,100.4,98.11,16.295,19.74,48.4,58.63,250,500
Wollemi,2009/12/21,Amb,400,109,1.96,0.115,114,1.49,1.33,5.8,1,2.93,25.84,25.01,25.95,150.54,145.48,14.986,18.387,45.21,55.47,250,501
Wollemi,2009/12/21,Amb,400,109,4.63,0.109,193,1.62,1.52,5.8,1,2.93,26.03,25.67,25.96,280.8,269.05,14.033,17.725,41.88,52.9,250,499
Wollemi,2009/12/21,Amb,400,109,5.26,0.0961,209,1.78,1.88,5.8,1,2.93,26.5,27.65,25.96,320.9,307.43,14.197,18.252,41.21,52.98,250.1,500
Wollemi,2009/12/21,Amb,400,109,6.48,0.0864,250,1.71,2,5.8,1,2.93,26.71,28.56,25.93,399.73,383.17,15.153,19.05,43.44,54.61,250,500
Wollemi,2009/12/21,Amb,400,109,8.21,0.0826,306,1.38,1.68,5.8,1,2.93,26.31,26.88,25.94,499.69,479.12,15.456,18.589,45.34,54.53,250,500
Wollemi,2009/12/21,Amb,400,109,10.3,0.0832,398,1.26,1.53,5.8,1,2.93,26.01,25.67,25.95,640.1,614.31,14.747,17.619,44.05,52.63,250,500
Wollemi,2009/12/21,Amb,400,109,12,0.0807,463,1.31,1.64,5.8,1,2.93,26.07,25.84,25.96,751.22,721.29,13.911,16.894,41.4,50.28,250.2,500
Wollemi,2009/12/21,Amb,400,109,14.7,0.0734,612,1.42,1.94,5.8,1,2.93,26.45,27.46,25.96,1000.83,963.65,14.014,17.243,40.77,50.16,250,500
Wollemi,2009/12/17,Amb,280,202,2.04,0.0185,92.8,0.383,2.04,5,1,3.28,26.68,29.03,25.94,280.7,276.4,19.028,19.78,54.57,56.72,249.9,1500
Wollemi,2009/12/17,Amb,280,202,2.04,0.0185,92.8,0.383,2.04,5,1,3.28,26.68,29.03,25.94,280.7,276.4,19.028,19.78,54.57,56.72,249.9,1500
Wollemi,2009/12/17,Amb,280,202,2.03,0.0214,117,0.415,1.91,5,1,3.28,26.53,28.39,25.94,280.14,275.86,18.814,19.628,54.42,56.78,250,1500
Wollemi,2009/12/17,Amb,280,202,2.08,0.0243,132,0.453,1.84,5,1,3.28,26.41,27.89,25.94,280.51,276.1,18.278,19.166,53.26,55.85,250,1501
Wollemi,2009/12/17,Amb,280,202,2.16,0.0262,136,0.493,1.86,5,1,3.28,26.36,27.7,25.95,279.48,274.89,17.638,18.606,51.54,54.37,249.9,1499
Wollemi,2009/12/17,Amb,280,202,2.08,0.026,139,0.538,2.04,5,1,3.28,26.5,28.4,25.95,279.41,274.94,17.264,18.32,50.02,53.08,250,1499
Wollemi,2009/12/17,Amb,280,202,2.17,0.025,127,0.576,2.27,5,1,3.28,26.71,29.44,25.95,279.55,274.89,17.302,18.433,49.51,52.74,250,1500
Wollemi,2009/12/17,Amb,280,202,2.27,0.024,115,0.603,2.47,5,1,3.28,26.93,30.43,25.95,279.59,274.73,17.685,18.868,49.96,53.3,250,1499
Wollemi,2009/12/17,Amb,280,202,2.25,0.0232,110,0.609,2.58,5,1,3.28,27.11,31.12,25.94,279.34,274.52,18.306,19.499,51.17,54.5,250,1501
Wollemi,2009/12/17,Amb,280,202,2.21,0.0228,111,0.551,2.37,5,1,3.28,27.01,30.48,25.94,279.2,274.49,18.841,19.92,52.97,56,250,1501
Wollemi,2009/12/17,Amb,280,202,2.29,0.0249,121,0.537,2.12,5,1,3.28,26.8,29.49,25.94,280.09,275.22,18.999,20.052,54.07,57.06,250,1501
Wollemi,2009/12/17,Amb,280,202,2.45,0.0292,133,0.588,1.99,5,1,3.28,26.58,28.59,25.94,280.36,275.14,18.125,19.279,52.25,55.58,250,1501
Wollemi,2009/12/17,Amb,280,202,2.63,0.0313,133,0.612,1.93,5,1,3.28,26.46,27.93,25.95,280.58,274.98,17.154,18.355,49.81,53.3,250,1199
Wollemi,2009/12/17,Amb,280,202,2.51,0.0281,123,0.677,2.37,5,1,3.28,26.94,30.01,25.95,280.43,275.03,17.439,18.769,49.22,52.98,249.9,999
Wollemi,2009/12/17,Amb,280,202,2.1,0.022,114,0.527,2.35,5,1,3.28,27.16,30.52,25.94,279.29,274.81,19.241,20.273,53.59,56.47,250,700
Wollemi,2009/12/17,Amb,280,202,2.13,0.0225,117,0.447,1.95,5,1,3.28,26.87,29.03,25.94,280.19,275.68,19.744,20.62,55.94,58.42,250.1,601
Wollemi,2009/12/17,Amb,280,202,1.94,0.0239,139,0.443,1.82,5,1,3.28,26.67,28.16,25.94,280.16,276.03,19.054,19.922,54.63,57.11,250,501
Wollemi,2009/12/17,Amb,280,202,2.09,0.0236,128,0.433,1.81,5,1,3.28,26.56,27.72,25.94,280.81,276.4,18.292,19.141,52.76,55.21,250.2,401
Wollemi,2009/12/17,Amb,280,202,1.85,0.0227,140,0.422,1.83,5,1,3.28,26.54,27.6,25.94,281.07,277.14,17.793,18.622,51.39,53.78,250,301
Wollemi,2009/12/17,Amb,280,202,1.61,0.0212,149,0.394,1.83,5,1,3.28,26.51,27.44,25.94,281.11,277.68,17.57,18.343,50.82,53.06,250,201
Wollemi,2009/12/17,Amb,280,202,1.26,0.0203,170,0.369,1.79,5,1,3.28,26.45,27.14,25.94,280.05,277.32,17.342,18.066,50.35,52.45,250,101
Wollemi,2009/12/17,Amb,280,202,0.894,0.0198,199,0.357,1.78,5,1,3.28,26.42,26.98,25.95,280.33,278.34,17.157,17.86,49.89,51.94,249.8,61
Wollemi,2009/12/17,Amb,280,202,-0.276,0.0247,90.7,0.472,1.88,5,1,3.28,26.46,27.46,25.95,74.74,75.23,16.928,17.854,49.09,51.78,250,500
Wollemi,2009/12/17,Amb,280,202,-0.157,0.0261,82.2,0.501,1.9,5,1,3.28,26.48,27.55,25.94,74.74,74.97,16.921,17.904,49.01,51.86,250,500
Wollemi,2009/12/17,Amb,280,202,-0.217,0.027,85.5,0.52,1.9,5,1,3.28,26.49,27.59,25.94,74.67,75.02,16.949,17.971,49.06,52.02,250,499
Wollemi,2009/12/17,Amb,280,202,-0.122,0.0276,79.5,0.529,1.89,5,1,3.28,26.5,27.6,25.94,74.67,74.84,17.011,18.051,49.22,52.23,250,499
Wollemi,2009/12/17,Amb,280,202,-0.143,0.0272,80.9,0.521,1.88,5,1,3.28,26.5,27.6,25.94,74.6,74.81,17.116,18.139,49.51,52.47,250,499
Wollemi,2009/12/17,Amb,280,202,-0.401,0.0271,96.1,0.518,1.88,5,1,3.28,26.52,27.66,25.94,74.15,74.87,17.233,18.25,49.82,52.76,250,499
Wollemi,2009/12/17,Amb,280,202,-0.221,0.027,85.2,0.513,1.88,5,1,3.28,26.52,27.67,25.94,74.09,74.45,17.35,18.358,50.14,53.06,250,499
Wollemi,2009/12/17,Amb,280,202,-0.164,0.0273,81.7,0.518,1.87,5,1,3.28,26.52,27.67,25.94,74.2,74.45,17.401,18.419,50.28,53.22,250,499
Wollemi,2009/12/17,Amb,280,202,0.233,0.027,84,0.511,1.87,5,1,3.28,26.52,27.66,25.94,101.29,100.72,17.443,18.446,50.38,53.28,250,499
Wollemi,2009/12/17,Amb,280,202,0.842,0.0264,93.6,0.497,1.85,5,1,3.28,26.51,27.61,25.94,150.44,148.61,17.474,18.449,50.51,53.33,250,499
Wollemi,2009/12/17,Amb,280,202,2.52,0.0266,117,0.499,1.85,5,1,3.28,26.51,27.59,25.94,281.28,275.96,17.497,18.478,50.59,53.42,249.8,499
Wollemi,2009/12/17,Amb,280,202,2.9,0.0256,125,0.482,1.85,5,1,3.28,26.52,27.65,25.94,320.36,314.26,17.601,18.546,50.84,53.57,250,499
Wollemi,2009/12/17,Amb,280,202,3.67,0.0242,141,0.453,1.84,5,1,3.28,26.53,27.65,25.94,400.69,392.99,17.795,18.684,51.39,53.96,250,499
Wollemi,2009/12/17,Amb,280,202,4.8,0.0235,152,0.441,1.84,5,1,3.28,26.54,27.72,25.94,500.18,490.14,17.927,18.793,51.72,54.22,250,499
Wollemi,2009/12/17,Amb,280,202,6.08,0.0223,176,0.422,1.86,5,1,3.28,26.57,27.82,25.94,640.14,627.45,17.993,18.82,51.83,54.22,250,499
Wollemi,2009/12/17,Amb,280,202,6.97,0.021,187,0.403,1.89,5,1,3.28,26.6,27.93,25.94,749.71,735.18,18.05,18.841,51.91,54.18,250,499
Wollemi,2009/12/17,Amb,280,202,9.22,0.0201,223,0.389,1.9,5,1,3.28,26.62,28.02,25.94,999.48,980.27,18.131,18.894,52.05,54.24,250,500
Wollemi,2009/12/22,Amb,280,203,3.12,0.0396,136,0.957,2.38,6,1,2.84,26.99,30.99,25.93,280.05,271.94,18.991,21.239,53.24,59.54,250.1,1501
Wollemi,2009/12/22,Amb,280,203,3.36,0.0443,141,0.915,2.04,6,1,2.84,26.69,29.72,25.94,279.57,270.91,19.34,21.491,55.19,61.33,249.8,1501
Wollemi,2009/12/22,Amb,280,203,3.65,0.052,150,1,1.91,6,1,2.84,26.44,28.8,25.94,279.57,270.17,18.221,20.58,52.76,59.59,250.1,1501
Wollemi,2009/12/22,Amb,280,203,3.86,0.0558,151,1.08,1.93,6,1,2.84,26.32,28.4,25.94,280.04,270.07,16.95,19.501,49.43,56.87,250.1,1500
Wollemi,2009/12/22,Amb,280,203,3.74,0.0578,158,1.14,1.97,6,1,2.84,26.4,28.29,25.96,280.26,270.55,16.195,18.887,47,54.81,250,1200
Wollemi,2009/12/22,Amb,280,203,3.84,0.052,143,1.22,2.32,6,1,2.84,26.95,30.23,25.95,280.91,270.91,17.082,19.945,48,56.04,250.1,999
Wollemi,2009/12/22,Amb,280,203,3.38,0.0464,146,0.94,2,6,1,2.84,26.81,29.15,25.94,279.91,271.2,18.296,20.506,51.84,58.1,250,700
Wollemi,2009/12/22,Amb,280,203,2.94,0.046,162,0.84,1.81,6,1,2.84,26.58,28.17,25.94,279.52,271.92,18.209,20.184,52.31,57.98,250,600
Wollemi,2009/12/22,Amb,280,203,3.27,0.0447,147,0.778,1.72,6,1,2.84,26.31,27.15,25.94,279.77,271.42,16.97,18.801,49.52,54.86,250.3,500
Wollemi,2009/12/22,Amb,280,203,3.18,0.0426,145,0.807,1.88,6,1,2.84,26.42,27.45,25.94,280.35,272.21,16.022,17.924,46.45,51.96,250,399
Wollemi,2009/12/22,Amb,280,203,2.65,0.036,147,0.762,2.09,6,1,2.84,26.73,28.6,25.94,280.44,273.58,16.568,18.363,47.17,52.28,250,299
Wollemi,2009/12/22,Amb,280,203,1.95,0.028,155,0.604,2.12,6,1,2.84,26.92,29.19,25.94,280.12,275.05,18,19.422,50.69,54.69,250,200
Wollemi,2009/12/22,Amb,280,203,1.31,0.0252,185,0.452,1.76,6,1,2.84,26.6,27.82,25.93,279.44,275.99,18.788,19.851,53.9,56.95,250,101
Wollemi,2009/12/22,Amb,280,203,0.977,0.0288,216,0.468,1.6,6,1,2.84,26.22,26.33,25.95,279.71,277.05,17.215,18.318,50.5,53.74,250,60
Wollemi,2009/12/22,Amb,280,203,-0.195,0.0274,83.8,0.617,2.22,6,1,2.84,26.93,29.61,25.94,74.9,75.26,18.003,19.456,50.64,54.73,250,500
Wollemi,2009/12/22,Amb,280,203,-0.207,0.0255,85.4,0.506,1.95,6,1,2.84,26.66,28.52,25.93,74.5,74.91,18.403,19.592,52.6,56,250,500
Wollemi,2009/12/22,Amb,280,203,0.0906,0.0297,67.7,0.523,1.73,6,1,2.84,26.33,27.25,25.94,75,74.68,17.698,18.929,51.6,55.19,250,500
Wollemi,2009/12/22,Amb,280,203,-0.0244,0.031,74.3,0.601,1.91,6,1,2.84,26.46,27.7,25.95,75.41,75.36,16.717,18.133,48.36,52.46,250,499
Wollemi,2009/12/22,Amb,280,203,0.009,0.0296,71.9,0.692,2.29,6,1,2.84,26.95,29.61,25.95,75.28,75.14,17.037,18.667,47.88,52.46,250,499
