name_original,Wood density (g/cm^3),metadata_id,primary_source_id
Acacia melanoxylon,0.57,47,45
Acacia pubescens,0.6,47,45
Callitris columellaris,0.58,47,45
Eucalyptus diversicolor,0.7,47,45
Endiandra palmerstonii,0.55,47,45
Flindersia indet,0.45,47,45
Grevillea robusta,0.51,47,45
Syncarpia glomulifera,0.7,47,45
