material,Abbreviation,replicate,length (mm),width (mm),thickness (mm),NEWthickness (mm),actual mass (g),dry mass (g),scanned area (cm2),SA (cm2),volume (cm3),SA:V (1/cm),density (dry mass) (g/cm3),density (actual mass) (g/cm3),FMC  (% odw),SLA* (cm2/g),N (%mass),P (%mass),lignin (%mass),tannin (%mass),ignition Y/N,TTI (s),FD (s),SD (s),TBT (s),Genus,Species,Family,Rainfall a,Soil P b,taxon,site_conditions,site_name,senesced_leaf_N_per_dry_mass,senesced_leaf_P_per_dry_mass,SLA
DRIED,Ere_gla,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_gla,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_gla,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_gla,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_gla,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,1,NA,NA,NA,0.45,NA,NA,3,NA,0.14,44.44,NA,0.96,NA,23.08,1.46,0.1,21.36,11.72,1,3,3.2,11.8,15,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,2,NA,NA,NA,0.32,NA,NA,2,NA,0.06,62.5,NA,1,NA,31.25,1.46,0.1,21.36,11.72,1,3.4,2,9.8,11.8,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,3,NA,NA,NA,0.39,NA,NA,1.9,NA,0.07,51.28,NA,0.89,NA,28.79,1.46,0.1,21.36,11.72,1,3.7,2.2,12.7,14.9,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,4,NA,NA,NA,0.42,NA,NA,2.2,NA,0.09,47.62,NA,0.83,NA,28.57,1.46,0.1,21.36,11.72,1,2.9,2.5,10.4,12.9,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,5,NA,NA,NA,0.55,NA,NA,2.7,NA,0.15,36.36,NA,0.89,NA,20.45,1.46,0.1,21.36,11.72,1,5.3,3.1,18,21.1,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,6,NA,NA,NA,0.48,NA,NA,3.3,NA,0.16,41.67,NA,0.99,NA,21.02,1.46,0.1,21.36,11.72,1,3.1,5.1,18.2,23.3,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,7,NA,NA,NA,0.4,NA,NA,1.4,NA,0.06,50,NA,0.96,NA,25.93,1.46,0.1,21.36,11.72,1,3.7,2.4,10.9,13.3,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,8,NA,NA,NA,0.32,NA,NA,1,NA,0.03,62.5,NA,1.56,NA,20,1.46,0.1,21.36,11.72,1,2.8,1.5,6.1,7.6,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,9,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.1,21.36,11.72,0,NA,NA,NA,NA,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Ere_lon,10,NA,NA,NA,0.39,NA,NA,1.3,NA,0.05,51.28,NA,1.18,NA,21.67,1.46,0.1,21.36,11.72,0,NA,NA,NA,NA,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Eri_aus,1,NA,NA,NA,0.56,NA,NA,3.4,NA,0.19,35.71,NA,0.53,NA,33.66,1.2,0.036,16.89,12.54,1,3,3.8,21.8,25.6,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,2,NA,NA,NA,0.57,NA,NA,1.7,NA,0.1,35.09,NA,0.47,NA,36.96,1.2,0.036,16.89,12.54,1,2.7,3,13.4,16.4,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,3,NA,NA,NA,0.48,NA,NA,1.5,NA,0.07,41.67,NA,0.58,NA,35.71,1.2,0.036,16.89,12.54,1,2.9,2.8,11,13.8,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,4,NA,NA,NA,0.55,NA,NA,2.4,NA,0.13,36.36,NA,0.59,NA,30.77,1.2,0.036,16.89,12.54,1,3.3,5.3,20.7,26,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,5,NA,NA,NA,0.47,NA,NA,1.1,NA,0.05,42.55,NA,0.54,NA,39.29,1.2,0.036,16.89,12.54,1,2.8,5,6.5,11.5,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,6,NA,NA,NA,0.44,NA,NA,1.6,NA,0.07,45.45,NA,0.6,NA,38.1,1.2,0.036,16.89,12.54,1,3.5,4.1,11.8,15.9,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,7,NA,NA,NA,0.52,NA,NA,1.4,NA,0.07,38.46,NA,0.59,NA,32.56,1.2,0.036,16.89,12.54,1,2.6,2.9,11.4,14.3,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,8,NA,NA,NA,0.49,NA,NA,1.4,NA,0.07,40.82,NA,0.64,NA,31.82,1.2,0.036,16.89,12.54,1,1.6,5.3,11.1,16.4,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,9,NA,NA,NA,0.53,NA,NA,1.3,NA,0.07,37.74,NA,0.57,NA,33.33,1.2,0.036,16.89,12.54,1,3.4,4.2,9.6,13.8,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Eri_aus,10,NA,NA,NA,0.38,NA,NA,1.3,NA,0.05,52.63,NA,0.73,NA,36.11,1.2,0.036,16.89,12.54,1,3.4,2.3,11.3,13.6,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_dum,1,NA,NA,NA,0.49,NA,NA,12,NA,0.59,40.82,NA,0.71,NA,28.92,0.91,0.049,13.98,14.45,1,2.5,7.3,40,47.3,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,2,NA,NA,NA,0.48,NA,NA,9,NA,0.43,41.67,NA,0.84,NA,24.73,0.91,0.049,13.98,14.45,1,3.4,9.9,35.9,45.8,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,3,NA,NA,NA,0.5,NA,NA,12,NA,0.6,40,NA,0.67,NA,29.7,0.91,0.049,13.98,14.45,1,2.5,6.5,29.1,35.6,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,4,NA,NA,NA,0.55,NA,NA,13.2,NA,0.73,36.36,NA,0.76,NA,23.96,0.91,0.049,13.98,14.45,1,3.2,10.2,38.9,49.1,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,5,NA,NA,NA,0.48,NA,NA,7.9,NA,0.38,41.67,NA,0.86,NA,24.16,0.91,0.049,13.98,14.45,1,3.4,7.9,30.9,38.8,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,6,NA,NA,NA,0.51,NA,NA,10.7,NA,0.55,39.22,NA,0.69,NA,28.38,0.91,0.049,13.98,14.45,1,2.5,6.5,28.9,35.4,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,7,NA,NA,NA,0.55,NA,NA,8,NA,0.44,36.36,NA,0.9,NA,20.15,0.91,0.049,13.98,14.45,1,4.4,10.6,34.2,44.8,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,8,NA,NA,NA,0.44,NA,NA,8.1,NA,0.36,45.45,NA,0.76,NA,29.89,0.91,0.049,13.98,14.45,1,2.5,5.8,23.5,29.3,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,9,NA,NA,NA,0.43,NA,NA,8.9,NA,0.38,46.51,NA,0.84,NA,27.73,0.91,0.049,13.98,14.45,1,2.6,6.3,26.4,32.7,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_dum,10,NA,NA,NA,0.43,NA,NA,6.4,NA,0.28,46.51,NA,0.85,NA,27.23,0.91,0.049,13.98,14.45,1,2.6,3.4,29,32.4,Eucalyptus,dumosa,Myrtaceae,low,low,Eucalyptus dumosa,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_hae,1,NA,NA,NA,0.51,NA,NA,29,NA,1.48,39.22,NA,0.75,NA,26.1,1.04,0.034,24.05,15.08,1,4.1,9.5,51.9,61.4,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,2,NA,NA,NA,0.45,NA,NA,36.7,NA,1.65,44.44,NA,0.7,NA,31.58,1.04,0.034,24.05,15.08,1,2.5,11.7,47,58.7,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,3,NA,NA,NA,0.6,NA,NA,24.3,NA,1.46,33.33,NA,0.57,NA,29.49,1.04,0.034,24.05,15.08,1,3,9,59.7,68.7,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,4,NA,NA,NA,0.52,NA,NA,42.3,NA,2.2,38.46,NA,0.63,NA,30.32,1.04,0.034,24.05,15.08,1,2.8,12,48.5,60.5,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,5,NA,NA,NA,0.51,NA,NA,31.9,NA,1.63,39.22,NA,0.65,NA,30.21,1.04,0.034,24.05,15.08,0,NA,NA,NA,NA,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,6,NA,NA,NA,0.46,NA,NA,34.4,NA,1.58,43.48,NA,0.71,NA,30.47,1.04,0.034,24.05,15.08,1,2.3,11.9,37.2,49.1,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,7,NA,NA,NA,0.47,NA,NA,23.7,NA,1.11,42.55,NA,0.7,NA,30.46,1.04,0.034,24.05,15.08,1,2.6,10.2,34,44.2,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,8,NA,NA,NA,0.46,NA,NA,35.4,NA,1.63,43.48,NA,0.66,NA,32.84,1.04,0.034,24.05,15.08,1,1.8,10.3,37.4,47.7,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,9,NA,NA,NA,0.55,NA,NA,28.4,NA,1.56,36.36,NA,0.65,NA,28.06,1.04,0.034,24.05,15.08,1,2.5,9.8,42.1,51.9,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_hae,10,NA,NA,NA,0.58,NA,NA,40,NA,2.32,34.48,NA,0.63,NA,27.55,1.04,0.034,24.05,15.08,1,2.7,11.4,56.5,67.9,Eucalyptus,haemastoma,Myrtaceae,high,low,Eucalyptus haemastoma,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,NA
DRIED,Euc_int,1,NA,NA,NA,0.49,NA,NA,13.8,NA,0.68,40.82,NA,0.62,NA,32.86,1.47,0.103,20.99,7.73,1,2.9,3.7,39.4,43.1,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,2,NA,NA,NA,0.53,NA,NA,15.6,NA,0.83,37.74,NA,0.49,NA,38.14,1.47,0.103,20.99,7.73,1,2.5,4.9,31.1,36,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,3,NA,NA,NA,0.58,NA,NA,17,NA,0.99,34.48,NA,0.53,NA,32.69,1.47,0.103,20.99,7.73,1,2.7,4.2,40.3,44.5,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,4,NA,NA,NA,0.45,NA,NA,13.9,NA,0.63,44.44,NA,0.6,NA,36.97,1.47,0.103,20.99,7.73,1,2.3,3.3,24.9,28.2,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,5,NA,NA,NA,0.47,NA,NA,13,NA,0.61,42.55,NA,0.63,NA,33.94,1.47,0.103,20.99,7.73,1,2.3,3.6,35.7,39.3,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,6,NA,NA,NA,0.45,NA,NA,13.5,NA,0.61,44.44,NA,0.58,NA,38.24,1.47,0.103,20.99,7.73,1,2.4,4.5,24.4,28.9,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,7,NA,NA,NA,0.44,NA,NA,16.1,NA,0.71,45.45,NA,0.65,NA,34.7,1.47,0.103,20.99,7.73,1,2.8,4.2,34.5,38.7,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,8,NA,NA,NA,0.44,NA,NA,11.4,NA,0.5,45.45,NA,0.56,NA,40.71,1.47,0.103,20.99,7.73,1,1.7,4.2,25.6,29.8,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,9,NA,NA,NA,0.6,NA,NA,14.6,NA,0.88,33.33,NA,0.61,NA,27.5,1.47,0.103,20.99,7.73,1,2.9,8.1,36.1,44.2,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_int,10,NA,NA,NA,0.41,NA,NA,7.7,NA,0.32,48.78,NA,0.63,NA,38.89,1.47,0.103,20.99,7.73,1,1.9,3.7,20.5,24.2,Eucalyptus,intertexta,Myrtaceae,low,high,Eucalyptus intertexta,low rainfall high soil P,Round Hill woodland,NA,NA,NA
DRIED,Euc_soc,1,NA,NA,NA,0.48,NA,NA,10.6,NA,0.51,41.67,NA,0.83,NA,25.12,1.22,0.061,12.9,11.11,1,3.5,8.8,29.1,37.9,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,2,NA,NA,NA,0.42,NA,NA,7.9,NA,0.33,47.62,NA,0.85,NA,27.92,1.22,0.061,12.9,11.11,1,2.9,3.8,33.2,37,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,3,NA,NA,NA,0.5,NA,NA,8.3,NA,0.42,40,NA,0.8,NA,25.08,1.22,0.061,12.9,11.11,1,3.9,6.4,40.4,46.8,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,4,NA,NA,NA,0.44,NA,NA,8,NA,0.35,45.45,NA,0.86,NA,26.4,1.22,0.061,12.9,11.11,1,3.8,5.5,23.4,28.9,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,5,NA,NA,NA,0.53,NA,NA,6.9,NA,0.37,37.74,NA,0.85,NA,22.19,1.22,0.061,12.9,11.11,1,3.4,7.5,28.1,35.6,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,6,NA,NA,NA,0.4,NA,NA,9.7,NA,0.39,50,NA,0.74,NA,33.92,1.22,0.061,12.9,11.11,1,1.8,5.9,19.5,25.4,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,7,NA,NA,NA,0.54,NA,NA,9.5,NA,0.51,37.04,NA,0.73,NA,25.2,1.22,0.061,12.9,11.11,1,2.9,6,40.7,46.7,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,8,NA,NA,NA,0.41,NA,NA,5.8,NA,0.24,48.78,NA,0.85,NA,28.86,1.22,0.061,12.9,11.11,1,3,3.4,22.8,26.2,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,9,NA,NA,NA,0.4,NA,NA,8.3,NA,0.33,50,NA,0.77,NA,32.42,1.22,0.061,12.9,11.11,1,2.3,3.5,25.1,28.6,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_soc,10,NA,NA,NA,0.38,NA,NA,5,NA,0.19,52.63,NA,0.78,NA,33.78,1.22,0.061,12.9,11.11,1,2.3,3.2,13.2,16.4,Eucalyptus,socialis,Myrtaceae,low,low,Eucalyptus socialis,low rainfall low soil P,Round Hill mallee,NA,NA,NA
DRIED,Euc_umb,1,NA,NA,NA,0.5,NA,NA,40.5,NA,2.03,40,NA,0.56,NA,35.68,0.91,0.039,26.96,15.48,1,3.1,19.9,40.6,60.5,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,2,NA,NA,NA,0.68,NA,NA,33.2,NA,2.26,29.41,NA,0.47,NA,31.38,0.91,0.039,26.96,15.48,1,3.1,11.8,66.5,78.3,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,3,NA,NA,NA,0.48,NA,NA,42.4,NA,2.04,41.67,NA,0.64,NA,32.52,0.91,0.039,26.96,15.48,1,2.7,14,54.3,68.3,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,4,NA,NA,NA,0.31,NA,NA,25.4,NA,0.79,64.52,NA,0.86,NA,37.57,0.91,0.039,26.96,15.48,1,2,9.1,41,50.1,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,5,NA,NA,NA,0.46,NA,NA,32.2,NA,1.48,43.48,NA,0.62,NA,35.27,0.91,0.039,26.96,15.48,1,2.7,13.3,59,72.3,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,6,NA,NA,NA,0.64,NA,NA,34.7,NA,2.22,31.25,NA,0.31,NA,50.36,0.91,0.039,26.96,15.48,1,1.9,6,33.3,39.3,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,7,NA,NA,NA,0.66,NA,NA,22.7,NA,1.5,30.3,NA,0.46,NA,32.61,0.91,0.039,26.96,15.48,1,2.5,9.1,39.2,48.3,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,8,NA,NA,NA,0.62,NA,NA,35.9,NA,2.23,32.26,NA,0.37,NA,43.86,0.91,0.039,26.96,15.48,1,2.2,5.5,37.2,42.7,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,9,NA,NA,NA,0.48,NA,NA,26.8,NA,1.29,41.67,NA,0.6,NA,34.49,0.91,0.039,26.96,15.48,1,2.6,10.2,53.6,63.8,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Euc_umb,10,NA,NA,NA,0.46,NA,NA,29.6,NA,1.36,43.48,NA,0.43,NA,50.77,0.91,0.039,26.96,15.48,1,1.7,4.1,34.1,38.2,Eucalyptus,umbra,Myrtaceae,high,high,Eucalyptus umbra,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,NA
DRIED,Control1,1,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,3.8,11.5,15.3,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,2,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.3,3.5,9.1,12.6,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,3,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,3.4,7.3,10.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,4,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,3.7,9,12.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,5,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.1,3.8,14.1,17.9,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,6,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,3.9,11.8,15.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,7,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2,3.4,7.7,11.1,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,8,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9,3.6,7.1,10.7,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,9,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3.7,9.1,12.8,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control1,10,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.1,3.3,10,13.3,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control3,1,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,3.5,15.4,18.9,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control3,2,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9,3.6,14.3,17.9,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control3,3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,3.4,14.2,17.6,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
DRIED,Control3,4,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.9,3.9,12.9,16.8,NA,NA,NA,NA,NA,NA NA,NA rainfall NA soil P,unknown site,NA,NA,NA
