site_code,plot,year,Taxon,block,Family,functional_group,trt,leaf_pct_N,leaf_pct_C,leaf_pct_P,leaf_pct_K,SLA_v2,site_name,continent,country,region,habitat,latitude,longitude,MAT,TEMP_VAR,MAP,MAP_VAR,N,P,K,Exclose,first_nutrient_year,first_fenced_year,year_trt,soil_pctN,soil_ppmP,Soil_ppmK,max_cover
bogong.au,7,2011,TRACHYMENE HUMILIS SSP. BREVISCAPA,1,Apiaceae,forbs,K,4.464297007,47.95208409,0.322218259,1.984829184,16036.26,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.496,54,225,10
bogong.au,8,2011,CRASPEDIA JAMESII,1,Asteraceae,forbs,NP,3.38518655,45.5695798,0.457572624,4.63357596,11775.91771,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.646,49,241,25
bogong.au,8,2011,HYPOCHAERIS RADICATA,1,Asteraceae,forbs,NP,2.356104783,45.78302628,0.48255282,4.05087984,9082.157221,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.646,49,241,1
bogong.au,8,2011,POA HIEMATA,1,Poaceae,grass,NP,1.583291222,48.60879296,0.461007756,1.642789764,4110.62954,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.646,49,241,75
bogong.au,8,2011,RUMEX ACETOSELLA,1,Polygonaceae,forbs,NP,3.325268549,48.41686048,0.624772968,3.68550204,11937.09419,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.646,49,241,0.01
bogong.au,9,2011,CRASPEDIA JAMESII,1,Asteraceae,forbs,NPK+Fence,2.56802884,42.51281813,0.621199956,5.94841896,9273.066453,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.743,55,242,15
bogong.au,9,2011,POA HIEMATA,1,Poaceae,grass,NPK+Fence,1.497689029,46.65301991,0.365237006,1.353683448,5662.172131,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.743,55,242,60
bogong.au,9,2011,RUMEX ACETOSELLA,1,Polygonaceae,forbs,NPK+Fence,3.626493461,46.34057166,0.45599544,3.98717964,10480.87049,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.743,55,242,2
bogong.au,9,2011,TRISETUM ANTARCTICUM,1,Poaceae,grass,NPK+Fence,2.189034746,43.88299783,0.380728908,2.014580764,5543.651462,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.743,55,242,30
bogong.au,10,2011,CRASPEDIA JAMESII,1,Asteraceae,forbs,P,2.481106383,45.15136132,0.55716334,4.2983752,7931.684287,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.747,46,206,10
bogong.au,10,2011,HYPOCHAERIS RADICATA,1,Asteraceae,forbs,P,2.081030635,45.02771915,0.663892832,5.22504912,11272.99629,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.747,46,206,7
bogong.au,10,2011,POA HIEMATA,1,Poaceae,grass,P,1.314059225,46.99616201,0.372874752,0.911284992,4577.888889,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.747,46,206,55
bogong.au,10,2011,RUMEX ACETOSELLA,1,Polygonaceae,forbs,P,2.051672706,46.58678442,0.438290496,2.130703032,8333.356401,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.747,46,206,1
bogong.au,11,2011,CRASPEDIA JAMESII,2,Asteraceae,forbs,Control,2.557624073,44.57984385,0.48574368,4.939464,8003.747835,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.789,44,205,15
bogong.au,11,2011,PLANTAGO EURYPHYLLA,2,Plantaginaceae,forbs,Control,1.73873188,59.28393171,0.200403634,2.888079344,4604.234783,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.789,44,205,5
bogong.au,11,2011,POA HIEMATA,2,Poaceae,grass,Control,1.0007342,47.20533832,0.170938746,0.88311114,4452.096317,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.789,44,205,50
bogong.au,11,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,Control,2.885179263,47.4814389,0.349991947,2.884565712,9581.97026,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.789,44,205,0.01
bogong.au,12,2011,CRASPEDIA JAMESII,2,Asteraceae,forbs,PK,2.719648692,43.45089403,0.430860116,5.46265972,80187.5,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,1,0,2010,2010,2,0.794,43,186,25
bogong.au,12,2011,HYPOCHAERIS RADICATA,2,Asteraceae,forbs,PK,2.328159838,45.53821783,0.400625109,5.75782472,9754.593382,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,1,0,2010,2010,2,0.794,43,186,4
bogong.au,12,2011,POA HIEMATA,2,Poaceae,grass,PK,1.362571371,47.95959858,0.37485536,1.74325008,5275.198675,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,1,0,2010,2010,2,0.794,43,186,40
bogong.au,12,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,PK,2.981129906,47.28815234,NA,NA,11275.70313,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,1,0,2010,2010,2,0.794,43,186,1
bogong.au,13,2011,CRASPEDIA JAMESII,2,Asteraceae,forbs,P,2.770840003,46.46185524,0.397343024,3.37871664,8860.683728,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.672,38,144,7
bogong.au,13,2011,POA HIEMATA,2,Poaceae,grass,P,1.40416072,47.58208,0.464780976,1.557263696,4315.098039,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.672,38,144,75
bogong.au,13,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,P,2.171106996,47.30147511,0.436682832,3.39999588,18273.65217,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.672,38,144,0.01
bogong.au,13,2011,TRACHYMENE HUMILIS SSP. BREVISCAPA,2,Apiaceae,forbs,P,4.427043586,51.53033286,0.372314556,2.40047352,6129.107005,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,1,0,0,2010,2010,2,0.672,38,144,10
bogong.au,14,2011,CHAEROPHYLLUM ERIOPODUM,2,Apiaceae,forbs,NP,2.710079822,44.65052831,0.806218456,3.26130904,5111.071429,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.528,40,197,0.01
bogong.au,14,2011,CRASPEDIA JAMESII,2,Asteraceae,forbs,NP,2.940875241,45.28748046,0.480585644,4.13198588,9069.793736,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.528,40,197,20
bogong.au,14,2011,POA HIEMATA,2,Poaceae,grass,NP,1.129365982,47.04031916,0.39268992,1.397088,5118.117647,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.528,40,197,80
bogong.au,14,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,NP,2.574682839,52.86918965,0.502678452,2.684476344,13287.6875,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.528,40,197,0.01
bogong.au,15,2011,HYPOCHAERIS RADICATA,2,Asteraceae,forbs,NPK,2.351104594,43.00213641,0.57794688,5.848272,11560.63227,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,0,2010,2010,2,0.678,39,175,5
bogong.au,15,2011,PLANTAGO EURYPHYLLA,2,Plantaginaceae,forbs,NPK,1.889970655,43.64929577,0.208904114,2.425662228,5002.848665,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,0,2010,2010,2,0.678,39,175,12
bogong.au,15,2011,TRACHYMENE HUMILIS SSP. BREVISCAPA,2,Apiaceae,forbs,NPK,4.230559815,46.89824992,0.414390728,2.86265392,7937.637691,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,0,2010,2010,2,0.678,39,175,35
bogong.au,16,2011,CRASPEDIA JAMESII,2,Asteraceae,forbs,NPK+Fence,2.753461117,42.91247444,0.475808256,4.93316352,8993.589228,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.285,47,213,15
bogong.au,16,2011,POA HIEMATA,2,Poaceae,grass,NPK+Fence,1.80044765,49.55084318,0.339226146,1.566604416,435.9186228,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.285,47,213,25
bogong.au,16,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,NPK+Fence,2.834804703,44.33190532,0.45905786,3.7926026,11685.15432,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.285,47,213,0.01
bogong.au,16,2011,TRACHYMENE HUMILIS SSP. BREVISCAPA,2,Apiaceae,forbs,NPK+Fence,3.558732347,47.87633926,0.35715496,2.61785968,8110.939431,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,1,2010,2010,2,0.285,47,213,40
bogong.au,17,2011,CRASPEDIA JAMESII,2,Asteraceae,forbs,Fence,2.56590785,43.802436,0.5431448,4.71659936,8329.246269,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,1,2010,2010,2,0.704,55,247,20
bogong.au,17,2011,POA HIEMATA,2,Poaceae,grass,Fence,1.380509277,47.98378006,0.30538937,1.457178112,2108.994307,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,1,2010,2010,2,0.704,55,247,50
bogong.au,17,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,Fence,3.213055952,47.14277861,0.34508676,2.52026478,16709.64602,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,1,2010,2010,2,0.704,55,247,0.01
bogong.au,17,2011,RYTIDOSPERMA NUDIFLORUM,2,Poaceae,grass,Fence,2.11688126,47.34579543,0.287106144,2.069209584,2946.458753,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,1,2010,2010,2,0.704,55,247,10
bogong.au,18,2011,CAREX BREVICULMIS,2,Cyperaceae,sedges,NK,1.830157885,47.95787688,0.203917416,2.36528856,5011.764343,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,1,0,2010,2010,2,0.482,37,145,5
bogong.au,18,2011,CRASPEDIA JAMESII,2,Asteraceae,forbs,NK,2.299753553,47.06167063,0.170536658,3.64293248,9788.466112,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,1,0,2010,2010,2,0.482,37,145,20
bogong.au,18,2011,POA HIEMATA,2,Poaceae,grass,NK,1.85744201,48.56786542,0.259877654,1.542713952,6001.752874,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,1,0,2010,2010,2,0.482,37,145,45
bogong.au,18,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,NK,2.782095439,47.73112659,0.226454956,2.675608936,11399.72752,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,1,0,2010,2010,2,0.482,37,145,1
bogong.au,19,2011,HYPOCHAERIS RADICATA,2,Asteraceae,forbs,N,2.671586498,45.1133302,0.46646842,4.0511474,11267.20472,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.513,37,160,7
bogong.au,19,2011,PLANTAGO EURYPHYLLA,2,Plantaginaceae,forbs,N,1.549396142,43.89701135,0.146809127,1.86211074,4607.368339,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.513,37,160,3
bogong.au,19,2011,POA HIEMATA,2,Poaceae,grass,N,1.501843311,48.46237622,0.301840721,1.188869784,4908.674699,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.513,37,160,70
bogong.au,19,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,N,3.342068481,47.0801789,0.222820224,2.5856336,9389.419192,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.513,37,160,1
bogong.au,20,2011,POA HIEMATA,2,Poaceae,grass,K,1.163109381,47.65761371,0.25830636,1.456237848,5290.889831,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.496,42,202,45
bogong.au,20,2011,RUMEX ACETOSELLA,2,Polygonaceae,forbs,K,1.878806766,46.18784452,0.297635472,4.15876752,8942.544379,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.496,42,202,0.01
bogong.au,20,2011,RYTIDOSPERMA NUDIFLORUM,2,Poaceae,grass,K,1.762698618,48.40241334,0.274342536,1.78506576,2826.144201,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.496,42,202,5
bogong.au,20,2011,TRACHYMENE HUMILIS SSP. BREVISCAPA,2,Apiaceae,forbs,K,2.924785454,47.62928769,0.360837304,2.55005666,6694.957369,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.496,42,202,15
bogong.au,21,2011,CRASPEDIA JAMESII,3,Asteraceae,forbs,Control,1.914629725,42.86259896,0.2657506,4.0119768,8024.07235,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.834,32,172,10
bogong.au,21,2011,POA HIEMATA,3,Poaceae,grass,Control,1.369080956,48.02939876,0.355990948,1.234729532,3819.347826,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.834,32,172,65
bogong.au,21,2011,RUMEX ACETOSELLA,3,Polygonaceae,forbs,Control,2.480695147,49.35755713,0.214263078,1.54860725,11094.44444,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.834,32,172,0.01
bogong.au,21,2011,TRACHYMENE HUMILIS SSP. BREVISCAPA,3,Apiaceae,forbs,Control,4.051360441,51.18491129,0.282500252,2.17659094,7068.707483,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,0,0,2010,2010,2,0.834,32,172,15
bogong.au,22,2011,CELMISIA PUGIONIFORMIS,3,Asteraceae,forbs,N,1.77638645,48.54152478,0.197857192,1.60965272,8415.317287,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.75,57,157,2
bogong.au,22,2011,CRASPEDIA JAMESII,3,Asteraceae,forbs,N,3.149565302,44.02988587,0.44699256,4.6108216,2473.522613,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.75,57,157,20
bogong.au,22,2011,POA HIEMATA,3,Poaceae,grass,N,1.45700767,48.35824043,0.222616053,1.22732604,4310.115942,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.75,57,157,60
bogong.au,22,2011,RUMEX ACETOSELLA,3,Polygonaceae,forbs,N,2.464478365,48.13883866,0.221362378,2.516321808,10894.98221,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,0,0,0,2010,2010,2,0.75,57,157,1
bogong.au,23,2011,CRASPEDIA JAMESII,3,Asteraceae,forbs,NPK,2.947127298,44.82081275,0.403030432,4.65959116,8209.798558,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,0,2010,2010,2,0.487,39,172,40
bogong.au,23,2011,HYPOCHAERIS RADICATA,3,Asteraceae,forbs,NPK,2.436974462,46.81604985,0.62990928,5.2457328,9553.425414,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,0,2010,2010,2,0.487,39,172,2
bogong.au,23,2011,POA HIEMATA,3,Poaceae,grass,NPK,1.689377794,50.17649898,0.339811942,1.054097408,3854.074074,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,0,2010,2010,2,0.487,39,172,45
bogong.au,23,2011,RUMEX ACETOSELLA,3,Polygonaceae,forbs,NPK,2.999651957,45.54845093,0.421592288,3.091433856,12644.47674,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,1,0,2010,2010,2,0.487,39,172,0.01
bogong.au,24,2011,PLANTAGO EURYPHYLLA,3,Plantaginaceae,forbs,K,1.149202144,44.5401176,0.132390696,4.3061272,5550.724323,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.644,36,196,0.01
bogong.au,24,2011,POA HIEMATA,3,Poaceae,grass,K,1.097355783,46.97322377,0.196008934,0.943029948,3823.567416,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.644,36,196,90
bogong.au,24,2011,RUMEX ACETOSELLA,3,Polygonaceae,forbs,K,2.992924679,46.61131316,0.350440142,3.344618916,13066.38191,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.644,36,196,0.01
bogong.au,24,2011,RYTIDOSPERMA NUDIFLORUM,3,Poaceae,grass,K,1.800552611,47.14870654,0.171504488,1.274673215,2478.987755,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,0,0,1,0,2010,2010,2,0.644,36,196,0.01
bogong.au,25,2011,CRASPEDIA JAMESII,3,Asteraceae,forbs,NP,2.478735438,41.4443419,0.393552224,3.05359392,9056.669623,Bogong,Australia,AU,Australia,ALPINE GRASSLAND,-36.874,147.254,5.7,47.59,1592,26,1,1,0,0,2010,2010,2,0.516,36,197,20
