Date,Time,ID,Growth.Form,Spec.Code.old,Species,Individual,Tree,Leaf,LeafCode,Fresh Weight,Dry Weight,LDMC,AreaTotal,SLA,LMA,Petiole Width,Petiole Height,Lam1,Lam2,Lam3,Lamina
22/05/2014,,20,L,ENT,ENT,6,ENT_6,2,ENT_6_2,1.7,0.4568,0.269,50.96,111.558669,89.6389325,2.38,2.47,0.37,0.36,0.35,0.36
22/05/2014,,21,L,ENT,ENT,6,ENT_6,3,ENT_6_3,0.81,0.2148,0.265,30.64,142.6443203,70.10443864,1.98,1.69,0.28,0.29,0.29,0.29
22/05/2014,,22,T,MYR,MYR,4,MYR_4,1,MYR_4_1,1.85,0.7971,0.431,58.97,73.98067996,135.1704256,2.56,2.56,0.29,0.28,0.28,0.28
22/05/2014,,24,T,MYR,MYR,4,MYR_4,2,MYR_4_2,1.87,0.8084,0.432,63.94,79.09450767,126.4310291,2.41,2.25,0.27,0.26,0.26,0.26
22/05/2014,,25,T,MYR,MYR,4,MYR_4,3,MYR_4_3,1.89,0.7429,0.393,67.91,91.41203392,109.3947872,2.7,2.7,0.27,0.26,0.27,0.27
22/05/2014,,26,T,MYR,MYR,4,MYR_4,4,MYR_4_4,1.87,0.7391,0.395,63.48,85.88824246,116.4303718,2.66,2.49,0.28,0.28,0.27,0.28
22/05/2014,,27,T,CLE,CLE,4,CLE_4,1,CLE_4_1,1.45,0.7114,0.491,82.19,115.5327523,86.55554204,2.51,2.65,0.16,0.18,0.15,0.16
22/05/2014,,28,T,CLE,CLE,4,CLE_4,2,CLE_4_2,1.29,0.5759,0.446,80.44,139.6770273,71.59373446,2.33,2.5,0.15,0.14,0.14,0.14
22/05/2014,,29,T,CLE,CLE,4,CLE_4,3,CLE_4_3,1.59,0.7161,0.45,89.12,124.4518922,80.35233393,2.56,2.74,0.16,0.16,0.17,0.16
22/05/2014,,30,T,ROC,ROC,4,ROC_4,1,ROC_4_1,1.4,0.5613,0.401,67.82,120.8266524,82.7631967,1.69,1.74,0.21,0.18,0.19,0.19
22/05/2014,,31,T,ROC,ROC,4,ROC_4,2,ROC_4_2,1.31,0.5101,0.389,63.08,123.6620271,80.86556753,,,0.21,0.19,0.19,0.2
22/05/2014,,34,T,ROC,ROC,4,ROC_4,3,ROC_4_3,1.78,0.7248,0.407,82.41,113.7003311,87.95049145,1.77,1.89,0.25,0.21,0.21,0.22
22/05/2014,,35,T,MYR,MYR,5,MYR_5,1,MYR_5_1,2.14,0.9088,0.425,77.85,85.66241197,116.7373154,2.47,2.82,0.25,0.25,0.25,0.25
22/05/2014,,37,T,MYR,MYR,5,MYR_5,2,MYR_5_2,4.08,1.6601,0.407,137.25,82.67574243,120.9544627,3.36,3.52,0.28,0.26,0.27,0.27
22/05/2014,,38,T,MYR,MYR,5,MYR_5,3,MYR_5_3,1.82,0.7239,0.398,68.6,94.76447023,105.5247813,2.46,2.59,0.23,0.24,0.24,0.24
22/05/2014,,39,T,CAS,CAS,5,CAS_5,1,CAS_5_1,1.79,0.6135,0.343,68.13,111.0513447,90.04843681,2.92,2.7,0.24,0.22,0.22,0.23
22/05/2014,,45,T,CAS,CAS,5,CAS_5,2,CAS_5_2,1.47,0.4783,0.325,55.25,115.5132762,86.57013575,2.71,2.33,0.24,0.22,0.23,0.23
22/05/2014,,46,T,CAS,CAS,5,CAS_5,3,CAS_5_3,2.05,0.6665,0.325,76.35,114.5536384,87.29535036,3.32,2.78,0.24,0.23,0.24,0.24
22/05/2014,,47,L,UNK C,TET STIG,5,TET STIG_6,1,TET STIG_6_1,1.8,0.6712,0.373,61.21,91.19487485,109.6552851,2.9,2.79,0.36,0.33,0.35,0.35
22/05/2014,,48,L,UNK C,TET STIG,5,TET STIG_6,2,TET STIG_6_2,2.76,0.6578,0.238,83.99,127.6831864,78.31884748,3.54,3.11,0.34,0.32,0.33,0.33
22/05/2014,,49,L,UNK C,TET STIG,5,TET STIG_6,3,TET STIG_6_3,1.47,0.4068,0.277,44.79,110.1032448,90.82384461,2.6,2.5,0.35,0.35,0.35,0.35
22/05/2014,,50,L,CAL,CAL,7,CAL_7,1,CAL_7_1,2.78,1.3108,0.472,135.55,103.4101312,96.70232387,NA,NA,0.16,0.16,0.16,0.16
22/05/2014,,52,L,CAL,CAL,7,CAL_7,2,CAL_7_2,2.87,1.3455,0.469,134.6,100.0371609,99.9628529,NA,NA,0.2,0.19,0.19,0.19
22/05/2014,,53,L,CAL,CAL,7,CAL_7,3,CAL_7_3,2.94,1.371,0.466,141.58,103.2676878,96.83571126,NA,NA,0.15,0.15,0.19,0.16
22/05/2014,,55,L,CAL,CAL,8,CAL_8,1,CAL_8_1,2.47,1.0649,0.431,120.76,113.4003193,88.18317324,NA,NA,0.17,0.16,0.2,0.18
22/05/2014,,57,L,CAL,CAL,8,CAL_8,2,CAL_8_2,2.47,1.0635,0.431,120.19,113.0136342,88.48489891,NA,NA,0.15,0.17,0.16,0.16
22/05/2014,,58,L,CAL,CAL,8,CAL_8,3,CAL_8_3,2.36,1.0192,0.432,113.9,111.7543171,89.48200176,NA,NA,0.2,0.17,0.16,0.18
22/05/2014,,59,T,NOR,NOR,4,NOR_4,1,NOR_4_1,4.88,2.0372,0.417,166.05,81.50893383,122.685938,NA,NA,0.25,0.25,0.24,0.25
22/05/2014,,60,T,NOR,NOR,4,NOR_4,2,NOR_4_2,2.77,1.1633,0.42,97.11,83.47803662,119.7919885,NA,NA,0.25,0.24,0.24,0.24
22/05/2014,,62,T,NOR,NOR,4,NOR_4,3,NOR_4_3,3.37,1.4062,0.417,116.23,82.6553833,120.9842554,NA,NA,0.25,0.25,0.25,0.25
22/05/2014,,"64,66,67,",L,MER,MER,5,MER_5,1,MER_5_1,8.54,2.0232,0.237,557.12,275.3657572,36.31533601,3.57,4.38,0.24,0.2,0.22,0.22
22/05/2014,,"68,70,71,72",L,MER,MER,5,MER_5,2,MER_5_2,11.73,2.9702,0.253,621.83,209.3562723,47.76546645,4.81,5.31,0.3,0.23,0.23,0.25
22/05/2014,,"73,74",L,MER,MER,5,MER_5,3,MER_5_3,8.36,2.2876,0.274,405.4,177.2162966,56.42821904,4.49,4.18,0.3,0.26,0.26,0.27
23/05/2014,,1,T,ROC,ROC,5,ROC_5,1,ROC_5_1,1.89,0.7251,0.384,86.36,119.1008137,83.96248263,1.51,1.51,0.17,0.16,0.16,0.16
23/05/2014,,2,T,ROC,ROC,5,ROC_5,2,ROC_5_2,1.3,0.5068,0.39,64.95,128.1570639,78.02925327,1.42,1.43,0.15,0.15,0.16,0.15
23/05/2014,,3,T,ROC,ROC,5,ROC_5,3,ROC_5_3,1.09,0.448,0.411,54.29,121.1830357,82.51980107,1.4,1.35,0.2,0.18,0.18,0.19
23/05/2014,,4,T,CLE,CLE,5,CLE_5,1,CLE_5_1,1.7,0.7309,0.43,83.03,113.5996716,88.02842346,2.52,2.63,0.18,0.18,0.18,0.18
23/05/2014,,5,T,CLE,CLE,5,CLE_5,2,CLE_5_2,1.57,0.6588,0.42,70.02,106.284153,94.0874036,2.47,2.62,0.17,0.17,0.19,0.18
23/05/2014,,6,T,CLE,CLE,5,CLE_5,3,CLE_5_3,1.36,0.6052,0.445,62.61,103.4534038,96.6618751,2.27,2.46,0.18,0.2,0.18,0.19
23/05/2014,,7,T,NOR,NOR,5,NOR_5,1,NOR_5_1,4.46,1.8041,0.405,135.93,75.34504739,132.7227249,NA,NA,0.24,0.23,0.25,0.24
23/05/2014,,9,T,NOR,NOR,5,NOR_5,2,NOR_5_2,3.47,1.4278,0.411,115.79,81.09679227,123.3094395,NA,NA,0.22,0.21,0.22,0.22
23/05/2014,,10,T,NOR,NOR,5,NOR_5,3,NOR_5_3,3.54,1.3229,0.374,118.09,89.2660065,112.0247269,NA,NA,0.22,0.21,0.22,0.22
23/05/2014,,"11,13",L,MER,MER,6,MER_6,1,MER_6_1,6.94,1.6789,0.242,394.95,235.2433141,42.50917838,3.12,3.49,0.13,0.13,0.15,0.14
23/05/2014,,"18,23",L,MER,MER,6,MER_6,2,MER_6_2,7.63,1.8969,0.249,418.63,220.6916548,45.31208943,3.72,3.24,0.19,0.2,0.19,0.19
23/05/2014,,"24,25",L,MER,MER,6,MER_6,3,MER_6_3,7.52,1.9191,0.255,382.74,199.4372362,50.14108794,3.93,4.2,0.19,0.18,0.19,0.19
23/05/2014,,28,T,ALS,ALS,5,ALS_5,1,ALS_5_1,1.28,0.43,0.336,40.06,93.1627907,107.3389915,2.12,1.59,0.26,0.26,0.26,0.26
23/05/2014,,29,T,ALS,ALS,5,ALS_5,2,ALS_5_2,1.75,0.5898,0.337,48.41,82.07867074,121.8343317,2.09,1.82,0.28,0.29,0.27,0.28
23/05/2014,,30,T,ALS,ALS,5,ALS_5,3,ALS_5_3,1.97,0.643,0.326,55.38,86.12752722,116.1068978,2.26,2.06,0.3,0.31,0.32,0.31
13/06/2014,10:04:20,1,T,ACM,SYZ_G,1,ACM_1,1,ACM_1_1,1.18,0.535,0.453,37.18,69.4953271,143.894567,2.96,2.5,0.3,0.31,0.3,0.3
13/06/2014,10:07:30,2,T,ACM,SYZ_G,1,ACM_1,2,ACM_1_2,1.52,0.6556,0.431,49.34,75.25930445,132.873936,3.04,2.51,0.33,0.32,0.31,0.32
13/06/2014,10:08:25,3,T,ACM,SYZ_G,1,ACM_1,3,ACM_1_3,1.26,0.5599,0.444,41.53,74.17395964,134.8182037,2.62,2.48,0.34,0.32,0.33,0.33
13/06/2014,10:09:51,4,T,ACM,SYZ_G,1,ACM_1,4,ACM_1_4,1.32,0.5459,0.414,41.9,76.75398425,130.2863962,2.67,2.29,0.32,0.31,0.32,0.32
13/06/2014,10:11:50,5,T,ACM,SYZ_G,1,ACM_1,5,ACM_1_5,1.39,0.5959,0.429,48.75,81.80902836,122.2358974,2.73,2.32,0.3,0.29,0.3,0.3
13/06/2014,10:19:02,6,T,ACM,SYZ_G,2,ACM_2,1,ACM_2_1,2.35,0.9325,0.397,70.11,75.1849866,133.0052774,3.15,3.01,0.37,0.36,0.37,0.37
13/06/2014,10:19:30,7,T,ACM,SYZ_G,2,ACM_2,2,ACM_2_2,2.52,0.9951,0.395,71.86,72.21384785,138.4775953,3.08,2.92,0.38,0.38,0.38,0.38
13/06/2014,10:20:36,8,T,ACM,SYZ_G,2,ACM_2,3,ACM_2_3,1.98,0.7271,0.367,55.97,76.97703205,129.9088798,2.71,2.51,0.35,0.35,0.35,0.35
13/06/2014,10:21:57,9,T,ACM,SYZ_G,2,ACM_2,4,ACM_2_4,2.12,0.8422,0.397,64.56,76.65637616,130.4522924,3.1,2.85,0.34,0.34,0.35,0.34
13/06/2014,10:22:50,12,T,ACM,SYZ_G,2,ACM_2,5,ACM_2_5,3.64,1.3192,0.362,112.94,85.61249242,116.8053834,3.68,3.34,0.34,0.35,0.36,0.35
13/06/2014,10:32:20,13,T,ACM,SYZ_G,3,ACM_3,1,ACM_3_1,1.2,0.539,0.449,39.45,73.19109462,136.6286439,2.89,2.6,0.3,0.3,0.28,0.29
13/06/2014,10:33:14,14,T,ACM,SYZ_G,3,ACM_3,2,ACM_3_2,1.12,0.4479,0.4,37.47,83.65706631,119.5356285,2.73,2.55,0.3,0.28,0.29,0.29
13/06/2014,10:34:03,15,T,ACM,SYZ_G,3,ACM_3,3,ACM_3_3,1.3,0.4511,0.347,45.83,101.5960984,98.42897665,2.61,2.46,0.3,0.29,0.31,0.3
13/06/2014,10:34:29,16,T,ACM,SYZ_G,3,ACM_3,4,ACM_3_4,1.73,0.6722,0.389,57.37,85.34662303,117.1692522,2.68,2.52,0.3,0.3,0.34,0.31
13/06/2014,10:35:41,20,T,ACM,SYZ_G,3,ACM_3,5,ACM_3_5,1.35,0.5744,0.425,48.7,84.78412256,117.9466119,2.9,2.9,0.29,0.3,0.27,0.29
13/06/2014,10:39:39,21,L,CAY,CAY,1,CAY_1,1,CAY_1_1,5.43,0.9007,0.166,184.24,204.5520151,48.88732089,3.58,3.53,0.27,0.27,0.26,0.27
13/06/2014,10:41:38,23,L,CAY,CAY,1,CAY_1,2,CAY_1_2,4.06,0.8482,0.209,137.68,162.3202075,61.60662406,3.3,3.07,0.25,0.25,0.26,0.25
13/06/2014,10:43:55,24,L,CAY,CAY,1,CAY_1,3,CAY_1_3,4.68,0.9204,0.197,147.99,160.7887875,62.19339145,3.68,3.29,0.25,0.27,0.24,0.25
13/06/2014,10:45:43,25,L,CAY,CAY,1,CAY_1,4,CAY_1_4,1.1,0.1694,0.154,48.47,286.1275089,34.94945327,1.66,1.55,0.19,0.2,0.19,0.19
13/06/2014,10:48:56,27,L,CAY,CAY,1,CAY_1,5,CAY_1_5,1.45,0.2395,0.165,59.18,247.0981211,40.4697533,1.99,1.84,0.23,0.21,0.21,0.22
13/06/2014,10:53:24,28,L,UNK C,TET STIG,1,TET STIG_1,1,TET STIG_1_1,1.54,0.4872,0.316,43.22,88.71100164,112.72559,1.83,1.79,0.3,0.3,0.32,0.31
13/06/2014,10:54:43,30,L,UNK C,TET STIG,1,TET STIG_1,2,TET STIG_1_2,NA,0.3846,NA,37.99,98.77795112,101.2371677,1.78,1.81,0.3,0.28,0.31,0.3
13/06/2014,10:55:40,31,L,UNK C,TET STIG,1,TET STIG_1,3,TET STIG_1_3,1.28,0.2533,0.198,47.03,185.669167,53.85923878,2.03,2.03,0.28,0.27,0.27,0.27
13/06/2014,10:56:42,32,L,UNK C,TET STIG,1,TET STIG_1,4,TET STIG_1_4,1.7,0.3316,0.195,57.64,173.8238842,57.52949341,2.32,2.36,0.28,0.27,0.27,0.27
13/06/2014,11:00:56,33,T,MYR,MYR,6,MYR_6,1,MYR_6_1,2.32,0.8819,0.38,71.32,80.87084703,123.653954,2.91,2.81,0.28,0.28,0.29,0.28
13/06/2014,11:02:48,34,T,MYR,MYR,6,MYR_6,2,MYR_6_2,2.12,0.8181,0.386,68.19,83.3516685,119.9736032,2.52,2.46,0.28,0.28,0.27,0.28
13/06/2014,11:04:12,37,T,MYR,MYR,6,MYR_6,3,MYR_6_3,2.53,0.8419,0.333,81.54,96.85235776,103.2499387,2.49,2.48,0.28,0.28,0.27,0.28
13/06/2014,11:05:29,38,T,MYR,MYR,6,MYR_6,4,MYR_6_4,3.24,1.2502,0.386,102.33,81.85090386,122.1733607,3.04,3,0.27,0.27,0.28,0.27
13/06/2014,11:07:22,39,T,MYR,MYR,6,MYR_6,5,MYR_6_5,3.62,1.5462,0.427,114.85,74.27887725,134.6277754,3.08,3.1,0.29,0.27,0.27,0.28
13/06/2014,11:10:52,40,T,ROC,ROC,6,ROC_6,1,ROC_6_1,NA,1.0416,NA,107.36,103.0721966,97.01937407,1.95,1.97,0.22,0.21,0.21,0.21
13/06/2014,11:11:30,41,T,ROC,ROC,6,ROC_6,2,ROC_6_2,1.45,0.637,0.439,68.52,107.566719,92.9655575,1.64,1.62,0.21,0.21,0.21,0.21
13/06/2014,11:13:12,42,T,ROC,ROC,6,ROC_6,3,ROC_6_3,1.55,0.7152,0.461,79.63,111.3394855,89.81539621,1.72,1.76,0.18,0.17,0.18,0.18
13/06/2014,11:16:11,44,T,ROC,ROC,6,ROC_6,4,ROC_6_4,1.9,0.8638,0.455,101.36,117.3419773,85.22099448,1.9,1.79,0.19,0.19,0.19,0.19
13/06/2014,11:17:16,45,T,ROC,ROC,6,ROC_6,5,ROC_6_5,2.06,0.8788,0.427,101.54,115.5439235,86.54717353,1.99,1.85,0.2,0.2,0.19,0.2
13/06/2014,11:20:06,46,T,CAS,CAS,6,CAS_6,1,CAS_6_1,1.37,0.5332,0.389,56.46,105.8889722,94.43854056,2.17,2.16,0.2,0.21,0.22,0.21
13/06/2014,11:24:10,47,T,CAS,CAS,6,CAS_6,2,CAS_6_2,1.06,0.412,0.389,47.72,115.8252427,86.33696563,2.1,2.03,0.21,0.19,0.2,0.2
13/06/2014,11:24:52,48,T,CAS,CAS,6,CAS_6,3,CAS_6_3,1.29,0.5073,0.393,53.33,105.1251725,95.12469529,2.32,2.24,0.19,0.21,0.2,0.2
13/06/2014,11:26:19,49,T,CAS,CAS,6,CAS_6,4,CAS_6_4,1.02,0.3945,0.387,43.9,111.2801014,89.86332574,2.02,2.08,0.2,0.2,0.19,0.2
13/06/2014,11:27:29,50,T,CAS,CAS,6,CAS_6,5,CAS_6_5,1.34,0.5227,0.39,56.04,107.2125502,93.27266238,2.13,2.17,0.21,0.22,0.23,0.22
13/06/2014,11:31:59,51,T,CLE,CLE,6,CLE_6,1,CLE_6_1,0.79,0.3176,0.402,49.57,156.0768262,64.07101069,1.75,1.75,0.15,0.14,0.14,0.14
13/06/2014,11:33:48,52,T,CLE,CLE,6,CLE_6,2,CLE_6_2,1.28,0.5468,0.427,68.9,126.0058522,79.36139332,2.24,2.4,0.14,0.15,0.14,0.14
13/06/2014,11:36:06,53,T,CLE,CLE,6,CLE_6,3,CLE_6_3,0.74,0.3324,0.449,40,120.3369434,83.1,1.69,1.73,0.22,0.15,0.15,0.17
13/06/2014,11:37:42,55,T,CLE,CLE,6,CLE_6,4,CLE_6_4,0.92,0.3936,0.428,53.64,136.2804878,73.37807606,2.07,2.07,0.17,0.15,0.16,0.16
13/06/2014,11:39:10,57,T,CLE,CLE,6,CLE_6,5,CLE_6_5,1.15,0.519,0.451,72.39,139.4797688,71.6949855,2.25,2.13,0.16,0.15,0.15,0.15
13/06/2014,11:43:43,58,L,ENT,ENT,7,ENT_7,1,ENT_7_1,1.19,0.3054,0.257,42.53,139.2599869,71.80813543,1.68,1.76,0.28,0.28,0.28,0.28
13/06/2014,11:44:28,59,L,ENT,ENT,7,ENT_7,2,ENT_7_2,0.89,0.2268,0.255,32.37,142.7248677,70.06487488,2,1.86,0.26,0.23,0.23,0.24
13/06/2014,11:46:21,60,L,ENT,ENT,7,ENT_7,3,ENT_7_3,1.02,0.2789,0.273,36.1,129.4370742,77.25761773,2.01,1.96,0.28,0.29,0.3,0.29
13/06/2014,11:46:53,61,L,ENT,ENT,7,ENT_7,4,ENT_7_4,1.31,0.342,0.261,44.06,128.8304094,77.62142533,2.15,2.23,0.33,0.31,0.29,0.31
13/06/2014,11:48:54,63,L,ENT,ENT,7,ENT_7,5,ENT_7_5,1.07,0.2959,0.277,36.55,123.52146,80.95759234,1.95,2.01,0.31,0.31,0.29,0.3
13/06/2014,11:51:08,64,L,TET,TET,6,TET_6,1,TET_6_1,0.84,0.324,0.386,33.1,102.1604938,97.88519637,1.28,1.57,0.26,0.27,0.26,0.26
13/06/2014,11:51:50,65,L,TET,TET,6,TET_6,2,TET_6_2,0.68,0.3049,0.448,28.89,94.75237783,105.5382485,1.08,1.31,0.25,0.26,0.25,0.25
13/06/2014,11:53:33,66,L,TET,TET,6,TET_6,3,TET_6_3,0.68,0.3005,0.442,29.25,97.33777038,102.7350427,1.14,1.45,0.25,0.26,0.27,0.26
13/06/2014,11:54:05,67,L,TET,TET,6,TET_6,4,TET_6_4,0.53,0.207,0.391,28.1,135.7487923,73.66548043,1.36,1.45,0.23,0.21,0.22,0.22
13/06/2014,11:56:06,68,L,TET,TET,6,TET_6,5,TET_6_5,0.83,0.3214,0.387,33.02,102.7380212,97.33494852,1.43,1.71,0.26,0.25,0.25,0.25
13/06/2014,11:59:26,69,T,END,END,6,END_6,1,END_6_1,1.1,0.5505,0.5,32.11,58.32879201,171.4419184,2.48,2.13,0.31,0.3,0.31,0.31
13/06/2014,11:59:53,70,T,END,END,6,END_6,2,END_6_2,1.29,0.4956,0.384,35.56,71.75141243,139.3700787,2.14,2,0.3,0.3,0.31,0.3
13/06/2014,12:01:43,71,T,END,END,6,END_6,3,END_6_3,2.06,0.7959,0.386,54.57,68.56388994,145.8493678,2.59,2.25,0.33,0.34,0.35,0.34
13/06/2014,12:02:17,72,T,END,END,6,END_6,4,END_6_4,1.66,0.6547,0.394,44.14,67.42019245,148.3235161,2.56,2.14,0.33,0.32,0.35,0.33
13/06/2014,12:03:40,74,T,END,END,6,END_6,5,END_6_5,1.26,0.4804,0.381,38.4,79.93338884,125.1041667,2.04,2.11,0.29,0.29,0.29,0.29
13/06/2014,12:07:53,77,L,NEO,NEO,1,NEO_1,1,NEO_1_1,2.41,0.7388,0.307,88.75,120.1272334,83.24507042,1.77,1.75,0.25,0.25,0.26,0.25
13/06/2014,12:10:14,79,L,NEO,NEO,1,NEO_1,2,NEO_1_2,2.22,0.6834,0.308,91.74,134.2405619,74.49313277,1.8,1.87,0.22,0.21,0.22,0.22
13/06/2014,12:12:20,81,L,NEO,NEO,1,NEO_1,3,NEO_1_3,2.36,0.7174,0.304,90.07,125.5505994,79.64916176,1.89,1.84,0.26,0.22,0.25,0.24
13/06/2014,12:13:48,82,L,NEO,NEO,1,NEO_1,4,NEO_1_4,1.7,0.5565,0.327,67.58,121.4375562,82.34684818,1.51,1.53,0.24,0.22,0.23,0.23
13/06/2014,12:15:01,84,L,NEO,NEO,1,NEO_1,5,NEO_1_5,2.08,0.6801,0.327,82.68,121.5703573,82.25689405,1.5,1.45,0.24,0.24,0.21,0.23
13/06/2014,12:19:50,85,L,NEO,NEO,2,NEO_2,1,NEO_2_1,1.33,0.4681,0.352,52.85,112.9032258,88.57142857,1.3,1.29,0.24,0.23,0.24,0.24
13/06/2014,12:21:59,91,L,NEO,NEO,2,NEO_2,2,NEO_2_2,1.02,0.3549,0.348,40.99,115.4973232,86.58209319,1.26,1.29,0.22,0.23,0.24,0.23
13/06/2014,12:23:44,92,L,NEO,NEO,2,NEO_2,3,NEO_2_3,0.91,0.3113,0.342,39.43,126.6623836,78.95003804,1.34,1.34,0.22,0.22,0.23,0.22
13/06/2014,12:25:12,94,L,NEO,NEO,2,NEO_2,6,NEO_2_6,1.23,0.4648,0.378,44.61,95.9767642,104.1918852,1.33,1.33,0.26,0.27,0.28,0.27
13/06/2014,12:27:03,96,L,NEO,NEO,2,NEO_2,5,NEO_2_5,1.7,0.6666,0.392,60.05,90.0840084,111.0074938,1.43,1.55,0.26,0.27,0.26,0.26
13/06/2014,12:33:38,97,T,ALS,ALS,6,ALS_6,1,ALS_6_1,1.5,0.4611,0.307,37.67,81.69594448,122.4050969,2.4,1.53,0.38,0.38,0.37,0.38
13/06/2014,12:35:25,98,T,ALS,ALS,6,ALS_6,2,ALS_6_2,1.3,0.3637,0.28,29.96,82.37558427,121.3951936,1.98,1.2,0.36,0.37,0.39,0.37
13/06/2014,12:40:39,99,T,ALS,ALS,6,ALS_6,3,ALS_6_3,1.25,0.3735,0.299,32.88,88.03212851,113.5948905,2.21,1.61,0.36,0.33,0.36,0.35
13/06/2014,12:43:36,101,T,ALS,ALS,6,ALS_6,4,ALS_6_4,1.55,0.4394,0.283,37.64,85.66226673,116.7375133,3.02,1.71,0.37,0.34,0.39,0.37
13/06/2014,12:45:53,102,T,ALS,ALS,6,ALS_6,5,ALS_6_5,1.85,0.5905,0.319,48.21,81.6426757,122.4849616,2.53,1.77,0.39,0.39,0.37,0.38
13/06/2014,12:51:14,104,L,CAL,CAL,9,CAL_9,1,CAL_9_1,NA,0.784,NA,90.91,115.9566327,86.23913761,NA,NA,0.19,0.17,0.14,0.17
13/06/2014,12:52:26,105,L,CAL,CAL,9,CAL_9,2,CAL_9_2,NA,0.6315,NA,77.11,122.1060966,81.89599274,NA,NA,0.12,0.15,15,5.09
13/06/2014,12:53:50,106,L,CAL,CAL,9,CAL_9,3,CAL_9_3,NA,0.6405,NA,76.81,119.921936,83.38757974,NA,NA,0.16,0.16,0.16,0.16
13/06/2014,12:54:40,107,L,CAL,CAL,9,CAL_9,4,CAL_9_4,NA,0.7622,NA,91.02,119.4174757,83.7398374,NA,NA,0.14,0.21,0.17,0.17
13/06/2014,12:55:42,108,L,CAL,CAL,9,CAL_9,5,CAL_9_5,NA,0.6136,NA,76.39,124.4947849,80.32464982,NA,NA,0.14,0.14,0.17,0.15
13/06/2014,12:57:10,109,T,NOR,NOR,6,NOR_6,1,NOR_6_1,4.28,1.7504,0.409,171.34,97.88619744,102.159449,NA,NA,0.19,0.2,0.2,0.2
13/06/2014,12:59:58,110,T,NOR,NOR,6,NOR_6,2,NOR_6_2,4.7,1.9323,0.411,184.65,95.5596957,104.6466288,NA,NA,0.22,0.21,0.19,0.21
13/06/2014,13:02:30,111,T,NOR,NOR,6,NOR_6,3,NOR_6_3,3.58,1.488,0.416,136.94,92.02956989,108.6607273,NA,NA,0.22,0.21,0.19,0.21
13/06/2014,13:08:28,114,T,NOR,NOR,6,NOR_6,4,NOR_6_4,7.2,3.0533,0.424,260.97,85.47145711,116.9981224,NA,NA,0.22,0.2,0.19,0.2
13/06/2014,13:09:31,118,T,NOR,NOR,6,NOR_6,5,NOR_6_5,8.58,3.6122,0.421,320.05,88.6025137,112.8636151,NA,NA,0.21,0.23,0.2,0.21
13/06/2014,13:17:26,120,L,MER,MER,7,MER_7,1,MER_7_1,6.01,1.2492,0.208,156.62,125.3762408,79.75992849,3.23,3.26,0.17,0.15,0.21,0.18
13/06/2014,13:22:28,122,L,MER,MER,7,MER_7,2,MER_7_2,9.48,1.7781,0.188,546.86,307.553006,32.5147204,4.09,4.4,,,,0
13/06/2014,13:27:13,123,L,MER,MER,7,MER_7,3,MER_7_3,9.74,2.3077,0.237,501.66,217.3852754,46.00127576,4.13,5.08,0.21,0.2,0.2,0.2
13/06/2014,13:31:35,125,L,PAR,PAR,1,PAR_1,1,PAR_1_1,3.4,1.1123,0.327,96.2,86.48745842,115.6237006,3.18,2.74,0.32,0.33,0.34,0.33
13/06/2014,13:35:01,129,L,PAR,PAR,1,PAR_1,2,PAR_1_2,5.08,1.9968,0.393,132.37,66.29106571,150.8498905,3.46,3,0.36,0.34,0.35,0.35
13/06/2014,13:38:13,130,L,PAR,PAR,1,PAR_1,3,PAR_1_3,4.62,1.8951,0.41,126.95,66.98854942,149.2792438,3.34,2.92,0.34,0.33,0.34,0.34
13/06/2014,13:39:45,131,L,PAR,PAR,1,PAR_1,4,PAR_1_4,3.67,1.2093,0.33,102.83,85.03266352,117.6018672,3.43,2.83,0.33,0.32,0.33,0.33
13/06/2014,13:41:23,132,L,PAR,PAR,1,PAR_1,5,PAR_1_5,1.86,0.4937,0.265,55.31,112.0315981,89.26053155,2.9,2.55,0.32,0.32,0.31,0.32
19/06/2014,11:12:53,2,T,ACM,SYZ_G,4,ACM_4,1,ACM_4_1,1.89,0.7134,0.377,60.04,84.16035884,118.8207861,3.43,3.06,0.34,0.34,0.34,0.34
19/06/2014,11:14:15,3,T,ACM,SYZ_G,4,ACM_4,2,ACM_4_2,2.36,0.8843,0.375,70.78,80.04071017,124.9364227,3.9,3.36,0.36,0.36,0.35,0.36
19/06/2014,11:15:51,6,T,ACM,SYZ_G,4,ACM_4,3,ACM_4_3,2.08,0.7726,0.371,65.31,84.53274657,118.2973511,3.47,2.98,0.33,0.33,0.35,0.34
19/06/2014,11:17:52,8,T,ACM,SYZ_G,5,ACM_5,1,ACM_5_1,2.24,0.9855,0.44,73.37,74.44951801,134.319204,3.74,3.27,0.29,0.29,0.31,0.3
19/06/2014,11:19:07,10,T,ACM,SYZ_G,5,ACM_5,2,ACM_5_2,3.12,1.4292,0.458,93.36,65.32325777,153.0848329,3.7,3.52,0.35,0.33,0.33,0.34
19/06/2014,11:20:27,12,T,ACM,SYZ_G,5,ACM_5,3,ACM_5_3,2.97,1.366,0.46,91.79,67.19619327,148.817954,3.87,3.38,0.35,0.33,0.35,0.34
19/06/2014,11:21:58,14,T,AGY,AGY,1,AGY_1,1,AGY_1_1,1.38,0.769,0.557,36.89,47.97139142,208.4575766,1.79,1.99,0.33,0.33,0.33,0.33
