"site_name","longitude","latitude"
"Beerwah",153,-26.85
"Kakadu1",132.92,-12.65
"Kakadu2",132.92,-12.65
"Kakadu3",132.92,-12.65
"Kakadu4",132.92,-12.65
"Kakadu5",132.92,-12.65
"Kakadu6",132.92,-12.65
"Kakadu11",132.92,-12.65
"Monklands",146.52,-23.51
"Summerdell",146.12,-23.87
