Family,Genera,Species,Sex ('D'ioecious/'N'on-'D'ioecious),Growth Form,Binary GF,Pollination,pollination_new,Binary Pollination,Seed dispersal,seed_dispersal_new,Binary Seed Dispersal,Growth Form Reference,Pollination Reference,Seed Dispersal Reference,dispersal_syndrome,dispersers,dispersal_unit,latitude (deg),longitude (deg),Sex,Height (cm),Diameter (cm),Site,Date,replicates
Fabaceae,Pultenaea,Pultenaea juniperina,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.7","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 555",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea kraehenbuehlii,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.13","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 561",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea largiflorens,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.14","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 562",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea laxiflora,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.15","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 563",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea mollis,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.8","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 556",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea paleacea,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.9","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 557",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea patellifolia,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.10","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 558",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea pedunculata,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.16","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 564",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea prolifera,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.11","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 559",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea prostrata,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.18","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 566",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea rigida,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.19","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 567",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea scabra,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.20","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 568",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea spinosa,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of New South Wales,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.12","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 560",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea stricta,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.21","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 569",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea tenna,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.17","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 565",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea tenuifolia,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.22","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 570",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea teretifolia,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.23","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 571",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea trichophylla,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.24","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 572",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea trifida,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.25","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 573",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea trinervis,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.26","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 574",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea vestita,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.27","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 575",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea villifera,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.28","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 576",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea viscidula,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of South Australia Online 4th Edition,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.29","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 577",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Pultenaea,Pultenaea williamsoniana,ND,Shrub,Woody,Insect (ref for genus),insect,Biotic,"Gravity, then ants (ref for species in genus)",gravity ants,Biotic,Flora of Victoria Online,"Toon A, Cook LG, Crips MD (2014) Evolutionary consequences of shifts to bird-pollination in the Australian pea-flowered legumes (Mirbelieae and Bossiaeeae) BMC Evolutionary Biology 14, 4.13","Auld TD (1996) Ecology of the Fabaceae in the Sydney region: Fire, ants and the soil seedbank. Cunninghamia 4(4), 531 - 561",barochory myrmecochory,passive ants,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Rhynchosia,Rhynchosia australis,ND,Climber,Woody,Insects (ref for other species in genus),insect,Biotic,Ballistically (ref for species in genus),ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Aluri JSR, Kunuku VR, Nakharin WS (2018) Pollination ecology of Rhynchosia beddomei Baker (Fabaceae), an endemic medicinal shrub in the southern Eastern Ghats, Andhra Pradesh, India. Songklanakarin Journal of Science and Technology 40(3), 718 - 724.","Aluri JSR, Kunuku VR (2019) Pollination ecology of Rhynchosia minima (L.) DC. (Fabaceae) in the Southern Eastern Ghats, Andhra Pradesh, India. Ecologia Balkanica 11(1), 108 - 126.",ballistic,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Rhynchosia,Rhynchosia minima,ND,Climber,Woody,Insects (ref for other species in genus),insect,Biotic,Ballistically (ref for species in genus),ballistic,Abiotic,Flora of South Australia Online 4th Edition,"Aluri JSR, Kunuku VR, Nakharin WS (2018) Pollination ecology of Rhynchosia beddomei Baker (Fabaceae), an endemic medicinal shrub in the southern Eastern Ghats, Andhra Pradesh, India. Songklanakarin Journal of Science and Technology 40(3), 718 - 724.","Aluri JSR, Kunuku VR (2019) Pollination ecology of Rhynchosia minima (L.) DC. (Fabaceae) in the Southern Eastern Ghats, Andhra Pradesh, India. Ecologia Balkanica 11(1), 108 - 126.",ballistic,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Rothia,Rothia indica,ND,Herb,Non-woody,Insect (ref for genus),insect,Biotic,"Unassisted, wind (based on morphology)",wind unassisted,Abiotic,Flora of Western Australia Online,"Boatwright JS, Tilney PM, van Wyk B-E (2008) A taxonomic revision of the genus Rothia (Crotalarieae, Fabaceae). Australian Systematic Botany 21, 422 - 430.","Boatwright JS, Tilney PM, van Wyk B-E (2008) A taxonomic revision of the genus Rothia (Crotalarieae, Fabaceae). Australian Systematic Botany 21, 422 - 430.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Senna,Senna artemidioides,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Water, also adhesion to hooves of animals when embedded in mud (ref for species in genus). Seeds are hard, flat and encased in pods, so species are likley abiotically dispersed.",water adhesion biotic abiotic,Abiotic,Flora of South Australia Online 4th Edition,"Amorim T, Marazzi B, Soares AA, Forni-Martins ER, Muniz CR, Westerkamp C (2017) Ricochet pollination in Senna (Fabaceae) - petals deflect pollen jets and promote division oflabour among flower structures. Plant Biology 19(6), 951 - 962.",https://keyserver.lucidcentral.org/weeds/data/media/Html/senna_septemtrionalis.htm,hydrochory epizoochory zoochory,water animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Senna,Senna cardiosperma,ND,Shrub,Woody,Insect (ref for other species in genus),insect,Biotic,"Water, also adhesion to hooves of animals when embedded in mud (ref for species in genus). Seeds are hard, flat and encased in pods, so species are likley abiotically dispersed.",water adhesion biotic abiotic,Abiotic,Flora of South Australia Online 4th Edition,"Amorim T, Marazzi B, Soares AA, Forni-Martins ER, Muniz CR, Westerkamp C (2017) Ricochet pollination in Senna (Fabaceae) - petals deflect pollen jets and promote division oflabour among flower structures. Plant Biology 19(6), 951 - 962.",https://keyserver.lucidcentral.org/weeds/data/media/Html/senna_septemtrionalis.htm,hydrochory epizoochory zoochory,water animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Senna,Senna circinnata,ND,Tree,Woody,Insects (ref for other species in genus),insect,Biotic,"Water, also adhesion to hooves of animals when embedded in mud (ref for species in genus). Seeds are hard, flat and encased in pods, so species are likley abiotically dispersed.",water adhesion biotic abiotic,Abiotic,Flora of New South Wales,"Amorim T, Marazzi B, Soares AA, Forni-Martins ER, Muniz CR, Westerkamp C (2017) Ricochet pollination in Senna (Fabaceae) - petals deflect pollen jets and promote division oflabour among flower structures. Plant Biology 19(6), 951 - 962.",https://keyserver.lucidcentral.org/weeds/data/media/Html/senna_septemtrionalis.htm,hydrochory epizoochory zoochory,water animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
