"","plot","species","fresh","dry","count","area","sla","lma","ldmc","N_mature","P_mature","K_mature","C_mature","d15N","d13C","Ca_mature","Cu_mature","Fe_mature","Mg_mature","Mn_mature","Mo_mature","Na_mature","S_mature","Zn_mature","N_senesced","P_senesced","K_senesced","family","genus","growthform","strategy"
"67","Q.M.32","Anthocercis littorea (Yellow Tailflower)",2.5104,0.3132,5,2435.709295,7.776849601,128.5867737,124.7609943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solanaceae","Anthocercis","shrub","Non-mycorrhizal"
"68","Q.M.32","Anthocercis littorea (Yellow Tailflower)",1.5233,0.1701,5,2683.522942,15.77614898,63.38682534,111.6654631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solanaceae","Anthocercis","shrub","Non-mycorrhizal"
"69","Q.M.32","Conostylis candicans subsp. calcicola",0.8891,0.1755,20,2360.590548,13.45065839,74.34580308,197.3906197,11636.32555,361.558495238095,1364.64977619048,45.91769384,-0.137064421,-29.46271278,18374.1088809524,0.659968148095238,93.9118214804762,2318.3293047619,118.904070955714,0.590444849523809,2962.76006190476,1105.33573333333,2.46356432761905,17468.0222,236.919695238095,466.477476190476,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"70","Q.M.32","Lepidosperma squamatum",0.84589,0.3601,10,1819.414172,5.052524776,197.9208503,425.70547,8568.432,336.242195238095,6252.89777619048,46.2156315,0.0170977,-26.79956131,3707.31178095238,0.706214438095238,25.7103294504762,1096.1628047619,50.8067257957143,0.0352756495238095,2171.03056190476,993.374433333333,2.87484224761905,9219.0157,128.0784875,591.0907,"Cyperaceae","Lepidosperma","sedge","Dauciform"
"71","Q.M.32","Lomandra maritima",1.3099,0.7008,5,2789.264834,3.980115345,251.2489999,535.002672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asparagaceae","Lomandra","sedge","AM"
"72","Q.M.32","Lomandra maritima",1.607,0.8738,5,3234.784332,3.701973372,270.1262002,543.7461108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asparagaceae","Lomandra","sedge","AM"
"73","Q.M.32","Melaleuca aff. systena",0.1098,0.0464,50,219.1531783,4.723128844,211.7240569,422.5865209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Q.M.32","Rhagodia baccata",0.4291,0.1116,10,921.8029276,8.259882864,121.0670922,260.0792356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chenopodiaceae","Rhagodia","shrub","AM"
"75","Q.M.32","Santalum acuminatum (Quandong)",1.7321,0.545,5,1957.577761,3.591885799,278.4052879,314.6469603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santalaceae","Santalum","shrub","AM, Hemiparasite"
"76","Q.M.32","Senecio pinnatifolius var. latilobus",1.2281,0.1012,5,1231.926187,12.17318367,82.14777886,82.40371305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteraceae","Senecio","perennial herb","AM"
"77","Q.M.33","Acacia lasiocarpa",0.1652,0.0754,20,640.2334373,8.491159646,117.7695441,456.4164649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"78","Q.M.33","Acacia rostellifera (Summer-scented Wattle)",1.6577,0.9813,10,3738.710087,3.809956269,262.4702042,591.9647705,19932.50581,802.964695238095,7564.61687619048,44.67621246,2.613755014,-27.18527254,55333.6201809524,0.717384718095238,66.7167029304762,4453.7830047619,10.9018568057143,1.02342559952381,345.108161904762,17104.2219333333,4.48095736761905,12516.8449,371.259295238095,3349.10377619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"79","Q.M.33","Acanthocarpus preissii",0.1458,0.0692,20,620.6518055,8.968956727,111.4956879,474.6227709,19654.76691,2134.9473952381,4521.10397619048,46.64926551,-1.837920586,-26.92300377,12389.8785809524,25.8198740780952,87.6703301504762,2558.0582047619,8.40880691571429,0.20930306952381,2620.49666190476,1964.40513333333,18.772491587619,12689.1091,2061.9439952381,1048.98717619048,"Asparagaceae","Acanthocarpus","perennial herb","AM"
"80","Q.M.33","Conostylis candicans subsp. calcicola",0.8254,0.1993,20,2495.769119,12.52267496,79.85514304,241.4586867,9146.69499,348.897495238095,5209.70437619048,45.89451795,0.535374819,-28.82647719,15659.5170809524,0.493457158095238,73.3591548704762,2465.8933047619,25.9438608957143,0.0526610695238095,2017.51016190476,1160.91073333333,6.26747045761905,9442.3811,150.4335875,551.5488,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"81","Q.M.33","Lepidosperma squamatum",1.0706,0.5072,10,2787.874252,5.496597499,181.9307308,473.7530357,8796.15139,229.340595238095,1831.37967619048,45.67621896,0.369032414,-28.43448757,4188.69158095238,0.389904538095238,22.8264903504762,1424.5528047619,15.7636622457143,0.29330275952381,1623.72416190476,790.057333333333,0.896954347619048,8146.8963,148.9148875,542.364,"Cyperaceae","Lepidosperma","sedge","Dauciform"
"82","Q.M.33","Melaleuca aff. systena",0.0828,0.0455,50,239.3999033,5.261536335,190.0585563,549.5169082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Q.M.25","Thryptomene baeckeacea",0.0288,0.019,50,90.23473849,4.749196763,210.5619224,659.7222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae","Thryptomene","shrub","Ectomycorrhizal"
"84","Q.M.25","Thryptomene baeckeacea",0.0363,0.0147,50,140.8793119,9.583626663,104.3446323,404.9586777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtaceae","Thryptomene","shrub","Ectomycorrhizal"
"85","Q.O.14","Acacia lasiocarpa",0.3501,0.14,20,911.3675552,6.509768251,153.6152996,399.8857469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"86","Q.O.14","Acacia rostellifera (Summer-scented Wattle)",1.9701,0.6684,10,3623.165304,5.420654254,184.4795763,339.2721182,17344.57075,782.463095238095,6186.80607619048,42.47981719,0.792394889,-29.46053189,57061.7451809524,0.427915158095238,125.335933680476,2960.4482047619,3.56663476571429,0.15007513952381,2923.26276190476,12945.9140333333,3.63410799761905,15368.6555,184.863095238095,1342.62457619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"87","Q.O.14","Acanthocarpus preissii",0.114,0.0507,20,493.5618829,9.73494838,102.7226813,444.7368421,16669.37128,888.468895238095,11441.6214761905,45.95302081,-0.58089758,-27.13463357,12954.7283809524,0.800540228095238,135.930240580476,2114.0459047619,8.48913911571429,0.0634087495238095,811.815861904762,2260.32333333333,3.13298183761905,12547.9587,693.866595238095,2639.17287619048,"Asparagaceae","Acanthocarpus","perennial herb","AM"
"88","Q.O.14","Lepidosperma squamatum",1.7416,0.6237,10,5773.53039,9.256902983,108.0274906,358.1189711,8182.932,254.670195238095,4093.36087619048,44.01993031,1.0811408,-28.88361893,8828.15988095238,0.630401738095238,27.6840546004762,848.978504761905,161.847564605714,0.68983907952381,1824.73836190476,862.414933333333,2.88250517761905,5837.3165,77.6571875,384.8002,"Cyperaceae","Lepidosperma","sedge","Dauciform"
"89","Q.O.14","Melaleuca aff. systena",1.17416,0.0956,50,521.5454608,5.455496451,183.3013748,81.4199087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Q.O.14","Opercularia spermacocea",0.1154,0.017,30,283.5233145,16.67784203,59.95979565,147.3136915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiaceae","Opercularia","perennial herb","AM"
"91","Q.O.17","Acacia lasiocarpa",0.2018,0.0833,20,622.8547616,7.477248039,133.7390434,412.7849356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"92","Q.O.17","Acacia rostellifera (Summer-scented Wattle)",2.188,0.7623,10,3142.820372,4.122813029,242.5528378,348.4003656,14056.39588,542.972595238095,2958.34537619048,41.56490229,0.495112518,-30.29337952,65454.8545809524,0.760988468095238,573.037294320476,6068.1632047619,5.17615077571429,0.33466491952381,1216.21856190476,12599.2152333333,6.35957071761905,10421.845,164.473095238095,1062.81087619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"93","Q.O.17","Acanthocarpus preissii",0.086,0.0394,20,374.8699943,9.514466861,105.103104,458.1395349,15769.20313,637.179595238095,11007.2881761905,45.77506431,-1.177106029,-28.77215951,14849.1679809524,0.537169798095238,185.544780360476,2257.69340476191,3.90197041571429,0.24997150952381,2101.08646190476,1860.61673333333,3.51212546761905,10466.4342,331.799395238095,1666.52747619048,"Asparagaceae","Acanthocarpus","perennial herb","AM"
"94","Q.O.17","Conostylis candicans subsp. calcicola",1.0785,0.3305,20,2900.610484,8.776431117,113.9415312,306.4441354,9956.27999,306.901595238095,7093.49727619048,44.69017772,1.647876208,-27.46774469,14265.1282809524,0.760948958095238,119.547068630476,1569.3757047619,83.1488188557143,0.18821425952381,945.898361904762,993.441533333333,3.67860663761905,10538.4309,165.357695238095,1188.38397619048,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"95","Q.O.17","Lepidosperma squamatum",0.4933,0.1905,10,2315.654493,12.15566663,82.2661587,386.1747415,7927.134,244.773795238095,5814.02967619048,45.17947178,0.3263331,-28.08191499,7420.88708095238,1.05575332809524,30.6715851404762,690.461904761905,82.0897512857143,0.34189611952381,673.440361904762,1086.13563333333,2.80296186761905,7617.0618,59.3594875,287.0576,"Cyperaceae","Lepidosperma","sedge","Dauciform"
"96","Q.O.17","Melaleuca aff. systena",0.1986,0.0835,50,476.0132382,5.700757344,175.4152895,420.4431017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Q.O.17","Opercularia spermacocea",0.0998,0.0148,30,267.3772654,18.06603145,55.35249968,148.2965932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiaceae","Opercularia","perennial herb","AM"
"98","Q.O.20","Opercularia spermacocea",0.1597,0.0205,30,430.4392464,20.99703641,47.62576873,128.3656857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiaceae","Opercularia","perennial herb","AM"
"99","Q.O.3","Santalum acuminatum (Quandong)",2.25,0.8622,10,2163.773009,2.509595232,398.4706327,383.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santalaceae","Santalum","shrub","AM, Hemiparasite"
"100","Q.O.3","Santalum acuminatum (Quandong)",4.4666,1.6536,10,3859.593474,2.334055076,428.4389045,370.2144808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santalaceae","Santalum","shrub","AM, Hemiparasite"
"101","Q.O.4","Acacia lasiocarpa",0.2057,0.0794,20,678.1232012,8.540594474,117.0878682,385.9990277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"102","Q.O.4","Acacia rostellifera (Summer-scented Wattle)",1.5978,0.73,10,2991.981826,4.09860524,243.9854393,456.8782075,18885.23583,1168.7780952381,4175.48077619048,42.4970041,1.221071926,-28.48298858,51867.2246809524,0.426314288095238,71.7798181304762,6284.3240047619,2.51073505571429,0.65225294952381,1116.64496190476,18213.6633333333,3.21212778761905,11430.4994,244.094495238095,710.208976190476,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"103","Q.O.4","Acanthocarpus preissii",0.1329,0.0499,20,504.6156419,10.11253791,98.88714471,375.4702784,17044.33668,1263.4475952381,11734.0811761905,46.717534,-1.660289577,-26.35565221,17486.6586809524,0.910468588095238,118.575329200476,2472.1694047619,4.00276456571429,0.15022208952381,258.882161904762,2014.96093333333,4.48057463761905,10641.6246,621.102395238095,1095.93487619048,"Asparagaceae","Acanthocarpus","perennial herb","AM"
"104","Q.O.4","Conostylis candicans subsp. calcicola",0.7798,0.1984,20,2698.577976,13.60170351,73.52020278,254.4242113,13934.347,476.663695238095,6484.66597619048,45.67253506,1.0916292,-27.41438564,13964.3231809524,0.509485558095238,50.5037090004762,2496.2544047619,28.4767732757143,0.620798869523809,1433.81826190476,1663.91223333333,2.63084856761905,9167.6997,183.004395238095,449.528176190476,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"105","Q.O.4","Lepidosperma squamatum",1.3636,0.4253,10,3564.833267,8.381926327,119.3043175,311.8949839,12514.601,362.276195238095,3429.90617619048,46.22646486,1.3324325,-28.72382331,8703.98858095238,0.729473938095238,41.7170758104762,1169.1845047619,60.1903440757143,0.920954889523809,864.780761904762,1230.78293333333,3.52305896761905,6027.3929,156.150195238095,646.651576190476,"Cyperaceae","Lepidosperma","sedge","Dauciform"
"106","Q.O.4","Melaleuca aff. systena",0.1739,0.0702,50,462.1650563,6.583547811,151.8937856,403.680276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Q.O.5","Acacia lasiocarpa",0.2336,0.0942,20,616.640372,6.546076136,152.7632706,403.2534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"108","Q.O.5","Acacia rostellifera (Summer-scented Wattle)",3.5847,1.4368,10,5376.428711,3.741946486,267.2405936,400.814573,16295.69326,729.750695238095,5741.61467619048,44.77080001,-0.285600178,-28.28029424,51872.4970809524,0.358439228095238,56.6009700704762,2978.0485047619,6.01913721571429,0,1055.53906190476,12170.9900333333,2.17465544761905,11882.6866,329.788695238095,2801.66807619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"109","Q.O.5","Acanthocarpus preissii",0.1495,0.07,20,728.108509,10.40155013,96.13951648,468.2274247,16806.99279,634.366595238095,8458.34427619048,45.45710317,-0.829074106,-28.25251867,14193.0548809524,0.848287918095238,80.4565207104762,2455.7751047619,2.82315654571429,0.75962887952381,297.627261904762,1895.40323333333,3.87130591761905,11877.1504,386.833795238095,1942.81627619048,"Asparagaceae","Acanthocarpus","perennial herb","AM"
"110","Q.O.5","Conostylis candicans subsp. calcicola",0.6376,0.1705,20,1917.241869,11.24482035,88.92983341,267.4090339,10476.889,398.297395238095,11492.7852761905,44.27196412,1.9563943,-27.38472273,15992.0769809524,0.693586068095238,90.4238292404762,2452.6049047619,116.966879465714,0.680596109523809,1131.04966190476,1182.85023333333,4.80620933761905,10264.4072,231.231095238095,1096.50817619048,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"111","Q.O.5","Lepidosperma squamatum",1.3605,0.452,10,3038.834721,6.723085665,148.7412254,332.2307975,9640.85105,279.498195238095,6299.92937619048,45.09035248,1.664924861,-28.61054784,4674.08118095238,0.693997658095238,30.7485452204762,595.239404761905,103.874115855714,0.56700220952381,583.632661904762,984.579633333333,3.20167701761905,4761.4595,64.8126875,336.4869,"Cyperaceae","Lepidosperma","sedge","Dauciform"
"112","Q.O.5","Melaleuca aff. systena",0.2581,0.1122,50,536.8079814,4.784384861,209.0132858,434.7152267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Q.O.5","Opercularia spermacocea",0.2393,0.0274,30,543.002557,19.81761157,50.46016754,114.5006268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiaceae","Opercularia","perennial herb","AM"
"114","Q.Y.12","Acacia lasiocarpa",0.1197,0.051,20,427.4113076,8.380613874,119.3230013,426.0651629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"115","Q.Y.12","Acacia rostellifera (Summer-scented Wattle)",2.2607,1.0575,10,4319.177307,4.084328423,244.8382932,467.7754678,12995.78107,970.268995238095,3750.79477619048,48.93916102,-1.673283883,-28.48424107,50231.4535809524,0.417207948095238,87.1203211004762,7944.09350476191,18.6854828457143,0.48942871952381,8123.08766190476,2369.58833333333,10.153934457619,7348.5036,467.776495238095,1800.65257619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"116","Q.Y.12","Anthocercis littorea (Yellow Tailflower)",2.035,0.2946,5,1459.090047,4.952783596,201.9066613,144.7665848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solanaceae","Anthocercis","shrub","Non-mycorrhizal"
"117","Q.Y.12","Anthocercis littorea (Yellow Tailflower)",1.6462,0.2284,5,2011.720405,8.807882684,113.5346639,138.7437735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solanaceae","Anthocercis","shrub","Non-mycorrhizal"
"118","Q.Y.12","Conostylis candicans subsp. calcicola",1.3802,0.3698,20,3001.789754,8.117333027,123.1931715,267.9321837,9089.13888,615.284195238095,3609.67097619048,44.20574888,-0.087885599,-28.26305965,37273.0184809524,0.826651798095238,123.947207330476,4355.7559047619,36.1411378457143,0.63308257952381,2689.65136190476,1678.81113333333,3.52606276761905,6086.9225,160.512395238095,329.345776190476,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"119","Q.Y.12","Hardenbergia comptoniana (Native Wisteria)",4.1792,1.5117,5,14064.49124,9.303758178,107.4834471,361.7199464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Hardenbergia","shrub","AM, Nitrogen fixer"
"120","Q.Y.12","Olearia axillaris",0.1892,0.0604,10,441.4900523,7.309437952,136.8094246,319.2389006,8466.728,1062.0133952381,711.818776190476,45.14396809,-0.6154806,-27.39270596,39479.5107809524,0.707504618095238,241.459245960476,3330.74270476191,19.1289704257143,1.93953975952381,9078.14576190476,1885.45743333333,25.826862307619,6429.9726,2284.4491952381,831.500576190476,"Asteraceae","Olearia","shrub","AM"
"121","Q.Y.12","Scaevola crassifolia",6.5405,1.1316,5,5780.553169,5.108300786,195.7598117,173.0142955,10209.09093,1369.0032952381,1535.50077619048,40.65616814,-0.759791772,-25.32725356,50831.4253809524,0.826533488095238,32.6507023604762,3998.2063047619,14.2004213857143,1.29706926952381,10156.9316619048,7434.77183333333,9.07503635761905,4920.7449,1214.9677952381,916.478676190476,"Goodeniaceae","Scaevola","shrub","AM"
"122","Q.Y.12","Spyridium globulosum",2.0465,0.949,10,3946.276104,4.158352059,240.479879,463.7185439,7747.804,612.928595238095,1402.11447619048,47.71373686,-0.7657932,-27.83187761,48339.7846809524,0.782607508095238,83.6428444804762,7269.7790047619,19.1103067657143,0.21175360952381,1113.86596190476,1331.94933333333,4.93428639761905,4152.4496,311.666795238095,192.791876190476,"Rhamnaceae","Spyridium","shrub","AM, Ectomycorrhizal"
"123","Q.Y.17","Acacia rostellifera (Summer-scented Wattle)",2.2492,0.9403,10,4423.200786,4.704031464,212.5836121,418.0597546,15346.0441,955.261695238095,7624.48887619048,47.73775693,-0.772572902,-27.44692072,25119.1308809524,2.57000444809524,38.6720660104762,3023.0959047619,2.76829182571429,0.41831126952381,1561.72296190476,1539.32393333333,2.34223344761905,6813.6236,3042.2026952381,7414.85517619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"124","Q.Y.17","Conostylis candicans subsp. calcicola",0.7877,0.2154,20,1629.706565,7.565954339,132.1710329,273.4543608,6911.109,328.777395238095,3273.30657619048,44.91417495,-2.3637099,-29.3026601,14855.8360809524,1.45164377809524,136.207797700476,2865.4854047619,21.0497183957143,0.13216544952381,774.006561904762,1076.74733333333,4.41342826761905,6591.2698,137.2545875,402.8989,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"125","Q.Y.17","Hardenbergia comptoniana (Native Wisteria)",2.7443,0.8545,4,12275.6927,14.36593645,69.60910648,311.3726633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Hardenbergia","shrub","AM, Nitrogen fixer"
"126","Q.Y.17","Olearia axillaris",0.3194,0.1034,10,745.9375027,7.214095771,138.617511,323.7319975,10429.80571,3030.0139952381,10943.7963761905,47.38966703,-0.774308021,-28.94334506,8878.17658095238,3.44532738809524,130.402087260476,1914.0146047619,9.09489112571429,1.55194100952381,9155.61756190476,1569.66983333333,1.96479523761905,5494.9888,11944.3725952381,3256.41217619048,"Asteraceae","Olearia","shrub","AM"
"127","Q.Y.17","Scaevola crassifolia",11.5223,1.7803,10,10000.39391,5.617252098,178.0229875,154.5090824,8358.098,2342.9156952381,9129.17087619048,38.93745987,-5.4887678,-28.02668354,73992.0373809524,2.25363040809524,89.1460128604762,5204.0340047619,15.3954266857143,0,11032.7297619048,14145.3285333333,2.37295553761905,3858.5707,4909.46399523809,1742.55077619048,"Goodeniaceae","Scaevola","shrub","AM"
"128","Q.Y.17","Spyridium globulosum",2.8371,1.3401,10,5848.009018,4.363860173,229.1549134,472.3485249,7609.12582,493.043595238095,5335.99027619048,48.25667484,-2.925590532,-28.23017768,26960.4323809524,1.27637816809524,90.0178918704762,3370.53100476191,6.33085342571429,0.30201248952381,2710.68176190476,1146.78493333333,0.809906877619048,2910.5059,577.656595238095,1965.45807619048,"Rhamnaceae","Spyridium","shrub","AM, Ectomycorrhizal"
"129","Q.Y.18","Acacia lasiocarpa",0.3383,0.1361,20,1256.069455,9.229018771,108.3538808,402.3056459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Acacia","shrub","AM, Nitrogen fixer"
"130","Q.Y.18","Acacia rostellifera (Summer-scented Wattle)",2.6931,1.1095,10,4483.374594,4.040896435,247.4698415,411.9787605,16054.13611,706.285595238095,4174.80767619048,45.52511868,-1.246065929,-30.3584767,36902.4619809524,0.418481508095238,70.9735411804762,4448.1446047619,3.12520753571429,0.38310972952381,3704.60916190476,4977.52123333333,1.59873259761905,10359.1544,340.683095238095,2050.42007619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"131","Q.Y.18","Conostylis candicans subsp. calcicola",1.4337,0.2701,20,3612.030816,13.37293897,74.7778781,188.3936667,8022.08,316.540795238095,4046.12207619048,45.34055443,-0.2567306,-27.1744494,13569.7782809524,0.929186818095238,60.8088247104762,1842.9914047619,136.486049455714,0.0125476395238095,2197.55366190476,920.368233333333,1.64898049761905,6437.4318,158.789195238095,408.470976190476,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"132","Q.Y.18","Hardenbergia comptoniana (Native Wisteria)",2.345,0.6557,5,9064.156192,13.82363305,72.33988318,279.6162047,18461.7293,770.372995238095,2956.59467619048,41.40167513,-1.781278901,-27.73453606,52887.6151809524,1.80905466809524,63.8276999004762,14078.5429047619,178.627856715714,0,1195.69476190476,1091.14323333333,2.08673089761905,7360.9285,512.503295238095,1542.63037619048,"Fabaceae","Hardenbergia","shrub","AM, Nitrogen fixer"
"133","Q.Y.18","Olearia axillaris",0.1774,0.0634,10,427.5600302,6.743849057,148.2832714,357.3844419,12510.2611,3491.7107952381,7802.68937619048,48.08719253,-1.274905163,-27.51991037,15589.7283809524,1.60317269809524,200.593463850476,3647.74960476191,16.3407073257143,0.14715820952381,7750.46186190476,1960.41993333333,4.87855606761905,5730.5844,7112.4861952381,3940.16637619048,"Asteraceae","Olearia","shrub","AM"
"134","Q.Y.18","Scaevola crassifolia",6.5582,0.7649,10,10492.74911,13.71780509,72.89795951,116.6326126,15318.72988,3282.6137952381,4934.19807619048,40.56510611,-1.958228901,-26.55057556,48214.5791809524,1.31161232809524,48.0729237404762,4747.3601047619,13.7448599357143,0,11489.8815619048,8456.66243333333,4.21690763761905,6923.59,3641.0472952381,1268.27437619048,"Goodeniaceae","Scaevola","shrub","AM"
"135","Q.Y.18","Spyridium globulosum",1.6398,0.7309,10,4090.389701,5.596373924,178.6871309,445.7250884,9153.258,758.040195238095,7687.28637619048,48.10593844,-3.458344556,-26.2049646,26203.7659809524,1.05760399809524,52.4329001304762,1775.5940047619,6.17864632571429,0,790.240661904762,1012.94643333333,2.15666703761905,5369.1315,742.899795238095,5263.97057619048,"Rhamnaceae","Spyridium","shrub","AM, Ectomycorrhizal"
"136","Q.Y.7","Acacia rostellifera (Summer-scented Wattle)",2.3922,0.9968,10,4868.187108,4.883815317,204.7579475,416.6875679,16700.8813,2823.4516952381,11562.1144761905,48.79433262,-1.590892437,-27.28217657,35747.0462809524,2.03253477809524,116.260844310476,5888.7189047619,8.69487717571429,1.98404903952381,5518.70036190476,2703.21083333333,2.50435301761905,7054.7925,1625.1023952381,4133.38717619048,"Fabaceae","Acacia","tree","AM, Ectomycorrhizal, Nitrogen fixer"
"137","Q.Y.7","Conostylis candicans subsp. calcicola",0.8163,0.2823,20,2389.022117,8.462706755,118.1655029,345.8287394,10929.64101,633.568495238095,5042.03157619048,45.60736126,1.294798125,-28.36118651,17656.0023809524,1.30968284809524,80.0212513404762,2806.0480047619,408.059149505714,0,1018.28776190476,1642.83513333333,3.05927910761905,6823.035,205.596295238095,671.416576190476,"Haemodoraceae","Conostylis","sedge","Sand-binding"
"138","Q.Y.7","Olearia axillaris",0.2004,0.0471,10,486.2876957,10.32457953,96.8562446,235.0299401,8980.405,2713.9019952381,2032.39497619048,49.02612773,0.6633065,-28.96080846,8637.70168095238,1.00845599809524,353.167173960476,2631.2612047619,10.6482563957143,1.27327996952381,9354.25976190476,1258.03783333333,2.49425976761905,5993.7593,2575.3528952381,812.080776190476,"Asteraceae","Olearia","shrub","AM"
"139","Q.Y.7","Scaevola crassifolia",8.2483,1.1436,10,6558.927985,5.73533402,174.3577613,138.6467515,13594.00145,3969.2837952381,12628.1400761905,41.46149719,-0.392670993,-26.84060686,69354.2410809524,0.951077938095238,130.836725370476,5148.3298047619,17.5486710357143,0.663452659523809,10507.8475619048,19285.9163333333,2.93219883761905,5188.2192,5685.4313952381,2346.15687619048,"Goodeniaceae","Scaevola","shrub","AM"
"140","Q.Y.7","Spyridium globulosum",1.6924,0.7034,10,4187.639394,5.953425354,167.970528,415.6227842,8412.691,836.695495238095,9334.69567619048,48.57753078,-0.528609,-27.18460386,37873.5109809524,1.46085125809524,124.772187760476,5017.8982047619,6.95301187571429,0.34400359952381,1848.39506190476,2111.52813333333,3.00239556761905,3739.5766,629.982995238095,2338.06977619048,"Rhamnaceae","Spyridium","shrub","AM, Ectomycorrhizal"
