Species,Site abbreviation,Latitude (S),Longitude (E),LAI,Seed mass (g),Light Treatment,Light Treatment (Categorical),Replicate,Total Seeds,Total Germinated,Proportion Germinated,Number Inviable,lat_lon_combined,park,description,Site
Leptospermum laevigatum,C.W,-34.0954,151.1601,1.366652966,0.000304,18/6,long,1,40,12,0.3,28, (site_at_-34.0954_S_and_151.1601_E),Royal National Park (Coast Walk),heathland,Royal National Park (Coast Walk) (site_at_-34.0954_S_and_151.1601_E)
Leptospermum laevigatum,C.W,-34.0954,151.1601,1.366652966,0.000304,6/18,short,1,40,8,0.2,32, (site_at_-34.0954_S_and_151.1601_E),Royal National Park (Coast Walk),heathland,Royal National Park (Coast Walk) (site_at_-34.0954_S_and_151.1601_E)
Leptospermum myrtifolium,K.N.P,-36.4351,148.5184,1.899981022,0.000134,12/12,control,1,30,15,0.5,11, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Leptospermum myrtifolium,K.N.P,-36.4351,148.5184,1.899981022,0.000134,18/6,long,1,30,24,0.8,4, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Leptospermum myrtifolium,K.N.P,-36.4351,148.5184,1.899981022,0.000134,6/18,short,1,30,30,1,0, (site_at_-36.4351_S_and_148.5184_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.4351_S_and_148.5184_E)
Leptospermum polygafolium,R.N.P,-34.1138,151.0664,3.366632938,0.000092,12/12,control,1,36,24,0.666666667,12, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Leptospermum polygafolium,R.N.P,-34.1138,151.0664,3.366632938,0.000092,18/6,long,1,36,19,0.527777778,17, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Leptospermum polygafolium,R.N.P,-34.1138,151.0664,3.366632938,0.000092,6/18,short,1,36,24,0.666666667,12, (site_at_-34.1138_S_and_151.0664_E),Royal National Park (Flat Rock Creek),NA,Royal National Park (Flat Rock Creek) (site_at_-34.1138_S_and_151.0664_E)
Leptospermum polygalifolium subsp. montanum,T.S,-30.6017,152.3854,5.299946785,0.000064,12/12,control,1,33,25,0.757575758,2, (site_at_-30.6017_S_and_152.3854_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-30.6017_S_and_152.3854_E)
Leptospermum polygalifolium subsp. montanum,T.S,-30.6017,152.3854,5.299946785,0.000064,18/6,long,1,33,30,0.909090909,2, (site_at_-30.6017_S_and_152.3854_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-30.6017_S_and_152.3854_E)
Leptospermum polygalifolium subsp. montanum,T.S,-30.6017,152.3854,5.299946785,0.000064,6/18,short,1,33,30,0.909090909,3, (site_at_-30.6017_S_and_152.3854_E),Thungutti Swamp,NA,Thungutti Swamp (site_at_-30.6017_S_and_152.3854_E)
Leucochrysum albicans subsp. alpina,K.N.P.A,-36.4539,148.2656,0.833324969,0.00036,12/12,control,1,9,1,0.111111111,8, (site_at_-36.4539_S_and_148.2656_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4539_S_and_148.2656_E)
Leucochrysum albicans subsp. alpina,K.N.P.A,-36.4539,148.2656,0.833324969,0.00036,18/6,long,1,9,1,0.111111111,8, (site_at_-36.4539_S_and_148.2656_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4539_S_and_148.2656_E)
Leucochrysum albicans subsp. alpina,K.N.P.A,-36.4539,148.2656,0.833324969,0.00036,6/18,short,1,9,1,0.111111111,8, (site_at_-36.4539_S_and_148.2656_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4539_S_and_148.2656_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,12/12,control,1,10,3,0.3,0, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,12/12,control,2,10,0,0,1, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,12/12,control,3,10,0,0,2, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,18/6,long,1,10,0,0,1, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,18/6,long,2,10,0,0,3, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,18/6,long,3,10,0,0,1, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,6/18,short,1,10,0,0,0, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,6/18,short,2,10,0,0,0, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.D,D.N.P,-30.3658,152.7304,4.433289051,0.13774,6/18,short,3,10,0,0,1, (site_at_-30.3658_S_and_152.7304_E),Dorrigo National Park,NA,Dorrigo National Park (site_at_-30.3658_S_and_152.7304_E)
Linospadix monostachya.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.169612,12/12,control,1,15,6,0.4,0, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Linospadix monostachya.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.169612,12/12,control,2,15,3,0.2,0, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Linospadix monostachya.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.169612,18/6,long,1,15,0,0,1, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Linospadix monostachya.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.169612,18/6,long,2,15,2,0.133333333,0, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Linospadix monostachya.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.169612,6/18,short,1,15,0,0,2, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Linospadix monostachya.B,B.R.N.P,-28.3827,153.0607,4.999949932,0.169612,6/18,short,2,15,3,0.2,2, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Maytenus disperma,Q.L.D.S,-17.43,145.4027,3.033303022,0.024954,12/12,control,1,20,0,0,19, (site_at_-17.4300_S_and_145.4027_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4300_S_and_145.4027_E)
Maytenus disperma,Q.L.D.S,-17.43,145.4027,3.033303022,0.024954,12/12,control,2,20,1,0.05,16, (site_at_-17.4300_S_and_145.4027_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4300_S_and_145.4027_E)
Maytenus disperma,Q.L.D.S,-17.43,145.4027,3.033303022,0.024954,18/6,long,1,20,0,0,15, (site_at_-17.4300_S_and_145.4027_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4300_S_and_145.4027_E)
Maytenus disperma,Q.L.D.S,-17.43,145.4027,3.033303022,0.024954,18/6,long,2,20,0,0,13, (site_at_-17.4300_S_and_145.4027_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4300_S_and_145.4027_E)
Maytenus disperma,Q.L.D.S,-17.43,145.4027,3.033303022,0.024954,6/18,short,1,20,1,0.05,13, (site_at_-17.4300_S_and_145.4027_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4300_S_and_145.4027_E)
Maytenus disperma,Q.L.D.S,-17.43,145.4027,3.033303022,0.024954,6/18,short,2,20,1,0.05,13, (site_at_-17.4300_S_and_145.4027_E),Queensland Wet Sclerophyll Forest,wet sclerophyll forest,Queensland Wet Sclerophyll Forest (site_at_-17.4300_S_and_145.4027_E)
Muehlenbeckia M. sp. Mt Norman,B.Rock,-28.8527,152.0401,1.533318043,0.010374,12/12,control,1,30,0,0,29, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Muehlenbeckia M. sp. Mt Norman,B.Rock,-28.8527,152.0401,1.533318043,0.010374,12/12,control,2,30,0,0,30, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Muehlenbeckia M. sp. Mt Norman,B.Rock,-28.8527,152.0401,1.533318043,0.010374,18/6,long,1,30,0,0,30, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Muehlenbeckia M. sp. Mt Norman,B.Rock,-28.8527,152.0401,1.533318043,0.010374,18/6,long,2,30,0,0,30, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Muehlenbeckia M. sp. Mt Norman,B.Rock,-28.8527,152.0401,1.533318043,0.010374,6/18,short,1,30,0,0,30, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Muehlenbeckia M. sp. Mt Norman,B.Rock,-28.8527,152.0401,1.533318043,0.010374,6/18,short,2,30,0,0,30, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,12/12,control,1,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,12/12,control,2,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,12/12,control,3,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,18/6,long,1,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,18/6,long,2,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,18/6,long,3,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,6/18,short,1,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,6/18,short,2,12,0,0,12, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine howittiana,M.N.P,-28.8988,152.7401,4.999949932,0.02766,6/18,short,3,12,1,0.083333333,10, (site_at_-28.8988_S_and_152.7401_E),Mallanganee National Park,NA,Mallanganee National Park (site_at_-28.8988_S_and_152.7401_E)
Myrsine variabilis,Q.L.D,-16.6235,145.3102,5.466611862,0.040782,12/12,control,1,20,0,0,0, (site_at_-16.6235_S_and_145.3102_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6235_S_and_145.3102_E)
Myrsine variabilis,Q.L.D,-16.6235,145.3102,5.466611862,0.040782,12/12,control,2,20,0,0,0, (site_at_-16.6235_S_and_145.3102_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6235_S_and_145.3102_E)
Myrsine variabilis,Q.L.D,-16.6235,145.3102,5.466611862,0.040782,18/6,long,1,20,0,0,0, (site_at_-16.6235_S_and_145.3102_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6235_S_and_145.3102_E)
Myrsine variabilis,Q.L.D,-16.6235,145.3102,5.466611862,0.040782,18/6,long,2,20,0,0,0, (site_at_-16.6235_S_and_145.3102_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6235_S_and_145.3102_E)
Myrsine variabilis,Q.L.D,-16.6235,145.3102,5.466611862,0.040782,6/18,short,1,20,0,0,1, (site_at_-16.6235_S_and_145.3102_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6235_S_and_145.3102_E)
Myrsine variabilis,Q.L.D,-16.6235,145.3102,5.466611862,0.040782,6/18,short,2,20,0,0,0, (site_at_-16.6235_S_and_145.3102_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-16.6235_S_and_145.3102_E)
Neolitsea dealbata ,Q.L.D,-17.416,145.7,5.133282185,0.20806,12/12,control,1,15,1,0.066666667,2, (site_at_-17.4160_S_and_145.7000_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4160_S_and_145.7000_E)
Neolitsea dealbata ,Q.L.D,-17.416,145.7,5.133282185,0.20806,12/12,control,2,15,4,0.266666667,4, (site_at_-17.4160_S_and_145.7000_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4160_S_and_145.7000_E)
Neolitsea dealbata ,Q.L.D,-17.416,145.7,5.133282185,0.20806,18/6,long,1,15,4,0.266666667,3, (site_at_-17.4160_S_and_145.7000_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4160_S_and_145.7000_E)
Neolitsea dealbata ,Q.L.D,-17.416,145.7,5.133282185,0.20806,18/6,long,2,15,1,0.066666667,1, (site_at_-17.4160_S_and_145.7000_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4160_S_and_145.7000_E)
Neolitsea dealbata ,Q.L.D,-17.416,145.7,5.133282185,0.20806,6/18,short,1,15,7,0.466666667,1, (site_at_-17.4160_S_and_145.7000_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4160_S_and_145.7000_E)
Neolitsea dealbata ,Q.L.D,-17.416,145.7,5.133282185,0.20806,6/18,short,2,15,2,0.133333333,4, (site_at_-17.4160_S_and_145.7000_E),Queensland Rainforest,rainforest,Queensland Rainforest (site_at_-17.4160_S_and_145.7000_E)
Oreomyrrhis ciliata,K.N.P.A,-36.4568,148.268,1.133322001,0.002936,12/12,control,1,15,5,0.333333333,0, (site_at_-36.4568_S_and_148.2680_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4568_S_and_148.2680_E)
Oreomyrrhis ciliata,K.N.P.A,-36.4568,148.268,1.133322001,0.002936,12/12,control,2,15,4,0.266666667,1, (site_at_-36.4568_S_and_148.2680_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4568_S_and_148.2680_E)
Oreomyrrhis ciliata,K.N.P.A,-36.4568,148.268,1.133322001,0.002936,18/6,long,1,15,4,0.266666667,0, (site_at_-36.4568_S_and_148.2680_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4568_S_and_148.2680_E)
Oreomyrrhis ciliata,K.N.P.A,-36.4568,148.268,1.133322001,0.002936,18/6,long,2,15,3,0.2,1, (site_at_-36.4568_S_and_148.2680_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4568_S_and_148.2680_E)
Oreomyrrhis ciliata,K.N.P.A,-36.4568,148.268,1.133322001,0.002936,6/18,short,1,15,7,0.466666667,1, (site_at_-36.4568_S_and_148.2680_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4568_S_and_148.2680_E)
Oreomyrrhis ciliata,K.N.P.A,-36.4568,148.268,1.133322001,0.002936,6/18,short,2,15,6,0.4,1, (site_at_-36.4568_S_and_148.2680_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4568_S_and_148.2680_E)
Ozothamnus hookeri,K.N.P,-36.3503,148.5202,2.233310938,0.000154,12/12,control,1,25,8,0.32,16, (site_at_-36.3503_S_and_148.5202_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.3503_S_and_148.5202_E)
Ozothamnus hookeri,K.N.P,-36.3503,148.5202,2.233310938,0.000154,18/6,long,1,25,14,0.56,11, (site_at_-36.3503_S_and_148.5202_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.3503_S_and_148.5202_E)
Ozothamnus hookeri,K.N.P,-36.3503,148.5202,2.233310938,0.000154,6/18,short,1,25,8,0.32,17, (site_at_-36.3503_S_and_148.5202_E),Kosciuszko National Park,<=1500m Above Sea Level,Kosciuszko National Park (site_at_-36.3503_S_and_148.5202_E)
Parsonsia induplicata,B.R.N.P,-28.3827,153.0607,4.999949932,0.00189,12/12,control,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Parsonsia induplicata,B.R.N.P,-28.3827,153.0607,4.999949932,0.00189,12/12,control,2,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Parsonsia induplicata,B.R.N.P,-28.3827,153.0607,4.999949932,0.00189,18/6,long,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Parsonsia induplicata,B.R.N.P,-28.3827,153.0607,4.999949932,0.00189,18/6,long,2,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Parsonsia induplicata,B.R.N.P,-28.3827,153.0607,4.999949932,0.00189,6/18,short,1,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Parsonsia induplicata,B.R.N.P,-28.3827,153.0607,4.999949932,0.00189,6/18,short,2,10,0,0,10, (site_at_-28.3827_S_and_153.0607_E),Border Ranges National Park,NA,Border Ranges National Park (site_at_-28.3827_S_and_153.0607_E)
Petrophile pulchella,R.C,-29.4718,152.8611,2.499974966,0.000259,12/12,control,1,33,20,0.606060606,12, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Petrophile pulchella,R.C,-29.4718,152.8611,2.499974966,0.000259,18/6,long,1,33,16,0.484848485,17, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Petrophile pulchella,R.C,-29.4718,152.8611,2.499974966,0.000259,6/18,short,1,33,13,0.393939394,19, (site_at_-29.4718_S_and_152.8611_E),Rocky Creek at Fortis Creek National Park,NA,Rocky Creek at Fortis Creek National Park (site_at_-29.4718_S_and_152.8611_E)
Plantago muelleri,K.N.P.A,-36.4389,148.3187,2.133311987,0.000394,12/12,control,1,35,14,0.4,21, (site_at_-36.4389_S_and_148.3187_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4389_S_and_148.3187_E)
Plantago muelleri,K.N.P.A,-36.4389,148.3187,2.133311987,0.000394,18/6,long,1,35,25,0.714285714,10, (site_at_-36.4389_S_and_148.3187_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4389_S_and_148.3187_E)
Plantago muelleri,K.N.P.A,-36.4389,148.3187,2.133311987,0.000394,6/18,short,1,35,24,0.685714286,11, (site_at_-36.4389_S_and_148.3187_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4389_S_and_148.3187_E)
Plectranthus parviflorus,A.B.G,-34.0659,150.769,1.466652036,0.000262,12/12,control,1,30,11,0.366666667,19, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Plectranthus parviflorus,A.B.G,-34.0659,150.769,1.466652036,0.000262,18/6,long,1,30,10,0.333333333,20, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Plectranthus parviflorus,A.B.G,-34.0659,150.769,1.466652036,0.000262,6/18,short,1,30,4,0.133333333,26, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Plectranthus suaveolens,B.Rock,-28.8527,152.0401,1.533318043,0.0002,12/12,control,1,30,27,0.9,3, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Plectranthus suaveolens,B.Rock,-28.8527,152.0401,1.533318043,0.0002,18/6,long,1,30,25,0.833333333,5, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Plectranthus suaveolens,B.Rock,-28.8527,152.0401,1.533318043,0.0002,6/18,short,1,30,28,0.933333333,2, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Pomax umbellata,B.Rock,-28.8527,152.0401,1.533318043,0.000735,12/12,control,1,16,15,0.9375,1, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Pomax umbellata,B.Rock,-28.8527,152.0401,1.533318043,0.000735,18/6,long,1,16,10,0.625,6, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Pomax umbellata,B.Rock,-28.8527,152.0401,1.533318043,0.000735,6/18,short,1,16,13,0.8125,3, (site_at_-28.8527_S_and_152.0401_E),Bald Rock National Park,NA,Bald Rock National Park (site_at_-28.8527_S_and_152.0401_E)
Rhodanthe anthemoides,A.B.G,-34.0659,150.769,1.466652036,0.000312,12/12,control,1,30,30,1,0, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Rhodanthe anthemoides,A.B.G,-34.0659,150.769,1.466652036,0.000312,18/6,long,1,30,28,0.933333333,2, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Rhodanthe anthemoides,A.B.G,-34.0659,150.769,1.466652036,0.000312,6/18,short,1,30,30,1,0, (site_at_-34.0659_S_and_150.7690_E),The Australian Botanic Garden,Cumberland Plain Woodland,The Australian Botanic Garden (site_at_-34.0659_S_and_150.7690_E)
Richea continentis,K.N.P.A,-36.4382,148.3228,1.799981952,0.000048,12/12,control,1,30,2,0.066666667,28, (site_at_-36.4382_S_and_148.3228_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4382_S_and_148.3228_E)
Richea continentis,K.N.P.A,-36.4382,148.3228,1.799981952,0.000048,18/6,long,1,30,0,0,30, (site_at_-36.4382_S_and_148.3228_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4382_S_and_148.3228_E)
Richea continentis,K.N.P.A,-36.4382,148.3228,1.799981952,0.000048,6/18,short,1,30,1,0.033333333,29, (site_at_-36.4382_S_and_148.3228_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4382_S_and_148.3228_E)
Senecio linearifolius var. latifolius,K.N.P.A,-36.4377,148.3198,2.133311987,0.000318,12/12,control,1,33,29,0.878787879,4, (site_at_-36.4377_S_and_148.3198_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4377_S_and_148.3198_E)
Senecio linearifolius var. latifolius,K.N.P.A,-36.4377,148.3198,2.133311987,0.000318,18/6,long,1,33,31,0.939393939,2, (site_at_-36.4377_S_and_148.3198_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4377_S_and_148.3198_E)
Senecio linearifolius var. latifolius,K.N.P.A,-36.4377,148.3198,2.133311987,0.000318,6/18,short,1,33,32,0.96969697,1, (site_at_-36.4377_S_and_148.3198_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4377_S_and_148.3198_E)
Senecio pinnatifolius subsp. alpinus,K.N.P.A,-36.4556,148.2624,0.499994993,0.000272,12/12,control,1,33,26,0.787878788,7, (site_at_-36.4556_S_and_148.2624_E),Kosciuszko National Park Alpine area,alpine (>=1500m Above Sea Level),Kosciuszko National Park Alpine area (site_at_-36.4556_S_and_148.2624_E)
