Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment
1436596,,Billardiera cymosa,National Seed Bank,Claypan on Gluepot-Calperum fence line.,-33.7633,140.3492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437605,,Trachymene coerulea,National Seed Bank,not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337666,CBG 9519565.3,Marianthus microphyllus,National Seed Bank,"Ravensthorpe-Hopetoun road, 13 km S of Ravensthorpe.",-33.65,120.15,,,0.075,0.1,,,-20,10/9/1995,3/7/2000,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1152137,CBG 9519545.2,Marianthus bicolor,National Seed Bank,"WA wheatbelt district, 7 km W of Bodallin between old railway bed and pipeline, Great Eastern Highway.",-31.4,118.8333,,,,3.0664,,,,10/5/1995,,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1339907,CBG 9501462.2,Pittosporum tenuifolium,National Seed Bank,"CULTIVATED: Bairnsdale, Mitchell Motor Inn.",-37.8333,147.6167,,,2.83,19.814,,,-20,1/12/1995,11/24/1999,NSB,"Cayzer, L.W.",,,seed,,,,,,,,,,,,,,,,,,,,,,
1436747,,Cheiranthera brevifolia,National Seed Bank,77km N of Ravensthorpe toward Lake King.,-33.4008,119.9108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440917,,Dichosciadium ranunculaceum var. ranunculaceum,National Seed Bank,"Kosciuszko National Park, IBRA region AA; Johnnies Plain, c. 250 m S from Kosciuszko Road.",-36.4333,148.3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406771,CANB 739392.2,Bursaria spinosa subsp. lasiophylla,National Seed Bank,"Australian National Botanic Gardens, Canberra; section 197.",-35.2833,149.1167,,,2.697,1.071,,,-20,3/25/2011,4/1/2011,NSB,"Fethers, S.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1532612,CANB 870728.2,Oreomyrrhis ciliata,National Seed Bank,"Kosciuszko National Park; Rennis Gap, S of Kosciuszko Road [c. 1 km E of Guthega Road].",-36.3625,148.5061,,3493,,1.3644,,100,-20,2/25/2014,3/2/2021,NSB,"Feilen, P.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1437968,,Trachymene coerulea,National Seed Bank,not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670534,,Daucus glochidiatus,National Seed Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152122,CBG 9519579.2,Billardiera drummondii,National Seed Bank,6.4 km from Denmark River Bridge towards Walpole.,-34.9167,117.3333,,,0.199,0.479,,,-20,10/11/1995,4/21/1998,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1137358,CBG 9614663.2,Bursaria longisepala,National Seed Bank,"Katoomba, path from Giant Staircase base to base of Echo Point.",-33.7436,150.315,,,0.317,1.3667,,,-20,7/11/1996,11/24/1999,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1337219,CANB 792173.2,Aciphylla glacialis,National Seed Bank,"Kosciuszko National Park; Merritts Creek, Snowy River [(N)] side of bridge.",-36.4583,148.2936,,,97.8222,3.853,,,-20,2/17/2010,10/7/2010,NSB,"Nicotra, A.| Sweet, H.| Hoyle, G.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1287653,CANB 748561.3,Oreomyrrhis eriopoda,National Seed Bank,"Kosciuszko National Park; 2 km N of Mt Kosciuszko summit, on Main Range track.",-36.4394,148.2703,,,4.772,4.8,,,-20,3/7/2007,3/15/2007,NSB,"Perring, A.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1317491,CBG 8210053.2,Billardiera sericophora,National Seed Bank,3 km from Mt Hope toward Cummins.,-34.1167,135.4,,446,,1.4584,,100,-20,12/2/1982,7/1/1982,NSB,"Canning, E.M.",,,seed,W,,,"xray:  25 seeds,  full - 0,  part full - 0,  infested - 0,  empty - 25",,,,,,,,,,,,,,,,,,
1321445,CANB 782515.2,Dichosciadium ranunculaceum,National Seed Bank,"Kosciuszko National Park: 100 m from Lake Cootapatamba, 750 south from Rawson Pass (waypoint 001) towards Lake Cootapatamba.",-36.4633,148.2653,,,0.551,7.1325,,,-20,3/11/2009,7/7/2009,NSB,"Fethers, S.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1197499,CBG 7901145.2,Billardiera variifolia,National Seed Bank,"Boxwood Hill to Toompup road, 10 km NW of Chillilup Pool turnoff.",-34.2833,118.5333,,750,,3.4192,,99.8,-20,1/15/1979,7/1/1979,NSB,"Barnsley, B.",,,seed,W,,,"xray:  25 seeds,  full - 25,  part full - 0,  infested - 0,  empty - 0",,,,,,,,,,,,,,,,,,
1440872,,Oreomyrrhis pulvinifica,National Seed Bank,"Kosciuszko National Park, IBRA region AA; headwaters of the Snowy River, eastern slopes of North Ramshead, 452 m W of Snowy River junction with Thredbo to Rawson Pass track.",-36.4756,148.2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323445,CANB 783437.2,Oreomyrrhis eriopoda,National Seed Bank,"Kosciuszko National Park, IBRA region AA; in fens in and along Spencers Creek. 790 m NE from the Spencers Creek bridge on Kosciuszko Road.",-36.4269,148.3678,,,18.8615,2.7096,,,-20,2/24/2009,8/14/2009,NSB,"McAuliffe, J.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1243105,CBG 9102564.2,Mackinlaya macrosciadea,National Seed Bank,"Herberton Range, 2 km along Baldy Mountain State Forest road from Atherton-Herberton road.",-17.3333,145.4167,,,,,,,5,5/1/1991,5/21/1991,NSB,"Telford, I.R.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1683277,,Cheiranthera linearis,National Seed Bank,"Ca 5 km W on Back Creek Road and Rowley Lane, from junction with Sutton Road, W of Gundaroo.",-35.0336,149.2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440760,,Aciphylla simplicifolia,National Seed Bank,Kosciuszko National Park: 834 m south-east from Wragges Creek carpark towards Thompson Plain (Waypoint 008 - straight line GPS). [Ca 3 km ~ east of Smiggin Holes.],-36.3875,148.4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751996,CANB 899142.2,Hydrocotyle sibthorpioides,National Seed Bank,"Brindabella National Park, 1.8 km west of Mount Coree camp ground.",-35.2836,148.8117,,221,,0.0688,,,,2/9/2017,,NSB,"North, T.G.",,,seed,W,,,"xray:  25 seeds,  full - 0,  part full - 0,  infested - 0,  empty - 25",,,,,,,,,,,,,,,,,,
1748590,,Mackinlaya macrosciadea,National Seed Bank,Kakadu National Park. Gubara Pools.,-12.8267,132.8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671049,,Pittosporum angustifolium,National Seed Bank,"Poochera - Streaky Bay road, about 2 km W from Poochera.",-32.7311,134.8128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437816,,Actinotus helianthi,National Seed Bank,not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238617,CBG 8701464.1,Cephalaralia cephalobotrys,National Seed Bank,"Hellhole Creek SW slopes of Spicers Peak. 5 km SW of Cunninghams Gap, [Tregony. Main Range National Park].",-28.1167,152.35,,195,,4.012,,100,5,4/17/1987,7/1/1987,NSB,"Bird, L.",,,seed,W,,,"xray:  25 seeds,  full - 7,  part full - 14,  infested - 0,  empty - 4",,,,,,,,,,,,,,,,,,
1321513,CANB 782508.2,Oreomyrrhis eriopoda,National Seed Bank,Kosciuszko National Park: 215 m north-west from Spencers Creek carpark (waypoint 006 - straight line GPS).,-36.4303,148.3583,,,1.767,2.393,,,-20,3/10/2009,7/7/2009,NSB,"Fethers, S.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1285923,CANB 746169.3,Aciphylla glacialis,National Seed Bank,"Kosciuszko National Park; NE slopes of Mt Kosciuszko, 300 m N of Rawsons Pass in valley stream bank.",-36.4547,148.2733,,,25.29,4.692,,,-20,1/31/2007,2/8/2007,NSB,"McAuliffe, J.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1337617,CBG 9519588.3,Billardiera laxiflora,National Seed Bank,"Margaret River, 400 m S of intersection of Margaret River road and Caves Road.",-34.25,115.0833,,,0.342,2.8579,,,-20,10/13/1995,3/7/2000,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1406614,CANB 798148.2,Eryngium ovinum,National Seed Bank,"Private property, 241 Bidges Road, Sutton.",-35.2217,149.2317,,,5.528,1.387,,,-20,2/15/2011,3/15/2011,NSB,"Fethers, S.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1392034,CBG 8001959.2,Aciphylla glacialis,National Seed Bank,E slope of Mt Kosciuszko.,-36.4542,148.25,,,3.324,5.706,,,-20,3/20/1980,7/1/1980,NSB,"Rymer, J.J.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1710502,,Diplaspis nivis,National Seed Bank,Kosciuszko National Park; eastern slope of Mount Kosciuszko.,-36.4589,148.2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137327,CBG 9410012.2,Pittosporum multiflorum,National Seed Bank,"Lamington National Park, Green Mountain, vehicular access road to Morans Creek near intersection with Red Road.",-28.5833,153.1,,,0.212,7.725,,,-20,10/4/1994,11/24/1999,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1143366,CBG 9910437.3,Hymenosporum flavum,National Seed Bank,"Beside Careys Peak Walking Trail, Chichester State Forest. [Near Barrington Tops].",-32.0944,151.4758,,,,6.689,,,-20,3/24/1999,4/20/1999,NSB,"Mallinson, D.J.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1474286,,Bursaria spinosa subsp. lasiophylla,National Seed Bank,Canberra Nature Park: The Pinnacle Reserve.,-35.2592,149.0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710490,,Diplaspis nivis,National Seed Bank,"Kosciuszko National Park; Merritts Creek, [within] 100 m radius of bridge, just off Kosciuszko dirt road, particularly on RHS of bridge.",-36.4572,148.2997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655465,CANB 904590.2,Eryngium vesiculosum,National Seed Bank,,,,,3600,,0.48,,100,-20,3/1/2018,4/8/2021,NSB,"Cosgrove, C.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1287604,CANB 748000.2,Dichosciadium ranunculaceum var. ranunculaceum,National Seed Bank,"Kosciuszko National Park. S of Blue Lake in drainage area down to lake, half way between Blue Lake Lookout on walking track from Charlotte's Pass and lake edge.",-36.4108,148.3131,,,0.297,4.2254,,,-20,2/15/2007,3/15/2007,NSB,"Hadobas, H.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1337110,CANB 792167.2,Aciphylla glacialis,National Seed Bank,"Kosciuszko National Park; overlooking Lake C. [?Cootapatamba], facing [Mount] Kosciuszko; just below path, all along 200+ m.",-36.45,148.2667,,,57.6,4.403,,,-20,2/17/2010,10/7/2010,NSB,"Hoyle, G.| Sweet, H.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1337044,CANB 786952.2,Oreomyrrhis pulvinifica,National Seed Bank,"Kosciuszko National Park; bottom of Heartbreak Hill [W of Charlottes Pass], beyond second river crossing, rocky gully 50 m off path [Main Range Track].",-36.4294,148.3203,,,1.838,0.9196,,,-20,2/4/2010,10/7/2010,NSB,"Hoyle, G.| McAuliffe, J.| McIntosh, E.| Bahar, N.A.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1472707,,Bursaria spinosa subsp. lasiophylla,National Seed Bank,Canberra Nature Park: The Pinnacle Reserve.,-35.2592,149.0397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710304,,Aciphylla glacialis,National Seed Bank,"Kosciuszko National Park; Merritts Creek, Snowy River [(N)] side of bridge.",-36.4583,148.2936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711066,,Oreomyrrhis eriopoda,National Seed Bank,"Kosciuszko National Park, IBRA region AA; in fens in and along Spencers Creek. 790 m NE from the Spencers Creek bridge on Kosciuszko Road.",-36.4269,148.3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182701,CBG 9317750.5,Astrotricha intermedia,National Seed Bank,"c. 45 km (direct) NNW of Rockhampton, 17 km by road N of Yaamba Hotel on Bruce Highway, at railway bridge c. 3.3 km (direct) NNW of Canoona siding.",-23.0625,150.2667,,250,4.592,9.0196,,100,-20,11/11/1993,6/1/1994,NSB,"Makinson, R.O.",,,seed,W,,,"xray:  25 seeds,  full - 12,  part full - 7,  empty - 6",,,,,,,,,,,,,,,,,,
1270275,CBG 9009692.2,Trachymene coerulea,National Seed Bank,"CULTIVATED: Kings Park, Perth.",-31.95,115.8333,,,1.547,,,,5,12/29/1986,10/29/1990,NSB,ANBG,,,seed,,,,,,,,,,,,,,,,,,,,,,
1137323,CBG 9501475.2,Rhytidosporum inconspicuum,National Seed Bank,"Jamieson-Licola road, 2.3 km S of Mt Skene summit, clearing on high side of road.",-37.4667,146.4167,,,0.106,0.35,,,-20,1/17/1995,11/24/1999,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1436147,,Gingidia algens,National Seed Bank,Kosciuszko National Park. Guthega River at footbridge.,-36.3833,148.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437718,,Trachymene composita var. composita,National Seed Bank,"Booroomba Rocks, Namadgi National Park.",-35.5589,148.9906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337749,CBG 9519549.3,Pittosporum angustifolium,National Seed Bank,"WA goldfields district, 64.5 km S of Menzies on road to Kalgoorlie, E side of road.",-30.4167,121.3333,,,0.675,12.1804,,,-20,10/6/1995,3/7/2000,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1437962,,Trachymene coerulea,National Seed Bank,not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580014,CANB 870708.2,Oreomyrrhis ciliata,National Seed Bank,"Kosciuszko National Park; Pengilleys Bog, c. 2 km [~NNW] from Smiggin Holes on Link Road.",-36.3681,148.4122,,5295,,1.1336,,,-20,2/25/2014,7/2/2024,NSB,"Buykx, A.J.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1436303,,Diplaspis nivis,National Seed Bank,Kosciuszko National Park: 30 m SW of Rawson Pass towards Lake Cootapatamba.,-36.4594,148.2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711062,,Oreomyrrhis eriopoda,National Seed Bank,"Kosciuszko National Park, IBRA region AA; in fens in and along Spencers Creek. 790 m NE from the Spencers Creek bridge on Kosciuszko Road.",-36.4269,148.3678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751448,CANB 916823.2,Pittosporum venulosum,National Seed Bank,"Mount Windsor Road, Mt Windsor National Park.",-16.2197,144.995,,142,,1.693,,100,-20,5/9/2021,4/20/2023,NSB,"Worboys, S.J.",,,seed,W,,,"xray:  25 seeds,  full - 25",,,,,,,,,,,,,,,,,,
1807456,,Bursaria calcicola,National Seed Bank,"Wombeyan Caves National Park, ridgeline, 200 m south - west from Mullaree Cave.",-34.3114,149.9642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797064,,Billardiera macrantha,National Seed Bank,"Namadgi [National Park], Warks Road.",-35.3919,148.8278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710590,,Gingidia harveyana,National Seed Bank,"Kosciuszko National Park, IBRA region AA; Wragges Creek area, 1.2 km S from Kosciuszko Road and Wrags Creek ford (straight line GPS).",-36.3914,148.4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711250,,Diplaspis nivis,National Seed Bank,Kosciuszko National Park; eastern slope of Mount Kosciuszko.,-36.4589,148.2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670532,,Daucus glochidiatus,National Seed Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761890,,Aciphylla glacialis,National Seed Bank,Kosciuszko National Park. 10 m above summit track 800 m from Rawsons Pass towards Kosciuszko summit.,-36.455,148.2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437823,,Oschatzia cuneifolia,National Seed Bank,Kosciuszko National Park below Charlotte Pass at Snowy River crossing.,-36.4333,148.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437502,,Oreomyrrhis eriopoda,National Seed Bank,"Kosciuszko National Park, 1.2 km E of Mt Kosciuszko summit.",-36.45,148.2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137352,CBG 9614747.3,Pittosporum oreillyanum,National Seed Bank,"CULTIVATED: Australian National Botanic Gardens, Rainforest Gully.",-35.2667,149.1167,,,0.92,17.1259,,,-20,11/4/1994,11/24/1999,NSB,"Cayzer, L.W.",,,seed,,,,,,,,,,,,,,,,,,,,,,
1322020,CANB 782528.2,Oschatzia cuneifolia,National Seed Bank,"Kosciuszko National Park: (Waypoint 009) 1.33 km south-east to[?] Wragges Creek carpark, Thompson Plain (Waypoint 008 - straight line GPS). [Ca 3.3 km ~ east of Smiggin Holes.]",-36.3911,148.465,,,2.823,1.233,,,-20,3/12/2009,7/7/2009,NSB,"Fethers, S.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1409234,CANB 807989.2,Aciphylla simplicifolia,National Seed Bank,Kosciuszko National Park; on western bank of Spencers Creek 357 m (GPS) SW from Spencers Creek bridge on Kosciuszko Road. 36 25 56.3 S 148 21 29 E.,-36.4322,148.3581,,4702,,2.9096,,98.19,-20,2/28/2012,8/22/2024,NSB,"McAuliffe, J.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1464164,CANB 798434.3,Aciphylla glacialis,National Seed Bank,"Kosciuszko National Park; Mount Stilwell peak. 36 deg 26' 41.7' S, 148 deg 19' 30.4' E.",-36.445,148.325,,7901,,4.6768,,100,-20,3/29/2011,10/23/2013,NSB,"Nicotra, A.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1437607,,Trachymene coerulea,National Seed Bank,not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461103,CANB 808176.3,Oreomyrrhis ciliata,National Seed Bank,"Kosciuszko National Park, IBRA region AA; between Spencers Creek and Kosciuszko Road, [S of road] 1590 m [~E]NE of Charlotte Pass car park (GPS).",-36.4294,148.3467,,8143,,0.22,,99.43,-20,3/12/2012,9/12/2013,NSB,"McAuliffe, J.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1578166,CBG 9604817.3,Aciphylla simplicifolia,National Seed Bank,"Namadgi National Park, Leura Gap, c. 3 km direct NNW of Bimberi Peak.",-35.6347,148.78,,,4.393,,,,-20,3/5/1996,3/7/2016,NSB,"Lyne, A.M.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1710896,,Dichosciadium ranunculaceum var. ranunculaceum,National Seed Bank,Kosciuszko National Park; c. 100 m S towards Lake Cootapatamba from Rawsons Pass.,-36.4656,148.2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137309,CBG 9519495.2,Bursaria calcicola,National Seed Bank,"Wombeyan Caves, 30 m towards Junction Cave from LWC 152.",-34.3167,149.975,,,0.805,1.424,,,-20,3/11/1995,11/24/1999,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1710315,,Aciphylla simplicifolia,National Seed Bank,Kosciuszko National Park; Johnnys Plain.,-36.43,148.3447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761102,,Cheiranthera linearis,National Seed Bank,"3 km W on Little Plain(s) Road, left hand crest. [Coordinates plot 0.9 km N of Rye Park - Dalton Road, c. 24 km ~WNW of Gunning.]",-34.6728,149.0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437285,,Polyscias elegans,National Seed Bank,Willi Willi National Park. [Hastings Forest Way].BANDA BANDA 9335-15 431490.,-31.245,152.4642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437969,,Trachymene coerulea,National Seed Bank,not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471860,,Daucus glochidiatus,National Seed Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673421,,Cheiranthera linearis,National Seed Bank,"Ca 5 km W on Back Creek Road and Rowley Lane, from junction with Sutton Road, W of Gundaroo.",-35.0336,149.2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137325,CBG 9410033.2,Rhytidosporum procumbens,National Seed Bank,"17.6 km towards Nerriga from Braidwood turnoff, roadside.",-35.3167,149.9167,,,0.12,0.9429,,,-20,12/24/1994,11/24/1999,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1440841,,Diplaspis nivis,National Seed Bank,"Kosciuszko National Park, IBRA region AA; Townsend Spur. In the first gully N of Racecourse Gully; 1.1 km NE of Mt Townsend summit (straight line GPS measurement).",-36.4161,148.2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137334,CBG 9409989.3,Pittosporum undulatum,National Seed Bank,Adjacent to Canberra University Field Station.,-35.1333,150.7167,,,0.73,12.1909,,,-20,8/28/1994,11/24/1999,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1137356,CBG 9614665.2,Bursaria longisepala,National Seed Bank,"Katoomba, between bases of Giant Staircase and Echo Point.",-33.7436,150.315,,,0.482,1.145,,,-20,7/11/1996,11/24/1999,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1767481,,Hydrocotyle sibthorpioides,National Seed Bank,"Brindabella National Park, 1.8 km west of Mount Coree camp ground.",-35.2836,148.8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337633,CBG 9519580.2,Billardiera variifolia,National Seed Bank,"near Walpole, Valley of the Giants, entrance to Amenities Area.",-34.9667,116.8333,,,0.24,0.57,,,-20,10/11/1995,3/7/2000,NSB,"Cayzer, L.W.",,,seed,W,,,,,,,,,,,,,,,,,,,,,
1436149,,Gingidia algens,National Seed Bank,Kosciuszko National Park. Guthega River at footbridge.,-36.3833,148.3667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439050,,Actinotus helianthi,National Seed Bank,not recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710610,,Oreomyrrhis eriopoda,National Seed Bank,"Kosciuszko National Park; on the Kosciuszko Road at the Spencers Creek bridge, c. 50 m W of bridge on S side of road. 36 25 46.2 S 148 21 30.7 E.",-36.4294,148.3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751453,CANB 916786.2,Pittosporum wingii,National Seed Bank,"Mt Windsor Road, near gate at end of road.",-16.2133,144.9956,,207,,20.274,,100,-20,5/9/2021,5/9/2023,NSB,"Worboys, S.J.",,,seed,W,,,"xray:  25 seeds,  full - 25",,,,,,,,,,,,,,,,,,
