aligned_name,taxon_name,taxon_rank,taxonomic_status,taxonomic_dataset,taxon_name_alternatives,genus,family,binomial,trinomial,taxon_distribution,establishment_means,scientific_name,taxon_id,taxon_id_genus,taxon_id_family,scientific_name_id,aligned_name_taxon_id,aligned_name_taxonomic_status
Eucalyptus socialis var. laurifolia,Eucalyptus oleosa,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oleosa,,"WA, SA, NSW, Vic",native,Eucalyptus oleosa F.Muell. ex Miq.,https://id.biodiversity.org.au/node/apni/2921021,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/114628,https://id.biodiversity.org.au/instance/apni/853976,taxonomic synonym
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oleosa,Eucalyptus oleosa subsp. ampliata,"WA, SA",native,Eucalyptus oleosa subsp. ampliata L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2909959,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/153696,https://id.biodiversity.org.au/node/apni/2909959,accepted
Eucalyptus oleosa subsp. corvina,Eucalyptus oleosa subsp. corvina,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oleosa,Eucalyptus oleosa subsp. corvina,WA,native,Eucalyptus oleosa subsp. corvina L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2893045,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/204540,https://id.biodiversity.org.au/node/apni/2893045,accepted
Eucalyptus oleosa subsp. cylindroidea,Eucalyptus oleosa subsp. cylindroidea,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oleosa,Eucalyptus oleosa subsp. cylindroidea,WA,native,Eucalyptus oleosa subsp. cylindroidea L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2900993,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/140264,https://id.biodiversity.org.au/node/apni/2900993,accepted
Eucalyptus grasbyi,Eucalyptus oleosa subsp. oleosa,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oleosa,Eucalyptus oleosa subsp. oleosa,"WA, SA, NSW, Vic",native,Eucalyptus oleosa F.Muell. ex Miq. subsp. oleosa,https://id.biodiversity.org.au/node/apni/2891295,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/139998,https://id.biodiversity.org.au/instance/apni/853985,taxonomic synonym
Eucalyptus oleosa subsp. oleosa,Eucalyptus oleosa subsp. oleosa,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oleosa,Eucalyptus oleosa subsp. oleosa,"WA, SA, NSW, Vic",native,Eucalyptus oleosa F.Muell. ex Miq. subsp. oleosa,https://id.biodiversity.org.au/node/apni/2891295,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/139998,https://id.biodiversity.org.au/node/apni/2891295,accepted
Eucalyptus olida,Eucalyptus olida,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus olida,,NSW,native,Eucalyptus olida L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2914019,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118797,https://id.biodiversity.org.au/node/apni/2914019,accepted
Eucalyptus oligantha,Eucalyptus oligantha,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oligantha,,"WA, NT",native,Eucalyptus oligantha Schauer,https://id.biodiversity.org.au/node/apni/2888729,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/114878,https://id.biodiversity.org.au/node/apni/2888729,accepted
Eucalyptus oligantha subsp. modica,Eucalyptus oligantha subsp. modica,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oligantha,Eucalyptus oligantha subsp. modica,WA,native,Eucalyptus oligantha subsp. modica L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2886651,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/168464,https://id.biodiversity.org.au/node/apni/2886651,accepted
Eucalyptus oligantha subsp. oligantha,Eucalyptus oligantha subsp. oligantha,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oligantha,Eucalyptus oligantha subsp. oligantha,NT,native,Eucalyptus oligantha Schauer subsp. oligantha,https://id.biodiversity.org.au/node/apni/2895148,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/168463,https://id.biodiversity.org.au/node/apni/2895148,accepted
Eucalyptus olivina,Eucalyptus olivina,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus olivina,,WA,native,Eucalyptus olivina Brooker & Hopper,https://id.biodiversity.org.au/node/apni/2888737,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/119590,https://id.biodiversity.org.au/instance/apni/853994,taxonomic synonym
Eucalyptus olsenii,Eucalyptus olsenii,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus olsenii,,NSW,native,Eucalyptus olsenii L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2916968,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/114909,https://id.biodiversity.org.au/node/apni/2916968,accepted
Eucalyptus omissa,Eucalyptus omissa,species,unplaced,APNI,,Eucalyptus,Myrtaceae,Eucalyptus omissa,,,,Eucalyptus omissa D.Nicolle & M.E.French,,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/51632951,,
Eucalyptus ophitica,Eucalyptus ophitica,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ophitica,,NSW,native,Eucalyptus ophitica L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2901889,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118862,https://id.biodiversity.org.au/node/apni/2901889,accepted
Eucalyptus opimiflora,Eucalyptus opimiflora,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus opimiflora,,WA,native,Eucalyptus opimiflora D.Nicolle & M.E.French,https://id.biodiversity.org.au/node/apni/7655628,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/241707,https://id.biodiversity.org.au/node/apni/7655628,accepted
Eucalyptus optima,Eucalyptus optima,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus optima,,WA,native,Eucalyptus optima L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/taxon/apni/51289974,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/166602,https://id.biodiversity.org.au/taxon/apni/51289974,accepted
Eucalyptus oraria,Eucalyptus oraria,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oraria,,WA,native,Eucalyptus oraria L.A.S.Johnson,https://id.biodiversity.org.au/node/apni/2919675,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68725,https://id.biodiversity.org.au/node/apni/2919675,accepted
Eucalyptus lata,Eucalyptus orbifolia,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus orbifolia,,"WA, NT, SA",native,Eucalyptus orbifolia F.Muell.,https://id.biodiversity.org.au/node/apni/2919984,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68746,https://id.biodiversity.org.au/instance/apni/853998,taxonomic synonym
Eucalyptus orbifolia,Eucalyptus orbifolia ,species,accepted,APC, Eucalyptus minniritchi (pro parte misapplied),Eucalyptus,Myrtaceae,Eucalyptus orbifolia,,"WA, NT, SA",native,Eucalyptus orbifolia F.Muell.,https://id.biodiversity.org.au/node/apni/2919984,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68746,https://id.biodiversity.org.au/node/apni/2919984,accepted
Eucalyptus ordiana,Eucalyptus ordiana,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ordiana,,Vic,native,Eucalyptus ordiana Dunlop & Done,https://id.biodiversity.org.au/node/apni/2918793,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118368,https://id.biodiversity.org.au/node/apni/2918793,accepted
Eucalyptus oreades,Eucalyptus oreades,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oreades,,"Qld, NSW",native,Eucalyptus oreades R.T.Baker,https://id.biodiversity.org.au/node/apni/2886393,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68768,https://id.biodiversity.org.au/node/apni/2886393,accepted
Eucalyptus orgadophila,Eucalyptus orgadophila,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus orgadophila,,Qld,native,Eucalyptus orgadophila Maiden & Blakely,https://id.biodiversity.org.au/node/apni/2896753,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68784,https://id.biodiversity.org.au/node/apni/2896753,accepted
Eucalyptus ornans,Eucalyptus ornans,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ornans,,Vic,native,Eucalyptus ornans Molyneux & Rule,https://id.biodiversity.org.au/taxon/apni/51439856,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/229874,https://id.biodiversity.org.au/taxon/apni/51439856,accepted
Eucalyptus ornata,Eucalyptus ornata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ornata,,WA,native,Eucalyptus ornata Crisp,https://id.biodiversity.org.au/node/apni/2906521,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68813,https://id.biodiversity.org.au/node/apni/2906521,accepted
Eucalyptus orophila,Eucalyptus orophila,species,unknown,,,Eucalyptus,Myrtaceae,Eucalyptus orophila,,,,,,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,,,
Eucalyptus orthostemon,Eucalyptus orthostemon,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus orthostemon,,WA,native,Eucalyptus orthostemon D.Nicolle & Brooker,https://id.biodiversity.org.au/node/apni/2906687,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/168754,https://id.biodiversity.org.au/node/apni/2906687,accepted
Eucalyptus vegrandis subsp. Fine leaf (P.J.White 452),Eucalyptus orthostemon,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus orthostemon,,WA,native,Eucalyptus orthostemon D.Nicolle & Brooker,https://id.biodiversity.org.au/node/apni/2906687,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/168754,https://id.biodiversity.org.au/instance/apni/938994,taxonomic synonym
Eucalyptus orthostemon x Eucalyptus vegrandis,Eucalyptus orthostemon x Eucalyptus vegrandis,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus orthostemon x Eucalyptus vegrandis,,WA,native,Eucalyptus orthostemon D.Nicolle & Brooker x Eucalyptus vegrandis L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2911753,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/180481,https://id.biodiversity.org.au/node/apni/2911753,accepted
Eucalyptus orthostemon x Eucalyptus wandoo subsp. wandoo,Eucalyptus orthostemon x Eucalyptus wandoo subsp. wandoo,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus orthostemon,Eucalyptus orthostemon x Eucalyptus wandoo subsp. wandoo,WA,native,Eucalyptus orthostemon D.Nicolle & Brooker x Eucalyptus wandoo Blakely subsp. wandoo,https://id.biodiversity.org.au/node/apni/2911925,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/180480,https://id.biodiversity.org.au/node/apni/2911925,accepted
Eucalyptus ovata,Eucalyptus ovata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ovata,,"SA, NSW, Vic, Tas",native,Eucalyptus ovata Labill.,https://id.biodiversity.org.au/taxon/apni/51782151,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68873,https://id.biodiversity.org.au/taxon/apni/51782151,accepted
Eucalyptus ovata subsp. grandiflora,Eucalyptus ovata subsp. grandiflora,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ovata,Eucalyptus ovata subsp. grandiflora,"SA, Vic",native,Eucalyptus ovata subsp. grandiflora (Maiden) D.Nicolle,https://id.biodiversity.org.au/taxon/apni/51782161,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/245233,https://id.biodiversity.org.au/taxon/apni/51782161,accepted
Eucalyptus ovata var. grandiflora,Eucalyptus ovata subsp. grandiflora,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ovata,Eucalyptus ovata subsp. grandiflora,"SA, Vic",native,Eucalyptus ovata subsp. grandiflora (Maiden) D.Nicolle,https://id.biodiversity.org.au/taxon/apni/51782161,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/245233,https://id.biodiversity.org.au/instance/apni/950612,basionym
Eucalyptus ovata subsp. ovata,Eucalyptus ovata subsp. ovata,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ovata,Eucalyptus ovata subsp. ovata,"SA, NSW, Vic, Tas",native,Eucalyptus ovata Labill. subsp. ovata,https://id.biodiversity.org.au/taxon/apni/51782157,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/245234,https://id.biodiversity.org.au/taxon/apni/51782157,accepted
Eucalyptus ovata var. ovata,Eucalyptus ovata subsp. ovata,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ovata,Eucalyptus ovata subsp. ovata,"SA, NSW, Vic, Tas",native,Eucalyptus ovata Labill. subsp. ovata,https://id.biodiversity.org.au/taxon/apni/51782157,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/245234,https://id.biodiversity.org.au/instance/apni/51781195,nomenclatural synonym
Eucalyptus ovularis,Eucalyptus ovularis,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus ovularis,,WA,native,Eucalyptus ovularis Maiden & Blakely,https://id.biodiversity.org.au/node/apni/2917689,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68968,https://id.biodiversity.org.au/node/apni/2917689,accepted
Eucalyptus oxymitra,Eucalyptus oxymitra,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus oxymitra,,"WA, NT, SA",native,Eucalyptus oxymitra Blakely,https://id.biodiversity.org.au/node/apni/2913120,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/68987,https://id.biodiversity.org.au/node/apni/2913120,accepted
Eucalyptus pachycalyx,Eucalyptus pachycalyx,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus pachycalyx,,"Qld, NSW",native,Eucalyptus pachycalyx Maiden & Blakely,https://id.biodiversity.org.au/taxon/apni/51782165,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/85631,https://id.biodiversity.org.au/taxon/apni/51782165,accepted
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus pachycalyx,Eucalyptus pachycalyx subsp. banyabba,NSW,native,Eucalyptus pachycalyx subsp. banyabba K.D.Hill,https://id.biodiversity.org.au/taxon/apni/51782164,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/154692,https://id.biodiversity.org.au/taxon/apni/51782164,accepted
Eucalyptus pachycalyx subsp. pachycalyx,Eucalyptus pachycalyx subsp. pachycalyx,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus pachycalyx,Eucalyptus pachycalyx subsp. pachycalyx,Qld,native,Eucalyptus pachycalyx Maiden & Blakely subsp. pachycalyx,https://id.biodiversity.org.au/node/apni/2913994,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118825,https://id.biodiversity.org.au/node/apni/2913994,accepted
Eucalyptus pachycalyx subsp. waajensis,Eucalyptus pachycalyx subsp. waajensis,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus pachycalyx,Eucalyptus pachycalyx subsp. waajensis,Qld,native,Eucalyptus pachycalyx subsp. waajensis L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/6812774,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118826,https://id.biodiversity.org.au/node/apni/6812774,accepted
Eucalyptus pachyloma,Eucalyptus pachyloma,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus pachyloma,,WA,native,Eucalyptus pachyloma Benth.,https://id.biodiversity.org.au/node/apni/2902381,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/85652,https://id.biodiversity.org.au/node/apni/2902381,accepted
Eucalyptus pachyphylla,Eucalyptus pachyphylla,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus pachyphylla,,"WA, NT, Qld",native,Eucalyptus pachyphylla F.Muell.,https://id.biodiversity.org.au/node/apni/2897516,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/85673,https://id.biodiversity.org.au/node/apni/2897516,accepted
Eucalyptus paedoglauca,Eucalyptus paedoglauca,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paedoglauca,,Qld,native,Eucalyptus paedoglauca L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2904298,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118680,https://id.biodiversity.org.au/node/apni/2904298,accepted
Eucalyptus paliformis,Eucalyptus paliformis,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paliformis,,NSW,native,Eucalyptus paliformis L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2915289,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87088,https://id.biodiversity.org.au/node/apni/2915289,accepted
Eucalyptus panda,Eucalyptus panda,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus panda,,"Qld, NSW",native,Eucalyptus panda S.T.Blake,https://id.biodiversity.org.au/taxon/apni/51289978,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87169,https://id.biodiversity.org.au/taxon/apni/51289978,accepted
Eucalyptus dorsiventralis,Eucalyptus paniculata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paniculata,,NSW,native,Eucalyptus paniculata Sm.,https://id.biodiversity.org.au/taxon/apni/51440654,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87222,https://id.biodiversity.org.au/instance/apni/854018,taxonomic synonym
Eucalyptus fergusonii,Eucalyptus paniculata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paniculata,,NSW,native,Eucalyptus paniculata Sm.,https://id.biodiversity.org.au/taxon/apni/51440654,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87222,https://id.biodiversity.org.au/instance/apni/854013,taxonomic synonym
Eucalyptus fergusonii subsp. dorsiventralis,Eucalyptus paniculata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paniculata,,NSW,native,Eucalyptus paniculata Sm.,https://id.biodiversity.org.au/taxon/apni/51440654,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87222,https://id.biodiversity.org.au/instance/apni/854019,taxonomic synonym
Eucalyptus fergusonii subsp. fergusonii,Eucalyptus paniculata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paniculata,,NSW,native,Eucalyptus paniculata Sm.,https://id.biodiversity.org.au/taxon/apni/51440654,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87222,https://id.biodiversity.org.au/instance/apni/854015,taxonomic synonym
Eucalyptus paniculata,Eucalyptus paniculata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paniculata,,NSW,native,Eucalyptus paniculata Sm.,https://id.biodiversity.org.au/taxon/apni/51440654,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87222,https://id.biodiversity.org.au/taxon/apni/51440654,accepted
Eucalyptus paniculata subsp. matutina,Eucalyptus paniculata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paniculata,,NSW,native,Eucalyptus paniculata Sm.,https://id.biodiversity.org.au/taxon/apni/51440654,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87222,https://id.biodiversity.org.au/instance/apni/854017,taxonomic synonym
Eucalyptus paniculata subsp. paniculata,Eucalyptus paniculata,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus paniculata,,NSW,native,Eucalyptus paniculata Sm.,https://id.biodiversity.org.au/taxon/apni/51440654,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87222,https://id.biodiversity.org.au/instance/apni/854012,nomenclatural synonym
Eucalyptus pantoleuca,Eucalyptus pantoleuca,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus pantoleuca,,WA,native,Eucalyptus pantoleuca L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2919285,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/152178,https://id.biodiversity.org.au/node/apni/2919285,accepted
Eucalyptus parramattensis,Eucalyptus parramattensis,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus parramattensis,,NSW,native,Eucalyptus parramattensis E.C.Hall,https://id.biodiversity.org.au/node/apni/2899607,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87361,https://id.biodiversity.org.au/node/apni/2899607,accepted
Eucalyptus parramattensis subsp. decadens,Eucalyptus parramattensis subsp. decadens,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus parramattensis,Eucalyptus parramattensis subsp. decadens,NSW,native,Eucalyptus parramattensis subsp. decadens L.A.S.Johnson & Blaxell,https://id.biodiversity.org.au/node/apni/2895617,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118638,https://id.biodiversity.org.au/node/apni/2895617,accepted
Eucalyptus parramattensis subsp. parramattensis,Eucalyptus parramattensis subsp. parramattensis,subspecies,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus parramattensis,Eucalyptus parramattensis subsp. parramattensis,NSW,native,Eucalyptus parramattensis E.C.Hall subsp. parramattensis,https://id.biodiversity.org.au/node/apni/2917960,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87381,https://id.biodiversity.org.au/node/apni/2917960,accepted
Eucalyptus parramattensis var. sphaerocalyx,Eucalyptus parramattensis var. sphaerocalyx,variety,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus parramattensis,Eucalyptus parramattensis var. sphaerocalyx,NSW,native,Eucalyptus parramattensis var. sphaerocalyx Blakely,https://id.biodiversity.org.au/node/apni/2899333,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/87420,https://id.biodiversity.org.au/node/apni/2899333,accepted
Eucalyptus parvifolia,Eucalyptus parvula,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus parvula,,NSW,native,Eucalyptus parvula L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2886569,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118643,https://id.biodiversity.org.au/instance/apni/804154,replaced synonym
Eucalyptus parvula,Eucalyptus parvula,species,accepted,APC,,Eucalyptus,Myrtaceae,Eucalyptus parvula,,NSW,native,Eucalyptus parvula L.A.S.Johnson & K.D.Hill,https://id.biodiversity.org.au/node/apni/2886569,https://id.biodiversity.org.au/taxon/apni/51788529,https://id.biodiversity.org.au/taxon/apni/51788530,https://id.biodiversity.org.au/name/apni/118643,https://id.biodiversity.org.au/node/apni/2886569,accepted
