species_name,family,authority,TPL_ID,status,APC_name,APC_ID,APNI_ID
Acacia cowleana,Leguminosae,Tate,ild-48935,Accepted,Acacia cowleana,2920399,60869
Acacia cracentis,Leguminosae,R.S.Cowan & Maslin,ild-49333,Accepted,Acacia cracentis,2886722,151253
Acacia craspedocarpa,Leguminosae,F.Muell.,ild-49274,Accepted,Acacia craspedocarpa,2921236,60877
Acacia crassa,Leguminosae,Pedley,ild-48871,Accepted,Acacia crassa,2919707,60887
Acacia crassicarpa,Leguminosae,Benth.,ild-48893,Accepted,Acacia crassicarpa,2908112,60909
Acacia crassistipula,Leguminosae,Benth.,ild-48164,Accepted,Acacia crassistipula,2911727,60932
Acacia crassiuscula,Leguminosae,Wendl.,ild-47914,Accepted,Acacia crassiuscula,2887785,60938
Acacia crassuloides,Leguminosae,Maslin,ild-48344,Accepted,Acacia crassuloides,2912631,60977
Acacia creatacea,Leguminosae,Maslin & Whibley,ild-47551,Accepted,Acacia cretacea,2894977,60982
Acacia cremiflora,Leguminosae,B.J.Conn & Tame,ild-47763,Accepted,Acacia cremiflora,2918486,162887
Acacia crenulata,Leguminosae,R.S.Cowan & Maslin,ild-49196,Accepted,Acacia crenulata,2892392,149392
Acacia cretata,Leguminosae,Pedley,ild-48863,Accepted,Acacia cretata,2892525,60986
Acacia crispula,Leguminosae,Benth.,ild-48165,Accepted,Acacia crispula,2907784,60995
Acacia crombiei,Leguminosae,C.T.White,ild-32865,Accepted,Acacia crombiei,2891270,61004
Acacia cultriformis,Leguminosae,G.Don,ild-385,Accepted,Acacia cultriformis,2888714,61031
Acacia cummingiana,Leguminosae,Maslin,ild-48262,Accepted,Acacia cummingiana,2919846,151204
Acacia cuneifolia,Leguminosae,Maslin,ild-48309,Accepted,Acacia cuneifolia,2890123,151305
Acacia cupularis,Leguminosae,Domin,ild-47893,Accepted,Acacia cupularis,2907449,61093
Acacia curranii,Leguminosae,Maiden,ild-49197,Accepted,Acacia curranii,2914331,61102
Acacia curvata,Leguminosae,Maslin,ild-48632,Accepted,Acacia curvata,2894982,61110
Acacia curvinervia,Leguminosae,Maiden,ild-49141,Accepted,Acacia julifera subsp. curvinervia,2893594,117421
Acacia cuspidifolia,Leguminosae,Maslin,ild-47843,Accepted,Acacia cuspidifolia,2891512,61145
Acacia cuthbertsonii,Leguminosae,Luehm.,ild-49226,Accepted,Acacia cuthbertsonii,2900647,61148
Acacia cyclops,Leguminosae,G.Don,ild-387,Accepted,Acacia cyclops,2888190,61195
Acacia cylindrica,Leguminosae,R.S.Cowan & Maslin,ild-49365,Accepted,Acacia cylindrica,2893547,151187
Acacia cyperophylla,Leguminosae,Benth.,ild-49199,Accepted,Acacia cyperophylla,2920327,61233
Acacia dacrydioides,Leguminosae,Tindale,ild-49001,Accepted,Acacia dacrydioides,2902090,61240
Acacia dallachiana,Leguminosae,F.Muell.,ild-49410,Accepted,Acacia dallachiana,2906484,61253
Acacia dangarensis,Leguminosae,Tindale & Kodela,ild-47461,Accepted,Acacia dangarensis,2915433,117590
Acacia daviesioides,Leguminosae,C.A.Gardner,ild-48284,Accepted,Acacia daviesioides,2920961,61281
Acacia daweana,Leguminosae,Maslin,ild-49239,Accepted,Acacia daweana,2907352,61286
Acacia dawsonii,Leguminosae,R.T.Baker,ild-48489,Accepted,Acacia dawsonii,2908283,61288
Acacia dealbata,Leguminosae,Link,ild-389,Accepted,Acacia dealbata,2903532,61294
Acacia deanei,Leguminosae,(R.T.Baker) M.B.Welch & al.,ild-47444,Accepted,Acacia deanei,2891468,61316
Acacia deanei subsp. paucijuga,Leguminosae,(N.A.Wakef.) Tindale,ild-32169,Accepted,Acacia deanei subsp. paucijuga,2917588,61333
Acacia debilis,Leguminosae,Tindale,ild-47402,Accepted,Acacia debilis,2891913,61341
Acacia declinata,Leguminosae,R.S.Cowan & Maslin,ild-48520,Accepted,Acacia declinata,2920443,150771
Acacia decora,Leguminosae,Rchb.f.,ild-31508,Accepted,Acacia decora,2913214,61446
Acacia decurrens,Leguminosae,Willd.,ild-390,Accepted,Acacia decurrens,2918954,61490
Acacia deficiens,Leguminosae,Maslin,ild-48323,Accepted,Acacia deficiens,2897017,135268
Acacia deflexa,Leguminosae,Maiden & Blakeley,ild-48502,Accepted,Acacia deflexa,2900131,61603
Acacia delibrata,Leguminosae,Benth.,ild-49036,Accepted,Acacia delibrata,2890373,61613
Acacia delicatula,Leguminosae,Tindale & Kodela,ild-49045,Accepted,Acacia delicatula,2900157,118182
Acacia delphina,Leguminosae,Maslin,ild-48168,Accepted,Acacia delphina,2909710,61624
Acacia deltoidea,Leguminosae,G.Don,ild-48756,Accepted,Acacia deltoidea,2895662,61634
Acacia demissa,Leguminosae,R.S.Cowan & Maslin,ild-49244,Accepted,Acacia demissa,2906616,151494
Acacia dempsteri,Leguminosae,F.Muell.,ild-47839,Accepted,Acacia dempsteri,2888432,61652
Acacia densiflora,Leguminosae,Morrison,ild-48677,Accepted,Acacia densiflora,2903749,61663
Acacia denticulosa,Leguminosae,F.Muell.,ild-49366,Accepted,Acacia denticulosa,2916341,61680
Acacia dentifera,Leguminosae,Benth.,ild-39313,Accepted,Acacia dentifera,2910148,61689
Acacia depressa,Leguminosae,Maslin,ild-49531,Accepted,Acacia depressa,2892108,61761
Acacia dermatophylla,Leguminosae,Benth.,ild-48368,Accepted,Acacia dermatophylla,2889470,61769
Acacia desertorum,Leguminosae,Maiden & Blakeley,ild-49362,Accepted,Acacia desertorum,2899384,61779
Acacia desmondii,Leguminosae,Maslin,ild-49204,Accepted,Acacia desmondii,2909072,61786
Acacia deuteroneura,Leguminosae,Pedley,ild-47523,Accepted,Acacia deuteroneura,2898721,61790
Acacia diaphana,Leguminosae,R.S.Cowan & Maslin,ild-48349,Accepted,Acacia diaphana,2916258,151073
Acacia diaphyllodinea,Leguminosae,Maslin,ild-48343,Accepted,Acacia diaphyllodinea,2890842,61802
Acacia dictyoneura,Leguminosae,E.Pritz.,ild-48525,Accepted,Acacia dictyoneura,2886083,61819
Acacia dictyophleba,Leguminosae,F.Muell.,ild-48021,Accepted,Acacia dictyophleba,2897216,61829
Acacia didyma,Leguminosae,A.R.Chapm. & Maslin,ild-47907,Accepted,Acacia didyma,2904364,118410
Acacia dielsii,Leguminosae,E.Pritz.,ild-48642,Accepted,Acacia dielsii,2901562,61839
Acacia dietrichiana,Leguminosae,F.Muell.,ild-47815,Accepted,Acacia dietrichiana,2917264,61848
Acacia difficilis,Leguminosae,Maiden,ild-48953,Accepted,Acacia difficilis,2913846,61856
Acacia difformis,Leguminosae,R.T.Baker,ild-47595,Accepted,Acacia difformis,2917996,61865
Acacia dilatata,Leguminosae,Benth.,ild-48253,Accepted,Acacia dilatata,2909810,61898
Acacia dimidiata,Leguminosae,Benth.,ild-48857,Accepted,Acacia dimidiata,2911494,61917
Acacia diminuta,Leguminosae,Maslin,ild-48322,Accepted,Acacia diminuta,2906391,135597
Acacia dissona,Leguminosae,R.S.Cowan & Maslin,ild-48670,Accepted,Acacia dissona,2889784,153236
Acacia distans,Leguminosae,Maslin,ild-49165,Accepted,Acacia distans,2910268,62081
Acacia disticha,Leguminosae,Maslin,ild-48006,Accepted,Acacia disticha,2889579,151496
Acacia ditricha,Leguminosae,Pedley,ild-47385,Accepted,Vachellia ditricha,2895718,200313
Acacia divergens,Leguminosae,Benth.,ild-48210,Accepted,Acacia divergens,2897063,62110
Acacia dodonaeifolia,Leguminosae,(Pers.) Balb.,ild-48443,Accepted,Acacia dodonaeifolia,2886161,62130
Acacia dodonaeifolia x paradoxa,Leguminosae,(Pers.) Balb.,ild-48443,Accepted,Acacia dodonaeifolia,2886161,62130
Acacia dolichophylla,Leguminosae,Maslin,ild-48765,Accepted,Acacia dolichophylla,2916965,62178
Acacia donaldsonii,Leguminosae,R.S.Cowan & Maslin,ild-48696,Accepted,Acacia donaldsonii,2887527,148525
Acacia doratoxylon,Leguminosae,A.Cunn.,ild-39325,Accepted,Acacia doratoxylon,2913541,62188
Acacia dorothea,Leguminosae,Maiden,ild-47651,Accepted,Acacia dorothea,2909035,62231
Acacia dorsenna,Leguminosae,Maslin,ild-47868,Accepted,Acacia dorsenna,2912315,135428
Acacia drepanocarpa,Leguminosae,F.Muell.,ild-49103,Accepted,Acacia drepanocarpa,2917953,62239
Acacia drepanophylla,Leguminosae,Maslin,ild-49318,Accepted,Acacia drepanophylla,2918059,62259
Acacia drewiana,Leguminosae,W.Fitzg.,ild-49572,Accepted,Acacia drewiana,2890261,62262
Acacia drewiana subsp. minor,Leguminosae,W.Fitzg.,ild-49572,Accepted,unknown,unknown,unknown
Acacia drummondii,Leguminosae,Lindl.,ild-49581,Accepted,Acacia drummondii,2888428,62291
Acacia dunnii,Leguminosae,(Maiden) Turrill,ild-48840,Accepted,Acacia dunnii,2893621,62410
Acacia dura,Leguminosae,Benth.,ild-48506,Accepted,Acacia dura,2917897,62419
Acacia durabilis,Leguminosae,Maslin,ild-48005,Accepted,Acacia durabilis,2891729,134618
Acacia duriuscula,Leguminosae,W.Fitzg.,ild-49215,Accepted,Acacia duriuscula,2892998,62431
Acacia echinula,Leguminosae,DC.,ild-48099,Accepted,Acacia echinula,2892596,62455
Acacia echinuliflora,Leguminosae,G.J.Leach,ild-48973,Accepted,Acacia echinuliflora,2895535,151269
Acacia effusa,Leguminosae,Maslin,ild-49020,Accepted,Acacia effusa,2907871,62460
Acacia elachantha,Leguminosae,M.W.McDonald & Maslin,ild-48933,Accepted,Acacia elachantha,2891948,154974
Acacia elata,Leguminosae,Benth.,ild-404,Accepted,Acacia elata,2910535,62472
Acacia elongata,Leguminosae,DC.,ild-48577,Accepted,Acacia elongata,2903282,62501
Acacia elsherana,NA,NA,NA,NA,Acacia sp. El Sharana (N.B.Byrnes 1326),2891129,201669
Acacia empelioclada,Leguminosae,Maslin,ild-49504,Accepted,Acacia empelioclada,2900433,62556
Acacia enervia,Leguminosae,Maiden & Blakeley,ild-48652,Accepted,Acacia enervia,2896537,62570
Acacia ensifolia,Leguminosae,Pedley,ild-47795,Accepted,Acacia ensifolia,2905829,62579
Acacia enterocarpa,Leguminosae,R.V.Sm.,ild-48624,Accepted,Acacia enterocarpa,2901643,62586
Acacia epacantha,Leguminosae,(Maslin) Maslin,ild-49555,Accepted,Acacia epacantha,2916149,62596
Acacia epedunculata,Leguminosae,R.S.Cowan & Maslin,ild-49354,Accepted,Acacia epedunculata,2901242,151499
Acacia ephedroides,Leguminosae,Benth.,ild-49304,Accepted,Acacia ephedroides,2894862,62604
Acacia eremaea,Leguminosae,C.R.P.Andrews,ild-48698,Accepted,Acacia eremaea,2892429,62616
Acacia eremophila,Leguminosae,W.Fitzg.,ild-48678,Accepted,Acacia eremophila,2893619,62635
Acacia eremophiloides,Leguminosae,Pedley & P.I.Frost.,ild-48035,Accepted,Acacia eremophiloides,2911272,62649
Acacia ericifolia,Leguminosae,Benth.,ild-48328,Accepted,Acacia ericifolia,2910029,62655
Acacia ericksoniae,Leguminosae,Maslin,ild-48145,Accepted,Acacia ericksoniae,2896889,135593
Acacia erinacea,Leguminosae,Benth.,ild-48152,Accepted,Acacia erinacea,2911662,62697
Acacia erioclada,Leguminosae,Benth.,ild-48286,Accepted,Acacia erioclada,2909256,62711
Acacia erioloba,Leguminosae,E.Mey.,ild-410,Accepted,NA,NA,NA
Acacia eriopoda,Leguminosae,Maiden & Blakeley,ild-48961,Accepted,Acacia eriopoda,2909746,62718
Acacia errabunda,Leguminosae,Maslin,ild-48455,Accepted,Acacia errabunda,2896621,148879
Acacia estrophiolata,Leguminosae,F.Muell.,ild-48766,Accepted,Acacia estrophiolata,2898101,62754
Acacia euthyphylla,Leguminosae,Maslin,ild-48350,Accepted,Acacia euthyphylla,2896578,151306
Acacia evenulosa,Leguminosae,Maslin,ild-48347,Accepted,Acacia evenulosa,2910960,154045
Acacia everistii,Leguminosae,Pedley,ild-47660,Accepted,Acacia everistii,2892460,62778
Acacia excelsa,Leguminosae,Benth.,ild-31488,Accepted,Acacia excelsa,2895212,62801
Acacia excentrica,Leguminosae,Maiden & Blakeley,ild-48355,Accepted,Acacia excentrica,2911998,62857
Acacia exilis,Leguminosae,Maslin,ild-49224,Accepted,Acacia exilis,2917732,62862
Acacia exocarpoides,Leguminosae,W.Fitzg.,ild-48326,Accepted,Acacia exocarpoides,2902464,62866
Acacia extensa,Leguminosae,Lindl.,ild-47953,Accepted,Acacia extensa,2904648,62873
Acacia fagonioides,Leguminosae,(Benth.) J.F.Macbr.,ild-49553,Accepted,Acacia fagonioides,2899910,62885
Acacia falcata,Leguminosae,Willd.,ild-39315,Accepted,Acacia falcata,2898882,62896
Acacia falciformis,Leguminosae,DC.,ild-31510,Accepted,Acacia falciformis,2919683,62918
Acacia farinosa,Leguminosae,Lindl.,ild-48492,Accepted,Acacia farinosa,2916221,62948
Acacia farnesiana,Leguminosae,(L.) Willd.,ild-423,Accepted,Vachellia farnesiana,2899669,199777
Acacia fasciculifera,Leguminosae,Benth.,ild-31509,Accepted,Acacia fasciculifera,2897987,62973
Acacia fauntleroyi,Leguminosae,(Maiden) Maiden & Blakeley,ild-49308,Accepted,Acacia fauntleroyi,2899714,62978
Acacia ferocior,Leguminosae,Maiden,ild-48142,Accepted,Acacia ferocior,2905870,62989
Acacia filamentosa,Leguminosae,Maslin,ild-48993,Accepted,Acacia filamentosa,2889201,63002
Acacia filicifolia,Leguminosae,Cheel & M.B.Welch,ild-32172,Accepted,Acacia filicifolia,2911196,63007
Acacia filifolia,Leguminosae,Benth.,ild-49331,Accepted,Acacia filifolia,2898502,63014
Acacia filipes,Leguminosae,Pedley,ild-48994,Accepted,Acacia filipes,2891612,151307
Acacia fimbriata,Leguminosae,G.Don,ild-424,Accepted,Acacia fimbriata,2902237,63024
Acacia flabellifolia,Leguminosae,W.Fitzg.,ild-48124,Accepted,Acacia flabellifolia,2910455,63073
Acacia flagelliformis,Leguminosae,Court,ild-47943,Accepted,Acacia flagelliformis,2892216,63084
Acacia flavescens,Leguminosae,Benth.,ild-31512,Accepted,Acacia flavescens,2902310,63096
Acacia flavipila,Leguminosae,A.S.George,ild-48535,Accepted,Acacia flavipila,2903734,63125
Acacia fleckeri,Leguminosae,Pedley,ild-48792,Accepted,Acacia fleckeri,2918169,63140
Acacia flexifolia,Leguminosae,Benth.,ild-48394,Accepted,Acacia flexifolia,2914740,63146
Acacia flocktoniae,Leguminosae,Maiden,ild-47521,Accepted,Acacia flocktoniae,2886174,63159
Acacia floribunda,Leguminosae,(Vent.) Willd.,ild-39331,Accepted,Acacia floribunda,2916159,63165
Acacia floydii,Leguminosae,Tindale,ild-47626,Accepted,Acacia floydii,2896571,63187
Acacia formidabilis,Leguminosae,R.S.Cowan & Maslin,ild-48637,Accepted,Acacia formidabilis,2896965,150677
Acacia forrestiana,Leguminosae,E.Pritz.,ild-48213,Accepted,Acacia forrestiana,2914285,63207
Acacia forsythii,Leguminosae,Maiden & Blakeley,ild-47519,Accepted,Acacia forsythii,2887228,63220
Acacia fragilis,Leguminosae,Maiden & Blakeley,ild-48595,Accepted,Acacia fragilis,2909514,63226
Acacia frigescens,Leguminosae,J.H.Willis,ild-48811,Accepted,Acacia frigescens,2909930,63264
Acacia froggattii,Leguminosae,Maiden,ild-48754,Accepted,Acacia froggattii,2920241,63273
Acacia fulva,Leguminosae,Tindale,ild-47434,Accepted,Acacia fulva,2898769,63313
Acacia galeata,Leguminosae,Maslin,ild-48699,Accepted,Acacia galeata,2896222,63339
Acacia galioides,Leguminosae,Benth.,ild-49486,Accepted,Acacia galioides,2911304,63344
Acacia gardneri,Leguminosae,Maiden & Blakeley,ild-48866,Accepted,Acacia gardneri,2913171,63433
Acacia gelasina,Leguminosae,Maslin,ild-47825,Accepted,Acacia gelasina,2912432,151199
Acacia gemina,Leguminosae,R.S.Cowan & Maslin,ild-48501,Accepted,Acacia gemina,2902468,148301
Acacia genistifolia,Leguminosae,Link,ild-48064,Accepted,Acacia genistifolia,2901430,63447
Acacia georgensis,Leguminosae,Tindale,ild-49134,Accepted,Acacia georgensis,2900025,63478
Acacia georginae,Leguminosae,Bailey,ild-31489,Accepted,Acacia georginae,2918935,63486
Acacia gibbosa,Leguminosae,R.S.Cowan & Maslin,ild-49301,Accepted,Acacia gibbosa,2890397,135610
Acacia gilbertii,Leguminosae,Meissner,ild-31514,Accepted,Acacia gilbertii,2900213,63501
Acacia gilesiana,Leguminosae,F.Muell.,ild-48697,Accepted,Acacia gilesiana,2898804,63509
Acacia gillii,Leguminosae,Maiden & Blakeley,ild-47552,Accepted,Acacia gillii,2899145,63525
Acacia gittinsii,Leguminosae,Pedley,ild-47728,Accepted,Acacia gittinsii,2895511,63530
Acacia gladiiformis,Leguminosae,Benth.,ild-31513,Accepted,Acacia gladiiformis,2887779,63580
Acacia glandulicarpa,Leguminosae,Reader,ild-39316,Accepted,Acacia glandulicarpa,2894806,63594
Acacia glaucissima,Leguminosae,Maslin,ild-48371,Accepted,Acacia glaucissima,2894834,151308
Acacia glaucocaesia,Leguminosae,Domin,ild-47836,Accepted,Acacia glaucocaesia,2913363,63666
Acacia glaucocarpa,Leguminosae,Maiden & Blakeley,ild-47414,Accepted,Acacia glaucocarpa,2906976,63674
Acacia glaucoptera,Leguminosae,Benth.,ild-48379,Accepted,Acacia glaucoptera,2918908,63699
Acacia gloeotricha,Leguminosae,A.R.Chapm. & Maslin,ild-48992,Accepted,Acacia gloeotricha,2915940,150817
Acacia glutinosissima,Leguminosae,Maiden & Blakeley,ild-48059,Accepted,Acacia glutinosissima,2901100,63718
Acacia gnidium,Leguminosae,Benth.,ild-48030,Accepted,Acacia gnidium,2910780,63729
Acacia gonocarpa,Leguminosae,F.Muell.,ild-49039,Accepted,Acacia gonocarpa,2916355,63757
Acacia gonoclada,Leguminosae,F.Muell.,ild-48940,Accepted,Acacia gonoclada,2903316,63778
Acacia gonophylla,Leguminosae,Benth.,ild-48327,Accepted,Acacia gonophylla,2904706,63787
Acacia gordonii,Leguminosae,(Tindale) Pedley,ild-47736,Accepted,Acacia gordonii,2914687,63812
Acacia gracilenta,Leguminosae,Tindale & Kodela,ild-48998,Accepted,Acacia gracilenta,2900257,118184
Acacia gracilifolia,Leguminosae,Maiden & Blakeley,ild-48474,Accepted,Acacia gracilifolia,2904774,63822
Acacia gracillima,Leguminosae,Tindale,ild-49017,Accepted,Acacia gracillima,2887952,63836
Acacia grandifolia,Leguminosae,Pedley,ild-48918,Accepted,Acacia grandifolia,2897642,63868
Acacia granitica,Leguminosae,Maiden,ild-49169,Accepted,Acacia granitica,2902323,63922
Acacia graniticola,Leguminosae,Maslin,ild-48299,Accepted,Acacia graniticola,2915989,151273
Acacia grasbyi,Leguminosae,Maiden,ild-49208,Accepted,Acacia grasbyi,2916287,63939
Acacia gregorii,Leguminosae,F.Muell.,ild-48162,Accepted,Acacia gregorii,2911616,63976
Acacia grisea,Leguminosae,S.Moore,ild-49526,Accepted,Acacia grisea,2890852,63983
Acacia gunnii,Leguminosae,Benth.,ild-48101,Accepted,Acacia gunnii,2891758,64025
Acacia guymeri,Leguminosae,Tindale,ild-49003,Accepted,Acacia guymeri,2909744,64083
Acacia hadrophylla,Leguminosae,R.S.Cowan & Maslin,ild-48668,Accepted,Acacia hadrophylla,2894205,151257
Acacia hakeoides,Leguminosae,Benth.,ild-31516,Accepted,Acacia hakeoides,2888404,64096
Acacia halliana,Leguminosae,Maslin,ild-48366,Accepted,Acacia halliana,2903736,64115
Acacia hamersleyensis,Leguminosae,Maslin,ild-49238,Accepted,Acacia hamersleyensis,2905355,64120
Acacia hamiltoniana,Leguminosae,Maiden,ild-47607,Accepted,Acacia hamiltoniana,2904079,64132
Acacia hammondii,Leguminosae,Maiden,ild-48977,Accepted,Acacia hammondii,2910548,64146
Acacia handonis,Leguminosae,Pedley,ild-48056,Accepted,Acacia handonis,2898416,64171
Acacia harpophylla,Leguminosae,Benth.,ild-32792,Accepted,Acacia harpophylla,2887238,64199
Acacia harveyi,Leguminosae,Benth.,ild-47582,Accepted,Acacia harveyi,2903377,64208
Acacia hastulata,Leguminosae,Sm.,ild-48216,Accepted,Acacia hastulata,2894165,64219
Acacia havilandiorum,Leguminosae,Maiden,ild-33233,Accepted,Acacia havilandiorum,2897713,135274
Acacia helicophylla,Leguminosae,Pedley,ild-49021,Accepted,Acacia helicophylla,2913045,64252
Acacia helmsiana,Leguminosae,Maiden,ild-48484,Accepted,Acacia helmsiana,2907260,64267
Acacia hemignosta,Leguminosae,F.Muell.,ild-48819,Accepted,Acacia hemignosta,2917498,64278
Acacia hemiteles,Leguminosae,Benth.,ild-47856,Accepted,Acacia hemiteles,2901701,64286
Acacia hemsleyi,Leguminosae,Maiden,ild-48962,Accepted,Acacia hemsleyi,2904090,64292
Acacia hendersonii,Leguminosae,Pedley,ild-48052,Accepted,Acacia hendersonii,2890718,165267
Acacia heterochroa,Leguminosae,Maslin,ild-48002,Accepted,Acacia heterochroa,2914708,134709
Acacia heteroclita,Leguminosae,Meissner,ild-48586,Accepted,Acacia heteroclita,2895892,64302
Acacia heteroneura,Leguminosae,Benth.,ild-49355,Accepted,Acacia heteroneura,2913273,64317
Acacia hexaneura,Leguminosae,P.J.Lang & R.S.Cowan,ild-48625,Accepted,Acacia hexaneura,2887063,117774
Acacia hilliana,Leguminosae,Maiden,ild-49049,Accepted,Acacia hilliana,2920899,64328
Acacia hippuroides,Leguminosae,Benth.,ild-49454,Accepted,Acacia hippuroides,2912129,64338
Acacia hispidula,Leguminosae,(Sm.) Willd.,ild-48016,Accepted,Acacia hispidula,2886707,64355
Acacia hockingsii,Leguminosae,Pedley,ild-48028,Accepted,Acacia hockingsii,2897499,64371
Acacia holosericea,Leguminosae,G.Don,ild-33510,Accepted,Acacia holosericea,2908330,64393
Acacia holotricha,Leguminosae,Pedley,ild-47501,Accepted,Acacia holotricha,2908884,64484
Acacia homaloclada,Leguminosae,F.Muell.,ild-48788,Accepted,Acacia homaloclada,2889564,64490
Acacia homalophylla,Leguminosae,A. Cunn. ex Benth.,tro-13024050,Accepted,Acacia homalophylla,2914137,67790
Acacia horridula,Leguminosae,Meissner,ild-48221,Accepted,Acacia horridula,2907999,64518
Acacia howittii,Leguminosae,F.Muell.,ild-39317,Accepted,Acacia howittii,2904455,64534
Acacia hubbardiana,Leguminosae,Pedley,ild-47744,Accepted,Acacia hubbardiana,2893876,64540
Acacia huegelii,Leguminosae,Benth.,ild-48214,Accepted,Acacia huegelii,2886556,64545
Acacia humifusa,Leguminosae,Benth.,ild-48860,Accepted,Acacia humifusa,2914754,64570
Acacia hyaloneura,Leguminosae,Pedley,ild-49009,Accepted,Acacia hyaloneura,2916654,64597
Acacia hylonoma,Leguminosae,Pedley,ild-48784,Accepted,Acacia hylonoma,2911669,64617
Acacia hypermeces,Leguminosae,A.S.George,ild-49472,Accepted,Acacia hypermeces,2919466,161990
Acacia hystrix,Leguminosae,Maslin,ild-48271,Accepted,Acacia hystrix,2909097,153237
Acacia idiomorpha,Leguminosae,Benth.,ild-48163,Accepted,Acacia idiomorpha,2902734,64627
Acacia imbricata,Leguminosae,F.Muell.,ild-48384,Accepted,Acacia imbricata,2893082,64639
