site_name,trait_name,unit,value,notes
Hamersley station Pilbara,longitude,deg,117.6166667,
Hamersley station Pilbara,latitude,deg,-22.33,
Hamersley station Pilbara,soil_pH,,7.1,
Hamersley station Pilbara,OMC,%,1.21,
Hamersley station Pilbara,soil_total_N,mg/g,0.99,
Hamersley station Pilbara,soil_total_P,ug/g,4.7,
