dataset_id,taxon_name,site_name,context_name,observation_id,trait_name,value,unit,date,value_type,replicates,original_name,seed_mass_Wells
ANBG_2019,Hibbertia scandens,site_at_-30.4167_degS_and_152.4833_degE,NA,ANBG_2019_2306,seed_mass,7.1267,mg,2004-02-01,site_mean,various; in raw data files,Hibbertia scandens,9.726
ANBG_2019,Hymenosporum flavum,site_at_-32.0944_degS_and_151.4758_degE,NA,ANBG_2019_2372,seed_mass,6.689,mg,2004-02-01,site_mean,various; in raw data files,Hymenosporum flavum,7.3409
ANBG_2019,Polyscias elegans,site_at_-17.1639_degS_and_145.65_degE,NA,ANBG_2019_3244,seed_mass,21.907,mg,2004-02-01,site_mean,various; in raw data files,Polyscias elegans,4.619
ANBG_2019,Polyscias elegans,site_at_-31.245_degS_and_152.4642_degE,NA,ANBG_2019_3246,seed_mass,18.137,mg,2005-05-13,site_mean,various; in raw data files,Polyscias elegans,4.619
Falster_2005_1,Melicope elleryana,Atherton,NA,Falster_2005_1_06,seed_mass,1.61,mg,2002-11,site_mean,unknown,Melicope elleryana,3.3
Falster_2005_1,Neolitsea dealbata,Atherton,NA,Falster_2005_1_07,seed_mass,176.1,mg,2002-11,site_mean,unknown,Neolitsea dealbata,189.886
Falster_2005_1,Polyscias australiana,Atherton,NA,Falster_2005_1_08,seed_mass,8.35,mg,2002-11,site_mean,unknown,Polyscias australiana,9.834
Falster_2005_1,Aleurites rockinghamensis,Cape Tribulation,NA,Falster_2005_1_12,seed_mass,7077,mg,2002-11,site_mean,unknown,Aleurites rockinghamensis,2748.41
Falster_2005_1,Aleurites rockinghamensis,Cape Tribulation,NA,Falster_2005_1_12,seed_mass,7077,mg,2002-11,site_mean,unknown,Aleurites rockinghamensis,2282.403
Falster_2005_1,Aleurites rockinghamensis,Cape Tribulation,NA,Falster_2005_1_12,seed_mass,7077,mg,2002-11,site_mean,unknown,Aleurites rockinghamensis,7900
Falster_2005_1,Alstonia scholaris,Cape Tribulation,NA,Falster_2005_1_13,seed_mass,1.53,mg,2002-11,site_mean,unknown,Alstonia scholaris,17.54385965
Falster_2005_1,Argyrodendron peralatum,Cape Tribulation,NA,Falster_2005_1_14,seed_mass,433,mg,2002-11,site_mean,unknown,Argyrodendron peralatum,447
Falster_2005_1,Argyrodendron peralatum,Cape Tribulation,NA,Falster_2005_1_14,seed_mass,433,mg,2002-11,site_mean,unknown,Argyrodendron peralatum,419
Falster_2005_1,Cardwellia sublimis,Cape Tribulation,NA,Falster_2005_1_17,seed_mass,582.3,mg,2002-11,site_mean,unknown,Cardwellia sublimis,203.0775
Falster_2005_1,Castanospermum australe,Cape Tribulation,NA,Falster_2005_1_18,seed_mass,14851,mg,2002-11,site_mean,unknown,Castanospermum australe,26219.41062
