taxon_name,trait_name,value_type,value,unit,original_name,observation_id,value_new
Grevillea pyramidalis,leaf_width,minimum,1,mm,Grevillea pyramidalid,348,NA
Grevillea pyramidalis,leaf_width,maximum,8,mm,Grevillea pyramidalid,348,NA
Grevillea refracta,leaf_length,minimum,50,mm,Grevillea refracta,349,NA
Grevillea refracta,leaf_width,minimum,4,mm,Grevillea refracta,349,NA
Grevillea refracta,leaf_width,maximum,21,mm,Grevillea refracta,349,NA
Grevillea refracta,seed_length,minimum,19,mm,Grevillea refracta,349,NA
Hibbertia angulata,seed_height,minimum,2,mm,Hibbertia angulata,359,NA
Hibbertia angulata,seed_height,maximum,3,mm,Hibbertia angulata,359,NA
Hibbertia angulata,seed_length,minimum,2,mm,Hibbertia angulata,359,NA
Hibbertia angulata,seed_length,maximum,3,mm,Hibbertia angulata,359,NA
Hibbertia angulata,seed_width,minimum,2,mm,Hibbertia angulata,359,NA
Hibbertia angulata,seed_width,maximum,3,mm,Hibbertia angulata,359,NA
Hibbertia brevipedunculata,seed_height,minimum,3,mm,Hibbertia brevipedunculata,360,NA
Hibbertia brevipedunculata,seed_length,minimum,3,mm,Hibbertia brevipedunculata,360,NA
Hibbertia brevipedunculata,seed_width,minimum,3,mm,Hibbertia brevipedunculata,360,NA
Hibbertia cistifolia,seed_height,minimum,2,mm,Hibbertia cistifolia,363,NA
Hibbertia cistifolia,seed_length,minimum,2,mm,Hibbertia cistifolia,363,NA
Hibbertia cistifolia,seed_width,minimum,2,mm,Hibbertia cistifolia,363,NA
Hibbertia complanata,seed_height,minimum,4.8,mm,Hibbertia complanata,364,NA
Hibbertia complanata,seed_height,maximum,4.8,mm,Hibbertia complanata,364,NA
Hibbertia complanata,seed_length,minimum,4.8,mm,Hibbertia complanata,364,NA
Hibbertia complanata,seed_length,maximum,4.8,mm,Hibbertia complanata,364,NA
Hibbertia complanata,seed_width,minimum,4.8,mm,Hibbertia complanata,364,NA
Hibbertia complanata,seed_width,maximum,4.8,mm,Hibbertia complanata,364,NA
Hibbertia dilatata,seed_height,minimum,4,mm,Hibbertia dilatata,366,NA
Hibbertia dilatata,seed_height,maximum,4,mm,Hibbertia dilatata,366,NA
Hibbertia dilatata,seed_length,minimum,4,mm,Hibbertia dilatata,366,NA
Hibbertia dilatata,seed_length,maximum,4,mm,Hibbertia dilatata,366,NA
Hibbertia dilatata,seed_width,minimum,4,mm,Hibbertia dilatata,366,NA
Hibbertia dilatata,seed_width,maximum,4,mm,Hibbertia dilatata,366,NA
Hibbertia goyderi,seed_height,minimum,3,mm,Hibbertia goyderi,368,NA
Hibbertia goyderi,seed_length,minimum,3,mm,Hibbertia goyderi,368,NA
Hibbertia goyderi,seed_width,minimum,3,mm,Hibbertia goyderi,368,NA
Hibbertia sphenandra,seed_height,minimum,3,mm,Hibbertia sphenandra,373,NA
Hibbertia sphenandra,seed_height,maximum,4,mm,Hibbertia sphenandra,373,NA
Hibbertia sphenandra,seed_length,minimum,3,mm,Hibbertia sphenandra,373,NA
Hibbertia sphenandra,seed_length,maximum,4,mm,Hibbertia sphenandra,373,NA
Hibbertia sphenandra,seed_width,minimum,3,mm,Hibbertia sphenandra,373,NA
Hibbertia sphenandra,seed_width,maximum,4,mm,Hibbertia sphenandra,373,NA
Hibbertia tasmanica,seed_height,minimum,5,mm,Hibbertia tasmanica,374,NA
Hibbertia tasmanica,seed_length,minimum,5,mm,Hibbertia tasmanica,374,NA
Hibbertia tasmanica,seed_width,minimum,5,mm,Hibbertia tasmanica,374,NA
Indigastrum parviflorum,leaf_length,minimum,10,mm,Indigofera parviflora,384,NA
Indigastrum parviflorum,leaf_length,maximum,42,mm,Indigofera parviflora,384,NA
Jacksonia dilatata,seed_length,minimum,2.7,mm,Jacksonia dilatata,390,NA
Jacksonia dilatata,seed_width,minimum,1.5,mm,Jacksonia dilatata,390,NA
Leptosema uniflorum,seed_length,minimum,4,mm,Leptosema sp. [Brachysema uniflorum Benth.],392,NA
Leptosema uniflorum,seed_length,maximum,4,mm,Leptosema sp. [Brachysema uniflorum Benth.],392,NA
Leptosema uniflorum,seed_width,minimum,2.2,mm,Leptosema sp. [Brachysema uniflorum Benth.],392,NA
Ludwigia adscendens,seed_length,minimum,2,mm,Ludwigia adscendens,400,NA
Lumnitzera racemosa,leaf_length,minimum,20,mm,Lumnitzera racemosa,406,NA
Lumnitzera racemosa,leaf_length,maximum,82,mm,Lumnitzera racemosa,406,NA
Lumnitzera racemosa,leaf_width,minimum,10,mm,Lumnitzera racemosa,406,NA
Lumnitzera racemosa,leaf_width,maximum,25,mm,Lumnitzera racemosa,406,NA
Bauhinia binata,seed_length,minimum,10,mm,Lysiphyllum binatum,407,NA
Bauhinia binata,seed_width,minimum,8,mm,Lysiphyllum binatum,407,NA
Bauhinia cunninghamii,seed_length,minimum,10,mm,Lysiphyllum cunninghamii,408,NA
Bauhinia cunninghamii,seed_width,minimum,8,mm,Lysiphyllum cunninghamii,408,NA
Macarthuria vertex,plant_height,maximum,2,m,Macarthuria vertex,411,NA
Mallotus dispersus,seed_height,minimum,7,mm,Mallotus didymochryseus,412,NA
Mallotus dispersus,seed_length,minimum,7,mm,Mallotus didymochryseus,412,NA
Mallotus dispersus,seed_length,maximum,7,mm,Mallotus didymochryseus,412,NA
Mallotus dispersus,seed_width,minimum,7,mm,Mallotus didymochryseus,412,NA
Mallotus nesophilus,seed_height,minimum,4,mm,Mallotus nesophilus,413,NA
Mallotus nesophilus,seed_length,minimum,4,mm,Mallotus nesophilus,413,NA
Mallotus nesophilus,seed_length,maximum,4,mm,Mallotus nesophilus,413,NA
Mallotus nesophilus,seed_width,minimum,4,mm,Mallotus nesophilus,413,NA
Mallotus philippensis,seed_height,minimum,4,mm,Mallotus philippensis,414,NA
Mallotus philippensis,seed_length,minimum,4,mm,Mallotus philippensis,414,NA
Mallotus philippensis,seed_length,maximum,4,mm,Mallotus philippensis,414,NA
Mallotus philippensis,seed_width,minimum,4,mm,Mallotus philippensis,414,NA
Margaritaria dubium-traceyi,seed_length,minimum,4,mm,Margaritaria dubium-traceyi,416,NA
Margaritaria dubium-traceyi,seed_length,maximum,5,mm,Margaritaria dubium-traceyi,416,NA
Margaritaria indica,seed_height,minimum,3,mm,Margaritaria indica,417,NA
Margaritaria indica,seed_length,minimum,3,mm,Margaritaria indica,417,NA
Margaritaria indica,seed_length,maximum,3,mm,Margaritaria indica,417,NA
Margaritaria indica,seed_width,minimum,3,mm,Margaritaria indica,417,NA
Melaleuca argentea,plant_height,maximum,20,m,Melaleuca argentea,421,NA
Mitrella tiwiensis,seed_length,minimum,8,mm,Mitrella tiwiensis,432,NA
Mitrella tiwiensis,seed_width,minimum,6,mm,Mitrella tiwiensis,432,NA
Hypertelis cerviana,leaf_width,minimum,0.2,mm,Mollugo cerviana,433,NA
Hypertelis cerviana,leaf_width,maximum,1,mm,Mollugo cerviana,433,NA
Hypertelis cerviana,seed_length,minimum,0.35,mm,Mollugo cerviana,433,NA
Hypertelis cerviana,seed_length,maximum,0.4,mm,Mollugo cerviana,433,NA
Trigastrotheca molluginea,plant_height,maximum,0.2,m,Mollugo molluginis,434,NA
Trigastrotheca molluginea,seed_length,minimum,1,mm,Mollugo molluginis,434,NA
Trigastrotheca molluginea,seed_length,maximum,1.2,mm,Mollugo molluginis,434,NA
Mucuna gigantea,seed_length,minimum,18,mm,Mucuna gigantea,435,NA
Mucuna gigantea,seed_length,maximum,23,mm,Mucuna gigantea,435,NA
Muellerargia timorensis,seed_height,minimum,2,mm,Muellerargia timorensis,439,NA
Muellerargia timorensis,seed_length,minimum,8.5,mm,Muellerargia timorensis,439,NA
Lithomyrtus retusa,seed_length,minimum,4,mm,Myrtella retusa,444,NA
Lithomyrtus retusa,seed_length,maximum,4.5,mm,Myrtella retusa,444,NA
Nelumbo nucifera,leaf_length,minimum,18,mm,Nelumbo nucifera,445,NA
Nelumbo nucifera,leaf_length,maximum,70,mm,Nelumbo nucifera,445,NA
Neptunia major,seed_height,minimum,3,mm,Neptunia major,448,NA
Neptunia major,seed_height,maximum,4,mm,Neptunia major,448,NA
Neptunia major,seed_length,minimum,4,mm,Neptunia major,448,NA
Omegandra kanisii,plant_height,maximum,0.8,m,Omegandra kanisii,452,NA
Omegandra kanisii,seed_width,minimum,0.6,mm,Omegandra kanisii,452,NA
Peltophorum pterocarpum,seed_length,minimum,10,mm,Peltophorum pterocarpum,458,NA
Peltophorum pterocarpum,seed_width,minimum,5,mm,Peltophorum pterocarpum,458,NA
Peltophorum pterocarpum,seed_width,maximum,5,mm,Peltophorum pterocarpum,458,NA
Phyllanthus eutaxioides,seed_length,minimum,2,mm,Phyllanthus 'Golden Sands',469,NA
Phyllanthus flagellaris,seed_length,minimum,2.5,mm,Phyllanthus flagellaris,470,NA
Phyllanthus carpentariae,seed_length,minimum,2,mm,Phyllanthus grandisepalus,471,NA
Phyllanthus maderaspatensis,seed_length,minimum,1.5,mm,Phyllanthus maderaspatensis,473,NA
Phyllanthus urinaria,seed_length,minimum,2,mm,Phyllanthus urinaria,477,NA
Bauhinia malabarica,seed_length,minimum,4.5,mm,Piliostigma malabaricum,478,NA
Bauhinia malabarica,seed_width,minimum,3.5,mm,Piliostigma malabaricum,478,NA
Pisonia aculeata,leaf_length,minimum,100,mm,Pisonia aculeata,480,NA
Pisonia aculeata,leaf_width,minimum,70,mm,Pisonia aculeata,480,NA
Planchonia careya,plant_height,maximum,6,m,Planchonia careya,484,NA
Monoon australe,seed_length,minimum,17,mm,Polyalthia australis,486,NA
Monoon australe,seed_width,minimum,10,mm,Polyalthia australis,486,NA
Polycarpaea arida,leaf_length,minimum,3,mm,Polycarpaea arida,488,NA
Polycarpaea arida,leaf_length,maximum,16,mm,Polycarpaea arida,488,NA
Polycarpaea arida,leaf_width,minimum,0.7,mm,Polycarpaea arida,488,NA
Polycarpaea arida,leaf_width,maximum,1.6,mm,Polycarpaea arida,488,NA
Polycarpaea arida,seed_length,minimum,0.5,mm,Polycarpaea arida,488,NA
Polycarpaea arida,seed_length,maximum,0.6,mm,Polycarpaea arida,488,NA
Polycarpaea corymbosa,leaf_length,minimum,2,mm,Polycarpaea corymbosa,490,NA
Polycarpaea corymbosa,leaf_length,maximum,28,mm,Polycarpaea corymbosa,490,NA
Polycarpaea corymbosa,leaf_width,minimum,0.5,mm,Polycarpaea corymbosa,490,NA
Polycarpaea corymbosa,leaf_width,maximum,2,mm,Polycarpaea corymbosa,490,NA
Polycarpaea corymbosa,seed_length,minimum,0.3,mm,Polycarpaea corymbosa,490,NA
Polycarpaea corymbosa,seed_length,maximum,0.7,mm,Polycarpaea corymbosa,490,NA
Polycarpaea incana,seed_length,minimum,0.4,mm,Polycarpaea incana,492,NA
Polycarpaea incana,seed_width,minimum,0.3,mm,Polycarpaea incana,492,NA
Polycarpaea involucrata,leaf_length,minimum,2.5,mm,Polycarpaea involucrata,493,NA
Polycarpaea involucrata,leaf_length,maximum,12,mm,Polycarpaea involucrata,493,NA
Polycarpaea involucrata,leaf_width,minimum,0.7,mm,Polycarpaea involucrata,493,NA
Polycarpaea involucrata,leaf_width,maximum,2.5,mm,Polycarpaea involucrata,493,NA
Polycarpaea involucrata,seed_length,minimum,0.4,mm,Polycarpaea involucrata,493,NA
Polycarpaea involucrata,seed_length,maximum,0.4,mm,Polycarpaea involucrata,493,NA
Polycarpaea microceps,seed_length,minimum,0.4,mm,Polycarpaea microceps,495,NA
Polycarpaea multicaulis,leaf_width,minimum,0.3,mm,Polycarpaea multicaulis,496,NA
Polycarpaea tenax,leaf_width,minimum,0.3,mm,Polycarpaea tenax,499,NA
Polycarpaea tenax,seed_length,minimum,0.4,mm,Polycarpaea tenax,499,NA
Millettia pinnata,plant_height,maximum,10,m,Pongamia pinnata,501,NA
Millettia pinnata,seed_length,minimum,18,mm,Pongamia pinnata,501,NA
Millettia pinnata,seed_width,minimum,11,mm,Pongamia pinnata,501,NA
Poranthera microphylla,leaf_length,minimum,12,mm,Poranthera microphylla,502,NA
Poranthera microphylla,leaf_length,maximum,20,mm,Poranthera microphylla,502,NA
Poranthera microphylla,leaf_width,minimum,4,mm,Poranthera microphylla,502,NA
Poranthera microphylla,leaf_width,maximum,6,mm,Poranthera microphylla,502,NA
Poranthera microphylla,plant_height,maximum,0.07,m,Poranthera microphylla,502,NA
Poranthera microphylla,seed_length,minimum,6,mm,Poranthera microphylla,502,NA
Poranthera microphylla,seed_length,maximum,6,mm,Poranthera microphylla,502,NA
Sersalisia sericea,leaf_length,minimum,20,mm,Pouteria sericea,505,NA
Sersalisia sericea,leaf_length,maximum,150,mm,Pouteria sericea,505,NA
Sersalisia sericea,leaf_width,minimum,14,mm,Pouteria sericea,505,NA
Sersalisia sericea,leaf_width,maximum,65,mm,Pouteria sericea,505,NA
Sersalisia sericea,plant_height,maximum,15,m,Pouteria sericea,505,NA
Ptilotus fusiformis,plant_height,maximum,0.6,m,Ptilotus fusiformis,510,NA
Pycnospora lutescens,seed_length,minimum,4,mm,Pycnospora lutescens,512,NA
Pycnospora lutescens,seed_width,minimum,2,mm,Pycnospora lutescens,512,NA
Rhynchosia australis,seed_length,minimum,4,mm,Rhynchosia australis,514,NA
Rhynchosia australis,seed_width,minimum,3,mm,Rhynchosia australis,514,NA
Rotala rosea,leaf_length,minimum,20,mm,Rotala rosea,519,NA
Synostemon glaucus,seed_length,minimum,8 6,mm,Sauropus glaucus,526,NA
Microstachys chamaelea,seed_length,minimum,5,mm,Sebastiania chamaelea,531,NA
Senna surattensis,seed_length,minimum,5,mm,Senna surattensis,534,NA
Senna surattensis,seed_length,maximum,6,mm,Senna surattensis,534,NA
Senna surattensis,seed_width,minimum,2.7,mm,Senna surattensis,534,NA
Senna surattensis,seed_width,maximum,3.5,mm,Senna surattensis,534,NA
Sesbania erubescens,seed_length,minimum,4,mm,Sesbania erubescens,537,NA
Sesbania erubescens,seed_width,minimum,2.2,mm,Sesbania erubescens,537,NA
Sesbania formosa,seed_width,minimum,3,mm,Sesbania formosa,538,NA
Sesuvium portulacastrum,leaf_length,minimum,25,mm,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,leaf_length,maximum,75,mm,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,leaf_width,minimum,3,mm,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,leaf_width,maximum,5,mm,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,plant_height,maximum,0.3,m,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,seed_height,minimum,1.5,mm,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,seed_length,minimum,1.5,mm,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,seed_length,maximum,1.5,mm,Sesuvium portulacastrum,540,NA
Sesuvium portulacastrum,seed_width,minimum,1.5,mm,Sesuvium portulacastrum,540,NA
Smithia conferta,seed_length,minimum,1,mm,Smithia conferta,541,NA
Smithia conferta,seed_width,minimum,1,mm,Smithia conferta,541,NA
Sophora longipes,seed_length,minimum,7,mm,Sophora longipes,544,NA
Sophora longipes,seed_width,minimum,5,mm,Sophora longipes,544,NA
Stenocarpus cunninghamii,leaf_length,minimum,25,mm,Stenocarpus cunninghamii,548,NA
Stenocarpus cunninghamii,leaf_length,maximum,110,mm,Stenocarpus cunninghamii,548,NA
Stenocarpus cunninghamii,leaf_width,minimum,4,mm,Stenocarpus cunninghamii,548,NA
Stenocarpus cunninghamii,leaf_width,maximum,18,mm,Stenocarpus cunninghamii,548,NA
Tecticornia australasica,seed_length,minimum,1.5,mm,Tecticornia australasica,564,NA
Templetonia hookeri,leaf_length,minimum,10,mm,Templetonia hookeri,567,NA
Templetonia hookeri,leaf_length,maximum,60,mm,Templetonia hookeri,567,NA
Templetonia hookeri,seed_length,minimum,6,mm,Templetonia hookeri,567,NA
Templetonia hookeri,seed_width,minimum,4.5,mm,Templetonia hookeri,567,NA
Tephrosia nematophylla,leaf_width,minimum,0.5,mm,Tephrosia nematophylla,575,NA
Tephrosia oblongata,seed_width,minimum,2,mm,Tephrosia oblongata,576,NA
Tephrosia porrecta,leaf_length,minimum,6,mm,Tephrosia porrecta,579,NA
Tephrosia porrecta,leaf_length,maximum,37,mm,Tephrosia porrecta,579,NA
Tephrosia porrecta,leaf_width,minimum,2,mm,Tephrosia porrecta,579,NA
Tephrosia porrecta,leaf_width,maximum,9,mm,Tephrosia porrecta,579,NA
Tephrosia porrecta,seed_length,minimum,4,mm,Tephrosia porrecta,579,NA
Tephrosia porrecta,seed_width,minimum,3,mm,Tephrosia porrecta,579,NA
Tephrosia simplicifolia,seed_length,minimum,2.1,mm,Tephrosia simplicifolia,581,NA
Tephrosia simplicifolia,seed_width,minimum,1.9,mm,Tephrosia simplicifolia,581,NA
Pimelea punicea,seed_length,minimum,3.5,mm,Thecanthes punicea,596,NA
Trianthema rhynchocalyptrum,seed_height,minimum,1.5,mm,Trianthema rhynchocalyptra,601,NA
Trianthema rhynchocalyptrum,seed_height,maximum,1.5,mm,Trianthema rhynchocalyptra,601,NA
Trianthema rhynchocalyptrum,seed_length,minimum,1.5,mm,Trianthema rhynchocalyptra,601,NA
Trianthema rhynchocalyptrum,seed_length,maximum,1.5,mm,Trianthema rhynchocalyptra,601,NA
Trianthema rhynchocalyptrum,seed_width,minimum,1.5,mm,Trianthema rhynchocalyptra,601,NA
Trianthema rhynchocalyptrum,seed_width,maximum,1.5,mm,Trianthema rhynchocalyptra,601,NA
Trichosanthes pilosa,seed_length,minimum,7,mm,Trichosanthes holtzei,603,NA
Uraria lagopodioides,plant_height,maximum,0.3,m,Uraria lagopodioides,613,NA
Uraria lagopodioides,seed_length,minimum,3,mm,Uraria lagopodioides,613,NA
Uraria lagopodioides,seed_width,minimum,2,mm,Uraria lagopodioides,613,NA
Uraria sp. Litchfield (C.R.Dunlop 5220),plant_height,maximum,0.3,m,Uraria Litchfield,614,NA
Uvaria rupestre,seed_length,minimum,11,mm,Uvaria rupestre,617,NA
Uvaria rupestre,seed_width,minimum,7,mm,Uvaria rupestre,617,NA
Verticordia cunninghamii,leaf_width,minimum,0.5,mm,Vertcordia cunninghamii,618,NA
Verticordia decussata,leaf_width,minimum,0.5,mm,Vertcordia decussata,619,NA
Verticordia verticillata,leaf_width,minimum,0.5,mm,Vertcordia verticillata,620,NA
Vigna adenantha,seed_length,minimum,8,mm,Vigna adenantha,621,NA
Vigna adenantha,seed_width,minimum,6,mm,Vigna adenantha,621,NA
Zornia areolata,seed_length,minimum,1.7,mm,Zornia areolata,635,NA
Zornia areolata,seed_width,minimum,1,mm,Zornia areolata,635,NA
