"site_name","longitude","latitude"
"AgnesBanks",150.7166667,-33.6
"Castlereagh1",150.7,-33.65
"Castlereagh2",150.7,-33.65
"KCNP_east",151.1333333,-33.68333333
"KCNP_west",151.1333333,-33.68333333
"MU_forest",151.1166667,-33.78333333
"MUcampus",151.1166667,-33.78333333
"WestHead",151.2833333,-33.56666667
