site_name,trait_name,unit,value,notes
Hamersley station Pilbara,longitude,deg,117.6166667,
Hamersley station Pilbara,latitude,deg,-22.33,
Hamersley station Pilbara,pH,,7.1,
Hamersley station Pilbara,OMC,%,1.21,
Hamersley station Pilbara,soil N,mg/g,0.99,
Hamersley station Pilbara,soil P,ug/g,4.7,
