taxon_name,scientificNameAuthorship,genus_APC,genus_Sjostrom,habit_to_use,lifespan_to_use,sex_type_to_use,fruit_to_use,original_name
Sporobolus creber,De Nardi,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus disjunctus,R.Mills ex B.K.Simon,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus elongatus,R.Br.,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus fertilis,(Steud.) Clayton,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus jacquemontii,Kunth,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus latzii,B.K.Simon,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus laxus,B.K.Simon,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus lenticularis,S.T.Blake,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus mitchellii,(Trin.) C.E.Hubb. ex S.T.Blake,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus natalensis,(Steud.) T.Durand & Schinz,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus pamelae,B.K.Simon,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus partimpatens,R.Mills ex B.K.Simon,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus pulchellus,R.Br.,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus pyramidalis,P.Beauv.,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus scabridus,S.T.Blake,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus schoenoides,(L.) P.M.Peterson,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus sessilis,B.K.Simon,Sporobolus,Crypsis,1,1,1,4,NA
Sporobolus virginicus,(L.) Kunth,Sporobolus,Crypsis,1,1,1,4,NA
Stenotaphrum micranthum,(Desv.) C.E.Hubb.,Stenotaphrum,Stenotaphrum,1,2,1,4,NA
Stenotaphrum secundatum,(Walter) Kuntze,Stenotaphrum,Stenotaphrum,1,2,1,4,NA
Tetrarrhena acuminata,R.Br.,Tetrarrhena,Tetrarrhena,1,2,1,4,NA
Tetrarrhena distichophylla,(Labill.) R.Br.,Tetrarrhena,Tetrarrhena,1,2,1,4,NA
Tetrarrhena juncea,R.Br.,Tetrarrhena,Tetrarrhena,1,2,1,4,NA
Tetrarrhena laevis,R.Br.,Tetrarrhena,Tetrarrhena,1,2,1,4,NA
Tetrarrhena oreophila,D.I.Morris,Tetrarrhena,Tetrarrhena,1,2,1,4,NA
Tetrarrhena turfosa,N.G.Walsh,Tetrarrhena,Tetrarrhena,1,2,1,4,NA
Thaumastochloa brassii,C.E.Hubb.,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa x heteromorpha,B.K.Simon,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa major,S.T.Blake,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa monilifera,Sosef & de Koning,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa pubescens,(Benth.) C.E.Hubb.,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa rariflora,(F.M.Bailey) C.E.Hubb.,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa rubra,Sosef & de Koning,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa sp. Morehead River (J.R.Clarkson+ 8086),Qld Herbarium,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Thaumastochloa striata,Sosef & de Koning,Thaumastochloa,Thaumastochloa,1,1,1,4,NA
Themeda arguens,(L.) Hack.,Themeda,Themeda,1,2,2,4,NA
Themeda avenacea,(F.Muell.) Hack. ex Maiden & Betche,Themeda,Themeda,1,2,2,4,NA
Themeda quadrivalvis,(L.) Kuntze,Themeda,Themeda,1,2,2,4,NA
Themeda sp. Hamersley Station (M.E.Trudgen 11431),WA Herbarium,Themeda,Themeda,1,2,2,4,NA
Themeda sp. Mt Barricade (M.E.Trudgen 2471),WA Herbarium,Themeda,Themeda,1,2,2,4,NA
Themeda triandra,Forssk.,Themeda,Themeda,1,2,2,4,NA
Thuarea involuta,(G.Forst.) R.Br. ex Sm.,Thuarea,Thuarea,1,2,7,4,NA
Thyridolepis mitchelliana,(Nees) S.T.Blake,Thyridolepis,Thyridolepis,1,2,2,4,NA
Thyridolepis multiculmis,(Pilg.) S.T.Blake,Thyridolepis,Thyridolepis,1,2,2,4,NA
Thyridolepis xerophila,(Domin) S.T.Blake,Thyridolepis,Thyridolepis,1,2,2,4,NA
Tragus australianus,S.T.Blake,Tragus,Tragus,1,1,1,4,NA
Triodia acutispicula,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia aeria,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia angusta,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia aristiglumis,(Lazarides) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia aurita,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia barbata,R.L.Barrett & M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia basedowii,E.Pritz.,Triodia,Monodia,1,2,1,4,NA
Triodia basitricha,M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia biflora,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia bitextura,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia brizoides,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia bromoides,(F.Muell.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia bunglensis,(S.W.L.Jacobs) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia burbidgeana,S.W.L.Jacobs,Triodia,Monodia,1,2,1,4,NA
Triodia bynoei,(C.E.Hubb.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia caelestialis,G.Armstr.,Triodia,Monodia,1,2,1,4,NA
Triodia claytonii,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia compacta,(N.T.Burb.) S.W.L.Jacobs,Triodia,Monodia,1,2,1,4,NA
Triodia concinna,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia contorta,(Lazarides) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia cremnophila,R.L.Barrett & M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia cunninghamii,Benth.,Triodia,Monodia,1,2,1,4,NA
Triodia danthonioides,(F.Muell.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia desertorum,(C.E.Hubb.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia dielsii,(C.E.Hubb.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia epactia,S.W.L.Jacobs,Triodia,Monodia,1,2,1,4,NA
Triodia fissura,"R.L.Barrett, G.B.Wells & K.W.Dixon",Triodia,Monodia,1,2,1,4,NA
Triodia fitzgeraldii,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia glabra,B.M.Anderson & M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia gracilis,(Lazarides) Crisp & Mant,Triodia,Monodia,1,2,1,4,NA
Triodia helmsii,(C.E.Hubb.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia hubbardii,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia inaequiloba,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia integra,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia intermedia,Cheel,Triodia,Monodia,1,2,1,4,NA
Triodia inutilis,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia irritans,R.Br.,Triodia,Monodia,1,2,1,4,NA
Triodia lanata,J.M.Black,Triodia,Monodia,1,2,1,4,NA
Triodia lanigera,Domin,Triodia,Monodia,1,2,1,4,NA
Triodia lanosa,(Lazarides) Crisp & Mant,Triodia,Monodia,1,2,1,4,NA
Triodia latzii,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia longiceps,J.M.Black,Triodia,Monodia,1,2,1,4,NA
Triodia longiloba,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia longipalea,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia mallota,B.M.Anderson & M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia marginata,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia melvillei,(C.E.Hubb.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia microstachya,R.Br.,Triodia,Monodia,1,2,1,4,NA
Triodia mitchellii,Benth.,Triodia,Monodia,1,2,1,4,NA
Triodia molesta,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia pascoeana,B.K.Simon,Triodia,Monodia,1,2,1,4,NA
Triodia plectrachnoides,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia plurinervata,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia procera,R.Br.,Triodia,Monodia,1,2,1,4,NA
Triodia prona,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia pungens,R.Br.,Triodia,Monodia,1,2,1,4,NA
Triodia racemigera,C.A.Gardner,Triodia,Monodia,1,2,1,4,NA
Triodia radonensis,S.W.L.Jacobs,Triodia,Monodia,1,2,1,4,NA
Triodia rigidissima,(Pilg.) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia roscida,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia salina,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia scariosa,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia schinzii,(Henrard) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia scintillans,B.M.Anderson & M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia secunda,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Arnhemland (G.M.Wightman 1447 & L.A.Craven),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Bradshaw (C.R.Michell 2655 & C.Yates),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Bullita (G.M.Wightman 2590 & M.J.Clarke),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Gunlom (K.G.Brennan 1802),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Hidden Island (T.Handasyde TH 6109),WA Herbarium,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Hodgson Downs (I.D.Cowie 9896),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia spicata,N.T.Burb.,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Inverway (P.L.Wilson 898),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Karijini (S.van Leeuwen 4111),WA Herbarium,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Kurungal (A.B.Craig ABC 1675),WA Herbarium,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Limmen NP (P.K.Latz 11178),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Little Sandy Desert (S.van Leeuwen 4935),WA Herbarium,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Liverpool River (I.D.Cowie 9003),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Marrawal (I.D.Cowie 13733 & N.Cuff),Cowie,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Matt Wilson (I.D.Cowie 2446 & P.S.Brocklehurst),Cowie,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Mt Ella (M.E.Trudgen 12739),WA Herbarium,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Nabarlek (B.Rice 3119),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Robe River (M.E.Trudgen et al. MET 12367),NA,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Shovelanna Hill (S.van Leeuwen 3835),WA Herbarium,Triodia,Monodia,1,2,1,4,NA
Triodia sp. Wollogorang (K.G.Brennan 6616),M.D.Barrett,Triodia,Monodia,1,2,1,4,NA
Triodia stenostachya,Domin,Triodia,Monodia,1,2,1,4,NA
Triodia stipoides,(S.W.L.Jacobs) Crisp & Mant,Triodia,Monodia,1,2,1,4,NA
Triodia tomentosa,S.W.L.Jacobs,Triodia,Monodia,1,2,1,4,NA
Triodia triaristata,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia triticoides,C.A.Gardner,Triodia,Monodia,1,2,1,4,NA
Triodia uniaristata,(Lazarides) Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia vella,Lazarides,Triodia,Monodia,1,2,1,4,NA
Triodia wiseana,C.A.Gardner,Triodia,Monodia,1,2,1,4,NA
Tripogonella loliiformis,(F.Muell.) P.M.Peterson & Romasch.,Tripogonella,Tripogon,1,1,1,4,NA
Triraphis mollis,R.Br.,Triraphis,Triraphis,1,1,1,4,NA
Trisetum flavescens,(L.) P.Beauv.,Trisetum,Trisetum,1,2,1,4,NA
Trisetum spicatum,(L.) K.Richt.,Trisetum,Trisetum,1,2,1,4,NA
Uranthoecium truncatum,(Maiden & Betche) Stapf,Uranthoecium,Uranthoecium,1,1,1,4,NA
Urochloa advena,(Vickery) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa argentea,(R.Br.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa atrisola,R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa brizantha,(Hochst. ex A.Rich.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa decumbens,(Stapf) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa distachya,(L.) T.Q.Nguyen,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa foliosa,(R.Br.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa fusca,(Sw.) B.F.Hansen & Wunderlin,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa gilesii,(Benth.) Hughes,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa holosericea,(R.Br.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa humidicola,(Rendle) Morrone & Zuloaga,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa kurzii,(Hook.f.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa mosambicensis,(Hack.) Dandy,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa mutica,(Forssk.) T.Q.Nguyen,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa occidentalis,(C.A.Gardner & C.E.Hubb.) B.K.Simon,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa oligotricha,(Fig. & De Not.) Henrard,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa panicoides,P.Beauv.,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa piligera,(F.Muell. ex Benth.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa polyphylla,(R.Br.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa praetervisa,(Domin) Hughes,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa pubigera,(Roem. & Schult.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa ramosa,(L.) T.Q.Nguyen,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa reptans,(L.) Stapf,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa subquadripara,(Trin.) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa texana,(Buckley) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Urochloa whiteana,(Domin) R.D.Webster,Urochloa,Brachiaria,1,NA,2,4,NA
Whiteochloa airoides,(R.Br.) Lazarides,Whiteochloa,Whiteochloa,1,NA,2,4,NA
Whiteochloa biciliata,Lazarides,Whiteochloa,Whiteochloa,1,NA,2,4,NA
Whiteochloa capillipes,(Benth.) Lazarides,Whiteochloa,Whiteochloa,1,NA,2,4,NA
Whiteochloa cymbiformis,(Hughes) B.K.Simon,Whiteochloa,Whiteochloa,1,NA,2,4,NA
Whiteochloa multiciliata,Lazarides,Whiteochloa,Whiteochloa,1,NA,2,4,NA
Whiteochloa semitonsa,(F.Muell. ex Benth.) C.E.Hubb.,Whiteochloa,Whiteochloa,1,NA,2,4,NA
Whiteochloa sp. Hann River (Aplin et al. 917),WA Herbarium,Whiteochloa,Whiteochloa,1,NA,2,4,NA
Xerochloa barbata,R.Br.,Xerochloa,Xerochloa,1,2,1,4,NA
Xerochloa imberbis,R.Br.,Xerochloa,Xerochloa,1,2,1,4,NA
Xerochloa laniflora,Benth.,Xerochloa,Xerochloa,1,2,1,4,NA
Yakirra australiensis,(Domin) Lazarides & R.D.Webster,Yakirra,Yakirra,1,1,1,4,NA
Yakirra majuscula,(F.Muell. ex Benth.) Lazarides & R.D.Webster,Yakirra,Yakirra,1,1,1,4,NA
Yakirra muelleri,(Hughes) Lazarides & R.D.Webster,Yakirra,Yakirra,1,1,1,4,NA
Yakirra nulla,Lazarides & R.D.Webster,Yakirra,Yakirra,1,1,1,4,NA
Yakirra pauciflora,(R.Br.) Lazarides & R.D.Webster,Yakirra,Yakirra,1,1,1,4,NA
Yakirra websteri,B.K.Simon,Yakirra,Yakirra,1,1,1,4,NA
Zoysia macrantha,Desv.,Zoysia,Zoysia,1,2,1,4,NA
Zoysia matrella,(L.) Merr.,Zoysia,Zoysia,1,2,1,4,NA
Zygochloa paradoxa,(R.Br.) S.T.Blake,Zygochloa,Zygochloa,1,2,8,4,NA
Alexgeorgea ganopoda,L.A.S.Johnson & B.G.Briggs,Alexgeorgea,Alexgeorgea,1,2,8,16,NA
Alexgeorgea nitens,(Nees) L.A.S.Johnson & B.G.Briggs,Alexgeorgea,Alexgeorgea,1,2,8,16,NA
Alexgeorgea subterranea,Carlquist,Alexgeorgea,Alexgeorgea,1,2,8,16,NA
Calorophus elongatus,Labill.,Calorophus,Calorophus,1,2,8,16,NA
Calorophus erostris,(C.B.Clarke) L.A.S.Johnson & B.G.Briggs,Calorophus,Calorophus,1,2,8,16,NA
Chaetanthus aristatus,(R.Br.) B.G.Briggs & L.A.S.Johnson,Chaetanthus,Chaetanthus,1,2,8,3,NA
Chaetanthus leptocarpoides,R.Br.,Chaetanthus,Chaetanthus,1,2,8,3,NA
Chaetanthus tenellus,(Nees) B.G.Briggs & L.A.S.Johnson,Chaetanthus,Chaetanthus,1,2,8,3,NA
Coleocarya gracilis,S.T.Blake,Coleocarya,Coleocarya,1,2,7,16,NA
Hypolaena caespitosa,B.G.Briggs & L.A.S.Johnson,Hypolaena,Hypolaena,1,2,8,16,NA
Hypolaena exsulca,R.Br.,Hypolaena,Hypolaena,1,2,8,16,NA
Hypolaena fastigiata,R.Br.,Hypolaena,Hypolaena,1,2,8,16,NA
Hypolaena grandiuscula,F.Muell.,Hypolaena,Hypolaena,1,2,8,16,NA
Hypolaena humilis,(Gilg) B.G.Briggs & L.A.S.Johnson,Hypolaena,Hypolaena,1,2,8,16,NA
Hypolaena pubescens,(R.Br.) Nees,Hypolaena,Hypolaena,1,2,8,16,NA
Hypolaena robusta,Meney & Pate,Hypolaena,Hypolaena,1,2,8,16,NA
Hypolaena viridis,L.A.S.Johnson & B.G.Briggs,Hypolaena,Hypolaena,1,2,8,16,NA
Lepidobolus basiflorus,Pate & Meney,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus chaetocephalus,F.Muell. ex Benth.,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus densus,B.G.Briggs & L.A.S.Johnson,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus deserti,Gilg,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus drapetocoleus,F.Muell. ex Benth.,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus eurardyensis,K.W.Dixon & B.G.Briggs,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus preissianus,Nees,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus quadratus,B.G.Briggs & L.A.S.Johnson,Lepidobolus,Lepidobolus,1,2,8,16,NA
Lepidobolus spiralis,Meney & K.W.Dixon,Lepidobolus,Lepidobolus,1,2,8,16,NA
Leptocarpus canus,Nees,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus coangustatus,Nees,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus crassipes,Pate & Meney,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus crebriculmis,B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus decipiens,B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus denmarkicus,(Suess.) B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus depilatus,B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus kraussii,B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus laxus,(R.Br.) B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus roycei,B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus scariosus,R.Br.,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus tenax,(Labill.) R.Br.,Leptocarpus,Leptocarpus,1,2,8,16,NA
Leptocarpus tephrinus,B.G.Briggs,Leptocarpus,Leptocarpus,1,2,8,16,NA
Lepyrodia anarthria,F.Muell. ex Benth.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia anarthria x Lepyrodia oligocolea,F.Muell. ex Benth. x Lepyrodia oligocolea B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia anarthria x Lepyrodia cryptica,F.Muell. ex Benth. x Lepyrodia cryptica B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia anarthria x Lepyrodia scariosa,F.Muell. ex Benth. x Lepyrodia scariosa R.Br.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia cryptica,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia cryptica x Lepyrodia verruculosa,B.G.Briggs & L.A.S.Johnson x Lepyrodia verruculosa B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia curvescens,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia drummondiana,Steud.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia extensa,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia flexuosa,(Benth.) L.A.S.Johnson & O.D.Evans,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia fortunata,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia glauca,(Nees) F.Muell.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia heleocharoides,Gilg,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia hermaphrodita,R.Br.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia imitans,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia leptocaulis,L.A.S.Johnson & O.D.Evans,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia macra,Nees,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia monoica,F.Muell.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia muelleri,Benth.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia muirii,F.Muell.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia oligocolea,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia porterae,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia riparia,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia scariosa,R.Br.,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia scariosa x Lepyrodia verruculosa,R.Br. x Lepyrodia verruculosa B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia valliculae,J.M.Black,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Lepyrodia verruculosa,B.G.Briggs & L.A.S.Johnson,Lepyrodia,Lepyrodia,1,2,NA,3,NA
Meeboldina thysanantha MS,L.A.S.Johnson & B.G.Briggs,Meeboldina,Meeboldina,1,2,8,16,NA
Winifredia sola,L.A.S.Johnson & B.G.Briggs,Winifredia,Winifredia,1,2,8,16,NA
Sparganium erectum,L.,Sparganium,Sparganium,1,2,7,6,NA
Sparganium subglobosum,Morong,Sparganium,Sparganium,1,2,7,6,NA
Typha domingensis,Pers.,Typha,Typha,1,2,7,12,NA
Typha latifolia,L.,Typha,Typha,1,2,7,12,NA
Typha orientalis,C.Presl,Typha,Typha,1,2,7,12,NA
Xyris atrovirida,Doust & B.J.Conn,Xyris,Xyris,1,2,1,3,NA
Xyris bracteata,R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris cheumatophila,Doust & B.J.Conn,Xyris,Xyris,1,2,1,3,NA
Xyris complanata,R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris exilis,Doust & B.J.Conn,Xyris,Xyris,1,2,1,3,NA
Xyris flexifolia,R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris gracilis,R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris gracillima,F.Muell.,Xyris,Xyris,1,2,1,3,NA
Xyris inaequalis,N.A.Wakef.,Xyris,Xyris,1,2,1,3,NA
Xyris indica,L.,Xyris,Xyris,1,2,1,3,NA
Xyris indivisa,N.A.Wakef.,Xyris,Xyris,1,2,1,3,NA
Xyris juncea,R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris lacera,R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris lanata,R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris laxiflora,F.Muell.,Xyris,Xyris,1,2,1,3,NA
Xyris marginata,Rendle,Xyris,Xyris,1,2,1,3,NA
Xyris maxima,Doust & B.J.Conn,Xyris,Xyris,1,2,1,3,NA
Xyris muelleri,Malme,Xyris,Xyris,1,2,1,3,NA
Xyris oligantha,Steud.,Xyris,Xyris,1,2,1,3,NA
Xyris operculata,Labill.,Xyris,Xyris,1,2,1,3,NA
Xyris pauciflora,Willd.,Xyris,Xyris,1,2,1,3,NA
Xyris pusilla,Sol. ex R.Br.,Xyris,Xyris,1,2,1,3,NA
Xyris roycei,N.A.Wakef.,Xyris,Xyris,1,2,1,3,NA
Xyris tasmanica,(D.I.Morris) Doust & B.J.Conn,Xyris,Xyris,1,2,1,3,NA
Xyris ustulata,L.A.Nilsson,Xyris,Xyris,1,2,1,3,NA
Costus dubius,(Afzel.) K.Schum.,Costus,Costus,1,2,1,3,NA
Tapeinochilos ananassae,(Hassk.) K.Schum.,Tapeinochilos,Tapeinochilos,1,2,1,3,NA
Musa acuminata,Colla,Musa,Musa,1,2,3,2,NA
Musa acuminata x Musa balbisiana,Colla x Musa balbisiana Colla,Musa,Musa,1,2,3,2,NA
Musa banksii,F.Muell.,Musa,Musa,1,2,3,2,NA
