trait_name,lookup,value
growth form,1,tree
growth form,2,shrub
growth form,3,subshrub
growth form,4,forb
growth form,5,grass
growth form,8,fern
growth form,10,climber
growth form,11,"orchid, epiphyte"
dispersal mode,1,unassisted
dispersal mode,2,ant (elaiosome)
dispersal mode,3,vertebrate ingestion (fleshy)
dispersal mode,4,adhesion (hooks etc.)
dispersal mode,5,"wind (wing, pappus)"
dispersal mode,6,ballistic + ant
dispersal mode,7,ballistic
dispersal mode,8,vertebrate
