sort,Species,StrataBinary,Site,Lat_decimal,Long_decimal,SeedDM,seed_mass_to_use,study_with_seed_mass_duplicate,StemDensity,StemDensity_to_use,study_duplicated_for_wood_density,LA,LtLeaf,LMA,LDM,LSleaf,LSS,LSD,HeightM,HeightPlant,L1Lflt2,nLsample,LVleaf,LFrLeaf,LDrLeaf,LH20Leaf,LDV,LLV,LFV,LLA,LFA,SLA,LWC,Lasample,LVsample,LFrWtSample,LDryWtSample,LH20WtSample,LSg,Stem water displacement,Stem dry wt,Diam,UniqueID,LeafID,PlantID,SpTrees,SpID,AngioNon,Notes,Location,LF,HeightMax,ReproAge,ReproCLE,Pollination_syndrome,Fruit_type,FruitFG,DispClass,DispSimple,DispC3,cotsExp,cotsEH,cotsFR,LEE,omit,description
1942,Polyscias elegans,Stratum_2_adult_plant,Kanowski JK16,-17.64678,145.63772,NA,NA,NA,NA,NA,NA,25.4,0.21844,113.3863982,0.4364,NA,NA,NA,NA,NA,2,NA,0.5548376,NA,NA,NA,0.519073422,NA,NA,NA,NA,8.8194,0.5636,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212,poleleAjk6,poleleAjk6,Polyscias_elegans,Pel,0,NA,JK16,T,26,1,6.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,4.18,Kanowski,Sutties Gap Rd
2001,Prunus turneriana,Stratum_2_adult_plant,Kanowski JK16,-17.64678,145.63772,NA,NA,NA,NA,NA,NA,98,0.22416,112.4492573,0.4301,NA,NA,NA,NA,NA,1,NA,2.196768,NA,NA,NA,0.501647293,NA,NA,NA,NA,8.8929,0.5699,NA,NA,NA,NA,NA,NA,NA,NA,NA,2245,pruturAjk4,pruturAjk4,Prunus_turneriana,Ptu,0,NA,JK16,C,30,3,6.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivAv,Flying,DivAv,0,0,0,2.21,Kanowski,Sutties Gap Rd
2074,Pullea stutzeri,Stratum_2_adult_plant,Kanowski JK16,-17.64678,145.63772,NA,NA,NA,NA,NA,NA,74,0.24464,126.2164107,0.4068,NA,NA,NA,NA,NA,1,NA,1.810336,NA,NA,NA,0.51592712,NA,NA,NA,NA,7.9229,0.5932,NA,NA,NA,NA,NA,NA,NA,NA,NA,2290,pulstuAjk4,pulstuAjk4,Pullea_stutzeri,Pst,0,NA,JK16,C,31,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,2.6,Kanowski,Sutties Gap Rd
2075,Pullea stutzeri,Stratum_2_adult_plant,Kanowski JK16,-17.64678,145.63772,NA,NA,NA,NA,NA,NA,60.4,0.26242,137.4173778,0.4133,NA,NA,NA,NA,NA,1,NA,1.5850168,NA,NA,NA,0.523654362,NA,NA,NA,NA,7.2771,0.5867,NA,NA,NA,NA,NA,NA,NA,NA,NA,2291,pulstuAjk5,pulstuAjk5,Pullea_stutzeri,Pst,0,NA,JK16,C,31,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,2.6,Kanowski,Sutties Gap Rd
2474,Xanthophyllum octandrum,Stratum_2_adult_plant,Kanowski JK16,-17.64678,145.63772,NA,NA,NA,NA,NA,NA,24.2,0.2983,126.4462287,0.3592,NA,NA,NA,NA,NA,1,NA,0.721886,NA,NA,NA,0.423889469,NA,NA,NA,NA,7.9085,0.6408,NA,NA,NA,NA,NA,NA,NA,NA,NA,2480,xanoctAjk6,xanoctAjk6,Xanthophyllum_octandrum,Xoc,0,NA,JK16,C,32,4,7,Bees,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrM,DivAv,Flying,DivAv,1,1,1,1.73,Kanowski,Sutties Gap Rd
445,Cardwellia sublimis,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,74.4,0.24892,116.6670556,0.3963,NA,NA,NA,NA,NA,2,NA,1.8519648,NA,NA,NA,0.468692976,NA,NA,NA,NA,8.5714,0.6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449,carsubAjk5,carsubAjk5,Cardwellia_sublimis,Csu,0,NA,JK8,C,41,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.92,Kanowski,Massey Creek
622,Cryptocarya angulata,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,17.4,0.3683,193.1023829,0.506,NA,NA,NA,NA,NA,1,NA,0.640842,NA,NA,NA,0.524307312,NA,NA,NA,NA,5.1786,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,cryangAjk2,cryangAjk2,Cryptocarya_angulata,Can,0,NA,JK8,C,32,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,1.3,Kanowski,Massey Creek
712,Cryptocarya oblata,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,23,0.30226,112.6544775,0.3777,NA,NA,NA,NA,NA,1,NA,0.695198,NA,NA,NA,0.372707197,NA,NA,NA,NA,8.8767,0.6223,NA,NA,NA,NA,NA,NA,NA,NA,NA,1586,cryoblAjk3,cryoblAjk3,Cryptocarya_oblata,Cob,0,NA,JK8,C,32,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,1.46,Kanowski,Massey Creek
713,Cryptocarya oblata,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,27.4,0.29972,124.8174545,0.3822,NA,NA,NA,NA,NA,1,NA,0.8212328,NA,NA,NA,0.416446865,NA,NA,NA,NA,8.0117,0.6178,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587,cryoblAjk4,cryoblAjk4,Cryptocarya_oblata,Cob,0,NA,JK8,C,32,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,1.46,Kanowski,Massey Creek
1245,Flindersia bourjotiana,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,31.8,0.39,171.0688381,0.3858,NA,NA,NA,NA,NA,2,NA,1.2402,NA,NA,NA,0.438638046,NA,NA,NA,NA,5.8456,0.6142,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877,flibouAjk8,flibouAjk8,Flindersia_bourjotiana,Fbo,0,NA,JK8,C,38,2,7,Beetles,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.86,Kanowski,Massey Creek
1246,Flindersia bourjotiana,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,42,0.38,145.2390635,0.3423,NA,NA,NA,NA,NA,2,NA,1.596,NA,NA,NA,0.382208062,NA,NA,NA,NA,6.8852,0.6577,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878,flibouAjk9,flibouAjk9,Flindersia_bourjotiana,Fbo,0,NA,JK8,C,38,2,7,Beetles,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.86,Kanowski,Massey Creek
2077,Pullea stutzeri,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,19.4,0.29798,158.7629193,0.4375,NA,NA,NA,NA,NA,1,NA,0.5780812,NA,NA,NA,0.532797232,NA,NA,NA,NA,6.2987,0.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,2288,pulstuAjk2,pulstuAjk2,Pullea_stutzeri,Pst,0,NA,JK8,C,31,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Ws,Ws,Wind,W,1,1,1,2.6,Kanowski,Massey Creek
2477,Xanthophyllum octandrum,Stratum_2_adult_plant,Kanowski JK8,-17.60993,145.56264,NA,NA,NA,NA,NA,NA,30,0.3237,127.3333843,0.3611,NA,NA,NA,NA,NA,1,NA,0.9711,NA,NA,NA,0.393368503,NA,NA,NA,NA,7.8534,0.6389,NA,NA,NA,NA,NA,NA,NA,NA,NA,2477,xanoctAjk3,xanoctAjk3,Xanthophyllum_octandrum,Xoc,0,NA,JK8,C,32,4,7,Bees,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrM,DivAv,Flying,DivAv,1,1,1,1.73,Kanowski,Massey Creek
15,Acronychia vestita,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,76,0.208,83.68410922,0.3215,NA,NA,NA,NA,NA,1,NA,1.5808,NA,NA,NA,0.402327448,NA,NA,NA,NA,11.9497,0.6785,NA,NA,NA,NA,NA,NA,NA,NA,NA,1243,acrvesAjk3,acrvesAjk3,Acronychia_vestita,Ave,0,NA,JK12,T,25,2,6.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,1,3,Kanowski,Palmerston: Malaan Rd turnoff
539,Cinnamomum laubatii,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,18.8,0.22388,122.3406208,0.5,NA,NA,NA,NA,NA,1,NA,0.4208944,NA,NA,NA,0.54645623,NA,NA,NA,NA,8.1739,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499,cinlauAjk2,cinlauAjk2,Cinnamomum_laubatii,Cla,0,NA,JK12,C,34,3,6.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,2.1,Kanowski,Palmerston: Malaan Rd turnoff
620,Cryptocarya angulata,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,15,0.35306,161.3345595,0.4899,NA,NA,NA,NA,NA,1,NA,0.52959,NA,NA,NA,0.456960742,NA,NA,NA,NA,6.1983,0.5101,NA,NA,NA,NA,NA,NA,NA,NA,NA,1537,cryangAjk3,cryangAjk3,Cryptocarya_angulata,Can,0,NA,JK12,C,32,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,1.3,Kanowski,Palmerston: Malaan Rd turnoff
987,Elaeocarpus largiflorens ssp. largiflorens,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,50.8,0.29464,144.4877908,0.4651,NA,NA,NA,NA,NA,1,NA,1.4967712,NA,NA,NA,0.49038756,NA,NA,NA,NA,6.921,0.5349,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734,elalarAjk4,elalarAjk4,Elaeocarpus_largiflorens,Ela,0,NA,JK12,C,29,2,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,0,2.45,Kanowski,Palmerston: Malaan Rd turnoff
988,Elaeocarpus largiflorens ssp. largiflorens,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,64.2,0.28448,150.466446,0.4631,NA,NA,NA,NA,NA,1,NA,1.8263616,NA,NA,NA,0.528917485,NA,NA,NA,NA,6.646,0.5369,NA,NA,NA,NA,NA,NA,NA,NA,NA,1735,elalarAjk5,elalarAjk5,Elaeocarpus_largiflorens,Ela,0,NA,JK12,C,29,2,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,0,2.45,Kanowski,Palmerston: Malaan Rd turnoff
1076,Endiandra sankeyana,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,40.2,0.1667,118.4076539,0.5064,NA,NA,NA,NA,NA,1,NA,0.670134,NA,NA,NA,0.710303863,NA,NA,NA,NA,8.4454,0.4936,NA,NA,NA,NA,NA,NA,NA,NA,NA,1783,endsanAjk2,endsanAjk2,Endiandra_sankeyana,Esa,0,NA,JK12,C,30,4,7,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrL,CHr,Nonflying,CHR,0,0,0,1.4,Kanowski,Palmerston: Malaan Rd turnoff
1230,Flindersia bourjotiana,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,27.4,0.36,164.2332769,0.4025,NA,NA,NA,NA,NA,2,NA,0.9864,NA,NA,NA,0.456203547,NA,NA,NA,NA,6.0889,0.5975,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,flibouAjk11,flibouAjk11,Flindersia_bourjotiana,Fbo,0,NA,JK12,C,38,2,7,Beetles,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.86,Kanowski,Palmerston: Malaan Rd turnoff
1576,Litsea leefeana,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,28.4,0.3,119.7189,0.462,NA,NA,NA,NA,NA,1,NA,0.852,NA,NA,NA,0.399063,NA,NA,NA,NA,8.3529,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055,litleeAjk9,litleeAjk9,Litsea_leefeana,Lle,0,NA,JK12,C,36,3,6.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,1.6,Kanowski,Palmerston: Malaan Rd turnoff
1673,Melicope xanthoxyloides,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,95.6,0.20176,57.74072107,0.2138,NA,NA,NA,NA,NA,2,NA,1.9288256,NA,NA,NA,0.286185176,NA,NA,NA,NA,17.3188,0.7862,NA,NA,NA,NA,NA,NA,NA,NA,NA,2102,melxanAjk2,melxanAjk2,Melicope_xanthoxyloides,Mxa,0,NA,JK12,S,16,1,7,Flies,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,2.32,Kanowski,Palmerston: Malaan Rd turnoff
1940,Polyscias elegans,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,30.4,0.22606,92.10562673,0.3825,NA,NA,NA,NA,NA,2,NA,0.6872224,NA,NA,NA,0.407438851,NA,NA,NA,NA,10.8571,0.6175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210,poleleAjk4,poleleAjk4,Polyscias_elegans,Pel,0,NA,JK12,T,26,1,6.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,4.18,Kanowski,Palmerston: Malaan Rd turnoff
2000,Prunus turneriana,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,80.6,0.19114,73.44894197,0.3788,NA,NA,NA,NA,NA,1,NA,1.5405884,NA,NA,NA,0.384267772,NA,NA,NA,NA,13.6149,0.6212,NA,NA,NA,NA,NA,NA,NA,NA,NA,2244,pruturAjk3,pruturAjk3,Prunus_turneriana,Ptu,0,NA,JK12,C,30,3,6.5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivAv,Flying,DivAv,0,0,0,2.21,Kanowski,Palmerston: Malaan Rd turnoff
2246,Sloanea macbrydei,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,27.6,0.24448,134.0572424,0.4353,NA,NA,NA,NA,NA,1,NA,0.6747648,NA,NA,NA,0.548336234,NA,NA,NA,NA,7.4595,0.5647,NA,NA,NA,NA,NA,NA,NA,NA,NA,2365,slomacAjk1,slomacAjk1,Sloanea_macbrydei,Smb,0,NA,JK12,C,31,3,6,Beetles,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.02,Kanowski,Palmerston: Malaan Rd turnoff
2247,Sloanea macbrydei,Stratum_2_adult_plant,Kanowski JK12,-17.59143,145.70355,NA,NA,NA,NA,NA,NA,25.8,0.22162,118.604265,0.45,NA,NA,NA,NA,NA,1,NA,0.5717796,NA,NA,NA,0.535169502,NA,NA,NA,NA,8.4314,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,2366,slomacAjk2,slomacAjk2,Sloanea_macbrydei,Smb,0,NA,JK12,C,31,3,6,Beetles,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.02,Kanowski,Palmerston: Malaan Rd turnoff
119,Alphitonia whitei,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,84,0.28956,111.6669644,0.4709,NA,NA,NA,NA,NA,1,NA,2.432304,NA,NA,NA,0.385643612,NA,NA,NA,NA,8.9552,0.5291,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299,alpwhiAjk2,alpwhiAjk2,Alphitonia_whitei,Awh,0,NA,JK4,T,27,2,6,Flies,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivLs,Flying,DivLs,1,1,1,1.8,Kanowski,Malaan SF
443,Cardwellia sublimis,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,50.8,0.28956,143.3383502,0.4267,NA,NA,NA,NA,NA,2,NA,1.4709648,NA,NA,NA,0.49502124,NA,NA,NA,NA,6.9765,0.5733,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447,carsubAjk3,carsubAjk3,Cardwellia_sublimis,Csu,0,NA,JK4,C,41,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.92,Kanowski,Malaan SF
444,Cardwellia sublimis,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,69.2,0.30734,121.9646059,0.3948,NA,NA,NA,NA,NA,2,NA,2.1267928,NA,NA,NA,0.39683935,NA,NA,NA,NA,8.1991,0.6052,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448,carsubAjk4,carsubAjk4,Cardwellia_sublimis,Csu,0,NA,JK4,C,41,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.92,Kanowski,Malaan SF
992,Elaeocarpus largiflorens ssp. largiflorens,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,62.6,0.254,124.6012759,0.4077,NA,NA,NA,NA,NA,1,NA,1.59004,NA,NA,NA,0.490556204,NA,NA,NA,NA,8.0256,0.5923,NA,NA,NA,NA,NA,NA,NA,NA,NA,1732,elalarAjk2,elalarAjk2,Elaeocarpus_largiflorens,Ela,0,NA,JK4,C,29,2,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,0,2.45,Kanowski,Malaan SF
1062,Endiandra palmerstonii,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,53,0.27432,152.4529683,0.4911,NA,NA,NA,NA,NA,1,NA,1.453896,NA,NA,NA,0.555748645,NA,NA,NA,NA,6.5594,0.5089,NA,NA,NA,NA,NA,NA,NA,NA,NA,1772,endpalAjk2,endpalAjk2,Endiandra_palmerstonii,Epa,0,NA,JK4,C,37,4,7,Beetles,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,0,0,1.2,Kanowski,Malaan SF
1239,Flindersia bourjotiana,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,26.8,0.40132,155.9697419,0.3951,NA,NA,NA,NA,NA,2,NA,1.0755376,NA,NA,NA,0.388641837,NA,NA,NA,NA,6.4115,0.6049,NA,NA,NA,NA,NA,NA,NA,NA,NA,1871,flibouAjk2,flibouAjk2,Flindersia_bourjotiana,Fbo,0,NA,JK4,C,38,2,7,Beetles,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.86,Kanowski,Malaan SF
1259,Flindersia brayleyana,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,34.6,0.34926,162.4273138,0.4211,NA,NA,NA,NA,NA,2,NA,1.2084396,NA,NA,NA,0.465061312,NA,NA,NA,NA,6.1566,0.5789,NA,NA,NA,NA,NA,NA,NA,NA,NA,1887,flibraAjk1,flibraAjk1,Flindersia_brayleyana,Fbr,0,NA,JK4,C,42,1,7,Beetles,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,2.72,Kanowski,Malaan SF
1286,Franciscodendron laurifolium,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,62.4,0.21892,114.7433764,0.4619,NA,NA,NA,NA,NA,1,NA,1.3660608,NA,NA,NA,0.524133822,NA,NA,NA,NA,8.7151,0.5381,NA,NA,NA,NA,NA,NA,NA,NA,NA,1903,fralauAjk1,fralauAjk1,Franciscodendron_laurifolium,Fla,0,NA,JK4,C,35,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.55,Kanowski,Malaan SF
1287,Franciscodendron laurifolium,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,57.8,0.22345,134.2552192,0.457,NA,NA,NA,NA,NA,1,NA,1.291541,NA,NA,NA,0.600828907,NA,NA,NA,NA,7.4485,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,1904,fralauAjk2,fralauAjk2,Franciscodendron_laurifolium,Fla,0,NA,JK4,C,35,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.55,Kanowski,Malaan SF
1581,Litsea leefeana,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,45,0.34,137.3324544,0.4858,NA,NA,NA,NA,NA,1,NA,1.53,NA,NA,NA,0.403918984,NA,NA,NA,NA,7.2816,0.5142,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,litleeAjk4,litleeAjk4,Litsea_leefeana,Lle,0,NA,JK4,C,36,3,6.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,1.6,Kanowski,Malaan SF
1730,Neolitsea dealbata,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,47.4,0.1524,82.42664029,0.472,NA,NA,NA,NA,NA,1,NA,0.722376,NA,NA,NA,0.54085722,NA,NA,NA,NA,12.132,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,2130,neodeaAjk3,neodeaAjk3,Neolitsea_dealbata,Nde,0,NA,JK4,T,22,2,6,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrS,DivLs,Flying,DivLs,0,0,0,1.62,Kanowski,Malaan SF
2210,Sloanea australis ssp. parviflora,Stratum_2_adult_plant,Kanowski JK4,-17.58672,145.582,NA,NA,NA,NA,NA,NA,59,0.20654,96.27140835,0.3827,NA,NA,NA,NA,NA,1,NA,1.218586,NA,NA,NA,0.466115079,NA,NA,NA,NA,10.3873,0.6173,NA,NA,NA,NA,NA,NA,NA,NA,NA,2346,sloausAjk2,sloausAjk2,Sloanea_australis,Sau,0,NA,JK4,T,27,3,6.5,Beetles,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.43,Kanowski,Malaan SF
441,Cardwellia sublimis,Stratum_2_adult_plant,Kanowski JK2,-17.54112,145.56136,NA,NA,NA,NA,NA,NA,49.2,0.30734,139.431121,0.4026,NA,NA,NA,NA,NA,2,NA,1.5121128,NA,NA,NA,0.453670596,NA,NA,NA,NA,7.172,0.5974,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443,carsubAjk1,carsubAjk1,Cardwellia_sublimis,Csu,0,NA,JK2,C,41,3,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,1,1.92,Kanowski,Mt Fisher: Kjellberg Rd
991,Elaeocarpus largiflorens ssp. largiflorens,Stratum_2_adult_plant,Kanowski JK2,-17.54112,145.56136,NA,NA,NA,NA,NA,NA,44.8,0.26416,132.1422908,0.4625,NA,NA,NA,NA,NA,1,NA,1.1834368,NA,NA,NA,0.500235807,NA,NA,NA,NA,7.5676,0.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731,elalarAjk1,elalarAjk1,Elaeocarpus_largiflorens,Ela,0,NA,JK2,C,29,2,7,Bees,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,1,1,0,2.45,Kanowski,Mt Fisher: Kjellberg Rd
1061,Endiandra palmerstonii,Stratum_2_adult_plant,Kanowski JK2,-17.54112,145.56136,NA,NA,NA,NA,NA,NA,32.2,0.26416,150.310391,0.4909,NA,NA,NA,NA,NA,1,NA,0.8505952,NA,NA,NA,0.569012685,NA,NA,NA,NA,6.6529,0.5091,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771,endpalAjk1,endpalAjk1,Endiandra_palmerstonii,Epa,0,NA,JK2,C,37,4,7,Beetles,Dry dehiscent or indehsicent without attractant or wing,Wood,Rod,Nonflying,CHR,0,0,0,1.2,Kanowski,Mt Fisher: Kjellberg Rd
1579,Litsea leefeana,Stratum_2_adult_plant,Kanowski JK2,-17.54112,145.56136,NA,NA,NA,NA,NA,NA,29.6,0.32,122.2972312,0.4436,NA,NA,NA,NA,NA,1,NA,0.9472,NA,NA,NA,0.382178848,NA,NA,NA,NA,8.1768,0.5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048,litleeAjk2,litleeAjk2,Litsea_leefeana,Lle,0,NA,JK2,C,36,3,6.5,Beetles,"Fleshy (berry, pome, pepo, etc.)",DrM,DivLs,Flying,DivLs,0,0,0,1.6,Kanowski,Mt Fisher: Kjellberg Rd
2209,Sloanea australis ssp. parviflora,Stratum_2_adult_plant,Kanowski JK2,-17.54112,145.56136,NA,NA,NA,NA,NA,NA,43.4,0.21924,110.1382235,0.4017,NA,NA,NA,NA,NA,1,NA,0.9515016,NA,NA,NA,0.502363727,NA,NA,NA,NA,9.0795,0.5983,NA,NA,NA,NA,NA,NA,NA,NA,NA,2345,sloausAjk1,sloausAjk1,Sloanea_australis,Sau,0,NA,JK2,T,27,3,6.5,Beetles,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.43,Kanowski,Mt Fisher: Kjellberg Rd
2475,Xanthophyllum octandrum,Stratum_2_adult_plant,Kanowski JK2,-17.54112,145.56136,NA,NA,NA,NA,NA,NA,35,0.28814,105.7138327,0.3504,NA,NA,NA,NA,NA,1,NA,1.00849,NA,NA,NA,0.366883573,NA,NA,NA,NA,9.4595,0.6496,NA,NA,NA,NA,NA,NA,NA,NA,NA,2475,xanoctAjk1,xanoctAjk1,Xanthophyllum_octandrum,Xoc,0,NA,JK2,C,32,4,7,Bees,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrM,DivAv,Flying,DivAv,1,1,1,1.73,Kanowski,Mt Fisher: Kjellberg Rd
