site_name,trait_name,unit,value,notes
Ku-ring-gai Chase National Park,longitude,deg,151.1430556,
Ku-ring-gai Chase National Park,latitude,deg,-33.69388889,
Ku-ring-gai Chase National Park,soil_total_P,mgP/kg,94,
