trait_name,find,replace
photosynthetic_pathway,c3 grass,c3
photosynthetic_pathway,c4 grass,c4
photosynthetic_pathway,forb,NA
photosynthetic_pathway,legume,NA
plant_growth_form,c3 grass,graminoid
plant_growth_form,c4 grass,graminoid
plant_growth_form,legume,herb
seed_dormancy_class,mpd,morphophysiological_dormancy
seed_dormancy_class,pd,physical_dormancy
