site_name,trait_name,unit,value,notes
ReadWilsonsProm_forest,longitude,deg,146.3333,
ReadWilsonsProm_forest,latitude,deg,-39.01667,
ReadWilsonsProm_forest,soil_total_P,ppm,410,
ReadWilsonsProm_forest,soil_total_N,%,0.31,
ReadWilsonsProm_heath,longitude,deg,146.3333,
ReadWilsonsProm_heath,latitude,deg,-39.01667,
ReadWilsonsProm_heath,soil_total_P,ppm,90,
ReadWilsonsProm_heath,soil_total_N,%,0.4,
