running #,date_sampled,Site#,S deg,S min,S sec,E deg,E min,E sec,Site Description,Sample#,Genus,species,working title,leaf type,DN#,Field Remarks,# of leafs for LA,LA (cm),dry weight (g),Lab remarks,species_name,latitude (deg),longitude (deg),leaf_area_cm2,physical_defence,leaf_compoundness,Date,Latitude,Longitude,Life-form,Deciduous,habitat,vegetation,soil,surface/groundwater access,fire,N2 fixing,category,Specific Leaf Area (m2 kg-1),Delta vs. PDB-corr. 13/12 C,Delta vs. air-corr 29/28 N,C (g/kg),N (g/kg),P (mg/kg),Rainfall,site_name,Date_to_use,Date_to_use_edited
49,NA,12,NA,NA,NA,NA,NA,NA,Sand Acacia dominated,12.2,Acacia,burkittii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia burkittii,NA,NA,NA,NA,NA,7/21/2010,-30.05277778,119.835,woody,evergreen,plain,shrubland,sand,no,?,N2 fixing,1,1.34640884,-25.6,4.8,513.023,13.385,NA,300,site_12,7/21/2010,7/21/2010
50,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.1,Eucalyptus,yilgarnensis,NA,NA,NA,NA,10,47.86,NA,NA,Eucalyptus yilgarnensis,-30.006,118.211,4.786,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,unlikely,?,non-N2 fixing,2,2.699379583,-24.74,0.17,529.934,13.526,NA,300,site_13,7/21/2010,7/21/2010
51,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.2,Eucalyptus,concinna,NA,NA,NA,NA,10,91.327,NA,NA,Eucalyptus concinna,-30.006,118.211,9.1327,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,unlikely,?,non-N2 fixing,2,2.549609157,-26.62,1.19,522.216,11.275,NA,300,site_13,7/21/2010,7/21/2010
52,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.3,Eucalyptus,brachycorys,NA,NA,NA,NA,20,63.95,NA,NA,Eucalyptus brachycorys,-30.006,118.211,3.1975,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,unlikely,?,non-N2 fixing,2,2.475803329,-24.84,0.36,526.257,11.935,NA,300,site_13,7/21/2010,7/21/2010
53,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.4,Eucalyptus,clelandii,NA,NA,NA,NA,10,187.302,NA,NA,Eucalyptus clelandii,-30.006,118.211,18.7302,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,unlikely,?,non-N2 fixing,2,2.007954545,-27.28,1.46,503.762,9.848,NA,300,site_13,7/21/2010,7/21/2010
54,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.5,Eucalyptus,formanii,NA,NA,NA,NA,20,47.66,NA,NA,Eucalyptus formanii,-30.006,118.211,2.383,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,unlikely,?,non-N2 fixing,2,3.540861813,-26.6,0.92,509.534,13.264,621,300,site_13,7/21/2010,7/21/2010
55,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.6,Acacia,NA,1,lanceolat,5686,NA,20,22.277,NA,NA,Acacia  1,-30.006,118.211,1.11385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_13,NA,7/21/2010
56,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.7,Acacia,NA,2,lanceolat,5687,NA,50,8.458,NA,NA,Acacia  2,-30.006,118.211,0.16916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_13,NA,7/21/2010
57,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.8,Acacia,NA,3 phylloclad,phylloclad,NA,NA,10,18.743,NA,NA,Acacia  3 phylloclad,-30.006,118.211,1.8743,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_13,NA,7/21/2010
58,NA,13,30,0,23,119,47,19,Sand with Casuarina,13.9,Casuarina,NA,paupa,NA,5688,NA,NA,25.8,NA,# of leafs not determinable,Casuarina  paupa,-30.006,118.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_13,NA,7/21/2010
55,NA,13,NA,NA,NA,NA,NA,NA,Sand with Casuarina,13.6,Acacia,prainii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia prainii,NA,NA,NA,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,no,?,N2 fixing,1,2.942800528,-26.01,2.88,533.97,17.143,NA,300,site_13,7/21/2010,7/21/2010
56,NA,13,NA,NA,NA,NA,NA,NA,Sand with Casuarina,13.7,Acacia,multispicata,NA,NA,NA,NA,NA,NA,NA,NA,Acacia multispicata,NA,NA,NA,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,no,?,N2 fixing,1,1.736755647,-24.51,5.2,530.385,14.73,NA,300,site_13,7/21/2010,7/21/2010
57,NA,13,NA,NA,NA,NA,NA,NA,Sand with Casuarina,13.8,Acacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia,NA,NA,NA,NA,NA,7/21/2010,-30.00638889,119.7886111,woody,evergreen,slightly undulating,open shrubland,sandy loam,no,?,N2 fixing,1,1.493466135,-26.28,-1.56,494.141,11.428,NA,300,site_13,7/21/2010,7/21/2010
59,NA,14,30,1,10,119,40,44,"Gravel plain, quartz",14.1,Eucalyptus,grasbyi,NA,NA,5689,NA,20,83.265,NA,NA,Eucalyptus grasbyi,-30.019,118.321,4.16325,NA,NA,7/21/2010,-30.01944444,119.6788889,woody,evergreen,low rise,open woodland,loam over quartz,no,?,non-N2 fixing,2,3.599870298,-24.52,5.15,530.429,15.854,NA,300,site_14,7/21/2010,7/21/2010
60,NA,14,30,1,10,119,40,44,"Gravel plain, quartz",14.2,Eucalyptus,yilgarnensis,NA,NA,NA,NA,20,90.638,NA,NA,Eucalyptus yilgarnensis,-30.019,118.321,4.5319,NA,NA,7/21/2010,-30.01944444,119.6788889,woody,evergreen,low rise,open woodland,loam over quartz,no,?,non-N2 fixing,2,3.711629812,-26.3,-0.25,538.619,10.21,NA,300,site_14,7/21/2010,7/21/2010
61,NA,14,30,1,10,119,40,44,"Gravel plain, quartz",14.3,Eucalyptus,concinna,NA,NA,NA,NA,10,103.189,NA,NA,Eucalyptus concinna,-30.019,118.321,10.3189,NA,NA,7/21/2010,-30.01944444,119.6788889,woody,evergreen,low rise,open woodland,loam over quartz,no,?,non-N2 fixing,2,2.537850467,-25.52,1.75,521.301,10.625,NA,300,site_14,7/21/2010,7/21/2010
62,NA,14,30,1,10,119,40,44,"Gravel plain, quartz",14.4,Acacia,NA,linear,lanceolat,5690,NA,20,15.038,NA,NA,Acacia  linear,-30.019,118.321,0.7519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_14,NA,7/21/2010
62,NA,14,NA,NA,NA,NA,NA,NA,"Gravel plain, quartz",14.4,Acacia,burkittii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia burkittii,NA,NA,NA,NA,NA,7/21/2010,-30.01944444,119.6788889,woody,evergreen,low rise,open woodland,loam over quartz,no,?,N2 fixing,1,2.853510436,-25.85,4.28,518.294,25.136,NA,300,site_14,7/21/2010,7/21/2010
63,NA,15,29,59,45,119,37,36,Manning Range,15.1,Eucalyptus,ebbanoensis,NA,NA,NA,NA,9,152.616,NA,NA,Eucalyptus ebbanoensis,-29.996,118.373,16.95733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_15,NA,7/22/2010
64,NA,15,29,59,45,119,37,36,Manning Range,15.2,Acacia,NA,leafy,phylloid,5692,NA,20,31.995,NA,NA,Acacia  leafy,-29.996,118.373,1.59975,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_15,NA,7/22/2010
65,NA,15,29,59,45,119,37,36,Manning Range,15.3,Acacia,tetragonophylla,NA,thorny,NA,NA,70,7.457,NA,NA,Acacia tetragonophylla,-29.996,118.373,0.106528571,spines_or_thorns,NA,7/22/2010,-29.99583333,119.6266667,woody,evergreen,hillslope,shrubland,stony (ironstone),no,?,N2 fixing,1,1.779713604,-27.74,8.41,506.963,18.614,611,300,site_15,7/22/2010,7/22/2010
63,NA,15,NA,NA,NA,NA,NA,NA,Manning Range,15.1,Eucalyptus,ebbanoensis subsp. ebbanoensis,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus ebbanoensis subsp. ebbanoensis,NA,NA,NA,NA,NA,7/22/2010,-29.99583333,119.6266667,woody,evergreen,hillslope,shrubland,stony (ironstone),no,?,non-N2 fixing,2,2.155897726,-25.62,8.59,532.384,12.548,NA,300,site_15,7/22/2010,7/22/2010
64,NA,15,NA,NA,NA,NA,NA,NA,Manning Range,15.2,Acacia,hemiteles,NA,NA,NA,NA,NA,NA,NA,NA,Acacia hemiteles,NA,NA,NA,NA,NA,7/22/2010,-29.99583333,119.6266667,woody,evergreen,hillslope,shrubland,stony (ironstone),no,?,N2 fixing,1,2.382352941,-26.25,7.35,517.141,15.961,398,300,site_15,7/22/2010,7/22/2010
66,7/22/2010,16,29,57,4,119,23,54,"Road intersect, laterite",16.1,Eucalyptus,longissima,NA,NA,NA,NA,10,88.302,NA,NA,Eucalyptus longissima,-29.951,118.602,8.8302,NA,NA,7/22/2010,-29.95111111,119.3983333,woody,evergreen,plain,shrubland,clay-loam,unlikely,?,non-N2 fixing,2,3.636820428,-26.33,4.17,523.826,14.008,NA,300,site_16,7/22/2010,7/22/2010
67,7/22/2010,16,29,57,4,119,23,54,"Road intersect, laterite",16.2,Eucalyptus,concinna,NA,NA,NA,NA,15,82.461,NA,NA,Eucalyptus concinna,-29.951,118.602,5.4974,NA,NA,7/22/2010,-29.95111111,119.3983333,woody,evergreen,plain,shrubland,clay-loam,unlikely,?,non-N2 fixing,2,1.980331412,-25.94,7.63,520.061,10.081,NA,300,site_16,7/22/2010,7/22/2010
68,7/22/2010,16,29,57,4,119,23,54,"Road intersect, laterite",16.3,Eucalyptus,salubris,NA,NA,NA,NA,20,78.885,NA,NA,Eucalyptus salubris,-29.951,118.602,3.94425,NA,NA,7/22/2010,-29.95111111,119.3983333,woody,evergreen,plain,shrubland,clay-loam,unlikely,?,non-N2 fixing,2,3.310323122,-24.76,4.58,526.014,12.453,NA,300,site_16,7/22/2010,7/22/2010
69,7/22/2010,16,29,57,4,119,23,54,"Road intersect, laterite",16.4,Eucalyptus,yilgarnensis,NA,NA,NA,NA,20,67.985,NA,NA,Eucalyptus yilgarnensis,-29.951,118.602,3.39925,NA,NA,7/22/2010,-29.95111111,119.3983333,woody,evergreen,plain,shrubland,clay-loam,unlikely,?,non-N2 fixing,2,3.231226236,-25.92,3.52,524.085,12.757,NA,300,site_16,7/22/2010,7/22/2010
70,7/22/2010,16,29,57,4,119,23,54,"Road intersect, laterite",16.5,Acacia,NA,linear,lanceolat,5694,NA,20,23.02,NA,NA,Acacia  linear,-29.951,118.602,1.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_16,7/22/2010,7/22/2010
71,7/22/2010,16,29,57,4,119,23,54,"Road intersect, laterite",16.6,Senna,NA,NA,needle like,5695,NA,100,10.32,NA,NA,Senna,-29.951,118.602,0.1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_16,7/22/2010,7/22/2010
72,7/22/2010,16,29,57,4,119,23,54,"Road intersect, laterite",16.7,Acacia,tetragonophylla,NA,thorny,NA,NA,100,9.179,NA,NA,Acacia tetragonophylla,-29.951,118.602,0.09179,spines_or_thorns,NA,7/22/2010,-29.95111111,119.3983333,woody,evergreen,plain,shrubland,clay-loam,unlikely,?,N2 fixing,1,1.799803922,-27.37,5.06,501.208,15.633,401,300,site_16,7/22/2010,7/22/2010
70,NA,16,NA,NA,NA,NA,NA,NA,"Road intersect, laterite",16.5,Acacia,burkittii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia burkittii,NA,NA,NA,NA,NA,7/22/2010,-29.95111111,119.3983333,woody,evergreen,plain,shrubland,clay-loam,unlikely,?,N2 fixing,1,1.454200884,-24.57,8.77,511.725,14.684,NA,300,site_16,7/22/2010,7/22/2010
71,NA,16,NA,NA,NA,NA,NA,NA,"Road intersect, laterite",16.6,Senna,artemisioides subsp. filifolia,NA,NA,NA,NA,NA,NA,NA,NA,Senna artemisioides subsp. filifolia,NA,NA,NA,NA,NA,7/22/2010,-29.95111111,119.3983333,woody,evergreen,plain,shrubland,clay-loam,unlikely,?,N2 fixing,1,1.235928144,-25.44,3.89,516.921,17.216,NA,300,site_16,7/22/2010,7/22/2010
73,NA,17,29,44,54,119,28,33,Spinifex grassland,17.1,Acacia,NA,sp.,phylloid,5696,NA,30,45.139,NA,NA,Acacia  sp.,-29.748,118.524,1.504633333,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_17,NA,7/22/2010
74,NA,17,29,44,54,119,28,33,Spinifex grassland,17.2,Eucalyptus,formanii,NA,NA,NA,NA,30,70.172,NA,NA,Eucalyptus formanii,-29.748,118.524,2.339066667,NA,NA,7/22/2010,-29.74833333,119.4758333,woody,evergreen,broad rise,shrubland,sand,no,?,non-N2 fixing,2,3.134077713,-26.29,4.22,522.808,10.702,NA,300,site_17,7/22/2010,7/22/2010
75,NA,17,29,44,54,119,28,33,Spinifex grassland,17.3,Eucalyptus,moderata,NA,NA,NA,NA,10,141.548,NA,NA,Eucalyptus moderata,-29.748,118.524,14.1548,NA,NA,7/22/2010,-29.74833333,119.4758333,woody,evergreen,broad rise,shrubland,sand,no,?,non-N2 fixing,2,3.254725224,-27.27,3.45,533.293,11.111,407,300,site_17,7/22/2010,7/22/2010
73,NA,17,NA,NA,NA,NA,NA,NA,Spinifex grassland,17.1,Acacia,prainii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia prainii,NA,NA,NA,NA,NA,7/22/2010,-29.74833333,119.4758333,woody,evergreen,broad rise,shrubland,sand,no,?,N2 fixing,1,2.8211875,#-14.42,1.38,467.439,14.844,NA,300,site_17,7/22/2010,7/22/2010
76,NA,18,29,43,23,119,29,21,P theory site,18.1,Acacia,NA,sp. 2,lanceolat,5697,NA,30,22.575,NA,NA,Acacia  sp. 2,-29.723,118.511,0.7525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_18,NA,7/22/2010
77,NA,18,29,43,23,119,29,21,P theory site,18.2,Eucalyptus,leptopoda,NA,NA,NA,NA,20,128.398,NA,NA,Eucalyptus leptopoda,-29.723,118.511,6.4199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_18,NA,7/22/2010
76,NA,18,NA,NA,NA,NA,NA,NA,P theory site,18.1,Acacia,coolgardiensis subsp. effusa?,NA,NA,NA,NA,NA,NA,NA,NA,Acacia coolgardiensis subsp. effusa?,NA,NA,NA,NA,NA,7/22/2010,-29.72305556,119.4891667,woody,evergreen,rise,shrubland,gravelly sand,no,?,N2 fixing,1,2.084487535,-26.1,10.19,536.781,18.325,NA,300,site_18,7/22/2010,7/22/2010
77,NA,18,NA,NA,NA,NA,NA,NA,P theory site,18.2,Eucalyptus,leptopoda subsp. subluta,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus leptopoda subsp. subluta,NA,NA,NA,NA,NA,7/22/2010,-29.72305556,119.4891667,woody,evergreen,rise,shrubland,gravelly sand,no,?,non-N2 fixing,2,3.458997845,-25.52,9.77,496.94,12.337,NA,300,site_18,7/22/2010,7/22/2010
78,NA,19,29,40,28,119,21,58,Mulga,19.1,Eucalyptus,ewartiana,NA,NA,NA,NA,20,102.671,NA,NA,Eucalyptus ewartiana,-29.674,118.634,5.13355,NA,NA,7/22/2010,-29.67444444,119.3661111,woody,evergreen,plain,shrubland,loam,no,?,non-N2 fixing,2,2.368966313,-24.88,10.75,534.243,9.971,NA,300,site_19,7/22/2010,7/22/2010
79,NA,19,29,40,28,119,21,58,Mulga,19.2,Acacia,NA,grey mulga,phylloid,NA,NA,20,35.358,NA,NA,Acacia  grey mulga,-29.674,118.634,1.7679,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_19,NA,7/22/2010
80,NA,19,29,40,28,119,21,58,Mulga,19.3,Acacia,NA,linear,lanceolat,5698,NA,10,21.721,NA,NA,Acacia  linear,-29.674,118.634,2.1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_19,NA,7/22/2010
81,NA,19,29,40,28,119,21,58,Mulga,19.4,Acacia,aneura,NA,lanceolat,NA,NA,20,14.37,NA,NA,Acacia aneura,-29.674,118.634,0.7185,NA,NA,7/22/2010,-29.67444444,119.3661111,woody,evergreen,plain,shrubland,loam,no,?,N2 fixing,1,1.665121669,-26.26,7.43,528.108,15.312,NA,300,site_19,7/22/2010,7/22/2010
79,NA,19,NA,NA,NA,NA,NA,NA,Mulga,19.2,Acacia,aneura var. argentea,NA,NA,NA,NA,NA,NA,NA,NA,Acacia aneura var. argentea,NA,NA,NA,NA,NA,7/22/2010,-29.67444444,119.3661111,woody,evergreen,plain,shrubland,loam,no,?,N2 fixing,1,1.748664688,-25.6,10.7,522.012,17.26,NA,300,site_19,7/22/2010,7/22/2010
80,NA,19,NA,NA,NA,NA,NA,NA,Mulga,19.3,Acacia,ramulosa var. ramulosa?,NA,NA,NA,NA,NA,NA,NA,NA,Acacia ramulosa var. ramulosa?,NA,NA,NA,NA,NA,7/22/2010,-29.67444444,119.3661111,woody,evergreen,plain,shrubland,loam,no,?,N2 fixing,1,1.453882195,-25.3,11.71,507.64,14.834,NA,300,site_19,7/22/2010,7/22/2010
5,7/17/2010,2,NA,NA,NA,NA,NA,NA,Lancelin Pseudo-Pinnicals,2.1,Callistemon,NA,NA,NA,NA,NA,50,6.913,NA,NA,Callistemon,NA,NA,0.13826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_2,7/17/2010,7/17/2010
6,7/17/2010,2,NA,NA,NA,NA,NA,NA,Lancelin Pseudo-Pinnicals,2.2,Gastrolobium,NA,NA,thorny,NA,NA,70,4.838,NA,NA,Gastrolobium,NA,NA,0.069114286,spines_or_thorns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_2,7/17/2010,7/17/2010
7,7/17/2010,2,NA,NA,NA,NA,NA,NA,Lancelin Pseudo-Pinnicals,2.3,Macrozamia,NA,NA,NA,NA,NA,5,39.582,NA,NA,Macrozamia,NA,NA,7.9164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_2,7/17/2010,7/17/2010
82,NA,20,29,0,54,118,53,27,"Sand after Lake Barlee, 1-2 yrs after burn",20.1,Acacia,NA,sp. 1,lanceolat,5699,NA,20,13.422,NA,NA,Acacia  sp. 1,-29.015,117.109,0.6711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_20,NA,7/22/2010
83,NA,20,29,0,54,118,53,27,"Sand after Lake Barlee, 1-2 yrs after burn",20.2,Acacia,NA,sp. 2,lanceolat,5700,NA,30,13.2,NA,NA,Acacia  sp. 2,-29.015,117.109,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_20,NA,7/22/2010
84,NA,20,29,0,54,118,53,27,"Sand after Lake Barlee, 1-2 yrs after burn",20.3,Eucalyptus,oldfieldii,NA,NA,NA,NA,20,73.447,NA,NA,Eucalyptus oldfieldii,-29.015,117.109,3.67235,NA,NA,7/22/2010,-29.015,118.8908333,woody,evergreen,plain,open shrubland,sand,no,burnt 2 yr ago,non-N2 fixing,2,2.261995688,-26.62,6.09,523.45,12.781,NA,300,site_20,7/22/2010,7/22/2010
82,NA,20,NA,NA,NA,NA,NA,NA,"Sand after Lake Barlee, 1-2 yrs after burn",20.1,Acacia,coolgardiensis subsp. effusa,NA,NA,NA,NA,NA,NA,NA,NA,Acacia coolgardiensis subsp. effusa,NA,NA,NA,NA,NA,7/22/2010,-29.015,118.8908333,woody,evergreen,plain,open shrubland,sand,no,burnt 2 yr ago,N2 fixing,1,1.780106101,-26.87,8.35,504.141,19.561,NA,300,site_20,7/22/2010,7/22/2010
83,NA,20,NA,NA,NA,NA,NA,NA,"Sand after Lake Barlee, 1-2 yrs after burn",20.2,Acacia,prainii,NA,NA,NA,NA,NA,NA,NA,NA,Acacia prainii,NA,NA,NA,NA,NA,7/22/2010,-29.015,118.8908333,woody,evergreen,plain,open shrubland,sand,no,burnt 2 yr ago,N2 fixing,1,2.078740157,-25.22,8.26,515.142,22.35,NA,300,site_20,7/22/2010,7/22/2010
85,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua burnt,21.1,Acacia,aneura,NA,lanceolat,NA,NA,30,20.615,NA,NA,Acacia aneura,-28.709,117.379,0.687166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
86,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua burnt,21.2,Acacia,NA,sp. 1,lanceolat,5702,NA,20,28.1,NA,NA,Acacia  sp. 1,-28.709,117.379,1.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
87,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua burnt,21.3,Acacia,NA,sp. 2,phylloid,5703,NA,20,22.666,NA,NA,Acacia  sp. 2,-28.709,117.379,1.1333,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
88,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua burnt,21.4,Acacia,NA,sp. 3,lanceolat,5704,NA,30,13.89,NA,NA,Acacia  sp. 3,-28.709,117.379,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
89,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua unburnt,21.5,Acacia,aneura,NA,lanceolat,NA,NA,20,13.049,NA,NA,Acacia aneura,-28.709,117.379,0.65245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
90,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua unburnt,21.6,Acacia,NA,sp. 1,lanceolat,NA,NA,20,17,NA,NA,Acacia  sp. 1,-28.709,117.379,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
91,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua unburnt,21.7,Acacia,NA,sp. 2,phylloid,NA,NA,20,23.15,NA,NA,Acacia  sp. 2,-28.709,117.379,1.1575,NA,phyllode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
92,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua unburnt,21.8,Acacia,NA,sp. 3,lanceolat,NA,NA,30,13.472,NA,NA,Acacia  sp. 3,-28.709,117.379,0.449066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
93,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua unburnt,21.9,Acacia,tetragonophylla,NA,needle like,NA,NA,100,3.9,NA,NA,Acacia tetragonophylla,-28.709,117.379,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
94,NA,21,28,42,34,118,37,14,Sand Lunch at E. obliqua unburnt,21.1,Acacia,NA,sp. 4,scale like,5705,NA,50,23.78,NA,NA,Acacia  sp. 4,-28.709,117.379,0.4756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,site_21,NA,7/22/2010
85,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia burnt,21.1,Acacia,aneura,NA,NA,NA,NA,NA,NA,NA,NA,Acacia aneura,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,recently burnt,N2 fixing,1,1.684232026,-24.38,7.5,549.245,16.928,653,300,site_21,7/22/2010,7/22/2010
86,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia burnt,21.2,Acacia,ramulosa var. ramulosa,NA,NA,NA,NA,NA,NA,NA,NA,Acacia ramulosa var. ramulosa,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,recently burnt,N2 fixing,1,1.318011257,-25.76,12.55,511.473,13.472,NA,300,site_21,7/22/2010,7/22/2010
87,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia burnt,21.3,Acacia,sclerosperma subsp. sclerosperma,NA,NA,NA,NA,NA,NA,NA,NA,Acacia sclerosperma subsp. sclerosperma,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,recently burnt,N2 fixing,1,1.832336297,-23.5,12.92,516.085,15.72,NA,300,site_21,7/22/2010,7/22/2010
88,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia burnt,21.4,Acacia,resinimarginea?,NA,NA,NA,NA,NA,NA,NA,NA,Acacia resinimarginea?,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,recently burnt,N2 fixing,1,1.440871369,-24.91,9.92,509.771,23.914,NA,300,site_21,7/22/2010,7/22/2010
89,NA,21,NA,NA,NA,NA,NA,NA,Sand Lunch at E. orbifolia unburnt,21.5,Acacia,aneura,NA,NA,NA,NA,NA,NA,NA,NA,Acacia aneura,NA,NA,NA,NA,NA,7/22/2010,-28.70944444,118.6205556,woody,evergreen,undulating,shrubland,gravelly loam,no,not recently burnt,N2 fixing,1,1.649683944,-25.92,6.76,529.329,17.89,NA,300,site_21,7/22/2010,7/22/2010
