Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name
022286-a,022286-a,Acacia mucronata subsp. dependens,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Navarre Plains. Harback Road.,-42.21525,146.194389,,11378,,11.9568,,,-20,1/30/2019,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.21525_lat_and_146.194389_long
022286-a-trial,022286-a,Acacia mucronata subsp. dependens,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Navarre Plains. Harback Road.,-42.21525,146.194389,,,,,,,,1/30/2019,,,,,,,,,,,,,,,,,,50,,89,,,,,,,,,seeds_collected_at_-42.21525_lat_and_146.194389_long
021340-a,021340-a,Aristotelia peduncularis,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Franklin River nature trail.,-42.215583,146.020167,,2156,,6.974,,,-20,3/17/2017,11/15/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.215583_lat_and_146.020167_long
021340-a-trial,021340-a,Aristotelia peduncularis,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Franklin River nature trail.,-42.215583,146.020167,,,,,,,,3/17/2017,11/15/2017,,,,,,,,,,,11/15/2017,,,,,,40,,28,,,,,,,,,seeds_collected_at_-42.215583_lat_and_146.020167_long
021417-a,021417-a,Anodopetalum biglandulosum,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Franklin River nature trail.,-42.216139,146.018389,,1350,,3.4672,,,-20,3/24/2017,7/19/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.216139_lat_and_146.018389_long
021417-a-trial,021417-a,Anodopetalum biglandulosum,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Franklin River nature trail.,-42.216139,146.018389,,,,,,,,3/24/2017,7/19/2017,,,,,,,,,,,7/19/2017,,,,,,20,,6,,,,,,,,,seeds_collected_at_-42.216139_lat_and_146.018389_long
020427-a,020427-a,Carex austrotenella,Tasmanian Seed Conservation Centre,Franklin-Gordon Wild Rivers National Park. Franklin River nature trail.,-42.216472,146.018778,,3489,,0.6724,,,-20,2/12/2016,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.216472_lat_and_146.018778_long
009152-a,009152-a,Pimelea pauciflora,Tasmanian Seed Conservation Centre,14 Mile Road. Third bridge heading south from Lyell Highway.,-42.229778,146.400694,,2727,,7.42,,,-20,2/16/2009,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.229778_lat_and_146.400694_long
009141-a,009141-a,Pimelea ligustrina subsp. ligustrina,Tasmanian Seed Conservation Centre,14 Mile Road. Third bridge heading south from Lyell Highway.,-42.229778,146.400694,,2556,,2.312,,,-20,2/16/2009,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.229778_lat_and_146.400694_long
009141-a-trial,009141-a,Pimelea ligustrina subsp. ligustrina,Tasmanian Seed Conservation Centre,14 Mile Road. Third bridge heading south from Lyell Highway.,-42.229778,146.400694,,,,,,,,2/16/2009,,,,,,,,,,,,,,,,,,20,,7,,,,,,,,,seeds_collected_at_-42.229778_lat_and_146.400694_long
015730-a,015730-a,Trachymene humilis subsp. humilis,Tasmanian Seed Conservation Centre,Lyell Highway. Plain south of Bronte Lagoon.,-42.236139,146.48886100000001,,7861,,2.16,,,-20,2/28/2012,5/21/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.236139_lat_and_146.488861_long
015730-a-trial,015730-a,Trachymene humilis subsp. humilis,Tasmanian Seed Conservation Centre,Lyell Highway. Plain south of Bronte Lagoon.,-42.236139,146.48886100000001,,,,,,,,2/28/2012,5/21/2013,,,,,,,,,,,5/21/2013,,,,,,20,,79,,,,,,,,,seeds_collected_at_-42.236139_lat_and_146.488861_long
024574-a,024574-a,Carex longebrachiata,Tasmanian Seed Conservation Centre,"Lake Binney Conservation Area. Grassland at north end of reserve, south of Bradys Creek.",-42.238278,146.48325,,3721,,2.0452,,,-20,2/22/2023,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.238278_lat_and_146.48325_long
020207-a,020207-a,Gentianella brevisepala,Tasmanian Seed Conservation Centre,Lyell Highway. North and south slopes above Bradys Creek. West of Bradys Lake.,-42.238972,146.486583,,16981,,0.1648,,,-20,1/17/2016,9/29/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.238972_lat_and_146.486583_long
020207-a-trial,020207-a,Gentianella brevisepala,Tasmanian Seed Conservation Centre,Lyell Highway. North and south slopes above Bradys Creek. West of Bradys Lake.,-42.238972,146.486583,,,,,,,,1/17/2016,9/29/2016,,,,,,,,,,,9/29/2016,,,,,,49,,99,,,,,,,,,seeds_collected_at_-42.238972_lat_and_146.486583_long
024585-a,024585-a,Podolepis decipiens,Tasmanian Seed Conservation Centre,"Lake Binney Conservation Area. Grassland at north end of reserve, south of Bradys Creek.",-42.239056,146.481111,,9440,,0.8088,,,-20,2/22/2023,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.239056_lat_and_146.481111_long
024585-a,024585-a,Podolepis decipiens,Tasmanian Seed Conservation Centre,"Lake Binney Conservation Area. Grassland at north end of reserve, south of Bradys Creek.",-42.239056,146.481111,,9440,,0.8088,,,-20,2/22/2023,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.239056_lat_and_146.481111_long
024299-a,024299-a,Pappochroma pappocromum,Tasmanian Seed Conservation Centre,"Lake Binney Conservation Area. Grassland at north end of reserve, south of Bradys Creek.",-42.239778,146.480139,,5356,,0.6416,,,-20,,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.239778_lat_and_146.480139_long
024299-a,024299-a,Pappochroma pappocromum,Tasmanian Seed Conservation Centre,"Lake Binney Conservation Area. Grassland at north end of reserve, south of Bradys Creek.",-42.239778,146.480139,,5356,,0.6416,,,-20,,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.239778_lat_and_146.480139_long
000539-a,000539-a,Eucalyptus pauciflora subsp. pauciflora,Tasmanian Seed Conservation Centre,Lake Highway. 1km north of southerly Waddamana turnoff.,-42.259233,146.937683,,6000,,3.45988,,,-20,6/21/2005,11/21/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.259233_lat_and_146.937683_long
000539-a-trial,000539-a,Eucalyptus pauciflora subsp. pauciflora,Tasmanian Seed Conservation Centre,Lake Highway. 1km north of southerly Waddamana turnoff.,-42.259233,146.937683,,,,,,,,6/21/2005,11/21/2006,,,,,,,,,,,11/21/2006,,,,,,20,,81,,,,,,,,,seeds_collected_at_-42.259233_lat_and_146.937683_long
004037-a,004037-a,Pomaderris elachophylla,Tasmanian Seed Conservation Centre,Butlers Gorge. Clarks Dam.,-42.272722,146.284472,,547,,0.6724,,,-20,2/25/2007,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.272722_lat_and_146.284472_long
004026-a,004026-a,Australopyrum pectinatum,Tasmanian Seed Conservation Centre,Lyell Highway. Dam wall of Tungatinah Lagoon.,-42.273556,146.462639,,860,,6.2672,,,-20,2/25/2007,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.273556_lat_and_146.462639_long
004026-a-trial,004026-a,Australopyrum pectinatum,Tasmanian Seed Conservation Centre,Lyell Highway. Dam wall of Tungatinah Lagoon.,-42.273556,146.462639,,,,,,,,2/25/2007,,,,,,,,,,,,,,,,,,11,,100,,,,,,,,,seeds_collected_at_-42.273556_lat_and_146.462639_long
022792-a,022792-a,Pomaderris elachophylla,Tasmanian Seed Conservation Centre,Butlers Gorge Road.~1.1km southeast from Clark Dam wall. Adjacent to disused quarry on spur road.,-42.273972,146.271306,,1916,,0.6904,,,-20,2/25/2020,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.273972_lat_and_146.271306_long
022792-a-trial,022792-a,Pomaderris elachophylla,Tasmanian Seed Conservation Centre,Butlers Gorge Road.~1.1km southeast from Clark Dam wall. Adjacent to disused quarry on spur road.,-42.273972,146.271306,,,,,,,,2/25/2020,,,,,,,,,,,,,,,,,,20,,63,,,,,,,,,seeds_collected_at_-42.273972_lat_and_146.271306_long
004136-a,004136-a,Pomaderris elachophylla,Tasmanian Seed Conservation Centre,1km east of Butlers Gorge Dam. North side of road at quarry.,-42.274472,146.271361,,4954,,0.6344,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.274472_lat_and_146.271361_long
004136-a-trial,004136-a,Pomaderris elachophylla,Tasmanian Seed Conservation Centre,1km east of Butlers Gorge Dam. North side of road at quarry.,-42.274472,146.271361,,,,,,,,,,,,,,,,,,,,,,,,,,21,,69,,,,,,,,,seeds_collected_at_-42.274472_lat_and_146.271361_long
011704-a,011704-a,Bossiaea cordigera,Tasmanian Seed Conservation Centre,Tungatinah. Tungatinah Lagoon. Dam wall just off Lyell Highway.,-42.274556,146.461722,,2125,,2.338,,,-20,1/14/2010,7/14/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.274556_lat_and_146.461722_long
011704-a-trial,011704-a,Bossiaea cordigera,Tasmanian Seed Conservation Centre,Tungatinah. Tungatinah Lagoon. Dam wall just off Lyell Highway.,-42.274556,146.461722,,,,,,,,1/14/2010,7/14/2010,,,,,,,,,,,7/14/2010,,,,,,20,,86,,,,,,,,,seeds_collected_at_-42.274556_lat_and_146.461722_long
022781-a,022781-a,Pomaderris elachophylla,Tasmanian Seed Conservation Centre,Butlers Gorge Road. 50m north of junction with canal service road.,-42.274917,146.325528,,1138,,0.7012,,,-20,2/25/2020,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.274917_lat_and_146.325528_long
000748-a,000748-a,Eucalyptus brookeriana,Tasmanian Seed Conservation Centre,Brookeriana Forest Reserve. East side of road.,-42.274917,147.092167,,17592,,0.64804,,,-20,7/26/2005,11/29/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.274917_lat_and_147.092167_long
000748-a-trial,000748-a,Eucalyptus brookeriana,Tasmanian Seed Conservation Centre,Brookeriana Forest Reserve. East side of road.,-42.274917,147.092167,,,,,,,,7/26/2005,11/29/2006,,,,,,,,,,,11/29/2006,,,,,,50,,90,,,,,,,,,seeds_collected_at_-42.274917_lat_and_147.092167_long
004147-a,004147-a,Dichelachne inaequiglumis,Tasmanian Seed Conservation Centre,5km east of Butlers Gorge along road verge.,-42.275222,146.277944,,1212,,0.5224,,,-20,,7/20/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.275222_lat_and_146.277944_long
004147-a-trial,004147-a,Dichelachne inaequiglumis,Tasmanian Seed Conservation Centre,5km east of Butlers Gorge along road verge.,-42.275222,146.277944,,,,,,,,,7/20/2007,,,,,,,,,,,7/20/2007,,,,,,20,,87,,,,,,,,,seeds_collected_at_-42.275222_lat_and_146.277944_long
000759-a,000759-a,Eucalyptus barberi,Tasmanian Seed Conservation Centre,1km northeast of the summit of Sassafras Hill (Butlers Ridge Nature Reserve).,-42.286389,147.882389,,2470,,1.0712,,,-20,7/26/2005,11/29/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.286389_lat_and_147.882389_long
000759-a-trial,000759-a,Eucalyptus barberi,Tasmanian Seed Conservation Centre,1km northeast of the summit of Sassafras Hill (Butlers Ridge Nature Reserve).,-42.286389,147.882389,,,,,,,,7/26/2005,11/29/2006,,,,,,,,,,,11/29/2006,,,,,,20,,96,,,,,,,,,seeds_collected_at_-42.286389_lat_and_147.882389_long
017281-a,017281-a,Leptecophylla divaricata,Tasmanian Seed Conservation Centre,"Butlers Ridge Nature Reserve. Northwest slope of Sassafras Hill, just up above Mackays Road.",-42.2875,147.865222,,3696,,23.9334375,,,-20,4/30/2013,8/14/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.2875_lat_and_147.865222_long
019954-a,019954-a,Gahnia grandis,Tasmanian Seed Conservation Centre,Lyell Highway. Tarraleah. Powerline easement.,-42.293306,146.43325,,876,,7.9696,,,-20,11/20/2015,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.293306_lat_and_146.43325_long
019954-a-trial,019954-a,Gahnia grandis,Tasmanian Seed Conservation Centre,Lyell Highway. Tarraleah. Powerline easement.,-42.293306,146.43325,,,,,,,,11/20/2015,,,,,,,,,,,,,,,,,,120,,7,,,,,,,,,seeds_collected_at_-42.293306_lat_and_146.43325_long
012903-a,012903-a,Juncus vaginatus,Tasmanian Seed Conservation Centre,Oatlands. Lake Dulverton Wildlife Sanctuary.,-42.298611,147.37975,,620817,,0.0092,,,-20,2/26/2010,7/16/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.298611_lat_and_147.37975_long
012903-a-trial,012903-a,Juncus vaginatus,Tasmanian Seed Conservation Centre,Oatlands. Lake Dulverton Wildlife Sanctuary.,-42.298611,147.37975,,,,,,,,2/26/2010,7/16/2010,,,,,,,,,,,7/16/2010,,,,,,50,,100,,,,,,,,,seeds_collected_at_-42.298611_lat_and_147.37975_long
012463-a,012463-a,Rumex bidens,Tasmanian Seed Conservation Centre,Oatlands. Lake Dulverton. North end near public toilets.,-42.299917,147.376944,,558,,1.8868,,,-20,,7/21/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.299917_lat_and_147.376944_long
012463-a-trial,012463-a,Rumex bidens,Tasmanian Seed Conservation Centre,Oatlands. Lake Dulverton. North end near public toilets.,-42.299917,147.376944,,,,,,,,,7/21/2010,,,,,,,,,,,7/21/2010,,,,,,10,,100,,,,,,,,,seeds_collected_at_-42.299917_lat_and_147.376944_long
000682-a,000682-a,Eucalyptus globulus subsp. globulus,Tasmanian Seed Conservation Centre,Butlers Ridge Nature Reserve. Lilly Flats (Little Swanport).,-42.301861,147.866278,,3270,,3.2244,,,-20,,11/29/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.301861_lat_and_147.866278_long
000682-a-trial,000682-a,Eucalyptus globulus subsp. globulus,Tasmanian Seed Conservation Centre,Butlers Ridge Nature Reserve. Lilly Flats (Little Swanport).,-42.301861,147.866278,,,,,,,,,11/29/2006,,,,,,,,,,,11/29/2006,,,,,,20,,100,,,,,,,,,seeds_collected_at_-42.301861_lat_and_147.866278_long
000990-a,000990-a,Persoonia juniperina,Tasmanian Seed Conservation Centre,"200m inland from Moreys Bay Hut, Schouten Island.",-42.302778000000004,148.273333,,148,,93.3601351,,,-20,11/11/2005,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.302778_lat_and_148.273333_long
020548-a,020548-a,Carex cheesemanniana,Tasmanian Seed Conservation Centre,Tarraleah. 14 Mile Road. 200m north of Junction with Lyell Highway.,-42.303583,146.420917,,3225,,1.64,,,-20,2/26/2016,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.303583_lat_and_146.420917_long
020735-a,020735-a,Carex subtilis,Tasmanian Seed Conservation Centre,Tarraleah. 14 Mile Road. 200m north of Junction with Lyell Highway.,-42.303583,146.420917,,542,,1.9012,,,-20,2/26/2016,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.303583_lat_and_146.420917_long
020559-a,020559-a,Isolepis subtilissima,Tasmanian Seed Conservation Centre,Tarraleah. 14 Mile Road. 200m north of junction with Lyell Highway.,-42.304194,146.420694,,34629,,0.049,,,-20,2/26/2016,9/29/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.304194_lat_and_146.420694_long
020559-a-trial,020559-a,Isolepis subtilissima,Tasmanian Seed Conservation Centre,Tarraleah. 14 Mile Road. 200m north of junction with Lyell Highway.,-42.304194,146.420694,,,,,,,,2/26/2016,9/29/2016,,,,,,,,,,,9/29/2016,,,,,,50,,88,,,,,,,,,seeds_collected_at_-42.304194_lat_and_146.420694_long
004158-a,004158-a,Juncus astreptus,Tasmanian Seed Conservation Centre,"Butlers Gorge road, 3km from Lyell Highway.",-42.305361,146.389583,,180922,,0.013,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.305361_lat_and_146.389583_long
004158-a-trial,004158-a,Juncus astreptus,Tasmanian Seed Conservation Centre,"Butlers Gorge road, 3km from Lyell Highway.",-42.305361,146.389583,,,,,,,,,,,,,,,,,,,,,,,,,,50,,100,,,,,,,,,seeds_collected_at_-42.305361_lat_and_146.389583_long
000979-a,000979-a,Hakea megadenia,Tasmanian Seed Conservation Centre,"Freycinet National Park. Schouten Island. Chinese Creek Falls, 1km south of Moreys Bay.",-42.309333,148.277306,,622,,5.8616,,,-20,11/11/2005,7/12/2006,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.309333_lat_and_148.277306_long
000979-a-trial-retest,000979-a,Hakea megadenia,Tasmanian Seed Conservation Centre,"Freycinet National Park. Schouten Island. Chinese Creek Falls, 1km south of Moreys Bay.",-42.309333,148.277306,,,,,,,,11/11/2005,7/12/2006,,,,,,,,,,,8/13/2018,,,,,,,,100,,,,,,,,,seeds_collected_at_-42.309333_lat_and_148.277306_long
000979-a-trial,000979-a,Hakea megadenia,Tasmanian Seed Conservation Centre,"Freycinet National Park. Schouten Island. Chinese Creek Falls, 1km south of Moreys Bay.",-42.309333,148.277306,,,,,,,,11/11/2005,7/12/2006,,,,,,,,,,,7/12/2006,,,,,,10,,100,,,,,,,,,seeds_collected_at_-42.309333_lat_and_148.277306_long
023518-a,023518-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,1337,,3.2408,,,-20,12/21/2020,3/15/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
022737-a,022737-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,3565,,2.0228,,,-20,1/15/2020,12/13/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
020229-a,020229-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,999,,3.066,,,-20,1/21/2016,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
022209-a,022209-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,1284,,3.1052,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
024816-a,024816-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,6384,,3.6248,,,-20,12/21/2022,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
024101-a,024101-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,2777,,2.3092,,,-20,,7/21/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
022737-ECS,022737-ECS,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,4542,,1.932,,,-20,1/15/2020,12/13/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
019470-a,019470-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,144,,3.3326388,,,-20,,6/16/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
021890-a,021890-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,1206,,3.5468,,,-20,,9/19/2018,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
021186-a,021186-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,300,,3.5123333,,,-20,,11/17/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
022209-a-trial,022209-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,,,,,,,,,,,,,,,,,,,,,,,,,20,,65,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
021890-a-trial,021890-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,,,,,,,,9/19/2018,,,,,,,,,,,9/19/2018,,,,,,20,,45,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
020229-a-trial,020229-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.314667,148.288806,,,,,,,,1/21/2016,,,,,,,,,,,,,,,,,,10,,12,,,,,,,,,seeds_collected_at_-42.314667_lat_and_148.288806_long
017545-a,017545-a,Pimelea leiophylla,Tasmanian Seed Conservation Centre,Freycinet National Park. Schouten Island. East side of island.,-42.315194,148.289639,,974,,3.736666,,,-20,,8/20/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-42.315194_lat_and_148.289639_long_2
