Family,Taxon,Rainforest or Sclerophyll,TTFS,Fire response,Seed longevity
STERCULIACEAE,Helicteres sp. Douglas Springs (I.D.Cowie 9235),SCL,1,2,2
STERCULIACEAE,Helicteres sp. Glenluckie Creek (N.B.Byrnes 1280),SCL,1,2,2
STERCULIACEAE,Helicteres sp. Kakadu (L.G.Adams 3089),SCL,3,2,2
STERCULIACEAE,Helicteres sp. Litchfield (D.M.J.S.Bowman 185),SCL,1,2,2
STERCULIACEAE,Hildegardia australiensis,RF,5,1,2
STERCULIACEAE,Keraudrenia nephrosperma,SCL,2,2,2
STERCULIACEAE,Melhania oblongifolia,SCL,1,1,2
STERCULIACEAE,Melochia corchorifolia,SCL,1,1,2
STERCULIACEAE,Melochia pyramidata,SCL,1,1,2
STERCULIACEAE,Rulingia loxophylla,SCL,3,2,2
STERCULIACEAE,Rulingia magniflora,SCL,2,2,2
STERCULIACEAE,Sterculia holtzei,RF,5,2,1
STERCULIACEAE,Sterculia quadrifida,RF,4,2,1
STERCULIACEAE,Waltheria indica,SCL,1,2,2
SURIANACEAE,Stylobasium spathulatum,SCL,2,2,2
THEACEAE,Ternstroemia cherryi,RF,5,1,1
THYMELAEACEAE,Arnhemia cryptantha,SCL,2,2,2
THYMELAEACEAE,Phaleria macrocarpa,RF,4,1,1
THYMELAEACEAE,Phaleria octandra,RF,3,1,1
THYMELAEACEAE,Pimelea microcephala subsp. microcephala,SCL,3,2,2
THYMELAEACEAE,Pimelea trichostachya,SCL,1,1,2
TILIACEAE,Berrya javanica,RF,4,2,2
TILIACEAE,Corchorus capsularis,SCL,1,1,2
TILIACEAE,Corchorus fascicularis,SCL,1,1,2
TILIACEAE,Corchorus macropterus,SCL,1,1,2
TILIACEAE,Corchorus pumilio,SCL,1,1,2
TILIACEAE,Corchorus sericeus subsp. densiflorus,SCL,1,1,2
TILIACEAE,Corchorus sericeus subsp. indeterminate,SCL,1,1,2
TILIACEAE,Corchorus sericeus subsp. sericeus,SCL,1,1,2
TILIACEAE,Corchorus sidoides subsp. indeterminate,SCL,2,1,2
TILIACEAE,Corchorus sidoides subsp. rostrisepalus,SCL,1,1,2
TILIACEAE,Corchorus sidoides subsp. sidoides,SCL,2,1,2
TILIACEAE,Corchorus sidoides subsp. vermicularis,SCL,1,1,2
TILIACEAE,Corchorus sublatus,SCL,1,1,2
TILIACEAE,Corchorus walcottii,SCL,1,2,2
TILIACEAE,Grewia breviflora,RF,4,2,1
TILIACEAE,Grewia mesomischa,RF,2,2,1
TILIACEAE,Grewia orbifolia,SCL,3,2,2
TILIACEAE,Grewia oxyphylla,RF,3,2,1
TILIACEAE,Grewia retusifolia,SCL,2,2,1
TILIACEAE,Schoutenia ovata,RF,5,2,2
TILIACEAE,Triumfetta albida,SCL,2,2,2
TILIACEAE,Triumfetta antrorsa,SCL,1,1,2
TILIACEAE,Triumfetta aquila,SCL,1,1,2
TILIACEAE,Triumfetta arnhemica,SCL,1,1,2
TILIACEAE,Triumfetta centralis,SCL,1,1,2
TILIACEAE,Triumfetta chaetocarpa,SCL,1,1,2
TILIACEAE,Triumfetta cinerea,SCL,1,1,2
TILIACEAE,Triumfetta clivorum subsp. brevipetala,SCL,1,1,2
TILIACEAE,Triumfetta denticulata,SCL,1,1,2
TILIACEAE,Triumfetta deserticola,SCL,1,1,2
TILIACEAE,Triumfetta fissurata,SCL,1,1,2
TILIACEAE,Triumfetta glaucescens,SCL,1,1,2
TILIACEAE,Triumfetta inermis,SCL,1,1,2
TILIACEAE,Triumfetta johnstonii,SCL,1,1,2
TILIACEAE,Triumfetta litticola,SCL,1,1,2
TILIACEAE,Triumfetta longipedunculata,SCL,1,1,2
TILIACEAE,Triumfetta maconochieana,SCL,1,1,2
TILIACEAE,Triumfetta micracantha,SCL,1,1,2
TILIACEAE,Triumfetta oenpelliensis,SCL,1,1,2
TILIACEAE,Triumfetta pannosa,SCL,1,1,2
TILIACEAE,Triumfetta parviflora,SCL,1,1,2
TILIACEAE,Triumfetta plumigera,SCL,1,1,2
TILIACEAE,Triumfetta prostrata,SCL,1,1,2
TILIACEAE,Triumfetta repens,SCL,1,1,2
TILIACEAE,Triumfetta ryeae subsp. indeterminate,SCL,1,1,2
TILIACEAE,Triumfetta ryeae subsp. ryeae,SCL,1,1,2
TILIACEAE,Triumfetta sylvicola,SCL,2,2,2
TILIACEAE,Triumfetta triandra,SCL,1,1,2
TILIACEAE,Triumfetta viridis,SCL,1,1,2
TILIACEAE,Triumfetta winneckeana,SCL,1,1,2
ULMACEAE,Celtis paniculata,RF,5,2,1
ULMACEAE,Celtis philippensis,RF,5,2,1
ULMACEAE,Trema tomentosa var. aspera,RF,2,2,2
ULMACEAE,Trema tomentosa var. indeterminate,RF,2,1,2
URTICACEAE,Laportea interrupta,RF,1,1,2
URTICACEAE,Pipturus argenteus,RF,3,1,2
VERBENACEAE,Callicarpa brevistyla,SCL,3,1,2
VERBENACEAE,Callicarpa candicans,SCL,3,1,2
VERBENACEAE,Clerodendrum costatum,RF,2,2,2
VERBENACEAE,Clerodendrum floribundum var. attenuatum,SCL,2,2,2
VERBENACEAE,Clerodendrum floribundum var. coriaceum,SCL,2,2,2
VERBENACEAE,Clerodendrum floribundum var. indeterminate,SCL,2,2,2
VERBENACEAE,Clerodendrum floribundum var. ovatum,SCL,2,2,2
VERBENACEAE,Clerodendrum inerme,SCL,3,2,2
VERBENACEAE,Clerodendrum tomentosum var. tomentosum,SCL,2,2,2
VERBENACEAE,Dicrastylis beveridgei subsp. beveridgei,SCL,2,2,2
VERBENACEAE,Dicrastylis beveridgei subsp. indeterminate,SCL,2,2,2
VERBENACEAE,Dicrastylis costelloi var. costelloi,SCL,2,2,2
VERBENACEAE,Dicrastylis costelloi var. eriantha,SCL,2,2,2
VERBENACEAE,Dicrastylis costelloi var. indeterminate,SCL,2,2,2
VERBENACEAE,Dicrastylis costelloi var. violacea,SCL,2,2,2
VERBENACEAE,Dicrastylis exsuccosa subsp. exsuccosa,SCL,1,2,2
VERBENACEAE,Dicrastylis exsuccosa subsp. indeterminate,SCL,1,2,2
VERBENACEAE,Dicrastylis gilesii var. bagotensis,SCL,1,1,2
VERBENACEAE,Dicrastylis gilesii var. indeterminate,SCL,1,1,2
VERBENACEAE,Dicrastylis gilesii var. laxa,SCL,1,1,2
VERBENACEAE,Gmelina schlechteri,RF,5,2,1
VERBENACEAE,Newcastelia bracteosa,SCL,2,2,2
VERBENACEAE,Newcastelia cephalantha,SCL,2,2,2
VERBENACEAE,Newcastelia cladotricha,SCL,2,2,2
VERBENACEAE,Newcastelia spodiotricha,SCL,2,2,2
VERBENACEAE,Pityrodia angustisepala,SCL,1,1,2
VERBENACEAE,Pityrodia byrnesii,SCL,2,2,2
VERBENACEAE,Pityrodia chorisepala,SCL,2,2,2
VERBENACEAE,Pityrodia gilruthiana,SCL,2,2,2
VERBENACEAE,Pityrodia jamesii,SCL,2,2,2
VERBENACEAE,Pityrodia lanceolata,SCL,1,2,2
VERBENACEAE,Pityrodia lanuginosa,SCL,2,2,2
VERBENACEAE,Pityrodia loricata,SCL,2,2,2
VERBENACEAE,Pityrodia loxocarpa,SCL,2,2,2
VERBENACEAE,Pityrodia megalophylla,SCL,1,2,2
VERBENACEAE,Pityrodia puberula,SCL,2,2,2
VERBENACEAE,Pityrodia pungens,SCL,2,2,2
VERBENACEAE,Pityrodia quadrangulata,SCL,1,1,2
VERBENACEAE,Pityrodia serrata,SCL,2,2,2
VERBENACEAE,Pityrodia spenceri,SCL,2,2,2
VERBENACEAE,Pityrodia ternifolia,SCL,2,2,2
VERBENACEAE,Premna acuminata,RF,3,2,2
VERBENACEAE,Premna dallachyana,RF,3,2,2
VERBENACEAE,Premna odorata,RF,3,2,2
VERBENACEAE,Premna serratifolia,RF,3,2,2
VERBENACEAE,Spartothamnella puberula,SCL,3,2,2
VERBENACEAE,Spartothamnella teucriiflora,SCL,3,2,2
VERBENACEAE,Verbena macrostachya,SCL,2,2,2
VERBENACEAE,Vitex acuminata,RF,4,2,2
VERBENACEAE,Vitex glabrata,RF,4,2,1
VERBENACEAE,Vitex rotundifolia,SCL,2,2,2
VERBENACEAE,Vitex trifolia var. subtrisecta,SCL,2,2,2
VIOLACEAE,Hybanthus aurantiacus,SCL,1,2,2
VIOLACEAE,Hybanthus enneaspermus subsp. enneaspermus,SCL,1,2,2
VIOLACEAE,Hybanthus enneaspermus subsp. indeterminate,SCL,1,2,2
VITACEAE,Ampelocissus frutescens,SCL,2,2,2
XANTHORRHOEACEAE,Xanthorrhoea thorntonii,SCL,5,2,2
ZAMIACEAE,Macrozamia macdonnellii,SCL,5,2,2
ZYGOPHYLLACEAE,Nitraria billardieri,SCL,3,1,2
ZYGOPHYLLACEAE,Zygophyllum apiculatum,SCL,1,2,2
ZYGOPHYLLACEAE,Zygophyllum crassissimum,SCL,1,1,2
