trait_name,find,replace
floral_visitor,ants,ant
floral_visitor,ants_small,ant
floral_visitor,assassin bug,insect
floral_visitor,bee spp.,bee
floral_visitor,bronze skink,vertebrate
floral_visitor,bug,insect
floral_visitor,cockroach,insect
floral_visitor,cricket,insect
floral_visitor,green bug,insect
floral_visitor,lasioglossum,sweat_bee
floral_visitor,mite,insect
floral_visitor,skink,vertebrate
