Species,Tree,number,Aa,gs,WUEi,CiCa,Amass,Leaf N,PNUE,Ci,WUE,date_leaf,Fresh Weight,Dry Weight,LDMC,AreaTotal,SLA,Petiole Width,Petiole Height,Lamina,Density,S_true15N,S_per.N,S_true13C,S_per.C,L_true13C,L_true15N,L_per.C,L_per.N,L_C.N,Outer Phloem,Outer Xylem,Outer Heartood,Xylem,X_Tot_Ratio,Date_d18O,d18O,Date,Individual,Sun/Shade,Tree ID,Notes,Species_name,Growth.Form
SYZ_S,SYZ_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/06/2014,1.103333333,0.433633333,0.392666667,37.76666667,87.44487772,1.736666667,1.703333333,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20/06/2014,-3.04,NA,NA,NA,NA,NA,Syzygium graveolens,NA
SYZ_S,SYZ_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/06/2014,1.266666667,0.536533333,0.423666667,46.26,85.79309871,1.76,1.61,0.256666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syzygium graveolens,NA
SYZ_S,SYZ_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/06/2014,0.91,0.339633333,0.373666667,33.95666667,100.1459171,1.593333333,1.266666667,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syzygium graveolens,NA
TET,TET_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/2014,0.7,0.276466667,0.393666667,35.52333333,129.5667024,1.166666667,1.406666667,0.28,0.414576369,2.574252137,0.652708813,-28.72882452,44.22105708,-29.81169368,4.115332368,42.55505315,1.859219829,22.88866141,55.317,37.659,2.227,35.432,0.64052642,9/5/2014,-4.32,5/9/2014,3,Sun,2002,NA,Tetracera nordtiana,NA
TET,TET_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/06/2014,0.712,0.29156,0.4108,30.472,106.5474911,1.258,1.498,0.248,0.493589993,2.993112517,0.551752209,-28.42505074,42.79727672,-29.1692523,2.693124277,44.06358061,1.543023294,28.5566529,58.166,36.293,2.425,33.868,0.582264553,13/06/2014,-3.61,NA,NA,NA,NA,NA,Tetracera nordtiana,NA
TET STIG,TET STIG_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/5/2014,1.89,0.443733333,0.234666667,61.46,138.569691,2.766666667,2.683333333,0.33,0.303194984,2.970782889,0.718219199,-29.56317613,43.52296012,-29.45935473,2.567635328,46.02206855,1.936693138,23.76322177,36.434,20.64,3.824,16.816,0.461546907,8/5/2014,-3.57,NA,NA,NA,NA,NA,Tetrastigma crenatum,NA
TET STIG,TET STIG_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/5/2014,1.716666667,0.5287,0.307666667,57.60666667,109.1632673,2.54,2.626666667,0.306666667,0.28477784,3.560692509,0.58060099,-30.93221063,43.382701,-31.79422761,3.864354469,47.48967834,1.886867488,25.1685286,73.333,42.682,5.457,37.225,0.507615944,9/5/2014,-2.9,NA,NA,NA,NA,NA,Tetrastigma crenatum,NA
TET STIG,TET STIG_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/06/2014,1.835,0.5591,0.3045,54.085,96.96409872,2.515,2.44,0.32,NA,NA,NA,NA,NA,-31.54227013,2.909877917,46.22115595,1.675021215,27.59437047,88.804,32.937,2.151,30.786,0.346673573,NA,NA,NA,NA,NA,NA,NA,Tetrastigma crenatum,NA
UNK K,UNK K_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/06/2014,0.653333333,0.2477,0.379666667,21.36333333,86.70322345,1.593333333,1.57,0.286666667,0.433143047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK K,L
UNK L,UNK L_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25/06/2014,0.9,0.343,0.381,30.72,89.64867058,1.61,1.566666667,0.273333333,0.453924915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK L,L
SYZ_G,SYZ_G_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481730889,8.579172729,0.673776389,-29.06235991,43.2598679,-29.68740305,2.909360518,49.48608833,1.816107412,27.24843696,85.428,46.749,1.601,45.148,0.528491829,NA,NA,NA,NA,NA,NA,NA,Acmena graveolens,NA
SYZ_G,SYZ_G_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465850739,4.618330271,0.604115767,-27.89139412,46.00105983,-28.16832642,4.176971176,48.00250389,1.343695748,35.72423591,83.762,44.408,3.077,41.331,0.493433777,NA,NA,NA,NA,NA,NA,NA,Acmena graveolens,NA
SYZ_G,SYZ_G_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471181715,3.452873159,0.514223284,-28.23929719,45.62449237,-29.15391343,3.713879079,48.43657664,1.443120789,33.56377166,62.6652,35.928,0.684,35.244,0.562417418,NA,NA,NA,NA,NA,NA,NA,Acmena graveolens,NA
SYZ_G,SYZ_G_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.07547238,3.854675366,49.69992952,1.711816358,29.03344702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acmena graveolens,NA
CAL,CAL_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.567695768,9.621683148,0.261381142,-31.12720055,45.68784577,-28.02849746,3.108406383,43.65396624,2.071818885,21.0703583,63.409,57.425,NA,57.425,0.905628539,8/4/2014,-4.41,4/8/2014,2,NA,NA,Collected Stems Only,Calamus  sp,NA
CAL,CAL_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493055556,2.873714393,0.294461119,-31.79119254,45.89003326,NA,NA,NA,NA,NA,75.929,73.717,NA,73.717,0.970867521,8/4/2014,-4.63,4/8/2014,3,NA,NA,Collected Stems Only,Calamus  sp,NA
CAL,CAL_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493055556,2.873714393,0.294461119,-31.79119254,45.89003326,NA,NA,NA,NA,NA,75.929,73.717,NA,73.717,0.970867521,8/4/2014,-4.63,5/9/2014,3,Sun,537,NA,Calamus  sp,NA
CAL,CAL_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409620918,2.561875751,0.260989383,-32.10009763,44.32241083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/4/2014,-5.24,4/8/2014,4,NA,NA,Collected Stems Only,Calamus  sp,NA
CAL,CAL_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573260391,2.953664257,0.385575029,-27.33515971,45.87344095,-29.07539855,2.351617559,43.06791208,1.75311084,24.56656538,NA,NA,NA,NA,NA,25/06/2014,-4.74,NA,NA,NA,NA,NA,Calamus  sp,NA
ENT,ENT_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284948909,-0.320574109,0.807786762,-29.33329327,44.89435488,NA,NA,NA,NA,NA,60.643,33.411,1.616,31.795,0.52429794,6/5/2014,-4.2,5/6/2014,3,NA,NA,Collected Stems Only,Entada phaseoloides,NA
SYZ_S,SYZ_S_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443625274,0.937066751,0.494754662,-29.13317204,43.76058946,-30.80446637,-0.171256055,47.25205017,1.723354198,27.41865267,105.74,52.669,0.639,52.03,0.492055986,NA,NA,NA,NA,NA,NA,NA,Syzygium graveolens,NA
SYZ_S,SYZ_S_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452367108,2.154904968,0.61403347,-29.35073974,43.41216251,-30.78840533,1.582737212,46.67058405,1.691712089,27.58778183,87.318,42.849,0.73,42.119,0.482363316,NA,NA,NA,NA,NA,NA,NA,Syzygium graveolens,NA
SYZ_S,SYZ_S_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.467929126,2.591139201,0.313105589,-29.32200438,44.67955157,-32.25497854,1.437284111,46.36193201,1.543486651,30.03714479,131.95,97.51,0.804,96.706,0.732898825,NA,NA,NA,NA,NA,NA,NA,Syzygium graveolens,NA
UNK D,UNK D_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311146752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK D,L
UNK E,UNK E_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265488507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UNK E,L
