dataset_id,taxon_name,trait_name,value_type,value,unit,original_name,value_new
NHNSW_2014_2,Abelmoschus manihot,leaf_width,minimum,66.7,mm,Abelmoschus manihot,NA
NHNSW_2014_2,Abelmoschus moschatus,leaf_width,minimum,50,mm,Abelmoschus moschatus,NA
NHNSW_2014_2,Abildgaardia ovata,plant_height,maximum,0.4,m,Abildgaardia ovata,NA
NHNSW_2014_2,Acacia acanthoclada,leaf_length,minimum,2,mm,Acacia acanthoclada,NA
NHNSW_2014_2,Acacia acanthoclada,leaf_length,maximum,6,mm,Acacia acanthoclada,NA
NHNSW_2014_2,Acacia acanthoclada,leaf_width,minimum,1,mm,Acacia acanthoclada,NA
NHNSW_2014_2,Acacia acanthoclada,leaf_width,maximum,2,mm,Acacia acanthoclada,NA
NHNSW_2014_2,Acacia acanthoclada,plant_height,maximum,1.5,m,Acacia acanthoclada,NA
NHNSW_2014_2,Acacia baueri,leaf_width,minimum,0.3,mm,Acacia baueri,NA
NHNSW_2014_2,Acacia brownii,leaf_width,minimum,0.3,mm,Acacia brownii,NA
NHNSW_2014_2,Acacia echinula,leaf_width,minimum,0.3,mm,Acacia echinula,NA
NHNSW_2014_2,Acacia juncifolia,leaf_width,minimum,0.3,mm,Acacia juncifolia,NA
NHNSW_2014_2,Acacia mucronata,leaf_length,minimum,40,mm,Acacia mucronata,NA
NHNSW_2014_2,Acacia mucronata,leaf_length,maximum,200,mm,Acacia mucronata,NA
NHNSW_2014_2,Acacia mucronata,leaf_width,minimum,2,mm,Acacia mucronata,NA
NHNSW_2014_2,Acacia mucronata,leaf_width,maximum,9,mm,Acacia mucronata,NA
NHNSW_2014_2,Acacia mucronata,plant_height,maximum,8,m,Acacia mucronata,NA
NHNSW_2014_2,Acacia nyssophylla,leaf_width,minimum,1,mm,Acacia nyssophylla,NA
NHNSW_2014_2,Acacia sclerophylla,leaf_length,minimum,1,mm,Acacia sclerophylla,NA
NHNSW_2014_2,Acacia sclerophylla,leaf_length,maximum,45,mm,Acacia sclerophylla,NA
NHNSW_2014_2,Acacia sclerophylla,leaf_width,minimum,1,mm,Acacia sclerophylla,NA
NHNSW_2014_2,Acacia sclerophylla,leaf_width,maximum,4,mm,Acacia sclerophylla,NA
NHNSW_2014_2,Acacia sclerophylla,plant_height,maximum,3,m,Acacia sclerophylla,NA
NHNSW_2014_2,Acacia tetragonophylla,leaf_width,minimum,0.3,mm,Acacia tetragonophylla,NA
NHNSW_2014_2,Acacia verticillata,leaf_length,minimum,8,mm,Acacia verticillata,NA
NHNSW_2014_2,Acacia verticillata,leaf_length,maximum,25,mm,Acacia verticillata,NA
NHNSW_2014_2,Acacia verticillata,leaf_width,minimum,1,mm,Acacia verticillata,NA
NHNSW_2014_2,Acacia verticillata,leaf_width,maximum,2,mm,Acacia verticillata,NA
NHNSW_2014_2,Acacia verticillata,plant_height,maximum,5,m,Acacia verticillata,NA
NHNSW_2014_2,Acacia viscidula,plant_height,maximum,3,m,Acacia viscidula,NA
NHNSW_2014_2,Acaena echinata,plant_height,maximum,0.4,m,Acaena echinata,NA
NHNSW_2014_2,Acaena novae-zelandiae,leaf_width,minimum,1.7,mm,Acaena novae-zelandiae,NA
NHNSW_2014_2,Acaena x anserovina,plant_height,maximum,0.4,m,Acaena x anserovina,NA
NHNSW_2014_2,Acrotriche serrulata,plant_height,maximum,0.6,m,Acrotriche serrulata,NA
NHNSW_2014_2,Adenochilus nortonii,leaf_length,minimum,10,mm,Adenochilus nortonii,NA
NHNSW_2014_2,Adenochilus nortonii,leaf_width,minimum,4,mm,Adenochilus nortonii,NA
NHNSW_2014_2,Ageratina adenophora,plant_height,maximum,2,m,Ageratina adenophora,NA
NHNSW_2014_2,Agrostis capillaris,plant_height,maximum,0.5,m,Agrostis capillaris,NA
NHNSW_2014_2,Agrostis stolonifera,plant_height,maximum,0.4,m,Agrostis stolonifera,NA
NHNSW_2014_2,Aira praecox,leaf_width,minimum,0.17,mm,Aira praecox,NA
NHNSW_2014_2,Aira praecox,leaf_width,maximum,0.5,mm,Aira praecox,NA
NHNSW_2014_2,Alania cunninghamii,leaf_width,minimum,0.17,mm,Alania endlicheri,NA
NHNSW_2014_2,Allocasuarina inophloia,plant_height,maximum,10,m,Allocasuarina inophloia,NA
NHNSW_2014_2,Allocasuarina torulosa,plant_height,maximum,30,m,Allocasuarina torulosa,NA
NHNSW_2014_2,Alpinia caerulea,leaf_length,minimum,133.3,mm,Alpinia caerulea,NA
NHNSW_2014_2,Ambrosia tenuifolia,leaf_length,minimum,20,mm,Ambrosia tenuifolia,NA
NHNSW_2014_2,Ambrosia tenuifolia,leaf_length,maximum,80,mm,Ambrosia tenuifolia,NA
NHNSW_2014_2,Ambrosia tenuifolia,leaf_width,minimum,40,mm,Ambrosia tenuifolia,NA
NHNSW_2014_2,Ambrosia tenuifolia,leaf_width,maximum,50,mm,Ambrosia tenuifolia,NA
NHNSW_2014_2,Amphibromus nervosus,plant_height,maximum,1.3,m,Amphibromus nervosus,NA
NHNSW_2014_2,Amyema congener,leaf_width,minimum,10,mm,Amyema congener,NA
NHNSW_2014_2,Amyema congener,leaf_width,maximum,40,mm,Amyema congener,NA
NHNSW_2014_2,Amyema miraculosa,leaf_length,minimum,30,mm,Amyema miraculosum,NA
NHNSW_2014_2,Amyema miraculosa,leaf_length,maximum,110,mm,Amyema miraculosum,NA
NHNSW_2014_2,Amyema miraculosa,leaf_width,minimum,5,mm,Amyema miraculosum,NA
NHNSW_2014_2,Amyema miraculosa,leaf_width,maximum,25,mm,Amyema miraculosum,NA
NHNSW_2014_2,Anchusa arvensis,leaf_length,minimum,50,mm,Anchusa arvensis,NA
NHNSW_2014_2,Aneilema biflorum,plant_height,maximum,0.2,m,Aneilema biflorum,NA
NHNSW_2014_2,Angianthus brachypappus,plant_height,maximum,0.13,m,Angianthus brachypappus,NA
NHNSW_2014_2,Angianthus tomentosus,plant_height,maximum,0.3,m,Angianthus tomentosus,NA
NHNSW_2014_2,Angiopteris evecta,leaf_length,minimum,400,mm,Angiopteris evecta,NA
NHNSW_2014_2,Angiopteris evecta,leaf_width,minimum,133.3,mm,Angiopteris evecta,NA
NHNSW_2014_2,Angiopteris evecta,leaf_width,maximum,400,mm,Angiopteris evecta,NA
NHNSW_2014_2,Angophora costata,leaf_length,minimum,41.7,mm,Angophora costata,NA
NHNSW_2014_2,Angophora costata,leaf_width,minimum,21.7,mm,Angophora costata,NA
NHNSW_2014_2,Angophora costata,plant_height,maximum,30,m,Angophora costata,NA
NHNSW_2014_2,Anthemis arvensis,leaf_length,minimum,13.3,mm,Anthemis arvensis,NA
NHNSW_2014_2,Aotus mollis,leaf_width,minimum,0.3,mm,Aotus mollis,NA
NHNSW_2014_2,Aotus subspinescens,leaf_width,minimum,0.3,mm,Aotus subspinescens,NA
NHNSW_2014_2,Apatophyllum constablei,leaf_width,minimum,0.17,mm,Apatophyllum constablei,NA
NHNSW_2014_2,Aphanes arvensis,plant_height,maximum,0.1,m,Aphanes arvensis,NA
NHNSW_2014_2,Aphanes australiana,plant_height,maximum,0.09,m,Aphanes australiana,NA
NHNSW_2014_2,Aristida lignosa,leaf_width,minimum,1.3,mm,Aristida lignosa,NA
NHNSW_2014_2,Aristida lignosa,leaf_width,maximum,4,mm,Aristida lignosa,NA
NHNSW_2014_2,Asperula ambleia,leaf_width,minimum,0.1,mm,Asperula ambleia,NA
NHNSW_2014_2,Asperula arvensis,plant_height,maximum,0.4,m,Asperula arvensis,NA
NHNSW_2014_2,Asperula charophyton,leaf_width,minimum,0.5,mm,Asperula charophyton,NA
NHNSW_2014_2,Asperula cunninghamii,leaf_width,minimum,0.3,mm,Asperula cunninghamii,NA
NHNSW_2014_2,Asperula gunnii,leaf_width,minimum,0.833333313,mm,Asperula gunnii,NA
NHNSW_2014_2,Asperula pusilla,leaf_width,minimum,0.5,mm,Asperula pusilla,NA
NHNSW_2014_2,Atriplex acutibractea,plant_height,maximum,0.5,m,Atriplex acutibractea,NA
NHNSW_2014_2,Atriplex acutiloba,plant_height,maximum,0.5,m,Atriplex acutiloba,NA
NHNSW_2014_2,Rytidosperma auriculatum,plant_height,maximum,0.5,m,Austrodanthonia auriculata,NA
NHNSW_2014_2,Austrostipa bigeniculata,leaf_width,minimum,1,mm,Austrostipa bigeniculata,NA
NHNSW_2014_2,Austrostipa bigeniculata,leaf_width,maximum,3,mm,Austrostipa bigeniculata,NA
NHNSW_2014_2,Avena byzantina,leaf_width,minimum,5,mm,Avena byzantina,NA
NHNSW_2014_2,Avena byzantina,leaf_width,maximum,15,mm,Avena byzantina,NA
NHNSW_2014_2,Kardomia jucunda,leaf_width,minimum,0.3,mm,Babingtonia jucunda,NA
NHNSW_2014_2,Baeckea brevifolia,leaf_width,minimum,0.3,mm,Baeckea brevifolia,NA
NHNSW_2014_2,Baeckea frutescens,leaf_width,minimum,0.17,mm,Baeckea frutescens,NA
NHNSW_2014_2,Baeckea gunniana,leaf_width,minimum,0.3,mm,Baeckea gunniana,NA
NHNSW_2014_2,Baloskion australe,plant_height,maximum,1,m,Baloskion australe,NA
NHNSW_2014_2,Baloskion fimbriatum,plant_height,maximum,0.85,m,Baloskion fimbriatum,NA
NHNSW_2014_2,Baloskion gracile,plant_height,maximum,1,m,Baloskion gracile,NA
NHNSW_2014_2,Baloskion pallens,plant_height,maximum,1,m,Baloskion pallens,NA
NHNSW_2014_2,Baloskion stenocoleum,plant_height,maximum,1.5,m,Baloskion stenocoleum,NA
NHNSW_2014_2,Baloskion tenuiculme,plant_height,maximum,0.4,m,Baloskion tenuiculme,NA
NHNSW_2014_2,Banksia ericifolia,leaf_width,minimum,0.3,mm,Banksia ericifolia,NA
NHNSW_2014_2,Machaerina acuta,plant_height,maximum,0.35,m,Baumea acuta,NA
NHNSW_2014_2,Machaerina arthrophylla,plant_height,maximum,1,m,Baumea arthrophylla,NA
NHNSW_2014_2,Machaerina johnsonii,plant_height,maximum,1.4,m,Baumea johnsonii,NA
NHNSW_2014_2,Machaerina juncea,plant_height,maximum,0.9,m,Baumea juncea,NA
NHNSW_2014_2,Machaerina muelleri,plant_height,maximum,0.6,m,Baumea muelleri,NA
NHNSW_2014_2,Machaerina nuda,plant_height,maximum,0.4,m,Baumea nuda,NA
NHNSW_2014_2,Machaerina planifolia,plant_height,maximum,1.2,m,Baumea planifolia,NA
NHNSW_2014_2,Machaerina rubiginosa,plant_height,maximum,0.19,m,Baumea rubiginosa,NA
NHNSW_2014_2,Machaerina teretifolia,plant_height,maximum,1,m,Baumea teretifolia,NA
NHNSW_2014_2,Machaerina tetragona,plant_height,maximum,1,m,Baumea tetragona,NA
NHNSW_2014_2,Bertya cunninghamii,leaf_width,minimum,0.3,mm,Bertya cunninghamii,NA
NHNSW_2014_2,Bertya gummifera,leaf_width,minimum,0.7,mm,Bertya gummifera,NA
NHNSW_2014_2,Bertya oblonga,plant_height,maximum,1,m,Bertya sp. D sensu Harden (1990),NA
NHNSW_2014_2,Bidens subalternans,leaf_length,minimum,40,mm,Bidens subalternans,NA
NHNSW_2014_2,Bidens subalternans,leaf_length,maximum,110,mm,Bidens subalternans,NA
NHNSW_2014_2,Bidens subalternans,leaf_width,minimum,30,mm,Bidens subalternans,NA
NHNSW_2014_2,Bidens subalternans,leaf_width,maximum,60,mm,Bidens subalternans,NA
NHNSW_2014_2,Billardiera scandens,leaf_length,minimum,12,mm,Billardiera scandens,NA
NHNSW_2014_2,Billardiera scandens,leaf_length,maximum,60,mm,Billardiera scandens,NA
NHNSW_2014_2,Billardiera scandens,leaf_width,minimum,2,mm,Billardiera scandens,NA
NHNSW_2014_2,Billardiera scandens,leaf_width,maximum,15,mm,Billardiera scandens,NA
NHNSW_2014_2,Blandfordia nobilis,leaf_length,minimum,250,mm,Blandfordia nobilis,NA
NHNSW_2014_2,Blandfordia nobilis,leaf_width,minimum,1,mm,Blandfordia nobilis,NA
NHNSW_2014_2,Blandfordia nobilis,leaf_width,maximum,3,mm,Blandfordia nobilis,NA
NHNSW_2014_2,Blechnum nudum,plant_height,maximum,1,m,Blechnum nudum,NA
NHNSW_2014_2,Boerhavia dominii,leaf_length,minimum,13.3,mm,Boerhavia dominii,NA
NHNSW_2014_2,Boerhavia dominii,leaf_width,minimum,6.7,mm,Boerhavia dominii,NA
NHNSW_2014_2,Boerhavia repleta,leaf_length,minimum,13.3,mm,Boerhavia repleta,NA
NHNSW_2014_2,Boerhavia repleta,leaf_width,minimum,6.7,mm,Boerhavia repleta,NA
NHNSW_2014_2,Bolboschoenus caldwellii,leaf_length,minimum,40,mm,Bolboschoenus caldwellii,NA
NHNSW_2014_2,Bolboschoenus caldwellii,leaf_length,maximum,220,mm,Bolboschoenus caldwellii,NA
NHNSW_2014_2,Bolboschoenus caldwellii,plant_height,maximum,0.9,m,Bolboschoenus caldwellii,NA
NHNSW_2014_2,Bolboschoenus fluviatilis,leaf_length,minimum,150,mm,Bolboschoenus fluviatilis,NA
NHNSW_2014_2,Bolboschoenus fluviatilis,leaf_length,maximum,250,mm,Bolboschoenus fluviatilis,NA
NHNSW_2014_2,Bolboschoenus fluviatilis,plant_height,maximum,2,m,Bolboschoenus fluviatilis,NA
NHNSW_2014_2,Bolboschoenus medianus,plant_height,maximum,1.5,m,Bolboschoenus medianus,NA
