dataset_id,taxon_name,trait_name,value_type,value,unit,original_name,value_new
NHNSW_2014_2,Bossiaea foliosa,leaf_length,minimum,1,mm,Bossiaea foliosa,NA
NHNSW_2014_2,Bossiaea foliosa,leaf_length,maximum,3,mm,Bossiaea foliosa,NA
NHNSW_2014_2,Bossiaea riparia,leaf_length,minimum,0.3,mm,Bossiaea riparia,NA
NHNSW_2014_2,Bossiaea scortechinii,leaf_length,minimum,6.7,mm,Bossiaea scortechinii,NA
NHNSW_2014_2,Bossiaea walkeri,leaf_length,minimum,0.7,mm,Bossiaea walkeri,NA
NHNSW_2014_2,Moorochloa eruciformis,leaf_length,minimum,15,mm,Brachiaria eruciformis,NA
NHNSW_2014_2,Moorochloa eruciformis,leaf_width,minimum,1.833333373,mm,Brachiaria eruciformis,NA
NHNSW_2014_2,Brachypodium distachyon,leaf_width,minimum,1,mm,Brachypodium distachyon,NA
NHNSW_2014_2,Brachypodium distachyon,leaf_width,maximum,3,mm,Brachypodium distachyon,NA
NHNSW_2014_2,Brachyscome aculeata,leaf_length,minimum,33.3,mm,Brachyscome aculeata,NA
NHNSW_2014_2,Brachyscome aculeata,leaf_width,minimum,6.7,mm,Brachyscome aculeata,NA
NHNSW_2014_2,Brachyscome decipiens,leaf_length,minimum,33.3,mm,Brachyscome decipiens,NA
NHNSW_2014_2,Brachyscome decipiens,leaf_width,minimum,6.7,mm,Brachyscome decipiens,NA
NHNSW_2014_2,Brachyscome diversifolia,leaf_length,minimum,31.7,mm,Brachyscome diversifolia,NA
NHNSW_2014_2,Brachyscome diversifolia,leaf_width,minimum,1.166666627,mm,Brachyscome diversifolia,NA
NHNSW_2014_2,Brachyscome diversifolia,leaf_width,maximum,3.5,mm,Brachyscome diversifolia,NA
NHNSW_2014_2,Brachyscome debilis,leaf_width,minimum,5,mm,Brachyscome leptocarpa,NA
NHNSW_2014_2,Brachyscome debilis,leaf_width,maximum,12,mm,Brachyscome leptocarpa,NA
NHNSW_2014_2,Brachyscome melanocarpa,leaf_width,minimum,3.3,mm,Brachyscome melanocarpa,NA
NHNSW_2014_2,Brachyscome muelleroides,leaf_length,minimum,18.3,mm,Brachyscome muelleroides,NA
NHNSW_2014_2,Brachyscome muelleroides,leaf_width,minimum,0.3,mm,Brachyscome muelleroides,NA
NHNSW_2014_2,Brachyscome procumbens,plant_height,maximum,0.35,m,Brachyscome procumbens,NA
NHNSW_2014_2,Brachyscome ptychocarpa,leaf_length,minimum,2,mm,Brachyscome ptychocarpa,NA
NHNSW_2014_2,Brachyscome ptychocarpa,leaf_width,minimum,0.3,mm,Brachyscome ptychocarpa,NA
NHNSW_2014_2,Brachyscome radicans,leaf_length,minimum,50,mm,Brachyscome radicans,NA
NHNSW_2014_2,Brachyscome rigidula,leaf_length,minimum,2.7,mm,Brachyscome rigidula,NA
NHNSW_2014_2,Brachyscome rigidula,leaf_width,minimum,0.3,mm,Brachyscome rigidula,NA
NHNSW_2014_2,Brachyscome scapigera,leaf_length,minimum,63.3,mm,Brachyscome scapigera,NA
NHNSW_2014_2,Brachyscome scapigera,leaf_width,minimum,5,mm,Brachyscome scapigera,NA
NHNSW_2014_2,Brachyscome barkerae,plant_height,maximum,0.2,m,Brachyscome sp.1 sensu PS Short 1999,NA
NHNSW_2014_2,Brachyscome stuartii,leaf_length,minimum,31.7,mm,Brachyscome stuartii,NA
NHNSW_2014_2,Brachyscome stuartii,leaf_width,minimum,0.7,mm,Brachyscome stuartii,NA
NHNSW_2014_2,Brachyscome stuartii,leaf_width,maximum,2,mm,Brachyscome stuartii,NA
NHNSW_2014_2,Brachyscome trachycarpa,leaf_width,minimum,0.5,mm,Brachyscome trachycarpa,NA
NHNSW_2014_2,Brachyscome whitei,plant_height,maximum,0.15,m,Brachyscome whitei,NA
NHNSW_2014_2,Brassica oleracea,leaf_width,minimum,133.3,mm,Brassica oleracea,NA
NHNSW_2014_2,Brassica oleracea,leaf_width,maximum,400,mm,Brassica oleracea,NA
NHNSW_2014_2,Bromus arenarius,leaf_width,minimum,1.3,mm,Bromus arenarius,NA
NHNSW_2014_2,Bromus arenarius,leaf_width,maximum,4,mm,Bromus arenarius,NA
NHNSW_2014_2,Bromus brevis,leaf_width,minimum,1.7,mm,Bromus brevis,NA
NHNSW_2014_2,Bromus brevis,leaf_width,maximum,5,mm,Bromus brevis,NA
NHNSW_2014_2,Bromus catharticus,leaf_width,minimum,2.7,mm,Bromus catharticus,NA
NHNSW_2014_2,Bromus hordeaceus,leaf_width,minimum,2.3,mm,Bromus hordeaceus,NA
NHNSW_2014_2,Bromus hordeaceus,leaf_width,maximum,7,mm,Bromus hordeaceus,NA
NHNSW_2014_2,Bromus hordeaceus,leaf_width,minimum,2,mm,Bromus molliformis,NA
NHNSW_2014_2,Bromus hordeaceus,leaf_width,maximum,6,mm,Bromus molliformis,NA
NHNSW_2014_2,Brunonia australis,plant_height,maximum,0.3,m,Brunonia australis,NA
NHNSW_2014_2,Bulbostylis barbata,plant_height,maximum,0.3,m,Bulbostylis barbata,NA
NHNSW_2014_2,Bulbostylis densa,plant_height,maximum,0.4,m,Bulbostylis densa,NA
NHNSW_2014_2,Bulbostylis pyriformis,leaf_length,minimum,6.7,mm,Bulbostylis pyriformis,NA
NHNSW_2014_2,Bulbostylis pyriformis,leaf_width,minimum,0.13333334,mm,Bulbostylis pyriformis,NA
NHNSW_2014_2,Bulbostylis pyriformis,plant_height,maximum,0.2,m,Bulbostylis pyriformis,NA
NHNSW_2014_2,Burchardia umbellata,leaf_length,minimum,200,mm,Burchardia umbellata,NA
NHNSW_2014_2,Caesia parviflora,leaf_length,minimum,133.3,mm,Caesia parviflora,NA
NHNSW_2014_2,Caladenia alata,leaf_length,minimum,20,mm,Caladenia alata,NA
NHNSW_2014_2,Caladenia alata,leaf_width,minimum,1,mm,Caladenia alata,NA
NHNSW_2014_2,Caladenia arenaria,leaf_length,minimum,50,mm,Caladenia arenaria,NA
NHNSW_2014_2,Caladenia arenaria,leaf_width,minimum,6,mm,Caladenia arenaria,NA
NHNSW_2014_2,Caladenia carnea,leaf_length,minimum,50,mm,Caladenia carnea,NA
NHNSW_2014_2,Caladenia carnea,leaf_width,minimum,1.3,mm,Caladenia carnea,NA
NHNSW_2014_2,Caladenia catenata,leaf_length,minimum,40,mm,Caladenia catenata,NA
NHNSW_2014_2,Caladenia catenata,leaf_width,minimum,13.3,mm,Caladenia catenata,NA
NHNSW_2014_2,Caladenia clarkiae,leaf_length,minimum,20,mm,Caladenia clarkiae,NA
NHNSW_2014_2,Caladenia clarkiae,leaf_width,minimum,0.7,mm,Caladenia clarkiae,NA
NHNSW_2014_2,Caladenia clavigera,leaf_length,minimum,50,mm,Caladenia clavigera,NA
NHNSW_2014_2,Caladenia clavigera,leaf_width,minimum,4,mm,Caladenia clavigera,NA
NHNSW_2014_2,Caladenia cleistantha,leaf_length,minimum,33.3,mm,Caladenia cleistantha,NA
NHNSW_2014_2,Caladenia cleistantha,leaf_width,minimum,0.7,mm,Caladenia cleistantha,NA
NHNSW_2014_2,Caladenia concinna,leaf_length,minimum,40,mm,Caladenia concinna,NA
NHNSW_2014_2,Caladenia concinna,leaf_width,minimum,6,mm,Caladenia concinna,NA
NHNSW_2014_2,Caladenia concolor,leaf_length,minimum,53.3,mm,Caladenia concolor,NA
NHNSW_2014_2,Caladenia concolor,leaf_width,minimum,4.3,mm,Caladenia concolor,NA
NHNSW_2014_2,Caladenia congesta,leaf_length,minimum,60,mm,Caladenia congesta,NA
NHNSW_2014_2,Caladenia congesta,leaf_width,minimum,2,mm,Caladenia congesta,NA
NHNSW_2014_2,Caladenia cucullata,leaf_length,minimum,66.7,mm,Caladenia cucullata,NA
NHNSW_2014_2,Caladenia cucullata,leaf_width,minimum,1.7,mm,Caladenia cucullata,NA
NHNSW_2014_2,Caladenia curtisepala,leaf_length,minimum,41.7,mm,Caladenia curtisepala,NA
NHNSW_2014_2,Caladenia curtisepala,leaf_width,minimum,1,mm,Caladenia curtisepala,NA
NHNSW_2014_2,Caladenia dimorpha,leaf_length,minimum,60,mm,Caladenia dimorpha,NA
NHNSW_2014_2,Caladenia dimorpha,leaf_width,minimum,1.7,mm,Caladenia dimorpha,NA
NHNSW_2014_2,Caladenia filamentosa,leaf_length,minimum,60,mm,Caladenia filamentosa,NA
NHNSW_2014_2,Caladenia filamentosa,leaf_width,minimum,1,mm,Caladenia filamentosa,NA
NHNSW_2014_2,Caladenia fitzgeraldii,leaf_length,minimum,46.7,mm,Caladenia fitzgeraldii,NA
NHNSW_2014_2,Caladenia fitzgeraldii,leaf_width,minimum,4,mm,Caladenia fitzgeraldii,NA
NHNSW_2014_2,Caladenia flaccida,leaf_length,minimum,60,mm,Caladenia flaccida,NA
NHNSW_2014_2,Caladenia flaccida,leaf_width,minimum,2,mm,Caladenia flaccida,NA
NHNSW_2014_2,Caladenia fuscata,leaf_length,minimum,50,mm,Caladenia fuscata,NA
NHNSW_2014_2,Caladenia fuscata,leaf_width,minimum,1.3,mm,Caladenia fuscata,NA
NHNSW_2014_2,Caladenia gracilis,leaf_length,minimum,100,mm,Caladenia gracilis,NA
NHNSW_2014_2,Caladenia gracilis,leaf_width,minimum,2,mm,Caladenia gracilis,NA
NHNSW_2014_2,Caladenia hildae,leaf_length,minimum,66.7,mm,Caladenia hildae,NA
NHNSW_2014_2,Caladenia hildae,leaf_width,minimum,1.3,mm,Caladenia hildae,NA
NHNSW_2014_2,Caladenia latifolia,leaf_length,minimum,66.7,mm,Caladenia latifolia,NA
NHNSW_2014_2,Caladenia latifolia,leaf_width,minimum,10,mm,Caladenia latifolia,NA
NHNSW_2014_2,Caladenia alpina,leaf_length,minimum,73.3,mm,Caladenia lyallii,NA
NHNSW_2014_2,Caladenia alpina,leaf_width,minimum,4,mm,Caladenia lyallii,NA
NHNSW_2014_2,Caladenia phaeoclavia,leaf_length,minimum,43.3,mm,Caladenia phaeoclavia,NA
NHNSW_2014_2,Caladenia phaeoclavia,leaf_width,minimum,3,mm,Caladenia phaeoclavia,NA
NHNSW_2014_2,Caladenia picta,leaf_length,minimum,26.7,mm,Caladenia picta,NA
NHNSW_2014_2,Caladenia picta,leaf_width,minimum,1,mm,Caladenia picta,NA
NHNSW_2014_2,Caladenia pusilla,leaf_length,minimum,20,mm,Caladenia pusilla,NA
NHNSW_2014_2,Caladenia pusilla,leaf_width,minimum,0.5,mm,Caladenia pusilla,NA
NHNSW_2014_2,Caladenia quadrifaria,leaf_length,minimum,53.3,mm,Caladenia quadrifaria,NA
NHNSW_2014_2,Caladenia quadrifaria,leaf_width,minimum,1,mm,Caladenia quadrifaria,NA
NHNSW_2014_2,Caladenia huegelii,leaf_length,minimum,40,mm,Caladenia sp. A sensu Harden (1993),NA
NHNSW_2014_2,Caladenia huegelii,leaf_width,minimum,4,mm,Caladenia sp. A sensu Harden (1993),NA
NHNSW_2014_2,Caladenia stellata,leaf_length,minimum,50,mm,Caladenia stellata,NA
NHNSW_2014_2,Caladenia stellata,leaf_width,minimum,6.3,mm,Caladenia stellata,NA
NHNSW_2014_2,Caladenia tentaculata,leaf_length,minimum,40,mm,Caladenia tentaculata,NA
NHNSW_2014_2,Caladenia tentaculata,leaf_width,minimum,6,mm,Caladenia tentaculata,NA
NHNSW_2014_2,Caladenia tessellata,leaf_length,minimum,20,mm,Caladenia tessellata,NA
NHNSW_2014_2,Caladenia tessellata,leaf_width,minimum,1.7,mm,Caladenia tessellata,NA
NHNSW_2014_2,Caladenia testacea,leaf_length,minimum,16.7,mm,Caladenia testacea,NA
NHNSW_2014_2,Caladenia testacea,leaf_width,minimum,2.7,mm,Caladenia testacea,NA
NHNSW_2014_2,Caladenia verrucosa,leaf_length,minimum,46.7,mm,Caladenia verrucosa,NA
NHNSW_2014_2,Caladenia verrucosa,leaf_width,minimum,3.3,mm,Caladenia verrucosa,NA
NHNSW_2014_2,Calandrinia granulifera,leaf_length,minimum,4,mm,Calandrinia granulifera,NA
NHNSW_2014_2,Calandrinia pumila,leaf_length,minimum,4,mm,Calandrinia pumila,NA
NHNSW_2014_2,Caleana major,leaf_length,minimum,40,mm,Caleana major,NA
NHNSW_2014_2,Caleana major,leaf_width,minimum,2.7,mm,Caleana major,NA
NHNSW_2014_2,Caleana minor,leaf_length,minimum,30,mm,Caleana minor,NA
NHNSW_2014_2,Caleana minor,leaf_width,minimum,1,mm,Caleana minor,NA
NHNSW_2014_2,Calocephalus citreus,plant_height,maximum,0.6,m,Calocephalus citreus,NA
NHNSW_2014_2,Calocephalus sonderi,plant_height,maximum,0.5,m,Calocephalus sonderi,NA
NHNSW_2014_2,Calochilus campestris,leaf_length,minimum,100,mm,Calochilus campestris,NA
NHNSW_2014_2,Calochilus campestris,leaf_width,minimum,3.3,mm,Calochilus campestris,NA
NHNSW_2014_2,Calochilus gracillimus,leaf_length,minimum,100,mm,Calochilus gracillimus,NA
NHNSW_2014_2,Calochilus gracillimus,leaf_width,minimum,2.7,mm,Calochilus gracillimus,NA
NHNSW_2014_2,Calochilus grandiflorus,leaf_length,minimum,166.7,mm,Calochilus grandiflorus,NA
NHNSW_2014_2,Calochilus grandiflorus,leaf_width,minimum,1.7,mm,Calochilus grandiflorus,NA
NHNSW_2014_2,Calochilus paludosus,leaf_length,minimum,60,mm,Calochilus paludosus,NA
NHNSW_2014_2,Calochilus paludosus,leaf_width,minimum,1.7,mm,Calochilus paludosus,NA
NHNSW_2014_2,Calochilus robertsonii,leaf_length,minimum,100,mm,Calochilus robertsonii,NA
NHNSW_2014_2,Calochilus robertsonii,leaf_width,minimum,4.3,mm,Calochilus robertsonii,NA
NHNSW_2014_2,Calotis cuneata,leaf_length,minimum,33.3,mm,Calotis cuneata,NA
NHNSW_2014_2,Calotis cuneata,leaf_width,minimum,1.7,mm,Calotis cuneata,NA
NHNSW_2014_2,Calotis inermis,leaf_length,minimum,8.3,mm,Calotis inermis,NA
NHNSW_2014_2,Calotis inermis,leaf_width,minimum,5,mm,Calotis inermis,NA
NHNSW_2014_2,Calotis moorei,leaf_length,minimum,23.3,mm,Calotis moorei,NA
NHNSW_2014_2,Canna indica,leaf_length,minimum,150,mm,Canna indica,NA
NHNSW_2014_2,Canna indica,leaf_width,minimum,83.3,mm,Canna indica,NA
NHNSW_2014_2,Psydrax odorata subsp. buxifolia,plant_height,maximum,8,m,Canthium buxifolium,NA
NHNSW_2014_2,Psydrax latifolia,plant_height,maximum,4,m,Canthium latifolium,NA
