site_name,trait_name,unit,value,notes
Ash,longitude,deg,145.2333333,
Ash,latitude,deg,-37.38333333,
Gosford High P,longitude,deg,151.3166667,
Gosford High P,latitude,deg,-33.38333333,
Gosford low P,longitude,deg,151.3166667,
Gosford low P,latitude,deg,-33.3667,
