species_name,original_name,Tasmania,Tasmania_rounded,Kew,Kew_rounded,Kew_yes,Kew_rounded_yes,sum_matches,seed_mass_outcome
Parsonsia brownii,Parsonsia brownii,1.8368,1.84,7.4616,7.46,0,0,0,keep
Patersonia fragilis,Patersonia fragilis,2.6432,2.64,2.5132,2.51,0,0,0,keep
Patersonia occidentalis,Patersonia occidentalis,2.6432,2.64,2.6046666666666667,2.6,0,0,0,keep
Pelargonium australe,Pelargonium australe,0.45,0.45,1.08,1.08,0,0,0,keep
Pelargonium inodorum,Pelargonium inodorum,0.45,0.45,0.48941999999999997,0.49,0,0,0,keep
Pellaea falcata,Pellaea falcata,3.3,3.3,NA,NA,NA,NA,0,keep
Pentachondra involucrata,Pentachondra involucrata,1.0312,1.03,1.0312,1.03,1,1,2,omit
Pentachondra pumila,Pentachondra pumila,0.3464,0.35,0.84942284,0.85,0,0,0,keep
Pentaglottis sempervirens,Pentaglottis sempervirens,3.3,3.3,NA,NA,NA,NA,0,keep
Pentapogon quadrifidus,Pentapogon quadrifidus,0.8096,0.81,0.80712,0.81,0,1,1,omit
Persicaria decipiens,Persicaria decipiens,1.4148,1.41,1.1934666666666667,1.19,0,0,0,keep
Persicaria subsessilis,Persicaria subsessilis,3.474,3.47,3.474,3.47,1,1,2,omit
Persoonia gunnii,Persoonia gunnii,176.807,176.81,128.7018375,128.7,0,0,0,keep
Persoonia juniperina,Persoonia juniperina,93.3601,93.36,86.2824324,86.28,0,0,0,keep
Persoonia muelleri,Persoonia muelleri,135.083,135.08,NA,NA,NA,NA,0,keep
Caladenia carnea,Petalochilus carneus,0.00533,0.01,NA,NA,NA,NA,0,keep
Caladenia fuscata,Petalochilus fuscatus,0.00533,0.01,NA,NA,NA,NA,0,keep
Petrorhagia nanteuilii,Petrorhagia nanteuilii,0.49016,0.49,NA,NA,NA,NA,0,keep
Nematolepis squamea,Phebalium squameum,1.26821,1.27,1.016,1.02,0,0,0,keep
Pherosphaera hookeriana,Pherosphaera hookeriana,0.8968,0.9,NA,NA,NA,NA,0,keep
Eriostemon verrucosus,Philotheca verrucosa,1.26821,1.27,6.4556,6.46,0,0,0,keep
Eriostemon virgatus,Philotheca virgata,1.26821,1.27,NA,NA,NA,NA,0,keep
Phragmites australis,Phragmites australis,1.20732,1.21,0.10240941176470589,0.1,0,0,0,keep
Phyllangium divergens,Phyllangium divergens,0.0188,0.02,0.0212,0.02,0,1,1,omit
Phyllanthus australis,Phyllanthus australis,2.8776,2.88,NA,NA,NA,NA,0,keep
Phyllanthus gunnii,Phyllanthus gunnii,2.8776,2.88,1.7532,1.75,0,0,0,keep
Phyllocladus aspleniifolius,Phyllocladus aspleniifolius,2.8776,2.88,2.9892,2.99,0,0,0,keep
Phyllota diffusa,Phyllota diffusa,7.89099,7.89,NA,NA,NA,NA,0,keep
Phymatosorus pustulatus,Phymatosorus pustulatus,3.3,3.3,NA,NA,NA,NA,0,keep
Picris angustifolia,Picris angustifolia,1.5972,1.6,0.8888,0.89,0,0,0,keep
Pimelea cinerea,Pimelea cinerea,3.22368,3.22,NA,NA,NA,NA,0,keep
Pimelea curviflora,Pimelea curviflora,3.22368,3.22,NA,NA,NA,NA,0,keep
Pimelea drupacea,Pimelea drupacea,3.22368,3.22,9.8824,9.88,0,0,0,keep
Pimelea filiformis,Pimelea filiformis,3.22368,3.22,NA,NA,NA,NA,0,keep
Pimelea flava,Pimelea flava,1.80961,1.81,1.7387755,1.74,0,0,0,keep
Pimelea glauca,Pimelea glauca,3.22368,3.22,3.1899800000000003,3.19,0,0,0,keep
Pimelea humilis,Pimelea humilis,3.22368,3.22,2.77864,2.78,0,0,0,keep
Pimelea ligustrina,Pimelea ligustrina,2.312,2.31,3.20125,3.2,0,0,0,keep
Pimelea linifolia subsp. linoides,Pimelea lindleyana,3.22368,3.22,NA,NA,NA,NA,0,keep
Pimelea linifolia,Pimelea linifolia,1.7212,1.72,2.36394,2.36,0,0,0,keep
Pimelea nivea,Pimelea nivea,3.22368,3.22,NA,NA,NA,NA,0,keep
Pimelea pauciflora,Pimelea pauciflora,7.42,7.42,5.786333333333333,5.79,0,0,0,keep
Pimelea sericea,Pimelea sericea,3.22368,3.22,NA,NA,NA,NA,0,keep
Pimelea serpyllifolia,Pimelea serpyllifolia,2.8556,2.86,2.8556,2.86,1,1,2,omit
Pittosporum bicolor,Pittosporum bicolor,5.668,5.67,5.668,5.67,1,1,2,omit
Plantago bellidioides,Plantago bellidioides,0.3576,0.36,0.3576,0.36,1,1,2,omit
Plantago daltonii,Plantago daltonii,0.549867,0.55,NA,NA,NA,NA,0,keep
Plantago debilis,Plantago debilis,0.2168,0.22,0.283456,0.28,0,0,0,keep
Plantago glabrata,Plantago glabrata,0.549867,0.55,NA,NA,NA,NA,0,keep
Plantago gunnii,Plantago gunnii,0.549867,0.55,NA,NA,NA,NA,0,keep
Plantago hispida,Plantago hispida,0.549867,0.55,NA,NA,NA,NA,0,keep
Plantago paradoxa,Plantago paradoxa,0.3312,0.33,0.2764,0.28,0,0,0,keep
Plantago tasmanica,Plantago tasmanica,0.2624,0.26,0.2538,0.25,0,0,0,keep
Plantago triantha,Plantago triantha,0.3824,0.38,0.3824,0.38,1,1,2,omit
Plantago varia,Plantago varia,1.7488,1.75,1.0293999999999999,1.03,0,0,0,keep
Platylobium formosum,Platylobium formosum,2.02928,2.03,8.30968,8.31,0,0,0,keep
Platylobium obtusangulum,Platylobium obtusangulum,5.69,5.69,6.3802666666666665,6.38,0,0,0,keep
Platylobium triangulare,Platylobium triangulare,3.85964,3.86,NA,NA,NA,NA,0,keep
Pleurosorus rutifolius,Pleurosorus rutifolius,3.3,3.3,NA,NA,NA,NA,0,keep
Poa clelandii,Poa clelandii,0.3296,0.33,0.3048,0.3,0,0,0,keep
Poa clivicola,Poa clivicola,0.3676,0.37,0.39,0.39,0,0,0,keep
Poa gunnii,Poa gunnii,0.4724,0.47,0.37839999999999996,0.38,0,0,0,keep
Poa hookeri,Poa hookeri,0.4204,0.42,NA,NA,NA,NA,0,keep
Poa labillardierei,Poa labillardierei,0.5,0.5,0.3546666666666667,0.35,0,0,0,keep
Poa mollis,Poa mollis,0.4204,0.42,NA,NA,NA,NA,0,keep
Poa poiformis,Poa poiformis,0.284,0.28,NA,NA,NA,NA,0,keep
Poa rodwayi,Poa rodwayi,0.4072,0.41,0.3096,0.31,0,0,0,keep
Poa saxicola,Poa saxicola,0.6188,0.62,NA,NA,NA,NA,0,keep
Poa sieberiana,Poa sieberiana,0.4204,0.42,0.1962,0.2,0,0,0,keep
Poa tenera,Poa tenera,0.3836,0.38,0.3338,0.33,0,0,0,keep
Podocarpus lawrencei,Podocarpus lawrencei,1.77688,1.78,NA,NA,NA,NA,0,keep
Podolepis jaceoides,Podolepis jaceoides,0.822,0.82,1.0349333333333333,1.03,0,0,0,keep
Polyphlebium venosum,Polyphlebium venosum,3.3,3.3,NA,NA,NA,NA,0,keep
Polystichum proliferum,Polystichum proliferum,3.3,3.3,NA,NA,NA,NA,0,keep
Pomaderris apetala,Pomaderris apetala,1.1348,1.13,0.69,0.69,0,0,0,keep
Pomaderris aspera,Pomaderris aspera,0.9984,1,0.779,0.78,0,0,0,keep
Pomaderris elliptica,Pomaderris elliptica,1.0548,1.05,1.0877182,1.09,0,0,0,keep
Pomaderris phylicifolia,Pomaderris phylicifolia,0.686,0.69,0.8163,0.82,0,0,0,keep
Pomaderris pilifera,Pomaderris pilifera,1.2344,1.23,1.1313199999999999,1.13,0,0,0,keep
Poranthera microphylla,Poranthera microphylla,2.8776,2.88,0.34829999999999994,0.35,0,0,0,keep
Potamogeton australiensis,Potamogeton australiensis,0.166,0.17,NA,NA,NA,NA,0,keep
Potamogeton tricarinatus,Potamogeton tricarinatus,0.166,0.17,1.9424,1.94,0,0,0,keep
Prasophyllum alpestre,Prasophyllum alpestre,0.0114,0.01,NA,NA,NA,NA,0,keep
Prasophyllum alpinum,Prasophyllum alpinum,0.0114,0.01,NA,NA,NA,NA,0,keep
Prasophyllum australe,Prasophyllum australe,0.00115,0,NA,NA,NA,NA,0,keep
Prasophyllum brevilabre,Prasophyllum brevilabre,0.0114,0.01,NA,NA,NA,NA,0,keep
Prasophyllum elatum,Prasophyllum elatum,0.0114,0.01,NA,NA,NA,NA,0,keep
Prasophyllum fuscum,Prasophyllum fuscum,0.0114,0.01,NA,NA,NA,NA,0,keep
Prasophyllum limnetes,Prasophyllum limnetes,0.0114,0.01,NA,NA,NA,NA,0,keep
Prasophyllum odoratum,Prasophyllum odoratum,0.0114,0.01,NA,NA,NA,NA,0,keep
Prasophyllum pulchellum,Prasophyllum pulchellum,0.0216,0.02,NA,NA,NA,NA,0,keep
Prasophyllum rostratum,Prasophyllum rostratum,0.0114,0.01,NA,NA,NA,NA,0,keep
Lobelia irrigua,Pratia irrigua,0.0307,0.03,0.118,0.12,0,0,0,keep
Lobelia pedunculata,Pratia pedunculata,0.0307,0.03,NA,NA,NA,NA,0,keep
Prionotes cerinthoides,Prionotes cerinthoides,7.07748,7.08,NA,NA,NA,NA,0,keep
Prostanthera lasianthos,Prostanthera lasianthos,1.9592,1.96,1.2348000000000001,1.23,0,0,0,keep
Prostanthera rotundifolia,Prostanthera rotundifolia,1.9592,1.96,1.4946000000000002,1.49,0,0,0,keep
Laphangium luteoalbum,Pseudognaphalium luteoalbum,0.0177,0.02,NA,NA,NA,NA,0,keep
Raukaua gunnii,Pseudopanax gunnii,0.1676,0.17,NA,NA,NA,NA,0,keep
Pteridium esculentum,Pteridium esculentum,3.3,3.3,NA,NA,NA,NA,0,keep
Pteris tremula,Pteris tremula,3.3,3.3,NA,NA,NA,NA,0,keep
Pterostylis alata,Pterostylis alata,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis aphylla,Pterostylis aphylla,0.0032,0,NA,NA,NA,NA,0,keep
Pterostylis concinna,Pterostylis concinna,0.02,0.02,NA,NA,NA,NA,0,keep
Pterostylis curta,Pterostylis curta,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis decurva,Pterostylis decurva,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis dubia,Pterostylis dubia,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis foliata,Pterostylis foliata,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis longifolia,Pterostylis longifolia,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis melagramma,Pterostylis melagramma,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis nana,Pterostylis nana,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis nutans,Pterostylis nutans,3.86e-4,0,NA,NA,NA,NA,0,keep
Pterostylis parviflora,Pterostylis parviflora,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis pedoglossa,Pterostylis pedoglossa,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis pedunculata,Pterostylis pedunculata,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis plumosa,Pterostylis plumosa,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis sanguinea,Pterostylis sanguinea,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis tunstallii,Pterostylis tunstallii,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis ingens,Pterostylis Xingens,0.0064,0.01,NA,NA,NA,NA,0,keep
Pterostylis ziegeleri,Pterostylis ziegeleri,0.002,0,NA,NA,NA,NA,0,keep
Pterygopappus lawrencei,Pterygopappus lawrencei,0.076,0.08,0.076,0.08,1,1,2,omit
Ptilotus spathulatus,Ptilotus spathulatus,1.3404,1.34,3.8632,3.86,0,0,0,keep
Pultenaea daphnoides,Pultenaea daphnoides,3.9368,3.94,4.2385,4.24,0,0,0,keep
Pultenaea dentata,Pultenaea dentata,0.8408,0.84,0.8408,0.84,1,1,2,omit
Pultenaea gunnii,Pultenaea gunnii,1.9336,1.93,NA,NA,NA,NA,0,keep
Pultenaea juniperina,Pultenaea juniperina,5.4552,5.46,4.3952,4.4,0,0,0,keep
Pultenaea pedunculata,Pultenaea pedunculata,2.2056,2.21,2.4068,2.41,0,0,0,keep
Pultenaea prostrata,Pultenaea prostrata,2.6428,2.64,2.6428,2.64,1,1,2,omit
Pultenaea sericea,Pultenaea sericea,2.8358,2.84,NA,NA,NA,NA,0,keep
Pultenaea stricta,Pultenaea stricta,2.8358,2.84,NA,NA,NA,NA,0,keep
Pultenaea tenuifolia,Pultenaea tenuifolia,2.8358,2.84,NA,NA,NA,NA,0,keep
Pyrorchis nigricans,Pyrorchis nigricans,0.00533,0.01,NA,NA,NA,NA,0,keep
Ranunculus amphitrichus,Ranunculus amphitrichus,1.2358,1.24,1.29,1.29,0,0,0,keep
Ranunculus collinus,Ranunculus collinus,1.2358,1.24,NA,NA,NA,NA,0,keep
Ranunculus decurvus,Ranunculus decurvus,0.706,0.71,0.706,0.71,1,1,2,omit
Ranunculus glabrifolius,Ranunculus glabrifolius,1.2358,1.24,NA,NA,NA,NA,0,keep
Ranunculus lappaceus,Ranunculus lappaceus,2.1868,2.19,2.7941333333333334,2.79,0,0,0,keep
Ranunculus pascuinus,Ranunculus pascuinus,2.12,2.12,2.16,2.16,0,0,0,keep
Ranunculus pimpinellifolius,Ranunculus pimpinellifolius,0.8212,0.82,0.8212,0.82,1,1,2,omit
Ranunculus scapiger,Ranunculus scapiger,1.202,1.2,1.202,1.2,1,1,2,omit
Ranunculus sessiliflorus,Ranunculus sessiliflorus,0.3788,0.38,0.29613333333333336,0.3,0,0,0,keep
Ranunculus triplodontus,Ranunculus triplodontus,1.2358,1.24,NA,NA,NA,NA,0,keep
Baloskion australe,Restio australis,1.4557,1.46,NA,NA,NA,NA,0,keep
Eurychorda complanata,Restio complanatus,1.4557,1.46,0.4092,0.41,0,0,0,keep
Chordifex hookeri,Restio hookeri,1.4557,1.46,NA,NA,NA,NA,0,keep
Chordifex monocephalus,Restio monocephalus,1.4557,1.46,NA,NA,NA,NA,0,keep
Baloskion tetraphyllum,Restio tetraphyllus,1.4557,1.46,0.1696,0.17,0,0,0,keep
Rhagodia baccata,Rhagodia candolleana,6.14412,6.14,1.68,1.68,0,0,0,keep
Rhodanthe anthemoides,Rhodanthe anthemoides,1.208,1.21,0.82255,0.82,0,0,0,keep
Rhytidosporum inconspicuum,Rhytidosporum inconspicuum,3.21227,3.21,NA,NA,NA,NA,0,keep
Rhytidosporum procumbens,Rhytidosporum procumbens,3.21227,3.21,NA,NA,NA,NA,0,keep
Richea acerosa,Richea acerosa,0.1,0.1,0.1,0.1,1,1,2,omit
Richea curtisiae,Richea curtisiae,0.153741,0.15,NA,NA,NA,NA,0,keep
Richea dracophylla,Richea dracophylla,0.4248,0.42,0.1824,0.18,0,0,0,keep
Richea gunnii,Richea gunnii,0.03,0.03,0.03,0.03,1,1,2,omit
Richea milliganii,Richea milliganii,0.153741,0.15,NA,NA,NA,NA,0,keep
Richea pandanifolia,Richea pandanifolia,0.1116,0.11,0.0993,0.1,0,0,0,keep
Richea procera,Richea procera,0.1708,0.17,0.13240000000000002,0.13,0,0,0,keep
Richea scoparia,Richea scoparia,0.0708,0.07,0.165375,0.17,0,0,0,keep
Richea sprengelioides,Richea sprengelioides,0.16824,0.17,0.15392,0.15,0,0,0,keep
Ricinocarpos pinifolius,Ricinocarpos pinifolius,43.2256,43.23,40.78393333333333,40.78,0,0,0,keep
Romulea rosea,Romulea rosea,2.10952,2.11,NA,NA,NA,NA,0,keep
Rorippa dictyosperma,Rorippa dictyosperma,0.657467,0.66,NA,NA,NA,NA,0,keep
Rostraria cristata,Rostraria cristata,1.20732,1.21,NA,NA,NA,NA,0,keep
Rubus gunnianus,Rubus gunnianus,0.9374,0.94,NA,NA,NA,NA,0,keep
Rubus parvifolius,Rubus parvifolius,0.9374,0.94,1.2690000000000001,1.27,0,0,0,keep
Rumex brownii,Rumex brownii,1.4484,1.45,1.48835,1.49,0,0,0,keep
Rumex dumosus,Rumex dumosus,3.2792,3.28,2.4468,2.45,0,0,0,keep
Rumohra adiantiformis,Rumohra adiantiformis,3.3,3.3,NA,NA,NA,NA,0,keep
Ruppia polycarpa,Ruppia polycarpa,0.166,0.17,NA,NA,NA,NA,0,keep
Rytidosperma dimidiatum,Rytidosperma dimidiatum,0.2152,0.22,NA,NA,NA,NA,0,keep
Rytidosperma nitens,Rytidosperma nitens,0.2152,0.22,0.2164,0.22,0,1,1,omit
Sagina namadgi,Sagina namadgi,0.49016,0.49,NA,NA,NA,NA,0,keep
Sambucus gaudichaudiana,Sambucus gaudichaudiana,3.3,3.3,1.9572,1.96,0,0,0,keep
Samolus repens,Samolus repens,0.0664,0.07,0.0676,0.07,0,1,1,omit
Sarcocornia quinqueflora,Sarcocornia quinqueflora,0.32623,0.33,0.1696,0.17,0,0,0,keep
Scaevola hookeri,Scaevola hookeri,1.25318,1.25,NA,NA,NA,NA,0,keep
Schenkia australis,Schenkia australis,0.066,0.07,NA,NA,NA,NA,0,keep
Schizacme montana,Schizacme montana,0.044,0.04,0.0496,0.05,0,0,0,keep
Schizaea bifida,Schizaea bifida,3.3,3.3,NA,NA,NA,NA,0,keep
Schizaea fistulosa,Schizaea fistulosa,3.3,3.3,NA,NA,NA,NA,0,keep
Schoenoplectus pungens,Schoenoplectus pungens,2.446,2.45,2.61176,2.61,0,0,0,keep
Schoenus absconditus,Schoenus absconditus,0.3334,0.33,NA,NA,NA,NA,0,keep
Schoenus apogon,Schoenus apogon,0.2036,0.2,0.3258,0.33,0,0,0,keep
Schoenus biglumis,Schoenus biglumis,0.3334,0.33,NA,NA,NA,NA,0,keep
Schoenus calyptratus,Schoenus calyptratus,0.3334,0.33,NA,NA,NA,NA,0,keep
Schoenus carsei,Schoenus carsei,0.3334,0.33,NA,NA,NA,NA,0,keep
Schoenus fluitans,Schoenus fluitans,0.2092,0.21,0.1868,0.19,0,0,0,keep
Schoenus lepidosperma,Schoenus lepidosperma,0.3334,0.33,NA,NA,NA,NA,0,keep
Schoenus maschalinus,Schoenus maschalinus,0.3334,0.33,0.16,0.16,0,0,0,keep
Schoenus nitens,Schoenus nitens,0.7116,0.71,0.5618666666666667,0.56,0,0,0,keep
Schoenus pygmaeus,Schoenus pygmaeus,0.3334,0.33,NA,NA,NA,NA,0,keep
Schoenus tenuissimus,Schoenus tenuissimus,0.3334,0.33,NA,NA,NA,NA,0,keep
Schoenus tesquorum,Schoenus tesquorum,0.2092,0.21,0.29359999999999997,0.29,0,0,0,keep
Mniarum biflorum,Scleranthus biflorus,0.4668,0.47,0.5061,0.51,0,0,0,keep
Scleranthus brockiei,Scleranthus brockiei,0.4036,0.4,0.4108,0.41,0,0,0,keep
Scleranthus diander,Scleranthus diander,0.8216,0.82,0.9728,0.97,0,0,0,keep
Scleranthus fasciculatus,Scleranthus fasciculatus,0.6736,0.67,0.6888,0.69,0,0,0,keep
Sebaea albidiflora,Sebaea albidiflora,0.02,0.02,0.01988,0.02,0,1,1,omit
Sebaea ovata,Sebaea ovata,0.02,0.02,0.0192,0.02,0,1,1,omit
Selaginella gracillima,Selaginella gracillima,3.3,3.3,NA,NA,NA,NA,0,keep
Selaginella uliginosa,Selaginella uliginosa,3.3,3.3,NA,NA,NA,NA,0,keep
Selliera radicans,Selliera radicans,0.436,0.44,0.6206,0.62,0,0,0,keep
Senecio biserratus,Senecio biserratus,0.218,0.22,0.20179999999999998,0.2,0,0,0,keep
Senecio glomeratus,Senecio glomeratus,0.0952,0.1,NA,NA,NA,NA,0,keep
Senecio gunnii,Senecio gunnii,0.2228,0.22,NA,NA,NA,NA,0,keep
Senecio hispidulus,Senecio hispidulus,0.1576,0.16,NA,NA,NA,NA,0,keep
Senecio lautus,Senecio lautus,0.314889,0.31,NA,NA,NA,NA,0,keep
Senecio leptocarpus,Senecio leptocarpus,0.314889,0.31,NA,NA,NA,NA,0,keep
Senecio linearifolius,Senecio linearifolius,0.314889,0.31,0.27799999999999997,0.28,0,0,0,keep
Erechtites minima,Senecio minimus,0.1812,0.18,0.1524,0.15,0,0,0,keep
Senecio odoratus,Senecio odoratus,0.264,0.26,0.3286,0.33,0,0,0,keep
Senecio pectinatus,Senecio pectinatus,0.9564,0.96,0.7916,0.79,0,0,0,keep
Senecio prenanthoides,Senecio prenanthoides,0.4472,0.45,0.3084,0.31,0,0,0,keep
Senecio quadridentatus,Senecio quadridentatus,0.314889,0.31,0.1368,0.14,0,0,0,keep
Senecio squarrosus,Senecio squarrosus,0.2916,0.29,0.33020000000000005,0.33,0,0,0,keep
Siloxerus multiflorus,Siloxerus multiflorus,0.0813,0.08,0.08966665,0.09,0,0,0,keep
Solanum laciniatum,Solanum laciniatum,2.2628,2.26,2.035745,2.04,0,0,0,keep
Solanum physalifolium,Solanum physalifolium,2.2628,2.26,NA,NA,NA,NA,0,keep
Solanum vescum,Solanum vescum,2.2628,2.26,1.90756,1.91,0,0,0,keep
Solenogyne dominii,Solenogyne dominii,0.3048,0.3,0.372,0.37,0,0,0,keep
Solenogyne gunnii,Solenogyne gunnii,0.3048,0.3,0.3048,0.3,1,1,2,omit
Sphaerocionium applanata,Sphaerocionium applanatum,7.89099,7.89,NA,NA,NA,NA,0,keep
Sphaerolobium minus,Sphaerolobium minus,1.4848,1.48,1.3422,1.34,0,0,0,keep
Spinifex sericeus,Spinifex sericeus,1.20732,1.21,13.85,13.85,0,0,0,keep
Sporadanthus tasmanicus,Sporadanthus tasmanicus,1.4557,1.46,NA,NA,NA,NA,0,keep
Sporobolus virginicus,Sporobolus virginicus,1.20732,1.21,0.1539,0.15,0,0,0,keep
Sprengelia distichophylla,Sprengelia distichophylla,0.05,0.05,NA,NA,NA,NA,0,keep
Sprengelia incarnata,Sprengelia incarnata,0.05,0.05,0.03812,0.04,0,0,0,keep
Spyridium eriocephalum,Spyridium eriocephalum,0.6036,0.6,0.6529,0.65,0,0,0,keep
Spyridium obovatum,Spyridium obovatum,0.7272,0.73,0.6716,0.67,0,0,0,keep
Spyridium parvifolium,Spyridium parvifolium,0.5872,0.59,0.8790274,0.88,0,0,0,keep
Spyridium ulicinum,Spyridium ulicinum,0.968,0.97,0.968,0.97,1,1,2,omit
Spyridium vexilliferum,Spyridium vexilliferum,0.4872,0.49,NA,NA,NA,NA,0,keep
Stackhousia monogyna,Stackhousia monogyna,2.1828,2.18,2.4832,2.48,0,0,0,keep
Stackhousia subterranea,Stackhousia subterranea,2.8744,2.87,2.88788926,2.89,0,0,0,keep
Stackhousia viminea,Stackhousia viminea,2.5286,2.53,NA,NA,NA,NA,0,keep
Caladenia lyallii,Stegostyla alpina,0.00533,0.01,NA,NA,NA,NA,0,keep
Stellaria flaccida,Stellaria flaccida,0.49016,0.49,NA,NA,NA,NA,0,keep
Stellaria multiflora,Stellaria multiflora,0.49016,0.49,NA,NA,NA,NA,0,keep
Stellaria palustris,Stellaria palustris,0.49016,0.49,NA,NA,NA,NA,0,keep
Stellaria pungens,Stellaria pungens,0.49016,0.49,0.9708,0.97,0,0,0,keep
Stenanthemum pimeleoides,Stenanthemum pimeleoides,0.574,0.57,NA,NA,NA,NA,0,keep
Stenotaphrum secundatum,Stenotaphrum secundatum,1.20732,1.21,NA,NA,NA,NA,0,keep
Sticherus lobatus,Sticherus lobatus,3.3,3.3,NA,NA,NA,NA,0,keep
Sticherus tenera,Sticherus tener,3.3,3.3,NA,NA,NA,NA,0,keep
Sticherus urceolatus,Sticherus urceolatus,3.3,3.3,NA,NA,NA,NA,0,keep
Stuckenia pectinata,Stuckenia pectinata,0.166,0.17,4.107733333333333,4.11,0,0,0,keep
Stylidium armeria,Stylidium armeria,0.1752,0.18,0.19904,0.2,0,0,0,keep
Stylidium graminifolium,Stylidium graminifolium,0.1752,0.18,0.18324000000000001,0.18,0,1,1,omit
Styphelia adscendens,Styphelia adscendens,8.8575,8.86,NA,NA,NA,NA,0,keep
Suaeda australis,Suaeda australis,6.14412,6.14,0.60214,0.6,0,0,0,keep
Swainsona lessertiifolia,Swainsona lessertiifolia,2.3272,2.33,2.8402,2.84,0,0,0,keep
Tasmannia lanceolata,Tasmannia lanceolata,1.91,1.91,NA,NA,NA,NA,0,keep
Telopea truncata,Telopea truncata,18.7792,18.78,29.7061111,29.71,0,0,0,keep
Tetracarpaea tasmannica,Tetracarpaea tasmannica,0.563181,0.56,0.0073333,0.01,0,0,0,keep
Tetragonia implexicoma,Tetragonia implexicoma,32.975,32.98,16.49,16.49,0,0,0,keep
Tetraria capillaris,Tetraria capillaris,1.43971,1.44,NA,NA,NA,NA,0,keep
Ehrharta distichophylla,Tetrarrhena distichophylla,0.8656,0.87,NA,NA,NA,NA,0,keep
Tetratheca labillardierei,Tetratheca labillardierei,1.8135,1.81,NA,NA,NA,NA,0,keep
Tetratheca pilosa,Tetratheca pilosa,1.8135,1.81,NA,NA,NA,NA,0,keep
Tetratheca procumbens,Tetratheca procumbens,1.8135,1.81,NA,NA,NA,NA,0,keep
Teucrium corymbosum,Teucrium corymbosum,0.7648,0.76,0.7406666666666667,0.74,0,0,0,keep
Thelionema caespitosum,Thelionema caespitosum,1.8396,1.84,1.4598,1.46,0,0,0,keep
Thelionema umbellatum,Thelionema umbellatum,1.8396,1.84,NA,NA,NA,NA,0,keep
Thelymitra antennifera,Thelymitra antennifera,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra arenaria,Thelymitra arenaria,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra aristata,Thelymitra aristata,0.0056,0.01,NA,NA,NA,NA,0,keep
Thelymitra carnea,Thelymitra carnea,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra cyanea,Thelymitra cyanea,0.0064,0.01,NA,NA,NA,NA,0,keep
Thelymitra erosa,Thelymitra erosa,0.0024,0,NA,NA,NA,NA,0,keep
Thelymitra exigua,Thelymitra exigua,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra flexuosa,Thelymitra flexuosa,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra holmesii,Thelymitra holmesii,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra ixioides,Thelymitra ixioides,9.08e-4,0,NA,NA,NA,NA,0,keep
Thelymitra juncifolia,Thelymitra juncifolia,0.0044,0,NA,NA,NA,NA,0,keep
Thelymitra longiloba,Thelymitra longiloba,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra nuda,Thelymitra nuda,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra pauciflora,Thelymitra pauciflora,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra peniculata,Thelymitra peniculata,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra polychroma,Thelymitra polychroma,0.0032,0,NA,NA,NA,NA,0,keep
Thelymitra rubra,Thelymitra rubra,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra simulata,Thelymitra simulata,0.00398,0,NA,NA,NA,NA,0,keep
Thelymitra spadicea,Thelymitra spadicea,0.00496,0,NA,NA,NA,NA,0,keep
Themeda triandra,Themeda australis,1.20732,1.21,3.2038108695652174,3.2,0,0,0,keep
Threlkeldia diffusa,Threlkeldia diffusa,2.482,2.48,2.462,2.46,0,0,0,keep
Thysanotus patersonii,Thysanotus patersonii,0.684,0.68,0.777,0.78,0,0,0,keep
Tmesipteris elongata,Tmesipteris elongata,3.3,3.3,NA,NA,NA,NA,0,keep
Tmesipteris obliqua,Tmesipteris obliqua,3.3,3.3,NA,NA,NA,NA,0,keep
Todea barbara,Todea barbara,3.3,3.3,NA,NA,NA,NA,0,keep
Townsonia viridis,Townsonia viridis,1.15133,1.15,NA,NA,NA,NA,0,keep
Trachymene humilis,Trachymene humilis,2.16,2.16,NA,NA,NA,NA,0,keep
