site,date,Plant,InsectOrder,InsectGrouporFamily,Insectspecies,Individuals,PollinationVectorKnown,PollinationVectorSourceTerm,PollinationVectorSourceColumn,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Halictidae,Lasioglossum (Chilalictus) lanarium,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Halictidae,Lasioglossum (Chilalictus) lanarium,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Colletidae,Leioproctus sp. 1,1,bee,Colletidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Colletidae,Leioproctus sp. 1,1,bee,Colletidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Hymenoptera,Vespidae,Vespula germanica,1,wasp,Vespidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Nymphalidae,Heteronympha cordace,1,butterfly,Nymphalidae,InsectGrouporFamily,
1000m,8/1/2022,Leptospermum polygalifolium,Lepidoptera,Pieridae,Pieris rapae,1,butterfly,Pieridae,InsectGrouporFamily,
1800m,8/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,8/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,8/1/2022,Prostanthera cuneata,Lepidoptera,Geometridae,Chrysolarentia sp. ,1,moth,Geometridae,InsectGrouporFamily,
1800m,8/1/2022,Ranunculus graniticola,Diptera,Diptera,Diptera,1,fly,Diptera,InsectOrder,
1800m,8/1/2022,Ranunculus graniticola,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,8/1/2022,Richea continentis,Diptera,Tabanidae,Scaptia sp. 1,1,fly,Diptera,InsectOrder,
1800m,8/1/2022,Richea continentis,Diptera,Tabanidae,Scaptia sp. 1,1,fly,Diptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Diptera,Diptera,Diptera,1,fly,Diptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Diptera,Syrphidae,Eristalis tenax,1,hoverfly,Syrphidae,InsectGrouporFamily,
2000m,9/1/2022,Celmisia costiniata,Diptera,Empididae,indet. Empididae m.sp. 6,1,fly,Diptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Diptera,Empididae,indet. Empididae m.sp. 6,1,fly,Diptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Diptera,Empididae,indet. Empididae m.sp. 6,1,fly,Diptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Diptera,Muscidae,Muscidae sp. 1,1,fly,Diptera,InsectOrder,
2000m,9/1/2022,Celmisia costiniata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 3,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
2000m,9/1/2022,Craspedia aurantia,Lepidoptera,Nymphalidae,Oreixenica orichora,1,butterfly,Nymphalidae,InsectGrouporFamily,
2000m,9/1/2022,Craspedia aurantia,Lepidoptera,Nymphalidae,Oreixenica orichora,1,butterfly,Nymphalidae,InsectGrouporFamily,
2000m,9/1/2022,Euphrasia colina,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 1,1,sweat_bee,Halictidae,InsectGrouporFamily,
2000m,9/1/2022,Euphrasia collina,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 1,1,sweat_bee,Halictidae,InsectGrouporFamily,
1600m,9/1/2022,Hakea lissosperma,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Hakea lissosperma,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Hakea lissosperma,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Hakea lissosperma,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Hakea lissosperma,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Hakea lissosperma,Coleoptera,Lycidae,Porrostoma rhipidium,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Hypochaeris radicata,Coleoptera,Cleridae,Cleridae sp. 2,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Hypochaeris radicata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1600m,9/1/2022,Hypochaeris radicata,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1600m,9/1/2022,Hypochaeris radicata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1600m,9/1/2022,Hypochaeris radicata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1600m,9/1/2022,Hypochaeris radicata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1600m,9/1/2022,Hypochaeris radicata,Lepidoptera,Nymphalidae,Vanessa kershawi,1,butterfly,Nymphalidae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Mordellidae,Mordellidae sp. 1,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Coleoptera,Mordellidae,Mordellidae sp. 1,1,beetle,Coleoptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Diptera,Bibionidae,Dilophus cf. longirostris,1,fly,Diptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Diptera,Sciaridae,indet. Sciaridae m.sp. 4,1,fly,Diptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Diptera,Sciaridae,indet. Sciaridae m.sp. 4,1,fly,Diptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Diptera,Sciaridae,indet. Sciaridae m.sp. 4,1,fly,Diptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Diptera,Tachinidae,Leskiini gen. 2 sp. 1 ,1,fly,Diptera,InsectOrder,
1600m,9/1/2022,Veronica derwentiana,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1600m,9/1/2022,Veronica derwentiana,Lepidoptera,Lepidoptera,Lepidoptera,1,lepidoptera,Lepidoptera,InsectOrder,
1800m,12/1/2022,Celmisia costiniata,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1800m,12/1/2022,Craspedia lamicola,Lepidoptera,Erebidae,Nyctemera amicus,1,moth,Erebidae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Tachinidae,aff. Australotachina sp. 1,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Epacris petrophila,Diptera,Bombyliidae,Aleucosia sp. 1,1,bee_fly,Bombyliidae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Bombyliidae,Aleucosia sp. 1,1,bee_fly,Bombyliidae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Empididae,indet. Empididae m.sp. 6,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Epacris petrophila,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 4,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 4,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Epacris petrophila,Diptera,Pelecorhynchidae,Pelecorhynchus sp. 2,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Epacris petrophila,Diptera,Tabanidae,Scaptia sp. 1,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Epacris petrophila,Diptera,Tabanidae,Scaptia sp. 2,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Epacris petrophila,Diptera,Tabanidae,Scaptia sp. 2,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Epacris petrophila,Diptera,Tabanidae,Scaptia sp. 2,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Epacris petrophila,Diptera,Tabanidae,Scaptia sp. 2,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,Calliphora (Paracalliphora) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Diptera,Diptera,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Diptera,Diptera,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Diptera,Diptera,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Diptera,Diptera,1,fly,Diptera,InsectOrder,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 4,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1800m,12/1/2022,Prostanthera cuneata,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 1,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1400m,13/1/2022,Baeckea gunniana,Diptera,Tabanidae,Scaptia sp. 1,1,fly,Diptera,InsectOrder,
1400m,13/1/2022,Baeckea gunniana,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1400m,13/1/2022,Baeckea gunniana,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1400m,13/1/2022,Baeckea gunniana,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1400m,13/1/2022,Baeckea gunniana,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1400m,13/1/2022,Callistomen sieberi,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Callistomen sieberi,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Callistomen sieberi,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Callistomen sieberi,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Callistomen sieberi,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Callistomen sieberi,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1200m,13/1/2022,Callistomen sieberi,Diptera,Diptera,Diptera,1,fly,Diptera,InsectOrder,
1200m,13/1/2022,Callistomen sieberi,Diptera,Rhinidae,Stomorhina discolor,1,fly,Diptera,InsectOrder,
1400m,13/1/2022,Epacris paludosa,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Epacris paludosa,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Epacris paludosa,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Epacris paludosa,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Epacris paludosa,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Epacris paludosa,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1400m,13/1/2022,Epacris paludosa,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
