Site,Position,Spp,Branchno,(airspaceproportion),360/angle*number,Abundanceinplot,airspace.mm2,Angle,ApexWidth.mm,area.cm2,area/individ vessel,Area_mean,Area_sum,Areaxylem,Budsample,budXsectionarea.mm2,D1.cm,D2.cm,Date,Date dryweight,Dry_weight,DryweightGroup,HairDensity,Height.cm,HorizontalDistance1.mm,HorizontalDistance2.mm,HorizontalTissueDistance1.mm,HorizontalTissueDistance2.mm,HorizontalTissueProportion1,HorizontalTissueProportion2,leaf_count,Lumen.area,lumen.fraction,Magnification,n,NlayersHorizontal,NLayersVertical,no.vessle,non-lumen.fraction,Plot,SampleXylem,SLA.cm2/g,Species,Stem.Density,SumArea.mm2,SumLDW.g,UniqueID,VerticalDistance.mm,VerticalTissueDistance.mm,VerticalTissueProportion
F20S,Top,LeMon,2,NA,NA,0.3,NA,NA,NA,2463.009,NA,NA,NA,NA,NA,NA,72,40,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F20ST,NA,NA,Acrothamnus montanus,NA,NA,NA,1303,NA,NA,NA
F20S,Top,LeMon,3,NA,NA,0.3,NA,NA,NA,2596.723,NA,NA,NA,NA,NA,NA,60,55,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F20ST,NA,NA,Acrothamnus montanus,NA,NA,NA,1304,NA,NA,NA
F20S,Top,OlFro,1,0.448,NA,0.025,12.434,NA,0.298,6792.909,NA,66.17428571428572,463.22,NA,OlFro4,27.728,74,112,24-Apr,30-Apr,0.012142857142857144,0.085,very dense,30,1.977,2.194,0.597,0.447,0.302,0.204,7,NA,NA,NA,7,6,9,NA,NA,F20ST,NA,54.496,Olearia frostii,0.635,463.22,0.085,1305,6.045,1.834,0.303
F20S,Top,OlFro,2,NA,NA,0.025,NA,NA,NA,2164.754,NA,93.77225,750.178,NA,NA,NA,50,55,24-Apr,30-Apr,0.016875,0.135,NA,30,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,8,NA,NA,NA,NA,F20ST,NA,55.569,Olearia frostii,NA,750.178,0.135,1306,NA,NA,NA
F20S,Top,OlFro,3,NA,NA,0.025,NA,NA,NA,2507.187,NA,65.98233333333333,395.894,NA,NA,NA,60,53,24-Apr,30-Apr,0.035666666666666666,0.214,NA,41,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,6,NA,NA,NA,NA,F20ST,NA,18.5,Olearia frostii,NA,395.894,0.214,1307,NA,NA,NA
F21N,Bottom,AsTry,1,NA,NA,0.15,NA,NA,NA,1734.945,NA,NA,NA,NA,NA,NA,53,41,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Asterolasia trymalioides,NA,NA,NA,1308,NA,NA,NA
F21N,Bottom,AsTry,2,NA,NA,0.15,NA,NA,NA,3578.47,NA,NA,NA,NA,NA,NA,100,35,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Asterolasia trymalioides,NA,NA,NA,1309,NA,NA,NA
F21N,Bottom,AsTry,3,NA,NA,0.15,NA,NA,NA,829.577,NA,NA,NA,NA,NA,NA,35,30,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Asterolasia trymalioides,NA,NA,NA,1310,NA,NA,NA
F21N,Bottom,GrAus,1,NA,NA,4.75,NA,NA,NA,16741.547,NA,NA,NA,NA,NA,NA,126,166,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Grevillea australis,NA,NA,NA,1311,NA,NA,NA
F21N,Bottom,GrAus,2,NA,NA,4.75,NA,NA,NA,26735.15,NA,NA,NA,NA,NA,NA,183,186,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Grevillea australis,NA,NA,NA,1312,NA,NA,NA
F21N,Bottom,GrAus,3,NA,NA,4.75,NA,NA,NA,34306.977,NA,NA,NA,NA,NA,NA,212,206,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Grevillea australis,NA,NA,NA,1313,NA,NA,NA
F21N,Bottom,LeMon,1,NA,NA,1.75,NA,NA,NA,2123.717,NA,NA,NA,NA,NA,NA,54,50,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Acrothamnus montanus,NA,NA,NA,1314,NA,NA,NA
F21N,Bottom,LeMon,2,NA,NA,1.75,NA,NA,NA,3631.681,NA,NA,NA,NA,NA,NA,70,66,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Acrothamnus montanus,NA,NA,NA,1315,NA,NA,NA
F21N,Bottom,LeMon,3,NA,NA,1.75,NA,NA,NA,1590.431,NA,NA,NA,NA,NA,NA,45,45,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Acrothamnus montanus,NA,NA,NA,1316,NA,NA,NA
F21N,Bottom,OlFro,1,NA,NA,1.5,NA,NA,NA,1885.741,NA,NA,NA,NA,NA,NA,50,48,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Olearia frostii,NA,NA,NA,1317,NA,NA,NA
F21N,Bottom,OlFro,2,NA,NA,1.5,NA,NA,NA,3369.554,NA,NA,NA,NA,NA,NA,73,58,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Olearia frostii,NA,NA,NA,1318,NA,NA,NA
F21N,Bottom,OlFro,3,NA,NA,1.5,NA,NA,NA,5808.805,NA,NA,NA,NA,NA,NA,77,95,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Olearia frostii,NA,NA,NA,1319,NA,NA,NA
F21N,Bottom,PhSqu,1,NA,NA,4,NA,NA,NA,37325.262,NA,NA,NA,NA,NA,NA,244,192,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Phebalium squamulosum,NA,NA,NA,1320,NA,NA,NA
F21N,Bottom,PhSqu,2,NA,NA,4,NA,NA,NA,26880.252,NA,NA,NA,NA,NA,NA,188,182,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Phebalium squamulosum,NA,NA,NA,1321,NA,NA,NA
F21N,Bottom,PhSqu,3,NA,NA,4,NA,NA,NA,6792.909,NA,NA,NA,NA,NA,NA,94,92,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Phebalium squamulosum,NA,NA,NA,1322,NA,NA,NA
F21N,Bottom,PiAxi,1,NA,NA,0.775,NA,NA,NA,3903.625,NA,NA,NA,NA,NA,NA,77,64,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Pimelea axiflor,NA,NA,NA,1323,NA,NA,NA
F21N,Bottom,PiAxi,2,NA,NA,0.775,NA,NA,NA,2507.187,NA,NA,NA,NA,NA,NA,56,57,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Pimelea axiflor,NA,NA,NA,1324,NA,NA,NA
F21N,Bottom,PiAxi,3,NA,NA,0.775,NA,NA,NA,1847.453,NA,NA,NA,NA,NA,NA,41,56,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NB,NA,NA,Pimelea axiflor,NA,NA,NA,1325,NA,NA,NA
F21N,Mid,AsTry,1,NA,NA,0.5,NA,NA,NA,3903.625,NA,NA,NA,NA,NA,NA,70,71,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Asterolasia trymalioides,NA,NA,NA,1326,NA,NA,NA
F21N,Mid,AsTry,2,NA,NA,0.5,NA,NA,NA,3631.681,NA,NA,NA,NA,NA,NA,102,34,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Asterolasia trymalioides,NA,NA,NA,1327,NA,NA,NA
F21N,Mid,AsTry,3,NA,NA,0.5,NA,NA,NA,2206.183,NA,NA,NA,NA,NA,NA,75,31,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Asterolasia trymalioides,NA,NA,NA,1328,NA,NA,NA
F21N,Mid,GrAus,1,NA,NA,2.5,NA,NA,NA,17087.319,NA,NA,NA,NA,NA,NA,150,145,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Grevillea australis,NA,NA,NA,1329,NA,NA,NA
F21N,Mid,GrAus,2,NA,NA,2.5,NA,NA,NA,24328.494,NA,NA,NA,NA,NA,NA,230,122,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Grevillea australis,NA,NA,NA,1330,NA,NA,NA
F21N,Mid,GrAus,3,NA,NA,2.5,NA,NA,NA,2733.971,NA,NA,NA,NA,NA,NA,88,30,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Grevillea australis,NA,NA,NA,1331,NA,NA,NA
F21N,Mid,KuMue,1,NA,NA,8,NA,NA,NA,30480.517,NA,5.39784375,172.731,NA,NA,NA,310,84,26-Apr,30-Apr,7.5e-4,0.024,NA,30,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,71.971,Kunzea muelleri,0.82,172.731,0.024,1332,NA,NA,NA
F21N,Mid,KuMue,2,NA,NA,8,NA,NA,NA,12568.138,NA,5.538868421052632,210.477,NA,NA,NA,177,76,26-Apr,30-Apr,7.894736842105263e-4,0.03,NA,31,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,70.159,Kunzea muelleri,NA,210.477,0.03,1333,NA,NA,NA
F21N,Mid,KuMue,3,NA,NA,8,NA,NA,NA,1590.431,NA,5.3756176470588235,182.771,NA,NA,NA,40,50,26-Apr,30-Apr,6.470588235294117e-4,0.022,NA,37,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,83.078,Kunzea muelleri,NA,182.771,0.022,1334,NA,NA,NA
F21N,Mid,OrLan,1,NA,NA,6,NA,NA,NA,3959.192,NA,NA,NA,NA,NA,NA,77,65,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Orites lancifolia,NA,NA,NA,1335,NA,NA,NA
F21N,Mid,OrLan,2,NA,NA,6,NA,NA,NA,150673.925,NA,NA,NA,NA,NA,NA,534,342,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Orites lancifolia,NA,NA,NA,1336,NA,NA,NA
F21N,Mid,OrLan,3,NA,NA,6,NA,NA,NA,46186.321,NA,NA,NA,NA,NA,NA,205,280,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Orites lancifolia,NA,NA,NA,1337,NA,NA,NA
F21N,Mid,PhSqu,1,NA,NA,0.65,NA,NA,NA,1486.17,NA,NA,NA,NA,NA,NA,51,36,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Phebalium squamulosum,NA,NA,NA,1338,NA,NA,NA
F21N,Mid,PhSqu,2,NA,NA,0.65,NA,NA,NA,1734.945,NA,NA,NA,NA,NA,NA,56,38,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Phebalium squamulosum,NA,NA,NA,1339,NA,NA,NA
F21N,Mid,PhSqu,3,NA,NA,0.65,NA,NA,NA,1885.741,NA,NA,NA,NA,NA,NA,38,60,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Phebalium squamulosum,NA,NA,NA,1340,NA,NA,NA
F21N,Mid,PiAxi,1,NA,NA,1.25,NA,NA,NA,2248.006,NA,NA,NA,NA,NA,NA,59,48,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Pimelea axiflor,NA,NA,NA,1341,NA,NA,NA
F21N,Mid,PiAxi,2,NA,NA,1.25,NA,NA,NA,2206.183,NA,NA,NA,NA,NA,NA,66,40,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Pimelea axiflor,NA,NA,NA,1342,NA,NA,NA
F21N,Mid,PiAxi,3,NA,NA,1.25,NA,NA,NA,572.555,NA,NA,NA,NA,NA,NA,32,22,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Pimelea axiflor,NA,NA,NA,1343,NA,NA,NA
F21N,Mid,PrCun,1,NA,NA,4,NA,NA,NA,17087.319,NA,NA,NA,NA,NA,NA,165,130,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Prostanthera cuneata,NA,NA,NA,1344,NA,NA,NA
F21N,Mid,PrCun,2,NA,NA,4,NA,NA,NA,37840.68,NA,NA,NA,NA,NA,NA,226,213,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Prostanthera cuneata,NA,NA,NA,1345,NA,NA,NA
F21N,Mid,PrCun,3,NA,NA,4,NA,NA,NA,15836.769,NA,NA,NA,NA,NA,NA,156,128,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NM,NA,NA,Prostanthera cuneata,NA,NA,NA,1346,NA,NA,NA
F21N,Top,AsTry,1,NA,NA,2.75,NA,NA,NA,9076.258,NA,NA,NA,NA,NA,NA,141,74,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Asterolasia trymalioides,NA,NA,NA,1347,NA,NA,NA
F21N,Top,AsTry,2,NA,NA,2.75,NA,NA,NA,8908.182,NA,NA,NA,NA,NA,NA,124,89,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Asterolasia trymalioides,NA,NA,NA,1348,NA,NA,NA
F21N,Top,AsTry,3,NA,NA,2.75,NA,NA,NA,4185.387,NA,NA,NA,NA,NA,NA,88,58,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Asterolasia trymalioides,NA,NA,NA,1349,NA,NA,NA
F21N,Top,GrAus,1,NA,NA,2.25,NA,NA,NA,11979.089,NA,NA,NA,NA,NA,NA,82,165,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Grevillea australis,NA,NA,NA,1350,NA,NA,NA
F21N,Top,GrAus,2,NA,NA,2.25,NA,NA,NA,14420.107,NA,NA,NA,NA,NA,NA,131,140,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Grevillea australis,NA,NA,NA,1351,NA,NA,NA
F21N,Top,GrAus,3,NA,NA,2.25,NA,NA,NA,20106.193,NA,NA,NA,NA,NA,NA,194,126,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Grevillea australis,NA,NA,NA,1352,NA,NA,NA
F21N,Top,LeMon,1,NA,NA,1.25,NA,NA,NA,3578.47,NA,NA,NA,NA,NA,NA,88,47,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Acrothamnus montanus,NA,NA,NA,1353,NA,NA,NA
F21N,Top,LeMon,2,NA,NA,1.25,NA,NA,NA,4417.865,NA,NA,NA,NA,NA,NA,94,56,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Acrothamnus montanus,NA,NA,NA,1354,NA,NA,NA
F21N,Top,LeMon,3,NA,NA,1.25,NA,NA,NA,5281.017,NA,NA,NA,NA,NA,NA,77,87,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Acrothamnus montanus,NA,NA,NA,1355,NA,NA,NA
F21N,Top,OlBre,1,NA,NA,0.8,NA,NA,NA,5345.616,NA,NA,NA,NA,NA,NA,85,80,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Olearia brevipedunculata,NA,NA,NA,1356,NA,NA,NA
F21N,Top,OlBre,2,NA,NA,0.8,NA,NA,NA,3685.285,NA,NA,NA,NA,NA,NA,76,61,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Olearia brevipedunculata,NA,NA,NA,1357,NA,NA,NA
F21N,Top,OlBre,3,NA,NA,0.8,NA,NA,NA,2507.187,NA,NA,NA,NA,NA,NA,68,45,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Olearia brevipedunculata,NA,NA,NA,1358,NA,NA,NA
F21N,Top,OrLan,1,NA,NA,3.5,NA,NA,NA,30946.455,NA,NA,NA,NA,NA,NA,223,174,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Orites lancifolia,NA,NA,NA,1359,NA,NA,NA
F21N,Top,OrLan,2,NA,NA,3.5,NA,NA,NA,151362.719,NA,NA,NA,NA,NA,NA,377,501,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Orites lancifolia,NA,NA,NA,1360,NA,NA,NA
F21N,Top,OrLan,3,NA,NA,3.5,NA,NA,NA,108394.568,NA,NA,NA,NA,NA,NA,372,371,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Orites lancifolia,NA,NA,NA,1361,NA,NA,NA
F21N,Top,PhSqu,1,NA,NA,3.5,NA,NA,NA,7163.028,NA,NA,NA,NA,NA,NA,122,69,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Phebalium squamulosum,NA,NA,NA,1362,NA,NA,NA
F21N,Top,PhSqu,2,NA,NA,3.5,NA,NA,NA,12667.687,NA,NA,NA,NA,NA,NA,159,95,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Phebalium squamulosum,NA,NA,NA,1363,NA,NA,NA
F21N,Top,PhSqu,3,NA,NA,3.5,NA,NA,NA,17907.864,NA,NA,NA,NA,NA,NA,177,125,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Phebalium squamulosum,NA,NA,NA,1364,NA,NA,NA
F21N,Top,PiAxi,1,NA,NA,0.55,NA,NA,NA,2375.829,NA,NA,NA,NA,NA,NA,70,40,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Pimelea axiflor,NA,NA,NA,1365,NA,NA,NA
F21N,Top,PiAxi,2,NA,NA,0.55,NA,NA,NA,1418.625,NA,NA,NA,NA,NA,NA,51,34,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Pimelea axiflor,NA,NA,NA,1366,NA,NA,NA
F21N,Top,PiAxi,3,NA,NA,0.55,NA,NA,NA,660.52,NA,NA,NA,NA,NA,NA,40,18,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21NT,NA,NA,Pimelea axiflor,NA,NA,NA,1367,NA,NA,NA
F21S,Bottom,GrAus,1,NA,NA,3,NA,NA,NA,10386.891,NA,NA,NA,NA,NA,NA,145,85,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Grevillea australis,NA,NA,NA,1368,NA,NA,NA
F21S,Bottom,GrAus,2,NA,NA,3,NA,NA,NA,27906.964,NA,NA,NA,NA,NA,NA,212,165,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Grevillea australis,NA,NA,NA,1369,NA,NA,NA
F21S,Bottom,GrAus,3,NA,NA,3,NA,NA,NA,7775.638,NA,NA,NA,NA,NA,NA,115,84,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Grevillea australis,NA,NA,NA,1370,NA,NA,NA
F21S,Bottom,LeMon,1,NA,NA,1.5,NA,NA,NA,2042.821,NA,NA,NA,NA,NA,NA,54,48,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Acrothamnus montanus,NA,NA,NA,1371,NA,NA,NA
F21S,Bottom,LeMon,2,NA,NA,1.5,NA,NA,NA,3421.194,NA,NA,NA,NA,NA,NA,64,68,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Acrothamnus montanus,NA,NA,NA,1372,NA,NA,NA
F21S,Bottom,LeMon,3,NA,NA,1.5,NA,NA,NA,3959.192,NA,NA,NA,NA,NA,NA,70,72,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Acrothamnus montanus,NA,NA,NA,1373,NA,NA,NA
F21S,Bottom,OlFro,1,NA,NA,1.75,NA,NA,NA,3019.071,NA,NA,NA,NA,NA,NA,66,58,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Olearia frostii,NA,NA,NA,1374,NA,NA,NA
F21S,Bottom,OlFro,2,NA,NA,1.75,NA,NA,NA,2733.971,NA,NA,NA,NA,NA,NA,77,41,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Olearia frostii,NA,NA,NA,1375,NA,NA,NA
F21S,Bottom,OlFro,3,NA,NA,1.75,NA,NA,NA,1772.055,NA,NA,NA,NA,NA,NA,54,41,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Olearia frostii,NA,NA,NA,1376,NA,NA,NA
F21S,Bottom,PiAxi,1,NA,NA,2,NA,NA,NA,1698.227,NA,NA,NA,NA,NA,NA,31,62,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Pimelea axiflor,NA,NA,NA,1377,NA,NA,NA
F21S,Bottom,PiAxi,2,NA,NA,2,NA,NA,NA,1288.249,NA,NA,NA,NA,NA,NA,48,33,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Pimelea axiflor,NA,NA,NA,1378,NA,NA,NA
F21S,Bottom,PiAxi,3,NA,NA,2,NA,NA,NA,2780.506,NA,NA,NA,NA,NA,NA,76,43,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SB,NA,NA,Pimelea axiflor,NA,NA,NA,1379,NA,NA,NA
F21S,Mid,GrAus,1,NA,NA,3.5,NA,NA,NA,14957.123,NA,NA,NA,NA,NA,NA,115,161,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SM,NA,NA,Grevillea australis,NA,NA,NA,1380,NA,NA,NA
F21S,Mid,GrAus,2,NA,NA,3.5,NA,NA,NA,5741.457,NA,NA,NA,NA,NA,NA,81,90,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SM,NA,NA,Grevillea australis,NA,NA,NA,1381,NA,NA,NA
F21S,Mid,GrAus,3,NA,NA,3.5,NA,NA,NA,20995.46,NA,NA,NA,NA,NA,NA,196,131,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SM,NA,NA,Grevillea australis,NA,NA,NA,1382,NA,NA,NA
F21S,Mid,LeMon,1,NA,NA,3,NA,NA,NA,7932.718,NA,NA,NA,NA,NA,NA,105,96,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F21SM,NA,NA,Acrothamnus montanus,NA,NA,NA,1383,NA,NA,NA
