Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment
sascc-2369,,Triglochin striata,South Australian Seed Conservation Centre,,,,,7400,2.22,,,,,12/16/2006,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2364,,Triglochin nana,South Australian Seed Conservation Centre,,,,,,,,,,,9/18/2007,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-30,,Damasonium minus,South Australian Seed Conservation Centre,,,,,15750,5.04,,,,,10/19/2011,11/1/2012,SCC,,,,,,,,X-ray: 100%,,,,,,,,,,,,,,,,,,
sascc-2360,,Triglochin longicarpa,South Australian Seed Conservation Centre,,,,,,,,,,,10/11/2017,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2368,,Triglochin striata,South Australian Seed Conservation Centre,,,,,15500,5.18,,,,,1/19/2005,3/28/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-4012,,Stuckenia pectinata,South Australian Seed Conservation Centre,,,,,4700,16.72,,,,,12/21/2007,9/19/2008,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2298,,Ottelia ovalifolia subsp. ovalifolia,South Australian Seed Conservation Centre,,,,,3200,1.29,,,,,2/28/2022,7/7/2022,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2371,,Triglochin turrifera,South Australian Seed Conservation Centre,,,,,,,,,,,10/22/2008,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-4011,,Potamogeton ochreatus,South Australian Seed Conservation Centre,,,,,,,,,,,12/3/2005,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2354,,Cycnogeton alcockiae,South Australian Seed Conservation Centre,,,,,2900,14.67,,,,,12/1/2005,8/1/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2370,,Triglochin turrifera,South Australian Seed Conservation Centre,,,,,1050,2,,,,,10/21/2008,7/20/2009,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2358,,Triglochin hexagona,South Australian Seed Conservation Centre,,,,,7800,1.15,,,,,4/3/2007,8/1/2007,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2306,,Ottelia ovalifolia subsp. ovalifolia,South Australian Seed Conservation Centre,,,,,59000,12.23,,,,,3/17/2021,6/28/2021,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2355,,Cycnogeton alcockiae,South Australian Seed Conservation Centre,,,,,1500,26,,,,,11/3/2013,3/24/2015,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2297,,Ottelia ovalifolia subsp. ovalifolia,South Australian Seed Conservation Centre,,,,,57000,11.94,,,,,3/28/2011,1/1/2012,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2363,,Triglochin mucronata,South Australian Seed Conservation Centre,,,,,8000,7.35,,,,,10/1/2007,9/19/2008,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-27,,Alisma plantago-aquatica,South Australian Seed Conservation Centre,,,,,3600,1.421,,,,,2/28/2024,7/3/2024,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3665,,Cheiranthera volubilis,South Australian Seed Conservation Centre,,,,,880,2.42,,,,,3/1/2022,7/7/2022,SCC,,,,,,,,X-ray: 95%,,,,,,,,,,,,,,,,,,
sascc-3663,,Cheiranthera volubilis,South Australian Seed Conservation Centre,,,,,820,2.25,,,,,2/28/2022,7/7/2022,SCC,,,,,,,,X-ray: 84%,,,,,,,,,,,,,,,,,,
sascc-268,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,4700,4.36,,,,,6/17/2015,1/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3655,,Bursaria spinosa subsp. lasiophylla,South Australian Seed Conservation Centre,,,,,720,1.4,,,,,3/1/2010,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-264,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,1000,0.98,,,,,2/13/2006,8/9/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3657,,Bursaria spinosa subsp. spinosa,South Australian Seed Conservation Centre,,,,,29000,55.97,,,,,3/30/2006,3/28/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3651,,Billardiera uniflora,South Australian Seed Conservation Centre,,,,,3742,4.753,,,,,6/16/2022,6/20/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-263,,Eryngium supinum,South Australian Seed Conservation Centre,,,,,7700,7.4,,,,,9/26/2007,9/19/2008,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-292,,Hydrocotyle callicarpa,South Australian Seed Conservation Centre,,,,,23000,1.34,,,,,10/1/2007,9/19/2008,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-284,,Platysace heterophylla var. tepperi,South Australian Seed Conservation Centre,,,,,8900,3.4,,,,,6/10/2021,6/20/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-293,,Hydrocotyle comocarpa,South Australian Seed Conservation Centre,,,,,8500,1.4,,,,,10/15/2015,5/2/2017,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-296,,Hydrocotyle crassiuscula,South Australian Seed Conservation Centre,,,,,136300,46.67,,,,,11/4/2020,6/28/2021,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-311,,Trachymene ornata,South Australian Seed Conservation Centre,,,,,12000,20.51,,,,,11/3/2005,8/9/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-298,,Hydrocotyle foveolata,South Australian Seed Conservation Centre,,,,,5500,0.47,,,,,12/3/2005,8/9/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-301,,Hydrocotyle muscosa,South Australian Seed Conservation Centre,,,,,21000,4.91,,,,,1/22/2019,4/24/2019,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3638,,Billardiera cymosa,South Australian Seed Conservation Centre,,,,,600,1.27,,,,,2/2/2006,8/9/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-272,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,3700,9.45,,,,,1/26/2005,3/28/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3666,,Marianthus bignoniaceus,South Australian Seed Conservation Centre,,,,,950,0.65,,,,,3/16/2006,8/1/2007,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-302,,Hydrocotyle intertexta,South Australian Seed Conservation Centre,,,,,10400,2.71,,,,,9/8/2016,11/1/2017,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3646,,Billardiera sp. Yorke Peninsula (P.C.Heyligers 80164),South Australian Seed Conservation Centre,,,,,4000,8.18,,,,,3/7/2006,8/10/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3649,,Billardiera uniflora,South Australian Seed Conservation Centre,,,,,3000,5.94,,,,,9/23/2009,5/2/2017,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-273,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,420,1.03,,,,,12/1/2006,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-256,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,790,1.1,,,,,3/1/2010,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-286,,Xanthosia leiophylla,South Australian Seed Conservation Centre,,,,,,,,,,,1/29/2006,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3648,,Billardiera uniflora,South Australian Seed Conservation Centre,,,,,1840,3.09,,,,,5/2/2007,8/1/2007,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-258,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,3500,6.75,,,,,6/17/2015,1/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3643,,Billardiera sericophora,South Australian Seed Conservation Centre,,,,,2390,6.24,,,,,11/29/2006,8/1/2007,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3644,,Billardiera sericophora,South Australian Seed Conservation Centre,,,,,890,2.99,,,,,12/11/2008,7/20/2009,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3661,,Cheiranthera volubilis,South Australian Seed Conservation Centre,,,,,,,,,,,12/16/2015,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3662,,Cheiranthera volubilis,South Australian Seed Conservation Centre,,,,,340,0.94,,,,,1/5/2022,7/7/2022,SCC,,,,,,,,X-ray: 86%,,,,,,,,,,,,,,,,,,
sascc-255,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,2800,5.66,,,,,4/1/2006,8/9/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3640,,Billardiera cymosa,South Australian Seed Conservation Centre,,,,,10000,30.27,,,,,3/1/2006,9/16/2024,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3656,,Bursaria spinosa subsp. spinosa,South Australian Seed Conservation Centre,,,,,44400,63.9,,,,,3/7/2006,8/8/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-281,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,11500,20.178,,,,,12/8/2021,6/20/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3660,,Cheiranthera volubilis,South Australian Seed Conservation Centre,,,,,44,0.11,,,,,1/19/2006,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-309,,Trachymene glaucifolia,South Australian Seed Conservation Centre,,,,,4200,21.44,,,,,11/24/2005,8/9/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-253,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,630,1.15,,,,,2/8/2005,3/28/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-295,,Hydrocotyle crassiuscula,South Australian Seed Conservation Centre,,,,,42600,12.82,,,,,11/14/2019,6/24/2020,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-251,,Apium prostratum var. prostratum,South Australian Seed Conservation Centre,,,,,,,,,,,2/1/2006,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-299,,Hydrocotyle medicaginoides,South Australian Seed Conservation Centre,,,,,,,,,,,10/1/2007,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-294,,Hydrocotyle crassiuscula,South Australian Seed Conservation Centre,,,,,4600,1.27,,,,,10/8/2008,5/2/2017,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-304,,Hydrocotyle rugulosa,South Australian Seed Conservation Centre,,,,,8100,7.7,,,,,10/1/2007,9/19/2008,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-308,,Trachymene cyanopetala,South Australian Seed Conservation Centre,,,,,,,,,,,11/4/2005,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3667,,Marianthus bignoniaceus,South Australian Seed Conservation Centre,,,,,760,0.444,,,,,4/4/2024,7/3/2024,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-303,,Hydrocotyle plebeya,South Australian Seed Conservation Centre,,,,,14000,1.82,,,,,1/10/2007,8/1/2007,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3664,,Cheiranthera volubilis,South Australian Seed Conservation Centre,,,,,400,1.1,,,,,3/1/2022,7/7/2022,SCC,,,,,,,,X-ray: 90%,,,,,,,,,,,,,,,,,,
sascc-278,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,4800,7.82,,,,,2/9/2010,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-250,,Apium annuum,South Australian Seed Conservation Centre,,,,,,,,,,,12/19/2005,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-252,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,2400,6.16,,,,,4/27/2004,9/1/2004,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-285,,Xanthosia huegelii,South Australian Seed Conservation Centre,,,,,,,,,,,12/14/2005,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3672,,Rhytidosporum procumbens,South Australian Seed Conservation Centre,,,,,1600,1.45,,,,,12/12/2006,8/1/2007,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3641,,Billardiera cymosa,South Australian Seed Conservation Centre,,,,,5300,15.9,,,,,3/1/2006,8/10/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-280,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,5100,8.48,,,,,12/2/2019,6/24/2020,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3668,,Pittosporum angustifolium,South Australian Seed Conservation Centre,,,,,1960,52.5,,,,,3/23/2004,11/1/2017,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-267,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,4400,5.8,,,,,3/29/2011,1/1/2012,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-266,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,2700,3.34,,,,,4/29/2010,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-279,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,10500,19.02,,,,,2/9/2017,11/1/2017,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3637,,Billardiera cymosa,South Australian Seed Conservation Centre,,,,,7500,15.8,,,,,12/21/2004,3/28/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-270,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,9400,13.68,,,,,5/1/2019,6/24/2020,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3659,,Cheiranthera volubilis,South Australian Seed Conservation Centre,,,,,1500,2.26,,,,,1/7/2004,9/1/2004,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3669,,Pittosporum angustifolium,South Australian Seed Conservation Centre,,,,,2990,69.3,,,,,5/11/2004,9/1/2004,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3642,,Billardiera scandens,South Australian Seed Conservation Centre,,,,,2130,3.37,,,,,1/10/2007,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3670,,Pittosporum angustifolium,South Australian Seed Conservation Centre,,,,,550,9.86,,,,,7/24/2017,6/30/2018,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-254,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,11200,26.65,,,,,1/10/2006,8/9/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3636,,Billardiera cymosa,South Australian Seed Conservation Centre,,,,,1600,1.6,,,,,12/21/2004,3/28/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-282,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,13930,20.498,,,,,1/25/2023,6/20/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-274,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,3500,8.21,,,,,12/5/2006,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3645,,Billardiera sp. Yorke Peninsula (P.C.Heyligers 80164),South Australian Seed Conservation Centre,,,,,2000,4.01,,,,,2/8/2006,8/10/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-259,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,2600,4.7,,,,,3/25/2016,5/2/2017,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3639,,Billardiera cymosa,South Australian Seed Conservation Centre,,,,,230,0.69,,,,,2/14/2006,8/9/2006,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3654,,Billardiera versicolor,South Australian Seed Conservation Centre,,,,,2650,3.74,,,,,3/20/2007,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3671,,Pittosporum angustifolium,South Australian Seed Conservation Centre,,,,,11500,,,,,,6/26/2019,6/24/2020,SCC,,,,,,,,X-ray: 94%,,,,,,,,,,,,,,,,,,
sascc-3650,,Billardiera uniflora,South Australian Seed Conservation Centre,,,,,3300,5.378,,,,,6/8/2022,6/20/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-307,,Trachymene ceratocarpa,South Australian Seed Conservation Centre,,,,,3100,11.01,,,,,9/18/2009,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-260,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,10900,24.61,,,,,3/23/2019,6/24/2020,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-257,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,980,2.47,,,,,3/17/2010,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-271,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,2300,3.037,,,,,2/28/2024,7/3/2024,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-275,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,1400,2.56,,,,,12/5/2006,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-261,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,11220,12.464,,,,,3/22/2022,7/7/2022,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-305,,Hydrocotyle verticillata,South Australian Seed Conservation Centre,,,,,,,,,,,3/17/2006,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3658,,Cheiranthera alternifolia,South Australian Seed Conservation Centre,,,,,23400,16.38,,,,,12/30/2005,7/20/2009,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-283,,Platysace heterophylla var. heterophylla,South Australian Seed Conservation Centre,,,,,,,,,,,3/1/2006,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3647,,Billardiera sp. Yorke Peninsula (P.C.Heyligers 80164),South Australian Seed Conservation Centre,,,,,2470,6.67,,,,,1/18/2007,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-265,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,950,1.54,,,,,5/13/2009,7/20/2009,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3652,,Billardiera versicolor,South Australian Seed Conservation Centre,,,,,3000,7.7,,,,,1/21/2006,8/10/2006,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-276,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,28500,55.45,,,,,12/4/2007,9/19/2008,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-262,,Eryngium ovinum,South Australian Seed Conservation Centre,,,,,2500,2.265,,,,,3/23/2022,7/7/2022,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-300,,Hydrocotyle medicaginoides,South Australian Seed Conservation Centre,,,,,,,,,,,11/21/2007,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-297,,Hydrocotyle diantha,South Australian Seed Conservation Centre,,,,,7800,1.77,,,,,10/15/2009,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-277,,Oreomyrrhis eriopoda,South Australian Seed Conservation Centre,,,,,7300,12.73,,,,,2/9/2010,1/1/2012,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-310,,Trachymene glaucifolia,South Australian Seed Conservation Centre,,,,,4600,33.889,,,,,11/4/2022,6/20/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-306,,Trachymene ceratocarpa,South Australian Seed Conservation Centre,,,,,4300,8.37,,,,,9/16/2009,6/1/2010,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3653,,Billardiera versicolor,South Australian Seed Conservation Centre,,,,,250,0.4,,,,,1/17/2007,8/1/2007,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-269,,Eryngium vesiculosum,South Australian Seed Conservation Centre,,,,,1400,1.3,,,,,5/16/2016,5/2/2017,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-317,,Arthropodium strictum,South Australian Seed Conservation Centre,,,,,,,,,,,11/23/2005,,Kew,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2883,,Caladenia behrii,South Australian Seed Conservation Centre,,,,,588000,0.21,,,,,10/23/2019,6/24/2020,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-344,,Lomandra multiflora subsp. dura,South Australian Seed Conservation Centre,,,,,2900,49.2,,,,,11/8/2014,11/1/2017,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-377,,Dianella callicarpa,South Australian Seed Conservation Centre,,,,,3100,16.13,,,,,11/23/2007,9/19/2008,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3246,,Prasophyllum fitzgeraldii,South Australian Seed Conservation Centre,,,,,81000,0.061,,,,,10/6/2014,11/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-397,,Thelionema caespitosum,South Australian Seed Conservation Centre,,,,,1900,2.14,,,,,12/4/2006,8/1/2007,Both,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3345,,Pterostylis aciculiformis,South Australian Seed Conservation Centre,,,,,500000,0.17,,,,,9/21/2013,11/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3510,,Thelymitra epipactoides,South Australian Seed Conservation Centre,,,,,,,,,,,11/8/2007,11/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2893,,Caladenia behrii,South Australian Seed Conservation Centre,,,,,560300,0.2,,,,,11/8/2022,6/21/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3223,,Microtis orbicularis,South Australian Seed Conservation Centre,,,,,26000,0.027,,,,,11/16/2010,11/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3289,,Prasophyllum pallidum,South Australian Seed Conservation Centre,,,,,66000,0.031,,,,,11/18/2010,11/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3038,,Caladenia richardsiorum,South Australian Seed Conservation Centre,,,,,,,,,,,11/21/2007,11/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2794,,Caladenia argocalla,South Australian Seed Conservation Centre,,,,,,,,,,,11/1/2005,11/1/2016,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-2910,,Caladenia brumalis,South Australian Seed Conservation Centre,,,,,99100,0.035,,,,,10/16/2020,6/28/2021,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3355,,Pterostylis arenicola,South Australian Seed Conservation Centre,,,,,56000,0.019,,,,,11/10/2020,6/28/2021,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3256,,Prasophyllum goldsackii,South Australian Seed Conservation Centre,,,,,8900,0.006,,,,,10/23/2023,7/3/2024,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3322,,Prasophyllum pruinosum,South Australian Seed Conservation Centre,,,,,493600,0.355,,,,,12/5/2022,6/21/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3009,,Caladenia ovata,South Australian Seed Conservation Centre,,,,,186000,0.066,,,,,11/18/2022,6/21/2023,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
sascc-3210,,Gastrodia sesamoides,South Australian Seed Conservation Centre,,,,,514100,0.12,,,,,12/21/2017,6/30/2018,SCC,,,,,,,,,,,,,,,,,,,,,,,,,,
