trait_name,lookup,value
plant_growth_form,tussock,graminoid
plant_growth_form,cushion,herb
plant_growth_form,erect leafy,herb
plant_growth_form,erect rosette,herb
plant_growth_form,flat rosette,herb
plant_growth_form,semi basal,herb
plant_growth_form,semi-basal,herb
plant_growth_form,short basal,herb
plant_growth_form,dwarf shrub,subshrub
