ID,Sp,Ht,Yrs,SDMASS,SLA,N,SDMASS_Int,SLA_Int,N_Int,VegType,Site,species_name
1771,Pulsca,250,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1772,Pulsca,230,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1773,Pulsca,250,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1774,Pulsca,240,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1775,Pulsca,220,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1776,Pulsca,250,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1777,Pulsca,230,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1778,Pulsca,200,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1779,Pulsca,260,17,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1780,Pulsca,270,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1781,Pulsca,250,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1782,Pulsca,270,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1783,Pulsca,300,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1784,Pulsca,250,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1785,Pulsca,230,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1786,Pulsca,220,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1787,Pulsca,190,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1788,Pulsca,250,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
1789,Pulsca,250,26,2.79,14.5,2.12,-0.4242052,0.54255383,0.82194598,3,Foothills,Pultenaea scabra
