species,Accepted_name_rank,orig.species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,collection.year,collection.month,author,year
Pimelea microcephala,species,Pimelea microcephala,C3,-26.9,NA,18.9824601246412,-32.97,146.13,1998,NA,unpub,NA
Pittosporum lancifolium,species,Pittosporum lancifolium,C3,-31.77,NA,23.967092121160402,-28.03,152.83,1993,NA,Stewart_etal,1995
Pittosporum undulatum,species,Pittosporum undulatum,C3,-29.44,NA,21.6601048996961,-27.13,153.02,1992,NA,Stewart_etal,1995
Planchonia careya,species,Planchonia careya,C3,-28.075,NA,20.2599006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Planchonia careya,species,Planchonia careya,C3,-27,19.73,19.73,-14.3,132.083,1993,October,Schulze_etal,1998
Planchonia careya,species,Planchonia careya,C3,-25.3,17.95,17.95,-12.683,132.383,1993,October,Schulze_etal,1998
Planchonia careya,species,Planchonia careya,C3,-27.92,NA,20.1049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Planchonia careya,species,Planchonia careya,C3,-27.75,NA,19.9349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pluchea,genus,Pluchea sp.,C3,-29.39,NA,21.5749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Polygala,genus,Polygala sp.,C3,-30,NA,22.1849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pomaderris wendlandiana,species,Pomaderris ferruginea,C3,-30.6,NA,22.6823850801193,-33.58,151.3,1998,NA,unpub,NA
Portulaca bicolor,species,Portulaca bicolor,C3,-28.4,NA,20.5849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Psydrax odoratus,species,Psydrax odorata,C3,-27.12,NA,19.3174417800787,-27.03,152.83,1993,NA,Stewart_etal,1995
Pterocaulon sphacelatum,species,Pterocaulon sphacelatum,C3,-25.13,NA,17.3514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Pultenaea daphnoides,species,Pultenaea daphnoides,C3,-29.8,NA,21.8823850801193,-33.58,151.3,1998,NA,unpub,NA
Pultenaea flexilis,species,Pultenaea flexilis,C3,-29.4,NA,21.4823850801193,-33.58,151.3,1998,NA,unpub,NA
Pultenaea paleacea,species,Pultenaea paleacea,C3,-28.6,NA,20.7748092463352,-26.85,153,1994,NA,unpub,NA
Ranunculus lappaceus,species,Ranunculus lappaceus,C3,-28.72,NA,21.1881137753339,-36.1,148.3,1981,NA,Korner_etal,1988
Ribes sanguineum,species,Ribes sanguineum,C3,-27.7,NA,19.6914648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Rubus moluccanus,species,Rubus moluccanus,C3,-28.7,NA,20.8970921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Rubus rosifolius,species,Rubus rosifolius,C3,-33.04,NA,25.2370921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Santalum acuminatum,species,Santalum acuminatum,C3,-27.3,NA,19.3824601246412,-32.97,146.15,1998,NA,unpub,NA
Santalum acuminatum,species,Santalum acuminatum,C3,-27.775,NA,19.9261710326412,-29.817,115.267,1995,August,Tennakoon_etal,1997
Santalum lanceolatum,species,Santalum lanceolatum,C3,-26.53,NA,18.7514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Breynia,genus,Sauropus sp.,C3,-30.64,NA,22.8249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Scaevola nitida,species,Scaevola nitida,C3,-27,NA,18.9914648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Scaevola nitida,species,Scaevola nitida,C3,-26,NA,17.9914606595709,-35.017,117.267,2002,Feb,Cernusak_etal,2004
Scleria,genus,Scleria sp.,C3,-31.23,NA,23.4149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Senecio carnosulus,species,Senecio lautus,C3,-29,NA,20.9914606595709,-35.017,117.267,2002,Feb,Cernusak_etal,2004
Senecio elegans,species,Senecio elegans,C3,-28.7,NA,20.6914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Senecio,genus,Senecio sp.,C3,-30.4,NA,22.3914648625381,-34.95,117.283,2002,Feb,Cernusak_etal,2004
Senna artemisioides,species,Senna artemisioides subsp. Artemisioides,C3,-25.47,NA,17.6914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Senna artemisioides,species,Senna artemisioides subsp. Zygophylla,C3,-25.57,NA,17.7914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Senna artemisioides,species,Senna artemisioides subsp. Petiolaris,C3,-26.27,NA,18.4914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Senna artemisioides,species,Senna artemisioides,C3,-25.43,NA,17.6514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Senna artemisioides,species,Senna artemisioides var 3 lft,C3,-26.3,NA,18.3824601246412,-32.97,146.13,1998,NA,unpub,NA
Senna artemisioides,species,Senna artemisioides subsp. Coriacea,C3,-25.47,NA,17.6914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Senna artemisioides,species,Senna artemisioides var 1 lft,C3,-25.3,NA,17.3824601246412,-32.97,146.13,1998,NA,unpub,NA
Senna obtusifolia,species,Senna obtusifolia,C3,-31.98,NA,24.1649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Senna,genus,Senna sp.,C3,-27.82,NA,20.0049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Sesuvium portulacastrum,species,Sesuvium portulacastrum,C3,-26.215,NA,18.3999006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Sida acuta,species,Sida acuta,C3,-29.5,NA,21.6849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Sida acuta,species,Sida acuta,C3,-26.94,NA,19.1249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Sloanea woollsii,species,Sloanea woollsii,C3,-28.92,NA,21.1170921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Smilax australis,species,Smilax australis,C3,-31.14,NA,23.3249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Solanum ferocissimum,species,Solanum ferocissium,C3,-29.3,NA,21.3824601246412,-32.97,146.13,1998,NA,unpub,NA
Solanum quadriloculatum,species,Solanum quadriloculatum,C3,-27,NA,19.2214266303874,-24.08,145,1992,NA,Stewart_etal,1995
Teucrium puberulum,species,Spartothamnella puberula,C3,-29.1,NA,21.1824601246412,-32.97,146.13,1998,NA,unpub,NA
Sprengelia sprengelioides,species,Sprengelia sprengelioides,C3,-29.7,NA,21.8748092463352,-26.85,153,1994,NA,unpub,NA
Spyridium globulosum,species,Spyridium globulosum,C3,-25.5,NA,17.4914596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Spyridium globulosum,species,Spyridium globulosum,C3,-28.4,NA,20.3914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Sterculia quadrifida,species,Sterculia quadrifida,C3,-28.84,NA,21.0249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Strangea linearis,species,Strangea linearis,C3,-29.94,NA,22.1148092463352,-26.85,153,1994,NA,unpub,NA
Strychnos lucida,species,Strychnos lucida,C3,-29.96,NA,22.1449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Stylosanthes hamata,species,Stylosanthes hamata,C3,-27.44,NA,19.6249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Stylosanthes hamata,species,Stylosanthes hamata,C3,-30.68,NA,22.8649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Stylosanthes hamata,species,Stylosanthes hamata,C3,-30.48,NA,22.6649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Syncarpia glomulifera,species,Syncarpia glomulifera,C3,-29.2,NA,21.2823850801193,-33.58,151.3,1998,NA,unpub,NA
Synoum glandulosum,species,Synoum glandulosum,C3,-29,NA,21.0823850801193,-33.58,151.3,1998,NA,unpub,NA
Syzygium forte,species,Syzygium forte,C3,-30.12,NA,22.3049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Syzygium ingens,species,Acmena ingens,C3,-30.22,NA,22.4170921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Syzygium smithii,species,Acmena smithii,C3,-29.21,NA,21.4070921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Tacca leontopetaloides,species,Tacca leontopetaloides,C3,-31.41,NA,23.5949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Tacca leontopetaloides,species,Tacca leontopetaloides,C3,-28.38,NA,20.5649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Tasmannia lanceolata,species,Tasmannia lanceolata,C3,-27.735,NA,19.6583280817156,-35.66,148.15,2005,NA,NA,NA
Tephrosia remotiflora,species,Tephrosia remotiflora,C3,-28.2,NA,20.3849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Terminalia arostrata,species,Terminalia arostrata,C3,-27.6,20.36,20.36,-17.3,130.75,1993,October,Schulze_etal,1998
Terminalia canescens,species,Terminalia canescens,C3,-27.8,20.57,20.57,-17.3,130.75,1993,October,Schulze_etal,1998
Terminalia hadleyana subsp. carpentariae,subspecies,Terminalia carpentariae,C3,-28.89,NA,21.0749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Terminalia hadleyana subsp. carpentariae,subspecies,Terminalia carpentariae,C3,-27.3,NA,19.4849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Terminalia ferdinandiana,species,Terminalia ferdinandiana,C3,-28.15,NA,20.3349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Terminalia grandiflora,species,Terminalia grandiflora,C3,-28.52,NA,20.7049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Terminalia latipes,species,Terminalia latipes,C3,-27.63,NA,19.8149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Terminalia microcarpa,species,Terminalia microcarpa,C3,-28.91,NA,21.0949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Pimelea,genus,Thecanthes sp.,C3,-29.89,NA,22.0749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Thespesia,genus,Thespesia sp.,C3,-30.595,NA,22.7799006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Toona ciliata,species,Toona ciliata,C3,-28.52,NA,20.717092121160402,-28.03,152.83,1993,NA,Stewart_etal,1995
Trema tomentosum,species,Trema tomentosa,C3,-31.23,NA,23.4149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Trianthema portulacastrum,species,Trianthema portulacastrum,C3,-26.43,NA,18.6149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Triodia scariosa,species,Triodia scariosa,C4,-13.8,NA,5.8824601246412,-32.97,146.15,1998,NA,unpub,NA
Uraria,genus,Uraria sp.,C3,-30.65,NA,22.8349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ventilago viminalis,species,Ventilago viminalis,C3,-27.1,19.84,19.84,-17.3,130.75,1993,October,Schulze_etal,1998
Verticordia cunninghamii,species,Verticordia cunninghamii,C3,-26.66,NA,18.8449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Vigna lanceolata,species,Vigna lanceolata,C3,-28.52,NA,20.7049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Vitex acuminata,species,Vitex acuminata,C3,-26.51,NA,18.6949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Vitex acuminata,species,Vitex acuminata,C3,-27.93,NA,20.1149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Waltheria,genus,Waltheria sp.,C3,-28.32,NA,20.5049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Wrightia arborea,species,Wrightia pubescens,C3,-27.95,NA,20.1349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Xanthorrhoea johnsonii,species,Xanthorrhoea johnsonii,C3,-26.99,NA,19.1648092463352,-26.85,153,1994,NA,unpub,NA
Xanthostemon chrysanthus,species,Xanthostemon chrysanthus,C3,-32.27,NA,24.315309127071,-16.133,145.433,2000,NA,unpub,NA
Xanthostemon chrysanthus,species,Xanthostemon chrysanthus,C3,-32.9224,NA,24.967709127071,-16.133,145.433,2000,NA,unpub,NA
Xanthostemon eucalyptoides,species,Xanthostemon eucalyptoides,C3,-29.4775,NA,21.6624006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Xanthostemon formosus,species,Xanthostemon formosus,C3,-32.3271,NA,24.3723790664182,-16.167,145.4,2000,NA,unpub,NA
Xanthostemon formosus,species,Xanthostemon formosus,C3,-32.89,NA,24.935309127071,-16.133,145.433,2000,NA,unpub,NA
Xanthostemon paradoxus,species,Xanthostemon paradoxus,C3,-25.8,18.48,18.48,-12.683,132.383,1993,October,Schulze_etal,1998
Xanthostemon paradoxus,species,Xanthostemon paradoxus,C3,-27.54,NA,19.7249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Xylocarpus moluccensis,species,Xylocarpus moluccensis,C3,-26.15,NA,18.3349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Xylomelum pyriforme,species,Xylomelum pyriforme,C3,-29.2,NA,21.2823850801193,-33.58,151.3,1998,NA,unpub,NA
