species,Accepted_name_rank,orig.species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,collection.year,collection.month,author,year
Khaya nyasica,species,Khaya nyasica,C3,-27.17,NA,19.3670921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Kielmeyera coriacea,species,Kielmeyera coriacea,C3,-27.915,NA,19.9612035476905,-15.15,-47.51,2000,NA,unpub,NA
Kielmeyera coriacea,species,Kielmeyera coriacea,C3,-28.424,NA,20.4702035476905,-15.15,-47.51,2000,NA,unpub,NA
Kielmeyera coriacea,species,Kielmeyera coriacea,C3,-26.305,NA,18.3512035476905,-15.15,-47.51,2000,NA,unpub,NA
Kielmeyera coriacea,species,Kielmeyera coriacea,C3,-28.035,NA,20.0812035476905,-15.15,-47.51,2000,NA,unpub,NA
Kleinia longiflora,species,Senecio longiflorus,CAM,NA,9.9,9.9,-28.23,17.08,1995,NA,Rundel_etal,1999
Bassia scoparia,species,Kochia sieversiana,C4,-11.42,NA,3.50535024777175,44.77,123.78,2004,NA,Wang,2007
Koeleria askoldensis,species,Koeleria gracilis,C3,-28.1,NA,20.6615939174867,64.15,-145.85,1985,8,Woollers_etal,2007
Kokoona ovatolanceolata,species,Kokoona ovatolanceolata,C3,-31,NA,23.1427657471813,4.577,114.503,1997,NA,Turner_etal,2000
Koompassia malaccensis,species,Koompassia malaccensis,C3,-31.3,NA,23.442922845872,4.658,114.516,1997,NA,Turner_etal,2000
Korthalsella lindsayi,species,Korthalsella lindsayi,C3,-29.133,NA,21.3297072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Korthalsella salicornioides,species,Korthalsella salicornioides,C3,-29.842,NA,22.0387072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Krameria cytisoides,species,Krameria cytisoides,C3,-25.77733005,NA,17.7916461137351,18.25,-97.43,2004,NA,Bhaskar_etal,2007
Krameria erecta,species,Krameria erecta,C3,-25.3,NA,17.4998897838909,36.77,-115.964,1998,NA,Ellsworth_etal_2004,2004
Krameria erecta,species,Krameria parvifolia,C3,-24.24,NA,16.2986894084753,34.95,-114.42,2004,NA,EhleringerandCooper,1988
Krascheninnikovia ceratoides,species,Eurotia lanata,C3,-26.1,NA,18.5672894084753,34.95,-114.42,1986,NA,Ehleringer_etal,1987
Krascheninnikovia ceratoides,species,Eurotia ceratoides,C3,-28.22,NA,20.3053502477717,44.77,123.78,2004,NA,Wang,2007
Kunzea ericoides,species,Kunzea ericoides,C3,-27.141,NA,19.3377072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Alchemilla verticillata,species,Lachemilla verticillata,C3,-26.74,NA,19.2539189853574,8.5,-71,1981,NA,Korner_etal,1988
Alchemilla verticillata,species,Lachemilla verticillata,C3,-26.74,19.2,19.2,8.5,-71,1983,NA,Korner_etal,1991
Lachenalia,genus,Lachenalia sp.,C3,NA,18.1,18.1,-28.23,17.08,1995,NA,Rundel_etal,1999
Lactuca serriola,species,Lactuca serriola,C3,NA,18.94,18.94,40.77,-111.8,1988,NA,Smedley_etal,1991
Casearia corymbulosa,species,Laetia crynbulosa,C3,-30.12,NA,22.1831179176079,-1.908,-55.519,2000,NA,unpub,NA
Casearia bicolor,species,Laetia procera,C3,-31.54,NA,23.6016148633588,-2.85,-54.95,2000,NA,unpub,NA
Casearia bicolor,species,Laetia procera,C3,-31.3,NA,23.4214788261983,5.3,-53.5,1998,NA,Bonal_etal,2000
Lafoensia vandelliana,species,Lafoensia pacari,C3,-28.6,NA,20.7756680413351,-2.5,-54.967,1995,NA,Magnus_etal,1999
Lambertia formosa,species,Lambertia formosa,C3,-28.6,NA,20.6823740602752,-33.68,151.13,1998,NA,unpub,NA
Larix decidua,species,Larix decidua,C3,-28,20.68,20.68,46.25,14.55,1993,NA,Kloeppel_etal,1998
Larix decidua,species,Larix decidua,C3,-26.57,19.19,19.19,47.367,8.533,1993,NA,Kloeppel_etal,1998
Larix decidua,species,Larix decidua,C3,-27.84,20.52,20.52,45.55,15.15,1993,NA,Kloeppel_etal,1998
Larix decidua,species,Larix decidua,C3,-28.15,20.84,20.84,46.4,9.8,1993,NA,Kloeppel_etal,1998
Larix decidua,species,Larix decidua,C3,-26.19,18.78,18.78,46.4,9.8,1993,NA,Kloeppel_etal,1998
Larix decidua,species,Larix decidua,C3,-26.44,19.05,19.05,46.4,9.8,1993,NA,Kloeppel_etal,1998
Larix decidua,species,Larix decidua,C3,-28.61,21.32,21.32,46.4,9.8,1993,NA,Kloeppel_etal,1998
Larix decidua,species,Larix decidua,C3,-28.19,NA,20.3959158859682,47.47,7.5,1999,June,Chevillat_etal,2005
Larix decidua,species,Larix decidua,C3,-27.48,20.13,20.13,46.4,9.8,1993,NA,Kloeppel_etal,1998
Larix gmelinii,species,Larix gmelinii,C3,-27.55,20.21,20.21,30.667,104.067,1993,NA,Kloeppel_etal,1998
Larix laricina,species,Larix laricina,C3,-28.47,21.17,21.17,56,-98.5,1993,NA,Kloeppel_etal,1998
Larix laricina,species,Larix laricina,C3,-28.02,20.7,20.7,52,-105,1993,NA,Kloeppel_etal,1998
Larix laricina,species,Larix laricina,C3,-28.77,21.49,21.49,45.767,-89.567,1993,NA,Kloeppel_etal,1998
Larix laricina,species,Larix laricina,C3,-28.58,21.29,21.29,45.933,-66.633,1993,NA,Kloeppel_etal,1998
Larix lyallii,species,Larix lyallii,C3,-26.85,19.48,19.48,46.7,-114.167,1993,NA,Kloeppel_etal,1998
Larix occidentalis,species,Larix occidentalis,C3,-27.055,19.69,19.69,47.917,-113.817,1993,NA,Kloeppel_etal,1998
Larix occidentalis,species,Larix occidentalis,C3,NA,20.95,20.95,47.16,-116.448,1991,NA,Marshall_etal,1994
Larix occidentalis,species,Larix occidentalis,C3,-26.25295,NA,18.4157292374598,48.35,-116.792,2001,NA,Duursma_etal,2007
Larix occidentalis,species,Larix occidentalis,C3,-27.67,20.335,20.335,48.417,-115.8,1993,NA,Kloeppel_etal,1998
Larix occidentalis,species,Larix occidentalis,C3,-26.355,18.955,18.955,46.85,-113.883,1993,NA,Kloeppel_etal,1998
Larix gmelinii var. olgensis,variety,Larix olgensis,C3,-27.82,20.48,20.48,37.65,112.35,1993,NA,Kloeppel_etal,1998
Larix sibirica,species,Larix sibirica,C3,-27.81,20.48,20.48,69.483,88.383,1993,NA,Kloeppel_etal,1998
Larix sibirica,species,Larix sibirica,C3,-27.07,19.7,19.7,69.4,88.283,1993,NA,Kloeppel_etal,1998
Larix sibirica,species,Larix sibirica,C3,-29.47,22.22,22.22,64.3,-20.283,1993,NA,Kloeppel_etal,1998
Larrea divaricata,species,Larrea divaricata,C3,-23.3,NA,15.7672894084753,34.95,-114.42,1986,NA,Ehleringer_etal,1987
Larrea divaricata,species,Larrea divaricata,C3,-23.46,NA,15.5186894084753,34.95,-114.42,2004,NA,EhleringerandCooper,1988
Larrea tridentata,species,Larrea tridentata,C3,NA,15.86,15.86,34.883,-114.4,1991,NA,Sandquist_etal,1993
Larrea tridentata,species,Larrea tridentata,C3,-23.5,NA,15.6998897838909,36.77,-115.964,1998,NA,Ellsworth_etal_2004,2004
Larrea tridentata,species,Larrea tridentata,C3,NA,15.05,15.05,35,-114.4,1990,March,Schuster_etal,1992
Larrea tridentata,species,Larrea tridentata,C3,NA,14.26,14.26,34.933,-115.625,1996,NA,Hamerlynck_etal,2004
Laserpitium,genus,Siler divaricatum,C3,-27.2,NA,19.2853502477717,44.77,123.78,2004,NA,Wang,2007
Lasiopetalum ferrugineum,species,Lasiopetalum ferrugineum,C3,-30.4,NA,22.4823850801193,-33.58,151.3,1998,NA,unpub,NA
Lasiurus scindicus,species,Lasiurus sindicus,C4,-11.72,NA,4.45958916733188,26.583,71.95,1973,NA,Sankhla_etal,1975
Lathyrus hallersteinii,species,Lathyrus pratensis,C3,-30.78666667,NA,23.037752100689602,68.33,18.85,1999,July/Aug.,unpub,NA
Lathyrus quinquenervius,species,Lathyrus quinquenervius,C3,-27.94,NA,20.0253502477718,44.77,123.78,2004,NA,Wang,2007
Lauraceae,family,Lauracea sixtonia,C3,-28.985,NA,21.046379703886,-3,-55,2000,NA,unpub,NA
Prunus ilicifolia,species,Prunus ilicifolia,C3,-25.89962096,NA,17.9570735255558,34.5,-119.82,2004,NA,Bhaskar_etal,2007
Lecythis chartacea,species,Lecythis hartacea,C3,-30.8,NA,22.9215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Lecythis chartacea,species,Eschweilera chartacea,C3,-30.3,NA,22.3536236648218,-8.45,-63.23,2000,NA,unpub,NA
Lecythis,genus,Lecythis eschilera,C3,-29.92,NA,21.981379703886,-3,-55,2000,NA,unpub,NA
Lecythis idatimon,species,Lecythis idatum,C3,-31.8,NA,23.8616148633588,-2.85,-54.95,2000,NA,unpub,NA
Lecythis lurida,species,Lecythis lurida,C3,-29.51,NA,21.5716148633588,-2.85,-54.95,2000,NA,unpub,NA
Lecythis lurida,species,Lecythis lurida,C3,-30.2,NA,22.2616148633588,-2.85,-54.95,2000,NA,Domingues_etal,2007
Lecythis lurida,species,Holopsidium jarana,C3,-30.0501105,NA,22.111490203886,-3,-55,2000,NA,unpub,NA
Lecythis persistens,species,Lecythis persistens,C3,-30.7,NA,22.8214788261983,5.3,-53.5,1998,NA,Bonal_etal,2000
Lecythis poiteaui,species,Lecythis poitaui,C3,-31.29,NA,23.3521680413351,-2.5,-60,2000,NA,unpub,NA
Lecythis prancei,species,Lecythis prancei,C3,-31.15,NA,23.2121680413351,-2.5,-60,2000,NA,unpub,NA
Lecythis prancei,species,Lecythis prancei,C3,-31.822,NA,23.8841680413351,-2.5,-60,2000,NA,unpub,NA
Lecythis,genus,Lecythis sp,C3,-31.51,NA,23.5636236648218,-8.45,-63.23,2000,NA,unpub,NA
Lecythis,genus,Lecythis sp.,C3,-32.2,NA,24.2616148633588,-2.85,-54.95,2000,NA,Domingues_etal,2007
Lecythis zabucajo,species,Lecythis zabucajo,C3,-27.7,NA,19.8215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Leersia hexandra,species,Leersia hexandra,C3,-29.9,NA,22.358051779886,23.13,112.58,1985,NA,Ehleringer_etal,1987
Pterophylla racemosa,species,Weinmannia racemosa,C3,-28.3439962,NA,20.3132839477125,-43.2,170.3,2003,NA,unpub,NA
Pterophylla racemosa,species,Weinmannia racemosa,C3,-32.7,NA,24.6919877477125,-43.2,170.3,2002,NA,unpub,NA
Pterophylla racemosa,species,Weinmannia racemosa,C3,-28.698133,NA,20.6674207477125,-43.2,170.3,2003,NA,unpub,NA
Pterophylla racemosa,species,Weinmannia racemosa,C3,-28.7026916,NA,20.6719793477125,-43.2,170.3,2003,NA,unpub,NA
Pterophylla racemosa,species,Weinmannia racemosa,C3,-28.8513222,NA,20.8206099477125,-43.2,170.3,2003,NA,unpub,NA
Leipoldtia schultzei,species,Leipoldtia schultzei,CAM,NA,14.9,14.9,-28.23,17.08,1995,NA,Rundel_etal,1999
Leipoldtia weigangiana,species,Leipoldtia weigangiana,C3,NA,18.1,18.1,-28.23,17.08,1995,NA,Rundel_etal,1999
Lepisorus microphyllus,species,Lemmaphyllum microphyllum,C3,-26.5,NA,18.958051779886,23.13,112.58,1985,NA,Ehleringer_etal,1987
Leonia,genus,Leonia cf.,C3,-32.355,NA,24.4086236648218,-8.45,-63.23,2000,NA,unpub,NA
Leonia glycycarpa,species,Leonia racemosa,C3,-31.82,NA,23.8818780277927,-2.683,-67.067,2000,NA,unpub,NA
Leonia glycycarpa,species,Leonia racemosa,C3,-33.71666667,NA,25.7719774003921,-7.167,-71.95,2000,NA,unpub,NA
Leontopodium,genus,Leontopodium sp.,C3,-26.99,19.5,19.5,28.5,83.7,1972,NA,Korner_etal,1991
Leonurus japonicus,species,Leonurus japonica,C3,-25.65,NA,17.7353502477717,44.77,123.78,2004,NA,Wang,2007
Lepidagathis cristata,species,Lepidagathis cristata,C3,-25.68,NA,18.4195891673319,26.583,71.95,1973,NA,Sankhla_etal,1975
Lepidium fremontii,species,Lepidium fremontii,C3,-25.4,NA,17.8672894084753,34.95,-114.42,1986,NA,Ehleringer_etal,1987
Lepidium meyenii,species,Lepidium meyenii,C3,-26.26,18.6,18.6,-26,-67,1987,NA,Korner_etal,1991
Lepidium perfoliatum,species,Lepidium perfoliatum,C3,NA,19.44,19.44,40.77,-111.8,1988,NA,Smedley_etal,1991
Lepidium thurberi,species,Lepidium thurberi,C3,-28.57,NA,20.687758620858,31.66,-110.18,2001,NA,Yepez_etal,2003
Dinebra chinensis,species,Leptochloa chinensis,C4,-12.41,NA,4.86805177988599,23.13,112.58,1985,NA,Ehleringer_etal,1987
Leptopetalum pachyphyllum,species,Lophopetalum pachyphyllum,C3,-31.6,NA,23.7427657471813,4.577,114.503,1997,NA,Turner_etal,2000
Leptospermum liversidgei,species,Leptospermum liversidgei,C3,-28.64,NA,20.8148092463352,-26.85,153,1994,NA,unpub,NA
Leptospermum liversidgei,species,Leptospermum polygalifolium,C3,-29.7,NA,21.7823850801193,-33.58,151.3,1998,NA,unpub,NA
Leptospermum speciosum,species,Leptospermum speciosum,C3,-28.47,NA,20.6448092463352,-26.85,153,1994,NA,unpub,NA
Leptospermum trinervium,species,Leptospermum trinervium,C3,-30.9,NA,22.9823740602752,-33.68,151.13,1998,NA,unpub,NA
Lespedeza cyrtobotrya,species,Lespedeza cyrtobotrya,C3,-29.61,NA,21.6418209601744,33.433,108.433,2005,June,Zheng_Shangguan,2007
Lespedeza daurica,species,Lespedeza davurica,C3,-27.46,NA,19.4990591192426,36.067,108.533,2005,June,Zheng_Shangguan,2007
Lespedeza daurica,species,Lespedeza davurica,C3,-26.44,NA,18.4839519126677,37.85,110.167,2005,June,Zheng_Shangguan,2007
Lespedeza daurica,species,Lespedeza davurica,C3,-27.69,NA,19.730981548384,36.767,109.25,2005,June,Zheng_Shangguan,2007
Lespedeza daurica,species,Lespedeza davurica,C3,-28.37,NA,20.4056238443651,34.817,108.033,2005,June,Zheng_Shangguan,2007
Lespedeza daurica,species,Lespedeza davurica,C3,-26.99,NA,19.0753502477717,44.77,123.78,2004,NA,Wang,2007
Lespedeza daurica,species,Lespedeza davurica,C3,-27.34,NA,19.3865052781732,38.783,110.35,2005,June,Zheng_Shangguan,2007
Lespedeza daurica,species,Lespedeza davurica,C3,-27.59,NA,19.6241122171941,34.267,108.067,2005,June,Zheng_Shangguan,2007
Leucadendron brunioides,species,Leucadendron brunoides,C3,-25.205,NA,17.3103076378649,-32,21,1997,NA,Lamont_etal,2002
Leucadendron foedum,species,Leucadendron foedum,C3,-26.8,NA,18.9052272306812,-32.5,18.5,1997,NA,Lamont_etal,2002
Leucadendron laureolum,species,Leucadendron laureolum,C3,-26.105,NA,18.2100941546322,-33.5,18.5,1997,NA,Lamont_etal,2002
Leucadendron pubescens,species,Leucadendron pubescens,C3,-24.4,NA,16.5052963189383,-32.067,18.333,1997,NA,Lamont_etal,2002
Leucadendron pubescens,species,Leucadendron pubescens,C3,-28.3,NA,20.405242564064,-32.4,19.12,1997,NA,Lamont_etal,2002
Leucadendron pubescens,species,Leucadendron pubescens,C3,-24.6,NA,16.7053076378649,-32,21,1997,NA,Lamont_etal,2002
Leucadendron xanthoconus,species,Leucadendron salignum,C3,-28.3,NA,20.4050411975884,-34,18.92,1997,NA,Lamont_etal,2002
Leucadendron xanthoconus,species,Leucadendron salignum,C3,-27.535,NA,19.640242564064,-32.4,19.12,1997,NA,Lamont_etal,2002
Leucadendron xanthoconus,species,Leucadendron salignum,C3,-26.95,NA,19.0550941546322,-33.5,18.5,1997,NA,Lamont_etal,2002
Leucaena leucocephala,species,Leucaena leucocephala,C3,-28.254,NA,20.2756298109044,21.15,-89.82,2004,NA,unpub,NA
Leucanthemopsis alpina,species,Leucanthemopsis alpina,C3,-26.79,18.9,18.9,47,12.6,1985,NA,Korner_etal,1991
Leucanthemum cuneifolium,species,Chrysanthemum leucanthemum,C3,-30.0272,NA,22.1799798010497,44.517,-123.517,2001,NA,Lambrecht_Dawson,2007
Leucanthemum cuneifolium,species,Chrysanthemum leucanthemum,C3,-29.62502,NA,21.7782398465561,44.683,-123.3,2001,NA,Lambrecht_Dawson,2007
Leucas urticifolia,species,Leucas urticaefolia,C3,-30.04,NA,22.7795891673319,26.583,71.95,1973,NA,Sankhla_etal,1975
Leucheria tomentosa,species,Leucheria modesta,C3,-28.9,NA,21.2345029045248,-24.96,-70.43,1987,December,Ehleringer_etal,1997
Leucopogon capitellatus,species,Leucopogon capitellatus,C3,-28.5,NA,20.4914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Styphelia leptospermoides,species,Leucopogon leptospermoides,C3,-30.51,NA,22.6848092463352,-26.85,153,1994,NA,unpub,NA
Leucopogon parviflorus,species,Leucopogon parviflorus,C3,-28.1,NA,20.0914596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Leucospermum conocarpodendron,species,Leucospermum conocarpodendron,C3,-27.73,NA,19.8350411975884,-34,18.92,1997,NA,Lamont_etal,2002
Leucospermum conocarpodendron,species,Leucospermum conocarpodendron,C3,-25.8,NA,17.9050941546322,-33.5,18.5,1997,NA,Lamont_etal,2002
Leucospermum hypophyllocarpodendron,species,Leucospermum hypophyllocarpodendro,C3,-27.09,NA,19.1950941546322,-33.5,18.5,1997,NA,Lamont_etal,2002
Eubotrys racemosa,species,Leucothoe racemosa,C3,-28.34,NA,20.7057900279074,31.05,-82.267,1990,May,Delucia_Schlesinger,1995
Leymus secalinus,species,Leymus dasystachys,C3,-25.5,NA,17.5853502477717,44.77,123.78,2004,NA,Wang,2007
Licania alba,species,Licania alba,C3,-33.9,NA,26.0890482733716,5.03,-53,1995,NA,Buchmann_etal,1997
Licania alba,species,Licania alba,C3,-32.1,NA,24.2215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Leptobalanus apetalus,species,Licania apetala,C3,-33.07,NA,25.1321680413351,-2.5,-60,2000,NA,unpub,NA
Hymenopus caudatus,species,Licania caudata,C3,-31.19,NA,23.2521680413351,-2.5,-60,2000,NA,unpub,NA
Hymenopus divaricatus,species,Licania heteromorpha,C3,-32.79,NA,24.8521680413351,-2.5,-60,2000,NA,unpub,NA
Hymenopus divaricatus,species,Licania heteromorpha,C3,-31.705,NA,23.7671680413351,-2.5,-60,2000,NA,unpub,NA
Hymenopus divaricatus,species,Licania heteromorpha,C3,-31.44,NA,23.7291680413351,-2.5,-60,1990,NA,Kapos_etal,1993
Licania fanshawei,species,Licania fanshaweii,C3,-32.1,NA,24.6692303726677,2,-67,1978,NA,Medina_Minchin,1980
Hymenopus glabriflorus,species,Licania glabriflora,C3,-32.1,NA,24.2214788261983,5.3,-53.5,1998,NA,Bonal_etal,2000
Leptobalanus granvillei,species,Licania granvillei,C3,-31,NA,23.1214788261983,5.3,-53.5,1998,NA,Bonal_etal,2000
Hymenopus hispidus,species,Licania hispidula,C3,-33,NA,25.0536236648218,-8.45,-63.23,2000,NA,unpub,NA
Licania hypoleuca,species,Licania hypoleuca,C3,-33.39,NA,25.4521680413351,-2.5,-60,2000,NA,unpub,NA
Leptobalanus latus,species,Licania lata,C3,-33.36,NA,25.4136236648218,-8.45,-63.23,2000,NA,unpub,NA
Hymenopus latifolius,species,Licania latifolia,C3,-33.44,NA,25.4936236648218,-8.45,-63.23,2000,NA,unpub,NA
Licania laxiflora,species,Licania laxiflora,C3,-32.79,NA,24.8521680413351,-2.5,-60,2000,NA,unpub,NA
Leptobalanus longistylus,species,Licania longistyla,C3,-31.75,NA,23.8165406809557,0.14,-66.46,2000,NA,unpub,NA
Licania membranacea,species,Licania membranacea,C3,-32,NA,24.1215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Licania,genus,Licania michelli,C3,-31.8,NA,23.8616148633588,-2.85,-54.95,2000,NA,Domingues_etal,2007
Licania micrantha,species,Licania micrantha,C3,-33.71,NA,25.7636236648218,-8.45,-63.23,2000,NA,unpub,NA
Hymenopus oblongifolius,species,Licania oblongifolia,C3,-33.85,NA,25.9121680413351,-2.5,-60,2000,NA,unpub,NA
Hymenopus oblongifolius,species,Licania oblongifolia,C3,-30.24,NA,22.3021680413351,-2.5,-60,2000,NA,unpub,NA
Licania ovalifolia,species,Licania ovalifolia,C3,-31.8,NA,23.9215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Hymenopus reticulatus,species,Licania reticulata,C3,-32.61,NA,24.6721680413351,-2.5,-60,2000,NA,unpub,NA
Hymenopus sothersiae,species,Licania sothersae,C3,-30.36,NA,22.4221680413351,-2.5,-60,2000,NA,unpub,NA
Licania,genus,Licania sp,C3,-33.285,NA,25.3471680413351,-2.5,-60,2000,NA,unpub,NA
Licania,genus,Licania sp,C3,-33.75,NA,25.8198303726677,2,-65,2000,NA,unpub,NA
Licania,genus,Licania sp,C3,-31.25,NA,23.3121680413351,-2.5,-60,2000,NA,unpub,NA
Licania,genus,Licania sp. 1,C3,-30.6,NA,22.7215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Licania,genus,Licania sp. 2,C3,-32.5,NA,24.6215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Licaria brasiliensis,species,Licaria brasiliensis,C3,-33.25,NA,25.3116148633588,-2.85,-54.95,2000,NA,Domingues_etal,2007
Licaria brasiliensis,species,Licaria brasiliensis,C3,-35.72,NA,27.7816148633588,-2.85,-54.95,2000,NA,unpub,NA
Licaria guianensis,species,Licaria guianensis,C3,-33.255,NA,25.3171680413351,-2.5,-60,2000,NA,unpub,NA
Licaria,genus,Licaria sp,C3,-34.035,NA,26.0886236648218,-8.45,-63.23,2000,NA,unpub,NA
Limnophila,genus,Limnophila sp.,C3,-28.89,NA,21.0749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Limonium bicolor,species,Limonium bicolor,C3,-29.78,NA,21.8653502477718,44.77,123.78,2004,NA,Wang,2007
Linaria alpina,species,Linaria alpina,C3,-27.5,19.6,19.6,47,12.6,1985,NA,Korner_etal,1991
Linaria dalmatica,species,Linaria dalmatica,C3,NA,18.63,18.63,40.77,-111.8,1988,NA,Smedley_etal,1991
Lindackeria paludosa,species,Lindackeria paludosa,C3,-32.36,NA,24.4136236648218,-8.45,-63.23,2000,NA,unpub,NA
Lindera chunii,species,Lindera chunii,C3,-31.42,NA,23.878051779886,23.13,112.58,1985,NA,Ehleringer_etal,1987
Lindera communis,species,Lindera communis,C3,-29.1,NA,21.558051779886,23.13,112.58,1985,NA,Ehleringer_etal,1987
Lindsaea,genus,Lindsaea sp.,C3,-32.115,NA,24.2999006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Linnaea borealis,species,Linnaea borealis,C3,-33.2,NA,25.5397119975736,55.75,-97.867,1994,NA,Brooks_etal,1998
Linnaea borealis,species,Linnaea borealis,C3,-33.2462,NA,25.5809494130604,53.629,-106.197,1994,NA,Brooks_Curd,1998
Linum stelleroides,species,Linum stelleroides,C3,-28.7,NA,20.7853502477717,44.77,123.78,2004,NA,Wang,2007
Cyperus leptocarpus,species,Lipocarpha microcephala,C4,-10.47,NA,2.92805177988599,23.13,112.58,1985,NA,Ehleringer_etal,1987
Liquidambar styraciflua,species,Liquidambar styraciflua,C3,-28.7,NA,20.8069036096726,35.974,-79.1,2002,NA,Ellsworth_1999,1999
Liriodendron chinense,species,Liriodendron tulipifera,C3,-34,NA,26.401992619589,35.97,-84.28,1989,NA,GartenandTaylor,1992
Liriodendron chinense,species,Liriodendron tulipifera,C3,-28.5,NA,20.6069036096726,35.974,-79.1,2002,NA,Ellsworth_1999,1999
Notholithocarpus densiflorus,species,Lithocarpus densiflora,C3,-33.17,NA,25.2207771585602,40.35,-124,2005,NA,Santiago_etal,2014
Lithocarpus edulis,species,Lithocarpus edulis,C3,-28.74,NA,20.9222243597222,30.33,130.5,1998,NA,Hanba_etal,2000
Buglossoides arvensis,species,Lithospermum arvense,C3,NA,20.29,20.29,40.77,-111.8,1988,NA,Smedley_etal,1991
Litsea glutinosa,species,Litsea glutinosa,C3,-29.53,NA,21.7149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona humilis,species,Livistona humilis,C3,-30.5,23.41,23.41,-11.767,130.867,1993,October,Schulze_etal,1998
Livistona humilis,species,Livistona humilis,C3,-28.36,NA,20.5449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona humilis,species,Livistona humilis,C3,-29.3,22.1,22.1,-12.683,132.383,1993,October,Schulze_etal,1998
Livistona humilis,species,Livistona humilis,C3,-29.05,NA,21.2349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona inermis,species,Livistona inermis,C3,-28.36,NA,20.5449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Livistona,genus,Livistona sp.,C3,-29.33,NA,21.5149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lobelia chevalieri,species,Lobelia chinensis,C3,-30.8,NA,23.258051779886,23.13,112.58,1985,NA,Ehleringer_etal,1987
Lobelia telekii,species,Lobelia telekii,C3,-24.68,16.7,17.35,-0.2,37.3,1974,NA,Korner_etal,1991
Lobelia telekii,species,Lobelia telekii,C3,-25.72,NA,18.2172578668885,-0.2,37.3,1981,NA,Korner_etal,1988
Kalmia procumbens,species,Loiseleuria procumbens,C3,-25.55,NA,18.163298596469,47,12.6,1981,NA,Korner_etal,1988
Lolium multiflorum,species,Lolium multiflorum,C3,-30.9,NA,23.2358885321088,64.85,-147.57,1995,7,Woollers_etal,2007
Lolium perenne,species,Lolium perenne,C3,NA,20.9,20.9,40.433,22,1998,NA,Tsialtas_etal,2001
Lolium perenne,species,Lolium perenne,C3,-31.2,NA,23.3929982110649,61.38,-143.29,2001,7,Woollers_etal,2007
Lomandra,genus,Lomandra sp.,C3,-26.49,NA,18.6749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Lomariopsis japurensis,species,Lomariopsis japurensis,C3,-34.2,NA,26.1732863803388,10.433,-83.983,2005,NA,Watkins_etal,2007
Lomariopsis vestita,species,Lomariopsis vestita,C3,-35,NA,26.9732863803388,10.433,-83.983,2005,NA,Watkins_etal,2007
Lomatia arborescens,species,Lomatia arborescens,C3,-28.69,NA,20.8870921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Lomatia silaifolia,species,Lomatia silaifolia,C3,-29.5,NA,21.5823850801193,-33.58,151.3,1998,NA,unpub,NA
Lomatium triternatum,species,Lomatium triternatum,C3,NA,19.99,19.99,40.77,-111.8,1988,NA,Smedley_etal,1991
Lonchitis hirsuta,species,Lonchitis hirsuta,C3,-34.7,NA,26.6732863803388,10.433,-83.983,2005,NA,Watkins_etal,2007
Lonicera hispida,species,Lonicera hispida,C3,-26.62,NA,18.6590591192426,36.067,108.533,2005,June,Zheng_Shangguan,2007
Lonicera hispida,species,Lonicera hispida,C3,-29.76,NA,21.7918209601744,33.433,108.433,2005,June,Zheng_Shangguan,2007
Lonicera hispida,species,Lonicera hispida,C3,-25.51,NA,17.546264268899,35.05,109.133,2005,June,Zheng_Shangguan,2007
Lonicera hispida,species,Lonicera hispida,C3,-26.38,NA,18.420981548384,36.767,109.25,2005,June,Zheng_Shangguan,2007
Lonicera japonica,species,Lonicera japonica,C3,-27.28,NA,19.3156238443651,34.817,108.033,2005,June,Zheng_Shangguan,2007
Lonicera periclymenum,species,Lonicera periclymenum,C3,-30.61,NA,22.760386763016,52.48,4.78,2002,NA,unpub,NA
Lophopappus cuneatus,species,Lophopappus cuneatus,C3,NA,18.8,18.8,-18.333,-69.667,1998,NA,Rundel_etal,2003
Lophopetalum arnhemicum,species,Lophopetalum arnhemicum,C3,-30.77,NA,22.9549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
