site_name,trait_name,unit,value,notes
Condobolin,longitude,deg,NA,
Condobolin,latitude,deg,NA,
Round Hill,longitude,deg,146.0166667,
Round Hill,latitude,deg,-31.35,
Sturt National Park,longitude,deg,NA,
Sturt National Park,latitude,deg,NA,
Trangie,longitude,deg,NA,
Trangie,latitude,deg,NA,
