family,taxa,spauth,infraspecauth,species3author,thousandseedweight,materialweigheddesc,seedweightnotes,weightprecision,refdesc,refshort
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakei subsp. diphylla,Pedley,(Tindale) Pedley,,6.5964,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,Maiden,,,21.142,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,Maiden,,,22.7428,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,Maiden,,,23.79836,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia blakelyi,Maiden,,,24.8468,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia boormanii,Maiden,,,12,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia boormanii,Maiden,,,4.542,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia boormanii,Maiden,,,14.526,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia botrydion,Maslin,,,19.4704,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brachybotrya,Benth.,,,21.86,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brachybotrya,Benth.,,,20.9856,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brachypoda,Maslin,,,13.9116,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brachystachya,Benth.,,,19.2,Seed,Weight refers to seed dry mass.,1,"O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London.","(O'Dowd & Gill, 1986)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brachystachya,Benth.,,,40,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brachystachya,Benth.,,,10.5304,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brassii,Pedley,,,7.8476,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia browniana var. browniana,H.L.Wendl.,,,4.5972,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brownii,(Poir.) Steud.,,,7.6044,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brumalis,Maslin,,,16.1984,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brunioides subsp. brunioides,A.Cunn. ex G.Don,,,11.1276,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia brunioides subsp. brunioides,A.Cunn. ex G.Don,,,9.5564,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia bulgaensis,"Tindale, Kodela & S.J.Davies",,,8.1992,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia burbidgeae,Pedley,,,8.0684,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia burrana,Pedley,,,10.7628,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia burrowii,Maiden,,,5.312,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia buxifolia,A.Cunn.,,,9.8128,Seed,,4,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia buxifolia,A.Cunn.,,,14,Seed,Weight refers to seed dry mass.,1,"O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London.","(O'Dowd & Gill, 1986)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia buxifolia,A.Cunn.,,,17.83,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia buxifolia,A.Cunn.,,,21.2948,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia buxifolia subsp. buxifolia,A.Cunn.,,,15.3016,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caerulescens,Maslin & Court,,,37.86,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caesariata,R.S.Cowan & Maslin,,,2.0206,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caesariata,R.S.Cowan & Maslin,,,2.074,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caesariata,R.S.Cowan & Maslin,,,2.3269608,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caesariata,R.S.Cowan & Maslin,,,1.55028,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caesiella,Maiden & Blakeley,,,19.2368,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia calamifolia,Sweet ex Lindl.,,,14.5,Seed,Weight refers to seed dry mass.,1,"O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London.","(O'Dowd & Gill, 1986)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia calamifolia,Sweet ex Lindl.,,,28.57,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia calamifolia,Sweet ex Lindl.,,,37.8368,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia calcicola,Forde & Ising,,,45,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia calyculata,A.Cunn. ex Benth.,,,15.7764,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cambagei,R.T.Baker,,,24.63,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cambagei,R.T.Baker,,,39.8212,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia campylophylla,Benth.,,,6.3788,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cana,Maiden,,,21.3284,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cangaiensis,Tindale & Kodela,,,18.386,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cardiophylla,A.Cunn. ex Benth.,,,11.19,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cardiophylla,A.Cunn. ex Benth.,,,16.4,Seed,Weight refers to seed dry mass.,1,"O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London.","(O'Dowd & Gill, 1986)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cardiophylla,A.Cunn. ex Benth.,,,17.81,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia carens,Maslin,,,30.86856,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caroleae,Pedley,,,6.128,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia caroleae,Pedley,,,10.7124,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia catenulata,C.T.White,,,19.2076,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cedroides,Benth.,,,9.5488,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia celastrifolia,Benth.,,,13.0888,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cerastes,Maslin,,,5.5128,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia chalkeri,Maiden,,,5.573,Seed,air dry,3,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia chalkeri,Maiden,,,13.5744,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia chapmanii subsp. australis,R.S.Cowan & Maslin,R.S.Cowan & Maslin,,3.08052,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia chapmanii subsp. chapmanii,R.S.Cowan & Maslin,,,3.0872,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cheelii,Blakely,,,15.988,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia chinchillensis,Tindale,,,14.8036,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia chisholmii,F.M.Bailey,,,15.9236,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia chrysotricha,Tindale,,,16.6076,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cincinnata,F.Muell.,,,12,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cincinnata,F.Muell.,,,11.2144,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia citrinoviridis,Tindale & Maslin,,,37.6736,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia citrinoviridis,Tindale & Maslin,,,35.394,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia clandullensis,B.J.Conn & Tame,,,32.8672,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia clunies-rossiae,Maiden,,,18.8996703,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia clydonophora,Maslin,,,22.23472,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia clydonophora,Maslin, ,,23.59224,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cochlearis,(Labill.) H.L.Wendl.,,,7.1596,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cochlocarpa subsp. cochlocarpa,Meisn.,,,2.993,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cochlocarpa subsp. cochlocarpa,Meisn.,,,3.3775,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cochlocarpa subsp. velutinosa,Mesin.,Maslin & A.R.Chapm.,,4.1641,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cockertoniana,Maslin,,,4.3076,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia cognata,Domin,,,8.116,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia colei,Maslin & L.A.J.Thomson,,,11.648,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia colei var. colei,Maslin & L.A.J.Thomson,,,12.492,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia colei var. colei,Maslin & L.A.J.Thomson,,,12.606,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia colletioides,A.Cunn. ex Benth.,,,3.4085,Seed,,4,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia colletioides,Benth.,,,8.6944,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia colletioides,Benth.,,,10.8316,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia complanata,A.Cunn. ex Benth.,,,51.5,Seed,Weight refers to seed dry mass.,1,"O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London.","(O'Dowd & Gill, 1986)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia complanata,A.Cunn. ex Benth.,,,34.3044,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia concurrens,Pedley,,,12.82,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia concurrens,Pedley,,,6.432,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia concurrens,Pedley,,,6.789,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia conferta,A.Cunn. ex Benth.,,,11.7,Seed,Weight refers to seed dry mass.,1,"O'Dowd, D.J. and Gill, A.M. 1986. Seed dispersal syndromes in Australian Acacia. In: Seed Dispersal (Ed. by D.R.Murray), pp 87-123. Academic Press, London.","(O'Dowd & Gill, 1986)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia conferta,A.Cunn. ex Benth.,,,12.1028,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia conferta,A.Cunn. ex Benth.,,,13.88,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia congesta subsp. congesta,Benth.,,,21.2488,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia congesta subsp. congesta,Benth.,,,27.6604,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia congesta subsp. congesta,Benth.,,,20.0584,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia congesta subsp. wonganensis,Benth.,Maslin,,8.43508,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia constablei,Tindale,,,14.6044,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia continua,Benth.,,,3.6817,Seed,,4,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia continua,Benth.,,,9.5,Seed,"Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia continua,Benth.,,,9.57,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-MIMOSOIDEAE,Acacia coolgardiensis,Maiden,,,2.79,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
