Species,Temp,CO2,Potnum,Replicate,AirSpace (%),Pali (%),Pali2Air,EpiT (um),LaminaT (um),PaliCellL (um),PaliCellW (um),PaliLayNum,EpiDen (mm-2),StomDen (mm-2),SI (%)
E. sideroxylon,Elv,280,355,2,29.03073441,70.96926559,2.444625224,14.29362,214.1044,32.68815,7.416228,5,1605.263158,394.7368421,19.73684211
E. sideroxylon,Elv,280,355,2,44.01963247,55.98036753,1.271713651,18.75022,225.1532,33.94847,8.525685,6,1539.473684,302.6315789,16.42857143
E. sideroxylon,Elv,280,355,2,,,,16.59337,224.9748,28.64934,8.057786,,1546.052632,361.8421053,18.96551724
E. sideroxylon,Elv,280,355,2,,,,15.73051,247.9461,31.29895,9.064124,,,,
E. sideroxylon,Elv,280,355,2,,,,15.78454,247.2843,25.335,8.918175,,,,
E. sideroxylon,Elv,280,355,2,,,,17.31197,254.0983,30.16083,6.346685,,,,
E. sideroxylon,Elv,280,355,2,,,,13.7685,267.5683,24.27698,6.963924,,,,
E. sideroxylon,Elv,280,355,2,,,,,251.4766,23.13128,7.408531,,,,
E. sideroxylon,Elv,280,355,2,,,,,260.3033,27.8905,6.730616,,,,
E. sideroxylon,Elv,280,355,2,,,,,259.818,45.7828,8.92457,,,,
E. sideroxylon,Elv,280,355,2,,,,,252.1002,31.60371,9.940736,,,,
E. sideroxylon,Elv,280,355,2,,,,,254.8337,34.51681,8.612243,,,,
E. sideroxylon,Elv,280,355,2,,,,,267.0629,45.59423,8.612243,,,,
E. sideroxylon,Elv,280,355,2,,,,,263.6641,24.11428,8.68481,,,,
E. sideroxylon,Elv,280,355,2,,,,,263.6095,26.07851,10.79375,,,,
E. sideroxylon,Elv,280,355,2,,,,,250.714,29.74558,11.3553,,,,
E. sideroxylon,Elv,280,355,2,,,,,246.6541,34.39925,8.769797,,,,
E. sideroxylon,Elv,280,355,2,,,,,268.2982,41.66047,6.963924,,,,
E. sideroxylon,Elv,280,355,2,,,,,282.6891,24.68715,8.658492,,,,
E. sideroxylon,Elv,280,355,2,,,,,270.2484,34.15791,11.64798,,,,
E. sideroxylon,Elv,280,355,2,,,,,265.1555,26.70543,9.679015,,,,
E. sideroxylon,Elv,280,355,2,,,,,281.8062,34.49697,10.68217,,,,
E. sideroxylon,Elv,280,355,2,,,,,,47.34625,8.552412,,,,
E. sideroxylon,Elv,280,355,2,,,,,,22.51127,7.717823,,,,
E. sideroxylon,Elv,280,355,2,,,,,,29.51258,8.029413,,,,
E. sideroxylon,Elv,280,355,2,,,,,,27.102,8.47198,,,,
E. sideroxylon,Elv,280,355,2,,,,,,36.70846,7.857026,,,,
E. sideroxylon,Elv,280,355,2,,,,,,29.61294,6.427082,,,,
E. sideroxylon,Elv,280,355,2,,,,,,34.54325,8.30878,,,,
E. sideroxylon,Elv,280,355,2,,,,,,35.69988,7.05347,,,,
E. sideroxylon,Elv,280,355,2,,,,,,25.60604,6.831581,,,,
E. sideroxylon,Elv,280,355,2,,,,,,29.39636,10.52072,,,,
E. sideroxylon,Elv,280,355,2,,,,,,37.30664,9.095542,,,,
E. sideroxylon,Elv,280,355,2,,,,,,43.05989,8.552412,,,,
E. sideroxylon,Elv,280,355,2,,,,,,29.77434,7.878781,,,,
E. sideroxylon,Elv,280,355,2,,,,,,28.11056,9.673118,,,,
E. sideroxylon,Elv,280,355,2,,,,,,30.25149,8.47198,,,,
E. sideroxylon,Elv,280,355,2,,,,,,45.36717,9.220144,,,,
E. sideroxylon,Elv,280,355,2,,,,,,22.22303,7.857026,,,,
E. sideroxylon,Elv,280,355,2,,,,,,35.23498,8.552412,,,,
E. sideroxylon,Elv,280,355,2,,,,,,29.40606,7.377662,,,,
E. sideroxylon,Elv,280,355,2,,,,,,39.18479,8.114233,,,,
E. sideroxylon,Elv,280,355,2,,,,,,23.59769,8.107199,,,,
E. sideroxylon,Elv,280,355,2,,,,,,27.61295,10.134,,,,
E. sideroxylon,Elv,280,355,2,,,,,,20.60857,8.170291,,,,
E. sideroxylon,Elv,280,355,2,,,,,,33.1199,9.819467,,,,
E. sideroxylon,Elv,280,355,2,,,,,,39.25607,10.40621,,,,
E. sideroxylon,Elv,280,360,1,37.80578199,62.19421801,1.645098044,14.2258,283.7914,35.62949,7.835211,5,1750,355.2631579,16.875
E. sideroxylon,Elv,280,360,1,32.92770496,67.07229504,2.036956269,14.36193,285.8434,31.54769,10.75138,5,1631.578947,328.9473684,16.77852349
E. sideroxylon,Elv,280,360,1,25.61715643,74.38284357,2.903633889,13.84632,260.7824,32.43759,8.281268,5,1644.736842,348.6842105,17.49174917
E. sideroxylon,Elv,280,360,1,20.44123577,79.55876423,3.89207214,13.77638,264.8662,31.48071,9.673118,6,1750,355.2631579,16.875
E. sideroxylon,Elv,280,360,1,29.3358945,70.6641055,2.408793279,14.59835,263.484,31.09411,8.789292,6,1664.473684,335.5263158,16.77631579
E. sideroxylon,Elv,280,360,1,,,,14.85655,267.0295,32.10344,8.356709,,1703.947368,309.2105263,15.35947712
E. sideroxylon,Elv,280,360,1,,,,14.60172,262.3555,32.13364,10.99797,,,,
E. sideroxylon,Elv,280,360,1,,,,16.96988,263.6788,33.82388,12.12791,,,,
E. sideroxylon,Elv,280,360,1,,,,11.91834,254.0265,23.41322,10.857,,,,
E. sideroxylon,Elv,280,360,1,,,,15.1152,251.3268,27.55918,8.782799,,,,
E. sideroxylon,Elv,280,360,1,,,,,247.2733,34.73431,7.462245,,,,
E. sideroxylon,Elv,280,360,1,,,,,247.9599,35.15717,8.444999,,,,
E. sideroxylon,Elv,280,360,1,,,,,249.3,33.5427,9.189152,,,,
E. sideroxylon,Elv,280,360,1,,,,,243.8953,29.33224,7.710427,,,,
E. sideroxylon,Elv,280,360,1,,,,,239.8532,32.33012,8.225966,,,,
E. sideroxylon,Elv,280,360,1,,,,,233.082,27.70166,9.554425,,,,
E. sideroxylon,Elv,280,360,1,,,,,243.8916,35.88479,9.422136,,,,
E. sideroxylon,Elv,280,360,1,,,,,243.2394,33.08543,11.52982,,,,
E. sideroxylon,Elv,280,360,1,,,,,243.276,27.83111,12.20762,,,,
E. sideroxylon,Elv,280,360,1,,,,,250.7213,23.76393,11.49016,,,,
E. sideroxylon,Elv,280,360,1,,,,,231.0562,34.81962,8.029413,,,,
E. sideroxylon,Elv,280,360,1,,,,,225.0975,34.6422,10.48813,,,,
E. sideroxylon,Elv,280,360,1,,,,,231.9237,31.60371,11.78433,,,,
E. sideroxylon,Elv,280,360,1,,,,,232.6272,28.91102,12.2403,,,,
E. sideroxylon,Elv,280,360,1,,,,,225.8212,19.34624,11.04456,,,,
E. sideroxylon,Elv,280,360,1,,,,,,26.16805,8.444999,,,,
E. sideroxylon,Elv,280,360,1,,,,,,36.10669,7.907694,,,,
E. sideroxylon,Elv,280,360,1,,,,,,26.17023,12.69786,,,,
E. sideroxylon,Elv,280,360,1,,,,,,32.33012,8.47198,,,,
E. sideroxylon,Elv,280,360,1,,,,,,29.6803,7.798717,,,,
E. sideroxylon,Elv,280,360,1,,,,,,24.26758,13.11778,,,,
E. sideroxylon,Elv,280,360,1,,,,,,26.89914,11.33015,,,,
E. sideroxylon,Elv,280,360,1,,,,,,20.27925,12.20295,,,,
E. sideroxylon,Elv,280,360,1,,,,,,30.52187,9.679015,,,,
E. sideroxylon,Elv,280,360,1,,,,,,29.60523,12.87634,,,,
E. sideroxylon,Elv,280,360,1,,,,,,30.80654,10.25711,,,,
E. sideroxylon,Elv,280,360,1,,,,,,30.5611,10.58021,,,,
E. sideroxylon,Elv,280,360,1,,,,,,31.67764,7.776739,,,,
E. sideroxylon,Elv,280,360,1,,,,,,26.48016,8.975568,,,,
E. sideroxylon,Elv,280,360,1,,,,,,28.2159,10.91465,,,,
E. sideroxylon,Elv,280,360,1,,,,,,31.46439,9.819467,,,,
E. sideroxylon,Elv,280,360,1,,,,,,26.72679,8.612243,,,,
E. sideroxylon,Elv,280,360,1,,,,,,28.11056,7.621114,,,,
E. sideroxylon,Elv,280,360,1,,,,,,31.8984,10.07754,,,,
E. sideroxylon,Elv,280,360,1,,,,,,31.44444,10.83069,,,,
E. sideroxylon,Elv,280,360,1,,,,,,29.12141,9.176726,,,,
E. sideroxylon,Elv,280,360,1,,,,,,41.00758,11.99547,,,,
E. sideroxylon,Elv,280,360,1,,,,,,31.33538,11.64798,,,,
E. sideroxylon,Elv,280,360,1,,,,,,34.83437,9.673118,,,,
E. sideroxylon,Elv,280,360,1,,,,,,29.51258,7.408531,,,,
E. sideroxylon,Elv,280,360,2,31.62977026,68.37022974,2.161578449,15.41881,298.6182,32.45693,10.33469,5,2085.526316,394.7368421,15.91511936
E. sideroxylon,Elv,280,360,2,35.65353669,64.34646331,1.804770838,14.79272,272.2701,31.43174,11.33015,5,2072.368421,414.4736842,16.66666667
E. sideroxylon,Elv,280,360,2,35.07122116,64.92877884,1.851340692,14.26338,266.1872,36.65246,9.796199,5,2138.157895,401.3157895,15.80310881
E. sideroxylon,Elv,280,360,2,32.85592871,67.14407129,2.043590728,15.58538,266.1872,36.87594,11.00316,6,2223.684211,421.0526316,15.92039801
E. sideroxylon,Elv,280,360,2,29.99348804,70.00651196,2.334057042,12.57319,256.7315,38.17139,9.145587,6,2460.526316,552.6315789,18.34061135
E. sideroxylon,Elv,280,360,2,,,,14.18653,268.2132,43.95295,9.22633,,2401.315789,578.9473684,19.42604857
E. sideroxylon,Elv,280,360,2,,,,12.70924,272.9457,40.13996,9.126852,,,,
E. sideroxylon,Elv,280,360,2,,,,14.9753,260.7816,31.84112,10.18454,,,,
E. sideroxylon,Elv,280,360,2,,,,13.70528,264.8567,20.01019,7.439272,,,,
E. sideroxylon,Elv,280,360,2,,,,14.00134,255.3768,31.79091,8.029413,,,,
E. sideroxylon,Elv,280,360,2,,,,,241.8657,40.28326,9.126852,,,,
E. sideroxylon,Elv,280,360,2,,,,,245.2437,36.10669,11.39543,,,,
E. sideroxylon,Elv,280,360,2,,,,,244.5709,25.335,8.808745,,,,
E. sideroxylon,Elv,280,360,2,,,,,229.705,33.5801,11.43042,,,,
E. sideroxylon,Elv,280,360,2,,,,,224.3002,29.60523,7.776739,,,,
E. sideroxylon,Elv,280,360,2,,,,,222.9521,24.26993,9.819467,,,,
E. sideroxylon,Elv,280,360,2,,,,,227.7022,28.55359,9.836883,,,,
E. sideroxylon,Elv,280,360,2,,,,,240.5373,27.82701,9.220144,,,,
E. sideroxylon,Elv,280,360,2,,,,,238.4954,29.54543,10.04351,,,,
E. sideroxylon,Elv,280,360,2,,,,,227.0056,33.13196,10.27378,,,,
E. sideroxylon,Elv,280,360,2,,,,,243.8953,29.20944,7.621114,,,,
E. sideroxylon,Elv,280,360,2,,,,,244.5681,28.713,8.1353,,,,
E. sideroxylon,Elv,280,360,2,,,,,247.2705,27.8905,10.04351,,,,
E. sideroxylon,Elv,280,360,2,,,,,251.3377,30.25149,7.886019,,,,
E. sideroxylon,Elv,280,360,2,,,,,248.6208,21.2814,9.482496,,,,
E. sideroxylon,Elv,280,360,2,,,,,,25.8588,8.057786,,,,
E. sideroxylon,Elv,280,360,2,,,,,,32.93333,7.553436,,,,
E. sideroxylon,Elv,280,360,2,,,,,,32.10699,9.836883,,,,
E. sideroxylon,Elv,280,360,2,,,,,,35.07919,7.276434,,,,
E. sideroxylon,Elv,280,360,2,,,,,,30.48633,9.796199,,,,
E. sideroxylon,Elv,280,360,2,,,,,,35.49633,7.292099,,,,
E. sideroxylon,Elv,280,360,2,,,,,,31.8984,8.789292,,,,
E. sideroxylon,Elv,280,360,2,,,,,,26.35056,10.13963,,,,
E. sideroxylon,Elv,280,360,2,,,,,,30.43201,6.418199,,,,
E. sideroxylon,Elv,280,360,2,,,,,,33.52569,7.165819,,,,
E. sideroxylon,Elv,280,360,2,,,,,,30.96356,8.029413,,,,
E. sideroxylon,Elv,280,360,2,,,,,,29.12141,7.776739,,,,
E. sideroxylon,Elv,280,360,2,,,,,,24.21816,8.47198,,,,
E. sideroxylon,Elv,280,360,2,,,,,,30.7398,8.114233,,,,
E. sideroxylon,Elv,280,360,2,,,,,,26.16805,10.16211,,,,
E. sideroxylon,Elv,280,360,2,,,,,,27.99463,7.776739,,,,
E. sideroxylon,Elv,280,360,2,,,,,,30.57789,7.431599,,,,
E. sideroxylon,Elv,280,360,2,,,,,,25.51676,8.219028,,,,
E. sideroxylon,Elv,280,360,2,,,,,,22.36889,8.219028,,,,
E. sideroxylon,Elv,280,360,2,,,,,,29.09985,9.512533,,,,
E. sideroxylon,Elv,280,360,2,,,,,,27.77365,7.703024,,,,
E. sideroxylon,Elv,280,360,2,,,,,,28.40735,8.47198,,,,
E. sideroxylon,Elv,280,360,2,,,,,,26.68833,8.545738,,,,
E. sideroxylon,Elv,280,360,2,,,,,,25.85218,8.808745,,,,
E. sideroxylon,Elv,280,360,2,,,,,,27.39514,9.980831,,,,
E. sideroxylon,Elv,280,370,1,25.81819281,74.18180719,2.873237787,16.45457,270.9164,36.58235,12.17955,5,1539.473684,296.0526316,16.12903226
E. sideroxylon,Elv,280,370,1,25.62359293,74.37640707,2.902653319,13.20809,264.8489,24.65708,12.62125,5,1480.263158,348.6842105,19.0647482
E. sideroxylon,Elv,280,370,1,23.31828955,76.68171045,3.288479212,14.91044,258.2065,29.81264,7.252872,5,1526.315789,381.5789474,20
E. sideroxylon,Elv,280,370,1,15.89932925,84.10067075,5.289573504,11.72743,256.3098,28.04553,9.464429,5,1467.105263,302.6315789,17.10037175
E. sideroxylon,Elv,280,370,1,18.00829367,81.99170633,4.552996961,14.38456,254.6797,39.63791,9.120599,6,1539.473684,296.0526316,16.12903226
E. sideroxylon,Elv,280,370,1,,,,11.4659,254.0292,35.73023,6.764439,,1460.526316,302.6315789,17.1641791
E. sideroxylon,Elv,280,370,1,,,,15.30124,246.6088,33.79519,11.823,,,,
E. sideroxylon,Elv,280,370,1,,,,13.72888,236.4841,33.01638,10.27378,,,,
E. sideroxylon,Elv,280,370,1,,,,12.5347,229.7844,31.51693,8.451752,,,,
E. sideroxylon,Elv,280,370,1,,,,11.31866,230.3806,30.06609,9.819467,,,,
E. sideroxylon,Elv,280,370,1,,,,,245.2465,46.77279,8.808745,,,,
E. sideroxylon,Elv,280,370,1,,,,,229.7129,40.6765,8.782799,,,,
E. sideroxylon,Elv,280,370,1,,,,,228.3777,44.52044,10.73545,,,,
E. sideroxylon,Elv,280,370,1,,,,,228.3777,29.0822,9.796199,,,,
E. sideroxylon,Elv,280,370,1,,,,,218.27,31.72084,9.343085,,,,
E. sideroxylon,Elv,280,370,1,,,,,212.1384,30.74165,12.90732,,,,
E. sideroxylon,Elv,280,370,1,,,,,208.0892,25.03369,10.27378,,,,
E. sideroxylon,Elv,280,370,1,,,,,198.4585,20.45015,10.81488,,,,
E. sideroxylon,Elv,280,370,1,,,,,194.8178,31.79808,12.05714,,,,
E. sideroxylon,Elv,280,370,1,,,,,194.9536,29.43709,10.48813,,,,
E. sideroxylon,Elv,280,370,1,,,,,225.0975,40.87519,8.451752,,,,
E. sideroxylon,Elv,280,370,1,,,,,228.0778,47.77452,8.92457,,,,
E. sideroxylon,Elv,280,370,1,,,,,220.581,45.61425,11.22899,,,,
E. sideroxylon,Elv,280,370,1,,,,,227.2588,36.53865,11.79884,,,,
E. sideroxylon,Elv,280,370,1,,,,,222.3381,25.65723,12.16549,,,,
E. sideroxylon,Elv,280,370,1,,,,,,27.49492,10.94076,,,,
E. sideroxylon,Elv,280,370,1,,,,,,28.95046,10.73545,,,,
E. sideroxylon,Elv,280,370,1,,,,,,38.6039,6.831581,,,,
E. sideroxylon,Elv,280,370,1,,,,,,28.98198,7.886019,,,,
E. sideroxylon,Elv,280,370,1,,,,,,30.80654,10.16211,,,,
E. sideroxylon,Elv,280,370,1,,,,,,33.01811,8.782799,,,,
E. sideroxylon,Elv,280,370,1,,,,,,37.87128,9.673118,,,,
E. sideroxylon,Elv,280,370,1,,,,,,39.28513,10.16211,,,,
E. sideroxylon,Elv,280,370,1,,,,,,29.17622,11.0652,,,,
E. sideroxylon,Elv,280,370,1,,,,,,20.36908,8.281268,,,,
E. sideroxylon,Elv,280,370,1,,,,,,27.12725,11.66266,,,,
E. sideroxylon,Elv,280,370,1,,,,,,40.62597,9.482496,,,,
E. sideroxylon,Elv,280,370,1,,,,,,37.40286,11.27463,,,,
E. sideroxylon,Elv,280,370,1,,,,,,35.1117,11.94303,,,,
E. sideroxylon,Elv,280,370,1,,,,,,34.05251,9.749494,,,,
E. sideroxylon,Elv,280,370,1,,,,,,37.87128,9.013627,,,,
E. sideroxylon,Elv,280,370,1,,,,,,38.86021,6.755999,,,,
E. sideroxylon,Elv,280,370,1,,,,,,33.80701,11.14228,,,,
E. sideroxylon,Elv,280,370,1,,,,,,33.48482,10.00367,,,,
E. sideroxylon,Elv,280,370,1,,,,,,37.53382,9.848476,,,,
E. sideroxylon,Elv,280,370,1,,,,,,26.01279,9.220144,,,,
E. sideroxylon,Elv,280,370,1,,,,,,28.57556,9.512533,,,,
E. sideroxylon,Elv,280,370,1,,,,,,36.82174,11.49016,,,,
E. sideroxylon,Elv,280,370,1,,,,,,32.82922,7.769399,,,,
E. sideroxylon,Elv,280,370,1,,,,,,27.05143,7.769399,,,,
E. sideroxylon,Elv,280,370,2,28.48002878,71.51997122,2.511232407,14.41524,253.2842,30.69708,8.451752,5,1684.210526,440.7894737,20.74303406
E. sideroxylon,Elv,280,370,2,32.00650552,67.99349448,2.124364824,14.27528,251.8248,32.68815,11.0652,5,1506.578947,440.7894737,22.63513514
E. sideroxylon,Elv,280,370,2,43.09344743,56.90655257,1.32053841,14.22543,248.5987,37.31887,8.356709,5,1473.684211,361.8421053,19.71326165
E. sideroxylon,Elv,280,370,2,33.05767025,66.94232975,2.025016562,15.52185,241.366,32.94545,10.33469,5,1361.842105,328.9473684,19.45525292
E. sideroxylon,Elv,280,370,2,26.65617998,73.34382002,2.75147527,15.02729,251.4121,36.53865,8.1353,6,1486.842105,322.3684211,17.81818182
E. sideroxylon,Elv,280,370,2,,,,14.4149,248.2726,33.21451,7.886019,,1342.105263,302.6315789,18.4
E. sideroxylon,Elv,280,370,2,,,,14.70146,256.5368,34.02234,12.12791,,,,
E. sideroxylon,Elv,280,370,2,,,,13.4137,251.2578,38.54622,9.189152,,,,
E. sideroxylon,Elv,280,370,2,,,,14.78542,254.6608,39.04038,10.29043,,,,
E. sideroxylon,Elv,280,370,2,,,,15.28695,236.032,36.41038,10.07754,,,,
E. sideroxylon,Elv,280,370,2,,,,,247.8927,33.2437,9.220144,,,,
E. sideroxylon,Elv,280,370,2,,,,,245.6435,37.3876,10.94076,,,,
E. sideroxylon,Elv,280,370,2,,,,,233.9488,35.80839,9.536494,,,,
E. sideroxylon,Elv,280,370,2,,,,,228.4737,38.85287,8.943728,,,,
E. sideroxylon,Elv,280,370,2,,,,,238.5107,35.54773,9.613955,,,,
E. sideroxylon,Elv,280,370,2,,,,,254.7047,34.02234,7.439272,,,,
E. sideroxylon,Elv,280,370,2,,,,,259.4312,38.1953,9.796199,,,,
E. sideroxylon,Elv,280,370,2,,,,,243.3295,45.97183,10.91465,,,,
E. sideroxylon,Elv,280,370,2,,,,,234.5772,35.6631,11.89996,,,,
E. sideroxylon,Elv,280,370,2,,,,,231.6598,33.59879,8.47198,,,,
E. sideroxylon,Elv,280,370,2,,,,,262.8639,31.48796,9.464429,,,,
E. sideroxylon,Elv,280,370,2,,,,,249.2707,29.84898,11.49016,,,,
E. sideroxylon,Elv,280,370,2,,,,,242.4274,34.45725,9.220144,,,,
E. sideroxylon,Elv,280,370,2,,,,,251.186,35.46899,13.11778,,,,
E. sideroxylon,Elv,280,370,2,,,,,244.2441,39.76581,9.275669,,,,
E. sideroxylon,Elv,280,370,2,,,,,,34.51516,11.27463,,,,
E. sideroxylon,Elv,280,370,2,,,,,,38.2177,11.823,,,,
E. sideroxylon,Elv,280,370,2,,,,,,30.80654,8.808745,,,,
E. sideroxylon,Elv,280,370,2,,,,,,38.26693,11.52982,,,,
E. sideroxylon,Elv,280,370,2,,,,,,44.62157,9.464429,,,,
E. sideroxylon,Elv,280,370,2,,,,,,33.82219,8.782799,,,,
E. sideroxylon,Elv,280,370,2,,,,,,35.23498,9.458399,,,,
E. sideroxylon,Elv,280,370,2,,,,,,41.81767,8.451752,,,,
E. sideroxylon,Elv,280,370,2,,,,,,36.74574,11.52982,,,,
E. sideroxylon,Elv,280,370,2,,,,,,36.01809,12.2961,,,,
E. sideroxylon,Elv,280,370,2,,,,,,41.85722,11.39543,,,,
E. sideroxylon,Elv,280,370,2,,,,,,41.54939,11.54466,,,,
E. sideroxylon,Elv,280,370,2,,,,,,48.35143,9.819467,,,,
E. sideroxylon,Elv,280,370,2,,,,,,43.60891,11.50505,,,,
E. sideroxylon,Elv,280,370,2,,,,,,44.77347,11.86635,,,,
E. sideroxylon,Elv,280,370,2,,,,,,34.26464,7.462245,,,,
E. sideroxylon,Elv,280,370,2,,,,,,27.29708,9.126852,,,,
E. sideroxylon,Elv,280,370,2,,,,,,31.9538,8.170291,,,,
E. sideroxylon,Elv,280,370,2,,,,,,35.39653,8.789292,,,,
E. sideroxylon,Elv,280,370,2,,,,,,30.4095,9.726058,,,,
E. sideroxylon,Elv,280,370,2,,,,,,37.84716,8.866847,,,,
E. sideroxylon,Elv,280,370,2,,,,,,37.90742,11.49016,,,,
E. sideroxylon,Elv,280,370,2,,,,,,29.48357,10.48813,,,,
E. sideroxylon,Elv,280,370,2,,,,,,45.58172,8.808745,,,,
E. sideroxylon,Elv,280,370,2,,,,,,45.28536,8.029413,,,,
E. sideroxylon,Elv,280,373,1,42.74618652,57.25381348,1.33938997,15.419,206.8053,,,5,1644.736842,348.6842105,17.49174917
E. sideroxylon,Elv,280,373,1,34.78279621,65.21720379,1.874984501,17.02881,200.6896,,,5,1848.684211,355.2631579,16.11940299
E. sideroxylon,Elv,280,373,1,31.11062334,68.88937666,2.21433611,16.19147,210.9019,,,5,1671.052632,348.6842105,17.26384365
E. sideroxylon,Elv,280,373,1,,,,16.19824,207.595,,,5,1921.052632,480.2631579,20
E. sideroxylon,Elv,280,373,1,,,,17.99533,210.9993,,,5,1756.578947,394.7368421,18.34862385
E. sideroxylon,Elv,280,373,1,,,,17.00038,209.6494,,,,1815.789474,473.6842105,20.68965517
E. sideroxylon,Elv,280,373,1,,,,15.53448,205.1088,,,,,,
E. sideroxylon,Elv,280,373,1,,,,15.45792,217.4235,,,,,,
E. sideroxylon,Elv,280,373,1,,,,15.23134,218.7713,,,,,,
E. sideroxylon,Elv,280,373,1,,,,16.19056,229.1967,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,218.9986,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,223.9917,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,227.8465,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,222.4458,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,214.8928,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,216.9949,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,225.2677,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,215.7238,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,206.0857,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,206.738,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,219.6365,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,227.1232,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,220.5448,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,225.2677,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,224.0732,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,1,,,,,,,,,,,
E. sideroxylon,Elv,280,373,2,38.67454405,61.32545595,1.585680128,15.46841,236.3103,30.9027,6.764439,5,2111.842105,460.5263158,17.9028133
E. sideroxylon,Elv,280,373,2,36.80501622,63.19498378,1.717020947,17.11149,233.614,31.72623,7.835211,5,2375,493.4210526,17.20183486
E. sideroxylon,Elv,280,373,2,,,,17.39475,230.7191,27.75104,7.776739,6,2480.263158,513.1578947,17.14285714
E. sideroxylon,Elv,280,373,2,,,,14.41184,230.2795,25.35526,7.101837,6,1855.263158,342.1052632,15.56886228
E. sideroxylon,Elv,280,373,2,,,,18.8079,237.4664,28.49158,8.107199,6,2059.210526,388.1578947,15.86021505
E. sideroxylon,Elv,280,373,2,,,,15.3263,221.6184,26.89702,6.755999,,1993.421053,309.2105263,13.42857143
E. sideroxylon,Elv,280,373,2,,,,17.61797,224.8002,24.9972,9.673118,,,,
E. sideroxylon,Elv,280,373,2,,,,17.37015,228.7013,32.94026,9.367479,,,,
E. sideroxylon,Elv,280,373,2,,,,14.45597,221.5113,30.44888,9.095542,,,,
E. sideroxylon,Elv,280,373,2,,,,19.4777,217.5526,28.74477,10.27378,,,,
E. sideroxylon,Elv,280,373,2,,,,,219.8037,28.91102,9.220144,,,,
E. sideroxylon,Elv,280,373,2,,,,,231.9827,30.58909,7.776739,,,,
E. sideroxylon,Elv,280,373,2,,,,,226.4711,27.0451,7.165819,,,,
E. sideroxylon,Elv,280,373,2,,,,,211.4671,26.99231,7.439272,,,,
E. sideroxylon,Elv,280,373,2,,,,,215.5164,29.14687,6.497712,,,,
E. sideroxylon,Elv,280,373,2,,,,,222.9572,27.03244,8.552412,,,,
E. sideroxylon,Elv,280,373,2,,,,,224.3002,31.09411,8.451752,,,,
E. sideroxylon,Elv,280,373,2,,,,,229.704,28.76263,8.782799,,,,
E. sideroxylon,Elv,280,373,2,,,,,217.5474,28.39329,7.798717,,,,
E. sideroxylon,Elv,280,373,2,,,,,219.5741,29.14687,7.165819,,,,
E. sideroxylon,Elv,280,373,2,,,,,227.6862,36.98562,6.730616,,,,
E. sideroxylon,Elv,280,373,2,,,,,224.3358,28.3128,11.72609,,,,
E. sideroxylon,Elv,280,373,2,,,,,217.5946,33.75465,9.343085,,,,
E. sideroxylon,Elv,280,373,2,,,,,224.4344,31.12346,8.219028,,,,
E. sideroxylon,Elv,280,373,2,,,,,216.796,31.8984,7.621114,,,,
E. sideroxylon,Elv,280,373,2,,,,,,40.04034,10.91465,,,,
E. sideroxylon,Elv,280,373,2,,,,,,36.78764,8.343043,,,,
E. sideroxylon,Elv,280,373,2,,,,,,39.89044,7.835211,,,,
