"","species","tree","context","location","state","country","vessel_area_per_image","distance_from_apex","sapwood_density","sapwood_density_stdev","lat","lon","elevation","image","vessels_per_image","vessels_per_tree","vessel_area","image_area","vessel_density_per_tree","void.wood_ratio_per_tree","vessel_diameter","Dh_per_tree","D_800","tree_height","T_min","T_max","P","P_min","P_max","E","E_min","E_max","AI"
"73","Eucalyptus polyanthemos_Tiger Hill",1,"sampled 130 cm abut the tree base","Rushworth SF","VIC","Australia","317289.335","N/A","0.710588192","0.032390378",-36.74,146.15,440,2.09090909090909,70.4848484848485,198,5829.57168181818,3651704.883,1807.375,10.53622,81.9617714010101,110.634763,26.8,1847,NA,NA,1047.25,NA,NA,1087.46,NA,NA,0.96
"74","Eucalyptus polyanthemos_Tiger Hill",2,"sampled 130 cm abut the tree base","Rushworth SF","VIC","Australia","498715.148","N/A","0.710588192","0.032390378",-36.74,146.15,440,2.02614379084967,51.0915032679739,153,9544.67247058824,3651704.883,1396.608,13.33017,104.489400232353,134.4367977,25.7,1791,NA,NA,1047.25,NA,NA,1087.46,NA,NA,0.96
"75","Eucalyptus polyanthemos_Tiger Hill",3,"sampled 130 cm abut the tree base","Rushworth SF","VIC","Australia","533151.702","N/A","0.710588192","0.032390378",-36.74,146.15,440,1.93258426966292,89.8089887640449,267,5618.15424344569,3651704.883,2437.218,13.69267,78.8890792967416,113.2643208,24.1,1685,NA,NA,1047.25,NA,NA,1087.46,NA,NA,0.96
"76","Eucalyptus radiata",1,"sampled 130 cm abut the tree base","Creswick Forest","VIC","Australia","796823.6979","N/A","0.58","0.008",-37.45,143.93,565,2.03759398496241,44.4887218045113,133,19547.4047980534,5838990.96,759.2636063,14.84163306,153.888796992481,176.9277526,52.3,NA,15.61,18.69,753.39,380.1,1121,952.65,811.8,1109.4,0.79
"77","Eucalyptus radiata",2,"sampled 130 cm abut the tree base","Creswick Forest","VIC","Australia","451719.4006","N/A","0.58","0.008",-37.45,143.93,565,1.91752577319588,32.7731958762887,97,13105.3925699175,5838990.96,553.7486452,7.25709338,122.800618556701,150.8928065,23.7,NA,15.61,18.69,753.39,380.1,1121,952.65,811.8,1109.4,0.79
"78","Eucalyptus radiata",3,"sampled 130 cm abut the tree base","Creswick Forest","VIC","Australia","398004.2107","N/A","0.58","0.008",-37.45,143.93,565,2.10769230769231,44.2153846153846,130,12501.7502668215,5838977.15,742.1391148,9.278037876,117.726538461538,157.2287955,36.6,NA,15.61,18.69,753.39,380.1,1121,952.65,811.8,1109.4,0.79
"79","Eucalyptus regnans",1,"sampled 800 cm below the tree apex","Marysville State Forest","VIC","Australia","1039812.048","800","N/A","N/A",-37.61,145.66,480,2.05769230769231,62.5714285714286,186.307692307692,17375.5660874571,5838977.15,1063.58635233846,18.1520230261538,143.34562725,170.424039761538,33.3153846153846,6625,15.98,18.98,1804.49,882.4,2800.5,939.074230769231,811,1057.2,1.93
"80","Eucalyptus regnans",2,"sampled 800 cm below the tree apex","Marysville State Forest","VIC","Australia","290766.0609","800","N/A","N/A",-37.61,145.66,480,1.94666666666667,26.16,77.2533333333333,18324.9009087267,2745691.65493333,1056.445256504,17.8369049201333,146.371408738667,170.663648029333,41.536,7030,15.98,18.98,1804.49,882.4,2800.5,937.884933333333,811,1057.2,1.93
"81","Eucalyptus regnans",3,"sampled 800 cm below the tree apex","Marysville State Forest","VIC","Australia","1315642.002","800","N/A","N/A",-37.61,145.66,480,1.97058823529412,62.7411764705882,186.523529411765,22477.8995888147,5838986.20773529,1064.81654056794,21.8898214477647,162.188595641824,190.925168450294,32.9920588235294,6908,15.98,18.98,1804.49,882.4,2800.5,939.648264705882,811,1057.2,1.93
"82","Eucalyptus regnans_Otway Ranges",1,"sampled 130 cm abut the tree base","Otway Ranges","VIC","Australia","691915.2704","N/A","0.55","0.035",-38.7,143.45,241,2.02654867256637,38.2389380530973,113,19493.3088467168,5838977.15,645.0901536,12.5749416,152.479734513274,180.2580429,78.9,NA,13.75,17.2,1635.89,968.3,2312.3,798.37,646.3,918.1,2.05
"83","Eucalyptus regnans_Otway Ranges",2,"sampled 130 cm abut the tree base","Otway Ranges","VIC","Australia","920960.4528","N/A","0.55","0.035",-38.7,143.45,241,1.97115384615385,34.7115384615385,104,27341.6625099423,5838977.15,593.7112918,16.23305377,181.094807692308,213.6476794,52.2,NA,13.75,17.2,1635.89,968.3,2312.3,798.37,646.3,918.1,2.05
"84","Eucalyptus regnans_Otway Ranges",3,"sampled 130 cm abut the tree base","Otway Ranges","VIC","Australia","941945.1155","N/A","0.55","0.035",-38.7,143.45,241,1.95890410958904,51.8767123287671,146,20453.1324022815,5838977.15,833.4793135,17.04726275,152.001095890411,194.4177485,44.4,NA,13.75,17.2,1635.89,968.3,2312.3,798.37,646.3,918.1,2.05
"85","Eucalyptus salmonophloia",1,"sampled 130 cm abut the tree base","Quairading","WA","Australia","196835.5071","N/A","0.8","0.018",-32,117.3,269,2,26.2207792207792,77,7277.83397062857,1459744.29,1758.298823,12.7966069,89.7093506493507,124.8026102,26.8,1800,22.13,25.04,398.95,182.7,616,1367.83,1174.8,1496.4,0.29
"86","Eucalyptus salmonophloia",2,"sampled 130 cm abut the tree base","Quairading","WA","Australia","199317.609","N/A","0.8","0.018",-32,117.3,269,2.04054054054054,24.8378378378378,74,8592.28365083108,1459744.29,1689.793674,14.51918656,101.326486486486,120.7032087,42.8,1800,22.13,25.04,398.95,182.7,616,1367.83,1174.8,1496.4,0.29
"87","Eucalyptus salmonophloia",3,"sampled 130 cm abut the tree base","Quairading","WA","Australia","604620.728","N/A","0.8","0.018",-32,117.3,269,2.01895734597156,70.3838862559242,211,7778.28399052133,3651704.88,1926.041004,14.98129391,96.4734597156398,114.1837528,30.8,1800,22.13,25.04,398.95,182.7,616,1367.83,1174.8,1496.4,0.29
"88","Eucalyptus salmonophloia_Kalgoorlie",1,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","255118.414","N/A","0.932743744","0.017582372",-30.12,120.39,478,3.04187192118227,81.6305418719212,406,3422.01439901478,3651704.883,2223.618902,7.609255899,61.9470820933744,85.39011378,18.2,860,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"89","Eucalyptus salmonophloia_Kalgoorlie",2,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","252727.021","N/A","0.932743744","0.017582372",-30.12,120.39,478,2.9390243902439,52.260162601626,246,5566.40718699187,3508636.49278455,1410.206096,7.882002346,80.9726039949187,99.25324835,32,1120,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"90","Eucalyptus salmonophloia_Kalgoorlie",3,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","344048.267","N/A","0.932743744","0.017582372",-30.12,120.39,478,3.90754257907543,59.374695863747,411,5169.89520681265,3155098.52544526,1872.741328,9.722932084,77.7378248925791,99.07568671,51.5,2060,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"91","Eucalyptus salubris",1,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","55807.117","N/A","0.873","0.089",-30.12,120.39,478,5.7183908045977,53.8850574712644,522,1142.01684674329,575941.592,9063.419056,10.35057725,36.6008595521533,46.38950606,17.4,920,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"92","Eucalyptus salubris",2,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","119976.014","N/A","0.873","0.089",-30.12,120.39,478,4.8130081300813,53.1626016260163,492,1711.93179878049,575941.592,8542.532903,14.62423372,44.5181099970122,57.29106733,38,1160,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"93","Eucalyptus salubris",3,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","52548.257","N/A","0.873","0.089",-30.12,120.39,478,5.09125475285171,27.319391634981,263,1978.93960836502,575941.592,4566.435271,9.036699628,47.5001855914068,64.33635181,52.1,1180,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"94","Eucalyptus sideroxylon",1,"sampled 130 cm abut the tree base","Richmond - Sefton Plot","NSW","Australia","474216.5","N/A","0.641","0.024",-33.36,150.45,24,3.12787723785166,79.4859335038363,391,6249.4497084399,3651704.883,2141.465494,13.38298091,85.4946349024808,107.3938688,15.4,972,22.82,25.7,802.51,277,1753.2,1242.32,1130.1,1393,0.65
"95","Eucalyptus sideroxylon",2,"sampled 130 cm abut the tree base","Richmond - Sefton Plot","NSW","Australia","317344.399","N/A","0.641","0.024",-33.36,150.45,24,3.60869565217391,50.1638795986622,299,6464.14323076923,3651704.883,1364.659383,9.552882134,86.0821659090635,112.2178375,19.7,1155,22.82,25.7,802.51,277,1753.2,1242.32,1130.1,1393,0.65
"96","Eucalyptus sideroxylon",3,"sampled 130 cm abut the tree base","Richmond - Sefton Plot","NSW","Australia","340728.638","N/A","0.641","0.024",-33.36,150.45,24,3.05147058823529,56.2132352941176,272,5831.19417279412,3651704.883,1489.715126,8.686818163,82.4995372396691,107.1592509,18.4,1096,22.82,25.7,802.51,277,1753.2,1242.32,1130.1,1393,0.65
"97","Eucalyptus socialis",1,"sampled 800 cm below the tree apex","Mildura State Forest","VIC","Australia","174696.7927","800","N/A","N/A",-34.33,142.09,52,1.93877551020408,33.0204081632653,98,5076.02814012143,1459744.29,2237.834867,11.35931275,75.220136017398,102.65838485,17.9423469387755,917.984693877551,21.87,24.94,333.58,112.2,582.4,1344.11,1208,1476.4,0.25
"98","Eucalyptus socialis",2,"sampled 800 cm below the tree apex","Mildura State Forest","VIC","Australia","99443.4025","695","N/A","N/A",-34.33,142.09,52,1.98558558558559,112.369369369369,336.081081081081,3409.97226499099,4655400.70135135,2612.9159872973,8.60481716702703,61.3758595048288,85.9721242551351,14.3918918918919,695,21.87,24.94,333.58,112.2,582.4,1344.11,1208,1476.4,0.25
"99","Eucalyptus socialis",3,"sampled 800 cm below the tree apex","Mildura State Forest","VIC","Australia","152706.9207","800","N/A","N/A",-34.33,142.09,52,1.92045454545455,29.6590909090909,88,5150.91186332159,1459744.29,2009.4843705,10.35067688,75.7514467449432,107.41939825,18.5,915,21.87,24.94,333.58,112.2,582.4,1344.11,1208,1476.4,0.25
"100","Eucalyptus tereticornis",1,"sampled 130 cm abut the tree base","Richmond - Sefton Plot","NSW","Australia","266354.281","N/A","0.623","0.072",-33.36,150.45,24,3.03896103896104,15.9350649350649,77,19343.9637792208,3651704.883,421.7208262,8.157752386,144.592529471818,206.7990501,33,2320,22.82,25.7,802.51,277,1753.2,1242.32,1130.1,1393,0.65
"101","Eucalyptus tereticornis",2,"sampled 130 cm abut the tree base","Richmond - Sefton Plot","NSW","Australia","290231.481","N/A","0.623","0.072",-33.36,150.45,24,3.78333333333333,21.2166666666667,120,24481.515525,3651704.883,577.9384013,14.18787428,170.559302020833,200.5786749,27.6,2060,22.82,25.7,802.51,277,1753.2,1242.32,1130.1,1393,0.65
"102","Eucalyptus tereticornis",3,"sampled 130 cm abut the tree base","Richmond - Sefton Plot","NSW","Australia","303759.387","N/A","0.623","0.072",-33.36,150.45,24,3.68181818181818,15.7272727272727,88,16779.486625,3651704.883,401.6388821,6.73929425,138.183379738636,180.1883103,17.5,1698,22.82,25.7,802.51,277,1753.2,1242.32,1130.1,1393,0.65
"103","Eucalyptus transcontinentalis",1,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","267327.096","N/A","0.954850823","0.028576656",-30.12,120.39,478,3.60804020100502,67.3266331658292,398,4700.40196733668,3651704.883,1816.503126,8.538294866,73.6291984850251,94.03425475,25.3,1160,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"104","Eucalyptus transcontinentalis",2,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","561811.689","N/A","0.954850823","0.028576656",-30.12,120.39,478,3.54584221748401,78.9189765458422,469,5562.40714712153,3651704.883,2140.552678,11.90662552,79.8908309111514,101.7024811,35.9,1540,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"105","Eucalyptus transcontinentalis",3,"sampled 130 cm abut the tree base","Kalgoorlie","WA","Australia","492398.418","N/A","0.954850823","0.028576656",-30.12,120.39,478,2.74827586206897,61.6620689655172,290,6570.15866551724,3244019.73973448,1802.466403,11.82207683,87.5763337102759,108.3303817,49.1,1500,24.15,27.42,246,66.6,552.3,1627.55,1465.9,1790.3,0.15
"106","Eucalyptus tricarpa",1,"sampled 130 cm abut the tree base","Pyrenees State Forest","VIC","Australia","889116.594","N/A","0.659","0.056",-36.66,143.3,261,2.03100775193798,43.1085271317829,129,20139.3868381969,5838977.15,736.4303524,14.83125575,152.812015503876,186.2395176,42,1810,19.23,22.27,502.14,201.9,902.2,1152.87,1021.2,1300.9,0.44
"107","Eucalyptus tricarpa",2,"sampled 130 cm abut the tree base","Pyrenees State Forest","VIC","Australia","1052625.061","N/A","0.659","0.056",-36.66,143.3,261,1.65863453815261,98.5261044176707,249,8862.1553799257,5241009.61088353,1164.58755,10.05652105,99.5583534136546,136.8986187,42.5,1862,19.23,22.27,502.14,201.9,902.2,1152.87,1021.2,1300.9,0.44
"108","Eucalyptus tricarpa",3,"sampled 130 cm abut the tree base","Pyrenees State Forest","VIC","Australia","220036.0327","N/A","0.659","0.056",-36.66,143.3,261,2.39024390243902,35.1707317073171,82,13593.9489543146,4023197.67146342,993.3246603,13.44627828,122.386219512195,162.64733,43.7,2010,19.23,22.27,502.14,201.9,902.2,1152.87,1021.2,1300.9,0.44
"109","Eucalyptus victrix",1,"sampled 130 cm abut the tree base","Port Hedland Area","WA","Australia","279168.2987","N/A","0.631","0.001",-20.56,118.24,19,1.95744680851064,15.7234042553191,47,17249.8683560319,1459737.38,1073.252413,18.5134628,142.718085106383,164.5120807,25.5,1702,31.57,34.89,309.6,1.8,733.4,2110.34,1958.7,2285.2,0.15
"110","Eucalyptus victrix",2,"sampled 130 cm abut the tree base","Port Hedland Area","WA","Australia","223121.8817","N/A","0.631","0.001",-20.56,118.24,19,1.98,16.68,50,12738.244912758,1459737.38,1141.757886,14.54399164,118.2746,154.5849961,30,2005,31.57,34.89,309.6,1.8,733.4,2110.34,1958.7,2285.2,0.15
"111","Eucalyptus victrix",3,"sampled 130 cm abut the tree base","Port Hedland Area","WA","Australia","187002.7639","N/A","0.631","0.001",-20.56,118.24,19,1.92105263157895,12.8947368421053,38,13433.3092467737,1459737.38,867.7359936,11.65656594,126.865526315789,147.3201553,29.5,1515,31.57,34.89,309.6,1.8,733.4,2110.34,1958.7,2285.2,0.15
"112","Eucalyptus viminalis",1,"sampled 800 cm below the tree apex","Rubicon State Forest","VIC","Australia","825375.3917","800","N/A","N/A",-37.39,145.87,920,2,43.5328185328185,129.656370656371,17182.9063933552,5838990.96,740.175665672973,12.7508476301931,139.886383124015,183.336026772973,34.7598455598456,5400,12.2,15.79,1483.67,689,2517.5,862.085752895753,746.2,981,1.73
"113","Eucalyptus viminalis",2,"sampled 800 cm below the tree apex","Rubicon State Forest","VIC","Australia","844236.3079","800","N/A","N/A",-37.39,145.87,920,2.01107011070111,45.3468634686347,135.811808118081,20117.6295836328,5838949.5095203,775.321016618081,15.5161849185978,149.929844126236,205.90948971107,26.209594095941,5000,12.2,15.79,1483.67,689,2517.5,862.16594095941,746.2,981,1.73
"114","Eucalyptus viminalis",3,"sampled 800 cm below the tree apex","Rubicon State Forest","VIC","Australia","816487.0238","820","N/A","N/A",-37.39,145.87,920,2.02347417840376,37.7793427230047,107.741784037559,27155.2564071319,5838949.50892019,615.075159589671,16.416288952723,178.007705246901,219.469077150235,35.331455399061,4760,12.2,15.79,1483.67,689,2517.5,862.529906103286,746.2,981,1.73
"115","Eucalyptus viminalis_Creswick",1,"sampled 130 cm abut the tree base","Creswick Forest","VIC","Australia","661966.5301","N/A","0.62","0.155",-37.45,143.93,555,1.91034482758621,50.3241379310345,145,13171.0149663897,5838977.15,827.7705511,10.90257832,119.172,177.4279008,68.8,NA,15.61,18.69,753.39,380.1,1121,952.65,811.8,1109.4,0.79
"116","Eucalyptus viminalis_Creswick",2,"sampled 130 cm abut the tree base","Creswick Forest","VIC","Australia","804519.6831","N/A","0.62","0.155",-37.45,143.93,555,2,32.360824742268,97,24169.0701699072,5838977.15,650.798916,15.50778857,169.110927835052,197.4649766,34.4,NA,15.61,18.69,753.39,380.1,1121,952.65,811.8,1109.4,0.79
"117","Eucalyptus viminalis_Creswick",3,"sampled 130 cm abut the tree base","Creswick Forest","VIC","Australia","1033833.201","N/A","0.62","0.155",-37.45,143.93,555,1.97058823529412,45.4117647058824,136,21415.0967483824,5838977.15,776.3916893,16.62650314,156.851323529412,197.6402161,59.2,NA,15.61,18.69,753.39,380.1,1121,952.65,811.8,1109.4,0.79
